year,age_gr,bula_h,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,46-65 y.,"Rhineland-Palatinate, Saarland",Poor,0.10298,54,386,0.07262,0.13334
2010,46-65 y.,Baden-Wuerttemberg,Very good,0.05510,60,758,0.03885,0.07136
2010,46-65 y.,Baden-Wuerttemberg,Good,0.31966,281,758,0.28644,0.35289
2010,46-65 y.,Baden-Wuerttemberg,Satisfactory,0.40164,301,758,0.36672,0.43656
2010,46-65 y.,Baden-Wuerttemberg,Poor,0.17857,116,758,0.15129,0.20586
2010,46-65 y.,Bavaria,Very good,0.06379,87,1044,0.04896,0.07862
2010,46-65 y.,Bavaria,Good,0.35603,385,1044,0.32697,0.38509
2010,46-65 y.,Bavaria,Satisfactory,0.33097,356,1044,0.30241,0.35953
2010,46-65 y.,Bavaria,Poor,0.18100,167,1044,0.15763,0.20436
2010,46-65 y.,Bavaria,Bad,0.06767,49,1044,0.05242,0.08291
2010,46-65 y.,Berlin,Good,0.29485,96,258,0.23910,0.35059
2010,46-65 y.,Berlin,Satisfactory,0.37154,101,258,0.31246,0.43062
2010,46-65 y.,Berlin,Poor,0.23537,61,258,0.18350,0.28724
2010,46-65 y.,Brandenburg,Good,0.37126,114,277,0.31426,0.42826
2010,46-65 y.,Brandenburg,Satisfactory,0.40769,118,277,0.34972,0.46567
2010,46-65 y.,Brandenburg,Poor,0.12936,45,277,0.08976,0.16895
2010,46-65 y.,Mecklenburg-Western Pomerania,Good,0.35322,69,177,0.28260,0.42384
2010,46-65 y.,Mecklenburg-Western Pomerania,Satisfactory,0.39156,75,177,0.31945,0.46368
2010,46-65 y.,Mecklenburg-Western Pomerania,Poor,0.18348,33,177,0.12630,0.24066
2010,46-65 y.,Saxony,Good,0.42726,216,466,0.38229,0.47222
2010,46-65 y.,Saxony,Satisfactory,0.31240,171,466,0.27027,0.35453
2010,46-65 y.,Saxony,Poor,0.21131,79,466,0.17421,0.24842
2010,46-65 y.,Saxony-Anhalt,Good,0.33837,108,255,0.28018,0.39656
2010,46-65 y.,Saxony-Anhalt,Satisfactory,0.42027,102,255,0.35957,0.48098
2010,46-65 y.,Saxony-Anhalt,Poor,0.14831,45,255,0.10460,0.19202
2010,46-65 y.,Thuringa,Good,0.36239,109,269,0.30483,0.41994
2010,46-65 y.,Thuringa,Satisfactory,0.41390,128,269,0.35493,0.47287
2010,46-65 y.,Thuringa,Poor,0.13019,32,269,0.08990,0.17048
2010,66 and older,Schleswig-Holstein,Good,0.21260,36,119,0.13877,0.28642
2010,66 and older,Schleswig-Holstein,Satisfactory,0.40831,52,119,0.31962,0.49699
2010,66 and older,Schleswig-Holstein,Poor,0.25525,31,119,0.17658,0.33392
2010,66 and older,Lower Saxony,Good,0.24568,104,365,0.20146,0.28991
2010,66 and older,Lower Saxony,Satisfactory,0.41873,178,365,0.36805,0.46941
2010,66 and older,Lower Saxony,Poor,0.22250,83,365,0.17977,0.26522
2010,66 and older,North Rhine-Westphalia,Good,0.19969,177,800,0.17197,0.22741
2010,66 and older,North Rhine-Westphalia,Satisfactory,0.42134,360,800,0.38710,0.45558
2010,66 and older,North Rhine-Westphalia,Poor,0.26258,195,800,0.23207,0.29309
2010,66 and older,North Rhine-Westphalia,Bad,0.09230,68,800,0.07223,0.11237
2010,66 and older,Hesse,Good,0.19402,49,193,0.13808,0.24995
2010,66 and older,Hesse,Satisfactory,0.38780,96,193,0.31888,0.45672
2010,66 and older,Hesse,Poor,0.21683,48,193,0.15854,0.27512
2010,66 and older,"Rhineland-Palatinate, Saarland",Good,0.19101,55,189,0.13482,0.24720
2010,66 and older,"Rhineland-Palatinate, Saarland",Satisfactory,0.45892,91,189,0.38769,0.53015
2010,66 and older,"Rhineland-Palatinate, Saarland",Poor,0.19369,43,189,0.13719,0.25018
2010,66 and older,Baden-Wuerttemberg,Good,0.16629,79,388,0.12919,0.20339
2010,66 and older,Baden-Wuerttemberg,Satisfactory,0.42202,183,388,0.37282,0.47123
2010,66 and older,Baden-Wuerttemberg,Poor,0.31074,126,388,0.26463,0.35685
2010,66 and older,Bavaria,Good,0.22794,139,536,0.19239,0.26348
2010,66 and older,Bavaria,Satisfactory,0.45455,234,536,0.41235,0.49674
2010,66 and older,Bavaria,Poor,0.21865,126,536,0.18363,0.25368
2010,66 and older,Bavaria,Bad,0.06565,37,536,0.04466,0.08664
2010,66 and older,Berlin,Good,0.17509,38,112,0.10438,0.24579
2010,66 and older,Berlin,Satisfactory,0.45954,74,112,0.36682,0.55225
2010,66 and older,Brandenburg,Good,0.20288,41,187,0.14508,0.26067
2010,66 and older,Brandenburg,Satisfactory,0.45515,101,187,0.38359,0.52672
2010,66 and older,Brandenburg,Poor,0.24965,45,187,0.18745,0.31186
2010,66 and older,Mecklenburg-Western Pomerania,Satisfactory,0.49038,54,54,0.35579,0.62497
2010,66 and older,Saxony,Good,0.14178,58,278,0.10070,0.18286
2010,66 and older,Saxony,Satisfactory,0.44020,131,278,0.38174,0.49866
2010,66 and older,Saxony,Poor,0.32182,89,278,0.26681,0.37684
2010,66 and older,Saxony-Anhalt,Satisfactory,0.49212,81,129,0.40551,0.57873
2010,66 and older,Saxony-Anhalt,Poor,0.28725,48,129,0.20887,0.36564
2010,66 and older,Thuringa,Good,0.14218,32,169,0.08937,0.19499
2010,66 and older,Thuringa,Satisfactory,0.45571,85,169,0.38040,0.53102
2010,66 and older,Thuringa,Poor,0.27291,52,169,0.20555,0.34028
2011,17-29 y.,Schleswig-Holstein,Very good,0.29015,57,185,0.22457,0.35573
2011,17-29 y.,Schleswig-Holstein,Good,0.48267,91,185,0.41047,0.55488
2011,17-29 y.,Schleswig-Holstein,Satisfactory,0.16391,37,185,0.11042,0.21740
2011,17-29 y.,Hamburg,Good,0.46639,31,31,0.28787,0.64491
2011,17-29 y.,Lower Saxony,Very good,0.23741,105,400,0.19566,0.27916
2011,17-29 y.,Lower Saxony,Good,0.50746,220,400,0.45840,0.55651
2011,17-29 y.,Lower Saxony,Satisfactory,0.20693,75,400,0.16718,0.24668
2011,17-29 y.,North Rhine-Westphalia,Very good,0.21552,240,968,0.18961,0.24144
2011,17-29 y.,North Rhine-Westphalia,Good,0.51725,487,968,0.48576,0.54875
2011,17-29 y.,North Rhine-Westphalia,Satisfactory,0.20001,182,968,0.17480,0.22522
2011,17-29 y.,North Rhine-Westphalia,Poor,0.06287,59,968,0.04757,0.07817
2011,17-29 y.,Hesse,Very good,0.33185,86,286,0.27718,0.38652
2011,17-29 y.,Hesse,Good,0.45763,152,286,0.39979,0.51547
2011,17-29 y.,Hesse,Satisfactory,0.13922,48,286,0.09903,0.17942
2011,17-29 y.,"Rhineland-Palatinate, Saarland",Very good,0.19173,51,239,0.14172,0.24175
2011,17-29 y.,"Rhineland-Palatinate, Saarland",Good,0.48210,130,239,0.41862,0.54558
2011,17-29 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.22716,58,239,0.17393,0.28040
2011,17-29 y.,Baden-Wuerttemberg,Very good,0.30624,184,576,0.26857,0.34392
2011,17-29 y.,Baden-Wuerttemberg,Good,0.47614,282,576,0.43532,0.51697
2011,17-29 y.,Baden-Wuerttemberg,Satisfactory,0.17648,110,576,0.14532,0.20764
2011,17-29 y.,Bavaria,Very good,0.28124,213,698,0.24786,0.31462
2011,17-29 y.,Bavaria,Good,0.45084,317,698,0.41390,0.48778
2011,17-29 y.,Bavaria,Satisfactory,0.20123,125,698,0.17146,0.23099
2011,17-29 y.,Bavaria,Poor,0.05186,43,698,0.03540,0.06833
2011,17-29 y.,Berlin,Very good,0.19765,33,117,0.12518,0.27012
2011,17-29 y.,Berlin,Good,0.52044,84,117,0.42953,0.61136
2011,17-29 y.,Brandenburg,Very good,0.25348,39,152,0.18410,0.32286
2011,17-29 y.,Brandenburg,Good,0.41537,75,152,0.33677,0.49397
2011,17-29 y.,Brandenburg,Satisfactory,0.28004,38,152,0.20842,0.35166
2011,17-29 y.,Mecklenburg-Western Pomerania,Good,0.33295,45,77,0.22700,0.43891
2011,17-29 y.,Mecklenburg-Western Pomerania,Satisfactory,0.38663,32,77,0.27715,0.49612
2011,17-29 y.,Saxony,Very good,0.26868,72,291,0.21766,0.31970
2011,17-29 y.,Saxony,Good,0.52719,163,291,0.46973,0.58466
2011,17-29 y.,Saxony,Satisfactory,0.16199,56,291,0.11959,0.20440
2011,17-29 y.,Saxony-Anhalt,Very good,0.33038,49,144,0.25328,0.40747
2011,17-29 y.,Saxony-Anhalt,Good,0.51800,95,144,0.43610,0.59989
2011,17-29 y.,Thuringa,Very good,0.32523,47,166,0.25375,0.39671
2011,17-29 y.,Thuringa,Good,0.38726,83,166,0.31293,0.46159
2011,17-29 y.,Thuringa,Satisfactory,0.18023,36,166,0.12158,0.23888
2011,30-45 y.,Schleswig-Holstein,Very good,0.08676,50,328,0.05625,0.11727
2011,30-45 y.,Schleswig-Holstein,Good,0.52356,182,328,0.46942,0.57769
2011,30-45 y.,Schleswig-Holstein,Satisfactory,0.31346,96,328,0.26317,0.36374
2011,30-45 y.,Hamburg,Good,0.59351,86,86,0.48909,0.69793
2011,30-45 y.,Lower Saxony,Very good,0.11053,99,901,0.09004,0.13101
2011,30-45 y.,Lower Saxony,Good,0.47278,424,901,0.44016,0.50540
2011,30-45 y.,Lower Saxony,Satisfactory,0.28721,274,901,0.25765,0.31677
2011,30-45 y.,Lower Saxony,Poor,0.10250,104,901,0.08268,0.12231
2011,30-45 y.,Bremen,Good,0.32033,32,32,0.15607,0.48459
2011,30-45 y.,North Rhine-Westphalia,Very good,0.13221,270,2037,0.11749,0.14692
2011,30-45 y.,North Rhine-Westphalia,Good,0.47539,961,2037,0.45370,0.49708
2011,30-45 y.,North Rhine-Westphalia,Satisfactory,0.28679,556,2037,0.26715,0.30644
2011,30-45 y.,North Rhine-Westphalia,Poor,0.08983,213,2037,0.07741,0.10226
2011,30-45 y.,North Rhine-Westphalia,Bad,0.01549,37,2037,0.01012,0.02085
2011,30-45 y.,Hesse,Very good,0.13672,90,717,0.11156,0.16189
2011,30-45 y.,Hesse,Good,0.48676,360,717,0.45014,0.52337
2011,30-45 y.,Hesse,Satisfactory,0.24862,191,717,0.21696,0.28028
2011,30-45 y.,Hesse,Poor,0.09751,76,717,0.07578,0.11924
2011,30-45 y.,"Rhineland-Palatinate, Saarland",Very good,0.09623,63,516,0.07076,0.12170
2011,30-45 y.,"Rhineland-Palatinate, Saarland",Good,0.58523,281,516,0.54268,0.62778
2011,30-45 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.19666,124,516,0.16233,0.23099
2011,30-45 y.,"Rhineland-Palatinate, Saarland",Poor,0.07393,48,516,0.05133,0.09653
2011,30-45 y.,Baden-Wuerttemberg,Very good,0.17262,235,1327,0.15228,0.19296
2011,30-45 y.,Baden-Wuerttemberg,Good,0.47520,651,1327,0.44832,0.50207
2011,30-45 y.,Baden-Wuerttemberg,Satisfactory,0.24057,323,1327,0.21756,0.26357
2011,30-45 y.,Baden-Wuerttemberg,Poor,0.09172,118,1327,0.07618,0.10726
2011,30-45 y.,Bavaria,Very good,0.15768,245,1588,0.13975,0.17561
2011,30-45 y.,Bavaria,Good,0.47160,766,1588,0.44704,0.49616
2011,30-45 y.,Bavaria,Satisfactory,0.26027,393,1588,0.23868,0.28186
2011,30-45 y.,Bavaria,Poor,0.08738,149,1588,0.07349,0.10128
2011,30-45 y.,Bavaria,Bad,0.02206,35,1588,0.01484,0.02929
2011,30-45 y.,Berlin,Very good,0.17861,57,281,0.13375,0.22348
2011,30-45 y.,Berlin,Good,0.48719,157,281,0.42865,0.54574
2011,30-45 y.,Berlin,Satisfactory,0.22779,67,281,0.17867,0.27692
2011,30-45 y.,Brandenburg,Very good,0.08970,41,320,0.05834,0.12106
2011,30-45 y.,Brandenburg,Good,0.48762,164,320,0.43277,0.54247
2011,30-45 y.,Brandenburg,Satisfactory,0.30439,81,320,0.25389,0.35489
2011,30-45 y.,Brandenburg,Poor,0.10650,34,320,0.07265,0.14035
2011,30-45 y.,Mecklenburg-Western Pomerania,Good,0.48174,105,158,0.40358,0.55990
2011,30-45 y.,Mecklenburg-Western Pomerania,Satisfactory,0.28425,53,158,0.21369,0.35481
2011,30-45 y.,Saxony,Very good,0.15225,75,613,0.12378,0.18071
2011,30-45 y.,Saxony,Good,0.44069,316,613,0.40136,0.48003
2011,30-45 y.,Saxony,Satisfactory,0.29041,167,613,0.25445,0.32638
2011,30-45 y.,Saxony,Poor,0.09941,55,613,0.07570,0.12312
2011,30-45 y.,Saxony-Anhalt,Very good,0.08489,32,355,0.05585,0.11392
2011,30-45 y.,Saxony-Anhalt,Good,0.44983,189,355,0.39801,0.50166
2011,30-45 y.,Saxony-Anhalt,Satisfactory,0.34078,98,355,0.29140,0.39015
2011,30-45 y.,Saxony-Anhalt,Poor,0.09677,36,355,0.06597,0.12757
2011,30-45 y.,Thuringa,Very good,0.12486,44,309,0.08794,0.16178
2011,30-45 y.,Thuringa,Good,0.45446,185,309,0.39885,0.51006
2011,30-45 y.,Thuringa,Satisfactory,0.30922,80,309,0.25761,0.36084
2011,46-65 y.,Schleswig-Holstein,Good,0.39948,104,252,0.33888,0.46007
2011,46-65 y.,Schleswig-Holstein,Satisfactory,0.38650,106,252,0.32626,0.44674
2011,46-65 y.,Schleswig-Holstein,Poor,0.15666,42,252,0.11169,0.20163
2011,46-65 y.,Hamburg,Good,0.35076,50,92,0.25271,0.44881
2011,46-65 y.,Hamburg,Satisfactory,0.49064,42,92,0.38793,0.59336
2011,46-65 y.,Lower Saxony,Very good,0.04955,54,828,0.03476,0.06434
2011,46-65 y.,Lower Saxony,Good,0.36508,312,828,0.33227,0.39790
2011,46-65 y.,Lower Saxony,Satisfactory,0.34040,293,828,0.30810,0.37269
2011,46-65 y.,Lower Saxony,Poor,0.17286,130,828,0.14709,0.19863
2011,46-65 y.,Lower Saxony,Bad,0.06716,39,828,0.05010,0.08422
2011,46-65 y.,North Rhine-Westphalia,Very good,0.05572,124,1816,0.04517,0.06627
2011,46-65 y.,North Rhine-Westphalia,Good,0.33544,647,1816,0.31372,0.35716
2011,46-65 y.,North Rhine-Westphalia,Satisfactory,0.37537,664,1816,0.35310,0.39765
2011,46-65 y.,North Rhine-Westphalia,Poor,0.18835,302,1816,0.17036,0.20634
2011,46-65 y.,North Rhine-Westphalia,Bad,0.04512,79,1816,0.03557,0.05467
2011,46-65 y.,Hesse,Very good,0.07545,52,658,0.05525,0.09564
2011,46-65 y.,Hesse,Good,0.33074,259,658,0.29477,0.36672
2011,46-65 y.,Hesse,Satisfactory,0.37574,244,658,0.33870,0.41277
2011,46-65 y.,Hesse,Poor,0.16685,103,658,0.13834,0.19536
2011,46-65 y.,"Rhineland-Palatinate, Saarland",Very good,0.05535,32,519,0.03566,0.07504
2011,46-65 y.,"Rhineland-Palatinate, Saarland",Good,0.35702,204,519,0.31576,0.39828
2011,46-65 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.38869,199,519,0.34671,0.43067
2011,46-65 y.,"Rhineland-Palatinate, Saarland",Poor,0.16417,84,519,0.13226,0.19607
2011,46-65 y.,Baden-Wuerttemberg,Very good,0.06096,81,1085,0.04672,0.07521
2011,46-65 y.,Baden-Wuerttemberg,Good,0.35644,404,1085,0.32793,0.38495
2011,46-65 y.,Baden-Wuerttemberg,Satisfactory,0.35222,380,1085,0.32378,0.38065
2011,46-65 y.,Baden-Wuerttemberg,Poor,0.18754,177,1085,0.16431,0.21078
2011,46-65 y.,Baden-Wuerttemberg,Bad,0.03934,43,1085,0.02777,0.05092
2011,46-65 y.,Bavaria,Very good,0.06173,104,1433,0.04926,0.07419
2011,46-65 y.,Bavaria,Good,0.36978,558,1433,0.34478,0.39479
2011,46-65 y.,Bavaria,Satisfactory,0.34024,488,1433,0.31570,0.36478
2011,46-65 y.,Bavaria,Poor,0.18352,227,1433,0.16347,0.20357
2011,46-65 y.,Bavaria,Bad,0.04473,56,1433,0.03402,0.05543
2011,46-65 y.,Berlin,Good,0.33981,113,297,0.28585,0.39377
2011,46-65 y.,Berlin,Satisfactory,0.36093,124,297,0.30621,0.41564
2011,46-65 y.,Berlin,Poor,0.20576,60,297,0.15971,0.25181
2011,46-65 y.,Brandenburg,Good,0.38619,165,386,0.33755,0.43482
2011,46-65 y.,Brandenburg,Satisfactory,0.40245,160,386,0.35346,0.45143
2011,46-65 y.,Brandenburg,Poor,0.13501,61,386,0.10087,0.16914
2011,46-65 y.,Mecklenburg-Western Pomerania,Good,0.30324,79,214,0.24151,0.36497
2011,46-65 y.,Mecklenburg-Western Pomerania,Satisfactory,0.44532,97,214,0.37858,0.51207
2011,46-65 y.,Mecklenburg-Western Pomerania,Poor,0.16991,38,214,0.11947,0.22034
2011,46-65 y.,Saxony,Good,0.33296,216,553,0.29364,0.37227
2011,46-65 y.,Saxony,Satisfactory,0.39806,215,553,0.35722,0.43889
2011,46-65 y.,Saxony,Poor,0.16657,91,553,0.13548,0.19765
2011,46-65 y.,Saxony,Bad,0.06820,31,553,0.04717,0.08922
2011,46-65 y.,Saxony-Anhalt,Good,0.30714,117,315,0.25611,0.35816
2011,46-65 y.,Saxony-Anhalt,Satisfactory,0.42107,140,315,0.36646,0.47569
2011,46-65 y.,Saxony-Anhalt,Poor,0.15847,58,315,0.11808,0.19886
2011,46-65 y.,Thuringa,Good,0.35039,135,341,0.29968,0.40110
2011,46-65 y.,Thuringa,Satisfactory,0.42752,149,341,0.37493,0.48010
2011,46-65 y.,Thuringa,Poor,0.15558,57,341,0.11705,0.19411
2011,66 and older,Schleswig-Holstein,Good,0.25185,44,154,0.18307,0.32064
2011,66 and older,Schleswig-Holstein,Satisfactory,0.42650,71,154,0.34813,0.50486
2011,66 and older,Schleswig-Holstein,Poor,0.23298,39,154,0.16600,0.29997
2011,66 and older,Hamburg,Satisfactory,0.38894,40,40,0.23593,0.54194
2011,66 and older,Lower Saxony,Good,0.25025,144,500,0.21225,0.28826
2011,66 and older,Lower Saxony,Satisfactory,0.44256,223,500,0.39898,0.48615
2011,66 and older,Lower Saxony,Poor,0.22512,102,500,0.18847,0.26177
2011,66 and older,Lower Saxony,Bad,0.06589,31,500,0.04413,0.08766
2011,66 and older,North Rhine-Westphalia,Very good,0.02755,38,1005,0.01743,0.03768
2011,66 and older,North Rhine-Westphalia,Good,0.23277,246,1005,0.20663,0.25891
2011,66 and older,North Rhine-Westphalia,Satisfactory,0.36421,385,1005,0.33445,0.39398
2011,66 and older,North Rhine-Westphalia,Poor,0.27215,247,1005,0.24462,0.29968
2011,66 and older,North Rhine-Westphalia,Bad,0.09786,89,1005,0.07948,0.11623
2011,66 and older,Hesse,Good,0.21080,65,246,0.15972,0.26187
2011,66 and older,Hesse,Satisfactory,0.35970,101,246,0.29960,0.41979
2011,66 and older,Hesse,Poor,0.29855,80,246,0.24124,0.35585
2011,66 and older,"Rhineland-Palatinate, Saarland",Good,0.28565,88,267,0.23136,0.33993
2011,66 and older,"Rhineland-Palatinate, Saarland",Satisfactory,0.41266,122,267,0.35349,0.47182
2011,66 and older,"Rhineland-Palatinate, Saarland",Poor,0.17585,57,267,0.13010,0.22159
2011,66 and older,Baden-Wuerttemberg,Good,0.21597,145,556,0.18174,0.25021
2011,66 and older,Baden-Wuerttemberg,Satisfactory,0.40107,217,556,0.36030,0.44185
2011,66 and older,Baden-Wuerttemberg,Poor,0.26961,149,556,0.23269,0.30653
2011,66 and older,Baden-Wuerttemberg,Bad,0.08416,45,556,0.06106,0.10726
2011,66 and older,Bavaria,Good,0.24014,212,761,0.20977,0.27051
2011,66 and older,Bavaria,Satisfactory,0.40919,332,761,0.37424,0.44415
2011,66 and older,Bavaria,Poor,0.21403,151,761,0.18487,0.24319
2011,66 and older,Bavaria,Bad,0.09837,66,761,0.07720,0.11955
2011,66 and older,Berlin,Good,0.20585,58,191,0.14836,0.26335
2011,66 and older,Berlin,Satisfactory,0.44972,99,191,0.37898,0.52045
2011,66 and older,Berlin,Poor,0.21357,34,191,0.15529,0.27184
2011,66 and older,Brandenburg,Good,0.16739,50,223,0.11828,0.21650
2011,66 and older,Brandenburg,Satisfactory,0.49199,109,223,0.42623,0.55776
2011,66 and older,Brandenburg,Poor,0.26043,64,223,0.20270,0.31817
2011,66 and older,Mecklenburg-Western Pomerania,Satisfactory,0.40804,55,92,0.30707,0.50902
2011,66 and older,Mecklenburg-Western Pomerania,Poor,0.36967,37,92,0.27049,0.46885
2011,66 and older,Saxony,Good,0.20515,77,330,0.16152,0.24879
2011,66 and older,Saxony,Satisfactory,0.46507,160,330,0.41117,0.51897
2011,66 and older,Saxony,Poor,0.26145,93,330,0.21397,0.30894
2011,66 and older,Saxony-Anhalt,Good,0.22093,48,200,0.16329,0.27858
2011,66 and older,Saxony-Anhalt,Satisfactory,0.37771,92,200,0.31035,0.44507
2011,66 and older,Saxony-Anhalt,Poor,0.31369,60,200,0.24922,0.37816
2011,66 and older,Thuringa,Good,0.18803,45,202,0.13401,0.24205
2011,66 and older,Thuringa,Satisfactory,0.49859,109,202,0.42947,0.56772
2011,66 and older,Thuringa,Poor,0.22891,48,202,0.17083,0.28699
2012,17-29 y.,Schleswig-Holstein,Very good,0.25897,49,182,0.19515,0.32279
2012,17-29 y.,Schleswig-Holstein,Good,0.48926,86,182,0.41643,0.56209
2012,17-29 y.,Schleswig-Holstein,Satisfactory,0.20264,47,182,0.14408,0.26120
2012,17-29 y.,Lower Saxony,Very good,0.25357,98,383,0.20994,0.29719
2012,17-29 y.,Lower Saxony,Good,0.45735,198,383,0.40740,0.50731
2012,17-29 y.,Lower Saxony,Satisfactory,0.22070,87,383,0.17911,0.26229
2012,17-29 y.,North Rhine-Westphalia,Very good,0.23839,265,953,0.21132,0.26545
2012,17-29 y.,North Rhine-Westphalia,Good,0.47162,448,953,0.43991,0.50333
2012,17-29 y.,North Rhine-Westphalia,Satisfactory,0.21778,179,953,0.19156,0.24400
2012,17-29 y.,North Rhine-Westphalia,Poor,0.06480,61,953,0.04916,0.08044
2012,17-29 y.,Hesse,Very good,0.37518,89,272,0.31754,0.43283
2012,17-29 y.,Hesse,Good,0.41582,129,272,0.35714,0.47450
2012,17-29 y.,Hesse,Satisfactory,0.15872,54,272,0.11522,0.20223
2012,17-29 y.,"Rhineland-Palatinate, Saarland",Very good,0.24265,66,243,0.18864,0.29666
2012,17-29 y.,"Rhineland-Palatinate, Saarland",Good,0.45328,134,243,0.39056,0.51600
2012,17-29 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.18727,43,243,0.13812,0.23642
2012,17-29 y.,Baden-Wuerttemberg,Very good,0.25262,148,534,0.21573,0.28951
2012,17-29 y.,Baden-Wuerttemberg,Good,0.53872,285,534,0.49640,0.58104
2012,17-29 y.,Baden-Wuerttemberg,Satisfactory,0.16533,101,534,0.13380,0.19687
2012,17-29 y.,Bavaria,Very good,0.27868,214,696,0.24535,0.31202
2012,17-29 y.,Bavaria,Good,0.47006,332,696,0.43296,0.50717
2012,17-29 y.,Bavaria,Satisfactory,0.17683,114,696,0.14846,0.20519
2012,17-29 y.,Bavaria,Poor,0.05349,36,696,0.03676,0.07022
2012,17-29 y.,Berlin,Very good,0.27814,47,156,0.20760,0.34868
2012,17-29 y.,Berlin,Good,0.45656,71,156,0.37814,0.53498
2012,17-29 y.,Berlin,Satisfactory,0.21603,38,156,0.15124,0.28082
2012,17-29 y.,Brandenburg,Good,0.48633,75,75,0.37245,0.60021
2012,17-29 y.,Mecklenburg-Western Pomerania,Good,0.59646,43,43,0.44808,0.74484
2012,17-29 y.,Saxony,Very good,0.19562,63,269,0.14813,0.24311
2012,17-29 y.,Saxony,Good,0.45454,151,269,0.39493,0.51416
2012,17-29 y.,Saxony,Satisfactory,0.24528,55,269,0.19377,0.29679
2012,17-29 y.,Saxony-Anhalt,Very good,0.30441,39,113,0.21919,0.38963
2012,17-29 y.,Saxony-Anhalt,Good,0.48694,74,113,0.39437,0.57951
2012,17-29 y.,Thuringa,Very good,0.23106,39,121,0.15564,0.30648
2012,17-29 y.,Thuringa,Good,0.49518,82,121,0.40573,0.58464
2012,30-45 y.,Schleswig-Holstein,Very good,0.08000,36,300,0.04925,0.11076
2012,30-45 y.,Schleswig-Holstein,Good,0.45304,167,300,0.39661,0.50946
2012,30-45 y.,Schleswig-Holstein,Satisfactory,0.31760,97,300,0.26483,0.37037
2012,30-45 y.,Hamburg,Good,0.53194,76,112,0.43911,0.62477
2012,30-45 y.,Hamburg,Satisfactory,0.29458,36,112,0.20978,0.37939
2012,30-45 y.,Lower Saxony,Very good,0.11861,90,833,0.09664,0.14058
2012,30-45 y.,Lower Saxony,Good,0.48254,404,833,0.44858,0.51649
2012,30-45 y.,Lower Saxony,Satisfactory,0.27569,253,833,0.24533,0.30606
2012,30-45 y.,Lower Saxony,Poor,0.09451,86,833,0.07464,0.11439
2012,30-45 y.,Bremen,Good,0.55132,35,35,0.38414,0.71850
2012,30-45 y.,North Rhine-Westphalia,Very good,0.12523,243,1864,0.11020,0.14026
2012,30-45 y.,North Rhine-Westphalia,Good,0.47786,902,1864,0.45518,0.50054
2012,30-45 y.,North Rhine-Westphalia,Satisfactory,0.29086,492,1864,0.27024,0.31149
2012,30-45 y.,North Rhine-Westphalia,Poor,0.09171,192,1864,0.07860,0.10482
2012,30-45 y.,North Rhine-Westphalia,Bad,0.01434,35,1864,0.00894,0.01973
2012,30-45 y.,Hesse,Very good,0.12383,67,626,0.09800,0.14965
2012,30-45 y.,Hesse,Good,0.52713,327,626,0.48798,0.56627
2012,30-45 y.,Hesse,Satisfactory,0.21637,156,626,0.18409,0.24865
2012,30-45 y.,Hesse,Poor,0.10978,76,626,0.08527,0.13428
2012,30-45 y.,"Rhineland-Palatinate, Saarland",Very good,0.06516,44,464,0.04268,0.08764
2012,30-45 y.,"Rhineland-Palatinate, Saarland",Good,0.51466,244,464,0.46913,0.56018
2012,30-45 y.,"Rhineland-Palatinate, Saarland",Satisfactory,0.30362,145,464,0.26173,0.34550
2012,30-45 y.,"Rhineland-Palatinate, Saarland",Poor,0.08707,31,464,0.06139,0.11275
2012,30-45 y.,Baden-Wuerttemberg,Very good,0.15659,173,1145,0.13553,0.17765
2012,30-45 y.,Baden-Wuerttemberg,Good,0.48733,590,1145,0.45836,0.51629
2012,30-45 y.,Baden-Wuerttemberg,Satisfactory,0.26770,287,1145,0.24204,0.29336
2012,30-45 y.,Baden-Wuerttemberg,Poor,0.07409,95,1145,0.05891,0.08927
2012,30-45 y.,Bavaria,Very good,0.17675,233,1450,0.15711,0.19640
2012,30-45 y.,Bavaria,Good,0.46181,714,1450,0.43614,0.48748
2012,30-45 y.,Bavaria,Satisfactory,0.25509,385,1450,0.23264,0.27753
2012,30-45 y.,Bavaria,Poor,0.08108,118,1450,0.06702,0.09513
2012,30-45 y.,Berlin,Very good,0.14415,42,282,0.10308,0.18522
2012,30-45 y.,Berlin,Good,0.46281,156,282,0.40451,0.52110
2012,30-45 y.,Berlin,Satisfactory,0.26124,84,282,0.20987,0.31261
2012,30-45 y.,Brandenburg,Very good,0.10857,39,302,0.07342,0.14371
2012,30-45 y.,Brandenburg,Good,0.58748,161,302,0.53187,0.64310
2012,30-45 y.,Brandenburg,Satisfactory,0.22979,71,302,0.18227,0.27732
2012,30-45 y.,Brandenburg,Poor,0.07198,31,302,0.04278,0.10118
2012,30-45 y.,Mecklenburg-Western Pomerania,Good,0.54552,95,139,0.46244,0.62860
2012,30-45 y.,Mecklenburg-Western Pomerania,Satisfactory,0.20677,44,139,0.13920,0.27434
2012,30-45 y.,Saxony,Very good,0.12182,64,570,0.09494,0.14870
2012,30-45 y.,Saxony,Good,0.54600,324,570,0.50509,0.58691
