,Unnamed: 0,year,bula_h,pgisced97,plb0021,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1802,1802,2010,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,293,22672,0.85738,1.13973
1803,1803,2010,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,974,22672,0.92931,1.06998
1804,1804,2010,Hesse,Pre-primary Level,No,1.0,32,22672,0.61521,1.50432
1805,1805,2010,Hesse,Lower Secondary Level,No,1.0,142,22672,0.82981,1.16182
1806,1806,2010,Hesse,Upper Secondary Level,Yes,0.07224,49,22672,0.04964,0.10006
1807,1807,2010,Hesse,Upper Secondary Level,No,0.92776,680,22672,0.85053,1.01982
1808,1808,2010,Hesse,Post-secondary Non-tertiary Level,No,1.0,132,22672,0.76941,1.2342
1809,1809,2010,Hesse,First Stage of Tertiary Education,No,1.0,88,22672,0.80456,1.24525
1810,1810,2010,Hesse,Second Stage of Tertiary Education,No,1.0,457,22672,0.89384,1.11667
1811,1811,2010,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,174,22672,0.89853,1.16431
1812,1812,2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.07624,45,22672,0.04987,0.10097
1813,1813,2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.92376,627,22672,0.85087,0.99438
1814,1814,2010,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,83,22672,0.81211,1.19771
1815,1815,2010,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,91,22672,0.75594,1.21906
1816,1816,2010,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,219,22672,0.81117,1.19457
1817,1817,2010,Baden-Wuerttemberg,Pre-primary Level,No,1.0,50,22672,0.6814,1.33732
1818,1818,2010,Baden-Wuerttemberg,Primary Level,No,1.0,38,22672,0.60341,1.45558
1819,1819,2010,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,314,22672,0.87702,1.13943
1820,1820,2010,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.04685,82,22672,0.03253,0.06254
1821,1821,2010,Baden-Wuerttemberg,Upper Secondary Level,No,0.95315,1277,22672,0.88886,1.0195
1822,1822,2010,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,190,22672,0.804,1.15135
1823,1823,2010,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,202,22672,0.83079,1.17263
1824,1824,2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,660,22672,0.89725,1.09777
1825,1825,2010,Bavaria,Pre-primary Level,No,1.0,69,22672,0.82702,1.21558
1826,1826,2010,Bavaria,Lower Secondary Level,Yes,0.0671,41,22672,0.03652,0.09522
1827,1827,2010,Bavaria,Lower Secondary Level,No,0.9329,314,22672,0.83871,1.04794
1828,1828,2010,Bavaria,Upper Secondary Level,Yes,0.04501,101,22672,0.03298,0.05886
1829,1829,2010,Bavaria,Upper Secondary Level,No,0.95499,1801,22672,0.89104,1.01119
1830,1830,2010,Bavaria,Post-secondary Non-tertiary Level,No,1.0,204,22672,0.80059,1.18821
1831,1831,2010,Bavaria,First Stage of Tertiary Education,No,1.0,248,22672,0.84022,1.16737
1832,1832,2010,Bavaria,Second Stage of Tertiary Education,No,1.0,679,22672,0.89885,1.12373
1833,1833,2010,Berlin,Lower Secondary Level,No,1.0,43,22672,0.75699,1.24916
1834,1834,2010,Berlin,Upper Secondary Level,Yes,0.12275,52,22672,0.08221,0.16048
1835,1835,2010,Berlin,Upper Secondary Level,No,0.87725,290,22672,0.78689,0.9797
1836,1836,2010,Berlin,Post-secondary Non-tertiary Level,No,1.0,48,22672,0.63314,1.42153
1837,1837,2010,Berlin,First Stage of Tertiary Education,No,1.0,52,22672,0.75515,1.29647
1838,1838,2010,Berlin,Second Stage of Tertiary Education,No,1.0,331,22672,0.88149,1.11811
1839,1839,2010,Brandenburg,Lower Secondary Level,No,1.0,46,22672,0.74343,1.29466
1840,1840,2010,Brandenburg,Upper Secondary Level,Yes,0.14494,92,22672,0.11769,0.1798
1841,1841,2010,Brandenburg,Upper Secondary Level,No,0.85506,385,22672,0.75744,0.97004
1842,1842,2010,Brandenburg,Post-secondary Non-tertiary Level,No,1.0,55,22672,0.72037,1.38828
1843,1843,2010,Brandenburg,First Stage of Tertiary Education,No,1.0,61,22672,0.78329,1.28722
1844,1844,2010,Brandenburg,Second Stage of Tertiary Education,No,1.0,246,22672,0.86701,1.14708
1845,1845,2010,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.15326,72,22672,0.1079,0.21354
1846,1846,2010,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.84674,254,22672,0.73076,0.96356
1847,1847,2010,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,42,22672,0.78021,1.19182
1848,1848,2010,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,141,22672,0.83644,1.17629
1849,1849,2010,Saxony,Lower Secondary Level,No,1.0,67,22672,0.71854,1.33411
1850,1850,2010,Saxony,Upper Secondary Level,Yes,0.11253,127,22672,0.08968,0.1475
1851,1851,2010,Saxony,Upper Secondary Level,No,0.88747,787,22672,0.82096,0.96325
1852,1852,2010,Saxony,Post-secondary Non-tertiary Level,No,1.0,68,22672,0.75505,1.2572
1853,1853,2010,Saxony,First Stage of Tertiary Education,No,1.0,129,22672,0.77956,1.20139
1854,1854,2010,Saxony,Second Stage of Tertiary Education,No,1.0,398,22672,0.89054,1.1334
1855,1855,2010,Saxony-Anhalt,Lower Secondary Level,No,1.0,49,22672,0.80439,1.20735
1856,1856,2010,Saxony-Anhalt,Upper Secondary Level,Yes,0.16209,98,22672,0.12641,0.19701
1857,1857,2010,Saxony-Anhalt,Upper Secondary Level,No,0.83791,392,22672,0.7487,0.9327
1858,1858,2010,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,1.0,41,22672,0.67249,1.26507
1859,1859,2010,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,74,22672,0.70537,1.36529
1860,1860,2010,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,197,22672,0.88096,1.1174
1861,1861,2010,Thuringa,Lower Secondary Level,No,1.0,40,22672,0.78699,1.29343
1862,1862,2010,Thuringa,Upper Secondary Level,Yes,0.15441,85,22672,0.12619,0.19249
1863,1863,2010,Thuringa,Upper Secondary Level,No,0.84559,489,22672,0.7613,0.92683
1864,1864,2010,Thuringa,Post-secondary Non-tertiary Level,No,1.0,35,22672,0.48677,1.71793
1865,1865,2010,Thuringa,First Stage of Tertiary Education,No,1.0,57,22672,0.76326,1.36406
1866,1866,2010,Thuringa,Second Stage of Tertiary Education,No,1.0,208,22672,0.8007,1.20452
1867,1867,2011,Schleswig-Holstein,Lower Secondary Level,No,1.0,86,26783,0.84435,1.20351
1868,1868,2011,Schleswig-Holstein,Upper Secondary Level,Yes,0.05208,50,26783,0.03217,0.07845
1869,1869,2011,Schleswig-Holstein,Upper Secondary Level,No,0.94792,453,26783,0.86282,1.03779
1870,1870,2011,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,1.0,78,26783,0.77873,1.24998
1871,1871,2011,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,64,26783,0.7438,1.23951
1872,1872,2011,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,159,26783,0.76102,1.22275
1873,1873,2011,Hamburg,Upper Secondary Level,No,1.0,172,26783,0.86486,1.13665
1874,1874,2011,Hamburg,Post-secondary Non-tertiary Level,No,1.0,44,26783,0.72164,1.33301
1875,1875,2011,Hamburg,Second Stage of Tertiary Education,No,1.0,122,26783,0.79778,1.22496
1876,1876,2011,Lower Saxony,Pre-primary Level,No,1.0,50,26783,0.79213,1.28424
1877,1877,2011,Lower Saxony,Lower Secondary Level,Yes,0.09635,50,26783,0.062,0.13038
1878,1878,2011,Lower Saxony,Lower Secondary Level,No,0.90365,274,26783,0.81643,0.9988
1879,1879,2011,Lower Saxony,Upper Secondary Level,Yes,0.04604,84,26783,0.03547,0.0589
1880,1880,2011,Lower Saxony,Upper Secondary Level,No,0.95396,1261,26783,0.88673,1.00091
1881,1881,2011,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,172,26783,0.80976,1.20051
1882,1882,2011,Lower Saxony,First Stage of Tertiary Education,No,1.0,145,26783,0.8378,1.19376
1883,1883,2011,Lower Saxony,Second Stage of Tertiary Education,No,1.0,471,26783,0.8884,1.08968
1884,1884,2011,Bremen,Upper Secondary Level,No,1.0,77,26783,0.75785,1.26531
1885,1885,2011,Bremen,Second Stage of Tertiary Education,No,1.0,50,26783,0.72327,1.3036
1886,1886,2011,North Rhine-Westphalia,Pre-primary Level,No,1.0,129,26783,0.82831,1.20816
1887,1887,2011,North Rhine-Westphalia,Primary Level,Yes,0.19106,34,26783,0.11831,0.29691
1888,1888,2011,North Rhine-Westphalia,Primary Level,No,0.80894,101,26783,0.66542,0.95011
1889,1889,2011,North Rhine-Westphalia,Lower Secondary Level,Yes,0.12884,107,26783,0.09613,0.16398
1890,1890,2011,North Rhine-Westphalia,Lower Secondary Level,No,0.87116,594,26783,0.79373,0.95275
1891,1891,2011,North Rhine-Westphalia,Upper Secondary Level,Yes,0.05161,176,26783,0.04322,0.05899
1892,1892,2011,North Rhine-Westphalia,Upper Secondary Level,No,0.94839,2413,26783,0.9155,0.97875
1893,1893,2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,532,26783,0.89351,1.1074
1894,1894,2011,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,310,26783,0.87742,1.13212
1895,1895,2011,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,1117,26783,0.92969,1.06042
1896,1896,2011,Hesse,Pre-primary Level,No,1.0,46,26783,0.74092,1.35043
1897,1897,2011,Hesse,Primary Level,No,1.0,33,26783,0.70855,1.32858
1898,1898,2011,Hesse,Lower Secondary Level,No,1.0,164,26783,0.86996,1.14403
1899,1899,2011,Hesse,Upper Secondary Level,Yes,0.06362,48,26783,0.04274,0.08984
1900,1900,2011,Hesse,Upper Secondary Level,No,0.93638,776,26783,0.86002,1.00331
1901,1901,2011,Hesse,Post-secondary Non-tertiary Level,No,1.0,160,26783,0.82399,1.1906
1902,1902,2011,Hesse,First Stage of Tertiary Education,No,1.0,112,26783,0.81568,1.17168
1903,1903,2011,Hesse,Second Stage of Tertiary Education,No,1.0,523,26783,0.88765,1.11726
1904,1904,2011,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,222,26783,0.89312,1.12223
1905,1905,2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.0531,44,26783,0.03428,0.076
1906,1906,2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.9469,756,26783,0.87688,1.02466
1907,1907,2011,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,99,26783,0.79733,1.23255
1908,1908,2011,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,111,26783,0.81066,1.21364
1909,1909,2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,252,26783,0.86209,1.15539
1910,1910,2011,Baden-Wuerttemberg,Pre-primary Level,No,1.0,68,26783,0.74422,1.31226
1911,1911,2011,Baden-Wuerttemberg,Primary Level,No,1.0,37,26783,0.67785,1.33347
1912,1912,2011,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,396,26783,0.9061,1.11113
1913,1913,2011,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.03203,75,26783,0.02557,0.03983
1914,1914,2011,Baden-Wuerttemberg,Upper Secondary Level,No,0.96797,1553,26783,0.91894,1.02266
1915,1915,2011,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,240,26783,0.83166,1.14059
1916,1916,2011,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,243,26783,0.86285,1.15094
1917,1917,2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,796,26783,0.92185,1.08455
1918,1918,2011,Bavaria,Pre-primary Level,No,1.0,60,26783,0.79432,1.25044
1919,1919,2011,Bavaria,Primary Level,No,1.0,36,26783,0.7002,1.38604
1920,1920,2011,Bavaria,Lower Secondary Level,Yes,0.06193,37,26783,0.03792,0.09331
1921,1921,2011,Bavaria,Lower Secondary Level,No,0.93807,431,26783,0.8497,1.02813
1922,1922,2011,Bavaria,Upper Secondary Level,Yes,0.02377,92,26783,0.01847,0.02872
1923,1923,2011,Bavaria,Upper Secondary Level,No,0.97623,2254,26783,0.93081,1.01821
1924,1924,2011,Bavaria,Post-secondary Non-tertiary Level,No,1.0,254,26783,0.84413,1.15219
1925,1925,2011,Bavaria,First Stage of Tertiary Education,No,1.0,309,26783,0.87509,1.15134
1926,1926,2011,Bavaria,Second Stage of Tertiary Education,No,1.0,847,26783,0.9189,1.07974
1927,1927,2011,Berlin,Lower Secondary Level,No,1.0,53,26783,0.78813,1.20682
1928,1928,2011,Berlin,Upper Secondary Level,Yes,0.11846,56,26783,0.08442,0.15387
1929,1929,2011,Berlin,Upper Secondary Level,No,0.88154,335,26783,0.81803,0.95899
1930,1930,2011,Berlin,Post-secondary Non-tertiary Level,No,1.0,55,26783,0.65255,1.42458
1931,1931,2011,Berlin,First Stage of Tertiary Education,No,1.0,62,26783,0.79013,1.23018
1932,1932,2011,Berlin,Second Stage of Tertiary Education,No,1.0,364,26783,0.89402,1.12474
1933,1933,2011,Brandenburg,Lower Secondary Level,No,1.0,71,26783,0.83786,1.24405
1934,1934,2011,Brandenburg,Upper Secondary Level,Yes,0.13745,100,26783,0.11165,0.16645
1935,1935,2011,Brandenburg,Upper Secondary Level,No,0.86255,476,26783,0.78144,0.9446
1936,1936,2011,Brandenburg,Post-secondary Non-tertiary Level,No,1.0,53,26783,0.66154,1.33749
1937,1937,2011,Brandenburg,First Stage of Tertiary Education,No,1.0,72,26783,0.74809,1.33728
1938,1938,2011,Brandenburg,Second Stage of Tertiary Education,No,1.0,281,26783,0.89054,1.1199
1939,1939,2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.17128,82,26783,0.13692,0.22067
1940,1940,2011,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.82872,264,26783,0.74219,0.94527
1941,1941,2011,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,55,26783,0.82065,1.18165
1942,1942,2011,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,154,26783,0.83628,1.18877
1943,1943,2011,Saxony,Lower Secondary Level,No,1.0,75,26783,0.84948,1.15276
1944,1944,2011,Saxony,Upper Secondary Level,Yes,0.11793,136,26783,0.09543,0.14038
1945,1945,2011,Saxony,Upper Secondary Level,No,0.88207,884,26783,0.82282,0.94491
1946,1946,2011,Saxony,Post-secondary Non-tertiary Level,No,1.0,78,26783,0.76151,1.22
1947,1947,2011,Saxony,First Stage of Tertiary Education,No,1.0,138,26783,0.81887,1.19532
1948,1948,2011,Saxony,Second Stage of Tertiary Education,No,1.0,429,26783,0.88854,1.09283
1949,1949,2011,Saxony-Anhalt,Lower Secondary Level,No,1.0,57,26783,0.85723,1.18659
1950,1950,2011,Saxony-Anhalt,Upper Secondary Level,Yes,0.12615,99,26783,0.09776,0.16237
1951,1951,2011,Saxony-Anhalt,Upper Secondary Level,No,0.87385,498,26783,0.79812,0.95781
1952,1952,2011,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,1.0,44,26783,0.7692,1.32616
1953,1953,2011,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,79,26783,0.76206,1.33355
1954,1954,2011,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,236,26783,0.8945,1.11436
1955,1955,2011,Thuringa,Lower Secondary Level,No,1.0,41,26783,0.7625,1.2399
1956,1956,2011,Thuringa,Upper Secondary Level,Yes,0.14546,91,26783,0.11973,0.17444
1957,1957,2011,Thuringa,Upper Secondary Level,No,0.85454,573,26783,0.78843,0.94283
1958,1958,2011,Thuringa,Post-secondary Non-tertiary Level,No,1.0,38,26783,0.62402,1.64222
1959,1959,2011,Thuringa,First Stage of Tertiary Education,No,1.0,74,26783,0.78556,1.28987
1960,1960,2011,Thuringa,Second Stage of Tertiary Education,No,1.0,231,26783,0.8857,1.13255
1961,1961,2012,Schleswig-Holstein,Lower Secondary Level,No,1.0,96,26216,0.79513,1.19705
1962,1962,2012,Schleswig-Holstein,Upper Secondary Level,Yes,0.04957,40,26216,0.03199,0.0698
1963,1963,2012,Schleswig-Holstein,Upper Secondary Level,No,0.95043,467,26216,0.8667,1.04103
1964,1964,2012,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,1.0,80,26216,0.80052,1.25787
1965,1965,2012,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,62,26216,0.73882,1.21112
1966,1966,2012,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,155,26216,0.82443,1.18055
1967,1967,2012,Hamburg,Upper Secondary Level,No,1.0,172,26216,0.85359,1.14353
1968,1968,2012,Hamburg,Post-secondary Non-tertiary Level,No,1.0,42,26216,0.77105,1.31304
1969,1969,2012,Hamburg,Second Stage of Tertiary Education,No,1.0,132,26216,0.77294,1.2373
1970,1970,2012,Lower Saxony,Pre-primary Level,No,1.0,47,26216,0.82414,1.21342
1971,1971,2012,Lower Saxony,Lower Secondary Level,Yes,0.10935,50,26216,0.0698,0.15368
1972,1972,2012,Lower Saxony,Lower Secondary Level,No,0.89065,279,26216,0.80005,0.97007
1973,1973,2012,Lower Saxony,Upper Secondary Level,Yes,0.04808,84,26216,0.03648,0.06287
1974,1974,2012,Lower Saxony,Upper Secondary Level,No,0.95192,1239,26216,0.89665,0.99893
1975,1975,2012,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,159,26216,0.82439,1.19516
1976,1976,2012,Lower Saxony,First Stage of Tertiary Education,No,1.0,137,26216,0.8356,1.1865
1977,1977,2012,Lower Saxony,Second Stage of Tertiary Education,No,1.0,468,26216,0.88801,1.09781
1978,1978,2012,Bremen,Upper Secondary Level,No,1.0,77,26216,0.74977,1.27853
1979,1979,2012,Bremen,Second Stage of Tertiary Education,No,1.0,57,26216,0.75599,1.29487
1980,1980,2012,North Rhine-Westphalia,Pre-primary Level,No,1.0,133,26216,0.85151,1.23104
1981,1981,2012,North Rhine-Westphalia,Primary Level,No,1.0,87,26216,0.78938,1.2316
1982,1982,2012,North Rhine-Westphalia,Lower Secondary Level,Yes,0.09132,100,26216,0.06835,0.11941
1983,1983,2012,North Rhine-Westphalia,Lower Secondary Level,No,0.90868,598,26216,0.82968,0.97356
1984,1984,2012,North Rhine-Westphalia,Upper Secondary Level,Yes,0.06935,173,26216,0.0559,0.0825
1985,1985,2012,North Rhine-Westphalia,Upper Secondary Level,No,0.93065,2278,26216,0.89576,0.96679
1986,1986,2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.03892,31,26216,0.03029,0.0483
1987,1987,2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.96108,526,26216,0.83287,1.07326
1988,1988,2012,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,304,26216,0.86451,1.15566
1989,1989,2012,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,1134,26216,0.93262,1.05751
1990,1990,2012,Hesse,Pre-primary Level,No,1.0,53,26216,0.76224,1.23444
1991,1991,2012,Hesse,Lower Secondary Level,No,1.0,172,26216,0.86914,1.15558
1992,1992,2012,Hesse,Upper Secondary Level,Yes,0.04502,35,26216,0.03006,0.0646
1993,1993,2012,Hesse,Upper Secondary Level,No,0.95498,781,26216,0.89397,1.01961
1994,1994,2012,Hesse,Post-secondary Non-tertiary Level,No,1.0,153,26216,0.8373,1.17699
1995,1995,2012,Hesse,First Stage of Tertiary Education,No,1.0,98,26216,0.80008,1.2048
1996,1996,2012,Hesse,Second Stage of Tertiary Education,No,1.0,505,26216,0.90882,1.10916
1997,1997,2012,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.09897,32,26216,0.06427,0.1472
1998,1998,2012,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.90103,188,26216,0.77821,1.01121
1999,1999,2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.04788,41,26216,0.03636,0.06018
2000,2000,2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.95212,751,26216,0.87798,1.02047
2001,2001,2012,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,106,26216,0.77106,1.23522
2002,2002,2012,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,101,26216,0.80523,1.20198
2003,2003,2012,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,262,26216,0.85605,1.15298
2004,2004,2012,Baden-Wuerttemberg,Pre-primary Level,No,1.0,64,26216,0.75499,1.27265
2005,2005,2012,Baden-Wuerttemberg,Primary Level,No,1.0,38,26216,0.68189,1.32911
2006,2006,2012,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,369,26216,0.90091,1.08448
2007,2007,2012,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.03726,59,26216,0.0277,0.04657
2008,2008,2012,Baden-Wuerttemberg,Upper Secondary Level,No,0.96274,1489,26216,0.91621,1.02093
2009,2009,2012,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,222,26216,0.84136,1.14961
2010,2010,2012,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,234,26216,0.85133,1.15015
2011,2011,2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,753,26216,0.91554,1.09236
2012,2012,2012,Bavaria,Pre-primary Level,No,1.0,49,26216,0.76071,1.22912
2013,2013,2012,Bavaria,Primary Level,No,1.0,40,26216,0.686,1.36842
2014,2014,2012,Bavaria,Lower Secondary Level,No,1.0,443,26216,0.91902,1.11327
2015,2015,2012,Bavaria,Upper Secondary Level,Yes,0.03674,100,26216,0.02837,0.04554
2016,2016,2012,Bavaria,Upper Secondary Level,No,0.96326,2196,26216,0.91756,1.00786
2017,2017,2012,Bavaria,Post-secondary Non-tertiary Level,No,1.0,248,26216,0.87839,1.15807
2018,2018,2012,Bavaria,First Stage of Tertiary Education,No,1.0,300,26216,0.85857,1.1571
2019,2019,2012,Bavaria,Second Stage of Tertiary Education,No,1.0,853,26216,0.93895,1.07573
2020,2020,2012,Berlin,Lower Secondary Level,No,1.0,43,26216,0.74466,1.24258
2021,2021,2012,Berlin,Upper Secondary Level,Yes,0.10083,48,26216,0.07789,0.13143
2022,2022,2012,Berlin,Upper Secondary Level,No,0.89917,376,26216,0.81853,0.97545
2023,2023,2012,Berlin,Post-secondary Non-tertiary Level,No,1.0,53,26216,0.64444,1.36652
2024,2024,2012,Berlin,First Stage of Tertiary Education,No,1.0,65,26216,0.77747,1.23573
2025,2025,2012,Berlin,Second Stage of Tertiary Education,No,1.0,365,26216,0.89416,1.11789
2026,2026,2012,Brandenburg,Lower Secondary Level,No,1.0,57,26216,0.78265,1.21455
2027,2027,2012,Brandenburg,Upper Secondary Level,Yes,0.14849,102,26216,0.12657,0.17369
2028,2028,2012,Brandenburg,Upper Secondary Level,No,0.85151,453,26216,0.79001,0.92531
