,Unnamed: 0,year,bula_h,pgisced97,plb0021,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2469,2469,2017,Lower Saxony,Upper Secondary Level,Yes,0.04371,76,27003,0.03158,0.05887
2470,2470,2017,Lower Saxony,Upper Secondary Level,No,0.95629,1203,27003,0.906,1.0194
2471,2471,2017,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,218,27003,0.86481,1.15363
2472,2472,2017,Lower Saxony,First Stage of Tertiary Education,No,1.0,133,27003,0.81566,1.21475
2473,2473,2017,Lower Saxony,Second Stage of Tertiary Education,Yes,0.03389,44,27003,0.00985,0.07195
2474,2474,2017,Lower Saxony,Second Stage of Tertiary Education,No,0.96611,559,27003,0.88155,1.0663
2475,2475,2017,Bremen,Upper Secondary Level,No,1.0,88,27003,0.73977,1.29537
2476,2476,2017,Bremen,Second Stage of Tertiary Education,No,1.0,54,27003,0.69075,1.31156
2477,2477,2017,North Rhine-Westphalia,Pre-primary Level,No,1.0,116,27003,0.75989,1.23798
2478,2478,2017,North Rhine-Westphalia,Primary Level,Yes,0.23811,115,27003,0.16445,0.33392
2479,2479,2017,North Rhine-Westphalia,Primary Level,No,0.76189,140,27003,0.61274,0.91935
2480,2480,2017,North Rhine-Westphalia,Lower Secondary Level,Yes,0.11746,134,27003,0.08883,0.14502
2481,2481,2017,North Rhine-Westphalia,Lower Secondary Level,No,0.88254,580,27003,0.79029,0.96653
2482,2482,2017,North Rhine-Westphalia,Upper Secondary Level,Yes,0.05318,184,27003,0.04186,0.06439
2483,2483,2017,North Rhine-Westphalia,Upper Secondary Level,No,0.94682,2270,27003,0.90493,0.98289
2484,2484,2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.0621,31,27003,0.03826,0.08851
2485,2485,2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.9379,606,27003,0.85302,1.02853
2486,2486,2017,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,261,27003,0.87057,1.13897
2487,2487,2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.02662,117,27003,0.0161,0.03791
2488,2488,2017,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.97338,1178,27003,0.91004,1.04302
2489,2489,2017,Hesse,Pre-primary Level,No,1.0,41,27003,0.68078,1.36697
2490,2490,2017,Hesse,Primary Level,Yes,0.30776,46,27003,0.10905,0.56846
2491,2491,2017,Hesse,Primary Level,No,0.69224,53,27003,0.47032,0.96874
2492,2492,2017,Hesse,Lower Secondary Level,Yes,0.13011,49,27003,0.08964,0.1873
2493,2493,2017,Hesse,Lower Secondary Level,No,0.86989,199,27003,0.70416,1.00008
2494,2494,2017,Hesse,Upper Secondary Level,Yes,0.05947,78,27003,0.0385,0.08075
2495,2495,2017,Hesse,Upper Secondary Level,No,0.94053,709,27003,0.86716,1.0087
2496,2496,2017,Hesse,Post-secondary Non-tertiary Level,No,1.0,151,27003,0.842,1.20194
2497,2497,2017,Hesse,First Stage of Tertiary Education,No,1.0,79,27003,0.80041,1.22145
2498,2498,2017,Hesse,Second Stage of Tertiary Education,Yes,0.02576,32,27003,0.00864,0.04804
2499,2499,2017,Hesse,Second Stage of Tertiary Education,No,0.97424,500,27003,0.87832,1.07651
2500,2500,2017,"Rhineland-Palatinate, Saarland",Primary Level,No,1.0,45,27003,0.43064,1.76978
2501,2501,2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,228,27003,0.85462,1.16503
2502,2502,2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,1.0,723,27003,0.92231,1.06964
2503,2503,2017,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,127,27003,0.82108,1.21501
2504,2504,2017,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,83,27003,0.8148,1.22374
2505,2505,2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,297,27003,0.86959,1.13657
2506,2506,2017,Baden-Wuerttemberg,Pre-primary Level,No,1.0,38,27003,0.60842,1.42436
2507,2507,2017,Baden-Wuerttemberg,Primary Level,Yes,0.19597,53,27003,0.06082,0.36178
2508,2508,2017,Baden-Wuerttemberg,Primary Level,No,0.80403,79,27003,0.49046,1.1064
2509,2509,2017,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.02248,40,27003,0.01257,0.03589
2510,2510,2017,Baden-Wuerttemberg,Lower Secondary Level,No,0.97752,331,27003,0.86001,1.07674
2511,2511,2017,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.03419,74,27003,0.02207,0.04908
2512,2512,2017,Baden-Wuerttemberg,Upper Secondary Level,No,0.96581,1242,27003,0.91635,1.01597
2513,2513,2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,253,27003,0.86198,1.13781
2514,2514,2017,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,184,27003,0.85564,1.12697
2515,2515,2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.01531,47,27003,0.00782,0.02497
2516,2516,2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.98469,874,27003,0.89478,1.05798
2517,2517,2017,Bavaria,Pre-primary Level,No,1.0,56,27003,0.70301,1.45404
2518,2518,2017,Bavaria,Primary Level,Yes,0.12014,33,27003,0.04994,0.20853
2519,2519,2017,Bavaria,Primary Level,No,0.87986,113,27003,0.6068,1.21603
2520,2520,2017,Bavaria,Lower Secondary Level,Yes,0.03653,35,27003,0.02209,0.05527
2521,2521,2017,Bavaria,Lower Secondary Level,No,0.96347,435,27003,0.8682,1.07785
2522,2522,2017,Bavaria,Upper Secondary Level,Yes,0.03141,69,27003,0.02376,0.04153
2523,2523,2017,Bavaria,Upper Secondary Level,No,0.96859,1958,27003,0.91683,1.01981
2524,2524,2017,Bavaria,Post-secondary Non-tertiary Level,No,1.0,294,27003,0.86557,1.14637
2525,2525,2017,Bavaria,First Stage of Tertiary Education,No,1.0,262,27003,0.86378,1.17363
2526,2526,2017,Bavaria,Second Stage of Tertiary Education,Yes,0.01765,39,27003,0.01155,0.02386
2527,2527,2017,Bavaria,Second Stage of Tertiary Education,No,0.98235,1043,27003,0.92306,1.05456
2528,2528,2017,Berlin,Lower Secondary Level,No,1.0,55,27003,0.70711,1.36066
2529,2529,2017,Berlin,Upper Secondary Level,Yes,0.10688,36,27003,0.07634,0.13866
2530,2530,2017,Berlin,Upper Secondary Level,No,0.89312,331,27003,0.80942,0.98793
2531,2531,2017,Berlin,Post-secondary Non-tertiary Level,No,1.0,70,27003,0.73714,1.23696
2532,2532,2017,Berlin,First Stage of Tertiary Education,No,1.0,59,27003,0.8183,1.30426
2533,2533,2017,Berlin,Second Stage of Tertiary Education,No,1.0,388,27003,0.88234,1.10754
2534,2534,2017,Brandenburg,Primary Level,No,1.0,35,27003,0.38431,1.74916
2535,2535,2017,Brandenburg,Lower Secondary Level,Yes,0.34633,35,27003,0.18499,0.60774
2536,2536,2017,Brandenburg,Lower Secondary Level,No,0.65367,65,27003,0.49275,0.86714
2537,2537,2017,Brandenburg,Upper Secondary Level,Yes,0.05766,55,27003,0.04564,0.07134
2538,2538,2017,Brandenburg,Upper Secondary Level,No,0.94234,479,27003,0.84483,1.03137
2539,2539,2017,Brandenburg,Post-secondary Non-tertiary Level,No,1.0,65,27003,0.76902,1.26625
2540,2540,2017,Brandenburg,First Stage of Tertiary Education,No,1.0,68,27003,0.70275,1.31582
2541,2541,2017,Brandenburg,Second Stage of Tertiary Education,No,1.0,254,27003,0.88038,1.14832
2542,2542,2017,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.1048,35,27003,0.06428,0.14214
2543,2543,2017,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.8952,271,27003,0.79514,1.01448
2544,2544,2017,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,47,27003,0.75898,1.22994
2545,2545,2017,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,132,27003,0.82506,1.14762
2546,2546,2017,Saxony,Lower Secondary Level,No,1.0,100,27003,0.74252,1.2286
2547,2547,2017,Saxony,Upper Secondary Level,Yes,0.08758,83,27003,0.06631,0.10975
2548,2548,2017,Saxony,Upper Secondary Level,No,0.91242,779,27003,0.85155,0.97915
2549,2549,2017,Saxony,Post-secondary Non-tertiary Level,No,1.0,81,27003,0.74679,1.31296
2550,2550,2017,Saxony,First Stage of Tertiary Education,No,1.0,116,27003,0.81221,1.22083
2551,2551,2017,Saxony,Second Stage of Tertiary Education,No,1.0,423,27003,0.90175,1.08866
2552,2552,2017,Saxony-Anhalt,Primary Level,No,1.0,31,27003,0.19316,2.49147
2553,2553,2017,Saxony-Anhalt,Lower Secondary Level,No,1.0,73,27003,0.75584,1.30066
2554,2554,2017,Saxony-Anhalt,Upper Secondary Level,Yes,0.1025,62,27003,0.07322,0.13294
2555,2555,2017,Saxony-Anhalt,Upper Secondary Level,No,0.8975,428,27003,0.82476,1.00926
2556,2556,2017,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,1.0,48,27003,0.74786,1.38324
2557,2557,2017,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,68,27003,0.74034,1.34072
2558,2558,2017,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,221,27003,0.88416,1.15176
2559,2559,2017,Thuringa,Lower Secondary Level,No,1.0,43,27003,0.73943,1.2984
2560,2560,2017,Thuringa,Upper Secondary Level,Yes,0.10593,50,27003,0.0675,0.15696
2561,2561,2017,Thuringa,Upper Secondary Level,No,0.89407,510,27003,0.81677,0.97974
2562,2562,2017,Thuringa,Post-secondary Non-tertiary Level,No,1.0,52,27003,0.74911,1.21571
2563,2563,2017,Thuringa,First Stage of Tertiary Education,No,1.0,65,27003,0.69744,1.37601
2564,2564,2017,Thuringa,Second Stage of Tertiary Education,No,1.0,227,27003,0.87049,1.15008
2565,2565,2018,Schleswig-Holstein,Primary Level,Yes,0.33305,31,26937,0.10322,0.63748
2566,2566,2018,Schleswig-Holstein,Primary Level,No,0.66695,48,26937,0.26499,1.15094
2567,2567,2018,Schleswig-Holstein,Lower Secondary Level,No,1.0,101,26937,0.74629,1.27819
2568,2568,2018,Schleswig-Holstein,Upper Secondary Level,Yes,0.03985,38,26937,0.02328,0.05842
2569,2569,2018,Schleswig-Holstein,Upper Secondary Level,No,0.96015,419,26937,0.86925,1.06827
2570,2570,2018,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,1.0,84,26937,0.76648,1.25326
2571,2571,2018,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,55,26937,0.72711,1.37938
2572,2572,2018,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,203,26937,0.84186,1.16594
2573,2573,2018,Hamburg,Lower Secondary Level,No,1.0,48,26937,0.61961,1.3709
2574,2574,2018,Hamburg,Upper Secondary Level,No,1.0,162,26937,0.83513,1.19947
2575,2575,2018,Hamburg,Post-secondary Non-tertiary Level,No,1.0,45,26937,0.67082,1.33758
2576,2576,2018,Hamburg,Second Stage of Tertiary Education,No,1.0,176,26937,0.84048,1.2013
2577,2577,2018,Lower Saxony,Pre-primary Level,No,1.0,36,26937,0.67756,1.32341
2578,2578,2018,Lower Saxony,Primary Level,Yes,0.32776,105,26937,0.21512,0.46023
2579,2579,2018,Lower Saxony,Primary Level,No,0.67224,128,26937,0.41219,0.92575
2580,2580,2018,Lower Saxony,Lower Secondary Level,Yes,0.10998,107,26937,0.08053,0.14154
2581,2581,2018,Lower Saxony,Lower Secondary Level,No,0.89002,323,26937,0.76137,1.01649
2582,2582,2018,Lower Saxony,Upper Secondary Level,Yes,0.03334,87,26937,0.02324,0.04525
2583,2583,2018,Lower Saxony,Upper Secondary Level,No,0.96666,1117,26937,0.9124,1.03299
2584,2584,2018,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,211,26937,0.83613,1.18004
2585,2585,2018,Lower Saxony,First Stage of Tertiary Education,No,1.0,115,26937,0.80036,1.25814
2586,2586,2018,Lower Saxony,Second Stage of Tertiary Education,Yes,0.03426,54,26937,0.0186,0.05137
2587,2587,2018,Lower Saxony,Second Stage of Tertiary Education,No,0.96574,546,26937,0.88208,1.08305
2588,2588,2018,Bremen,Upper Secondary Level,No,1.0,87,26937,0.66727,1.32306
2589,2589,2018,Bremen,Second Stage of Tertiary Education,No,1.0,61,26937,0.67365,1.37164
2590,2590,2018,North Rhine-Westphalia,Pre-primary Level,No,1.0,100,26937,0.72943,1.26907
2591,2591,2018,North Rhine-Westphalia,Primary Level,Yes,0.23472,183,26937,0.16668,0.32198
2592,2592,2018,North Rhine-Westphalia,Primary Level,No,0.76528,228,26937,0.61595,0.93301
2593,2593,2018,North Rhine-Westphalia,Lower Secondary Level,Yes,0.13091,169,26937,0.09588,0.16257
2594,2594,2018,North Rhine-Westphalia,Lower Secondary Level,No,0.86909,609,26937,0.76949,0.94975
2595,2595,2018,North Rhine-Westphalia,Upper Secondary Level,Yes,0.04966,189,26937,0.03804,0.06166
2596,2596,2018,North Rhine-Westphalia,Upper Secondary Level,No,0.95034,2220,26937,0.91436,0.991
2597,2597,2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.04683,42,26937,0.02797,0.06945
2598,2598,2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.95317,591,26937,0.86006,1.04599
2599,2599,2018,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,246,26937,0.88452,1.12158
2600,2600,2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.02649,121,26937,0.01601,0.04122
2601,2601,2018,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.97351,1223,26937,0.91068,1.03494
2602,2602,2018,Hesse,Pre-primary Level,No,1.0,34,26937,0.58798,1.54991
2603,2603,2018,Hesse,Primary Level,Yes,0.38101,60,26937,0.12021,0.76937
2604,2604,2018,Hesse,Primary Level,No,0.61899,109,26937,0.30841,0.99482
2605,2605,2018,Hesse,Lower Secondary Level,Yes,0.12155,37,26937,0.07829,0.17443
2606,2606,2018,Hesse,Lower Secondary Level,No,0.87845,217,26937,0.69812,1.08216
2607,2607,2018,Hesse,Upper Secondary Level,Yes,0.04178,51,26937,0.02685,0.05981
2608,2608,2018,Hesse,Upper Secondary Level,No,0.95822,719,26937,0.86417,1.0437
2609,2609,2018,Hesse,Post-secondary Non-tertiary Level,No,1.0,142,26937,0.84071,1.1947
2610,2610,2018,Hesse,First Stage of Tertiary Education,No,1.0,80,26937,0.78961,1.27563
2611,2611,2018,Hesse,Second Stage of Tertiary Education,No,1.0,507,26937,0.9012,1.1161
2612,2612,2018,"Rhineland-Palatinate, Saarland",Primary Level,No,1.0,72,26937,0.59362,1.46078
2613,2613,2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.08057,36,26937,0.04256,0.12983
2614,2614,2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.91943,236,26937,0.78571,1.09224
2615,2615,2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.02135,35,26937,0.01254,0.03181
2616,2616,2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.97865,678,26937,0.90627,1.0518
2617,2617,2018,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,123,26937,0.77759,1.24474
2618,2618,2018,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,88,26937,0.80367,1.15802
2619,2619,2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,308,26937,0.86686,1.16976
2620,2620,2018,Baden-Wuerttemberg,Primary Level,Yes,0.17682,63,26937,0.0748,0.31075
2621,2621,2018,Baden-Wuerttemberg,Primary Level,No,0.82318,93,26937,0.54374,1.18497
2622,2622,2018,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.03819,46,26937,0.01708,0.06203
2623,2623,2018,Baden-Wuerttemberg,Lower Secondary Level,No,0.96181,307,26937,0.85429,1.09312
2624,2624,2018,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.04078,66,26937,0.02778,0.06065
2625,2625,2018,Baden-Wuerttemberg,Upper Secondary Level,No,0.95922,1152,26937,0.90077,1.01306
2626,2626,2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,232,26937,0.86131,1.13925
2627,2627,2018,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,164,26937,0.8536,1.17344
2628,2628,2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.01859,39,26937,0.00532,0.03544
2629,2629,2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.98141,841,26937,0.90662,1.04803
2630,2630,2018,Bavaria,Pre-primary Level,No,1.0,34,26937,0.69041,1.33648
2631,2631,2018,Bavaria,Primary Level,Yes,0.11783,50,26937,0.05389,0.20633
2632,2632,2018,Bavaria,Primary Level,No,0.88217,111,26937,0.52947,1.27699
2633,2633,2018,Bavaria,Lower Secondary Level,Yes,0.03148,35,26937,0.01473,0.0544
2634,2634,2018,Bavaria,Lower Secondary Level,No,0.96852,426,26937,0.86439,1.09111
2635,2635,2018,Bavaria,Upper Secondary Level,Yes,0.03079,75,26937,0.01959,0.04222
2636,2636,2018,Bavaria,Upper Secondary Level,No,0.96921,1882,26937,0.91239,1.00934
2637,2637,2018,Bavaria,Post-secondary Non-tertiary Level,No,1.0,282,26937,0.85936,1.14924
2638,2638,2018,Bavaria,First Stage of Tertiary Education,No,1.0,247,26937,0.85553,1.20189
2639,2639,2018,Bavaria,Second Stage of Tertiary Education,Yes,0.01196,36,26937,0.0079,0.01587
2640,2640,2018,Bavaria,Second Stage of Tertiary Education,No,0.98804,999,26937,0.92174,1.06736
2641,2641,2018,Berlin,Lower Secondary Level,Yes,0.28291,36,26937,0.1593,0.41482
2642,2642,2018,Berlin,Lower Secondary Level,No,0.71709,64,26937,0.53566,0.87849
2643,2643,2018,Berlin,Upper Secondary Level,Yes,0.11667,43,26937,0.07481,0.1594
2644,2644,2018,Berlin,Upper Secondary Level,No,0.88333,325,26937,0.7985,0.97617
2645,2645,2018,Berlin,Post-secondary Non-tertiary Level,No,1.0,61,26937,0.72778,1.37096
2646,2646,2018,Berlin,First Stage of Tertiary Education,No,1.0,49,26937,0.71603,1.3587
2647,2647,2018,Berlin,Second Stage of Tertiary Education,No,1.0,425,26937,0.89685,1.10115
2648,2648,2018,Brandenburg,Lower Secondary Level,Yes,0.26008,39,26937,0.16223,0.40312
2649,2649,2018,Brandenburg,Lower Secondary Level,No,0.73992,64,26937,0.58563,0.9495
2650,2650,2018,Brandenburg,Upper Secondary Level,Yes,0.0729,54,26937,0.05477,0.09707
2651,2651,2018,Brandenburg,Upper Secondary Level,No,0.9271,471,26937,0.83383,1.00062
2652,2652,2018,Brandenburg,Post-secondary Non-tertiary Level,No,1.0,74,26937,0.71957,1.3277
2653,2653,2018,Brandenburg,First Stage of Tertiary Education,No,1.0,68,26937,0.72847,1.22937
2654,2654,2018,Brandenburg,Second Stage of Tertiary Education,No,1.0,242,26937,0.86145,1.17213
2655,2655,2018,Mecklenburg-Western Pomerania,Lower Secondary Level,No,1.0,37,26937,0.60111,1.49786
2656,2656,2018,Mecklenburg-Western Pomerania,Upper Secondary Level,No,1.0,279,26937,0.88216,1.12412
2657,2657,2018,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,50,26937,0.76762,1.23497
2658,2658,2018,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,146,26937,0.84253,1.16395
2659,2659,2018,Saxony,Lower Secondary Level,No,1.0,108,26937,0.76298,1.26489
2660,2660,2018,Saxony,Upper Secondary Level,Yes,0.09177,84,26937,0.05943,0.11956
2661,2661,2018,Saxony,Upper Secondary Level,No,0.90823,762,26937,0.84525,0.97892
2662,2662,2018,Saxony,Post-secondary Non-tertiary Level,No,1.0,77,26937,0.76262,1.25315
2663,2663,2018,Saxony,First Stage of Tertiary Education,No,1.0,115,26937,0.79652,1.25256
2664,2664,2018,Saxony,Second Stage of Tertiary Education,No,1.0,415,26937,0.90823,1.12218
2665,2665,2018,Saxony-Anhalt,Primary Level,Yes,1.0,32,26937,0.35594,1.90816
2666,2666,2018,Saxony-Anhalt,Lower Secondary Level,No,1.0,67,26937,0.7849,1.24663
2667,2667,2018,Saxony-Anhalt,Upper Secondary Level,Yes,0.10519,73,26937,0.07928,0.13503
2668,2668,2018,Saxony-Anhalt,Upper Secondary Level,No,0.89481,416,26937,0.80167,0.99179
2669,2669,2018,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,1.0,51,26937,0.77465,1.23011
2670,2670,2018,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,63,26937,0.73127,1.30824
2671,2671,2018,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,207,26937,0.87063,1.17814
2672,2672,2018,Thuringa,Lower Secondary Level,No,1.0,51,26937,0.72539,1.25937
2673,2673,2018,Thuringa,Upper Secondary Level,Yes,0.08101,52,26937,0.05741,0.10388
2674,2674,2018,Thuringa,Upper Secondary Level,No,0.91899,483,26937,0.83406,1.02916
2675,2675,2018,Thuringa,Post-secondary Non-tertiary Level,No,1.0,49,26937,0.73582,1.23911
2676,2676,2018,Thuringa,First Stage of Tertiary Education,No,1.0,67,26937,0.67723,1.37975
2677,2677,2018,Thuringa,Second Stage of Tertiary Education,No,1.0,218,26937,0.86607,1.15497
2678,2678,2019,Schleswig-Holstein,Primary Level,Yes,0.49176,55,27004,0.1605,0.97116
2679,2679,2019,Schleswig-Holstein,Primary Level,No,0.50824,33,27004,0.26149,0.7682
2680,2680,2019,Schleswig-Holstein,Lower Secondary Level,Yes,0.09754,35,27004,0.03988,0.17583
2681,2681,2019,Schleswig-Holstein,Lower Secondary Level,No,0.90246,100,27004,0.70206,1.17294
2682,2682,2019,Schleswig-Holstein,Upper Secondary Level,Yes,0.02227,32,27004,0.01042,0.03554
2683,2683,2019,Schleswig-Holstein,Upper Secondary Level,No,0.97773,405,27004,0.8824,1.08481
2684,2684,2019,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,1.0,94,27004,0.7829,1.22494
2685,2685,2019,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,70,27004,0.75343,1.2779
2686,2686,2019,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,235,27004,0.81842,1.19674
2687,2687,2019,Hamburg,Lower Secondary Level,No,1.0,37,27004,0.68573,1.38525
2688,2688,2019,Hamburg,Upper Secondary Level,No,1.0,178,27004,0.86802,1.18941
2689,2689,2019,Hamburg,Post-secondary Non-tertiary Level,No,1.0,56,27004,0.6589,1.40465
2690,2690,2019,Hamburg,Second Stage of Tertiary Education,No,1.0,190,27004,0.82582,1.17284
2691,2691,2019,Lower Saxony,Pre-primary Level,No,1.0,37,27004,0.6061,1.47767
2692,2692,2019,Lower Saxony,Primary Level,Yes,0.17653,48,27004,0.07175,0.27757
2693,2693,2019,Lower Saxony,Primary Level,No,0.82347,156,27004,0.55068,1.09753
2694,2694,2019,Lower Saxony,Lower Secondary Level,Yes,0.10824,62,27004,0.07386,0.15077
2695,2695,2019,Lower Saxony,Lower Secondary Level,No,0.89176,338,27004,0.7738,1.00939
2696,2696,2019,Lower Saxony,Upper Secondary Level,Yes,0.03796,58,27004,0.02286,0.05246
2697,2697,2019,Lower Saxony,Upper Secondary Level,No,0.96204,1096,27004,0.89427,1.02303
2698,2698,2019,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,219,27004,0.83651,1.174
2699,2699,2019,Lower Saxony,First Stage of Tertiary Education,No,1.0,127,27004,0.78501,1.22397
2700,2700,2019,Lower Saxony,Second Stage of Tertiary Education,No,1.0,604,27004,0.90127,1.12074
2701,2701,2019,Bremen,Primary Level,Yes,1.0,32,27004,0.4784,1.65873
2702,2702,2019,Bremen,Upper Secondary Level,No,1.0,75,27004,0.69005,1.32732
2703,2703,2019,Bremen,Second Stage of Tertiary Education,No,1.0,60,27004,0.70896,1.28876
2704,2704,2019,North Rhine-Westphalia,Pre-primary Level,No,1.0,91,27004,0.73131,1.30695
2705,2705,2019,North Rhine-Westphalia,Primary Level,Yes,0.2574,156,27004,0.16904,0.36549
2706,2706,2019,North Rhine-Westphalia,Primary Level,No,0.7426,237,27004,0.55988,0.92626
2707,2707,2019,North Rhine-Westphalia,Lower Secondary Level,Yes,0.14236,136,27004,0.10031,0.1913
2708,2708,2019,North Rhine-Westphalia,Lower Secondary Level,No,0.85764,560,27004,0.75598,0.94131
2709,2709,2019,North Rhine-Westphalia,Upper Secondary Level,Yes,0.04261,147,27004,0.03344,0.05507
2710,2710,2019,North Rhine-Westphalia,Upper Secondary Level,No,0.95739,2226,27004,0.91389,1.00647
2711,2711,2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.04334,33,27004,0.02606,0.06689
2712,2712,2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.95666,603,27004,0.85335,1.06228
2713,2713,2019,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,293,27004,0.85506,1.16712
2714,2714,2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.01833,95,27004,0.01072,0.0269
2715,2715,2019,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.98167,1382,27004,0.91316,1.0511
2716,2716,2019,Hesse,Primary Level,Yes,0.19328,48,27004,0.03366,0.42727
2717,2717,2019,Hesse,Primary Level,No,0.80672,92,27004,0.48528,1.18369
2718,2718,2019,Hesse,Lower Secondary Level,Yes,0.10612,37,27004,0.05705,0.15689
2719,2719,2019,Hesse,Lower Secondary Level,No,0.89388,162,27004,0.6942,1.14726
2720,2720,2019,Hesse,Upper Secondary Level,Yes,0.05593,37,27004,0.02952,0.08928
2721,2721,2019,Hesse,Upper Secondary Level,No,0.94407,713,27004,0.86341,1.02802
2722,2722,2019,Hesse,Post-secondary Non-tertiary Level,No,1.0,155,27004,0.78616,1.25032
2723,2723,2019,Hesse,First Stage of Tertiary Education,No,1.0,91,27004,0.75857,1.2333
2724,2724,2019,Hesse,Second Stage of Tertiary Education,No,1.0,546,27004,0.87576,1.10896
2725,2725,2019,"Rhineland-Palatinate, Saarland",Primary Level,No,1.0,57,27004,0.53772,1.59972
2726,2726,2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.09351,38,27004,0.05154,0.14429
2727,2727,2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.90649,199,27004,0.7856,1.06366
2728,2728,2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,1.0,659,27004,0.91872,1.08079
2729,2729,2019,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,122,27004,0.79462,1.259
2730,2730,2019,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,87,27004,0.78016,1.19059
2731,2731,2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,321,27004,0.88134,1.15098
2732,2732,2019,Baden-Wuerttemberg,Pre-primary Level,No,1.0,36,27004,0.64618,1.36905
2733,2733,2019,Baden-Wuerttemberg,Primary Level,Yes,0.26457,63,27004,0.07659,0.53998
2734,2734,2019,Baden-Wuerttemberg,Primary Level,No,0.73543,74,27004,0.43919,1.12391
2735,2735,2019,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.08053,55,27004,0.04589,0.11404
2736,2736,2019,Baden-Wuerttemberg,Lower Secondary Level,No,0.91947,283,27004,0.78401,1.0547
2737,2737,2019,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.01518,50,27004,0.0086,0.02253
