,Unnamed: 0,year,bula_h,pgisced97,pld0044,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
527,527,2018,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.70675,77,22477,0.57425,0.84762
528,528,2018,Saxony,Lower Secondary Level,Never,1.0,63,22477,0.72778,1.32036
529,529,2018,Saxony,Upper Secondary Level,Sometimes,0.11478,87,22477,0.08418,0.14558
530,530,2018,Saxony,Upper Secondary Level,Seldom,0.29876,219,22477,0.25472,0.34139
531,531,2018,Saxony,Upper Secondary Level,Never,0.58646,502,22477,0.52673,0.64162
532,532,2018,Saxony,Post-secondary Non-tertiary Level,Seldom,0.40186,35,22477,0.24693,0.6186
533,533,2018,Saxony,Post-secondary Non-tertiary Level,Never,0.59814,33,22477,0.41994,0.81097
534,534,2018,Saxony,First Stage of Tertiary Education,Seldom,0.46711,41,22477,0.33637,0.65932
535,535,2018,Saxony,First Stage of Tertiary Education,Never,0.53289,70,22477,0.37203,0.70098
536,536,2018,Saxony,Second Stage of Tertiary Education,Sometimes,0.13442,54,22477,0.09345,0.18144
537,537,2018,Saxony,Second Stage of Tertiary Education,Seldom,0.44483,160,22477,0.36979,0.52235
538,538,2018,Saxony,Second Stage of Tertiary Education,Never,0.42075,199,22477,0.37464,0.46796
539,539,2018,Saxony-Anhalt,Lower Secondary Level,Never,1.0,37,22477,0.54237,1.59564
540,540,2018,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.1455,56,22477,0.1149,0.1814
541,541,2018,Saxony-Anhalt,Upper Secondary Level,Seldom,0.324,141,22477,0.27395,0.3811
542,542,2018,Saxony-Anhalt,Upper Secondary Level,Never,0.5305,255,22477,0.45004,0.60168
543,543,2018,Saxony-Anhalt,Post-secondary Non-tertiary Level,Never,1.0,32,22477,0.7711,1.30501
544,544,2018,Saxony-Anhalt,First Stage of Tertiary Education,Never,1.0,46,22477,0.63602,1.4848
545,545,2018,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.2825,73,22477,0.23053,0.34768
546,546,2018,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.7175,118,22477,0.59688,0.84921
547,547,2018,Thuringa,Upper Secondary Level,Sometimes,0.11027,60,22477,0.08527,0.13474
548,548,2018,Thuringa,Upper Secondary Level,Seldom,0.2279,112,22477,0.17663,0.28981
549,549,2018,Thuringa,Upper Secondary Level,Never,0.66182,338,22477,0.58688,0.73862
550,550,2018,Thuringa,First Stage of Tertiary Education,Never,1.0,43,22477,0.61812,1.5266
551,551,2018,Thuringa,Second Stage of Tertiary Education,Seldom,0.3751,75,22477,0.29035,0.44513
552,552,2018,Thuringa,Second Stage of Tertiary Education,Never,0.6249,105,22477,0.50167,0.74327
