"pld0044","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","2010","Saarland","Staedtischer Raum","","","",""
"Nie","2010","Saarland","Laendlicher Raum","","","",""
"Nie","2010","Berlin","Staedtischer Raum","","","",""
"Nie","2010","Berlin","Laendlicher Raum","","","",""
"Nie","2010","Brandenburg","Staedtischer Raum","","","",""
"Nie","2010","Brandenburg","Laendlicher Raum","","","",""
"Nie","2010","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2010","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2010","Sachsen","Staedtischer Raum","","","",""
"Nie","2010","Sachsen","Laendlicher Raum","","","",""
"Nie","2010","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2010","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2010","Thueringen","Staedtischer Raum","","","",""
"Nie","2010","Thueringen","Laendlicher Raum","","","",""
"Sehr oft","2011","Schleswig-Holstein","Staedtischer Raum","","","",""
"Sehr oft","2011","Schleswig-Holstein","Laendlicher Raum","","","",""
"Sehr oft","2011","Hamburg","Staedtischer Raum","","","",""
"Sehr oft","2011","Hamburg","Laendlicher Raum","","","",""
"Sehr oft","2011","Niedersachsen","Staedtischer Raum","","","",""
"Sehr oft","2011","Niedersachsen","Laendlicher Raum","","","",""
"Sehr oft","2011","Bremen","Staedtischer Raum","","","",""
"Sehr oft","2011","Bremen","Laendlicher Raum","","","",""
"Sehr oft","2011","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Sehr oft","2011","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sehr oft","2011","Hessen","Staedtischer Raum","","","",""
"Sehr oft","2011","Hessen","Laendlicher Raum","","","",""
"Sehr oft","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Sehr oft","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Sehr oft","2011","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Sehr oft","2011","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Sehr oft","2011","Bayern","Staedtischer Raum","","","",""
"Sehr oft","2011","Bayern","Laendlicher Raum","","","",""
"Sehr oft","2011","Saarland","Staedtischer Raum","","","",""
"Sehr oft","2011","Saarland","Laendlicher Raum","","","",""
"Sehr oft","2011","Berlin","Staedtischer Raum","","","",""
"Sehr oft","2011","Berlin","Laendlicher Raum","","","",""
"Sehr oft","2011","Brandenburg","Staedtischer Raum","","","",""
"Sehr oft","2011","Brandenburg","Laendlicher Raum","","","",""
"Sehr oft","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sehr oft","2011","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Sehr oft","2011","Sachsen","Staedtischer Raum","","","",""
"Sehr oft","2011","Sachsen","Laendlicher Raum","","","",""
"Sehr oft","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Sehr oft","2011","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Sehr oft","2011","Thueringen","Staedtischer Raum","","","",""
"Sehr oft","2011","Thueringen","Laendlicher Raum","","","",""
"Oft","2011","Schleswig-Holstein","Staedtischer Raum","","","",""
"Oft","2011","Schleswig-Holstein","Laendlicher Raum","","","",""
"Oft","2011","Hamburg","Staedtischer Raum","","","",""
"Oft","2011","Hamburg","Laendlicher Raum","","","",""
"Oft","2011","Niedersachsen","Staedtischer Raum","","","",""
"Oft","2011","Niedersachsen","Laendlicher Raum","","","",""
"Oft","2011","Bremen","Staedtischer Raum","","","",""
"Oft","2011","Bremen","Laendlicher Raum","","","",""
"Oft","2011","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Oft","2011","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Oft","2011","Hessen","Staedtischer Raum","","","",""
"Oft","2011","Hessen","Laendlicher Raum","","","",""
"Oft","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Oft","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Oft","2011","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Oft","2011","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Oft","2011","Bayern","Staedtischer Raum","","","",""
"Oft","2011","Bayern","Laendlicher Raum","","","",""
"Oft","2011","Saarland","Staedtischer Raum","","","",""
"Oft","2011","Saarland","Laendlicher Raum","","","",""
"Oft","2011","Berlin","Staedtischer Raum","","","",""
"Oft","2011","Berlin","Laendlicher Raum","","","",""
"Oft","2011","Brandenburg","Staedtischer Raum","","","",""
"Oft","2011","Brandenburg","Laendlicher Raum","","","",""
"Oft","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Oft","2011","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Oft","2011","Sachsen","Staedtischer Raum","","","",""
"Oft","2011","Sachsen","Laendlicher Raum","","","",""
"Oft","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Oft","2011","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Oft","2011","Thueringen","Staedtischer Raum","","","",""
"Oft","2011","Thueringen","Laendlicher Raum","","","",""
"Manchmal","2011","Schleswig-Holstein","Staedtischer Raum","","","",""
"Manchmal","2011","Schleswig-Holstein","Laendlicher Raum","","","",""
"Manchmal","2011","Hamburg","Staedtischer Raum","","","",""
"Manchmal","2011","Hamburg","Laendlicher Raum","","","",""
"Manchmal","2011","Niedersachsen","Staedtischer Raum","","","",""
"Manchmal","2011","Niedersachsen","Laendlicher Raum","","","",""
"Manchmal","2011","Bremen","Staedtischer Raum","","","",""
"Manchmal","2011","Bremen","Laendlicher Raum","","","",""
"Manchmal","2011","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Manchmal","2011","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Manchmal","2011","Hessen","Staedtischer Raum","","","",""
"Manchmal","2011","Hessen","Laendlicher Raum","","","",""
"Manchmal","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Manchmal","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Manchmal","2011","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Manchmal","2011","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Manchmal","2011","Bayern","Staedtischer Raum","","","",""
"Manchmal","2011","Bayern","Laendlicher Raum","","","",""
"Manchmal","2011","Saarland","Staedtischer Raum","","","",""
"Manchmal","2011","Saarland","Laendlicher Raum","","","",""
"Manchmal","2011","Berlin","Staedtischer Raum","","","",""
"Manchmal","2011","Berlin","Laendlicher Raum","","","",""
"Manchmal","2011","Brandenburg","Staedtischer Raum","","","",""
"Manchmal","2011","Brandenburg","Laendlicher Raum","","","",""
"Manchmal","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Manchmal","2011","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Manchmal","2011","Sachsen","Staedtischer Raum","","","",""
"Manchmal","2011","Sachsen","Laendlicher Raum","","","",""
"Manchmal","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Manchmal","2011","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Manchmal","2011","Thueringen","Staedtischer Raum","","","",""
"Manchmal","2011","Thueringen","Laendlicher Raum","","","",""
"Selten","2011","Schleswig-Holstein","Staedtischer Raum","","","",""
"Selten","2011","Schleswig-Holstein","Laendlicher Raum","","","",""
"Selten","2011","Hamburg","Staedtischer Raum","","","",""
"Selten","2011","Hamburg","Laendlicher Raum","","","",""
"Selten","2011","Niedersachsen","Staedtischer Raum","","","",""
"Selten","2011","Niedersachsen","Laendlicher Raum","","","",""
"Selten","2011","Bremen","Staedtischer Raum","","","",""
"Selten","2011","Bremen","Laendlicher Raum","","","",""
"Selten","2011","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Selten","2011","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Selten","2011","Hessen","Staedtischer Raum","","","",""
"Selten","2011","Hessen","Laendlicher Raum","","","",""
"Selten","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Selten","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Selten","2011","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Selten","2011","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Selten","2011","Bayern","Staedtischer Raum","","","",""
"Selten","2011","Bayern","Laendlicher Raum","","","",""
"Selten","2011","Saarland","Staedtischer Raum","","","",""
"Selten","2011","Saarland","Laendlicher Raum","","","",""
"Selten","2011","Berlin","Staedtischer Raum","","","",""
"Selten","2011","Berlin","Laendlicher Raum","","","",""
"Selten","2011","Brandenburg","Staedtischer Raum","","","",""
"Selten","2011","Brandenburg","Laendlicher Raum","","","",""
"Selten","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Selten","2011","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Selten","2011","Sachsen","Staedtischer Raum","","","",""
"Selten","2011","Sachsen","Laendlicher Raum","","","",""
"Selten","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Selten","2011","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Selten","2011","Thueringen","Staedtischer Raum","","","",""
"Selten","2011","Thueringen","Laendlicher Raum","","","",""
"Nie","2011","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2011","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2011","Hamburg","Staedtischer Raum","","","",""
"Nie","2011","Hamburg","Laendlicher Raum","","","",""
"Nie","2011","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2011","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2011","Bremen","Staedtischer Raum","","","",""
"Nie","2011","Bremen","Laendlicher Raum","","","",""
"Nie","2011","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2011","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2011","Hessen","Staedtischer Raum","","","",""
"Nie","2011","Hessen","Laendlicher Raum","","","",""
"Nie","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2011","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2011","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2011","Bayern","Staedtischer Raum","","","",""
"Nie","2011","Bayern","Laendlicher Raum","","","",""
"Nie","2011","Saarland","Staedtischer Raum","","","",""
"Nie","2011","Saarland","Laendlicher Raum","","","",""
"Nie","2011","Berlin","Staedtischer Raum","","","",""
"Nie","2011","Berlin","Laendlicher Raum","","","",""
"Nie","2011","Brandenburg","Staedtischer Raum","","","",""
"Nie","2011","Brandenburg","Laendlicher Raum","","","",""
"Nie","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2011","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2011","Sachsen","Staedtischer Raum","","","",""
"Nie","2011","Sachsen","Laendlicher Raum","","","",""
"Nie","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2011","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2011","Thueringen","Staedtischer Raum","","","",""
"Nie","2011","Thueringen","Laendlicher Raum","","","",""
"Sehr oft","2012","Schleswig-Holstein","Staedtischer Raum","","","",""
"Sehr oft","2012","Schleswig-Holstein","Laendlicher Raum","","","",""
"Sehr oft","2012","Hamburg","Staedtischer Raum","","","",""
"Sehr oft","2012","Hamburg","Laendlicher Raum","","","",""
"Sehr oft","2012","Niedersachsen","Staedtischer Raum","","","",""
"Sehr oft","2012","Niedersachsen","Laendlicher Raum","","","",""
"Sehr oft","2012","Bremen","Staedtischer Raum","","","",""
"Sehr oft","2012","Bremen","Laendlicher Raum","","","",""
"Sehr oft","2012","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Sehr oft","2012","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sehr oft","2012","Hessen","Staedtischer Raum","","","",""
"Sehr oft","2012","Hessen","Laendlicher Raum","","","",""
"Sehr oft","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Sehr oft","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Sehr oft","2012","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Sehr oft","2012","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Sehr oft","2012","Bayern","Staedtischer Raum","","","",""
"Sehr oft","2012","Bayern","Laendlicher Raum","","","",""
"Sehr oft","2012","Saarland","Staedtischer Raum","","","",""
"Sehr oft","2012","Saarland","Laendlicher Raum","","","",""
"Sehr oft","2012","Berlin","Staedtischer Raum","","","",""
"Sehr oft","2012","Berlin","Laendlicher Raum","","","",""
"Sehr oft","2012","Brandenburg","Staedtischer Raum","","","",""
"Sehr oft","2012","Brandenburg","Laendlicher Raum","","","",""
"Sehr oft","2012","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sehr oft","2012","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Sehr oft","2012","Sachsen","Staedtischer Raum","","","",""
"Sehr oft","2012","Sachsen","Laendlicher Raum","","","",""
"Sehr oft","2012","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Sehr oft","2012","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Sehr oft","2012","Thueringen","Staedtischer Raum","","","",""
"Sehr oft","2012","Thueringen","Laendlicher Raum","","","",""
"Oft","2012","Schleswig-Holstein","Staedtischer Raum","","","",""
"Oft","2012","Schleswig-Holstein","Laendlicher Raum","","","",""
"Oft","2012","Hamburg","Staedtischer Raum","","","",""
"Oft","2012","Hamburg","Laendlicher Raum","","","",""
"Oft","2012","Niedersachsen","Staedtischer Raum","","","",""
"Oft","2012","Niedersachsen","Laendlicher Raum","","","",""
"Oft","2012","Bremen","Staedtischer Raum","","","",""
"Oft","2012","Bremen","Laendlicher Raum","","","",""
"Oft","2012","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Oft","2012","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Oft","2012","Hessen","Staedtischer Raum","","","",""
"Oft","2012","Hessen","Laendlicher Raum","","","",""
"Oft","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Oft","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Oft","2012","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Oft","2012","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Oft","2012","Bayern","Staedtischer Raum","","","",""
"Oft","2012","Bayern","Laendlicher Raum","","","",""
"Oft","2012","Saarland","Staedtischer Raum","","","",""
"Oft","2012","Saarland","Laendlicher Raum","","","",""
"Oft","2012","Berlin","Staedtischer Raum","","","",""
"Oft","2012","Berlin","Laendlicher Raum","","","",""
"Oft","2012","Brandenburg","Staedtischer Raum","","","",""
"Oft","2012","Brandenburg","Laendlicher Raum","","","",""
"Oft","2012","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Oft","2012","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Oft","2012","Sachsen","Staedtischer Raum","","","",""
"Oft","2012","Sachsen","Laendlicher Raum","","","",""
"Oft","2012","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Oft","2012","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Oft","2012","Thueringen","Staedtischer Raum","","","",""
"Oft","2012","Thueringen","Laendlicher Raum","","","",""
"Manchmal","2012","Schleswig-Holstein","Staedtischer Raum","","","",""
"Manchmal","2012","Schleswig-Holstein","Laendlicher Raum","","","",""
"Manchmal","2012","Hamburg","Staedtischer Raum","","","",""
"Manchmal","2012","Hamburg","Laendlicher Raum","","","",""
"Manchmal","2012","Niedersachsen","Staedtischer Raum","","","",""
"Manchmal","2012","Niedersachsen","Laendlicher Raum","","","",""
"Manchmal","2012","Bremen","Staedtischer Raum","","","",""
"Manchmal","2012","Bremen","Laendlicher Raum","","","",""
"Manchmal","2012","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Manchmal","2012","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Manchmal","2012","Hessen","Staedtischer Raum","","","",""
"Manchmal","2012","Hessen","Laendlicher Raum","","","",""
"Manchmal","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Manchmal","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Manchmal","2012","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Manchmal","2012","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Manchmal","2012","Bayern","Staedtischer Raum","","","",""
"Manchmal","2012","Bayern","Laendlicher Raum","","","",""
"Manchmal","2012","Saarland","Staedtischer Raum","","","",""
"Manchmal","2012","Saarland","Laendlicher Raum","","","",""
"Manchmal","2012","Berlin","Staedtischer Raum","","","",""
"Manchmal","2012","Berlin","Laendlicher Raum","","","",""
"Manchmal","2012","Brandenburg","Staedtischer Raum","","","",""
"Manchmal","2012","Brandenburg","Laendlicher Raum","","","",""
"Manchmal","2012","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Manchmal","2012","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Manchmal","2012","Sachsen","Staedtischer Raum","","","",""
"Manchmal","2012","Sachsen","Laendlicher Raum","","","",""
"Manchmal","2012","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Manchmal","2012","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Manchmal","2012","Thueringen","Staedtischer Raum","","","",""
"Manchmal","2012","Thueringen","Laendlicher Raum","","","",""
"Selten","2012","Schleswig-Holstein","Staedtischer Raum","","","",""
"Selten","2012","Schleswig-Holstein","Laendlicher Raum","","","",""
"Selten","2012","Hamburg","Staedtischer Raum","","","",""
"Selten","2012","Hamburg","Laendlicher Raum","","","",""
"Selten","2012","Niedersachsen","Staedtischer Raum","","","",""
"Selten","2012","Niedersachsen","Laendlicher Raum","","","",""
"Selten","2012","Bremen","Staedtischer Raum","","","",""
"Selten","2012","Bremen","Laendlicher Raum","","","",""
"Selten","2012","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Selten","2012","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Selten","2012","Hessen","Staedtischer Raum","","","",""
"Selten","2012","Hessen","Laendlicher Raum","","","",""
"Selten","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Selten","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Selten","2012","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Selten","2012","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Selten","2012","Bayern","Staedtischer Raum","","","",""
"Selten","2012","Bayern","Laendlicher Raum","","","",""
"Selten","2012","Saarland","Staedtischer Raum","","","",""
"Selten","2012","Saarland","Laendlicher Raum","","","",""
"Selten","2012","Berlin","Staedtischer Raum","","","",""
"Selten","2012","Berlin","Laendlicher Raum","","","",""
"Selten","2012","Brandenburg","Staedtischer Raum","","","",""
"Selten","2012","Brandenburg","Laendlicher Raum","","","",""
"Selten","2012","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Selten","2012","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Selten","2012","Sachsen","Staedtischer Raum","","","",""
"Selten","2012","Sachsen","Laendlicher Raum","","","",""
"Selten","2012","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Selten","2012","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Selten","2012","Thueringen","Staedtischer Raum","","","",""
"Selten","2012","Thueringen","Laendlicher Raum","","","",""
"Nie","2012","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2012","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2012","Hamburg","Staedtischer Raum","","","",""
"Nie","2012","Hamburg","Laendlicher Raum","","","",""
"Nie","2012","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2012","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2012","Bremen","Staedtischer Raum","","","",""
"Nie","2012","Bremen","Laendlicher Raum","","","",""
"Nie","2012","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2012","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2012","Hessen","Staedtischer Raum","","","",""
"Nie","2012","Hessen","Laendlicher Raum","","","",""
"Nie","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2012","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2012","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2012","Bayern","Staedtischer Raum","","","",""
"Nie","2012","Bayern","Laendlicher Raum","","","",""
"Nie","2012","Saarland","Staedtischer Raum","","","",""
"Nie","2012","Saarland","Laendlicher Raum","","","",""
"Nie","2012","Berlin","Staedtischer Raum","","","",""
"Nie","2012","Berlin","Laendlicher Raum","","","",""
"Nie","2012","Brandenburg","Staedtischer Raum","","","",""
"Nie","2012","Brandenburg","Laendlicher Raum","","","",""
"Nie","2012","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2012","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2012","Sachsen","Staedtischer Raum","","","",""
"Nie","2012","Sachsen","Laendlicher Raum","","","",""
"Nie","2012","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2012","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2012","Thueringen","Staedtischer Raum","","","",""
"Nie","2012","Thueringen","Laendlicher Raum","","","",""
"Sehr oft","2013","Schleswig-Holstein","Staedtischer Raum","1","","",""
"Sehr oft","2013","Schleswig-Holstein","Laendlicher Raum","4","0.00361195305216686","-0.00101059307466742","0.00823449917900114"
"Sehr oft","2013","Hamburg","Staedtischer Raum","2","","",""
"Sehr oft","2013","Hamburg","Laendlicher Raum","","","",""
"Sehr oft","2013","Niedersachsen","Staedtischer Raum","4","0.00317956726487671","-0.000280464523929013","0.00663959905368244"
"Sehr oft","2013","Niedersachsen","Laendlicher Raum","4","0.00138339951330282","-0.000543030661311259","0.0033098296879169"
"Sehr oft","2013","Bremen","Staedtischer Raum","","","",""
"Sehr oft","2013","Bremen","Laendlicher Raum","","","",""
"Sehr oft","2013","Nordrhein-Westfalen","Staedtischer Raum","20","","",""
"Sehr oft","2013","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sehr oft","2013","Hessen","Staedtischer Raum","13","","",""
"Sehr oft","2013","Hessen","Laendlicher Raum","1","","",""
"Sehr oft","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","2","","",""
"Sehr oft","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","4","0.010750524068385","8.28779788286729e-05","0.0214181701579413"
"Sehr oft","2013","Baden-Wuerttemberg","Staedtischer Raum","13","","",""
"Sehr oft","2013","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Sehr oft","2013","Bayern","Staedtischer Raum","5","0.000748316518568961","-0.000551182765454518","0.00204781580259244"
"Sehr oft","2013","Bayern","Laendlicher Raum","5","0.000559519533538964","-0.000405652065300577","0.0015246911323785"
"Sehr oft","2013","Saarland","Staedtischer Raum","","","",""
"Sehr oft","2013","Saarland","Laendlicher Raum","","","",""
"Sehr oft","2013","Berlin","Staedtischer Raum","4","0.00116525356323144","-0.000968525196958289","0.00329903232342117"
"Sehr oft","2013","Berlin","Laendlicher Raum","","","",""
"Sehr oft","2013","Brandenburg","Staedtischer Raum","1","","",""
"Sehr oft","2013","Brandenburg","Laendlicher Raum","","","",""
"Sehr oft","2013","Mecklenburg-Vorpommern","Staedtischer Raum","1","","",""
"Sehr oft","2013","Mecklenburg-Vorpommern","Laendlicher Raum","3","","",""
"Sehr oft","2013","Sachsen","Staedtischer Raum","4","0.00236910540765969","-0.000870686932342623","0.00560889774766201"
"Sehr oft","2013","Sachsen","Laendlicher Raum","1","","",""
"Sehr oft","2013","Sachsen-Anhalt","Staedtischer Raum","2","","",""
"Sehr oft","2013","Sachsen-Anhalt","Laendlicher Raum","1","","",""
"Sehr oft","2013","Thueringen","Staedtischer Raum","","","",""
"Sehr oft","2013","Thueringen","Laendlicher Raum","2","","",""
"Oft","2013","Schleswig-Holstein","Staedtischer Raum","8","0.0312940243393141","0.00988199005444345","0.0527060586241847"
"Oft","2013","Schleswig-Holstein","Laendlicher Raum","19","","",""
"Oft","2013","Hamburg","Staedtischer Raum","14","","",""
"Oft","2013","Hamburg","Laendlicher Raum","","","",""
"Oft","2013","Niedersachsen","Staedtischer Raum","34","0.0315083111844691","0.0207721721596954","0.0422444502092428"
"Oft","2013","Niedersachsen","Laendlicher Raum","41","0.027579963538697","0.019091992960012","0.0360679341173821"
"Oft","2013","Bremen","Staedtischer Raum","5","0.0158822771317265","-0.00228092049883748","0.0340454747622906"
"Oft","2013","Bremen","Laendlicher Raum","","","",""
"Oft","2013","Nordrhein-Westfalen","Staedtischer Raum","189","","",""
"Oft","2013","Nordrhein-Westfalen","Laendlicher Raum","3","","",""
"Oft","2013","Hessen","Staedtischer Raum","45","0.0228182793830439","0.0149341708159499","0.0307023879501379"
"Oft","2013","Hessen","Laendlicher Raum","8","0.0163858844986229","0.00332591690226103","0.0294458520949848"
"Oft","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","31","0.0333333036452765","0.0222955983437954","0.0443710089467575"
"Oft","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","7","0.0259509350673987","0.00950465093127888","0.0423972192035185"
"Oft","2013","Baden-Wuerttemberg","Staedtischer Raum","63","0.0275560648219393","0.021337574677548","0.0337745549663307"
"Oft","2013","Baden-Wuerttemberg","Laendlicher Raum","16","","",""
"Oft","2013","Bayern","Staedtischer Raum","66","0.0287435790734731","0.0208033449545891","0.036683813192357"
"Oft","2013","Bayern","Laendlicher Raum","57","0.0192649119690948","0.0136547188564179","0.0248751050817718"
"Oft","2013","Saarland","Staedtischer Raum","","","",""
"Oft","2013","Saarland","Laendlicher Raum","","","",""
"Oft","2013","Berlin","Staedtischer Raum","31","0.0262878191582014","0.0162812563000325","0.0362943820163703"
"Oft","2013","Berlin","Laendlicher Raum","","","",""
"Oft","2013","Brandenburg","Staedtischer Raum","5","0.0296486055751478","-0.00599282423837835","0.0652900353886739"
"Oft","2013","Brandenburg","Laendlicher Raum","14","","",""
"Oft","2013","Mecklenburg-Vorpommern","Staedtischer Raum","1","","",""
"Oft","2013","Mecklenburg-Vorpommern","Laendlicher Raum","14","","",""
"Oft","2013","Sachsen","Staedtischer Raum","12","","",""
"Oft","2013","Sachsen","Laendlicher Raum","7","0.00604041639961547","0.000803593405960683","0.0112772393932703"
"Oft","2013","Sachsen-Anhalt","Staedtischer Raum","4","0.0203562893071727","0.000833878519364228","0.0398787000949812"
"Oft","2013","Sachsen-Anhalt","Laendlicher Raum","8","0.00739498366731994","0.00127966264031463","0.0135103046943253"
"Oft","2013","Thueringen","Staedtischer Raum","7","0.0168655035426971","0.00222095493219998","0.0315100521531942"
"Oft","2013","Thueringen","Laendlicher Raum","11","","",""
"Manchmal","2013","Schleswig-Holstein","Staedtischer Raum","24","","",""
"Manchmal","2013","Schleswig-Holstein","Laendlicher Raum","99","0.126747478061028","0.101112347223508","0.152382608898547"
"Manchmal","2013","Hamburg","Staedtischer Raum","75","0.184529896384947","0.146467245287424","0.22259254748247"
"Manchmal","2013","Hamburg","Laendlicher Raum","","","",""
"Manchmal","2013","Niedersachsen","Staedtischer Raum","123","","",""
"Manchmal","2013","Niedersachsen","Laendlicher Raum","159","","",""
