"pgstib","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Vorarbeiter, Kolonnenführer","1985","Hauptschulabschluss","108","0.0148711712343596","0.0119205292440586","0.0178218132246607"
"Vorarbeiter, Kolonnenführer","1985","Realschulabschluss","","","",""
"Vorarbeiter, Kolonnenführer","1985","(Fach-)Abitur","","","",""
"Vorarbeiter, Kolonnenführer","1985","AkademikerInnen","","","",""
"Meister, Polier","1985","(noch) kein Abschluss","","","",""
"Meister, Polier","1985","Hauptschulabschluss","31","0.00513301654921395","0.00339094391542838","0.00687508918299953"
"Meister, Polier","1985","Realschulabschluss","","","",""
"Meister, Polier","1985","(Fach-)Abitur","","","",""
"Meister, Polier","1985","AkademikerInnen","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","(noch) kein Abschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","Hauptschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","Realschulabschluss","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","(Fach-)Abitur","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","AkademikerInnen","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","(noch) kein Abschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","Hauptschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","Realschulabschluss","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","(Fach-)Abitur","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","AkademikerInnen","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","(noch) kein Abschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","Hauptschulabschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","Realschulabschluss","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","(Fach-)Abitur","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","AkademikerInnen","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","(noch) kein Abschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","Hauptschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","Realschulabschluss","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","(Fach-)Abitur","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","AkademikerInnen","","","",""
"selbständiger Landwirt","1985","(noch) kein Abschluss","","","",""
"selbständiger Landwirt","1985","Hauptschulabschluss","55","0.00994255929969395","0.0075238887971541","0.0123612298022338"
"selbständiger Landwirt","1985","Realschulabschluss","","","",""
"selbständiger Landwirt","1985","(Fach-)Abitur","","","",""
"selbständiger Landwirt","1985","AkademikerInnen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","(noch) kein Abschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","Hauptschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","Realschulabschluss","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","(Fach-)Abitur","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","AkademikerInnen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","Hauptschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","Realschulabschluss","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","(Fach-)Abitur","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","AkademikerInnen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","(noch) kein Abschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","Hauptschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","Realschulabschluss","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","(Fach-)Abitur","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","AkademikerInnen","","","",""
"Freiberufler, Akademiker","1985","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker","1985","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker","1985","Realschulabschluss","","","",""
"Freiberufler, Akademiker","1985","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker","1985","AkademikerInnen","48","0.0618727458423488","0.0446988919099463","0.0790465997747514"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","Realschulabschluss","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","AkademikerInnen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","(noch) kein Abschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","Hauptschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","Realschulabschluss","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","(Fach-)Abitur","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","AkademikerInnen","","","",""
"sonstige selbständiger","1985","(noch) kein Abschluss","","","",""
"sonstige selbständiger","1985","Hauptschulabschluss","173","0.0263425858690419","0.0224384069964001","0.0302467647416837"
"sonstige selbständiger","1985","Realschulabschluss","52","0.0279764379347376","0.0203919760354743","0.035560899834001"
"sonstige selbständiger","1985","(Fach-)Abitur","","","",""
"sonstige selbständiger","1985","AkademikerInnen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","(noch) kein Abschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","Hauptschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","Realschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","(Fach-)Abitur","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","AkademikerInnen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","Hauptschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","Realschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","(Fach-)Abitur","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","AkademikerInnen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1985","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1985","Hauptschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1985","Realschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1985","(Fach-)Abitur","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1985","AkademikerInnen","","","",""
"mithelfende Familienangehörige","1985","(noch) kein Abschluss","","","",""
"mithelfende Familienangehörige","1985","Hauptschulabschluss","51","0.00732243812593951","0.00524403697071313","0.0094008392811659"
"mithelfende Familienangehörige","1985","Realschulabschluss","","","",""
"mithelfende Familienangehörige","1985","(Fach-)Abitur","","","",""
"mithelfende Familienangehörige","1985","AkademikerInnen","","","",""
"Angestellte, Industrie- und Werkmeister","1985","(noch) kein Abschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1985","Hauptschulabschluss","55","0.00901695893243659","0.00671254456560194","0.0113213732992712"
"Angestellte, Industrie- und Werkmeister","1985","Realschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1985","(Fach-)Abitur","","","",""
"Angestellte, Industrie- und Werkmeister","1985","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1985","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1985","Hauptschulabschluss","386","0.0587801188158679","0.0530461121564851","0.0645141254752506"
"Angestellte, einfache Tätigkeit (bis 1990)","1985","Realschulabschluss","108","0.0557388280248679","0.0451873049914952","0.0662903510582407"
"Angestellte, einfache Tätigkeit (bis 1990)","1985","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1985","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","AkademikerInnen","","","",""
"Angestellte, qualifizierte Tätigkeit","1985","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1985","Hauptschulabschluss","446","0.0724894015432824","0.0661682803831369","0.0788105227034278"
"Angestellte, qualifizierte Tätigkeit","1985","Realschulabschluss","408","0.218652092290864","0.199641781612382","0.237662402969346"
"Angestellte, qualifizierte Tätigkeit","1985","(Fach-)Abitur","86","0.127874906073526","0.104528562458743","0.151221249688309"
"Angestellte, qualifizierte Tätigkeit","1985","AkademikerInnen","83","0.105909991628889","0.0839745551324371","0.127845428125342"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","(noch) kein Abschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","Hauptschulabschluss","81","0.0133480479238525","0.0105504307489591","0.0161456650987459"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","Realschulabschluss","97","0.0499239028622947","0.0399072267856167","0.0599405789389727"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","(Fach-)Abitur","30","0.0462463963816982","0.0315641041946414","0.0609286885687549"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","AkademikerInnen","185","0.234599247170007","0.204393127206662","0.264805367133353"
"Angestellte, umfassende Führungsaufgaben","1985","(noch) kein Abschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1985","Hauptschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1985","Realschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1985","(Fach-)Abitur","","","",""
"Angestellte, umfassende Führungsaufgaben","1985","AkademikerInnen","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","(noch) kein Abschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","Hauptschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","Realschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","(Fach-)Abitur","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","AkademikerInnen","","","",""
"Beamte, einfacher Dienst","1985","(noch) kein Abschluss","","","",""
"Beamte, einfacher Dienst","1985","Hauptschulabschluss","30","0.005048408715274","0.00332067962157669","0.00677613780897131"
"Beamte, einfacher Dienst","1985","Realschulabschluss","","","",""
"Beamte, einfacher Dienst","1985","(Fach-)Abitur","","","",""
"Beamte, einfacher Dienst","1985","AkademikerInnen","","","",""
"Beamte, mittlerer Dienst","1985","(noch) kein Abschluss","","","",""
"Beamte, mittlerer Dienst","1985","Hauptschulabschluss","78","0.0127429456109112","0.0100086374750623","0.01547725374676"
"Beamte, mittlerer Dienst","1985","Realschulabschluss","69","0.0357048326711839","0.0271707142463109","0.044238951096057"
"Beamte, mittlerer Dienst","1985","(Fach-)Abitur","","","",""
"Beamte, mittlerer Dienst","1985","AkademikerInnen","","","",""
"Beamte, gehobener Dienst","1985","(noch) kein Abschluss","","","",""
"Beamte, gehobener Dienst","1985","Hauptschulabschluss","","","",""
"Beamte, gehobener Dienst","1985","Realschulabschluss","38","0.0206779147212634","0.0141329650213591","0.0272228644211677"
"Beamte, gehobener Dienst","1985","(Fach-)Abitur","","","",""
"Beamte, gehobener Dienst","1985","AkademikerInnen","82","0.105742983841258","0.0838228020319043","0.127663165650612"
"Beamte, höherer Dienst","1985","(noch) kein Abschluss","","","",""
"Beamte, höherer Dienst","1985","Hauptschulabschluss","","","",""
"Beamte, höherer Dienst","1985","Realschulabschluss","","","",""
"Beamte, höherer Dienst","1985","(Fach-)Abitur","","","",""
"Beamte, höherer Dienst","1985","AkademikerInnen","98","0.126504380736928","0.102808637164713","0.150200124309143"
"nicht erwerbstätig (NE): keine weitere Angaben","1986","(noch) kein Abschluss","231","0.154722348678908","0.132743363337989","0.176701334019827"
"nicht erwerbstätig (NE): keine weitere Angaben","1986","Hauptschulabschluss","1020","0.15584770444351","0.146753010395536","0.164942398491485"
"nicht erwerbstätig (NE): keine weitere Angaben","1986","Realschulabschluss","222","0.118145494138054","0.103146326202619","0.133144662073488"
"nicht erwerbstätig (NE): keine weitere Angaben","1986","(Fach-)Abitur","75","0.0763708571684808","0.0581144436369091","0.0946272707000525"
"nicht erwerbstätig (NE): keine weitere Angaben","1986","AkademikerInnen","52","0.0609038440853864","0.043776715193221","0.0780309729775518"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","(noch) kein Abschluss","206","0.391519101935044","0.361854988458596","0.421183215411493"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","Hauptschulabschluss","110","0.0110088685111615","0.00839252341574799","0.0136252136065749"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","Realschulabschluss","147","0.0702017223636095","0.0583295998567625","0.0820738448704564"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","(Fach-)Abitur","195","0.246157656735201","0.216546882928029","0.275768430542373"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","AkademikerInnen","","","",""
"NE: arbeitslos gemeldet","1986","(noch) kein Abschluss","65","0.0545582663227585","0.0407550883829864","0.0683614442625305"
"NE: arbeitslos gemeldet","1986","Hauptschulabschluss","285","0.0399945349096116","0.0350813324114584","0.0449077374077648"
"NE: arbeitslos gemeldet","1986","Realschulabschluss","54","0.0250755665341106","0.0178099751208747","0.0323411579473465"
"NE: arbeitslos gemeldet","1986","(Fach-)Abitur","","","",""
"NE: arbeitslos gemeldet","1986","AkademikerInnen","","","",""
"NE: Rentner/Rentnerin","1986","(noch) kein Abschluss","47","0.0769972968289682","0.0607952214974004","0.093199372160536"
"NE: Rentner/Rentnerin","1986","Hauptschulabschluss","1121","0.286975764310281","0.275633435259362","0.298318093361201"
"NE: Rentner/Rentnerin","1986","Realschulabschluss","230","0.19453115398666","0.17613703158054","0.21292527639278"
"NE: Rentner/Rentnerin","1986","(Fach-)Abitur","58","0.121885869894251","0.09939765505348","0.144374084735023"
"NE: Rentner/Rentnerin","1986","AkademikerInnen","68","0.132234481238661","0.107975043295824","0.156493919181498"
"NE: Wehr- und Zivildienst","1986","(noch) kein Abschluss","","","",""
"NE: Wehr- und Zivildienst","1986","Hauptschulabschluss","","","",""
