"pgstib","year","n","percent","lower_confidence","upper_confidence"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2004","409","0.0212046643337137","0.0192847516494225","0.0231245770180049"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2004","348","0.012756309366621","0.0112607814084801","0.0142518373247619"
"sonstige selbständiger, 10+ Mitarbeiter","2004","69","0.00220717747115154","0.00158177636305431","0.00283257857924877"
"mithelfende Familienangehörige","2004","45","0.00161501211354424","0.00107988526083431","0.00215013896625417"
"Angestellte, Industrie- und Werkmeister","2004","57","0.00321867781474692","0.00246383151522331","0.00397352411427053"
"Angestellte, einfache Tätigkeit (bis 1990)","2004","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2004","539","0.0219898419302471","0.0200354909189676","0.0239441929415267"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2004","919","0.0434939608998125","0.0407757811709462","0.0462121406286787"
"Angestellte, qualifizierte Tätigkeit","2004","2632","0.11465679433593","0.110410837661677","0.118902751010183"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2004","1568","0.0574234110484135","0.0543229759182821","0.0605238461785449"
"Angestellte, umfassende Führungsaufgaben","2004","265","0.00906078837947407","0.00779801234264237","0.0103235644163058"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2004","","","",""
"Beamte, einfacher Dienst","2004","","","",""
"Beamte, mittlerer Dienst","2004","227","0.00994147189793518","0.00861933748169841","0.011263606314172"
"Beamte, gehobener Dienst","2004","405","0.012156019345444","0.0106956601100587","0.0136163785808294"
"Beamte, höherer Dienst","2004","302","0.00730755606861764","0.0061725105783131","0.00844260155892218"
"nicht erwerbstätig (NE): keine weitere Angaben","2005","1553","0.0730631871433735","0.069518528993149","0.076607845293598"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2005","1242","0.0509451965436551","0.0479501936038023","0.0539401994835079"
"NE: arbeitslos gemeldet","2005","1338","0.0719704078991568","0.0684502845604543","0.0754905312378593"
"NE: Rentner/Rentnerin","2005","5001","0.273723989391824","0.267650933663616","0.279797045120031"
"NE: Wehr- und Zivildienst","2005","51","0.00191208566384845","0.00131705676695174","0.00250711456074517"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2005","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2005","289","0.0129690763188128","0.0114280151093473","0.0145101375282783"
"Auszubildende, kaufmännisch (ab 2000)","2005","195","0.0107369059344386","0.00933313752744996","0.0121406743414273"
"Volontäre, Praktikanten","2005","62","0.00311185746616077","0.002353222161487","0.00387049277083454"
"Aspiranten (1990 Ost)","2005","","","",""
"ungelernter Arbeiter","2005","502","0.029145662294311","0.0268544570846732","0.0314368675039488"
"angelernter Arbeiter","2005","992","0.0538822052420294","0.0508068501199418","0.056957560364117"
"gelernte und Facharbeiter","2005","1331","0.0675145774879373","0.0640969888365522","0.0709321661393224"
"Vorarbeiter, Kolonnenführer","2005","184","0.00865993904471411","0.00739791179549676","0.00992196629393147"
"Meister, Polier","2005","103","0.00522401718816756","0.00424212245502924","0.00620591192130588"
"Arbeiter in der Landwirtschaft (1990 Ost)","2005","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2005","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2005","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2005","","","",""
"selbständiger Landwirt","2005","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2005","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2005","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2005","","","",""
"Freiberufler, Akademiker","2005","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2005","190","0.00869927227853349","0.00743440732136114","0.00996413723570583"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2005","178","0.00602777241876055","0.00497346919450179","0.00708207564301931"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2005","30","0.00101816272117305","0.000583765160106337","0.00145256028223976"
"sonstige selbständiger","2005","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2005","413","0.0189701790400445","0.0171120460004669","0.020828312079622"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2005","320","0.0129716821466423","0.0114304681595885","0.014512896133696"
"sonstige selbständiger, 10+ Mitarbeiter","2005","62","0.00247966667586206","0.00180224745109944","0.00315708590062467"
"mithelfende Familienangehörige","2005","55","0.00192760302228131","0.00133016919678194","0.00252503684778068"
"Angestellte, Industrie- und Werkmeister","2005","74","0.00347647836442085","0.0026747753275751","0.00427818140126659"
"Angestellte, einfache Tätigkeit (bis 1990)","2005","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2005","464","0.0210602099158925","0.0191044779932452","0.0230159418385398"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2005","906","0.0475357932358788","0.0446375509345076","0.0504340355372501"
"Angestellte, qualifizierte Tätigkeit","2005","2499","0.11421690350949","0.109884500275507","0.118549306743472"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2005","1502","0.0574905496456553","0.0543199524342317","0.0606611468570789"
"Angestellte, umfassende Führungsaufgaben","2005","206","0.00735888232859089","0.00619475081539851","0.00852301384178327"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2005","","","",""
"Beamte, einfacher Dienst","2005","","","",""
"Beamte, mittlerer Dienst","2005","221","0.0106383164342248","0.00924093817640414","0.0120356946920454"
"Beamte, gehobener Dienst","2005","394","0.0133907784513792","0.011825197661573","0.0149563592411853"
"Beamte, höherer Dienst","2005","278","0.00711979635477147","0.00597459409073638","0.00826499861880656"
"nicht erwerbstätig (NE): keine weitere Angaben","2006","1927","0.0844194211418538","0.0807735178912835","0.0880653243924242"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2006","1029","0.040577897822328","0.0379903683774119","0.0431654272672441"
"NE: arbeitslos gemeldet","2006","1437","0.0713752366151405","0.0679990256210113","0.0747514476092698"
"NE: Rentner/Rentnerin","2006","5689","0.275725758664779","0.2698653775651","0.281586139764459"
"NE: Wehr- und Zivildienst","2006","66","0.00253409172640884","0.00187477231086153","0.00319341114195614"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2006","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2006","292","0.0130380866989028","0.0115504639944299","0.0145257094033756"
"Auszubildende, kaufmännisch (ab 2000)","2006","200","0.0105380429160327","0.00919893616073478","0.0118771496713305"
"Volontäre, Praktikanten","2006","54","0.00279132008089926","0.00209943572028764","0.00348320444151088"
"Aspiranten (1990 Ost)","2006","","","",""
"ungelernter Arbeiter","2006","489","0.0244793492104974","0.022452815480944","0.0265058829400508"
"angelernter Arbeiter","2006","1063","0.0528873227792194","0.0499522945321012","0.0558223510263375"
"gelernte und Facharbeiter","2006","1378","0.0664056696220483","0.0631404127516307","0.069670926492466"
"Vorarbeiter, Kolonnenführer","2006","173","0.00821456265290138","0.00703087598618401","0.00939824931961876"
"Meister, Polier","2006","83","0.00431349961883702","0.00345406694546921","0.00517293229220482"
"Arbeiter in der Landwirtschaft (1990 Ost)","2006","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2006","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2006","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2006","","","",""
"selbständiger Landwirt","2006","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2006","31","0.00113920361973919","0.000696830396741804","0.00158157684273658"
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2006","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2006","","","",""
"Freiberufler, Akademiker","2006","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2006","236","0.00940804166243625","0.00814204464094978","0.0106740386839227"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2006","183","0.00554197421514361","0.00456841774391482","0.00651553068637239"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2006","","","",""
"sonstige selbständiger","2006","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2006","505","0.0236849449002656","0.0216907534431843","0.0256791363573469"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2006","329","0.0123415655909759","0.0108937135415839","0.0137894176403679"
"sonstige selbständiger, 10+ Mitarbeiter","2006","63","0.00205825010304762","0.00146390684873661","0.00265259335735863"
"mithelfende Familienangehörige","2006","69","0.00233688908171109","0.00170368066958933","0.00297009749383286"
"Angestellte, Industrie- und Werkmeister","2006","63","0.00275488231497319","0.00206751614478033","0.00344224848516604"
"Angestellte, einfache Tätigkeit (bis 1990)","2006","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2006","476","0.0207177977438642","0.0188498643157719","0.0225857311719566"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2006","917","0.0452282767883117","0.0425031264641269","0.0479534271124965"
"Angestellte, qualifizierte Tätigkeit","2006","2740","0.114472930830992","0.110297627896733","0.118648233765251"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2006","1619","0.0620877458332905","0.0589231393006068","0.0652523523659741"
"Angestellte, umfassende Führungsaufgaben","2006","236","0.00759643055844309","0.00645779533674993","0.00873506578013626"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2006","","","",""
"Beamte, einfacher Dienst","2006","31","0.00163812880088672","0.00110778965472087","0.00216846794705257"
"Beamte, mittlerer Dienst","2006","225","0.00948925694724674","0.0082178594057938","0.0107606544886997"
"Beamte, gehobener Dienst","2006","407","0.0128351067911262","0.0113589575650633","0.0143112560171891"
"Beamte, höherer Dienst","2006","282","0.00787611408852099","0.00671687071795833","0.00903535745908365"
"nicht erwerbstätig (NE): keine weitere Angaben","2007","1689","0.0766848575869358","0.0730799572409006","0.0802897579329711"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2007","971","0.039820563577921","0.0371714939198727","0.0424696332359693"
"NE: arbeitslos gemeldet","2007","1166","0.0634022031311023","0.0601008482058016","0.066703558056403"
"NE: Rentner/Rentnerin","2007","5436","0.278956101839288","0.272880178822718","0.285032024855858"
"NE: Wehr- und Zivildienst","2007","58","0.00253739336202118","0.0018558308602977","0.00321895586374466"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2007","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2007","273","0.0132258031845383","0.0116781152499536","0.014773491119123"
"Auszubildende, kaufmännisch (ab 2000)","2007","177","0.00892486151280006","0.00765072045469256","0.0101990025709076"
"Volontäre, Praktikanten","2007","53","0.00246468139272099","0.00179293087373743","0.00313643191170455"
"Aspiranten (1990 Ost)","2007","","","",""
"ungelernter Arbeiter","2007","496","0.0294730027762157","0.0271817158361911","0.0317642897162402"
"angelernter Arbeiter","2007","1032","0.0539924573191281","0.0509306537622412","0.057054260876015"
"gelernte und Facharbeiter","2007","1284","0.0677878791832477","0.0643822538092836","0.0711935045572119"
"Vorarbeiter, Kolonnenführer","2007","202","0.0101816862882041","0.00882164818720179","0.0115417243892064"
"Meister, Polier","2007","98","0.00528278821029535","0.00430071267319252","0.00626486374739818"
"Arbeiter in der Landwirtschaft (1990 Ost)","2007","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2007","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2007","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2007","","","",""
"selbständiger Landwirt","2007","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2007","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2007","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2007","","","",""
"Freiberufler, Akademiker","2007","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2007","228","0.0100948901194606","0.00874060203327697","0.0114491782056442"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2007","166","0.00515691080397309","0.00418654478330422","0.00612727682464197"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2007","30","0.00135252276396776","0.000854623054177122","0.0018504224737584"
"sonstige selbständiger","2007","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2007","424","0.0193347431302071","0.0174692524879706","0.0212002337724435"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2007","297","0.0120207981668854","0.0105443981869807","0.0134971981467901"
"sonstige selbständiger, 10+ Mitarbeiter","2007","73","0.00290275566874172","0.00217390681386647","0.00363160452361696"
"mithelfende Familienangehörige","2007","52","0.00181055492031385","0.00123461681281504","0.00238649302781266"
"Angestellte, Industrie- und Werkmeister","2007","61","0.00339841895983804","0.00260998972085773","0.00418684819881835"
"Angestellte, einfache Tätigkeit (bis 1990)","2007","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2007","511","0.0253205029415842","0.0231922141590295","0.0274487917241389"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2007","945","0.0463535913890788","0.0435052052764281","0.0492019775017295"
"Angestellte, qualifizierte Tätigkeit","2007","2479","0.110938388857757","0.106683675241429","0.115193102474085"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2007","1557","0.0658063162642653","0.0624472719731107","0.06916536055542"
"Angestellte, umfassende Führungsaufgaben","2007","217","0.00619749645905341","0.00513428006687888","0.00726071285122794"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2007","","","",""
"Beamte, einfacher Dienst","2007","","","",""
"Beamte, mittlerer Dienst","2007","216","0.0108033586689211","0.00940285519375025","0.012203862144092"
"Beamte, gehobener Dienst","2007","393","0.0139591444446389","0.0123697183736207","0.0155485705156571"
"Beamte, höherer Dienst","2007","274","0.00853597130932179","0.00728965456080183","0.00978228805784174"
"nicht erwerbstätig (NE): keine weitere Angaben","2008","1455","0.0723017037302062","0.0686800179044991","0.0759233895559133"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2008","927","0.0401988900166638","0.037452066335568","0.0429457136977596"
"NE: arbeitslos gemeldet","2008","965","0.0544820049991887","0.0513080952852989","0.0576559147130785"
"NE: Rentner/Rentnerin","2008","5223","0.276979885362308","0.270721930393454","0.283237840331163"
"NE: Wehr- und Zivildienst","2008","33","0.00204587049387468","0.00141400085592119","0.00267774013182818"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2008","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2008","270","0.0146431237336714","0.0129633655323346","0.0163228819350082"
"Auszubildende, kaufmännisch (ab 2000)","2008","158","0.00875005862313597","0.00744770117840699","0.0100524160678649"
"Volontäre, Praktikanten","2008","56","0.00294340621793616","0.0021858443002388","0.00370096813563352"
"Aspiranten (1990 Ost)","2008","","","",""
"ungelernter Arbeiter","2008","500","0.0320666632467215","0.0296029920980047","0.0345303343954383"
"angelernter Arbeiter","2008","950","0.0571475491492345","0.053901509648901","0.0603935886495681"
"gelernte und Facharbeiter","2008","1232","0.0665649988836493","0.0630792336530216","0.0700507641142769"
"Vorarbeiter, Kolonnenführer","2008","193","0.0098373494866809","0.00845720215903373","0.0112174968143281"
"Meister, Polier","2008","79","0.00565196638999179","0.00460362647123","0.00670030630875358"
"Arbeiter in der Landwirtschaft (1990 Ost)","2008","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2008","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2008","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2008","","","",""
"selbständiger Landwirt","2008","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2008","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2008","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2008","","","",""
"Freiberufler, Akademiker","2008","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2008","223","0.00987286494317512","0.00849025330666798","0.0112554765796823"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2008","159","0.005633836047629","0.00458716936655023","0.00668050272870778"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2008","","","",""
"sonstige selbständiger","2008","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2008","392","0.0198667373622413","0.0179153703116082","0.0218181044128744"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2008","265","0.0102815119790679","0.00887086785976108","0.0116921560983747"
"sonstige selbständiger, 10+ Mitarbeiter","2008","51","0.00195818834268568","0.00133998019203194","0.00257639649333942"
"mithelfende Familienangehörige","2008","49","0.00256492066371237","0.00185760640104415","0.00327223492638059"
"Angestellte, Industrie- und Werkmeister","2008","60","0.00267191925711406","0.00195004123970196","0.00339379727452616"
"Angestellte, einfache Tätigkeit (bis 1990)","2008","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2008","443","0.0237283979711106","0.0216000008370252","0.0258567951051961"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2008","896","0.0483020350667825","0.0453038018379791","0.051300268295586"
"Angestellte, qualifizierte Tätigkeit","2008","2454","0.118973140915186","0.114445706517001","0.12350057531337"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2008","1510","0.0694956435351485","0.0659395667979759","0.0730517202723212"
"Angestellte, umfassende Führungsaufgaben","2008","211","0.00677199685701416","0.00562512213670386","0.00791887157732446"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2008","","","",""
"Beamte, einfacher Dienst","2008","","","",""
"Beamte, mittlerer Dienst","2008","185","0.0097623336288248","0.00838740652884273","0.0111372607288069"
"Beamte, gehobener Dienst","2008","373","0.0138788244997155","0.0122428572222315","0.0155147917771994"
"Beamte, höherer Dienst","2008","242","0.00836429322660589","0.00709072026217425","0.00963786619103753"
"nicht erwerbstätig (NE): keine weitere Angaben","2009","1286","0.067395306065156","0.0637645556386076","0.0710260564917043"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2009","830","0.0428091024572798","0.0398775334961637","0.0457406714183959"
"NE: arbeitslos gemeldet","2009","908","0.0562703026174328","0.0529329952299186","0.059607610004947"
"NE: Rentner/Rentnerin","2009","4947","0.273707288919578","0.267250273880454","0.280164303958701"
"NE: Wehr- und Zivildienst","2009","64","0.00399878026986101","0.00308482176394643","0.0049127387757756"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2009","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2009","237","0.0134769649466445","0.011807095809127","0.0151468340841619"
"Auszubildende, kaufmännisch (ab 2000)","2009","161","0.0100310307069936","0.00858786452160787","0.0114741968923793"
"Volontäre, Praktikanten","2009","59","0.00369568433093928","0.002816912324923","0.00457445633695556"
"Aspiranten (1990 Ost)","2009","","","",""
"ungelernter Arbeiter","2009","450","0.0300416889042","0.0275695579067401","0.03251381990166"
"angelernter Arbeiter","2009","875","0.0549106099882661","0.0516114957697358","0.0582097242067963"
"gelernte und Facharbeiter","2009","1088","0.0626904914222267","0.0591799417527251","0.0662010410917283"
"Vorarbeiter, Kolonnenführer","2009","187","0.0111233312350039","0.00960445889323054","0.0126422035767772"
"Meister, Polier","2009","81","0.00661503551491677","0.00544106374185907","0.00778900728797447"
"Arbeiter in der Landwirtschaft (1990 Ost)","2009","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2009","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2009","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2009","","","",""
"selbständiger Landwirt","2009","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2009","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2009","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2009","","","",""
"Freiberufler, Akademiker","2009","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2009","214","0.0108602259167769","0.00935922472807962","0.0123612271054741"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2009","138","0.00526093205542731","0.00421327604818951","0.0063085880626651"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2009","","","",""
"sonstige selbständiger","2009","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2009","369","0.0192435173938781","0.0172539640145757","0.0212330707731805"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2009","264","0.0125656136248583","0.0109524487840871","0.0141787784656296"
"sonstige selbständiger, 10+ Mitarbeiter","2009","55","0.00232131752011304","0.00162437751443417","0.0030182575257919"
"mithelfende Familienangehörige","2009","40","0.0024541889178434","0.00173762787449563","0.00317074996119118"
"Angestellte, Industrie- und Werkmeister","2009","50","0.00295132607526107","0.0021657295549399","0.00373692259558225"
"Angestellte, einfache Tätigkeit (bis 1990)","2009","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2009","443","0.0235157014899193","0.0213211570739016","0.025710245905937"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2009","828","0.04773624878093","0.0446485456077626","0.0508239519540974"
"Angestellte, qualifizierte Tätigkeit","2009","2301","0.11925192113081","0.114558480615767","0.123945361645853"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2009","1423","0.0727792027348702","0.0690171229424365","0.0765412825273039"
"Angestellte, umfassende Führungsaufgaben","2009","194","0.00713483448988561","0.00591592948012961","0.00835373949964162"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2009","","","",""
"Beamte, einfacher Dienst","2009","","","",""
"Beamte, mittlerer Dienst","2009","168","0.00991161999495179","0.00847698283110671","0.0113462571587969"
"Beamte, gehobener Dienst","2009","340","0.0141729409753335","0.0124611011333641","0.015884780817303"
"Beamte, höherer Dienst","2009","237","0.00931121581432306","0.00792028799568536","0.0107021436329608"
"nicht erwerbstätig (NE): keine weitere Angaben","2010","2852","0.0637107048833064","0.0606425223304358","0.066778887436177"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","1047","0.0463300084238465","0.0436894230696391","0.0489705937780539"
"NE: arbeitslos gemeldet","2010","1709","0.058239644697002","0.0552975982653949","0.0611816911286091"
"NE: Rentner/Rentnerin","2010","4756","0.272798785097897","0.267203548240474","0.278394021955321"
"NE: Wehr- und Zivildienst","2010","53","0.00250404541307737","0.00187620880659865","0.00313188201955608"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","281","0.0137478950680028","0.0122851048822435","0.0152106852537621"
"Auszubildende, kaufmännisch (ab 2000)","2010","178","0.00944444462909447","0.00822938499473956","0.0106595042634494"
"Volontäre, Praktikanten","2010","68","0.00275317193376605","0.00209492634007561","0.00341141752745649"
"Aspiranten (1990 Ost)","2010","","","",""
"ungelernter Arbeiter","2010","618","0.0274223549981135","0.025370793793817","0.0294739162024101"
"angelernter Arbeiter","2010","1144","0.0506748780949775","0.0479195469256011","0.0534302092643539"
"gelernte und Facharbeiter","2010","1375","0.0636036976253996","0.0605379176082099","0.0666694776425892"
"Vorarbeiter, Kolonnenführer","2010","205","0.00930276525083917","0.00809676758193718","0.0105087629197412"
"Meister, Polier","2010","98","0.00505642624544727","0.00416539891351928","0.00594745357737527"
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2010","","","",""
"selbständiger Landwirt","2010","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2010","34","0.000854318611859694","0.000487294747392844","0.00122134247632654"
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2010","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2010","","","",""
"Freiberufler, Akademiker","2010","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2010","323","0.0121353109081146","0.010759863001362","0.0135107588148672"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2010","179","0.00562402641769588","0.00468458663137763","0.00656346620401413"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2010","","","",""
"sonstige selbständiger","2010","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2010","497","0.0191195586923516","0.0173992082188276","0.0208399091658757"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2010","328","0.0113979193548599","0.0100644178443479","0.0127314208653719"
"sonstige selbständiger, 10+ Mitarbeiter","2010","65","0.00201397821233443","0.00145078219480882","0.00257717422986004"
"mithelfende Familienangehörige","2010","40","0.00144701228883321","0.00096949221899866","0.00192453235866776"
"Angestellte, Industrie- und Werkmeister","2010","72","0.00322677540118907","0.00251432848259736","0.00393922231978078"
"Angestellte, einfache Tätigkeit (bis 1990)","2010","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2010","731","0.0245583983486469","0.0226140654765087","0.0265027312207851"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2010","1112","0.0483007976057334","0.0456074217300497","0.050994173481417"
"Angestellte, qualifizierte Tätigkeit","2010","3323","0.129216844993551","0.125002941957764","0.133430748029338"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2010","2001","0.0722437239467948","0.0689914510892444","0.0754959968043453"
"Angestellte, umfassende Führungsaufgaben","2010","258","0.00768486967315409","0.00658785352111344","0.00878188582519474"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2010","","","",""
"Beamte, einfacher Dienst","2010","","","",""
"Beamte, mittlerer Dienst","2010","211","0.0102168185629074","0.00895354374961944","0.0114800933761953"
"Beamte, gehobener Dienst","2010","431","0.0158195157833791","0.0142520288489548","0.0173870027178034"
"Beamte, höherer Dienst","2010","276","0.00806877672607386","0.00694491057430491","0.00919264287784281"
"nicht erwerbstätig (NE): keine weitere Angaben","2011","2843","0.0688218853646585","0.0659021957927572","0.0717415749365597"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2011","1265","0.0431550982548182","0.0408114423762047","0.0454987541334316"
"NE: arbeitslos gemeldet","2011","1735","0.0479915892600174","0.0455263448977705","0.0504568336222643"
"NE: Rentner/Rentnerin","2011","6223","0.278952000870132","0.27377946103338","0.284124540706883"
"NE: Wehr- und Zivildienst","2011","42","0.00180690486496265","0.00131709002377307","0.00229671970615223"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2011","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2011","317","0.0124480021006605","0.0111692486221856","0.0137267555791353"
"Auszubildende, kaufmännisch (ab 2000)","2011","194","0.00828811623577983","0.00724248706417588","0.00933374540738378"
"Volontäre, Praktikanten","2011","67","0.00216807471220844","0.0016316326355068","0.00270451678891008"
"Aspiranten (1990 Ost)","2011","","","",""
