"pgstib","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig (NE): keine weitere Angaben","2005","35-65 Jahre alt","1051","0.0924418473034601","0.0871790363035302","0.0977046583033899"
"nicht erwerbstätig (NE): keine weitere Angaben","2005","66 und älter","85","0.021369667831472","0.0167831669235979","0.0259561687393462"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2005","16-34 Jahre alt","1196","0.19270464357794","0.182036486563156","0.203372800592724"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2005","35-65 Jahre alt","38","0.00410282662291836","0.00294139120129358","0.00526426204454314"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2005","66 und älter","","","",""
"NE: arbeitslos gemeldet","2005","16-34 Jahre alt","450","0.102486096777041","0.0942829562605961","0.110689237293487"
"NE: arbeitslos gemeldet","2005","35-65 Jahre alt","888","0.0876114828976696","0.0824743990336485","0.0927485667616907"
"NE: arbeitslos gemeldet","2005","66 und älter","","","",""
"NE: Rentner/Rentnerin","2005","16-34 Jahre alt","","","",""
"NE: Rentner/Rentnerin","2005","35-65 Jahre alt","1406","0.122676545366686","0.116715713480839","0.128637377252533"
"NE: Rentner/Rentnerin","2005","66 und älter","3589","0.94403160983699","0.936741435104586","0.951321784569394"
"NE: Wehr- und Zivildienst","2005","16-34 Jahre alt","51","0.0076293017048646","0.00527584375561302","0.00998275965411618"
"NE: Wehr- und Zivildienst","2005","35-65 Jahre alt","","","",""
"NE: Wehr- und Zivildienst","2005","66 und älter","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2005","16-34 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2005","35-65 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2005","66 und älter","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2005","16-34 Jahre alt","283","0.0506228550473189","0.0446933316703175","0.0565523784243204"
"Auszubildende, gewerblich-technisch (ab 2000)","2005","35-65 Jahre alt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2005","66 und älter","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2005","16-34 Jahre alt","192","0.0425308212029262","0.0370727227216251","0.0479889196842272"
"Auszubildende, kaufmännisch (ab 2000)","2005","35-65 Jahre alt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2005","66 und älter","","","",""
"Volontäre, Praktikanten","2005","16-34 Jahre alt","61","0.0121858055191658","0.00921829795623738","0.0151533130820943"
"Volontäre, Praktikanten","2005","35-65 Jahre alt","","","",""
"Volontäre, Praktikanten","2005","66 und älter","","","",""
"Aspiranten (1990 Ost)","2005","16-34 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2005","35-65 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2005","66 und älter","","","",""
"ungelernter Arbeiter","2005","16-34 Jahre alt","175","0.0366498150227219","0.0315675762170406","0.0417320538284032"
"ungelernter Arbeiter","2005","35-65 Jahre alt","312","0.0356966458610488","0.0323255835605439","0.0390677081615536"
"ungelernter Arbeiter","2005","66 und älter","","","",""
"angelernter Arbeiter","2005","16-34 Jahre alt","213","0.0447480547255352","0.0391559779220723","0.0503401315289981"
"angelernter Arbeiter","2005","35-65 Jahre alt","771","0.0801606955767795","0.0752268795124173","0.0850945116411416"
"angelernter Arbeiter","2005","66 und älter","","","",""
"gelernte und Facharbeiter","2005","16-34 Jahre alt","415","0.0850477864017594","0.0775028115740355","0.0925927612294833"
"gelernte und Facharbeiter","2005","35-65 Jahre alt","909","0.0866307190994818","0.0815197248192974","0.0917417133796661"
"gelernte und Facharbeiter","2005","66 und älter","","","",""
"Vorarbeiter, Kolonnenführer","2005","16-34 Jahre alt","","","",""
"Vorarbeiter, Kolonnenführer","2005","35-65 Jahre alt","155","0.0141517005812311","0.0120055727024812","0.0162978284599811"
"Vorarbeiter, Kolonnenführer","2005","66 und älter","","","",""
"Meister, Polier","2005","16-34 Jahre alt","","","",""
"Meister, Polier","2005","35-65 Jahre alt","85","0.00863806116595841","0.0069566632965526","0.0103194590353642"
"Meister, Polier","2005","66 und älter","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2005","16-34 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2005","35-65 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2005","66 und älter","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2005","16-34 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2005","35-65 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2005","66 und älter","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2005","16-34 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2005","35-65 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2005","66 und älter","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2005","16-34 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2005","35-65 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2005","66 und älter","","","",""
"selbständiger Landwirt","2005","16-34 Jahre alt","","","",""
"selbständiger Landwirt","2005","35-65 Jahre alt","","","",""
"selbständiger Landwirt","2005","66 und älter","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2005","16-34 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2005","35-65 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2005","66 und älter","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2005","16-34 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2005","35-65 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2005","66 und älter","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2005","16-34 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2005","35-65 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2005","66 und älter","","","",""
"Freiberufler, Akademiker","2005","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker","2005","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker","2005","66 und älter","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2005","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2005","35-65 Jahre alt","145","0.0119183429782976","0.00994659868384643","0.0138900872727487"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2005","66 und älter","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2005","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2005","35-65 Jahre alt","161","0.00988675915625526","0.00808906566375563","0.0116844526487549"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2005","66 und älter","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2005","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2005","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2005","66 und älter","","","",""
"sonstige selbständiger","2005","16-34 Jahre alt","","","",""
"sonstige selbständiger","2005","35-65 Jahre alt","","","",""
"sonstige selbständiger","2005","66 und älter","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2005","16-34 Jahre alt","76","0.011513781499611","0.00862827947755697","0.0143992835216649"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2005","35-65 Jahre alt","321","0.0284836255240022","0.0254611072805791","0.0315061437674253"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2005","66 und älter","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2005","16-34 Jahre alt","43","0.00867654494801928","0.00616807915396354","0.011185010742075"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2005","35-65 Jahre alt","270","0.0198333978738095","0.0173000504852255","0.0223667452623935"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2005","66 und älter","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2005","16-34 Jahre alt","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2005","35-65 Jahre alt","53","0.00334402420764719","0.0022950771270044","0.00439297128828999"
"sonstige selbständiger, 10+ Mitarbeiter","2005","66 und älter","","","",""
"mithelfende Familienangehörige","2005","16-34 Jahre alt","","","",""
"mithelfende Familienangehörige","2005","35-65 Jahre alt","37","0.00237118203625716","0.00148746510506157","0.00325489896745274"
"mithelfende Familienangehörige","2005","66 und älter","","","",""
"Angestellte, Industrie- und Werkmeister","2005","16-34 Jahre alt","","","",""
"Angestellte, Industrie- und Werkmeister","2005","35-65 Jahre alt","60","0.00586370507139928","0.00447645339348893","0.00725095674930964"
"Angestellte, Industrie- und Werkmeister","2005","66 und älter","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2005","16-34 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2005","35-65 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2005","66 und älter","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2005","16-34 Jahre alt","168","0.0298088311383734","0.025209144836258","0.0344085174404887"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2005","35-65 Jahre alt","286","0.0247436455769726","0.0219211226896271","0.027566168464318"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2005","66 und älter","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2005","16-34 Jahre alt","317","0.0666140498472554","0.059869691611042","0.0733584080834689"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2005","35-65 Jahre alt","582","0.0578596781124304","0.0536174693473532","0.0621018868775075"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2005","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeit","2005","16-34 Jahre alt","651","0.128402676893554","0.119354271193146","0.137451082593961"
"Angestellte, qualifizierte Tätigkeit","2005","35-65 Jahre alt","1835","0.154048711863849","0.147489556041294","0.160607867686403"
"Angestellte, qualifizierte Tätigkeit","2005","66 und älter","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2005","16-34 Jahre alt","265","0.0532121961742619","0.0471412133937143","0.0592831789548094"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2005","35-65 Jahre alt","1232","0.0833245418703394","0.0783029605036377","0.0883461232370412"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2005","66 und älter","","","",""
"Angestellte, umfassende Führungsaufgaben","2005","16-34 Jahre alt","","","",""
"Angestellte, umfassende Führungsaufgaben","2005","35-65 Jahre alt","191","0.0122823917912163","0.010281129067556","0.0142836545148765"
"Angestellte, umfassende Führungsaufgaben","2005","66 und älter","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2005","16-34 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2005","35-65 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2005","66 und älter","","","",""
"Beamte, einfacher Dienst","2005","16-34 Jahre alt","","","",""
"Beamte, einfacher Dienst","2005","35-65 Jahre alt","","","",""
"Beamte, einfacher Dienst","2005","66 und älter","","","",""
"Beamte, mittlerer Dienst","2005","16-34 Jahre alt","55","0.0131413964832093","0.0100612220839562","0.0162215708824624"
"Beamte, mittlerer Dienst","2005","35-65 Jahre alt","166","0.0139027084298719","0.0117752757555819","0.016030141104162"
"Beamte, mittlerer Dienst","2005","66 und älter","","","",""
"Beamte, gehobener Dienst","2005","16-34 Jahre alt","61","0.0087403172112018","0.00622273071448565","0.0112579037079179"
"Beamte, gehobener Dienst","2005","35-65 Jahre alt","333","0.0212006360846174","0.0185832516244544","0.0238180205447804"
"Beamte, gehobener Dienst","2005","66 und älter","","","",""
"Beamte, höherer Dienst","2005","16-34 Jahre alt","","","",""
"Beamte, höherer Dienst","2005","35-65 Jahre alt","259","0.0122328109219122","0.0102355414483818","0.0142300803954425"
"Beamte, höherer Dienst","2005","66 und älter","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2006","16-34 Jahre alt","713","0.124448334234386","0.115664509674183","0.13323215879459"
"nicht erwerbstätig (NE): keine weitere Angaben","2006","35-65 Jahre alt","1125","0.0936746639430466","0.0885507071283428","0.0987986207577504"
"nicht erwerbstätig (NE): keine weitere Angaben","2006","66 und älter","89","0.0195894930199354","0.0155358966979661","0.0236430893419047"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2006","16-34 Jahre alt","1000","0.15779094727482","0.148090333491581","0.16749156105806"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2006","35-65 Jahre alt","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2006","66 und älter","","","",""
"NE: arbeitslos gemeldet","2006","16-34 Jahre alt","485","0.0986158409656725","0.0906821273103218","0.106549554621023"
"NE: arbeitslos gemeldet","2006","35-65 Jahre alt","949","0.0892610491578939","0.0842470959381598","0.094275002377628"
"NE: arbeitslos gemeldet","2006","66 und älter","","","",""
"NE: Rentner/Rentnerin","2006","16-34 Jahre alt","","","",""
"NE: Rentner/Rentnerin","2006","35-65 Jahre alt","1468","0.115829472311914","0.110201785963053","0.121457158660775"
"NE: Rentner/Rentnerin","2006","66 und älter","4211","0.941615792307193","0.934757602778633","0.948473981835754"
"NE: Wehr- und Zivildienst","2006","16-34 Jahre alt","66","0.0102513136876345","0.00757090850943483","0.0129317188658342"
"NE: Wehr- und Zivildienst","2006","35-65 Jahre alt","","","",""
"NE: Wehr- und Zivildienst","2006","66 und älter","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2006","16-34 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2006","35-65 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2006","66 und älter","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2006","16-34 Jahre alt","290","0.0524569315634443","0.0465242759189892","0.0583895872078995"
"Auszubildende, gewerblich-technisch (ab 2000)","2006","35-65 Jahre alt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2006","66 und älter","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2006","16-34 Jahre alt","197","0.0416644960798946","0.0363472094036115","0.0469817827561778"
"Auszubildende, kaufmännisch (ab 2000)","2006","35-65 Jahre alt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2006","66 und älter","","","",""
"Volontäre, Praktikanten","2006","16-34 Jahre alt","51","0.0110884158255837","0.00830189878096339","0.0138749328702041"
"Volontäre, Praktikanten","2006","35-65 Jahre alt","","","",""
"Volontäre, Praktikanten","2006","66 und älter","","","",""
"Aspiranten (1990 Ost)","2006","16-34 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2006","35-65 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2006","66 und älter","","","",""
"ungelernter Arbeiter","2006","16-34 Jahre alt","156","0.0295718684988077","0.0250640202071624","0.034079716790453"
"ungelernter Arbeiter","2006","35-65 Jahre alt","311","0.0305926824293223","0.0275642753366983","0.0336210895219462"
"ungelernter Arbeiter","2006","66 und älter","","","",""
"angelernter Arbeiter","2006","16-34 Jahre alt","232","0.0480740611888963","0.0423815327861296","0.053766589591663"
"angelernter Arbeiter","2006","35-65 Jahre alt","815","0.0765395857148187","0.0718643391061776","0.0812148323234597"
"angelernter Arbeiter","2006","66 und älter","","","",""
"gelernte und Facharbeiter","2006","16-34 Jahre alt","414","0.0840214199611626","0.0766392185992653","0.09140362132306"
"gelernte und Facharbeiter","2006","35-65 Jahre alt","960","0.0864778879446185","0.0815351862806189","0.0914205896086182"
"gelernte und Facharbeiter","2006","66 und älter","","","",""
"Vorarbeiter, Kolonnenführer","2006","16-34 Jahre alt","","","",""
"Vorarbeiter, Kolonnenführer","2006","35-65 Jahre alt","147","0.0136708697796971","0.0116288434774905","0.0157128960819037"
"Vorarbeiter, Kolonnenführer","2006","66 und älter","","","",""
"Meister, Polier","2006","16-34 Jahre alt","","","",""
"Meister, Polier","2006","35-65 Jahre alt","68","0.00713328205802844","0.00565334752760604","0.00861321658845083"
"Meister, Polier","2006","66 und älter","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2006","16-34 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2006","35-65 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2006","66 und älter","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2006","16-34 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2006","35-65 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2006","66 und älter","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2006","16-34 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2006","35-65 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2006","66 und älter","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2006","16-34 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2006","35-65 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2006","66 und älter","","","",""
"selbständiger Landwirt","2006","16-34 Jahre alt","","","",""
"selbständiger Landwirt","2006","35-65 Jahre alt","","","",""
"selbständiger Landwirt","2006","66 und älter","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2006","16-34 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2006","35-65 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2006","66 und älter","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2006","16-34 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2006","35-65 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2006","66 und älter","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2006","16-34 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2006","35-65 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2006","66 und älter","","","",""
"Freiberufler, Akademiker","2006","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker","2006","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker","2006","66 und älter","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2006","16-34 Jahre alt","36","0.00619738276232997","0.00410903679615107","0.00828572872850887"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2006","35-65 Jahre alt","181","0.013586066299061","0.0115502959128542","0.0156218366852678"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2006","66 und älter","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2006","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2006","35-65 Jahre alt","166","0.0094884221756252","0.00778359991854611","0.0111932444327043"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2006","66 und älter","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2006","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2006","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2006","66 und älter","","","",""
"sonstige selbständiger","2006","16-34 Jahre alt","","","",""
"sonstige selbständiger","2006","35-65 Jahre alt","","","",""
"sonstige selbständiger","2006","66 und älter","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2006","16-34 Jahre alt","84","0.0165959110608715","0.0131964131862093","0.0199954089355337"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2006","35-65 Jahre alt","388","0.0344833983151942","0.0312746383476038","0.0376921582827845"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2006","66 und älter","33","0.00646717042467711","0.00412254654183818","0.00881179430751605"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2006","16-34 Jahre alt","37","0.00731063117881041","0.00504373128391472","0.00957753107370611"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2006","35-65 Jahre alt","273","0.0188232309224161","0.0164333677207754","0.0212130941240567"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2006","66 und älter","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2006","16-34 Jahre alt","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2006","35-65 Jahre alt","54","0.00273041402642244","0.00181277290087253","0.00364805515197235"
"sonstige selbständiger, 10+ Mitarbeiter","2006","66 und älter","","","",""
"mithelfende Familienangehörige","2006","16-34 Jahre alt","","","",""
"mithelfende Familienangehörige","2006","35-65 Jahre alt","52","0.00280294689011628","0.00187323099463539","0.00373266278559718"
"mithelfende Familienangehörige","2006","66 und älter","","","",""
"Angestellte, Industrie- und Werkmeister","2006","16-34 Jahre alt","","","",""
"Angestellte, Industrie- und Werkmeister","2006","35-65 Jahre alt","57","0.00494588744395616","0.00371222088517294","0.00617955400273938"
"Angestellte, Industrie- und Werkmeister","2006","66 und älter","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2006","16-34 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2006","35-65 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2006","66 und älter","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2006","16-34 Jahre alt","181","0.0326574679448012","0.0279278112755327","0.0373871246140697"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2006","35-65 Jahre alt","289","0.0236593899968318","0.0209866619131583","0.0263321180805053"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2006","66 und älter","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2006","16-34 Jahre alt","304","0.0615366338120945","0.0551418811746886","0.0679313864495004"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2006","35-65 Jahre alt","606","0.0564325582159375","0.0523746364377765","0.0604904799940985"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2006","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeit","2006","16-34 Jahre alt","667","0.120333631274404","0.111675967310865","0.128991295237942"
"Angestellte, qualifizierte Tätigkeit","2006","35-65 Jahre alt","2057","0.159738724212866","0.153296073171977","0.166181375253756"
"Angestellte, qualifizierte Tätigkeit","2006","66 und älter","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2006","16-34 Jahre alt","273","0.0516476739965195","0.0457584447478375","0.0575369032452016"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2006","35-65 Jahre alt","1336","0.0928402865382704","0.0877368532481544","0.0979437198283863"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2006","66 und älter","","","",""
"Angestellte, umfassende Führungsaufgaben","2006","16-34 Jahre alt","","","",""
"Angestellte, umfassende Führungsaufgaben","2006","35-65 Jahre alt","218","0.0125928184815011","0.0106318891578338","0.0145537478051684"
"Angestellte, umfassende Führungsaufgaben","2006","66 und älter","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2006","16-34 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2006","35-65 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2006","66 und älter","","","",""
"Beamte, einfacher Dienst","2006","16-34 Jahre alt","","","",""
"Beamte, einfacher Dienst","2006","35-65 Jahre alt","","","",""
"Beamte, einfacher Dienst","2006","66 und älter","","","",""
"Beamte, mittlerer Dienst","2006","16-34 Jahre alt","56","0.0118696641577962","0.00898779305972685","0.0147515352558656"
"Beamte, mittlerer Dienst","2006","35-65 Jahre alt","169","0.0124812962282458","0.0105289589855618","0.0144336334709297"
"Beamte, mittlerer Dienst","2006","66 und älter","","","",""
"Beamte, gehobener Dienst","2006","16-34 Jahre alt","55","0.00765688902887998","0.00533733055170804","0.00997644750605192"
"Beamte, gehobener Dienst","2006","35-65 Jahre alt","351","0.0206012824551354","0.0181033584456984","0.0230992064645723"
"Beamte, gehobener Dienst","2006","66 und älter","","","",""
"Beamte, höherer Dienst","2006","16-34 Jahre alt","","","",""
"Beamte, höherer Dienst","2006","35-65 Jahre alt","264","0.0127491635561399","0.0107762551190682","0.0147220719932117"
"Beamte, höherer Dienst","2006","66 und älter","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2007","16-34 Jahre alt","664","0.119507358338565","0.110561549872072","0.128453166805058"
"nicht erwerbstätig (NE): keine weitere Angaben","2007","35-65 Jahre alt","950","0.0838478912168309","0.0787776814427636","0.0889181009908982"
"nicht erwerbstätig (NE): keine weitere Angaben","2007","66 und älter","75","0.0149401488956345","0.0113556328819988","0.0185246649092701"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2007","16-34 Jahre alt","947","0.155579819451383","0.145584070495174","0.165575568407592"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2007","35-65 Jahre alt","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2007","66 und älter","","","",""
"NE: arbeitslos gemeldet","2007","16-34 Jahre alt","358","0.0870374495766506","0.0792635492741147","0.0948113498791864"
"NE: arbeitslos gemeldet","2007","35-65 Jahre alt","807","0.080223943116772","0.0752547129243194","0.0851931733092247"
"NE: arbeitslos gemeldet","2007","66 und älter","","","",""
"NE: Rentner/Rentnerin","2007","16-34 Jahre alt","","","",""
"NE: Rentner/Rentnerin","2007","35-65 Jahre alt","1281","0.114164135386143","0.108346620024231","0.119981650748055"
"NE: Rentner/Rentnerin","2007","66 und älter","4147","0.94731441495421","0.940713339010599","0.95391549089782"
"NE: Wehr- und Zivildienst","2007","16-34 Jahre alt","58","0.0103247193585041","0.00753702666965105","0.0131124120473571"
"NE: Wehr- und Zivildienst","2007","35-65 Jahre alt","","","",""
"NE: Wehr- und Zivildienst","2007","66 und älter","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2007","16-34 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2007","35-65 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2007","66 und älter","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2007","16-34 Jahre alt","268","0.0524781337292287","0.0463285854099596","0.0586276820484978"
"Auszubildende, gewerblich-technisch (ab 2000)","2007","35-65 Jahre alt","","","",""
