"ple0044_h","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"keinen Tag","2011","(Fach-)Abitur","Staedtischer Raum","496","0.226364462116383","0.207641138988405","0.245087785244362"
"keinen Tag","2011","(Fach-)Abitur","Laendlicher Raum","196","0.24982129557505","0.218438870802255","0.281203720347846"
"keinen Tag","2011","AkademikerIn","Staedtischer Raum","782","0.231106539996914","0.215979266266414","0.246233813727414"
"keinen Tag","2011","AkademikerIn","Laendlicher Raum","311","0.246408520891491","0.221350037898467","0.271467003884515"
"Ja","2011","(noch) kein Abschluss","Staedtischer Raum","511","0.885065443107195","0.859086479938022","0.911044406276367"
"Ja","2011","(noch) kein Abschluss","Laendlicher Raum","238","0.8723899798325","0.832591733851545","0.912188225813455"
"Ja","2011","Hauptschule","Staedtischer Raum","3651","0.854220485454205","0.843862802916325","0.864578167992086"
"Ja","2011","Hauptschule","Laendlicher Raum","2346","0.869326975485642","0.856871859544169","0.881782091427115"
"Ja","2011","Realschule","Staedtischer Raum","2252","0.761287907852376","0.746320002032324","0.776255813672429"
"Ja","2011","Realschule","Laendlicher Raum","1643","0.724609331968441","0.706700151543987","0.742518512392894"
"Ja","2011","(Fach-)Abitur","Staedtischer Raum","1423","0.773635537883617","0.754912214755638","0.792358861011595"
"Ja","2011","(Fach-)Abitur","Laendlicher Raum","535","0.75017870442495","0.718796279652154","0.781561129197746"
"Ja","2011","AkademikerIn","Staedtischer Raum","2201","0.768893460003086","0.753766186272586","0.784020733733586"
"Ja","2011","AkademikerIn","Laendlicher Raum","825","0.753591479108509","0.728532996115485","0.778649962101533"
"keinen Tag","2012","(noch) kein Abschluss","Staedtischer Raum","83","0.145513034485449","0.117298289084924","0.173727779885974"
"keinen Tag","2012","(noch) kein Abschluss","Laendlicher Raum","39","0.11240715041928","0.0758635772828571","0.148950723555703"
"keinen Tag","2012","Hauptschule","Staedtischer Raum","1151","0.209719257878296","0.198660512347877","0.220778003408715"
"keinen Tag","2012","Hauptschule","Laendlicher Raum","742","0.209660849557633","0.19589482602535","0.223426873089915"
"keinen Tag","2012","Realschule","Staedtischer Raum","1291","0.291340043536286","0.277680959545811","0.304999127526761"
"keinen Tag","2012","Realschule","Laendlicher Raum","1137","0.328727724690494","0.31293794194179","0.344517507439198"
"keinen Tag","2012","(Fach-)Abitur","Staedtischer Raum","719","0.273149982476539","0.255787539933602","0.290512425019477"
"keinen Tag","2012","(Fach-)Abitur","Laendlicher Raum","294","0.306772851316755","0.278032227654133","0.335513474979377"
"keinen Tag","2012","AkademikerIn","Staedtischer Raum","1318","0.286699255313866","0.273210980892221","0.30018752973551"
"keinen Tag","2012","AkademikerIn","Laendlicher Raum","568","0.322645288352918","0.300711122797998","0.344579453907837"
"Ja","2012","(noch) kein Abschluss","Staedtischer Raum","517","0.854486965514551","0.826272220114026","0.882701710915076"
"Ja","2012","(noch) kein Abschluss","Laendlicher Raum","248","0.88759284958072","0.851049276444297","0.924136422717143"
"Ja","2012","Hauptschule","Staedtischer Raum","4055","0.790280742121704","0.779221996591285","0.801339487652123"
"Ja","2012","Hauptschule","Laendlicher Raum","2617","0.790339150442367","0.776573126910085","0.80410517397465"
"Ja","2012","Realschule","Staedtischer Raum","2960","0.708659956463714","0.695000872473239","0.722319040454188"
"Ja","2012","Realschule","Laendlicher Raum","2263","0.671272275309506","0.655482492560802","0.68706205805821"
"Ja","2012","(Fach-)Abitur","Staedtischer Raum","1811","0.726850017523461","0.709487574980523","0.744212460066399"
"Ja","2012","(Fach-)Abitur","Laendlicher Raum","695","0.693227148683245","0.664486525020623","0.721967772345867"
"Ja","2012","AkademikerIn","Staedtischer Raum","3000","0.713300744686134","0.69981247026449","0.726789019107779"
"Ja","2012","AkademikerIn","Laendlicher Raum","1177","0.677354711647082","0.655420546092163","0.699288877202002"
"keinen Tag","2013","(noch) kein Abschluss","Staedtischer Raum","143","0.138593295228466","0.11626634462045","0.160920245836482"
"keinen Tag","2013","(noch) kein Abschluss","Laendlicher Raum","62","0.131191511313924","0.0970667938837519","0.165316228744096"
"keinen Tag","2013","Hauptschule","Staedtischer Raum","1343","0.194797518263573","0.184655656900473","0.204939379626673"
"keinen Tag","2013","Hauptschule","Laendlicher Raum","763","0.196315292125709","0.183091569547069","0.209539014704348"
"keinen Tag","2013","Realschule","Staedtischer Raum","1253","0.26544126807511","0.252392527569834","0.278490008580386"
"keinen Tag","2013","Realschule","Laendlicher Raum","1062","0.313743011230896","0.297918721549879","0.329567300911913"
"keinen Tag","2013","(Fach-)Abitur","Staedtischer Raum","988","0.280053948171662","0.264656655999883","0.29545124034344"
"keinen Tag","2013","(Fach-)Abitur","Laendlicher Raum","383","0.311171732324568","0.284355306266896","0.337988158382241"
"keinen Tag","2013","AkademikerIn","Staedtischer Raum","1489","0.274851655949549","0.262398508333563","0.287304803565536"
"keinen Tag","2013","AkademikerIn","Laendlicher Raum","574","0.298539549916647","0.277686731644472","0.319392368188821"
"Ja","2013","(noch) kein Abschluss","Staedtischer Raum","777","0.861406704771534","0.839079754163518","0.88373365537955"
"Ja","2013","(noch) kein Abschluss","Laendlicher Raum","314","0.868808488686076","0.834683771255904","0.902933206116248"
"Ja","2013","Hauptschule","Staedtischer Raum","4515","0.805202481736427","0.795060620373327","0.815344343099527"
"Ja","2013","Hauptschule","Laendlicher Raum","2703","0.803684707874292","0.790460985295652","0.816908430452931"
"Ja","2013","Realschule","Staedtischer Raum","3146","0.73455873192489","0.721509991419614","0.747607472430166"
"Ja","2013","Realschule","Laendlicher Raum","2241","0.686256988769104","0.670432699088087","0.702081278450121"
"Ja","2013","(Fach-)Abitur","Staedtischer Raum","2279","0.719946051828338","0.70454875965656","0.735343344000117"
"Ja","2013","(Fach-)Abitur","Laendlicher Raum","762","0.688828267675432","0.662011841617759","0.715644693733104"
"Ja","2013","AkademikerIn","Staedtischer Raum","3448","0.725148344050451","0.712695196434464","0.737601491666437"
"Ja","2013","AkademikerIn","Laendlicher Raum","1276","0.701460450083353","0.680607631811179","0.722313268355528"
"keinen Tag","2014","(noch) kein Abschluss","Staedtischer Raum","225","0.276254282538058","0.242269477607056","0.310239087469059"
"keinen Tag","2014","(noch) kein Abschluss","Laendlicher Raum","76","0.204814812645611","0.160106246245125","0.249523379046097"
"keinen Tag","2014","Hauptschule","Staedtischer Raum","1355","0.223653246545934","0.212110261251732","0.235196231840137"
"keinen Tag","2014","Hauptschule","Laendlicher Raum","752","0.20458526715448","0.190364187084262","0.218806347224699"
"keinen Tag","2014","Realschule","Staedtischer Raum","1182","0.279648865964355","0.265488014901805","0.293809717026906"
"keinen Tag","2014","Realschule","Laendlicher Raum","946","0.321866080171259","0.304966909000137","0.338765251342381"
"keinen Tag","2014","(Fach-)Abitur","Staedtischer Raum","1024","0.319101323770359","0.302018068821776","0.336184578718942"
"keinen Tag","2014","(Fach-)Abitur","Laendlicher Raum","379","0.329764171672203","0.301095109631838","0.358433233712568"
"keinen Tag","2014","AkademikerIn","Staedtischer Raum","1393","0.301371088065982","0.28789098030054","0.314851195831423"
"keinen Tag","2014","AkademikerIn","Laendlicher Raum","542","0.310336283018028","0.288299176123315","0.33237338991274"
"Ja","2014","(noch) kein Abschluss","Staedtischer Raum","440","0.723745717461942","0.689760912530941","0.757730522392943"
"Ja","2014","(noch) kein Abschluss","Laendlicher Raum","237","0.795185187354389","0.750476620953903","0.839893753754875"
"Ja","2014","Hauptschule","Staedtischer Raum","3651","0.776346753454065","0.764803768159863","0.787889738748268"
"Ja","2014","Hauptschule","Laendlicher Raum","2339","0.79541473284552","0.781193652775301","0.809635812915738"
"Ja","2014","Realschule","Staedtischer Raum","2677","0.720351134035645","0.706190282973094","0.734511985098195"
"Ja","2014","Realschule","Laendlicher Raum","1990","0.678133919828741","0.661234748657619","0.695033090999864"
"Ja","2014","(Fach-)Abitur","Staedtischer Raum","1836","0.680898676229641","0.663815421281058","0.697981931178224"
"Ja","2014","(Fach-)Abitur","Laendlicher Raum","654","0.670235828327796","0.641566766287432","0.698904890368161"
"Ja","2014","AkademikerIn","Staedtischer Raum","3058","0.698628911934018","0.685148804168576","0.71210901969946"
"Ja","2014","AkademikerIn","Laendlicher Raum","1151","0.689663716981973","0.66762661008726","0.711700823876685"
"keinen Tag","2015","(noch) kein Abschluss","Staedtischer Raum","110","0.160949670637814","0.133019324324949","0.188880016950679"
"keinen Tag","2015","(noch) kein Abschluss","Laendlicher Raum","48","0.132091189711512","0.0933218633269387","0.170860516096086"
"keinen Tag","2015","Hauptschule","Staedtischer Raum","1035","0.193755522150368","0.182526274505897","0.204984769794839"
"keinen Tag","2015","Hauptschule","Laendlicher Raum","658","0.204285776972709","0.1897760198294","0.218795534116018"
"keinen Tag","2015","Realschule","Staedtischer Raum","1042","0.274089490383007","0.259616812602905","0.288562168163108"
"keinen Tag","2015","Realschule","Laendlicher Raum","896","0.31672248144691","0.299525363111151","0.33391959978267"
"keinen Tag","2015","(Fach-)Abitur","Staedtischer Raum","921","0.286705828393136","0.270561162363393","0.30285049442288"
"keinen Tag","2015","(Fach-)Abitur","Laendlicher Raum","345","0.31057642200614","0.283131368675982","0.338021475336298"
"keinen Tag","2015","AkademikerIn","Staedtischer Raum","1346","0.272087346985191","0.259219699921426","0.284954994048957"
"keinen Tag","2015","AkademikerIn","Laendlicher Raum","551","0.299569599388925","0.278114210980753","0.321024987797096"
"Ja","2015","(noch) kein Abschluss","Staedtischer Raum","555","0.839050329362186","0.811119983049321","0.866980675675051"
"Ja","2015","(noch) kein Abschluss","Laendlicher Raum","245","0.867908810288488","0.829139483903914","0.906678136673061"
"Ja","2015","Hauptschule","Staedtischer Raum","3724","0.806244477849632","0.795015230205161","0.817473725494103"
"Ja","2015","Hauptschule","Laendlicher Raum","2308","0.795714223027291","0.781204465883982","0.8102239801706"
"Ja","2015","Realschule","Staedtischer Raum","2607","0.725910509616993","0.711437831836892","0.740383187397095"
"Ja","2015","Realschule","Laendlicher Raum","1915","0.68327751855309","0.66608040021733","0.700474636888849"
"Ja","2015","(Fach-)Abitur","Staedtischer Raum","2093","0.713294171606864","0.69714950557712","0.729438837636607"
"Ja","2015","(Fach-)Abitur","Laendlicher Raum","747","0.68942357799386","0.661978524663702","0.716868631324018"
"Ja","2015","AkademikerIn","Staedtischer Raum","3249","0.727912653014809","0.715045005951044","0.740780300078574"
"Ja","2015","AkademikerIn","Laendlicher Raum","1200","0.700430400611075","0.678975012202904","0.721885789019247"
"keinen Tag","2016","(noch) kein Abschluss","Staedtischer Raum","107","0.172486396921524","0.141975467338038","0.20299732650501"
"keinen Tag","2016","(noch) kein Abschluss","Laendlicher Raum","37","0.095060288616148","0.0573192814035388","0.132801295828757"
"keinen Tag","2016","Hauptschule","Staedtischer Raum","909","0.20728064847245","0.195062097326306","0.219499199618594"
"keinen Tag","2016","Hauptschule","Laendlicher Raum","592","0.210418221047436","0.194986266868308","0.225850175226564"
"keinen Tag","2016","Realschule","Staedtischer Raum","888","0.262209871337441","0.24725755342621","0.277162189248672"
"keinen Tag","2016","Realschule","Laendlicher Raum","804","0.294144194319375","0.276656504823726","0.311631883815025"
"keinen Tag","2016","(Fach-)Abitur","Staedtischer Raum","787","0.2694284102857","0.252634463679345","0.286222356892054"
"keinen Tag","2016","(Fach-)Abitur","Laendlicher Raum","307","0.299451250095754","0.270804550518722","0.328097949672785"
"keinen Tag","2016","AkademikerIn","Staedtischer Raum","1261","0.294832754982953","0.281039689286219","0.308625820679688"
"keinen Tag","2016","AkademikerIn","Laendlicher Raum","489","0.294426559133715","0.272374283880523","0.316478834386907"
"Ja","2016","(noch) kein Abschluss","Staedtischer Raum","482","0.827513603078476","0.79700267349499","0.858024532661962"
"Ja","2016","(noch) kein Abschluss","Laendlicher Raum","195","0.904939711383852","0.867198704171243","0.942680718596461"
"Ja","2016","Hauptschule","Staedtischer Raum","3319","0.79271935152755","0.780500800381406","0.804937902673694"
"Ja","2016","Hauptschule","Laendlicher Raum","2088","0.789581778952564","0.774149824773436","0.805013733131693"
"Ja","2016","Realschule","Staedtischer Raum","2436","0.737790128662559","0.722837810751328","0.75274244657379"
"Ja","2016","Realschule","Laendlicher Raum","1804","0.705855805680625","0.688368116184975","0.723343495176274"
"Ja","2016","(Fach-)Abitur","Staedtischer Raum","1894","0.7305715897143","0.713777643107946","0.747365536320655"
"Ja","2016","(Fach-)Abitur","Laendlicher Raum","675","0.700548749904246","0.671902050327215","0.729195449481278"
"Ja","2016","AkademikerIn","Staedtischer Raum","2937","0.705167245017047","0.691374179320312","0.718960310713781"
"Ja","2016","AkademikerIn","Laendlicher Raum","1152","0.705573440866285","0.683521165613093","0.727625716119477"
"keinen Tag","2017","(noch) kein Abschluss","Staedtischer Raum","93","0.125962503622283","0.10049361657455","0.151431390670015"
"keinen Tag","2017","(noch) kein Abschluss","Laendlicher Raum","36","0.145446132928482","0.103316006504777","0.187576259352188"
"keinen Tag","2017","Hauptschule","Staedtischer Raum","924","0.207453467920708","0.195342361707989","0.219564574133428"
"keinen Tag","2017","Hauptschule","Laendlicher Raum","613","0.19635208039108","0.181588276679148","0.211115884103012"
"keinen Tag","2017","Realschule","Staedtischer Raum","1020","0.273472365958014","0.259339105419547","0.287605626496481"
"keinen Tag","2017","Realschule","Laendlicher Raum","814","0.247908334905248","0.232513259760465","0.26330341005003"
"keinen Tag","2017","(Fach-)Abitur","Staedtischer Raum","819","0.268039804806603","0.25210721515646","0.283972394456746"
"keinen Tag","2017","(Fach-)Abitur","Laendlicher Raum","332","0.277131318066072","0.251149581578312","0.303113054553832"
"keinen Tag","2017","AkademikerIn","Staedtischer Raum","1286","0.27068405276344","0.257903844257406","0.283464261269473"
"keinen Tag","2017","AkademikerIn","Laendlicher Raum","511","0.266111229054392","0.245729738602939","0.286492719505844"
"Ja","2017","(noch) kein Abschluss","Staedtischer Raum","559","0.874037496377717","0.848568609329985","0.89950638342545"
"Ja","2017","(noch) kein Abschluss","Laendlicher Raum","233","0.854553867071518","0.812423740647812","0.896683993495223"
"Ja","2017","Hauptschule","Staedtischer Raum","3382","0.792546532079292","0.780435425866572","0.804657638292011"
"Ja","2017","Hauptschule","Laendlicher Raum","2168","0.80364791960892","0.788884115896988","0.818411723320852"
"Ja","2017","Realschule","Staedtischer Raum","2801","0.726527634041986","0.712394373503519","0.740660894580453"
"Ja","2017","Realschule","Laendlicher Raum","2208","0.752091665094752","0.73669658994997","0.767486740239535"
"Ja","2017","(Fach-)Abitur","Staedtischer Raum","2150","0.731960195193397","0.716027605543254","0.74789278484354"
"Ja","2017","(Fach-)Abitur","Laendlicher Raum","808","0.722868681933928","0.696886945446168","0.748850418421688"
"Ja","2017","AkademikerIn","Staedtischer Raum","3357","0.72931594723656","0.716535738730527","0.742096155742594"
"Ja","2017","AkademikerIn","Laendlicher Raum","1295","0.733888770945608","0.713507280494156","0.754270261397061"
"keinen Tag","2018","(noch) kein Abschluss","Staedtischer Raum","90","0.118908501414528","0.094101391255372","0.143715611573685"
"keinen Tag","2018","(noch) kein Abschluss","Laendlicher Raum","35","0.129797794242532","0.0867368143554737","0.17285877412959"
"keinen Tag","2018","Hauptschule","Staedtischer Raum","823","0.184567010253435","0.172723913570219","0.196410106936651"
"keinen Tag","2018","Hauptschule","Laendlicher Raum","573","0.212839627218594","0.197112394937988","0.228566859499199"
"keinen Tag","2018","Realschule","Staedtischer Raum","935","0.25283624632779","0.238764802342746","0.266907690312833"
"keinen Tag","2018","Realschule","Laendlicher Raum","809","0.257136781075069","0.2412952944036","0.272978267746537"
"keinen Tag","2018","(Fach-)Abitur","Staedtischer Raum","788","0.255508390416595","0.23957954366539","0.271437237167801"
"keinen Tag","2018","(Fach-)Abitur","Laendlicher Raum","320","0.279302492134279","0.252884967177773","0.305720017090786"
"keinen Tag","2018","AkademikerIn","Staedtischer Raum","1215","0.249355825583173","0.236793123756334","0.261918527410013"
"keinen Tag","2018","AkademikerIn","Laendlicher Raum","465","0.256657653728991","0.236134456732513","0.277180850725468"
"Ja","2018","(noch) kein Abschluss","Staedtischer Raum","564","0.881091498585472","0.856284388426315","0.905898608744628"
"Ja","2018","(noch) kein Abschluss","Laendlicher Raum","199","0.870202205757468","0.82714122587041","0.913263185644526"
"Ja","2018","Hauptschule","Staedtischer Raum","3299","0.815432989746565","0.803589893063349","0.827276086429781"
"Ja","2018","Hauptschule","Laendlicher Raum","2029","0.787160372781406","0.771433140500801","0.802887605062012"
"Ja","2018","Realschule","Staedtischer Raum","2730","0.747163753672211","0.733092309687167","0.761235197657254"
"Ja","2018","Realschule","Laendlicher Raum","2115","0.742863218924931","0.727021732253463","0.7587047055964"
"Ja","2018","(Fach-)Abitur","Staedtischer Raum","2092","0.744491609583405","0.728562762832199","0.76042045633461"
"Ja","2018","(Fach-)Abitur","Laendlicher Raum","788","0.720697507865721","0.694279982909214","0.747115032822227"
"Ja","2018","AkademikerIn","Staedtischer Raum","3341","0.750644174416827","0.738081472589987","0.763206876243666"
"Ja","2018","AkademikerIn","Laendlicher Raum","1275","0.743342346271009","0.722819149274532","0.763865543267487"
"keinen Tag","2019","(noch) kein Abschluss","Staedtischer Raum","73","0.108579934416954","0.0827432676544441","0.134416601179463"
"keinen Tag","2019","(noch) kein Abschluss","Laendlicher Raum","32","0.109865616998882","0.0675698279313686","0.152161406066396"
"keinen Tag","2019","Hauptschule","Staedtischer Raum","759","0.187489471581335","0.17490474423516","0.200074198927509"
"keinen Tag","2019","Hauptschule","Laendlicher Raum","484","0.182909258568651","0.16736471901609","0.198453798121211"
"keinen Tag","2019","Realschule","Staedtischer Raum","1001","0.261611807628009","0.24732002393491","0.275903591321108"
"keinen Tag","2019","Realschule","Laendlicher Raum","838","0.257082876058707","0.241179805496315","0.2729859466211"
"keinen Tag","2019","(Fach-)Abitur","Staedtischer Raum","810","0.242903712205606","0.227249961822866","0.258557462588346"
"keinen Tag","2019","(Fach-)Abitur","Laendlicher Raum","317","0.28504306122041","0.258169289150925","0.311916833289894"
"keinen Tag","2019","AkademikerIn","Staedtischer Raum","1491","0.257345134236828","0.24509581426756","0.269594454206096"
"keinen Tag","2019","AkademikerIn","Laendlicher Raum","556","0.240376536274936","0.221065796334531","0.259687276215342"
"Ja","2019","(noch) kein Abschluss","Staedtischer Raum","484","0.891420065583046","0.865583398820537","0.917256732345556"
"Ja","2019","(noch) kein Abschluss","Laendlicher Raum","178","0.890134383001118","0.847838593933604","0.932430172068631"
"Ja","2019","Hauptschule","Staedtischer Raum","2936","0.812510528418665","0.799925801072491","0.82509525576484"
"Ja","2019","Hauptschule","Laendlicher Raum","1892","0.817090741431349","0.801546201878789","0.83263528098391"
"Ja","2019","Realschule","Staedtischer Raum","2632","0.738388192371991","0.724096408678892","0.75267997606509"
"Ja","2019","Realschule","Laendlicher Raum","2063","0.742917123941293","0.7270140533789","0.758820194503685"
"Ja","2019","(Fach-)Abitur","Staedtischer Raum","2073","0.757096287794394","0.741442537411654","0.772750038177134"
"Ja","2019","(Fach-)Abitur","Laendlicher Raum","767","0.71495693877959","0.688083166710106","0.741830710849075"
"Ja","2019","AkademikerIn","Staedtischer Raum","3402","0.742654865763172","0.730405545793904","0.75490418573244"
"Ja","2019","AkademikerIn","Laendlicher Raum","1325","0.759623463725064","0.740312723784658","0.778934203665469"
"keinen Tag","2020","(noch) kein Abschluss","Staedtischer Raum","446","0.180941222847077","0.160070543193972","0.201811902500182"
"keinen Tag","2020","(noch) kein Abschluss","Laendlicher Raum","205","0.167592311361142","0.135972390185037","0.199212232537247"
"keinen Tag","2020","Hauptschule","Staedtischer Raum","943","0.181942643492662","0.169962899050374","0.193922387934951"
"keinen Tag","2020","Hauptschule","Laendlicher Raum","575","0.192298858240239","0.17658064324849","0.208017073231988"
"keinen Tag","2020","Realschule","Staedtischer Raum","887","0.238727065047997","0.224412338750878","0.253041791345116"
"keinen Tag","2020","Realschule","Laendlicher Raum","762","0.280243409901929","0.263265118306063","0.297221701497794"
"keinen Tag","2020","(Fach-)Abitur","Staedtischer Raum","1156","0.253592236041064","0.239260377575083","0.267924094507045"
"keinen Tag","2020","(Fach-)Abitur","Laendlicher Raum","440","0.313087432173693","0.287419973509253","0.338754890838133"
"keinen Tag","2020","AkademikerIn","Staedtischer Raum","1775","0.26086435169694","0.249317183252376","0.272411520141504"
"keinen Tag","2020","AkademikerIn","Laendlicher Raum","691","0.284974112995092","0.265205727368788","0.304742498621397"
"Ja","2020","(noch) kein Abschluss","Staedtischer Raum","861","0.819058777152923","0.798188097499818","0.839929456806028"
"Ja","2020","(noch) kein Abschluss","Laendlicher Raum","331","0.832407688638858","0.800787767462753","0.864027609814963"
"Ja","2020","Hauptschule","Staedtischer Raum","3041","0.818057356507338","0.806077612065049","0.830037100949626"
"Ja","2020","Hauptschule","Laendlicher Raum","1840","0.807701141759761","0.791982926768012","0.82341935675151"
"Ja","2020","Realschule","Staedtischer Raum","2520","0.761272934952003","0.746958208654884","0.775587661249122"
"Ja","2020","Realschule","Laendlicher Raum","1926","0.719756590098071","0.702778298502206","0.736734881693937"
"Ja","2020","(Fach-)Abitur","Staedtischer Raum","2384","0.746407763958936","0.732075905492955","0.760739622424917"
"Ja","2020","(Fach-)Abitur","Laendlicher Raum","814","0.686912567826307","0.661245109161867","0.712580026490747"
"Ja","2020","AkademikerIn","Staedtischer Raum","3780","0.73913564830306","0.727588479858496","0.750682816747624"
"Ja","2020","AkademikerIn","Laendlicher Raum","1312","0.715025887004908","0.695257501378603","0.734794272631212"
