"ple0044_h","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2012","Thüringen","weiblich","437","0.751947635972121","0.716769380907042","0.787125891037199"
"Nein","2013","Schleswig-Holstein","männlich","110","0.214359770317991","0.177609221182736","0.251110319453245"
"Nein","2013","Schleswig-Holstein","weiblich","132","0.210294663666977","0.177439698345449","0.243149628988506"
"Nein","2013","Hamburg","männlich","66","0.219282640604799","0.167786901620552","0.270778379589047"
"Nein","2013","Hamburg","weiblich","71","0.138030035568503","0.0995083218646367","0.17655174927237"
"Nein","2013","Niedersachsen","männlich","385","0.257494443045492","0.233852444130605","0.28113644196038"
"Nein","2013","Niedersachsen","weiblich","349","0.193301430629329","0.173693239033011","0.212909622225647"
"Nein","2013","Bremen","männlich","28","","",""
"Nein","2013","Bremen","weiblich","33","0.178628533502278","0.114014562995469","0.243242504009086"
"Nein","2013","Nordrhein-Westfalen","männlich","869","0.280897895851642","0.264520554655399","0.297275237047884"
"Nein","2013","Nordrhein-Westfalen","weiblich","935","0.232743991823903","0.218643056137234","0.246844927510573"
"Nein","2013","Hessen","männlich","246","0.239072203383809","0.212636896424286","0.265507510343332"
"Nein","2013","Hessen","weiblich","248","0.183130988227061","0.161100233777441","0.205161742676681"
"Nein","2013","Rheinland-Pfalz,Saarland","männlich","248","0.271989235116129","0.241134667852693","0.302843802379566"
"Nein","2013","Rheinland-Pfalz,Saarland","weiblich","261","0.23121778793768","0.204379413579009","0.25805616229635"
"Nein","2013","Baden-Württemberg","männlich","484","0.275036348451858","0.253890623816915","0.296182073086801"
"Nein","2013","Baden-Württemberg","weiblich","535","0.23611239412857","0.217601319161489","0.254623469095651"
"Nein","2013","Bayern","männlich","649","0.283158741739141","0.264237674156003","0.302079809322279"
"Nein","2013","Bayern","weiblich","758","0.251133601273164","0.234556546118742","0.267710656427586"
"Nein","2013","Saarland","männlich","","","",""
"Nein","2013","Saarland","weiblich","","","",""
"Nein","2013","Berlin","männlich","155","0.266782392050379","0.228658446244491","0.304906337856266"
"Nein","2013","Berlin","weiblich","139","0.200011322055595","0.169069221902118","0.230953422209073"
"Nein","2013","Brandenburg","männlich","128","0.262461455136991","0.223819548501347","0.301103361772636"
"Nein","2013","Brandenburg","weiblich","139","0.194149403897988","0.162630892328485","0.225667915467491"
"Nein","2013","Mecklenburg-Vorpommern","männlich","81","0.26493136234631","0.211698874850257","0.318163849842362"
"Nein","2013","Mecklenburg-Vorpommern","weiblich","93","0.285823830731432","0.237224426634517","0.334423234828348"
"Nein","2013","Sachsen","männlich","285","0.33837150824296","0.306316982545921","0.370426033939999"
"Nein","2013","Sachsen","weiblich","244","0.222376029711433","0.195606728798174","0.249145330624691"
"Nein","2013","Sachsen-Anhalt","männlich","160","0.374263969562154","0.330926362708653","0.417601576415655"
"Nein","2013","Sachsen-Anhalt","weiblich","128","0.188066367699882","0.156400893799159","0.219731841600604"
"Nein","2013","Thüringen","männlich","159","0.323402640208473","0.280977178177415","0.365828102239532"
"Nein","2013","Thüringen","weiblich","133","0.241193834316973","0.20591839805697","0.276469270576976"
"Ja","2013","Schleswig-Holstein","männlich","369","0.78564022968201","0.748889680546755","0.822390778817264"
"Ja","2013","Schleswig-Holstein","weiblich","459","0.789705336333023","0.756850371011494","0.822560301654551"
"Ja","2013","Hamburg","männlich","182","0.7807173593952","0.729221620410953","0.832213098379448"
"Ja","2013","Hamburg","weiblich","237","0.861969964431497","0.82344825072763","0.900491678135363"
"Ja","2013","Niedersachsen","männlich","929","0.742505556954507","0.71886355803962","0.766147555869395"
"Ja","2013","Niedersachsen","weiblich","1209","0.806698569370671","0.787090377774353","0.826306760966989"
"Ja","2013","Bremen","männlich","77","0.859262059166259","0.792746712993294","0.925777405339224"
"Ja","2013","Bremen","weiblich","102","0.821371466497722","0.756757495990914","0.885985437004531"
"Ja","2013","Nordrhein-Westfalen","männlich","2024","0.719102104148358","0.702724762952116","0.735479445344601"
"Ja","2013","Nordrhein-Westfalen","weiblich","2515","0.767256008176097","0.753155072489427","0.781356943862766"
"Ja","2013","Hessen","männlich","754","0.760927796616191","0.734492489656667","0.787363103575714"
"Ja","2013","Hessen","weiblich","936","0.816869011772939","0.794838257323319","0.838899766222559"
"Ja","2013","Rheinland-Pfalz,Saarland","männlich","551","0.728010764883871","0.697156197620434","0.758865332147307"
"Ja","2013","Rheinland-Pfalz,Saarland","weiblich","687","0.76878221206232","0.74194383770365","0.795620586420991"
"Ja","2013","Baden-Württemberg","männlich","1229","0.724963651548142","0.703817926913199","0.746109376183085"
"Ja","2013","Baden-Württemberg","weiblich","1487","0.76388760587143","0.745376530904349","0.782398680838511"
"Ja","2013","Bayern","männlich","1529","0.716841258260859","0.697920190677721","0.735762325843997"
"Ja","2013","Bayern","weiblich","1871","0.748866398726836","0.732289343572414","0.765443453881258"
"Ja","2013","Saarland","männlich","","","",""
"Ja","2013","Saarland","weiblich","","","",""
"Ja","2013","Berlin","männlich","362","0.733217607949622","0.695093662143734","0.771341553755509"
"Ja","2013","Berlin","weiblich","503","0.799988677944405","0.769046577790927","0.830930778097882"
"Ja","2013","Brandenburg","männlich","370","0.737538544863009","0.698896638227364","0.776180451498653"
"Ja","2013","Brandenburg","weiblich","466","0.805850596102012","0.774332084532509","0.837369107671515"
"Ja","2013","Mecklenburg-Vorpommern","männlich","183","0.735068637653691","0.681836150157638","0.788301125149743"
"Ja","2013","Mecklenburg-Vorpommern","weiblich","239","0.714176169268568","0.665576765171652","0.762775573365483"
"Ja","2013","Sachsen","männlich","552","0.66162849175704","0.629573966060001","0.693683017454079"
"Ja","2013","Sachsen","weiblich","683","0.777623970288567","0.750854669375309","0.804393271201826"
"Ja","2013","Sachsen-Anhalt","männlich","319","0.625736030437846","0.582398423584345","0.669073637291347"
"Ja","2013","Sachsen-Anhalt","weiblich","457","0.811933632300119","0.780268158399396","0.843599106200841"
"Ja","2013","Thüringen","männlich","308","0.676597359791527","0.634171897760468","0.719022821822585"
"Ja","2013","Thüringen","weiblich","432","0.758806165683027","0.723530729423025","0.79408160194303"
"Nein","2014","Schleswig-Holstein","männlich","121","0.223665642252461","0.183032402557557","0.264298881947364"
"Nein","2014","Schleswig-Holstein","weiblich","153","0.211508726737889","0.175996424695202","0.247021028780577"
"Nein","2014","Hamburg","männlich","71","0.333892403638214","0.268695717030241","0.399089090246187"
"Nein","2014","Hamburg","weiblich","85","0.260026262211293","0.203703118089783","0.316349406332802"
"Nein","2014","Niedersachsen","männlich","398","0.323093467485613","0.296677696617813","0.349509238353414"
"Nein","2014","Niedersachsen","weiblich","379","0.219926586216227","0.198065458434947","0.241787713997508"
"Nein","2014","Bremen","männlich","32","0.213020484595573","0.129805983272021","0.296234985919125"
"Nein","2014","Bremen","weiblich","48","0.259659246241134","0.180883534679014","0.338434957803254"
"Nein","2014","Nordrhein-Westfalen","männlich","851","0.315143773495675","0.297115799146898","0.333171747844452"
"Nein","2014","Nordrhein-Westfalen","weiblich","956","0.270896275691258","0.255016909184334","0.286775642198183"
"Nein","2014","Hessen","männlich","254","0.280818993162483","0.250991126555821","0.310646859769144"
"Nein","2014","Hessen","weiblich","266","0.240731099159028","0.214099674548568","0.267362523769488"
"Nein","2014","Rheinland-Pfalz,Saarland","männlich","234","0.274193143828702","0.241471296511501","0.306914991145902"
"Nein","2014","Rheinland-Pfalz,Saarland","weiblich","246","0.225301690134469","0.196930724389638","0.2536726558793"
"Nein","2014","Baden-Württemberg","männlich","472","0.312880075024963","0.289193655846603","0.336566494203324"
"Nein","2014","Baden-Württemberg","weiblich","509","0.240378510513429","0.220137012421431","0.260620008605427"
"Nein","2014","Bayern","männlich","649","0.299830198761562","0.279694343838199","0.319966053684925"
"Nein","2014","Bayern","weiblich","722","0.265286752286207","0.247463579530272","0.283109925042142"
"Nein","2014","Saarland","männlich","","","",""
"Nein","2014","Saarland","weiblich","","","",""
"Nein","2014","Berlin","männlich","127","0.299273054408563","0.256484267918051","0.342061840899076"
"Nein","2014","Berlin","weiblich","135","0.249808610655092","0.213091609596832","0.286525611713353"
"Nein","2014","Brandenburg","männlich","139","0.331814213271225","0.288831508827218","0.374796917715231"
"Nein","2014","Brandenburg","weiblich","129","0.194390966518323","0.161318472275217","0.227463460761428"
"Nein","2014","Mecklenburg-Vorpommern","männlich","67","0.209079059644449","0.15826284117242","0.259895278116478"
"Nein","2014","Mecklenburg-Vorpommern","weiblich","78","0.255390821778062","0.206689632349662","0.304092011206463"
"Nein","2014","Sachsen","männlich","238","0.333704018823816","0.300069212554474","0.367338825093159"
"Nein","2014","Sachsen","weiblich","232","0.246604544914952","0.217473093078385","0.27573599675152"
"Nein","2014","Sachsen-Anhalt","männlich","145","0.325605787696819","0.281159332606574","0.370052242787064"
"Nein","2014","Sachsen-Anhalt","weiblich","128","0.211857791315417","0.176702643724486","0.247012938906349"
"Nein","2014","Thüringen","männlich","138","0.364514306609336","0.319233578219617","0.409795034999055"
"Nein","2014","Thüringen","weiblich","133","0.217164958152476","0.182516920371586","0.251812995933367"
"Ja","2014","Schleswig-Holstein","männlich","283","0.776334357747539","0.735701118052636","0.816967597442443"
"Ja","2014","Schleswig-Holstein","weiblich","355","0.788491273262111","0.752978971219423","0.824003575304798"
"Ja","2014","Hamburg","männlich","130","0.666107596361786","0.600910909753813","0.731304282969759"
"Ja","2014","Hamburg","weiblich","148","0.739973737788707","0.683650593667198","0.796296881910217"
"Ja","2014","Niedersachsen","männlich","806","0.676906532514387","0.650490761646586","0.703322303382187"
"Ja","2014","Niedersachsen","weiblich","1000","0.780073413783773","0.758212286002492","0.801934541565053"
"Ja","2014","Bremen","männlich","61","0.786979515404427","0.703765014080875","0.870194016727979"
"Ja","2014","Bremen","weiblich","71","0.740340753758866","0.661565042196746","0.819116465320986"
"Ja","2014","Nordrhein-Westfalen","männlich","1700","0.684856226504325","0.666828252155548","0.702884200853102"
"Ja","2014","Nordrhein-Westfalen","weiblich","2053","0.729103724308742","0.713224357801817","0.744983090815666"
"Ja","2014","Hessen","männlich","618","0.719181006837518","0.689353140230856","0.749008873444179"
"Ja","2014","Hessen","weiblich","724","0.759268900840972","0.732637476230512","0.785900325451432"
"Ja","2014","Rheinland-Pfalz,Saarland","männlich","480","0.725806856171298","0.693085008854098","0.758528703488499"
"Ja","2014","Rheinland-Pfalz,Saarland","weiblich","587","0.774698309865531","0.7463273441207","0.803069275610362"
"Ja","2014","Baden-Württemberg","männlich","1000","0.687119924975037","0.663433505796676","0.710806344153397"
"Ja","2014","Baden-Württemberg","weiblich","1203","0.759621489486571","0.739379991394573","0.779862987578569"
"Ja","2014","Bayern","männlich","1340","0.700169801238438","0.680033946315075","0.720305656161801"
"Ja","2014","Bayern","weiblich","1635","0.734713247713793","0.716890074957858","0.752536420469728"
"Ja","2014","Saarland","männlich","","","",""
"Ja","2014","Saarland","weiblich","","","",""
"Ja","2014","Berlin","männlich","313","0.700726945591436","0.657938159100924","0.743515732081949"
"Ja","2014","Berlin","weiblich","399","0.750191389344907","0.713474388286647","0.786908390403168"
"Ja","2014","Brandenburg","männlich","322","0.668185786728775","0.625203082284769","0.711168491172782"
"Ja","2014","Brandenburg","weiblich","421","0.805609033481677","0.772536539238572","0.838681527724783"
"Ja","2014","Mecklenburg-Vorpommern","männlich","179","0.790920940355551","0.740104721883522","0.84173715882758"
"Ja","2014","Mecklenburg-Vorpommern","weiblich","230","0.744609178221938","0.695907988793537","0.793310367650338"
"Ja","2014","Sachsen","männlich","517","0.666295981176184","0.632661174906841","0.699930787445526"
"Ja","2014","Sachsen","weiblich","609","0.753395455085048","0.72426400324848","0.782526906921615"
"Ja","2014","Sachsen-Anhalt","männlich","282","0.674394212303181","0.629947757212936","0.718840667393426"
"Ja","2014","Sachsen-Anhalt","weiblich","391","0.788142208684583","0.752987061093651","0.823297356275514"
"Ja","2014","Thüringen","männlich","296","0.635485693390664","0.590204965000944","0.680766421780383"
"Ja","2014","Thüringen","weiblich","411","0.782835041847524","0.748187004066633","0.817483079628414"
"Nein","2015","Schleswig-Holstein","männlich","110","0.234113436514537","0.192771485967178","0.275455387061895"
"Nein","2015","Schleswig-Holstein","weiblich","109","0.184238366214869","0.149912482577278","0.218564249852461"
"Nein","2015","Hamburg","männlich","62","0.245235094183132","0.186484584315432","0.303985604050832"
"Nein","2015","Hamburg","weiblich","56","0.195545624193344","0.14618313964622","0.244908108740467"
"Nein","2015","Niedersachsen","männlich","352","0.279238950278192","0.253813646289349","0.304664254267034"
"Nein","2015","Niedersachsen","weiblich","326","0.20491459421477","0.183672213088942","0.226156975340599"
"Nein","2015","Bremen","männlich","26","","",""
"Nein","2015","Bremen","weiblich","20","","",""
"Nein","2015","Nordrhein-Westfalen","männlich","736","0.275685546701265","0.25820043805978","0.293170655342751"
"Nein","2015","Nordrhein-Westfalen","weiblich","732","0.214222190111409","0.199538271596771","0.228906108626046"
"Nein","2015","Hessen","männlich","238","0.258178860996814","0.228827442252497","0.28753027974113"
"Nein","2015","Hessen","weiblich","230","0.209863961339876","0.184688065759748","0.235039856920004"
"Nein","2015","Rheinland-Pfalz,Saarland","männlich","228","0.274876034244836","0.242578108717405","0.307173959772267"
"Nein","2015","Rheinland-Pfalz,Saarland","weiblich","203","0.202957417062968","0.176123385941874","0.229791448184061"
"Nein","2015","Baden-Württemberg","männlich","439","0.305105018750696","0.281590776890685","0.328619260610707"
"Nein","2015","Baden-Württemberg","weiblich","458","0.248555991908155","0.227993885546186","0.269118098270125"
"Nein","2015","Bayern","männlich","606","0.29289797728918","0.272852577517916","0.312943377060443"
"Nein","2015","Bayern","weiblich","659","0.257623273782293","0.239919167471549","0.275327380093038"
"Nein","2015","Saarland","männlich","","","",""
"Nein","2015","Saarland","weiblich","","","",""
"Nein","2015","Berlin","männlich","108","0.22258175769868","0.183845436312244","0.261318079085116"
"Nein","2015","Berlin","weiblich","117","0.215040991058828","0.18022687958643","0.249855102531227"
"Nein","2015","Brandenburg","männlich","126","0.305314856173272","0.262621302692638","0.348008409653906"
"Nein","2015","Brandenburg","weiblich","120","0.214104093138768","0.179697096256589","0.248511090020947"
"Nein","2015","Mecklenburg-Vorpommern","männlich","65","0.321038175349477","0.262457524139991","0.379618826558963"
"Nein","2015","Mecklenburg-Vorpommern","weiblich","79","0.293417592065349","0.24256685908824","0.344268325042459"
"Nein","2015","Sachsen","männlich","227","0.327140092164481","0.292726643481103","0.361553540847859"
"Nein","2015","Sachsen","weiblich","210","0.252602910043901","0.222265405229097","0.282940414858706"
"Nein","2015","Sachsen-Anhalt","männlich","129","0.332422056799668","0.285906750422682","0.378937363176655"
"Nein","2015","Sachsen-Anhalt","weiblich","118","0.186929739676241","0.152516316889753","0.221343162462729"
"Nein","2015","Thüringen","männlich","135","0.28850118355131","0.246167832953923","0.330834534148697"
"Nein","2015","Thüringen","weiblich","127","0.237756924027158","0.201202279911463","0.274311568142853"
"Ja","2015","Schleswig-Holstein","männlich","293","0.765886563485463","0.724544612938105","0.807228514032822"
"Ja","2015","Schleswig-Holstein","weiblich","381","0.815761633785131","0.78143575014754","0.850087517422722"
"Ja","2015","Hamburg","männlich","144","0.754764905816868","0.696014395949168","0.813515415684568"
"Ja","2015","Hamburg","weiblich","192","0.804454375806656","0.755091891259533","0.85381686035378"
"Ja","2015","Niedersachsen","männlich","844","0.720761049721808","0.695335745732966","0.74618635371065"
"Ja","2015","Niedersachsen","weiblich","1061","0.795085405785229","0.773843024659401","0.816327786911058"
"Ja","2015","Bremen","männlich","56","0.765766851299803","0.67409972339094","0.857433979208666"
"Ja","2015","Bremen","weiblich","83","0.870622768262613","0.805808083051581","0.935437453473646"
"Ja","2015","Nordrhein-Westfalen","männlich","1773","0.724314453298735","0.706829344657249","0.74179956194022"
"Ja","2015","Nordrhein-Westfalen","weiblich","2267","0.785777809888591","0.771093891373953","0.800461728403229"
"Ja","2015","Hessen","männlich","616","0.741821139003186","0.71246972025887","0.771172557747503"
"Ja","2015","Hessen","weiblich","775","0.790136038660124","0.764960143079996","0.815311934240252"
"Ja","2015","Rheinland-Pfalz,Saarland","männlich","506","0.725123965755164","0.692826040227733","0.757421891282596"
"Ja","2015","Rheinland-Pfalz,Saarland","weiblich","660","0.797042582937032","0.770208551815939","0.823876614058126"
"Ja","2015","Baden-Württemberg","männlich","1034","0.694894981249304","0.671380739389293","0.718409223109315"
"Ja","2015","Baden-Württemberg","weiblich","1239","0.751444008091845","0.730881901729875","0.772006114453815"
"Ja","2015","Bayern","männlich","1374","0.70710202271082","0.687056622939557","0.727147422482084"
"Ja","2015","Bayern","weiblich","1685","0.742376726217707","0.724672619906962","0.760080832528451"
"Ja","2015","Saarland","männlich","","","",""
"Ja","2015","Saarland","weiblich","","","",""
"Ja","2015","Berlin","männlich","335","0.77741824230132","0.738681920914884","0.816154563687756"
"Ja","2015","Berlin","weiblich","418","0.784959008941172","0.750144897468773","0.81977312041357"
"Ja","2015","Brandenburg","männlich","321","0.694685143826728","0.651991590346095","0.737378697307362"
"Ja","2015","Brandenburg","weiblich","426","0.785895906861232","0.751488909979053","0.820302903743411"
"Ja","2015","Mecklenburg-Vorpommern","männlich","179","0.678961824650523","0.620381173441037","0.737542475860009"
"Ja","2015","Mecklenburg-Vorpommern","weiblich","229","0.706582407934651","0.655731674957541","0.75743314091176"
"Ja","2015","Sachsen","männlich","487","0.672859907835519","0.638446459152141","0.707273356518897"
"Ja","2015","Sachsen","weiblich","578","0.747397089956099","0.717059585141294","0.777734594770903"
"Ja","2015","Sachsen-Anhalt","männlich","265","0.667577943200331","0.621062636823345","0.714093249577318"
"Ja","2015","Sachsen-Anhalt","weiblich","375","0.813070260323759","0.778656837537271","0.847483683110247"
"Ja","2015","Thüringen","männlich","305","0.71149881644869","0.669165465851303","0.753832167046077"
"Ja","2015","Thüringen","weiblich","394","0.762243075972842","0.725688431857147","0.798797720088538"
"Nein","2016","Schleswig-Holstein","männlich","104","0.242873399660156","0.199120268720234","0.286626530600079"
"Nein","2016","Schleswig-Holstein","weiblich","107","0.199203080688716","0.162094246765269","0.236311914612162"
"Nein","2016","Hamburg","männlich","65","0.274824274258195","0.210839526563898","0.338809021952492"
"Nein","2016","Hamburg","weiblich","56","0.13361115522003","0.0901108859465465","0.177111424493513"
"Nein","2016","Niedersachsen","männlich","294","0.270507715000454","0.243977521416571","0.297037908584337"
"Nein","2016","Niedersachsen","weiblich","298","0.186465244569352","0.165019220610294","0.207911268528411"
"Nein","2016","Bremen","männlich","16","","",""
"Nein","2016","Bremen","weiblich","18","","",""
"Nein","2016","Nordrhein-Westfalen","männlich","657","0.289445094910898","0.270983326736531","0.307906863085264"
"Nein","2016","Nordrhein-Westfalen","weiblich","664","0.238516823530429","0.222456506233223","0.254577140827636"
"Nein","2016","Hessen","männlich","203","0.274120782099313","0.241806410642824","0.306435153555801"
"Nein","2016","Hessen","weiblich","201","0.194351201209812","0.168072402394376","0.220630000025248"
"Nein","2016","Rheinland-Pfalz,Saarland","männlich","236","0.285316419532105","0.251426059026763","0.319206780037447"
"Nein","2016","Rheinland-Pfalz,Saarland","weiblich","217","0.248013599008163","0.217937033570999","0.278090164445326"
"Nein","2016","Baden-Württemberg","männlich","370","0.311995832601698","0.286514850575017","0.33747681462838"
"Nein","2016","Baden-Württemberg","weiblich","417","0.257169882430381","0.235319151848553","0.27902061301221"
"Nein","2016","Bayern","männlich","510","0.276268719879636","0.255318740680208","0.297218699079065"
"Nein","2016","Bayern","weiblich","561","0.254021478373493","0.235394443382707","0.272648513364279"
"Nein","2016","Saarland","männlich","","","",""
"Nein","2016","Saarland","weiblich","","","",""
"Nein","2016","Berlin","männlich","92","0.227698505484056","0.186756501554963","0.268640509413149"
"Nein","2016","Berlin","weiblich","99","0.188244083640237","0.153842324421702","0.222645842858771"
"Nein","2016","Brandenburg","männlich","114","0.307577562344063","0.263389600415428","0.351765524272698"
"Nein","2016","Brandenburg","weiblich","97","0.186399438175967","0.152434539653718","0.220364336698217"
"Nein","2016","Mecklenburg-Vorpommern","männlich","70","0.358366941559286","0.296529795572763","0.420204087545809"
"Nein","2016","Mecklenburg-Vorpommern","weiblich","62","0.238795424767948","0.188857237785942","0.288733611749954"
"Nein","2016","Sachsen","männlich","210","0.305237676703168","0.270237159062178","0.340238194344158"
"Nein","2016","Sachsen","weiblich","185","0.215973803187802","0.186425280023276","0.245522326352328"
"Nein","2016","Sachsen-Anhalt","männlich","105","0.297064522135546","0.249595944609224","0.344533099661868"
"Nein","2016","Sachsen-Anhalt","weiblich","111","0.236504507471437","0.197756439483363","0.275252575459511"
"Nein","2016","Thüringen","männlich","110","0.326421905758971","0.280470191171431","0.372373620346512"
"Nein","2016","Thüringen","weiblich","118","0.241008660840336","0.203216626155369","0.278800695525304"
"Ja","2016","Schleswig-Holstein","männlich","265","0.757126600339844","0.713373469399921","0.800879731279766"
"Ja","2016","Schleswig-Holstein","weiblich","338","0.800796919311284","0.763688085387838","0.837905753234731"
"Ja","2016","Hamburg","männlich","122","0.725175725741805","0.661190978047508","0.789160473436102"
"Ja","2016","Hamburg","weiblich","179","0.86638884477997","0.822888575506487","0.909889114053454"
"Ja","2016","Niedersachsen","männlich","783","0.729492284999546","0.702962091415663","0.756022478583429"
"Ja","2016","Niedersachsen","weiblich","969","0.813534755430648","0.792088731471589","0.834980779389706"
"Ja","2016","Bremen","männlich","67","0.848627208014886","0.771520629692918","0.925733786336855"
"Ja","2016","Bremen","weiblich","75","0.853884108954768","0.782095620719723","0.925672597189812"
"Ja","2016","Nordrhein-Westfalen","männlich","1661","0.710554905089102","0.692093136914736","0.729016673263469"
"Ja","2016","Nordrhein-Westfalen","weiblich","2041","0.761483176469571","0.745422859172364","0.777543493766777"
"Ja","2016","Hessen","männlich","529","0.725879217900688","0.693564846444199","0.758193589357176"
"Ja","2016","Hessen","weiblich","670","0.805648798790188","0.779369999974752","0.831927597605624"
"Ja","2016","Rheinland-Pfalz,Saarland","männlich","446","0.714683580467895","0.680793219962553","0.748573940973237"
"Ja","2016","Rheinland-Pfalz,Saarland","weiblich","575","0.751986400991837","0.721909835554674","0.782062966429001"
"Ja","2016","Baden-Württemberg","männlich","900","0.688004167398302","0.66252318537162","0.713485149424983"
"Ja","2016","Baden-Württemberg","weiblich","1120","0.742830117569619","0.72097938698779","0.764680848151447"
"Ja","2016","Bayern","männlich","1240","0.723731280120364","0.702781300920935","0.744681259319792"
"Ja","2016","Bayern","weiblich","1537","0.745978521626507","0.727351486635721","0.764605556617293"
"Ja","2016","Saarland","männlich","","","",""
"Ja","2016","Saarland","weiblich","","","",""
"Ja","2016","Berlin","männlich","311","0.772301494515944","0.731359490586851","0.813243498445037"
"Ja","2016","Berlin","weiblich","397","0.811755916359763","0.777354157141229","0.846157675578298"
"Ja","2016","Brandenburg","männlich","305","0.692422437655937","0.648234475727302","0.736610399584572"
"Ja","2016","Brandenburg","weiblich","408","0.813600561824033","0.779635663301783","0.847565460346282"
"Ja","2016","Mecklenburg-Vorpommern","männlich","161","0.641633058440714","0.579795912454191","0.703470204427237"
"Ja","2016","Mecklenburg-Vorpommern","weiblich","218","0.761204575232052","0.711266388250046","0.811142762214058"
"Ja","2016","Sachsen","männlich","455","0.694762323296832","0.659761805655842","0.729762840937822"
"Ja","2016","Sachsen","weiblich","560","0.784026196812198","0.754477673647672","0.813574719976724"
"Ja","2016","Sachsen-Anhalt","männlich","251","0.702935477864454","0.655466900338132","0.750404055390776"
"Ja","2016","Sachsen-Anhalt","weiblich","351","0.763495492528563","0.724747424540489","0.802243560516636"
"Ja","2016","Thüringen","männlich","290","0.673578094241029","0.627626379653489","0.71952980882857"
"Ja","2016","Thüringen","weiblich","374","0.758991339159664","0.721199304474696","0.796783373844631"
"Nein","2017","Schleswig-Holstein","männlich","100","0.19203298147685","0.155186115064636","0.228879847889064"
"Nein","2017","Schleswig-Holstein","weiblich","103","0.166426683469344","0.133941465636818","0.198911901301871"
"Nein","2017","Hamburg","männlich","64","0.259269799309138","0.199570544519783","0.318969054098494"
"Nein","2017","Hamburg","weiblich","50","0.13651378401728","0.0942076064828138","0.178819961551746"
"Nein","2017","Niedersachsen","männlich","303","0.223135727586919","0.200064188483181","0.246207266690657"
"Nein","2017","Niedersachsen","weiblich","299","0.177430577528764","0.157553276858083","0.197307878199444"
"Nein","2017","Bremen","männlich","27","","",""
"Nein","2017","Bremen","weiblich","32","0.257753045464409","0.179494173638673","0.336011917290146"
"Nein","2017","Nordrhein-Westfalen","männlich","694","0.29210638926817","0.274281263155722","0.309931515380619"
"Nein","2017","Nordrhein-Westfalen","weiblich","685","0.217609942772165","0.202745341499021","0.232474544045308"
"Nein","2017","Hessen","männlich","224","0.261825118797501","0.231880539998289","0.291769697596712"
"Nein","2017","Hessen","weiblich","175","0.162937381439315","0.139366187305928","0.186508575572702"
"Nein","2017","Rheinland-Pfalz,Saarland","männlich","216","0.27553828604098","0.242345617661832","0.308730954420127"
"Nein","2017","Rheinland-Pfalz,Saarland","weiblich","193","0.218590208080009","0.190110954242155","0.247069461917864"
"Nein","2017","Baden-Württemberg","männlich","399","0.303568155477112","0.279184985969581","0.327951324984642"
"Nein","2017","Baden-Württemberg","weiblich","414","0.241692592901885","0.220871218281812","0.262513967521958"
"Nein","2017","Bayern","männlich","542","0.284212547014504","0.264006061292806","0.304419032736202"
"Nein","2017","Bayern","weiblich","624","0.261051628508529","0.242903699005585","0.279199558011473"
"Nein","2017","Saarland","männlich","","","",""
"Nein","2017","Saarland","weiblich","","","",""
"Nein","2017","Berlin","männlich","113","0.235280121170731","0.19689123803931","0.273669004302153"
"Nein","2017","Berlin","weiblich","100","0.193087296498086","0.158863532827387","0.227311060168785"
"Nein","2017","Brandenburg","männlich","114","0.222969060440539","0.18545803139131","0.260480089489768"
"Nein","2017","Brandenburg","weiblich","114","0.177796781520584","0.145843292933849","0.209750270107318"
"Nein","2017","Mecklenburg-Vorpommern","männlich","64","0.251937511568681","0.198443743925912","0.305431279211451"
"Nein","2017","Mecklenburg-Vorpommern","weiblich","57","0.226967168581097","0.180263677974407","0.273670659187788"
"Nein","2017","Sachsen","männlich","230","0.296179417174153","0.264034992392985","0.328323841955321"
"Nein","2017","Sachsen","weiblich","182","0.199525868353483","0.172722312596704","0.226329424110262"
"Nein","2017","Sachsen-Anhalt","männlich","111","0.272855837817387","0.22892935517045","0.316782320464324"
"Nein","2017","Sachsen-Anhalt","weiblich","119","0.1866620090753","0.152678681702392","0.220645336448208"
"Nein","2017","Thüringen","männlich","141","0.315923524564946","0.272237072711773","0.35960997641812"
"Nein","2017","Thüringen","weiblich","124","0.239107431493844","0.202759603570943","0.275455259416744"
"Ja","2017","Schleswig-Holstein","männlich","339","0.80796701852315","0.771120152110936","0.844813884935364"
"Ja","2017","Schleswig-Holstein","weiblich","402","0.833573316530655","0.801088098698129","0.866058534363181"
"Ja","2017","Hamburg","männlich","143","0.740730200690862","0.681030945901506","0.800429455480217"
"Ja","2017","Hamburg","weiblich","203","0.86348621598272","0.821180038448254","0.905792393517186"
"Ja","2017","Niedersachsen","männlich","948","0.776864272413081","0.753792733309343","0.799935811516819"
"Ja","2017","Niedersachsen","weiblich","1120","0.822569422471236","0.802692121800556","0.842446723141917"
"Ja","2017","Bremen","männlich","69","0.815015358328596","0.737343587408138","0.892687129249053"
"Ja","2017","Bremen","weiblich","88","0.742246954535591","0.663988082709854","0.820505826361327"
"Ja","2017","Nordrhein-Westfalen","männlich","1806","0.70789361073183","0.690068484619382","0.725718736844278"
"Ja","2017","Nordrhein-Westfalen","weiblich","2275","0.782390057227835","0.767525455954692","0.797254658500979"
"Ja","2017","Hessen","männlich","604","0.738174881202499","0.708230302403288","0.768119460001711"
"Ja","2017","Hessen","weiblich","768","0.837062618560685","0.813491424427298","0.860633812694072"
