"ple0044_h","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"keinen Tag","1987","Hauptschule","Nordrhein-Westfalen","391","0.242056230047962","0.220365767640116","0.263746692455808"
"keinen Tag","1987","Hauptschule","Hessen","162","0.217271742134063","0.183297716886164","0.251245767381962"
"keinen Tag","1987","Hauptschule","Rheinland-Pfalz,Saarland","150","0.265721593384816","0.227572143578685","0.303871043190947"
"keinen Tag","1987","Hauptschule","Baden-Wuerttemberg","370","0.294275799416667","0.267891196560914","0.320660402272419"
"keinen Tag","1987","Hauptschule","Bayern","328","0.288096096910147","0.260276324273497","0.315915869546796"
"keinen Tag","1987","Hauptschule","Saarland","","","",""
"keinen Tag","1987","Hauptschule","Berlin","49","0.21851280288095","0.156210497623359","0.280815108138542"
"keinen Tag","1987","Hauptschule","Brandenburg","","","",""
"keinen Tag","1987","Hauptschule","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1987","Hauptschule","Sachsen","","","",""
"keinen Tag","1987","Hauptschule","Sachsen-Anhalt","","","",""
"keinen Tag","1987","Hauptschule","Thueringen","","","",""
"keinen Tag","1987","Realschule","Schleswig-Holstein","23","","",""
"keinen Tag","1987","Realschule","Hamburg","13","","",""
"keinen Tag","1987","Realschule","Niedersachsen","81","0.326521196569382","0.266178911244221","0.386863481894543"
"keinen Tag","1987","Realschule","Bremen","7","","",""
"keinen Tag","1987","Realschule","Nordrhein-Westfalen","137","0.290447964766305","0.248174044711264","0.332721884821345"
"keinen Tag","1987","Realschule","Hessen","60","0.355773894667983","0.281823354319394","0.429724435016572"
"keinen Tag","1987","Realschule","Rheinland-Pfalz,Saarland","29","","",""
"keinen Tag","1987","Realschule","Baden-Wuerttemberg","84","0.299334147548451","0.245499818977408","0.353168476119495"
"keinen Tag","1987","Realschule","Bayern","99","0.298018598420153","0.246602894480435","0.34943430235987"
"keinen Tag","1987","Realschule","Saarland","","","",""
"keinen Tag","1987","Realschule","Berlin","19","","",""
"keinen Tag","1987","Realschule","Brandenburg","","","",""
"keinen Tag","1987","Realschule","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1987","Realschule","Sachsen","","","",""
"keinen Tag","1987","Realschule","Sachsen-Anhalt","","","",""
"keinen Tag","1987","Realschule","Thueringen","","","",""
"keinen Tag","1987","(Fach-)Abitur","Schleswig-Holstein","5","","",""
"keinen Tag","1987","(Fach-)Abitur","Hamburg","6","","",""
"keinen Tag","1987","(Fach-)Abitur","Niedersachsen","29","","",""
"keinen Tag","1987","(Fach-)Abitur","Bremen","2","","",""
"keinen Tag","1987","(Fach-)Abitur","Nordrhein-Westfalen","72","0.31491504371275","0.256634700966196","0.373195386459305"
"keinen Tag","1987","(Fach-)Abitur","Hessen","22","","",""
"keinen Tag","1987","(Fach-)Abitur","Rheinland-Pfalz,Saarland","10","","",""
"keinen Tag","1987","(Fach-)Abitur","Baden-Wuerttemberg","36","0.281921032595224","0.201752257547579","0.36208980764287"
"keinen Tag","1987","(Fach-)Abitur","Bayern","29","","",""
"keinen Tag","1987","(Fach-)Abitur","Saarland","","","",""
"keinen Tag","1987","(Fach-)Abitur","Berlin","11","","",""
"keinen Tag","1987","(Fach-)Abitur","Brandenburg","","","",""
"keinen Tag","1987","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1987","(Fach-)Abitur","Sachsen","","","",""
"keinen Tag","1987","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"keinen Tag","1987","(Fach-)Abitur","Thueringen","","","",""
"keinen Tag","1987","AkademikerIn","Schleswig-Holstein","8","","",""
"keinen Tag","1987","AkademikerIn","Hamburg","6","","",""
"keinen Tag","1987","AkademikerIn","Niedersachsen","37","0.457801161785644","0.345790585551262","0.569811738020025"
"keinen Tag","1987","AkademikerIn","Bremen","1","","",""
"keinen Tag","1987","AkademikerIn","Nordrhein-Westfalen","108","0.464124028433552","0.397769985017322","0.530478071849782"
"keinen Tag","1987","AkademikerIn","Hessen","33","0.336680474556799","0.240114409827174","0.433246539286423"
"keinen Tag","1987","AkademikerIn","Rheinland-Pfalz,Saarland","17","","",""
"keinen Tag","1987","AkademikerIn","Baden-Wuerttemberg","52","0.491765418528833","0.394745902488349","0.588784934569317"
"keinen Tag","1987","AkademikerIn","Bayern","55","0.374382411116668","0.292744214930108","0.456020607303228"
"keinen Tag","1987","AkademikerIn","Saarland","","","",""
"keinen Tag","1987","AkademikerIn","Berlin","11","","",""
"keinen Tag","1987","AkademikerIn","Brandenburg","","","",""
"keinen Tag","1987","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1987","AkademikerIn","Sachsen","","","",""
"keinen Tag","1987","AkademikerIn","Sachsen-Anhalt","","","",""
"keinen Tag","1987","AkademikerIn","Thueringen","","","",""
"Ja","1987","(noch) kein Abschluss","Schleswig-Holstein","15","","",""
"Ja","1987","(noch) kein Abschluss","Hamburg","12","","",""
"Ja","1987","(noch) kein Abschluss","Niedersachsen","60","0.878783170614553","0.80339483270309","0.954171508526016"
"Ja","1987","(noch) kein Abschluss","Bremen","3","","",""
"Ja","1987","(noch) kein Abschluss","Nordrhein-Westfalen","271","0.852168052107404","0.813815266217722","0.890520837997085"
"Ja","1987","(noch) kein Abschluss","Hessen","78","0.811098698273002","0.738927619519903","0.8832697770261"
"Ja","1987","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","41","0.732100137011328","0.616108796572141","0.848091477450514"
"Ja","1987","(noch) kein Abschluss","Baden-Wuerttemberg","190","0.760568219213811","0.707564248860848","0.813572189566774"
"Ja","1987","(noch) kein Abschluss","Bayern","70","0.739772800449995","0.651075645843912","0.828469955056078"
"Ja","1987","(noch) kein Abschluss","Saarland","","","",""
"Ja","1987","(noch) kein Abschluss","Berlin","39","0.943141266671302","0.873926170404789","1.01235636293781"
"Ja","1987","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","1987","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","1987","(noch) kein Abschluss","Sachsen","","","",""
"Ja","1987","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","1987","(noch) kein Abschluss","Thueringen","","","",""
"Ja","1987","Hauptschule","Schleswig-Holstein","133","0.716264261260069","0.651823178573428","0.780705343946711"
"Ja","1987","Hauptschule","Hamburg","83","0.71420231327555","0.631629106359108","0.796775520191992"
"Ja","1987","Hauptschule","Niedersachsen","430","0.735377164247986","0.700370405399268","0.770383923096705"
"Ja","1987","Hauptschule","Bremen","49","0.7757809817851","0.675915252624226","0.875646710945975"
"Ja","1987","Hauptschule","Nordrhein-Westfalen","1107","0.757943769952038","0.736253307544192","0.779634232359884"
"Ja","1987","Hauptschule","Hessen","404","0.782728257865937","0.748754232618038","0.816702283113836"
"Ja","1987","Hauptschule","Rheinland-Pfalz,Saarland","365","0.734278406615184","0.696128956809053","0.772427856421315"
"Ja","1987","Hauptschule","Baden-Wuerttemberg","776","0.705724200583333","0.67933959772758","0.732108803439086"
"Ja","1987","Hauptschule","Bayern","690","0.711903903089853","0.684084130453204","0.739723675726503"
"Ja","1987","Hauptschule","Saarland","","","",""
"Ja","1987","Hauptschule","Berlin","120","0.78148719711905","0.719184891861458","0.843789502376641"
"Ja","1987","Hauptschule","Brandenburg","","","",""
"Ja","1987","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Ja","1987","Hauptschule","Sachsen","","","",""
"Ja","1987","Hauptschule","Sachsen-Anhalt","","","",""
"Ja","1987","Hauptschule","Thueringen","","","",""
"Ja","1987","Realschule","Schleswig-Holstein","50","0.712580669992565","0.608765297661091","0.816396042324038"
"Ja","1987","Realschule","Hamburg","31","0.748181368440117","0.61992789757771","0.876434839302523"
"Ja","1987","Realschule","Niedersachsen","151","0.673478803430618","0.613136518105457","0.733821088755779"
"Ja","1987","Realschule","Bremen","15","","",""
"Ja","1987","Realschule","Nordrhein-Westfalen","306","0.709552035233695","0.667278115178655","0.751825955288736"
"Ja","1987","Realschule","Hessen","101","0.644226105332017","0.570275564983428","0.718176645680606"
"Ja","1987","Realschule","Rheinland-Pfalz,Saarland","72","0.760199585384178","0.676931959332605","0.843467211435751"
"Ja","1987","Realschule","Baden-Wuerttemberg","194","0.700665852451549","0.646831523880505","0.754500181022592"
"Ja","1987","Realschule","Bayern","205","0.701981401579848","0.65056569764013","0.753397105519565"
"Ja","1987","Realschule","Saarland","","","",""
"Ja","1987","Realschule","Berlin","51","0.76028878409325","0.660281291132105","0.860296277054395"
"Ja","1987","Realschule","Brandenburg","","","",""
"Ja","1987","Realschule","Mecklenburg-Vorpommern","","","",""
"Ja","1987","Realschule","Sachsen","","","",""
"Ja","1987","Realschule","Sachsen-Anhalt","","","",""
"Ja","1987","Realschule","Thueringen","","","",""
"Ja","1987","(Fach-)Abitur","Schleswig-Holstein","15","","",""
"Ja","1987","(Fach-)Abitur","Hamburg","22","","",""
"Ja","1987","(Fach-)Abitur","Niedersachsen","53","0.656103105099722","0.553291689569701","0.758914520629742"
"Ja","1987","(Fach-)Abitur","Bremen","3","","",""
"Ja","1987","(Fach-)Abitur","Nordrhein-Westfalen","172","0.68508495628725","0.626804613540695","0.743365299033804"
"Ja","1987","(Fach-)Abitur","Hessen","69","0.785204146703984","0.700825679168747","0.869582614239221"
"Ja","1987","(Fach-)Abitur","Rheinland-Pfalz,Saarland","24","","",""
"Ja","1987","(Fach-)Abitur","Baden-Wuerttemberg","85","0.718078967404776","0.63791019235713","0.798247742452421"
"Ja","1987","(Fach-)Abitur","Bayern","82","0.710113862519022","0.625709611412275","0.79451811362577"
"Ja","1987","(Fach-)Abitur","Saarland","","","",""
"Ja","1987","(Fach-)Abitur","Berlin","21","","",""
"Ja","1987","(Fach-)Abitur","Brandenburg","","","",""
"Ja","1987","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Ja","1987","(Fach-)Abitur","Sachsen","","","",""
"Ja","1987","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ja","1987","(Fach-)Abitur","Thueringen","","","",""
"Ja","1987","AkademikerIn","Schleswig-Holstein","6","","",""
"Ja","1987","AkademikerIn","Hamburg","6","","",""
"Ja","1987","AkademikerIn","Niedersachsen","39","0.542198838214356","0.430188261979975","0.654209414448738"
"Ja","1987","AkademikerIn","Bremen","","","",""
"Ja","1987","AkademikerIn","Nordrhein-Westfalen","109","0.535875971566448","0.469521928150218","0.602230014982678"
"Ja","1987","AkademikerIn","Hessen","59","0.663319525443201","0.566753460713577","0.759885590172826"
"Ja","1987","AkademikerIn","Rheinland-Pfalz,Saarland","20","","",""
"Ja","1987","AkademikerIn","Baden-Wuerttemberg","50","0.508234581471167","0.411215065430683","0.605254097511651"
"Ja","1987","AkademikerIn","Bayern","80","0.625617588883332","0.543979392696772","0.707255785069892"
"Ja","1987","AkademikerIn","Saarland","","","",""
"Ja","1987","AkademikerIn","Berlin","23","","",""
"Ja","1987","AkademikerIn","Brandenburg","","","",""
"Ja","1987","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Ja","1987","AkademikerIn","Sachsen","","","",""
"Ja","1987","AkademikerIn","Sachsen-Anhalt","","","",""
"Ja","1987","AkademikerIn","Thueringen","","","",""
"keinen Tag","1988","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"keinen Tag","1988","(noch) kein Abschluss","Hamburg","3","","",""
"keinen Tag","1988","(noch) kein Abschluss","Niedersachsen","6","","",""
"keinen Tag","1988","(noch) kein Abschluss","Bremen","2","","",""
"keinen Tag","1988","(noch) kein Abschluss","Nordrhein-Westfalen","55","0.133140636829199","0.0936989665492065","0.172582307109191"
"keinen Tag","1988","(noch) kein Abschluss","Hessen","25","","",""
"keinen Tag","1988","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","13","","",""
"keinen Tag","1988","(noch) kein Abschluss","Baden-Wuerttemberg","41","0.144301812109795","0.0992786119130903","0.1893250123065"
"keinen Tag","1988","(noch) kein Abschluss","Bayern","19","","",""
"keinen Tag","1988","(noch) kein Abschluss","Saarland","","","",""
"keinen Tag","1988","(noch) kein Abschluss","Berlin","5","","",""
"keinen Tag","1988","(noch) kein Abschluss","Brandenburg","","","",""
"keinen Tag","1988","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1988","(noch) kein Abschluss","Sachsen","","","",""
"keinen Tag","1988","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"keinen Tag","1988","(noch) kein Abschluss","Thueringen","","","",""
"keinen Tag","1988","Hauptschule","Schleswig-Holstein","61","0.310422854126825","0.243932309159731","0.376913399093918"
"keinen Tag","1988","Hauptschule","Hamburg","24","","",""
"keinen Tag","1988","Hauptschule","Niedersachsen","171","0.266668943421349","0.23058645811681","0.302751428725889"
"keinen Tag","1988","Hauptschule","Bremen","17","","",""
"keinen Tag","1988","Hauptschule","Nordrhein-Westfalen","398","0.240042588051259","0.217835591257835","0.262249584844684"
"keinen Tag","1988","Hauptschule","Hessen","164","0.235110978755798","0.199702443637108","0.270519513874488"
"keinen Tag","1988","Hauptschule","Rheinland-Pfalz,Saarland","140","0.241030162843501","0.203465337406499","0.278594988280503"
"keinen Tag","1988","Hauptschule","Baden-Wuerttemberg","341","0.29155459877677","0.264648176446136","0.318461021107404"
"keinen Tag","1988","Hauptschule","Bayern","323","0.322578718095073","0.29325152786559","0.351905908324556"
"keinen Tag","1988","Hauptschule","Saarland","","","",""
"keinen Tag","1988","Hauptschule","Berlin","50","0.272728084129658","0.203719766595264","0.341736401664051"
"keinen Tag","1988","Hauptschule","Brandenburg","","","",""
"keinen Tag","1988","Hauptschule","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1988","Hauptschule","Sachsen","","","",""
"keinen Tag","1988","Hauptschule","Sachsen-Anhalt","","","",""
"keinen Tag","1988","Hauptschule","Thueringen","","","",""
"keinen Tag","1988","Realschule","Schleswig-Holstein","23","","",""
"keinen Tag","1988","Realschule","Hamburg","12","","",""
"keinen Tag","1988","Realschule","Niedersachsen","74","0.322257342262724","0.260781367305795","0.383733317219653"
"keinen Tag","1988","Realschule","Bremen","6","","",""
"keinen Tag","1988","Realschule","Nordrhein-Westfalen","158","0.356204879470059","0.311151538830668","0.40125822010945"
"keinen Tag","1988","Realschule","Hessen","48","0.317592066682649","0.243583302334545","0.391600831030752"
"keinen Tag","1988","Realschule","Rheinland-Pfalz,Saarland","33","0.325492393718304","0.231762888959187","0.419221898477422"
"keinen Tag","1988","Realschule","Baden-Wuerttemberg","74","0.276806676644164","0.223732623850877","0.329880729437451"
"keinen Tag","1988","Realschule","Bayern","106","0.353926871757294","0.298603995591524","0.409249747923065"
"keinen Tag","1988","Realschule","Saarland","","","",""
"keinen Tag","1988","Realschule","Berlin","23","","",""
"keinen Tag","1988","Realschule","Brandenburg","","","",""
"keinen Tag","1988","Realschule","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1988","Realschule","Sachsen","","","",""
"keinen Tag","1988","Realschule","Sachsen-Anhalt","","","",""
"keinen Tag","1988","Realschule","Thueringen","","","",""
"keinen Tag","1988","(Fach-)Abitur","Schleswig-Holstein","4","","",""
"keinen Tag","1988","(Fach-)Abitur","Hamburg","9","","",""
"keinen Tag","1988","(Fach-)Abitur","Niedersachsen","23","","",""
"keinen Tag","1988","(Fach-)Abitur","Bremen","2","","",""
"keinen Tag","1988","(Fach-)Abitur","Nordrhein-Westfalen","71","0.281406995128904","0.224750546929665","0.338063443328144"
"keinen Tag","1988","(Fach-)Abitur","Hessen","18","","",""
"keinen Tag","1988","(Fach-)Abitur","Rheinland-Pfalz,Saarland","7","","",""
"keinen Tag","1988","(Fach-)Abitur","Baden-Wuerttemberg","39","0.320647239072865","0.238498921529102","0.402795556616628"
"keinen Tag","1988","(Fach-)Abitur","Bayern","31","0.300307503860388","0.212209083456893","0.388405924263883"
"keinen Tag","1988","(Fach-)Abitur","Saarland","","","",""
"keinen Tag","1988","(Fach-)Abitur","Berlin","6","","",""
"keinen Tag","1988","(Fach-)Abitur","Brandenburg","","","",""
"keinen Tag","1988","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"keinen Tag","1988","(Fach-)Abitur","Sachsen","","","",""
"keinen Tag","1988","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"keinen Tag","1988","(Fach-)Abitur","Thueringen","","","",""
"keinen Tag","1988","AkademikerIn","Schleswig-Holstein","7","","",""
"keinen Tag","1988","AkademikerIn","Hamburg","7","","",""
"keinen Tag","1988","AkademikerIn","Niedersachsen","42","0.528532717100276","0.415558542334827","0.641506891865725"
"keinen Tag","1988","AkademikerIn","Bremen","2","","",""
"keinen Tag","1988","AkademikerIn","Nordrhein-Westfalen","109","0.537223347066362","0.468632963489291","0.605813730643433"
"keinen Tag","1988","AkademikerIn","Hessen","27","","",""
"keinen Tag","1988","AkademikerIn","Rheinland-Pfalz,Saarland","16","","",""
"keinen Tag","1988","AkademikerIn","Baden-Wuerttemberg","48","0.449104710824962","0.351124396507627","0.547085025142296"
"keinen Tag","1988","AkademikerIn","Bayern","58","0.435200389803865","0.348632934685632","0.521767844922097"
"keinen Tag","1988","AkademikerIn","Saarland","","","",""
"keinen Tag","1988","AkademikerIn","Berlin","14","","",""
"keinen Tag","1988","AkademikerIn","Brandenburg","","","",""
"keinen Tag","1988","AkademikerIn","Mecklenburg-Vorpommern","","","",""
