"religion","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"konfessionslos","2015","66 und älter","weiblich","662","0.222762333617491","0.206551706450443","0.238972960784539"
"andere","2015","16-34 Jahre alt","maennlich","226","0.0364944274866654","0.029828636494838","0.0431602184784928"
"andere","2015","16-34 Jahre alt","weiblich","301","0.0409928973050976","0.0345464438891697","0.0474393507210256"
"andere","2015","35-65 Jahre alt","maennlich","379","0.030289963275734","0.0262367144410894","0.0343432121103785"
"andere","2015","35-65 Jahre alt","weiblich","524","0.0395906802904523","0.0354012120705349","0.0437801485103696"
"andere","2015","66 und älter","maennlich","56","0.0244759661198502","0.0182977924242135","0.030654139815487"
"andere","2015","66 und älter","weiblich","62","0.0235298459295749","0.0176245584188014","0.0294351334403484"
"katholisch","2016","16-34 Jahre alt","maennlich","41","0.0444967394244059","0.0343870018032222","0.0546064770455896"
"katholisch","2016","16-34 Jahre alt","weiblich","35","0.172049924682591","0.148407823943498","0.195692025421684"
"katholisch","2016","35-65 Jahre alt","maennlich","50","0.149993579454464","0.129356577344551","0.170630581564377"
"katholisch","2016","35-65 Jahre alt","weiblich","40","0.124706426323011","0.100673809195274","0.148739043450749"
"katholisch","2016","66 und älter","maennlich","","","",""
"katholisch","2016","66 und älter","weiblich","","","",""
"evangelisch","2016","16-34 Jahre alt","maennlich","48","0.0460586522299043","0.0357814204085871","0.0563358840512215"
"evangelisch","2016","16-34 Jahre alt","weiblich","43","0.0905074241446094","0.0725353406837156","0.108479507605503"
"evangelisch","2016","35-65 Jahre alt","maennlich","","","",""
"evangelisch","2016","35-65 Jahre alt","weiblich","","","",""
"evangelisch","2016","66 und älter","maennlich","","","",""
"evangelisch","2016","66 und älter","weiblich","","","",""
"islamische Religionsgemeinschaft","2016","16-34 Jahre alt","maennlich","1096","0.637496039508215","0.613926297602281","0.661065781414149"
"islamische Religionsgemeinschaft","2016","16-34 Jahre alt","weiblich","628","0.38505061808096","0.354569187753778","0.415532048408142"
"islamische Religionsgemeinschaft","2016","35-65 Jahre alt","maennlich","856","0.544258993335808","0.515474338140127","0.573043648531489"
"islamische Religionsgemeinschaft","2016","35-65 Jahre alt","weiblich","510","0.497220598415996","0.460850617347857","0.533590579484136"
"islamische Religionsgemeinschaft","2016","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2016","66 und älter","weiblich","","","",""
"konfessionslos","2016","16-34 Jahre alt","maennlich","128","0.119686282861272","0.103771503293696","0.135601062428847"
"konfessionslos","2016","16-34 Jahre alt","weiblich","63","0.184617650575042","0.160313860344204","0.208921440805881"
"konfessionslos","2016","35-65 Jahre alt","maennlich","75","0.130890965240366","0.111397406173763","0.150384524306969"
"konfessionslos","2016","35-65 Jahre alt","weiblich","43","0.0722937449825932","0.0534557193078228","0.0911317706573636"
"konfessionslos","2016","66 und älter","maennlich","","","",""
"konfessionslos","2016","66 und älter","weiblich","","","",""
"andere","2016","16-34 Jahre alt","maennlich","285","0.152262285976203","0.134647124502147","0.169877447450259"
"andere","2016","16-34 Jahre alt","weiblich","210","0.167774382516797","0.144367686784466","0.191181078249128"
"andere","2016","35-65 Jahre alt","maennlich","149","0.141564933739905","0.121416989476554","0.161712878003255"
"andere","2016","35-65 Jahre alt","weiblich","118","0.26086426746932","0.228923218319789","0.292805316618851"
"andere","2016","66 und älter","maennlich","","","",""
"andere","2016","66 und älter","weiblich","","","",""
"katholisch","2017","16-34 Jahre alt","maennlich","","","",""
"katholisch","2017","16-34 Jahre alt","weiblich","","","",""
"katholisch","2017","35-65 Jahre alt","maennlich","","","",""
"katholisch","2017","35-65 Jahre alt","weiblich","","","",""
"katholisch","2017","66 und älter","maennlich","","","",""
"katholisch","2017","66 und älter","weiblich","","","",""
"evangelisch","2017","16-34 Jahre alt","maennlich","38","0.0544713056608306","0.0412973282463465","0.0676452830753147"
"evangelisch","2017","16-34 Jahre alt","weiblich","","","",""
"evangelisch","2017","35-65 Jahre alt","maennlich","","","",""
"evangelisch","2017","35-65 Jahre alt","weiblich","","","",""
"evangelisch","2017","66 und älter","maennlich","","","",""
"evangelisch","2017","66 und älter","weiblich","","","",""
"islamische Religionsgemeinschaft","2017","16-34 Jahre alt","maennlich","828","0.640485605354831","0.612630263412413","0.668340947297248"
"islamische Religionsgemeinschaft","2017","16-34 Jahre alt","weiblich","588","0.456761809410549","0.422563130787804","0.490960488033293"
"islamische Religionsgemeinschaft","2017","35-65 Jahre alt","maennlich","409","0.42793031467956","0.386542460276448","0.469318169082672"
"islamische Religionsgemeinschaft","2017","35-65 Jahre alt","weiblich","333","0.305270358312999","0.26341299696205","0.347127719663949"
"islamische Religionsgemeinschaft","2017","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2017","66 und älter","weiblich","","","",""
"konfessionslos","2017","16-34 Jahre alt","maennlich","72","0.0943065553999744","0.0773414243542245","0.111271686445724"
"konfessionslos","2017","16-34 Jahre alt","weiblich","45","0.0814616102232662","0.0626816599536749","0.100241560492858"
"konfessionslos","2017","35-65 Jahre alt","maennlich","33","0.185807133463555","0.153271688025948","0.218342578901162"
"konfessionslos","2017","35-65 Jahre alt","weiblich","","","",""
"konfessionslos","2017","66 und älter","maennlich","","","",""
"konfessionslos","2017","66 und älter","weiblich","","","",""
"andere","2017","16-34 Jahre alt","maennlich","177","0.127959278166677","0.108568290105355","0.147350266228"
"andere","2017","16-34 Jahre alt","weiblich","131","0.100270573230742","0.0796494651764909","0.120891681284993"
"andere","2017","35-65 Jahre alt","maennlich","66","0.0660482985490187","0.0452726330251544","0.086823964072883"
"andere","2017","35-65 Jahre alt","weiblich","77","0.233473018064852","0.195022367995465","0.271923668134238"
"andere","2017","66 und älter","maennlich","","","",""
"andere","2017","66 und älter","weiblich","","","",""
"katholisch","2018","16-34 Jahre alt","maennlich","","","",""
"katholisch","2018","16-34 Jahre alt","weiblich","","","",""
"katholisch","2018","35-65 Jahre alt","maennlich","","","",""
"katholisch","2018","35-65 Jahre alt","weiblich","","","",""
"katholisch","2018","66 und älter","maennlich","","","",""
"katholisch","2018","66 und älter","weiblich","","","",""
"evangelisch","2018","16-34 Jahre alt","maennlich","","","",""
"evangelisch","2018","16-34 Jahre alt","weiblich","","","",""
"evangelisch","2018","35-65 Jahre alt","maennlich","","","",""
"evangelisch","2018","35-65 Jahre alt","weiblich","","","",""
"evangelisch","2018","66 und älter","maennlich","","","",""
"evangelisch","2018","66 und älter","weiblich","","","",""
"islamische Religionsgemeinschaft","2018","16-34 Jahre alt","maennlich","85","0.35849312508077","0.27759801319398","0.439388236967561"
"islamische Religionsgemeinschaft","2018","16-34 Jahre alt","weiblich","120","0.54189278971615","0.46743260359543","0.616352975836869"
"islamische Religionsgemeinschaft","2018","35-65 Jahre alt","maennlich","64","0.359511103796172","0.261456918841989","0.457565288750355"
"islamische Religionsgemeinschaft","2018","35-65 Jahre alt","weiblich","58","0.579946174972371","0.473117588759017","0.686774761185725"
"islamische Religionsgemeinschaft","2018","66 und älter","maennlich","","","",""
"islamische Religionsgemeinschaft","2018","66 und älter","weiblich","","","",""
"konfessionslos","2018","16-34 Jahre alt","maennlich","","","",""
"konfessionslos","2018","16-34 Jahre alt","weiblich","","","",""
"konfessionslos","2018","35-65 Jahre alt","maennlich","","","",""
"konfessionslos","2018","35-65 Jahre alt","weiblich","","","",""
"konfessionslos","2018","66 und älter","maennlich","","","",""
"konfessionslos","2018","66 und älter","weiblich","","","",""
"andere","2018","16-34 Jahre alt","maennlich","","","",""
"andere","2018","16-34 Jahre alt","weiblich","","","",""
"andere","2018","35-65 Jahre alt","maennlich","","","",""
"andere","2018","35-65 Jahre alt","weiblich","","","",""
"andere","2018","66 und älter","maennlich","","","",""
"andere","2018","66 und älter","weiblich","","","",""
"katholisch","2019","16-34 Jahre alt","maennlich","664","0.264407047669732","0.250140752936388","0.278673342403076"
"katholisch","2019","16-34 Jahre alt","weiblich","730","0.257586048603016","0.243261174674767","0.271910922531264"
"katholisch","2019","35-65 Jahre alt","maennlich","1740","0.243398243174719","0.234111699030048","0.25268478731939"
"katholisch","2019","35-65 Jahre alt","weiblich","2097","0.274405198519336","0.265064258002802","0.283746139035871"
"katholisch","2019","66 und älter","maennlich","680","0.27278285476898","0.255850740429932","0.289714969108029"
"katholisch","2019","66 und älter","weiblich","731","0.294181811404711","0.276693469745329","0.311670153064093"
"evangelisch","2019","16-34 Jahre alt","maennlich","715","0.251121803435481","0.237093546786768","0.265150060084194"
"evangelisch","2019","16-34 Jahre alt","weiblich","861","0.305271310307632","0.290185897809771","0.320356722805493"
"evangelisch","2019","35-65 Jahre alt","maennlich","1716","0.231293511432004","0.222168703464435","0.240418319399572"
"evangelisch","2019","35-65 Jahre alt","weiblich","2289","0.269766403002592","0.260475194767221","0.279057611237963"
"evangelisch","2019","66 und älter","maennlich","859","0.350775806192663","0.332633906293862","0.368917706091464"
"evangelisch","2019","66 und älter","weiblich","978","0.403501870890591","0.384673115354913","0.42233062642627"
"islamische Religionsgemeinschaft","2019","16-34 Jahre alt","maennlich","1015","0.105528089971878","0.0955895339330569","0.115466646010699"
"islamische Religionsgemeinschaft","2019","16-34 Jahre alt","weiblich","755","0.086655439134759","0.0774398773569233","0.0958710009125948"
"islamische Religionsgemeinschaft","2019","35-65 Jahre alt","maennlich","1165","0.052199016842767","0.0473856221554058","0.0570124115301283"
"islamische Religionsgemeinschaft","2019","35-65 Jahre alt","weiblich","839","0.0448813771494491","0.0405471756147635","0.0492155786841348"
"islamische Religionsgemeinschaft","2019","66 und älter","maennlich","34","0.0131108402507783","0.00878649804041232","0.0174351824611443"
"islamische Religionsgemeinschaft","2019","66 und älter","weiblich","","","",""
"konfessionslos","2019","16-34 Jahre alt","maennlich","978","0.342351236802482","0.327001926948807","0.357700546656156"
"konfessionslos","2019","16-34 Jahre alt","weiblich","945","0.306988088786064","0.291879020298316","0.322097157273812"
"konfessionslos","2019","35-65 Jahre alt","maennlich","3158","0.434073541276161","0.423347896931434","0.444799185620887"
"konfessionslos","2019","35-65 Jahre alt","weiblich","3015","0.364157310346712","0.354084127541403","0.374230493152022"
"konfessionslos","2019","66 und älter","maennlich","1023","0.331459659575779","0.313563915852815","0.349355403298742"
"konfessionslos","2019","66 und älter","weiblich","808","0.262511366758328","0.245624618871727","0.279398114644929"
"andere","2019","16-34 Jahre alt","maennlich","299","0.0365918221204277","0.0305181256981537","0.0426655185427017"
"andere","2019","16-34 Jahre alt","weiblich","289","0.0434991131685293","0.0368173747790318","0.0501808515580268"
"andere","2019","35-65 Jahre alt","maennlich","424","0.0390356872743496","0.0348444110855907","0.0432269634631085"
"andere","2019","35-65 Jahre alt","weiblich","526","0.0467897109819103","0.0423687477814931","0.0512106741823275"
"andere","2019","66 und älter","maennlich","62","0.0318708392118","0.0251930300571974","0.0385486483664027"
"andere","2019","66 und älter","weiblich","70","0.0305878944463884","0.0239790838079726","0.0371967050848042"
