year,bula_h,migback,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Hesse,Direct migration background,No,0.82977,220,220,0.77999,0.87955
2003,Hesse,Indirect migration background,No,0.35696,62,62,0.23673,0.47719
2003,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.12263,146,1114,0.10336,0.14190
2003,"Rhineland-Palatinate, Saarland",No migration background,No,0.71361,968,1114,0.68705,0.74017
2003,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.86620,174,174,0.81547,0.91693
2003,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.30651,37,37,0.15591,0.45712
2003,Baden-Wuerttemberg,No migration background,Yes,0.08241,204,1894,0.07002,0.09479
2003,Baden-Wuerttemberg,No migration background,No,0.73848,1690,1894,0.71869,0.75828
2003,Baden-Wuerttemberg,Direct migration background,Yes,0.12187,76,581,0.09524,0.14849
2003,Baden-Wuerttemberg,Direct migration background,No,0.81391,505,581,0.78224,0.84559
2003,Baden-Wuerttemberg,Indirect migration background,No,0.38527,178,178,0.31357,0.45697
2003,Bavaria,No migration background,Yes,0.10626,314,2603,0.09442,0.11810
2003,Bavaria,No migration background,No,0.73509,2289,2603,0.71813,0.75205
2003,Bavaria,Direct migration background,Yes,0.09803,31,390,0.06848,0.12758
2003,Bavaria,Direct migration background,No,0.86646,359,390,0.83266,0.90027
2003,Bavaria,Indirect migration background,No,0.41586,115,115,0.32538,0.50634
2003,Berlin,No migration background,Yes,0.08976,67,720,0.06887,0.11065
2003,Berlin,No migration background,No,0.79311,653,720,0.76350,0.82272
2003,Berlin,Direct migration background,No,0.78961,55,55,0.68090,0.89832
2003,Berlin,Indirect migration background,No,0.26580,32,32,0.11029,0.42131
2003,Brandenburg,No migration background,Yes,0.12787,125,923,0.10631,0.14942
2003,Brandenburg,No migration background,No,0.74657,798,923,0.71849,0.77464
2003,Mecklenburg-Western Pomerania,No migration background,Yes,0.10646,57,506,0.07956,0.13336
2003,Mecklenburg-Western Pomerania,No migration background,No,0.75614,449,506,0.71869,0.79359
2003,Saxony,No migration background,Yes,0.10917,186,1571,0.09374,0.12460
2003,Saxony,No migration background,No,0.74942,1385,1571,0.72798,0.77085
2003,Saxony-Anhalt,No migration background,Yes,0.12526,124,902,0.10364,0.14687
2003,Saxony-Anhalt,No migration background,No,0.74547,778,902,0.71702,0.77391
2003,Thuringa,No migration background,Yes,0.10733,110,932,0.08745,0.12722
2003,Thuringa,No migration background,No,0.76060,822,932,0.73319,0.78801
2004,Schleswig-Holstein,No migration background,Yes,0.09292,68,591,0.06949,0.11634
2004,Schleswig-Holstein,No migration background,No,0.76312,523,591,0.72882,0.79743
2004,Schleswig-Holstein,Direct migration background,No,0.90382,59,59,0.82794,0.97970
2004,Hamburg,No migration background,No,0.81808,235,235,0.76865,0.86751
2004,Lower Saxony,No migration background,Yes,0.11520,207,1627,0.09968,0.13072
2004,Lower Saxony,No migration background,No,0.72858,1420,1627,0.70696,0.75019
2004,Lower Saxony,Direct migration background,No,0.81702,183,183,0.76084,0.87319
2004,Lower Saxony,Indirect migration background,No,0.25729,43,43,0.12508,0.38949
2004,Bremen,No migration background,No,0.81628,128,128,0.74893,0.88364
2004,North Rhine-Westphalia,No migration background,Yes,0.12191,476,3623,0.11125,0.13256
2004,North Rhine-Westphalia,No migration background,No,0.72569,3147,3623,0.71116,0.74022
2004,North Rhine-Westphalia,Direct migration background,Yes,0.10975,73,687,0.08636,0.13314
2004,North Rhine-Westphalia,Direct migration background,No,0.84345,614,687,0.81626,0.87065
2004,North Rhine-Westphalia,Indirect migration background,No,0.44922,200,200,0.38011,0.51834
2004,Hesse,No migration background,Yes,0.11565,141,1130,0.09700,0.13431
2004,Hesse,No migration background,No,0.70422,989,1130,0.67760,0.73084
2004,Hesse,Direct migration background,No,0.84624,213,213,0.79769,0.89480
2004,Hesse,Indirect migration background,No,0.41796,69,69,0.30073,0.53519
2004,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.10236,130,1068,0.08417,0.12055
2004,"Rhineland-Palatinate, Saarland",No migration background,No,0.74200,938,1068,0.71575,0.76826
2004,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.82154,168,168,0.76347,0.87962
2004,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.37473,42,42,0.22656,0.52290
2004,Baden-Wuerttemberg,No migration background,Yes,0.10331,204,1834,0.08938,0.11724
2004,Baden-Wuerttemberg,No migration background,No,0.71626,1630,1834,0.69563,0.73690
2004,Baden-Wuerttemberg,Direct migration background,Yes,0.11550,67,551,0.08879,0.14222
2004,Baden-Wuerttemberg,Direct migration background,No,0.83091,484,551,0.79959,0.86224
2004,Baden-Wuerttemberg,Indirect migration background,No,0.39913,177,177,0.32677,0.47148
2004,Bavaria,No migration background,Yes,0.10827,295,2532,0.09617,0.12038
2004,Bavaria,No migration background,No,0.74194,2237,2532,0.72490,0.75899
2004,Bavaria,Direct migration background,Yes,0.12065,48,376,0.08768,0.15362
2004,Bavaria,Direct migration background,No,0.85175,328,376,0.81578,0.88772
2004,Bavaria,Indirect migration background,No,0.45090,116,116,0.35995,0.54184
2004,Berlin,No migration background,Yes,0.08930,68,705,0.06824,0.11037
2004,Berlin,No migration background,No,0.79244,637,705,0.76248,0.82240
2004,Berlin,Direct migration background,No,0.84378,53,53,0.74510,0.94246
2004,Berlin,Indirect migration background,No,0.31344,33,33,0.15271,0.47417
2004,Brandenburg,No migration background,Yes,0.12555,118,887,0.10374,0.14737
2004,Brandenburg,No migration background,No,0.75254,769,887,0.72412,0.78095
2004,Mecklenburg-Western Pomerania,No migration background,Yes,0.13297,71,492,0.10293,0.16300
2004,Mecklenburg-Western Pomerania,No migration background,No,0.72646,421,492,0.68703,0.76589
2004,Saxony,No migration background,Yes,0.10123,165,1533,0.08613,0.11634
2004,Saxony,No migration background,No,0.76537,1368,1533,0.74415,0.78659
2004,Saxony-Anhalt,No migration background,Yes,0.10562,101,894,0.08546,0.12578
2004,Saxony-Anhalt,No migration background,No,0.77234,793,894,0.74484,0.79984
2004,Thuringa,No migration background,Yes,0.12732,116,920,0.10577,0.14887
2004,Thuringa,No migration background,No,0.74249,804,920,0.71422,0.77076
2005,Schleswig-Holstein,No migration background,Yes,0.09549,60,571,0.07136,0.11962
2005,Schleswig-Holstein,No migration background,No,0.76223,511,571,0.72728,0.79718
2005,Schleswig-Holstein,Direct migration background,No,0.87578,56,56,0.78861,0.96295
2005,Hamburg,No migration background,No,0.86445,235,235,0.82059,0.90831
2005,Lower Saxony,No migration background,Yes,0.09093,154,1534,0.07654,0.10533
2005,Lower Saxony,No migration background,No,0.75356,1380,1534,0.73199,0.77513
2005,Lower Saxony,Direct migration background,No,0.86648,185,185,0.81733,0.91563
2005,Lower Saxony,Indirect migration background,No,0.29612,44,44,0.15966,0.43258
2005,Bremen,No migration background,No,0.79911,113,113,0.72491,0.87332
2005,North Rhine-Westphalia,No migration background,Yes,0.11069,414,3466,0.10025,0.12114
2005,North Rhine-Westphalia,No migration background,No,0.73242,3052,3466,0.71768,0.74716
2005,North Rhine-Westphalia,Direct migration background,Yes,0.12835,79,649,0.10260,0.15410
2005,North Rhine-Westphalia,Direct migration background,No,0.83383,570,649,0.80517,0.86249
2005,North Rhine-Westphalia,Indirect migration background,No,0.46525,212,212,0.39795,0.53256
2005,Hesse,No migration background,Yes,0.09217,103,1080,0.07491,0.10943
2005,Hesse,No migration background,No,0.75779,977,1080,0.73222,0.78335
2005,Hesse,Direct migration background,Yes,0.14491,31,217,0.09797,0.19186
2005,Hesse,Direct migration background,No,0.79963,186,217,0.74625,0.85301
2005,Hesse,Indirect migration background,No,0.42663,65,65,0.30546,0.54781
2005,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.09354,107,1010,0.07557,0.11151
2005,"Rhineland-Palatinate, Saarland",No migration background,No,0.75199,903,1010,0.72535,0.77864
2005,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.88091,163,163,0.83103,0.93079
2005,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.42710,47,47,0.28415,0.57004
2005,Baden-Wuerttemberg,No migration background,Yes,0.08972,190,1767,0.07639,0.10305
2005,Baden-Wuerttemberg,No migration background,No,0.74373,1577,1767,0.72337,0.76409
2005,Baden-Wuerttemberg,Direct migration background,Yes,0.11116,63,532,0.08442,0.13789
2005,Baden-Wuerttemberg,Direct migration background,No,0.84083,469,532,0.80971,0.87195
2005,Baden-Wuerttemberg,Indirect migration background,No,0.46224,194,194,0.39190,0.53258
2005,Bavaria,No migration background,Yes,0.09877,265,2424,0.08689,0.11065
2005,Bavaria,No migration background,No,0.74826,2159,2424,0.73098,0.76554
2005,Bavaria,Direct migration background,Yes,0.09428,31,337,0.06303,0.12552
2005,Bavaria,Direct migration background,No,0.87787,306,337,0.84286,0.91288
2005,Bavaria,Indirect migration background,No,0.43816,113,113,0.34627,0.53006
2005,Berlin,No migration background,Yes,0.09710,72,666,0.07459,0.11960
2005,Berlin,No migration background,No,0.78271,594,666,0.75137,0.81406
2005,Berlin,Direct migration background,No,0.95122,50,50,0.89090,1.01153
2005,Berlin,Indirect migration background,No,0.32553,34,34,0.16566,0.48540
2005,Brandenburg,No migration background,Yes,0.11563,113,861,0.09426,0.13700
2005,Brandenburg,No migration background,No,0.74696,748,861,0.71791,0.77602
2005,Mecklenburg-Western Pomerania,No migration background,Yes,0.10962,61,481,0.08167,0.13757
2005,Mecklenburg-Western Pomerania,No migration background,No,0.74789,420,481,0.70905,0.78674
2005,Saxony,No migration background,Yes,0.11085,176,1477,0.09483,0.12686
2005,Saxony,No migration background,No,0.75024,1301,1477,0.72816,0.77232
2005,Saxony-Anhalt,No migration background,Yes,0.11553,106,864,0.09420,0.13685
2005,Saxony-Anhalt,No migration background,No,0.75860,758,864,0.73005,0.78715
2005,Thuringa,No migration background,Yes,0.12455,105,867,0.10256,0.14655
2005,Thuringa,No migration background,No,0.73558,762,867,0.70621,0.76495
2006,Schleswig-Holstein,No migration background,Yes,0.12246,89,605,0.09631,0.14860
2006,Schleswig-Holstein,No migration background,No,0.72612,516,605,0.69056,0.76169
2006,Schleswig-Holstein,Direct migration background,No,0.82520,47,47,0.71544,0.93495
2006,Hamburg,No migration background,No,0.80773,240,240,0.75776,0.85769
2006,Lower Saxony,No migration background,Yes,0.11608,217,1720,0.10094,0.13122
2006,Lower Saxony,No migration background,No,0.72037,1503,1720,0.69916,0.74159
2006,Lower Saxony,Direct migration background,No,0.81969,176,176,0.76273,0.87665
2006,Lower Saxony,Indirect migration background,No,0.27338,41,41,0.13526,0.41150
2006,Bremen,No migration background,No,0.81370,114,114,0.74191,0.88548
2006,North Rhine-Westphalia,No migration background,Yes,0.10059,430,3655,0.09084,0.11034
2006,North Rhine-Westphalia,No migration background,No,0.73729,3225,3655,0.72302,0.75156
2006,North Rhine-Westphalia,Direct migration background,Yes,0.10209,65,657,0.07892,0.12525
2006,North Rhine-Westphalia,Direct migration background,No,0.87450,592,657,0.84915,0.89985
2006,North Rhine-Westphalia,Indirect migration background,No,0.46986,210,210,0.40220,0.53753
2006,Hesse,No migration background,Yes,0.11316,150,1189,0.09515,0.13117
2006,Hesse,No migration background,No,0.72028,1039,1189,0.69476,0.74581
2006,Hesse,Direct migration background,No,0.88783,193,193,0.84319,0.93247
2006,Hesse,Indirect migration background,No,0.45199,72,72,0.33622,0.56776
2006,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.12072,129,1057,0.10107,0.14037
2006,"Rhineland-Palatinate, Saarland",No migration background,No,0.72001,928,1057,0.69293,0.74709
2006,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.84298,161,161,0.78660,0.89935
2006,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.40794,48,48,0.26744,0.54845
2006,Baden-Wuerttemberg,No migration background,Yes,0.09194,203,1989,0.07924,0.10464
2006,Baden-Wuerttemberg,No migration background,No,0.74248,1786,1989,0.72326,0.76170
2006,Baden-Wuerttemberg,Direct migration background,Yes,0.11886,54,519,0.09099,0.14673
2006,Baden-Wuerttemberg,Direct migration background,No,0.83599,465,519,0.80410,0.86788
2006,Baden-Wuerttemberg,Indirect migration background,No,0.44927,179,179,0.37620,0.52235
2006,Bavaria,No migration background,Yes,0.10352,303,2664,0.09195,0.11509
2006,Bavaria,No migration background,No,0.73777,2361,2664,0.72106,0.75447
2006,Bavaria,Direct migration background,Yes,0.16577,51,349,0.12670,0.20484
2006,Bavaria,Direct migration background,No,0.80600,298,349,0.76446,0.84755
2006,Bavaria,Indirect migration background,No,0.44216,115,115,0.35099,0.53333
2006,Berlin,No migration background,Yes,0.07633,59,684,0.05642,0.09625
2006,Berlin,No migration background,No,0.81198,625,684,0.78268,0.84129
2006,Berlin,Direct migration background,No,0.87366,54,54,0.78422,0.96311
2006,Berlin,Indirect migration background,No,0.37784,31,31,0.20434,0.55134
2006,Brandenburg,No migration background,Yes,0.12492,125,913,0.10346,0.14637
2006,Brandenburg,No migration background,No,0.74294,788,913,0.71457,0.77130
2006,Mecklenburg-Western Pomerania,No migration background,Yes,0.12782,60,531,0.09940,0.15625
2006,Mecklenburg-Western Pomerania,No migration background,No,0.72730,471,531,0.68938,0.76521
2006,Saxony,No migration background,Yes,0.12521,190,1541,0.10868,0.14174
2006,Saxony,No migration background,No,0.74788,1351,1541,0.72619,0.76957
2006,Saxony-Anhalt,No migration background,Yes,0.09495,93,877,0.07554,0.11436
2006,Saxony-Anhalt,No migration background,No,0.76963,784,877,0.74174,0.79751
2006,Thuringa,No migration background,Yes,0.11451,131,923,0.09396,0.13507
2006,Thuringa,No migration background,No,0.74681,792,923,0.71875,0.77488
2007,Schleswig-Holstein,No migration background,Yes,0.10171,68,554,0.07651,0.12690
2007,Schleswig-Holstein,No migration background,No,0.76018,486,554,0.72460,0.79577
2007,Schleswig-Holstein,Direct migration background,No,0.89287,47,47,0.80350,0.98225
2007,Hamburg,No migration background,No,0.85389,239,239,0.80902,0.89877
2007,Lower Saxony,No migration background,Yes,0.10791,195,1598,0.09270,0.12313
2007,Lower Saxony,No migration background,No,0.73297,1403,1598,0.71127,0.75467
2007,Lower Saxony,Direct migration background,No,0.82758,155,155,0.76792,0.88724
2007,Lower Saxony,Indirect migration background,No,0.40020,47,47,0.25861,0.54178
2007,Bremen,No migration background,No,0.78442,115,115,0.70893,0.85991
2007,North Rhine-Westphalia,No migration background,Yes,0.11334,433,3413,0.10271,0.12398
2007,North Rhine-Westphalia,No migration background,No,0.71760,2980,3413,0.70250,0.73271
2007,North Rhine-Westphalia,Direct migration background,Yes,0.09848,64,570,0.07399,0.12296
2007,North Rhine-Westphalia,Direct migration background,No,0.87120,506,570,0.84367,0.89872
2007,North Rhine-Westphalia,Indirect migration background,No,0.46374,197,197,0.39393,0.53356
2007,Hesse,No migration background,Yes,0.12004,140,1119,0.10099,0.13909
2007,Hesse,No migration background,No,0.70762,979,1119,0.68096,0.73428
2007,Hesse,Direct migration background,No,0.84989,171,171,0.79620,0.90359
2007,Hesse,Indirect migration background,No,0.44416,65,65,0.32243,0.56589
2007,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.11915,140,970,0.09876,0.13955
2007,"Rhineland-Palatinate, Saarland",No migration background,No,0.72061,830,970,0.69236,0.74886
2007,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.83695,134,134,0.77417,0.89973
2007,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.35555,45,45,0.21411,0.49699
2007,Baden-Wuerttemberg,No migration background,Yes,0.09179,192,1824,0.07854,0.10505
2007,Baden-Wuerttemberg,No migration background,No,0.73415,1632,1824,0.71387,0.75443
2007,Baden-Wuerttemberg,Direct migration background,Yes,0.10823,51,465,0.07996,0.13649
2007,Baden-Wuerttemberg,Direct migration background,No,0.84795,414,465,0.81528,0.88063
2007,Baden-Wuerttemberg,Indirect migration background,No,0.49789,180,180,0.42464,0.57113
2007,Bavaria,No migration background,Yes,0.09961,290,2502,0.08787,0.11135
2007,Bavaria,No migration background,No,0.73638,2212,2502,0.71912,0.75365
2007,Bavaria,Direct migration background,Yes,0.10347,41,331,0.07061,0.13633
2007,Bavaria,Direct migration background,No,0.86947,290,331,0.83312,0.90582
2007,Bavaria,Indirect migration background,No,0.42088,104,104,0.32553,0.51623
2007,Berlin,No migration background,Yes,0.08093,60,661,0.06013,0.10174
2007,Berlin,No migration background,No,0.81138,601,661,0.78153,0.84122
2007,Berlin,Direct migration background,No,0.91614,54,54,0.84152,0.99077
2007,Brandenburg,No migration background,Yes,0.13683,126,836,0.11352,0.16014
2007,Brandenburg,No migration background,No,0.73766,710,836,0.70782,0.76750
2007,Mecklenburg-Western Pomerania,No migration background,Yes,0.10524,55,497,0.07823,0.13224
2007,Mecklenburg-Western Pomerania,No migration background,No,0.76989,442,497,0.73285,0.80693
2007,Saxony,No migration background,Yes,0.10818,177,1473,0.09232,0.12405
2007,Saxony,No migration background,No,0.76847,1296,1473,0.74693,0.79002
2007,Saxony-Anhalt,No migration background,Yes,0.10470,103,843,0.08402,0.12538
2007,Saxony-Anhalt,No migration background,No,0.75266,740,843,0.72352,0.78181
2007,Thuringa,No migration background,Yes,0.11902,120,882,0.09764,0.14041
2007,Thuringa,No migration background,No,0.74446,762,882,0.71566,0.77326
2008,Schleswig-Holstein,No migration background,Yes,0.09452,61,498,0.06880,0.12024
2008,Schleswig-Holstein,No migration background,No,0.77345,437,498,0.73665,0.81025
2008,Schleswig-Holstein,Direct migration background,No,0.78034,38,38,0.64694,0.91375
2008,Hamburg,No migration background,No,0.86272,227,227,0.81785,0.90759
2008,Lower Saxony,No migration background,Yes,0.09883,177,1539,0.08391,0.11374
2008,Lower Saxony,No migration background,No,0.74965,1362,1539,0.72800,0.77130
2008,Lower Saxony,Direct migration background,No,0.80903,129,129,0.74094,0.87713
2008,Lower Saxony,Indirect migration background,No,0.32436,40,40,0.17744,0.47129
2008,Bremen,No migration background,No,0.84502,115,115,0.77858,0.91145
2008,North Rhine-Westphalia,No migration background,Yes,0.10127,368,3193,0.09080,0.11174
2008,North Rhine-Westphalia,No migration background,No,0.73437,2825,3193,0.71905,0.74969
2008,North Rhine-Westphalia,Direct migration background,Yes,0.08840,46,512,0.06379,0.11301
2008,North Rhine-Westphalia,Direct migration background,No,0.89728,466,512,0.87095,0.92360
2008,North Rhine-Westphalia,Indirect migration background,No,0.51698,189,189,0.44554,0.58841
2008,Hesse,No migration background,Yes,0.10566,119,1062,0.08716,0.12416
2008,Hesse,No migration background,No,0.72979,943,1062,0.70307,0.75651
2008,Hesse,Direct migration background,No,0.86136,157,157,0.80714,0.91559
2008,Hesse,Indirect migration background,No,0.45339,65,65,0.33142,0.57535
2008,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.12984,127,900,0.10787,0.15181
2008,"Rhineland-Palatinate, Saarland",No migration background,No,0.71529,773,900,0.68579,0.74479
2008,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.85552,125,125,0.79364,0.91740
2008,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.40093,47,47,0.25930,0.54256
2008,Baden-Wuerttemberg,No migration background,Yes,0.08795,190,1742,0.07464,0.10125
2008,Baden-Wuerttemberg,No migration background,No,0.74404,1552,1742,0.72354,0.76454
2008,Baden-Wuerttemberg,Direct migration background,Yes,0.08774,48,434,0.06109,0.11439
2008,Baden-Wuerttemberg,Direct migration background,No,0.88037,386,434,0.84981,0.91094
2008,Baden-Wuerttemberg,Indirect migration background,No,0.46092,157,157,0.38270,0.53915
2008,Bavaria,No migration background,Yes,0.09112,255,2330,0.07943,0.10281
2008,Bavaria,No migration background,No,0.74349,2075,2330,0.72575,0.76122
2008,Bavaria,Direct migration background,Yes,0.10179,36,289,0.06686,0.13671
2008,Bavaria,Direct migration background,No,0.87939,253,289,0.84178,0.91701
2008,Bavaria,Indirect migration background,No,0.54617,118,118,0.45596,0.63638
2008,Berlin,No migration background,Yes,0.11703,75,640,0.09211,0.14196
2008,Berlin,No migration background,No,0.76922,565,640,0.73655,0.80189
2008,Berlin,Direct migration background,No,0.90382,45,45,0.81670,0.99094
2008,Brandenburg,No migration background,Yes,0.12557,106,798,0.10256,0.14857
2008,Brandenburg,No migration background,No,0.74807,692,798,0.71793,0.77821
2008,Mecklenburg-Western Pomerania,No migration background,Yes,0.12826,69,482,0.09838,0.15814
2008,Mecklenburg-Western Pomerania,No migration background,No,0.75772,413,482,0.71942,0.79601
2008,Saxony,No migration background,Yes,0.11068,181,1395,0.09421,0.12715
2008,Saxony,No migration background,No,0.75405,1214,1395,0.73144,0.77666
2008,Saxony-Anhalt,No migration background,Yes,0.11358,95,791,0.09145,0.13571
2008,Saxony-Anhalt,No migration background,No,0.75911,696,791,0.72929,0.78893
2008,Thuringa,No migration background,Yes,0.11349,110,845,0.09209,0.13489
2008,Thuringa,No migration background,No,0.75657,735,845,0.72762,0.78552
2009,Schleswig-Holstein,No migration background,Yes,0.12425,68,456,0.09394,0.15456
2009,Schleswig-Holstein,No migration background,No,0.74665,388,456,0.70668,0.78661
2009,Schleswig-Holstein,Direct migration background,No,0.85684,39,39,0.74548,0.96820
2009,Hamburg,No migration background,No,0.84699,224,224,0.79974,0.89424
2009,Lower Saxony,No migration background,Yes,0.11081,192,1455,0.09468,0.12695
2009,Lower Saxony,No migration background,No,0.74843,1263,1455,0.72612,0.77073
2009,Lower Saxony,Direct migration background,No,0.87482,120,120,0.81536,0.93428
2009,Lower Saxony,Indirect migration background,No,0.43179,41,41,0.27829,0.58530
2009,Bremen,No migration background,No,0.89653,108,108,0.83882,0.95424
2009,North Rhine-Westphalia,No migration background,Yes,0.11366,388,2981,0.10226,0.12505
2009,North Rhine-Westphalia,No migration background,No,0.71999,2593,2981,0.70387,0.73611
2009,North Rhine-Westphalia,Direct migration background,Yes,0.11000,58,445,0.08090,0.13911
2009,North Rhine-Westphalia,Direct migration background,No,0.87501,387,445,0.84425,0.90578
2009,North Rhine-Westphalia,Indirect migration background,No,0.55645,177,177,0.48305,0.62984
2009,Hesse,No migration background,Yes,0.13136,135,993,0.11034,0.15238
2009,Hesse,No migration background,No,0.70790,858,993,0.67961,0.73620
2009,Hesse,Direct migration background,No,0.87088,140,140,0.81513,0.92663
2009,Hesse,Indirect migration background,No,0.51217,58,58,0.38240,0.64193
2009,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.12655,129,831,0.10393,0.14917
2009,"Rhineland-Palatinate, Saarland",No migration background,No,0.72266,702,831,0.69220,0.75311
2009,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.90598,120,120,0.85354,0.95842
2009,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.41243,49,49,0.27317,0.55170
2009,Baden-Wuerttemberg,No migration background,Yes,0.09160,178,1599,0.07746,0.10574
2009,Baden-Wuerttemberg,No migration background,No,0.74987,1421,1599,0.72864,0.77110
2009,Baden-Wuerttemberg,Direct migration background,Yes,0.09273,36,348,0.06221,0.12325
2009,Baden-Wuerttemberg,Direct migration background,No,0.86087,312,348,0.82445,0.89728
2009,Baden-Wuerttemberg,Indirect migration background,No,0.51480,145,145,0.43317,0.59644
2009,Bavaria,No migration background,Yes,0.11649,291,2221,0.10315,0.12984
2009,Bavaria,No migration background,No,0.72654,1930,2221,0.70800,0.74508
2009,Bavaria,Direct migration background,Yes,0.17821,40,261,0.13169,0.22473
2009,Bavaria,Direct migration background,No,0.79993,221,261,0.75130,0.84856
2009,Bavaria,Indirect migration background,No,0.51135,107,107,0.41619,0.60651
2009,Berlin,No migration background,Yes,0.12623,79,609,0.09983,0.15263
2009,Berlin,No migration background,No,0.77191,530,609,0.73856,0.80527
2009,Berlin,Direct migration background,No,0.94026,48,48,0.87250,1.00802
2009,Brandenburg,No migration background,Yes,0.13039,117,761,0.10645,0.15433
2009,Brandenburg,No migration background,No,0.72816,644,761,0.69653,0.75979
2009,Mecklenburg-Western Pomerania,No migration background,Yes,0.14185,71,463,0.11003,0.17366
2009,Mecklenburg-Western Pomerania,No migration background,No,0.74288,392,463,0.70303,0.78274
2009,Saxony,No migration background,Yes,0.09149,149,1332,0.07600,0.10698
2009,Saxony,No migration background,No,0.76559,1183,1332,0.74283,0.78834
2009,Saxony-Anhalt,No migration background,Yes,0.11774,88,750,0.09466,0.14082
2009,Saxony-Anhalt,No migration background,No,0.76382,662,750,0.73340,0.79424
2009,Thuringa,No migration background,Yes,0.12085,123,800,0.09825,0.14345
2009,Thuringa,No migration background,No,0.72497,677,800,0.69401,0.75593
2010,Schleswig-Holstein,No migration background,Yes,0.11566,88,629,0.09065,0.14067
2010,Schleswig-Holstein,No migration background,No,0.75899,541,629,0.72554,0.79245
2010,Schleswig-Holstein,Direct migration background,No,0.80177,71,71,0.70838,0.89516
2010,Hamburg,No migration background,Yes,0.11618,33,316,0.08079,0.15157
2010,Hamburg,No migration background,No,0.80177,283,316,0.75774,0.84579
2010,Hamburg,Direct migration background,No,0.93586,45,45,0.86346,1.00825
2010,Lower Saxony,No migration background,Yes,0.09689,223,1889,0.08355,0.11024
2010,Lower Saxony,No migration background,No,0.75505,1666,1889,0.73565,0.77445
2010,Lower Saxony,Direct migration background,Yes,0.13360,31,229,0.08944,0.17777
2010,Lower Saxony,Direct migration background,No,0.82834,198,229,0.77939,0.87729
2010,Lower Saxony,Indirect migration background,No,0.34111,56,56,0.21581,0.46640
2010,Bremen,No migration background,No,0.82858,130,130,0.76355,0.89362
2010,North Rhine-Westphalia,No migration background,Yes,0.11500,514,3755,0.10480,0.12521
2010,North Rhine-Westphalia,No migration background,No,0.73577,3241,3755,0.72166,0.74987
2010,North Rhine-Westphalia,Direct migration background,Yes,0.10963,152,897,0.08917,0.13008
2010,North Rhine-Westphalia,Direct migration background,No,0.86157,745,897,0.83896,0.88418
2010,North Rhine-Westphalia,Indirect migration background,Yes,0.03740,35,324,0.01671,0.05810
2010,North Rhine-Westphalia,Indirect migration background,No,0.42232,289,324,0.36845,0.47618
2010,Hesse,No migration background,Yes,0.10835,171,1262,0.09119,0.12551
2010,Hesse,No migration background,No,0.74079,1091,1262,0.71660,0.76497
2010,Hesse,Direct migration background,Yes,0.13630,46,318,0.09853,0.17408
2010,Hesse,Direct migration background,No,0.81565,272,318,0.77296,0.85834
2010,Hesse,Indirect migration background,No,0.35313,74,74,0.24349,0.46277
2010,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.12980,153,1066,0.10962,0.14999
2010,"Rhineland-Palatinate, Saarland",No migration background,No,0.72671,913,1066,0.69994,0.75347
2010,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.90358,172,172,0.85934,0.94782
2010,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.47346,68,68,0.35390,0.59301
2010,Baden-Wuerttemberg,No migration background,Yes,0.11197,300,2174,0.09871,0.12523
2010,Baden-Wuerttemberg,No migration background,No,0.74068,1874,2174,0.72225,0.75910
2010,Baden-Wuerttemberg,Direct migration background,Yes,0.09579,64,503,0.07005,0.12154
2010,Baden-Wuerttemberg,Direct migration background,No,0.87563,439,503,0.84676,0.90450
2010,Baden-Wuerttemberg,Indirect migration background,No,0.39487,181,181,0.32346,0.46628
2010,Bavaria,No migration background,Yes,0.10314,394,2943,0.09215,0.11413
2010,Bavaria,No migration background,No,0.74574,2549,2943,0.73001,0.76148
2010,Bavaria,Direct migration background,Yes,0.11071,65,455,0.08184,0.13957
2010,Bavaria,Direct migration background,No,0.86545,390,455,0.83407,0.89684
2010,Bavaria,Indirect migration background,No,0.51959,153,153,0.44016,0.59902
2010,Berlin,No migration background,Yes,0.11475,111,772,0.09226,0.13725
2010,Berlin,No migration background,No,0.78658,661,772,0.75765,0.81550
2010,Berlin,Direct migration background,No,0.83903,89,89,0.76224,0.91581
