year,bula_h,pgisced97,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Brandenburg,Second Stage of Tertiary Education,No,0.81290,206,248,0.76427,0.86154
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.87908,230,230,0.83685,0.92131
2007,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.88667,39,39,0.78588,0.98746
2007,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.85225,121,121,0.78876,0.91574
2007,Saxony,Lower Secondary Level,No,0.78494,76,76,0.69196,0.87793
2007,Saxony,Upper Secondary Level,Yes,0.11497,95,815,0.09305,0.13688
2007,Saxony,Upper Secondary Level,No,0.87345,720,815,0.85061,0.89629
2007,Saxony,Post-secondary Non-tertiary Level,No,0.95478,51,51,0.89718,1.01238
2007,Saxony,First Stage of Tertiary Education,No,0.88727,115,115,0.82922,0.94533
2007,Saxony,Second Stage of Tertiary Education,Yes,0.14194,52,379,0.10676,0.17712
2007,Saxony,Second Stage of Tertiary Education,No,0.85291,327,379,0.81720,0.88862
2007,Saxony-Anhalt,Lower Secondary Level,No,0.85932,48,48,0.75992,0.95873
2007,Saxony-Anhalt,Upper Secondary Level,Yes,0.09835,48,430,0.07017,0.12653
2007,Saxony-Anhalt,Upper Secondary Level,No,0.89172,382,430,0.86231,0.92112
2007,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,0.94089,31,31,0.85650,1.02528
2007,Saxony-Anhalt,First Stage of Tertiary Education,No,0.79811,72,72,0.70473,0.89148
2007,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.17798,37,225,0.12788,0.22807
2007,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.81344,188,225,0.76243,0.86446
2007,Thuringa,Lower Secondary Level,No,0.72525,48,48,0.59762,0.85287
2007,Thuringa,Upper Secondary Level,Yes,0.12135,70,550,0.09404,0.14867
2007,Thuringa,Upper Secondary Level,No,0.87282,480,550,0.84495,0.90069
2007,Thuringa,First Stage of Tertiary Education,No,0.78236,48,48,0.66439,0.90033
2007,Thuringa,Second Stage of Tertiary Education,No,0.83088,156,156,0.77186,0.88989
2008,Schleswig-Holstein,Lower Secondary Level,No,0.76793,45,45,0.64320,0.89267
2008,Schleswig-Holstein,Upper Secondary Level,Yes,0.09633,33,293,0.06249,0.13017
2008,Schleswig-Holstein,Upper Secondary Level,No,0.89999,260,293,0.86558,0.93440
2008,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.94519,32,32,0.86507,1.02531
2008,Schleswig-Holstein,First Stage of Tertiary Education,No,0.78524,41,41,0.65797,0.91250
2008,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.91256,82,82,0.85105,0.97408
2008,Hamburg,Upper Secondary Level,No,0.90591,104,104,0.84953,0.96229
2008,Hamburg,Second Stage of Tertiary Education,No,0.92305,74,74,0.86192,0.98419
2008,Lower Saxony,Pre-primary Level,No,0.62546,37,37,0.46736,0.78357
2008,Lower Saxony,Lower Secondary Level,No,0.83686,177,177,0.78227,0.89145
2008,Lower Saxony,Upper Secondary Level,Yes,0.12645,116,928,0.10505,0.14784
2008,Lower Saxony,Upper Secondary Level,No,0.86625,812,928,0.84434,0.88816
2008,Lower Saxony,Post-secondary Non-tertiary Level,No,0.93272,99,99,0.88313,0.98232
2008,Lower Saxony,First Stage of Tertiary Education,No,0.87679,98,98,0.81139,0.94220
2008,Lower Saxony,Second Stage of Tertiary Education,Yes,0.12429,35,308,0.08738,0.16119
2008,Lower Saxony,Second Stage of Tertiary Education,No,0.87507,273,308,0.83809,0.91206
2008,Bremen,Upper Secondary Level,No,0.92766,64,64,0.86369,0.99163
2008,North Rhine-Westphalia,Pre-primary Level,No,0.56000,69,69,0.44202,0.67799
2008,North Rhine-Westphalia,Primary Level,No,0.87931,53,53,0.79077,0.96786
2008,North Rhine-Westphalia,Lower Secondary Level,Yes,0.10763,58,465,0.07943,0.13583
2008,North Rhine-Westphalia,Lower Secondary Level,No,0.87918,407,465,0.84952,0.90883
2008,North Rhine-Westphalia,Upper Secondary Level,Yes,0.12353,226,1898,0.10872,0.13834
2008,North Rhine-Westphalia,Upper Secondary Level,No,0.87035,1672,1898,0.85523,0.88547
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.88665,267,267,0.84856,0.92475
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.10076,31,271,0.06485,0.13666
2008,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.88796,240,271,0.85034,0.92558
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.10630,80,780,0.08466,0.12795
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.89265,700,780,0.87091,0.91439
2008,Hesse,Lower Secondary Level,No,0.79417,108,108,0.71756,0.87078
2008,Hesse,Upper Secondary Level,Yes,0.13249,74,621,0.10581,0.15918
2008,Hesse,Upper Secondary Level,No,0.85911,547,621,0.83172,0.88650
2008,Hesse,Post-secondary Non-tertiary Level,No,0.89892,83,83,0.83368,0.96416
2008,Hesse,First Stage of Tertiary Education,No,0.93136,74,74,0.87336,0.98936
2008,Hesse,Second Stage of Tertiary Education,No,0.92469,303,303,0.89492,0.95445
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.78461,137,137,0.71552,0.85370
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.11094,69,561,0.08493,0.13696
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.88274,492,561,0.85609,0.90939
2008,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.76286,46,46,0.63859,0.88713
2008,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.80720,76,76,0.71792,0.89648
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.85384,152,152,0.79749,0.91019
2008,Baden-Wuerttemberg,Pre-primary Level,No,0.65057,52,52,0.51971,0.78143
2008,Baden-Wuerttemberg,Primary Level,No,0.95928,34,34,0.89185,1.02671
2008,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.13680,41,305,0.09817,0.17543
2008,Baden-Wuerttemberg,Lower Secondary Level,No,0.82906,264,305,0.78675,0.87138
2008,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.09429,130,1138,0.07730,0.11128
2008,Baden-Wuerttemberg,Upper Secondary Level,No,0.90289,1008,1138,0.88568,0.92010
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.93928,124,124,0.89708,0.98149
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.92320,155,155,0.88115,0.96526
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.12096,48,455,0.09097,0.15096
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.87028,407,455,0.83938,0.90119
2008,Bavaria,Pre-primary Level,No,0.49559,38,38,0.33449,0.65670
2008,Bavaria,Lower Secondary Level,Yes,0.12106,38,302,0.08421,0.15791
2008,Bavaria,Lower Secondary Level,No,0.82749,264,302,0.78481,0.87018
2008,Bavaria,Upper Secondary Level,Yes,0.09540,151,1448,0.08027,0.11054
2008,Bavaria,Upper Secondary Level,No,0.90261,1297,1448,0.88733,0.91789
2008,Bavaria,Post-secondary Non-tertiary Level,No,0.92390,122,122,0.87665,0.97114
2008,Bavaria,First Stage of Tertiary Education,No,0.82063,181,181,0.76459,0.87668
2008,Bavaria,Second Stage of Tertiary Education,Yes,0.11660,67,556,0.08990,0.14330
2008,Bavaria,Second Stage of Tertiary Education,No,0.88340,489,556,0.85670,0.91010
2008,Berlin,Lower Secondary Level,No,0.87256,47,47,0.77620,0.96893
2008,Berlin,Upper Secondary Level,Yes,0.13214,39,284,0.09268,0.17159
2008,Berlin,Upper Secondary Level,No,0.86241,245,284,0.82228,0.90255
2008,Berlin,Post-secondary Non-tertiary Level,No,0.78134,32,32,0.63583,0.92685
2008,Berlin,First Stage of Tertiary Education,No,0.86414,45,45,0.76289,0.96538
2008,Berlin,Second Stage of Tertiary Education,No,0.89940,235,235,0.86086,0.93794
2008,Brandenburg,Lower Secondary Level,No,0.88768,53,53,0.80185,0.97350
2008,Brandenburg,Upper Secondary Level,Yes,0.13032,52,403,0.09741,0.16323
2008,Brandenburg,Upper Secondary Level,No,0.86968,351,403,0.83677,0.90259
2008,Brandenburg,First Stage of Tertiary Education,No,0.93596,57,57,0.87184,1.00009
2008,Brandenburg,Second Stage of Tertiary Education,Yes,0.22907,38,238,0.17557,0.28258
2008,Brandenburg,Second Stage of Tertiary Education,No,0.77093,200,238,0.71742,0.82443
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.12431,36,242,0.08265,0.16597
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.87127,206,242,0.82899,0.91356
2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.90107,129,129,0.84934,0.95279
2008,Saxony,Lower Secondary Level,No,0.75655,66,66,0.65222,0.86089
2008,Saxony,Upper Secondary Level,Yes,0.11618,97,770,0.09353,0.13883
2008,Saxony,Upper Secondary Level,No,0.87667,673,770,0.85342,0.89991
2008,Saxony,Post-secondary Non-tertiary Level,No,0.89082,52,52,0.80522,0.97641
2008,Saxony,First Stage of Tertiary Education,No,0.86095,104,104,0.79413,0.92777
2008,Saxony,Second Stage of Tertiary Education,Yes,0.15318,51,359,0.11587,0.19049
2008,Saxony,Second Stage of Tertiary Education,No,0.84591,308,359,0.80851,0.88331
2008,Saxony-Anhalt,Lower Secondary Level,No,0.84512,47,47,0.74056,0.94967
2008,Saxony-Anhalt,Upper Secondary Level,Yes,0.14312,49,419,0.10955,0.17669
2008,Saxony-Anhalt,Upper Secondary Level,No,0.85533,370,419,0.82161,0.88905
2008,Saxony-Anhalt,First Stage of Tertiary Education,No,0.85573,64,64,0.76897,0.94250
2008,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.86075,171,171,0.80871,0.91280
2008,Thuringa,Lower Secondary Level,No,0.90316,57,57,0.82570,0.98062
2008,Thuringa,Upper Secondary Level,Yes,0.12704,72,516,0.09828,0.15581
2008,Thuringa,Upper Secondary Level,No,0.86632,444,516,0.83693,0.89571
2008,Thuringa,First Stage of Tertiary Education,No,0.82267,49,49,0.71461,0.93072
2008,Thuringa,Second Stage of Tertiary Education,No,0.86273,160,160,0.80924,0.91622
2009,Schleswig-Holstein,Lower Secondary Level,No,0.85362,43,43,0.74672,0.96053
2009,Schleswig-Holstein,Upper Secondary Level,Yes,0.14670,43,277,0.10496,0.18844
2009,Schleswig-Holstein,Upper Secondary Level,No,0.85330,234,277,0.81156,0.89504
2009,Schleswig-Holstein,First Stage of Tertiary Education,No,0.95012,38,38,0.87997,1.02027
2009,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.89274,71,71,0.82025,0.96523
2009,Hamburg,Upper Secondary Level,No,0.89819,105,105,0.84007,0.95631
2009,Hamburg,Second Stage of Tertiary Education,No,0.92037,74,74,0.85827,0.98248
2009,Lower Saxony,Lower Secondary Level,Yes,0.14924,31,187,0.09803,0.20045
2009,Lower Saxony,Lower Secondary Level,No,0.84414,156,187,0.79202,0.89627
2009,Lower Saxony,Upper Secondary Level,Yes,0.13234,122,866,0.10976,0.15492
2009,Lower Saxony,Upper Secondary Level,No,0.86766,744,866,0.84508,0.89024
2009,Lower Saxony,Post-secondary Non-tertiary Level,No,0.81774,87,87,0.73614,0.89933
2009,Lower Saxony,First Stage of Tertiary Education,No,0.94386,98,98,0.89806,0.98967
2009,Lower Saxony,Second Stage of Tertiary Education,Yes,0.11389,34,306,0.07823,0.14954
2009,Lower Saxony,Second Stage of Tertiary Education,No,0.88611,272,306,0.85046,0.92177
2009,Bremen,Upper Secondary Level,No,0.92754,55,55,0.85839,0.99669
2009,North Rhine-Westphalia,Pre-primary Level,No,0.60468,71,71,0.49014,0.71921
2009,North Rhine-Westphalia,Primary Level,No,0.77552,42,42,0.64780,0.90324
2009,North Rhine-Westphalia,Lower Secondary Level,Yes,0.09993,56,410,0.07087,0.12900
2009,North Rhine-Westphalia,Lower Secondary Level,No,0.88747,354,410,0.85684,0.91810
2009,North Rhine-Westphalia,Upper Secondary Level,Yes,0.13797,248,1750,0.12181,0.15413
2009,North Rhine-Westphalia,Upper Secondary Level,No,0.85717,1502,1750,0.84077,0.87357
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.89866,249,249,0.86110,0.93622
2009,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.13459,39,253,0.09245,0.17673
2009,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.86541,214,253,0.82327,0.90755
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.12984,73,740,0.10561,0.15408
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.86845,667,740,0.84408,0.89282
2009,Hesse,Lower Secondary Level,No,0.84364,101,101,0.77245,0.91483
2009,Hesse,Upper Secondary Level,Yes,0.14772,77,571,0.11859,0.17685
2009,Hesse,Upper Secondary Level,No,0.85025,494,571,0.82096,0.87954
2009,Hesse,Post-secondary Non-tertiary Level,No,0.85791,77,77,0.77941,0.93641
2009,Hesse,First Stage of Tertiary Education,No,0.85617,61,61,0.76738,0.94496
2009,Hesse,Second Stage of Tertiary Education,Yes,0.10162,34,317,0.06830,0.13493
2009,Hesse,Second Stage of Tertiary Education,No,0.89407,283,317,0.86014,0.92800
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.77934,136,136,0.70938,0.84929
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.13327,84,517,0.10394,0.16259
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.86370,433,517,0.83409,0.89330
2009,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.80922,40,40,0.68590,0.93254
2009,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.92815,71,71,0.86765,0.98865
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.85143,143,143,0.79293,0.90993
2009,Baden-Wuerttemberg,Pre-primary Level,No,0.56810,35,35,0.40160,0.73460
2009,Baden-Wuerttemberg,Primary Level,No,0.90527,31,31,0.80048,1.01006
2009,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.13488,34,272,0.09421,0.17556
2009,Baden-Wuerttemberg,Lower Secondary Level,No,0.83673,238,272,0.79272,0.88074
2009,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.10789,110,1003,0.08868,0.12710
2009,Baden-Wuerttemberg,Upper Secondary Level,No,0.88795,893,1003,0.86842,0.90748
2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.96423,108,108,0.92903,0.99942
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.90195,138,138,0.85215,0.95175
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.08667,46,443,0.06044,0.11290
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.91333,397,443,0.88710,0.93956
2009,Bavaria,Pre-primary Level,No,0.53179,47,47,0.38759,0.67599
2009,Bavaria,Lower Secondary Level,Yes,0.14646,40,271,0.10429,0.18864
2009,Bavaria,Lower Secondary Level,No,0.81526,231,271,0.76897,0.86155
2009,Bavaria,Upper Secondary Level,Yes,0.16118,199,1364,0.14166,0.18071
2009,Bavaria,Upper Secondary Level,No,0.83852,1165,1364,0.81898,0.85805
2009,Bavaria,Post-secondary Non-tertiary Level,No,0.86072,117,117,0.79771,0.92373
2009,Bavaria,First Stage of Tertiary Education,No,0.86814,178,178,0.81829,0.91798
2009,Bavaria,Second Stage of Tertiary Education,Yes,0.10761,63,530,0.08121,0.13402
2009,Bavaria,Second Stage of Tertiary Education,No,0.89142,467,530,0.86491,0.91793
2009,Berlin,Lower Secondary Level,No,0.79884,40,40,0.67302,0.92465
2009,Berlin,Upper Secondary Level,Yes,0.12460,32,266,0.08483,0.16436
2009,Berlin,Upper Secondary Level,No,0.86649,234,266,0.82554,0.90744
2009,Berlin,Post-secondary Non-tertiary Level,No,0.89433,36,36,0.79248,0.99617
2009,Berlin,First Stage of Tertiary Education,No,0.78668,41,41,0.65973,0.91363
2009,Berlin,Second Stage of Tertiary Education,No,0.86388,217,217,0.81815,0.90961
2009,Brandenburg,Lower Secondary Level,No,0.84163,41,41,0.72849,0.95477
2009,Brandenburg,Upper Secondary Level,Yes,0.16143,59,381,0.12444,0.19843
2009,Brandenburg,Upper Secondary Level,No,0.83215,322,381,0.79457,0.86972
2009,Brandenburg,First Stage of Tertiary Education,No,0.80333,45,45,0.68588,0.92078
2009,Brandenburg,Second Stage of Tertiary Education,No,0.87394,209,209,0.82884,0.91905
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.17003,36,239,0.12230,0.21776
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.82997,203,239,0.78224,0.87770
2009,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.87636,35,35,0.76572,0.98701
2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.85703,115,115,0.79277,0.92129
2009,Saxony,Lower Secondary Level,No,0.89219,65,65,0.81620,0.96817
2009,Saxony,Upper Secondary Level,Yes,0.10271,86,749,0.08095,0.12447
2009,Saxony,Upper Secondary Level,No,0.89138,663,749,0.86908,0.91368
2009,Saxony,Post-secondary Non-tertiary Level,No,0.98386,50,50,0.94858,1.01914
2009,Saxony,First Stage of Tertiary Education,No,0.75614,100,100,0.67156,0.84073
2009,Saxony,Second Stage of Tertiary Education,Yes,0.13779,43,343,0.10126,0.17432
2009,Saxony,Second Stage of Tertiary Education,No,0.85706,300,343,0.81997,0.89416
2009,Saxony-Anhalt,Lower Secondary Level,No,0.82105,40,40,0.70075,0.94135
2009,Saxony-Anhalt,Upper Secondary Level,Yes,0.12945,42,397,0.09639,0.16252
2009,Saxony-Anhalt,Upper Secondary Level,No,0.86870,355,397,0.83543,0.90196
2009,Saxony-Anhalt,First Stage of Tertiary Education,No,0.74127,57,57,0.62657,0.85597
2009,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.89438,171,171,0.84817,0.94058
2009,Thuringa,Lower Secondary Level,No,0.87362,46,46,0.77653,0.97070
2009,Thuringa,Upper Secondary Level,Yes,0.15083,76,489,0.11907,0.18258
2009,Thuringa,Upper Secondary Level,No,0.84543,413,489,0.81336,0.87750
2009,Thuringa,First Stage of Tertiary Education,No,0.90990,46,46,0.82624,0.99356
2009,Thuringa,Second Stage of Tertiary Education,No,0.86651,148,148,0.81153,0.92149
2010,Schleswig-Holstein,Lower Secondary Level,No,0.82992,66,66,0.73858,0.92126
2010,Schleswig-Holstein,Upper Secondary Level,Yes,0.13227,57,369,0.09766,0.16689
2010,Schleswig-Holstein,Upper Secondary Level,No,0.86773,312,369,0.83311,0.90234
2010,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.95564,58,58,0.90219,1.00909
2010,Schleswig-Holstein,First Stage of Tertiary Education,No,0.83833,50,50,0.73525,0.94141
2010,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.85857,113,113,0.79404,0.92311
2010,Hamburg,Upper Secondary Level,No,0.83221,140,140,0.77009,0.89433
2010,Hamburg,Post-secondary Non-tertiary Level,No,0.91950,35,35,0.82805,1.01095
2010,Hamburg,Second Stage of Tertiary Education,No,0.89460,105,105,0.83559,0.95362
2010,Lower Saxony,Pre-primary Level,No,0.78955,43,43,0.66627,0.91283
2010,Lower Saxony,Lower Secondary Level,Yes,0.14870,42,258,0.10520,0.19219
2010,Lower Saxony,Lower Secondary Level,No,0.82032,216,258,0.77338,0.86726
2010,Lower Saxony,Upper Secondary Level,Yes,0.11912,130,1106,0.10002,0.13822
2010,Lower Saxony,Upper Secondary Level,No,0.87930,976,1106,0.86009,0.89851
2010,Lower Saxony,Post-secondary Non-tertiary Level,No,0.92207,137,137,0.87702,0.96712
2010,Lower Saxony,First Stage of Tertiary Education,No,0.94459,123,123,0.90399,0.98519
2010,Lower Saxony,Second Stage of Tertiary Education,Yes,0.09295,47,421,0.06518,0.12072
2010,Lower Saxony,Second Stage of Tertiary Education,No,0.90705,374,421,0.87928,0.93482
2010,Bremen,Upper Secondary Level,No,0.86386,64,64,0.77917,0.94854
2010,Bremen,Second Stage of Tertiary Education,No,0.93855,43,43,0.86592,1.01118
2010,North Rhine-Westphalia,Pre-primary Level,No,0.67462,107,107,0.58542,0.76381
2010,North Rhine-Westphalia,Primary Level,No,0.80132,88,88,0.71747,0.88516
2010,North Rhine-Westphalia,Lower Secondary Level,Yes,0.14230,107,632,0.11504,0.16956
2010,North Rhine-Westphalia,Lower Secondary Level,No,0.83591,525,632,0.80701,0.86480
2010,North Rhine-Westphalia,Upper Secondary Level,Yes,0.14117,335,2245,0.12676,0.15558
2010,North Rhine-Westphalia,Upper Secondary Level,No,0.85854,1910,2245,0.84412,0.87296
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.13099,65,495,0.10124,0.16074
2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.86901,430,495,0.83926,0.89876
2010,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.13281,48,298,0.09422,0.17141
2010,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.86719,250,298,0.82859,0.90578
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.08204,101,997,0.06500,0.09909
2010,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.91474,896,997,0.89739,0.93208
2010,Hesse,Lower Secondary Level,No,0.84828,140,140,0.78864,0.90792
2010,Hesse,Upper Secondary Level,Yes,0.14082,105,727,0.11552,0.16612
2010,Hesse,Upper Secondary Level,No,0.85638,622,727,0.83087,0.88189
2010,Hesse,Post-secondary Non-tertiary Level,No,0.88739,126,126,0.83197,0.94280
2010,Hesse,First Stage of Tertiary Education,No,0.87808,79,79,0.80547,0.95069
2010,Hesse,Second Stage of Tertiary Education,Yes,0.11055,66,470,0.08217,0.13893
2010,Hesse,Second Stage of Tertiary Education,No,0.88877,404,470,0.86032,0.91723
2010,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.15325,34,202,0.10345,0.20305
2010,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.82672,168,202,0.77440,0.87905
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.12971,94,669,0.10423,0.15519
2010,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.86543,575,669,0.83955,0.89131
2010,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.92927,81,81,0.87308,0.98545
2010,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.81756,79,79,0.73184,0.90327
2010,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.83627,193,193,0.78393,0.88861
2010,Baden-Wuerttemberg,Pre-primary Level,No,0.65088,48,48,0.51460,0.78717
2010,Baden-Wuerttemberg,Primary Level,No,0.91892,35,35,0.82716,1.01067
2010,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.15295,47,335,0.11435,0.19155
2010,Baden-Wuerttemberg,Lower Secondary Level,No,0.82449,288,335,0.78370,0.86529
2010,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.13490,198,1356,0.11671,0.15309
2010,Baden-Wuerttemberg,Upper Secondary Level,No,0.86354,1158,1356,0.84526,0.88182
2010,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.92898,172,172,0.89048,0.96748
2010,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.89228,181,181,0.84699,0.93757
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.11183,89,668,0.08792,0.13575
2010,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.88749,579,668,0.86351,0.91147
2010,Bavaria,Pre-primary Level,No,0.55211,65,65,0.43028,0.67395
2010,Bavaria,Lower Secondary Level,Yes,0.12806,48,352,0.09310,0.16302
2010,Bavaria,Lower Secondary Level,No,0.83836,304,352,0.79985,0.87687
2010,Bavaria,Upper Secondary Level,Yes,0.12708,276,1899,0.11209,0.14206
2010,Bavaria,Upper Secondary Level,No,0.87109,1623,1899,0.85601,0.88616
2010,Bavaria,Post-secondary Non-tertiary Level,No,0.91912,188,188,0.88004,0.95820
2010,Bavaria,First Stage of Tertiary Education,Yes,0.12831,34,258,0.08742,0.16920
2010,Bavaria,First Stage of Tertiary Education,No,0.86871,224,258,0.82742,0.91000
2010,Bavaria,Second Stage of Tertiary Education,Yes,0.09147,83,703,0.07015,0.11280
2010,Bavaria,Second Stage of Tertiary Education,No,0.90853,620,703,0.88720,0.92985
2010,Berlin,Lower Secondary Level,No,0.86381,60,60,0.77629,0.95133
2010,Berlin,Upper Secondary Level,Yes,0.13692,51,342,0.10043,0.17340
2010,Berlin,Upper Secondary Level,No,0.86179,291,342,0.82516,0.89842
2010,Berlin,Post-secondary Non-tertiary Level,No,0.78040,50,50,0.66449,0.89631
2010,Berlin,First Stage of Tertiary Education,No,0.79252,43,43,0.66988,0.91516
2010,Berlin,Second Stage of Tertiary Education,Yes,0.11569,45,349,0.08208,0.14929
2010,Berlin,Second Stage of Tertiary Education,No,0.88027,304,349,0.84616,0.91438
2010,Brandenburg,Lower Secondary Level,No,0.89299,54,54,0.80977,0.97622
2010,Brandenburg,Upper Secondary Level,Yes,0.12951,62,476,0.09931,0.15970
2010,Brandenburg,Upper Secondary Level,No,0.86874,414,476,0.83837,0.89911
2010,Brandenburg,Post-secondary Non-tertiary Level,No,0.76410,47,47,0.64141,0.88680
2010,Brandenburg,First Stage of Tertiary Education,No,0.74342,54,54,0.62584,0.86101
2010,Brandenburg,Second Stage of Tertiary Education,Yes,0.20979,47,257,0.15991,0.25967
2010,Brandenburg,Second Stage of Tertiary Education,No,0.79021,210,257,0.74033,0.84009
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.15766,50,326,0.11804,0.19728
2010,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.84234,276,326,0.80272,0.88196
2010,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.81750,37,37,0.69133,0.94368
2010,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.83231,126,126,0.76682,0.89780
2010,Saxony,Lower Secondary Level,No,0.90023,81,81,0.83455,0.96590
2010,Saxony,Upper Secondary Level,Yes,0.12492,112,913,0.10346,0.14638
2010,Saxony,Upper Secondary Level,No,0.87307,801,913,0.85146,0.89467
2010,Saxony,Post-secondary Non-tertiary Level,No,0.84751,63,63,0.75802,0.93699
2010,Saxony,First Stage of Tertiary Education,No,0.90692,119,119,0.85450,0.95934
2010,Saxony,Second Stage of Tertiary Education,Yes,0.09951,51,423,0.07095,0.12807
2010,Saxony,Second Stage of Tertiary Education,No,0.90049,372,423,0.87193,0.92905
2010,Saxony-Anhalt,Lower Secondary Level,No,0.84421,47,47,0.73941,0.94901
2010,Saxony-Anhalt,Upper Secondary Level,Yes,0.11506,60,489,0.08675,0.14338
2010,Saxony-Anhalt,Upper Secondary Level,No,0.88193,429,489,0.85330,0.91056
2010,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,0.93757,38,38,0.85962,1.01553
2010,Saxony-Anhalt,First Stage of Tertiary Education,No,0.85397,64,64,0.76677,0.94117
2010,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.19382,37,205,0.13958,0.24807
2010,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.80618,168,205,0.75193,0.86042
2010,Thuringa,Lower Secondary Level,No,0.77714,40,40,0.64652,0.90775
