year,bula_h,regtyp,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Saxony-Anhalt,Rural regions,Yes,0.16285,109,724,0.13593,0.18976
2018,Saxony-Anhalt,Rural regions,No,0.83715,615,724,0.81024,0.86407
2018,Thuringa,Urban regions,Yes,0.19541,47,292,0.14986,0.24097
2018,Thuringa,Urban regions,No,0.80459,245,292,0.75903,0.85014
2018,Thuringa,Rural regions,Yes,0.16564,93,641,0.13684,0.19444
2018,Thuringa,Rural regions,No,0.83436,548,641,0.80556,0.86316
2019,Schleswig-Holstein,Urban regions,Yes,0.11524,44,337,0.08110,0.14939
2019,Schleswig-Holstein,Urban regions,No,0.88476,293,337,0.85061,0.91890
2019,Schleswig-Holstein,Rural regions,Yes,0.18695,88,598,0.15568,0.21823
2019,Schleswig-Holstein,Rural regions,No,0.81305,510,598,0.78177,0.84432
2019,Hamburg,Urban regions,Yes,0.12802,67,509,0.09896,0.15707
2019,Hamburg,Urban regions,No,0.87198,442,509,0.84293,0.90104
2019,Lower Saxony,No answer / don't know,No,0.86624,31,31,0.74443,0.98805
2019,Lower Saxony,Urban regions,Yes,0.15015,138,1024,0.12826,0.17204
2019,Lower Saxony,Urban regions,No,0.84985,886,1024,0.82796,0.87174
2019,Lower Saxony,Rural regions,Yes,0.12443,181,1430,0.10731,0.14154
2019,Lower Saxony,Rural regions,No,0.87557,1249,1430,0.85846,0.89269
2019,Bremen,Urban regions,No,0.89336,195,195,0.84993,0.93680
2019,North Rhine-Westphalia,No answer / don't know,No,0.74619,90,90,0.65578,0.83661
2019,North Rhine-Westphalia,Urban regions,Yes,0.14507,712,5179,0.13548,0.15466
2019,North Rhine-Westphalia,Urban regions,No,0.85493,4467,5179,0.84534,0.86452
2019,North Rhine-Westphalia,Rural regions,No,0.89442,86,86,0.82909,0.95975
2019,Hesse,No answer / don't know,No,0.87137,45,45,0.77244,0.97029
2019,Hesse,Urban regions,Yes,0.13045,160,1322,0.11228,0.14861
2019,Hesse,Urban regions,No,0.86955,1162,1322,0.85139,0.88772
2019,Hesse,Rural regions,Yes,0.11687,43,334,0.08237,0.15138
2019,Hesse,Rural regions,No,0.88313,291,334,0.84862,0.91763
2019,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.14316,134,1079,0.12225,0.16407
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.85684,945,1079,0.83593,0.87775
2019,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.18047,67,364,0.14091,0.22004
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.81953,297,364,0.77996,0.85909
2019,Baden-Wuerttemberg,No answer / don't know,No,0.75785,41,41,0.62510,0.89061
2019,Baden-Wuerttemberg,Urban regions,Yes,0.11724,287,2466,0.10454,0.12994
2019,Baden-Wuerttemberg,Urban regions,No,0.88276,2179,2466,0.87006,0.89546
2019,Baden-Wuerttemberg,Rural regions,Yes,0.14427,35,275,0.10266,0.18587
2019,Baden-Wuerttemberg,Rural regions,No,0.85573,240,275,0.81413,0.89734
2019,Bavaria,No answer / don't know,No,0.79339,68,68,0.69645,0.89034
2019,Bavaria,Urban regions,Yes,0.13590,230,1761,0.11989,0.15191
2019,Bavaria,Urban regions,No,0.86410,1531,1761,0.84809,0.88011
2019,Bavaria,Rural regions,Yes,0.15612,300,2097,0.14058,0.17165
2019,Bavaria,Rural regions,No,0.84388,1797,2097,0.82835,0.85942
2019,Berlin,No answer / don't know,No,0.94107,70,70,0.88551,0.99664
2019,Berlin,Urban regions,Yes,0.15796,147,950,0.13476,0.18116
2019,Berlin,Urban regions,No,0.84204,803,950,0.81884,0.86524
2019,Brandenburg,Urban regions,No,0.93257,86,86,0.87926,0.98588
2019,Brandenburg,Rural regions,Yes,0.13495,148,1000,0.11376,0.15613
2019,Brandenburg,Rural regions,No,0.86505,852,1000,0.84387,0.88624
2019,Mecklenburg-Western Pomerania,Urban regions,No,0.70842,75,75,0.60486,0.81197
2019,Mecklenburg-Western Pomerania,Rural regions,Yes,0.19257,71,505,0.15814,0.22699
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.80743,434,505,0.77301,0.84186
2019,Saxony,Urban regions,Yes,0.14443,115,852,0.12082,0.16805
2019,Saxony,Urban regions,No,0.85557,737,852,0.83195,0.87918
2019,Saxony,Rural regions,Yes,0.13070,91,752,0.10659,0.15481
2019,Saxony,Rural regions,No,0.86930,661,752,0.84519,0.89341
2019,Saxony-Anhalt,Urban regions,No,0.87700,166,166,0.82689,0.92712
2019,Saxony-Anhalt,Rural regions,Yes,0.11745,82,685,0.09333,0.14158
2019,Saxony-Anhalt,Rural regions,No,0.88255,603,685,0.85842,0.90667
2019,Thuringa,Urban regions,Yes,0.15374,48,287,0.11193,0.19554
2019,Thuringa,Urban regions,No,0.84626,239,287,0.80446,0.88807
2019,Thuringa,Rural regions,Yes,0.14327,80,625,0.11578,0.17076
2019,Thuringa,Rural regions,No,0.85673,545,625,0.82924,0.88422
2020,Schleswig-Holstein,Urban regions,Yes,0.12837,45,400,0.09555,0.16120
2020,Schleswig-Holstein,Urban regions,No,0.87163,355,400,0.83880,0.90445
2020,Schleswig-Holstein,Rural regions,Yes,0.16687,83,630,0.13774,0.19601
2020,Schleswig-Holstein,Rural regions,No,0.83313,547,630,0.80399,0.86226
2020,Hamburg,Urban regions,Yes,0.13301,75,578,0.10530,0.16072
2020,Hamburg,Urban regions,No,0.86699,503,578,0.83928,0.89470
2020,Lower Saxony,Urban regions,Yes,0.13410,125,1188,0.11472,0.15349
2020,Lower Saxony,Urban regions,No,0.86590,1063,1188,0.84651,0.88528
2020,Lower Saxony,Rural regions,Yes,0.13692,209,1604,0.12009,0.15375
2020,Lower Saxony,Rural regions,No,0.86308,1395,1604,0.84625,0.87991
2020,Bremen,Urban regions,No,0.91379,241,241,0.87827,0.94930
2020,North Rhine-Westphalia,Urban regions,Yes,0.16416,852,6040,0.15481,0.17350
2020,North Rhine-Westphalia,Urban regions,No,0.83584,5188,6040,0.82650,0.84519
2020,North Rhine-Westphalia,Rural regions,No,0.91302,89,89,0.85414,0.97190
2020,Hesse,Urban regions,Yes,0.11485,196,1665,0.09953,0.13017
2020,Hesse,Urban regions,No,0.88515,1469,1665,0.86983,0.90047
2020,Hesse,Rural regions,Yes,0.13493,52,366,0.09988,0.16998
2020,Hesse,Rural regions,No,0.86507,314,366,0.83002,0.90012
2020,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.16017,162,1142,0.13888,0.18145
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.83983,980,1142,0.81855,0.86112
2020,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.17424,50,374,0.13574,0.21273
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.82576,324,374,0.78727,0.86426
2020,Baden-Wuerttemberg,Urban regions,Yes,0.12405,326,2783,0.11181,0.13630
2020,Baden-Wuerttemberg,Urban regions,No,0.87595,2457,2783,0.86370,0.88819
2020,Baden-Wuerttemberg,Rural regions,Yes,0.13983,43,373,0.10459,0.17508
2020,Baden-Wuerttemberg,Rural regions,No,0.86017,330,373,0.82492,0.89541
2020,Bavaria,Urban regions,Yes,0.12732,246,2063,0.11293,0.14170
2020,Bavaria,Urban regions,No,0.87268,1817,2063,0.85830,0.88707
2020,Bavaria,Rural regions,Yes,0.14866,337,2273,0.13403,0.16328
2020,Bavaria,Rural regions,No,0.85134,1936,2273,0.83672,0.86597
2020,Berlin,Urban regions,Yes,0.14703,159,1270,0.12755,0.16652
2020,Berlin,Urban regions,No,0.85297,1111,1270,0.83348,0.87245
2020,Brandenburg,Urban regions,No,0.89661,86,86,0.83189,0.96134
2020,Brandenburg,Rural regions,Yes,0.14099,152,1043,0.11986,0.16212
2020,Brandenburg,Rural regions,No,0.85901,891,1043,0.83788,0.88014
2020,Mecklenburg-Western Pomerania,Urban regions,No,0.91168,82,82,0.84988,0.97348
2020,Mecklenburg-Western Pomerania,Rural regions,Yes,0.16055,60,443,0.12632,0.19477
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.83945,383,443,0.80523,0.87368
2020,Saxony,Urban regions,Yes,0.13552,93,885,0.11296,0.15809
2020,Saxony,Urban regions,No,0.86448,792,885,0.84191,0.88704
2020,Saxony,Rural regions,Yes,0.11880,97,753,0.09568,0.14193
2020,Saxony,Rural regions,No,0.88120,656,753,0.85807,0.90432
2020,Saxony-Anhalt,Urban regions,No,0.85285,202,202,0.80388,0.90183
2020,Saxony-Anhalt,Rural regions,Yes,0.13760,94,718,0.11239,0.16282
2020,Saxony-Anhalt,Rural regions,No,0.86240,624,718,0.83718,0.88761
2020,Thuringa,Urban regions,Yes,0.14482,36,324,0.10644,0.18320
2020,Thuringa,Urban regions,No,0.85518,288,324,0.81680,0.89356
2020,Thuringa,Rural regions,Yes,0.15083,81,645,0.12319,0.17847
2020,Thuringa,Rural regions,No,0.84917,564,645,0.82153,0.87681
2021,Schleswig-Holstein,Urban regions,No,0.91390,221,221,0.87683,0.95097
2021,Schleswig-Holstein,Rural regions,Yes,0.11822,56,460,0.08868,0.14775
2021,Schleswig-Holstein,Rural regions,No,0.88178,404,460,0.85225,0.91132
2021,Hamburg,Urban regions,Yes,0.10261,38,395,0.07265,0.13257
2021,Hamburg,Urban regions,No,0.89739,357,395,0.86743,0.92735
2021,Lower Saxony,Urban regions,Yes,0.09671,60,735,0.07533,0.11809
2021,Lower Saxony,Urban regions,No,0.90329,675,735,0.88191,0.92467
2021,Lower Saxony,Rural regions,Yes,0.12549,111,938,0.10428,0.14670
2021,Lower Saxony,Rural regions,No,0.87451,827,938,0.85330,0.89572
2021,Bremen,Urban regions,No,0.91500,113,113,0.86336,0.96665
2021,North Rhine-Westphalia,Urban regions,Yes,0.14008,459,3484,0.12856,0.15161
2021,North Rhine-Westphalia,Urban regions,No,0.85992,3025,3484,0.84839,0.87144
2021,North Rhine-Westphalia,Rural regions,No,0.90040,76,76,0.83263,0.96818
2021,Hesse,Urban regions,Yes,0.12022,111,871,0.09861,0.14183
2021,Hesse,Urban regions,No,0.87978,760,871,0.85817,0.90139
2021,Hesse,Rural regions,No,0.85228,180,180,0.80030,0.90426
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13145,65,658,0.10561,0.15729
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86855,593,658,0.84271,0.89439
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.21482,37,213,0.15954,0.27011
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.78518,176,213,0.72989,0.84046
2021,Baden-Wuerttemberg,Urban regions,Yes,0.11648,190,1742,0.10141,0.13155
2021,Baden-Wuerttemberg,Urban regions,No,0.88352,1552,1742,0.86845,0.89859
2021,Baden-Wuerttemberg,Rural regions,No,0.87166,191,191,0.82410,0.91922
2021,Bavaria,Urban regions,Yes,0.12389,167,1298,0.10596,0.14182
2021,Bavaria,Urban regions,No,0.87611,1131,1298,0.85818,0.89404
2021,Bavaria,Rural regions,Yes,0.13881,184,1378,0.12054,0.15707
2021,Bavaria,Rural regions,No,0.86119,1194,1378,0.84293,0.87946
2021,Berlin,Urban regions,Yes,0.12791,92,787,0.10456,0.15126
2021,Berlin,Urban regions,No,0.87209,695,787,0.84874,0.89544
2021,Brandenburg,Urban regions,No,0.92295,53,53,0.85047,0.99543
2021,Brandenburg,Rural regions,Yes,0.13797,87,597,0.11028,0.16566
2021,Brandenburg,Rural regions,No,0.86203,510,597,0.83434,0.88972
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.97598,66,66,0.93875,1.01320
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.12850,37,326,0.09212,0.16489
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.87150,289,326,0.83511,0.90788
2021,Saxony,Urban regions,Yes,0.10606,63,585,0.08109,0.13103
2021,Saxony,Urban regions,No,0.89394,522,585,0.86897,0.91891
2021,Saxony,Rural regions,Yes,0.11807,62,530,0.09057,0.14557
2021,Saxony,Rural regions,No,0.88193,468,530,0.85443,0.90943
2021,Saxony-Anhalt,Urban regions,No,0.90706,109,109,0.85230,0.96182
2021,Saxony-Anhalt,Rural regions,Yes,0.13640,59,437,0.10418,0.16862
2021,Saxony-Anhalt,Rural regions,No,0.86360,378,437,0.83138,0.89582
2021,Thuringa,Urban regions,No,0.91510,180,180,0.87427,0.95594
2021,Thuringa,Rural regions,Yes,0.13302,46,391,0.09932,0.16672
2021,Thuringa,Rural regions,No,0.86698,345,391,0.83328,0.90068
2022,Schleswig-Holstein,Urban regions,Yes,0.08119,40,394,0.05419,0.10820
2022,Schleswig-Holstein,Urban regions,No,0.91881,354,394,0.89180,0.94581
2022,Schleswig-Holstein,Rural regions,Yes,0.15374,66,620,0.12533,0.18216
2022,Schleswig-Holstein,Rural regions,No,0.84626,554,620,0.81784,0.87467
2022,Hamburg,Urban regions,Yes,0.05304,38,623,0.03542,0.07065
2022,Hamburg,Urban regions,No,0.94696,585,623,0.92935,0.96458
2022,Lower Saxony,Urban regions,Yes,0.13147,120,1088,0.11138,0.15156
2022,Lower Saxony,Urban regions,No,0.86853,968,1088,0.84844,0.88862
2022,Lower Saxony,Rural regions,Yes,0.13890,168,1348,0.12044,0.15737
2022,Lower Saxony,Rural regions,No,0.86110,1180,1348,0.84263,0.87956
2022,Bremen,Urban regions,No,0.88526,189,189,0.83970,0.93082
2022,North Rhine-Westphalia,Urban regions,Yes,0.13070,664,5860,0.12207,0.13933
2022,North Rhine-Westphalia,Urban regions,No,0.86930,5196,5860,0.86067,0.87793
2022,North Rhine-Westphalia,Rural regions,No,0.79491,112,112,0.71980,0.87003
2022,Hesse,Urban regions,Yes,0.13183,162,1478,0.11458,0.14908
2022,Hesse,Urban regions,No,0.86817,1316,1478,0.85092,0.88542
2022,Hesse,Rural regions,Yes,0.10006,49,347,0.06844,0.13168
2022,Hesse,Rural regions,No,0.89994,298,347,0.86832,0.93156
2022,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.12461,131,1050,0.10462,0.14460
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.87539,919,1050,0.85540,0.89538
2022,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.11230,32,283,0.07545,0.14915
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88770,251,283,0.85085,0.92455
2022,Baden-Wuerttemberg,Urban regions,Yes,0.11747,269,2842,0.10563,0.12931
2022,Baden-Wuerttemberg,Urban regions,No,0.88253,2573,2842,0.87069,0.89437
2022,Baden-Wuerttemberg,Rural regions,Yes,0.12268,48,447,0.09224,0.15313
2022,Baden-Wuerttemberg,Rural regions,No,0.87732,399,447,0.84687,0.90776
2022,Bavaria,Urban regions,Yes,0.12631,227,2361,0.11290,0.13971
2022,Bavaria,Urban regions,No,0.87369,2134,2361,0.86029,0.88710
2022,Bavaria,Rural regions,Yes,0.13096,230,2053,0.11636,0.14555
2022,Bavaria,Rural regions,No,0.86904,1823,2053,0.85445,0.88364
2022,Berlin,Urban regions,Yes,0.12100,151,1548,0.10475,0.13725
2022,Berlin,Urban regions,No,0.87900,1397,1548,0.86275,0.89525
2022,Brandenburg,Urban regions,No,0.96523,87,87,0.92651,1.00395
2022,Brandenburg,Rural regions,Yes,0.13392,125,935,0.11208,0.15576
2022,Brandenburg,Rural regions,No,0.86608,810,935,0.84424,0.88792
2022,Mecklenburg-Western Pomerania,Urban regions,No,0.91811,104,104,0.86515,0.97106
2022,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13205,44,458,0.10101,0.16309
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.86795,414,458,0.83691,0.89899
2022,Saxony,Urban regions,Yes,0.08494,79,882,0.06653,0.10335
2022,Saxony,Urban regions,No,0.91506,803,882,0.89665,0.93347
2022,Saxony,Rural regions,Yes,0.10060,91,871,0.08061,0.12058
2022,Saxony,Rural regions,No,0.89940,780,871,0.87942,0.91939
2022,Saxony-Anhalt,Urban regions,No,0.91953,197,197,0.88145,0.95761
2022,Saxony-Anhalt,Rural regions,Yes,0.13403,90,704,0.10885,0.15921
2022,Saxony-Anhalt,Rural regions,No,0.86597,614,704,0.84079,0.89115
2022,Thuringa,Urban regions,Yes,0.07353,31,309,0.04438,0.10268
2022,Thuringa,Urban regions,No,0.92647,278,309,0.89732,0.95562
2022,Thuringa,Rural regions,Yes,0.16094,78,559,0.13045,0.19143
2022,Thuringa,Rural regions,No,0.83906,481,559,0.80857,0.86955
