year,bula_h,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Brandenburg,No,0.69164,797,936,0.66204,0.72124
2016,Mecklenburg-Western Pomerania,Yes,0.11822,73,516,0.09034,0.14611
2016,Mecklenburg-Western Pomerania,No,0.70935,443,516,0.67013,0.74857
2016,Saxony,Yes,0.09006,180,1444,0.07529,0.10483
2016,Saxony,No,0.76001,1264,1444,0.73797,0.78204
2016,Saxony-Anhalt,Yes,0.11458,110,832,0.09292,0.13624
2016,Saxony-Anhalt,No,0.72859,722,832,0.69835,0.75882
2016,Thuringa,Yes,0.13281,137,898,0.11060,0.15502
2016,Thuringa,No,0.71040,761,898,0.68072,0.74009
2017,Schleswig-Holstein,Yes,0.11709,139,943,0.09656,0.13762
2017,Schleswig-Holstein,No,0.69751,804,943,0.66818,0.72685
2017,Hamburg,Yes,0.11318,64,464,0.08433,0.14204
2017,Hamburg,No,0.70686,400,464,0.66540,0.74832
2017,Lower Saxony,Yes,0.12023,348,2681,0.10792,0.13254
2017,Lower Saxony,No,0.71185,2333,2681,0.69470,0.72900
2017,Bremen,No,0.69715,196,196,0.63266,0.76164
2017,North Rhine-Westphalia,Yes,0.12208,774,5481,0.11342,0.13075
2017,North Rhine-Westphalia,No,0.70724,4707,5481,0.69519,0.71928
2017,Hesse,Yes,0.11493,239,1770,0.10007,0.12979
2017,Hesse,No,0.70093,1531,1770,0.67959,0.72226
2017,"Rhineland-Palatinate, Saarland",Yes,0.12455,218,1514,0.10791,0.14119
2017,"Rhineland-Palatinate, Saarland",No,0.69869,1296,1514,0.67557,0.72181
2017,Baden-Wuerttemberg,Yes,0.10720,342,3002,0.09613,0.11827
2017,Baden-Wuerttemberg,No,0.71780,2660,3002,0.70170,0.73391
2017,Bavaria,Yes,0.11819,561,4174,0.10840,0.12799
2017,Bavaria,No,0.71189,3613,4174,0.69815,0.72563
2017,Berlin,Yes,0.10885,125,986,0.08940,0.12830
2017,Berlin,No,0.74634,861,986,0.71917,0.77352
2017,Brandenburg,Yes,0.15457,169,1031,0.13249,0.17664
2017,Brandenburg,No,0.66783,862,1031,0.63906,0.69659
2017,Mecklenburg-Western Pomerania,Yes,0.12057,86,572,0.09387,0.14728
2017,Mecklenburg-Western Pomerania,No,0.70047,486,572,0.66290,0.73804
2017,Saxony,Yes,0.10071,199,1650,0.08619,0.11524
2017,Saxony,No,0.74479,1451,1650,0.72374,0.76583
2017,Saxony-Anhalt,Yes,0.15292,145,921,0.12966,0.17617
2017,Saxony-Anhalt,No,0.68486,776,921,0.65484,0.71488
2017,Thuringa,Yes,0.08853,127,976,0.07070,0.10636
2017,Thuringa,No,0.76166,849,976,0.73492,0.78841
2018,Schleswig-Holstein,Yes,0.10804,130,921,0.08798,0.12810
2018,Schleswig-Holstein,No,0.70594,791,921,0.67650,0.73538
2018,Hamburg,Yes,0.11433,67,483,0.08592,0.14273
2018,Hamburg,No,0.70957,416,483,0.66904,0.75010
2018,Lower Saxony,Yes,0.10515,301,2525,0.09318,0.11712
2018,Lower Saxony,No,0.73062,2224,2525,0.71332,0.74793
2018,Bremen,No,0.68760,197,197,0.62271,0.75249
2018,North Rhine-Westphalia,Yes,0.12722,746,5392,0.11833,0.13612
2018,North Rhine-Westphalia,No,0.71417,4646,5392,0.70211,0.72623
2018,Hesse,Yes,0.10512,194,1693,0.09051,0.11974
2018,Hesse,No,0.72602,1499,1693,0.70477,0.74727
2018,"Rhineland-Palatinate, Saarland",Yes,0.13496,218,1471,0.11749,0.15243
2018,"Rhineland-Palatinate, Saarland",No,0.68291,1253,1471,0.65913,0.70670
2018,Baden-Wuerttemberg,Yes,0.10670,327,2774,0.09521,0.11820
2018,Baden-Wuerttemberg,No,0.71929,2447,2774,0.70257,0.73602
2018,Bavaria,Yes,0.10926,530,3965,0.09955,0.11898
2018,Bavaria,No,0.72676,3435,3965,0.71288,0.74063
2018,Berlin,Yes,0.12085,133,993,0.10057,0.14114
2018,Berlin,No,0.72057,860,993,0.69265,0.74849
2018,Brandenburg,Yes,0.13778,173,1027,0.11669,0.15887
2018,Brandenburg,No,0.67635,854,1027,0.64773,0.70498
2018,Mecklenburg-Western Pomerania,Yes,0.14320,97,594,0.11501,0.17139
2018,Mecklenburg-Western Pomerania,No,0.68393,497,594,0.64651,0.72135
2018,Saxony,Yes,0.10136,196,1612,0.08662,0.11610
2018,Saxony,No,0.74344,1416,1612,0.72212,0.76477
2018,Saxony-Anhalt,Yes,0.14027,140,912,0.11772,0.16282
2018,Saxony-Anhalt,No,0.69343,772,912,0.66349,0.72337
2018,Thuringa,Yes,0.14603,140,933,0.12335,0.16870
2018,Thuringa,No,0.68744,793,933,0.65768,0.71720
2019,Schleswig-Holstein,Yes,0.13066,136,951,0.10923,0.15209
2019,Schleswig-Holstein,No,0.65994,815,951,0.62981,0.69006
2019,Hamburg,Yes,0.10373,68,529,0.07772,0.12974
2019,Hamburg,No,0.71059,461,529,0.67191,0.74927
2019,Lower Saxony,Yes,0.11234,324,2490,0.09993,0.12474
2019,Lower Saxony,No,0.71759,2166,2490,0.69990,0.73527
2019,Bremen,No,0.74331,199,199,0.68247,0.80415
2019,North Rhine-Westphalia,Yes,0.12206,753,5396,0.11332,0.13079
2019,North Rhine-Westphalia,No,0.71367,4643,5396,0.70161,0.72573
2019,Hesse,Yes,0.10621,212,1710,0.09161,0.12082
2019,Hesse,No,0.72401,1498,1710,0.70282,0.74520
2019,"Rhineland-Palatinate, Saarland",Yes,0.12742,205,1464,0.11033,0.14451
2019,"Rhineland-Palatinate, Saarland",No,0.70758,1259,1464,0.68427,0.73088
2019,Baden-Wuerttemberg,Yes,0.09930,332,2792,0.08820,0.11039
2019,Baden-Wuerttemberg,No,0.71781,2460,2792,0.70111,0.73451
2019,Bavaria,Yes,0.12171,545,3941,0.11150,0.13192
2019,Bavaria,No,0.70399,3396,3941,0.68974,0.71824
2019,Berlin,Yes,0.13070,153,1026,0.11006,0.15133
2019,Berlin,No,0.71342,873,1026,0.68574,0.74110
2019,Brandenburg,Yes,0.10217,159,1110,0.08434,0.11999
2019,Brandenburg,No,0.70312,951,1110,0.67623,0.73001
2019,Mecklenburg-Western Pomerania,Yes,0.16626,90,609,0.13666,0.19585
2019,Mecklenburg-Western Pomerania,No,0.66192,519,609,0.62432,0.69952
2019,Saxony,Yes,0.11566,206,1630,0.10013,0.13119
2019,Saxony,No,0.73603,1424,1630,0.71463,0.75744
2019,Saxony-Anhalt,Yes,0.10374,110,889,0.08369,0.12380
2019,Saxony-Anhalt,No,0.74125,779,889,0.71244,0.77005
2019,Thuringa,Yes,0.12397,129,921,0.10268,0.14527
2019,Thuringa,No,0.72458,792,921,0.69571,0.75344
2020,Schleswig-Holstein,Yes,0.12222,128,1030,0.10221,0.14223
2020,Schleswig-Holstein,No,0.67125,902,1030,0.64255,0.69996
2020,Hamburg,Yes,0.10979,75,578,0.08428,0.13530
2020,Hamburg,No,0.71563,503,578,0.67882,0.75244
2020,Lower Saxony,Yes,0.11280,334,2792,0.10106,0.12453
2020,Lower Saxony,No,0.71810,2458,2792,0.70140,0.73479
2020,Bremen,No,0.79463,241,241,0.74352,0.84574
2020,North Rhine-Westphalia,Yes,0.13655,871,6148,0.12797,0.14514
2020,North Rhine-Westphalia,No,0.70362,5277,6148,0.69220,0.71504
2020,Hesse,Yes,0.09887,248,2031,0.08588,0.11185
2020,Hesse,No,0.73265,1783,2031,0.71340,0.75191
2020,"Rhineland-Palatinate, Saarland",Yes,0.13715,212,1516,0.11983,0.15447
2020,"Rhineland-Palatinate, Saarland",No,0.70152,1304,1516,0.67848,0.72456
2020,Baden-Wuerttemberg,Yes,0.10306,369,3156,0.09245,0.11367
2020,Baden-Wuerttemberg,No,0.71651,2787,3156,0.70078,0.73224
2020,Bavaria,Yes,0.11379,583,4336,0.10433,0.12324
2020,Bavaria,No,0.70942,3753,4336,0.69590,0.72293
2020,Berlin,Yes,0.12482,159,1270,0.10664,0.14301
2020,Berlin,No,0.72412,1111,1270,0.69953,0.74871
2020,Brandenburg,Yes,0.11378,168,1145,0.09538,0.13218
2020,Brandenburg,No,0.72092,977,1145,0.69493,0.74692
2020,Mecklenburg-Western Pomerania,Yes,0.12848,68,533,0.10004,0.15692
2020,Mecklenburg-Western Pomerania,No,0.70928,465,533,0.67069,0.74787
2020,Saxony,Yes,0.10748,190,1638,0.09248,0.12249
2020,Saxony,No,0.73680,1448,1638,0.71546,0.75813
2020,Saxony-Anhalt,Yes,0.11638,123,949,0.09597,0.13679
2020,Saxony-Anhalt,No,0.71873,826,949,0.69011,0.74735
2020,Thuringa,Yes,0.12551,117,969,0.10464,0.14638
2020,Thuringa,No,0.71760,852,969,0.68924,0.74596
2021,Schleswig-Holstein,Yes,0.08303,83,708,0.06269,0.10337
2021,Schleswig-Holstein,No,0.68170,625,708,0.64736,0.71603
2021,Hamburg,Yes,0.08624,38,395,0.05852,0.11396
2021,Hamburg,No,0.75423,357,395,0.71172,0.79675
2021,Lower Saxony,Yes,0.09234,171,1673,0.07846,0.10622
2021,Lower Saxony,No,0.72248,1502,1673,0.70102,0.74394
2021,Bremen,No,0.81851,113,113,0.74713,0.88989
2021,North Rhine-Westphalia,Yes,0.11368,471,3572,0.10327,0.12409
2021,North Rhine-Westphalia,No,0.70464,3101,3572,0.68968,0.71960
2021,Hesse,Yes,0.10453,139,1079,0.08626,0.12279
2021,Hesse,No,0.72937,940,1079,0.70285,0.75590
2021,"Rhineland-Palatinate, Saarland",Yes,0.12798,102,871,0.10578,0.15018
2021,"Rhineland-Palatinate, Saarland",No,0.71229,769,871,0.68221,0.74237
2021,Baden-Wuerttemberg,Yes,0.09608,214,1957,0.08302,0.10914
2021,Baden-Wuerttemberg,No,0.71778,1743,1957,0.69784,0.73773
2021,Bavaria,Yes,0.10715,351,2676,0.09543,0.11887
2021,Bavaria,No,0.70860,2325,2676,0.69138,0.72582
2021,Berlin,Yes,0.10399,92,787,0.08265,0.12533
2021,Berlin,No,0.70903,695,787,0.67728,0.74079
2021,Brandenburg,Yes,0.10663,96,659,0.08304,0.13021
2021,Brandenburg,No,0.70613,563,659,0.67132,0.74093
2021,Mecklenburg-Western Pomerania,Yes,0.09986,39,394,0.07022,0.12950
2021,Mecklenburg-Western Pomerania,No,0.75657,355,394,0.71414,0.79900
2021,Saxony,Yes,0.09422,125,1115,0.07707,0.11138
2021,Saxony,No,0.74498,990,1115,0.71938,0.77057
2021,Saxony-Anhalt,Yes,0.10912,72,559,0.08325,0.13499
2021,Saxony-Anhalt,No,0.73889,487,559,0.70244,0.77533
2021,Thuringa,Yes,0.09364,70,595,0.07021,0.11706
2021,Thuringa,No,0.72177,525,595,0.68573,0.75781
2022,Schleswig-Holstein,Yes,0.10633,106,1014,0.08734,0.12531
2022,Schleswig-Holstein,No,0.71119,908,1014,0.68328,0.73910
2022,Hamburg,Yes,0.04453,38,623,0.02832,0.06074
2022,Hamburg,No,0.79505,585,623,0.76332,0.82677
2022,Lower Saxony,Yes,0.11033,288,2436,0.09789,0.12278
2022,Lower Saxony,No,0.70182,2148,2436,0.68365,0.71999
2022,Bremen,No,0.73078,189,189,0.66737,0.79418
2022,North Rhine-Westphalia,Yes,0.10925,689,5997,0.10136,0.11715
2022,North Rhine-Westphalia,No,0.71348,5308,5997,0.70203,0.72492
2022,Hesse,Yes,0.10616,211,1825,0.09202,0.12029
2022,Hesse,No,0.73967,1614,1825,0.71953,0.75981
2022,"Rhineland-Palatinate, Saarland",Yes,0.10243,163,1333,0.08615,0.11872
2022,"Rhineland-Palatinate, Saarland",No,0.74034,1170,1333,0.71680,0.76389
2022,Baden-Wuerttemberg,Yes,0.09565,317,3289,0.08560,0.10571
2022,Baden-Wuerttemberg,No,0.71315,2972,3289,0.69769,0.72861
2022,Bavaria,Yes,0.10643,457,4414,0.09733,0.11553
2022,Bavaria,No,0.72135,3957,4414,0.70812,0.73458
2022,Berlin,Yes,0.10080,151,1548,0.08580,0.11580
2022,Berlin,No,0.73225,1397,1548,0.71018,0.75431
2022,Brandenburg,Yes,0.10116,130,1027,0.08270,0.11961
2022,Brandenburg,No,0.72015,897,1027,0.69268,0.74762
2022,Mecklenburg-Western Pomerania,Yes,0.10519,55,573,0.08004,0.13033
2022,Mecklenburg-Western Pomerania,No,0.73225,518,573,0.69596,0.76853
2022,Saxony,Yes,0.07623,170,1753,0.06381,0.08866
2022,Saxony,No,0.75317,1583,1753,0.73298,0.77336
2022,Saxony-Anhalt,Yes,0.10066,110,921,0.08122,0.12010
2022,Saxony-Anhalt,No,0.73282,811,921,0.70423,0.76141
2022,Thuringa,Yes,0.10824,109,868,0.08756,0.12892
2022,Thuringa,No,0.71162,759,868,0.68147,0.74178
