year,bula_h,quintil_oecd,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Baden-Wuerttemberg,4th Quintile,Yes,0.10007,54,537,0.07466,0.12547
2006,Baden-Wuerttemberg,4th Quintile,No,0.72547,483,537,0.68769,0.76325
2006,Baden-Wuerttemberg,5th Quintile,Yes,0.07232,70,805,0.05441,0.09022
2006,Baden-Wuerttemberg,5th Quintile,No,0.81796,735,805,0.79129,0.84464
2006,Bavaria,1st Quintile,Yes,0.09818,40,329,0.06597,0.13038
2006,Bavaria,1st Quintile,No,0.68551,289,329,0.63526,0.73575
2006,Bavaria,2nd Quintile,Yes,0.12441,53,370,0.09074,0.15809
2006,Bavaria,2nd Quintile,No,0.67693,317,370,0.62921,0.72464
2006,Bavaria,3rd Quintile,Yes,0.08337,51,485,0.05874,0.10799
2006,Bavaria,3rd Quintile,No,0.70118,434,485,0.66040,0.74196
2006,Bavaria,4th Quintile,Yes,0.09880,59,586,0.07462,0.12298
2006,Bavaria,4th Quintile,No,0.75189,527,586,0.71689,0.78689
2006,Bavaria,5th Quintile,Yes,0.12224,101,941,0.10130,0.14318
2006,Bavaria,5th Quintile,No,0.77908,840,941,0.75256,0.80560
2006,Berlin,1st Quintile,No,0.73320,126,126,0.65567,0.81074
2006,Berlin,2nd Quintile,No,0.74679,105,105,0.66321,0.83036
2006,Berlin,3rd Quintile,No,0.81294,101,101,0.73650,0.88937
2006,Berlin,4th Quintile,No,0.79173,132,132,0.72219,0.86127
2006,Berlin,5th Quintile,No,0.85596,179,179,0.80437,0.90754
2006,Brandenburg,1st Quintile,No,0.70383,125,125,0.62347,0.78419
2006,Brandenburg,2nd Quintile,No,0.68626,169,169,0.61609,0.75642
2006,Brandenburg,3rd Quintile,Yes,0.19001,36,201,0.13564,0.24438
2006,Brandenburg,3rd Quintile,No,0.74037,165,201,0.67960,0.80113
2006,Brandenburg,4th Quintile,No,0.78612,129,129,0.71508,0.85715
2006,Brandenburg,5th Quintile,No,0.85672,124,124,0.79480,0.91864
2006,Mecklenburg-Western Pomerania,1st Quintile,No,0.59284,85,85,0.48777,0.69791
2006,Mecklenburg-Western Pomerania,2nd Quintile,No,0.69222,110,110,0.60556,0.77887
2006,Mecklenburg-Western Pomerania,3rd Quintile,No,0.84939,75,75,0.76790,0.93088
2006,Mecklenburg-Western Pomerania,4th Quintile,No,0.76713,63,63,0.66193,0.87234
2006,Mecklenburg-Western Pomerania,5th Quintile,No,0.85504,90,90,0.78189,0.92818
2006,Saxony,1st Quintile,Yes,0.13343,45,308,0.09539,0.17147
2006,Saxony,1st Quintile,No,0.71072,263,308,0.66000,0.76144
2006,Saxony,2nd Quintile,Yes,0.15699,52,324,0.11732,0.19667
2006,Saxony,2nd Quintile,No,0.68483,272,324,0.63416,0.73549
2006,Saxony,3rd Quintile,Yes,0.11364,38,347,0.08020,0.14708
2006,Saxony,3rd Quintile,No,0.78683,309,347,0.74368,0.82999
2006,Saxony,4th Quintile,Yes,0.13115,32,263,0.09027,0.17202
2006,Saxony,4th Quintile,No,0.77357,231,263,0.72289,0.82424
2006,Saxony,5th Quintile,No,0.81619,180,180,0.75945,0.87294
2006,Saxony-Anhalt,1st Quintile,No,0.74945,133,133,0.67552,0.82337
2006,Saxony-Anhalt,2nd Quintile,No,0.79390,171,171,0.73309,0.85471
2006,Saxony-Anhalt,3rd Quintile,No,0.75084,198,198,0.69044,0.81124
2006,Saxony-Anhalt,4th Quintile,No,0.80051,133,133,0.73234,0.86868
2006,Saxony-Anhalt,5th Quintile,No,0.74898,110,110,0.66757,0.83038
2006,Thuringa,1st Quintile,No,0.67031,152,152,0.59533,0.74529
2006,Thuringa,2nd Quintile,No,0.74550,171,171,0.68002,0.81098
2006,Thuringa,3rd Quintile,No,0.79612,142,142,0.72962,0.86262
2006,Thuringa,4th Quintile,No,0.75067,156,156,0.68256,0.81878
2006,Thuringa,5th Quintile,No,0.79885,92,92,0.71649,0.88121
2007,Schleswig-Holstein,1st Quintile,No,0.68368,95,95,0.58967,0.77769
2007,Schleswig-Holstein,2nd Quintile,No,0.71278,76,76,0.61037,0.81518
2007,Schleswig-Holstein,3rd Quintile,No,0.77907,121,121,0.70484,0.85330
2007,Schleswig-Holstein,4th Quintile,No,0.77288,86,86,0.68381,0.86195
2007,Schleswig-Holstein,5th Quintile,No,0.77924,163,163,0.71537,0.84311
2007,Hamburg,1st Quintile,No,0.75698,40,40,0.62237,0.89160
2007,Hamburg,2nd Quintile,No,0.74757,56,56,0.63276,0.86238
2007,Hamburg,3rd Quintile,No,0.78990,36,36,0.65494,0.92487
2007,Hamburg,4th Quintile,No,0.85034,60,60,0.75931,0.94137
2007,Hamburg,5th Quintile,No,0.90669,80,80,0.84254,0.97083
2007,Lower Saxony,1st Quintile,Yes,0.13761,40,230,0.09299,0.18223
2007,Lower Saxony,1st Quintile,No,0.64618,190,230,0.58425,0.70811
2007,Lower Saxony,2nd Quintile,Yes,0.11389,39,308,0.07835,0.14942
2007,Lower Saxony,2nd Quintile,No,0.63545,269,308,0.58161,0.68929
2007,Lower Saxony,3rd Quintile,Yes,0.08896,37,311,0.05726,0.12065
2007,Lower Saxony,3rd Quintile,No,0.73776,274,311,0.68879,0.78672
2007,Lower Saxony,4th Quintile,Yes,0.07992,44,434,0.05437,0.10546
2007,Lower Saxony,4th Quintile,No,0.76956,390,434,0.72989,0.80922
2007,Lower Saxony,5th Quintile,Yes,0.09512,57,539,0.07033,0.11991
2007,Lower Saxony,5th Quintile,No,0.80638,482,539,0.77299,0.83977
2007,Bremen,5th Quintile,No,0.92213,39,39,0.83693,1.00733
2007,North Rhine-Westphalia,1st Quintile,Yes,0.12268,104,669,0.09780,0.14756
2007,North Rhine-Westphalia,1st Quintile,No,0.67405,565,669,0.63850,0.70960
2007,North Rhine-Westphalia,2nd Quintile,Yes,0.11532,89,636,0.09048,0.14016
2007,North Rhine-Westphalia,2nd Quintile,No,0.65569,547,636,0.61874,0.69265
2007,North Rhine-Westphalia,3rd Quintile,Yes,0.10170,83,738,0.07988,0.12352
2007,North Rhine-Westphalia,3rd Quintile,No,0.71344,655,738,0.68079,0.74608
2007,North Rhine-Westphalia,4th Quintile,Yes,0.09736,96,849,0.07741,0.11731
2007,North Rhine-Westphalia,4th Quintile,No,0.73251,753,849,0.70271,0.76230
2007,North Rhine-Westphalia,5th Quintile,Yes,0.09844,142,1305,0.08227,0.11461
2007,North Rhine-Westphalia,5th Quintile,No,0.79392,1163,1305,0.77197,0.81588
2007,Hesse,1st Quintile,No,0.65070,154,154,0.57515,0.72624
2007,Hesse,2nd Quintile,No,0.68707,183,183,0.61970,0.75443
2007,Hesse,3rd Quintile,No,0.64845,192,192,0.58074,0.71616
2007,Hesse,4th Quintile,No,0.74195,259,259,0.68855,0.79534
2007,Hesse,5th Quintile,Yes,0.12012,60,486,0.09118,0.14905
2007,Hesse,5th Quintile,No,0.74266,426,486,0.70375,0.78157
2007,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.62661,139,139,0.54591,0.70731
2007,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.11461,33,201,0.07046,0.15876
2007,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.64363,168,201,0.57725,0.71000
2007,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.72994,192,192,0.66698,0.79291
2007,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.12311,35,265,0.08348,0.16275
2007,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.73159,230,265,0.67814,0.78505
2007,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.13748,48,328,0.10015,0.17480
2007,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.77387,280,328,0.72852,0.81921
2007,Baden-Wuerttemberg,1st Quintile,Yes,0.09457,39,320,0.06246,0.12668
2007,Baden-Wuerttemberg,1st Quintile,No,0.67030,281,320,0.61871,0.72189
2007,Baden-Wuerttemberg,2nd Quintile,Yes,0.08475,33,360,0.05594,0.11356
2007,Baden-Wuerttemberg,2nd Quintile,No,0.67978,327,360,0.63151,0.72804
2007,Baden-Wuerttemberg,3rd Quintile,Yes,0.07438,42,426,0.04943,0.09933
2007,Baden-Wuerttemberg,3rd Quintile,No,0.71031,384,426,0.66719,0.75344
2007,Baden-Wuerttemberg,4th Quintile,Yes,0.10019,62,550,0.07507,0.12530
2007,Baden-Wuerttemberg,4th Quintile,No,0.73535,488,550,0.69845,0.77226
2007,Baden-Wuerttemberg,5th Quintile,Yes,0.08041,77,823,0.06182,0.09900
2007,Baden-Wuerttemberg,5th Quintile,No,0.81199,746,823,0.78528,0.83870
2007,Bavaria,1st Quintile,Yes,0.12545,54,356,0.09099,0.15990
2007,Bavaria,1st Quintile,No,0.69028,302,356,0.64219,0.73838
2007,Bavaria,2nd Quintile,Yes,0.08208,47,461,0.05699,0.10716
2007,Bavaria,2nd Quintile,No,0.69017,414,461,0.64791,0.73243
2007,Bavaria,3rd Quintile,Yes,0.08275,65,549,0.05968,0.10582
2007,Bavaria,3rd Quintile,No,0.71818,484,549,0.68051,0.75584
2007,Bavaria,4th Quintile,Yes,0.10125,69,642,0.07789,0.12460
2007,Bavaria,4th Quintile,No,0.72267,573,642,0.68801,0.75733
2007,Bavaria,5th Quintile,Yes,0.09993,108,940,0.08075,0.11912
2007,Bavaria,5th Quintile,No,0.80436,832,940,0.77899,0.82974
2007,Berlin,1st Quintile,No,0.72025,132,132,0.64338,0.79712
2007,Berlin,2nd Quintile,No,0.72588,114,114,0.64364,0.80813
2007,Berlin,3rd Quintile,No,0.81700,117,117,0.74664,0.88737
2007,Berlin,4th Quintile,No,0.81082,142,142,0.74618,0.87547
2007,Berlin,5th Quintile,No,0.84994,175,175,0.79688,0.90301
2007,Brandenburg,1st Quintile,No,0.67117,132,132,0.59072,0.75162
2007,Brandenburg,2nd Quintile,No,0.72732,159,159,0.65788,0.79676
2007,Brandenburg,3rd Quintile,Yes,0.16746,37,188,0.11395,0.22098
2007,Brandenburg,3rd Quintile,No,0.72744,151,188,0.66362,0.79126
2007,Brandenburg,4th Quintile,No,0.76905,153,153,0.70205,0.83605
2007,Brandenburg,5th Quintile,No,0.78101,134,134,0.71072,0.85129
2007,Mecklenburg-Western Pomerania,1st Quintile,No,0.78479,98,98,0.70300,0.86657
2007,Mecklenburg-Western Pomerania,2nd Quintile,No,0.73581,92,92,0.64522,0.82640
2007,Mecklenburg-Western Pomerania,3rd Quintile,No,0.77308,96,96,0.68885,0.85730
2007,Mecklenburg-Western Pomerania,4th Quintile,No,0.78708,80,80,0.69680,0.87735
2007,Mecklenburg-Western Pomerania,5th Quintile,No,0.79402,85,85,0.70754,0.88051
2007,Saxony,1st Quintile,Yes,0.09531,38,331,0.06363,0.12699
2007,Saxony,1st Quintile,No,0.76502,293,331,0.71927,0.81076
2007,Saxony,2nd Quintile,Yes,0.14507,50,319,0.10636,0.18378
2007,Saxony,2nd Quintile,No,0.67818,269,319,0.62683,0.72953
2007,Saxony,3rd Quintile,Yes,0.11267,51,387,0.08113,0.14422
2007,Saxony,3rd Quintile,No,0.80400,336,387,0.76440,0.84361
2007,Saxony,4th Quintile,No,0.81894,267,267,0.77266,0.86522
2007,Saxony,5th Quintile,No,0.82811,162,162,0.76983,0.88639
2007,Saxony-Anhalt,1st Quintile,No,0.77926,142,142,0.71080,0.84772
2007,Saxony-Anhalt,2nd Quintile,No,0.81344,174,174,0.75539,0.87149
2007,Saxony-Anhalt,3rd Quintile,Yes,0.14233,33,216,0.09563,0.18904
2007,Saxony-Anhalt,3rd Quintile,No,0.72382,183,216,0.66406,0.78359
2007,Saxony-Anhalt,4th Quintile,No,0.72550,155,155,0.65502,0.79598
2007,Saxony-Anhalt,5th Quintile,No,0.67422,109,109,0.58583,0.76261
2007,Thuringa,1st Quintile,No,0.72643,162,162,0.65757,0.79529
2007,Thuringa,2nd Quintile,No,0.76861,190,190,0.70848,0.82873
2007,Thuringa,3rd Quintile,No,0.73516,160,160,0.66657,0.80374
2007,Thuringa,4th Quintile,No,0.74417,169,169,0.67819,0.81015
2007,Thuringa,5th Quintile,No,0.74768,99,99,0.66168,0.83367
2008,Schleswig-Holstein,1st Quintile,No,0.64629,81,81,0.54152,0.75106
2008,Schleswig-Holstein,2nd Quintile,No,0.67229,62,62,0.55450,0.79008
2008,Schleswig-Holstein,3rd Quintile,No,0.81626,110,110,0.74356,0.88896
2008,Schleswig-Holstein,4th Quintile,No,0.75110,100,100,0.66592,0.83627
2008,Schleswig-Holstein,5th Quintile,No,0.81890,128,128,0.75192,0.88588
2008,Hamburg,1st Quintile,No,0.69918,39,39,0.55337,0.84500
2008,Hamburg,2nd Quintile,No,0.72598,43,43,0.59109,0.86087
2008,Hamburg,3rd Quintile,No,0.85013,35,35,0.73014,0.97011
2008,Hamburg,4th Quintile,No,0.89564,59,59,0.81696,0.97432
2008,Hamburg,5th Quintile,No,0.87779,79,79,0.80511,0.95048
2008,Lower Saxony,1st Quintile,Yes,0.14770,35,216,0.10028,0.19513
2008,Lower Saxony,1st Quintile,No,0.64690,181,216,0.58301,0.71078
2008,Lower Saxony,2nd Quintile,Yes,0.09182,37,325,0.06037,0.12326
2008,Lower Saxony,2nd Quintile,No,0.67981,288,325,0.62901,0.73061
2008,Lower Saxony,3rd Quintile,No,0.74151,264,264,0.68860,0.79443
2008,Lower Saxony,4th Quintile,Yes,0.11068,50,392,0.07958,0.14177
2008,Lower Saxony,4th Quintile,No,0.76195,342,392,0.71974,0.80417
2008,Lower Saxony,5th Quintile,Yes,0.08731,52,508,0.06274,0.11188
2008,Lower Saxony,5th Quintile,No,0.81646,456,508,0.78276,0.85016
2008,Bremen,5th Quintile,No,0.90616,40,40,0.81464,0.99768
2008,North Rhine-Westphalia,1st Quintile,Yes,0.09921,81,636,0.07596,0.12246
2008,North Rhine-Westphalia,1st Quintile,No,0.67754,555,636,0.64118,0.71390
2008,North Rhine-Westphalia,2nd Quintile,Yes,0.07583,69,618,0.05494,0.09672
2008,North Rhine-Westphalia,2nd Quintile,No,0.74064,549,618,0.70605,0.77522
2008,North Rhine-Westphalia,3rd Quintile,Yes,0.08000,69,686,0.05968,0.10031
2008,North Rhine-Westphalia,3rd Quintile,No,0.75147,617,686,0.71911,0.78383
2008,North Rhine-Westphalia,4th Quintile,Yes,0.11162,89,767,0.08932,0.13392
2008,North Rhine-Westphalia,4th Quintile,No,0.72537,678,767,0.69376,0.75697
2008,North Rhine-Westphalia,5th Quintile,Yes,0.10180,128,1208,0.08474,0.11886
2008,North Rhine-Westphalia,5th Quintile,No,0.78948,1080,1208,0.76648,0.81248
2008,Hesse,1st Quintile,No,0.71547,145,145,0.64178,0.78917
2008,Hesse,2nd Quintile,No,0.65522,161,161,0.58157,0.72887
2008,Hesse,3rd Quintile,No,0.69189,188,188,0.62571,0.75806
2008,Hesse,4th Quintile,Yes,0.10279,39,297,0.06819,0.13738
2008,Hesse,4th Quintile,No,0.71096,258,297,0.65932,0.76260
2008,Hesse,5th Quintile,Yes,0.08764,40,453,0.06157,0.11371
2008,Hesse,5th Quintile,No,0.78184,413,453,0.74376,0.81991
2008,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.64407,139,139,0.56419,0.72396
2008,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.67954,172,172,0.60960,0.74949
2008,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.65691,162,162,0.58358,0.73025
2008,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.75510,225,225,0.69879,0.81142
2008,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.11599,39,286,0.07882,0.15317
2008,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.78242,247,286,0.73451,0.83032
2008,Baden-Wuerttemberg,1st Quintile,Yes,0.07889,35,279,0.04720,0.11058
2008,Baden-Wuerttemberg,1st Quintile,No,0.65761,244,279,0.60183,0.71339
2008,Baden-Wuerttemberg,2nd Quintile,Yes,0.08366,40,349,0.05457,0.11275
2008,Baden-Wuerttemberg,2nd Quintile,No,0.67149,309,349,0.62214,0.72083
2008,Baden-Wuerttemberg,3rd Quintile,Yes,0.08122,45,408,0.05468,0.10776
2008,Baden-Wuerttemberg,3rd Quintile,No,0.75153,363,408,0.70955,0.79351
2008,Baden-Wuerttemberg,4th Quintile,Yes,0.06628,46,514,0.04475,0.08781
2008,Baden-Wuerttemberg,4th Quintile,No,0.76772,468,514,0.73117,0.80426
2008,Baden-Wuerttemberg,5th Quintile,Yes,0.10055,88,799,0.07969,0.12142
2008,Baden-Wuerttemberg,5th Quintile,No,0.79388,711,799,0.76581,0.82195
2008,Bavaria,1st Quintile,Yes,0.09041,37,321,0.05899,0.12183
2008,Bavaria,1st Quintile,No,0.72807,284,321,0.67932,0.77683
2008,Bavaria,2nd Quintile,Yes,0.09579,50,410,0.06727,0.12431
2008,Bavaria,2nd Quintile,No,0.69416,360,410,0.64951,0.73882
2008,Bavaria,3rd Quintile,Yes,0.09878,66,567,0.07420,0.12336
2008,Bavaria,3rd Quintile,No,0.70862,501,567,0.67118,0.74605
2008,Bavaria,4th Quintile,Yes,0.07398,60,580,0.05266,0.09530
2008,Bavaria,4th Quintile,No,0.75311,520,580,0.71799,0.78823
2008,Bavaria,5th Quintile,Yes,0.08116,87,868,0.06298,0.09934
2008,Bavaria,5th Quintile,No,0.81729,781,868,0.79157,0.84301
2008,Berlin,1st Quintile,No,0.70130,118,118,0.61836,0.78423
2008,Berlin,2nd Quintile,No,0.67480,93,93,0.57908,0.77052
2008,Berlin,3rd Quintile,No,0.77035,136,136,0.69940,0.84130
2008,Berlin,4th Quintile,No,0.86241,104,104,0.79589,0.92894
2008,Berlin,5th Quintile,No,0.80447,185,185,0.74716,0.86178
2008,Brandenburg,1st Quintile,No,0.63319,132,132,0.55066,0.71572
2008,Brandenburg,2nd Quintile,No,0.77854,161,161,0.71420,0.84288
2008,Brandenburg,3rd Quintile,No,0.71566,162,162,0.64597,0.78534
2008,Brandenburg,4th Quintile,No,0.81127,131,131,0.74401,0.87854
2008,Brandenburg,5th Quintile,No,0.81825,128,128,0.75118,0.88532
2008,Mecklenburg-Western Pomerania,1st Quintile,No,0.74383,91,91,0.65365,0.83402
2008,Mecklenburg-Western Pomerania,2nd Quintile,No,0.71590,92,92,0.62324,0.80856
2008,Mecklenburg-Western Pomerania,3rd Quintile,No,0.75710,90,90,0.66800,0.84619
2008,Mecklenburg-Western Pomerania,4th Quintile,No,0.81660,64,64,0.72103,0.91216
2008,Mecklenburg-Western Pomerania,5th Quintile,No,0.85371,82,82,0.77675,0.93067
2008,Saxony,1st Quintile,Yes,0.08811,32,270,0.05424,0.12199
2008,Saxony,1st Quintile,No,0.72672,238,270,0.67347,0.77998
2008,Saxony,2nd Quintile,Yes,0.14166,56,369,0.10603,0.17729
2008,Saxony,2nd Quintile,No,0.74752,313,369,0.70313,0.79191
2008,Saxony,3rd Quintile,Yes,0.09661,46,350,0.06562,0.12761
2008,Saxony,3rd Quintile,No,0.78157,304,350,0.73822,0.82492
2008,Saxony,4th Quintile,Yes,0.14157,31,252,0.09844,0.18470
2008,Saxony,4th Quintile,No,0.74409,221,252,0.69011,0.79808
2008,Saxony,5th Quintile,No,0.77916,166,166,0.71587,0.84246
2008,Saxony-Anhalt,1st Quintile,No,0.77192,135,135,0.70088,0.84297
2008,Saxony-Anhalt,2nd Quintile,No,0.77258,147,147,0.70459,0.84057
2008,Saxony-Anhalt,3rd Quintile,No,0.73494,202,202,0.67392,0.79596
2008,Saxony-Anhalt,4th Quintile,No,0.73078,123,123,0.65208,0.80949
2008,Saxony-Anhalt,5th Quintile,No,0.81413,106,106,0.73972,0.88853
2008,Thuringa,1st Quintile,No,0.70447,159,159,0.63332,0.77562
2008,Thuringa,2nd Quintile,No,0.76091,160,160,0.69461,0.82721
2008,Thuringa,3rd Quintile,No,0.80277,216,216,0.74959,0.85596
2008,Thuringa,4th Quintile,No,0.80653,126,126,0.73728,0.87578
2008,Thuringa,5th Quintile,No,0.74159,96,96,0.65356,0.82962
2009,Schleswig-Holstein,1st Quintile,No,0.68509,77,77,0.58066,0.78952
2009,Schleswig-Holstein,2nd Quintile,No,0.70602,62,62,0.59169,0.82035
2009,Schleswig-Holstein,3rd Quintile,No,0.77660,90,90,0.69006,0.86314
2009,Schleswig-Holstein,4th Quintile,No,0.67347,93,93,0.57764,0.76929
2009,Schleswig-Holstein,5th Quintile,No,0.80511,111,111,0.73108,0.87913
2009,Hamburg,1st Quintile,No,0.84125,38,38,0.72349,0.95900
2009,Hamburg,2nd Quintile,No,0.78522,34,34,0.64510,0.92533
2009,Hamburg,3rd Quintile,No,0.74568,36,36,0.60140,0.88995
2009,Hamburg,4th Quintile,No,0.93917,47,47,0.87010,1.00824
2009,Hamburg,5th Quintile,No,0.84495,90,90,0.76975,0.92015
2009,Lower Saxony,1st Quintile,Yes,0.12865,38,232,0.08547,0.17183
2009,Lower Saxony,1st Quintile,No,0.71507,194,232,0.65686,0.77328
2009,Lower Saxony,2nd Quintile,Yes,0.13350,44,259,0.09200,0.17500
2009,Lower Saxony,2nd Quintile,No,0.64295,215,259,0.58449,0.70142
2009,Lower Saxony,3rd Quintile,No,0.77444,270,270,0.72449,0.82439
2009,Lower Saxony,4th Quintile,Yes,0.10856,49,371,0.07686,0.14026
2009,Lower Saxony,4th Quintile,No,0.73603,322,371,0.69111,0.78094
2009,Lower Saxony,5th Quintile,Yes,0.08198,47,469,0.05713,0.10684
2009,Lower Saxony,5th Quintile,No,0.82544,422,469,0.79104,0.85983
2009,Bremen,4th Quintile,No,0.97581,35,35,0.92417,1.02745
2009,North Rhine-Westphalia,1st Quintile,Yes,0.13278,103,599,0.10558,0.15997
2009,North Rhine-Westphalia,1st Quintile,No,0.69501,496,599,0.65811,0.73191
2009,North Rhine-Westphalia,2nd Quintile,Yes,0.10006,75,588,0.07578,0.12434
2009,North Rhine-Westphalia,2nd Quintile,No,0.71395,513,588,0.67740,0.75051
2009,North Rhine-Westphalia,3rd Quintile,Yes,0.09460,75,589,0.07095,0.11826
2009,North Rhine-Westphalia,3rd Quintile,No,0.71454,514,589,0.67804,0.75105
2009,North Rhine-Westphalia,4th Quintile,Yes,0.11180,105,764,0.08944,0.13416
2009,North Rhine-Westphalia,4th Quintile,No,0.70122,659,764,0.66874,0.73370
2009,North Rhine-Westphalia,5th Quintile,Yes,0.10189,105,1079,0.08383,0.11995
2009,North Rhine-Westphalia,5th Quintile,No,0.79862,974,1079,0.77468,0.82256
2009,Hesse,1st Quintile,No,0.64381,139,139,0.56391,0.72371
2009,Hesse,2nd Quintile,No,0.63665,126,126,0.55233,0.72096
2009,Hesse,3rd Quintile,Yes,0.17512,41,233,0.12621,0.22403
2009,Hesse,3rd Quintile,No,0.68709,192,233,0.62742,0.74675
2009,Hesse,4th Quintile,No,0.75948,228,228,0.70388,0.81508
2009,Hesse,5th Quintile,Yes,0.10365,46,417,0.07436,0.13294
2009,Hesse,5th Quintile,No,0.76608,371,417,0.72540,0.80676
2009,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.65302,135,135,0.57242,0.73362
2009,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.68503,157,157,0.61214,0.75793
2009,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.75427,167,167,0.68878,0.81976
2009,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.15646,39,246,0.11097,0.20195
2009,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.71148,207,246,0.65474,0.76821
2009,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.13360,37,242,0.09065,0.17656
2009,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.76715,205,242,0.71379,0.82051
2009,Baden-Wuerttemberg,1st Quintile,No,0.63385,217,217,0.56960,0.69810
2009,Baden-Wuerttemberg,2nd Quintile,No,0.71149,267,267,0.65704,0.76594
2009,Baden-Wuerttemberg,3rd Quintile,Yes,0.09480,41,372,0.06499,0.12461
2009,Baden-Wuerttemberg,3rd Quintile,No,0.71853,331,372,0.67277,0.76429
2009,Baden-Wuerttemberg,4th Quintile,Yes,0.05990,45,480,0.03865,0.08115
2009,Baden-Wuerttemberg,4th Quintile,No,0.80427,435,480,0.76874,0.83980
2009,Baden-Wuerttemberg,5th Quintile,Yes,0.09732,84,712,0.07553,0.11911
2009,Baden-Wuerttemberg,5th Quintile,No,0.79365,628,712,0.76390,0.82340
2009,Bavaria,1st Quintile,Yes,0.19140,60,323,0.14843,0.23437
2009,Bavaria,1st Quintile,No,0.63904,263,323,0.58658,0.69150
2009,Bavaria,2nd Quintile,Yes,0.12381,65,423,0.09239,0.15524
2009,Bavaria,2nd Quintile,No,0.63238,358,423,0.58638,0.67839
2009,Bavaria,3rd Quintile,Yes,0.12306,62,427,0.09187,0.15426
2009,Bavaria,3rd Quintile,No,0.71664,365,427,0.67385,0.75944
2009,Bavaria,4th Quintile,Yes,0.09479,66,594,0.07121,0.11836
2009,Bavaria,4th Quintile,No,0.75235,528,594,0.71761,0.78709
2009,Bavaria,5th Quintile,Yes,0.09877,93,836,0.07853,0.11900
2009,Bavaria,5th Quintile,No,0.81227,743,836,0.78578,0.83876
2009,Berlin,1st Quintile,No,0.69775,109,109,0.61113,0.78436
2009,Berlin,2nd Quintile,No,0.77481,117,117,0.69879,0.85082
2009,Berlin,3rd Quintile,No,0.75109,111,111,0.67029,0.83190
2009,Berlin,4th Quintile,No,0.74086,93,93,0.65133,0.83040
2009,Berlin,5th Quintile,No,0.78504,169,169,0.72292,0.84716
2009,Brandenburg,1st Quintile,No,0.69181,144,144,0.61613,0.76749
2009,Brandenburg,2nd Quintile,No,0.68259,121,121,0.59931,0.76587
2009,Brandenburg,3rd Quintile,Yes,0.14875,36,202,0.09955,0.19794
2009,Brandenburg,3rd Quintile,No,0.70857,166,202,0.64575,0.77139
2009,Brandenburg,4th Quintile,No,0.76693,122,122,0.69160,0.84227
2009,Brandenburg,5th Quintile,No,0.80278,113,113,0.72909,0.87648
2009,Mecklenburg-Western Pomerania,1st Quintile,No,0.70385,98,98,0.61299,0.79471
2009,Mecklenburg-Western Pomerania,2nd Quintile,No,0.81076,92,92,0.73028,0.89124
2009,Mecklenburg-Western Pomerania,3rd Quintile,No,0.67446,68,68,0.56226,0.78666
2009,Mecklenburg-Western Pomerania,4th Quintile,No,0.68530,67,67,0.57326,0.79734
2009,Mecklenburg-Western Pomerania,5th Quintile,No,0.86479,72,72,0.78525,0.94433
2009,Saxony,1st Quintile,No,0.76928,243,243,0.71620,0.82236
2009,Saxony,2nd Quintile,Yes,0.14351,55,355,0.10699,0.18003
2009,Saxony,2nd Quintile,No,0.72564,300,355,0.67915,0.77212
2009,Saxony,3rd Quintile,Yes,0.09085,42,337,0.06012,0.12158
2009,Saxony,3rd Quintile,No,0.77833,295,337,0.73392,0.82274
2009,Saxony,4th Quintile,No,0.80600,224,224,0.75410,0.85790
2009,Saxony,5th Quintile,No,0.72331,148,148,0.65099,0.79563
2009,Saxony-Anhalt,1st Quintile,No,0.74904,128,128,0.67364,0.82445
2009,Saxony-Anhalt,2nd Quintile,No,0.79196,132,132,0.72245,0.86147
2009,Saxony-Anhalt,3rd Quintile,No,0.71156,175,175,0.64424,0.77887
2009,Saxony-Anhalt,4th Quintile,No,0.78798,131,131,0.71772,0.85824
2009,Saxony-Anhalt,5th Quintile,No,0.85043,112,112,0.78408,0.91678
2009,Thuringa,1st Quintile,Yes,0.16266,35,184,0.10918,0.21613
2009,Thuringa,1st Quintile,No,0.69202,149,184,0.62513,0.75890
2009,Thuringa,2nd Quintile,Yes,0.09984,33,229,0.06092,0.13875
