"hlf0094","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Guenstig","1986","Sachsen-Anhalt","Westdeutschland","","","",""
"Guenstig","1986","Sachsen-Anhalt","Ostdeutschland","","","",""
"Guenstig","1986","Thueringen","Westdeutschland","","","",""
"Guenstig","1986","Thueringen","Ostdeutschland","","","",""
"Angemessen","1986","Schleswig-Holstein","Westdeutschland","95","0.45923812532308","0.396322057790466","0.522154192855694"
"Angemessen","1986","Schleswig-Holstein","Ostdeutschland","","","",""
"Angemessen","1986","Hamburg","Westdeutschland","","","",""
"Angemessen","1986","Hamburg","Ostdeutschland","","","",""
"Angemessen","1986","Niedersachsen","Westdeutschland","236","0.308781156912779","0.275404536217372","0.342157777608185"
"Angemessen","1986","Niedersachsen","Ostdeutschland","","","",""
"Angemessen","1986","Bremen","Westdeutschland","","","",""
"Angemessen","1986","Bremen","Ostdeutschland","","","",""
"Angemessen","1986","Nordrhein-Westfalen","Westdeutschland","495","0.392648454695202","0.365401841404781","0.419895067985623"
"Angemessen","1986","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Angemessen","1986","Hessen","Westdeutschland","177","0.386613687532271","0.34079856215905","0.432428812905492"
"Angemessen","1986","Hessen","Ostdeutschland","","","",""
"Angemessen","1986","Rheinland-Pfalz,Saarland","Westdeutschland","172","0.338370809637154","0.297062578649171","0.379679040625138"
"Angemessen","1986","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Angemessen","1986","Baden-Wuerttemberg","Westdeutschland","469","0.43895274682993","0.40874854813419","0.469156945525669"
"Angemessen","1986","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Angemessen","1986","Bayern","Westdeutschland","501","0.43520051080306","0.406008093629673","0.464392927976446"
"Angemessen","1986","Bayern","Ostdeutschland","","","",""
"Angemessen","1986","Berlin","Westdeutschland","","","",""
"Angemessen","1986","Berlin","Ostdeutschland","","","",""
"Angemessen","1986","Brandenburg","Westdeutschland","","","",""
"Angemessen","1986","Brandenburg","Ostdeutschland","","","",""
"Angemessen","1986","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Angemessen","1986","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Angemessen","1986","Sachsen","Westdeutschland","","","",""
"Angemessen","1986","Sachsen","Ostdeutschland","","","",""
"Angemessen","1986","Sachsen-Anhalt","Westdeutschland","","","",""
"Angemessen","1986","Sachsen-Anhalt","Ostdeutschland","","","",""
"Angemessen","1986","Thueringen","Westdeutschland","","","",""
"Angemessen","1986","Thueringen","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Schleswig-Holstein","Westdeutschland","","","",""
"Etwas zu hoch","1986","Schleswig-Holstein","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Hamburg","Westdeutschland","","","",""
"Etwas zu hoch","1986","Hamburg","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Niedersachsen","Westdeutschland","90","0.124303185017658","0.100467524172772","0.148138845862544"
"Etwas zu hoch","1986","Niedersachsen","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Bremen","Westdeutschland","","","",""
"Etwas zu hoch","1986","Bremen","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Nordrhein-Westfalen","Westdeutschland","124","0.090193590543767","0.0742107912671846","0.106176389820349"
"Etwas zu hoch","1986","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Hessen","Westdeutschland","31","0.0515481561131742","0.0307455648296119","0.0723507473967365"
"Etwas zu hoch","1986","Hessen","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Rheinland-Pfalz,Saarland","Westdeutschland","44","0.0743777910350031","0.0514706260399139","0.0972849560300923"
"Etwas zu hoch","1986","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Baden-Wuerttemberg","Westdeutschland","121","0.106378791463167","0.087613169090532","0.125144413835803"
"Etwas zu hoch","1986","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Bayern","Westdeutschland","106","0.0907020476232564","0.0737921934201599","0.107611901826353"
"Etwas zu hoch","1986","Bayern","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Berlin","Westdeutschland","","","",""
"Etwas zu hoch","1986","Berlin","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Brandenburg","Westdeutschland","","","",""
"Etwas zu hoch","1986","Brandenburg","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Etwas zu hoch","1986","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Sachsen","Westdeutschland","","","",""
"Etwas zu hoch","1986","Sachsen","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Sachsen-Anhalt","Westdeutschland","","","",""
"Etwas zu hoch","1986","Sachsen-Anhalt","Ostdeutschland","","","",""
"Etwas zu hoch","1986","Thueringen","Westdeutschland","","","",""
"Etwas zu hoch","1986","Thueringen","Ostdeutschland","","","",""
"Viel zu hoch","1986","Schleswig-Holstein","Westdeutschland","","","",""
"Viel zu hoch","1986","Schleswig-Holstein","Ostdeutschland","","","",""
"Viel zu hoch","1986","Hamburg","Westdeutschland","","","",""
"Viel zu hoch","1986","Hamburg","Ostdeutschland","","","",""
"Viel zu hoch","1986","Niedersachsen","Westdeutschland","","","",""
"Viel zu hoch","1986","Niedersachsen","Ostdeutschland","","","",""
"Viel zu hoch","1986","Bremen","Westdeutschland","","","",""
"Viel zu hoch","1986","Bremen","Ostdeutschland","","","",""
"Viel zu hoch","1986","Nordrhein-Westfalen","Westdeutschland","36","0.025027904228401","0.01631227299689","0.0337435354599119"
"Viel zu hoch","1986","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Viel zu hoch","1986","Hessen","Westdeutschland","","","",""
"Viel zu hoch","1986","Hessen","Ostdeutschland","","","",""
"Viel zu hoch","1986","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Viel zu hoch","1986","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Viel zu hoch","1986","Baden-Wuerttemberg","Westdeutschland","","","",""
"Viel zu hoch","1986","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Viel zu hoch","1986","Bayern","Westdeutschland","","","",""
"Viel zu hoch","1986","Bayern","Ostdeutschland","","","",""
"Viel zu hoch","1986","Berlin","Westdeutschland","","","",""
"Viel zu hoch","1986","Berlin","Ostdeutschland","","","",""
"Viel zu hoch","1986","Brandenburg","Westdeutschland","","","",""
"Viel zu hoch","1986","Brandenburg","Ostdeutschland","","","",""
"Viel zu hoch","1986","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Viel zu hoch","1986","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Viel zu hoch","1986","Sachsen","Westdeutschland","","","",""
"Viel zu hoch","1986","Sachsen","Ostdeutschland","","","",""
"Viel zu hoch","1986","Sachsen-Anhalt","Westdeutschland","","","",""
"Viel zu hoch","1986","Sachsen-Anhalt","Ostdeutschland","","","",""
"Viel zu hoch","1986","Thueringen","Westdeutschland","","","",""
"Viel zu hoch","1986","Thueringen","Ostdeutschland","","","",""
"Sehr guenstig","1987","Schleswig-Holstein","Westdeutschland","53","0.234416778362444","0.180932009940123","0.287901546784766"
"Sehr guenstig","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"Sehr guenstig","1987","Hamburg","Westdeutschland","","","",""
"Sehr guenstig","1987","Hamburg","Ostdeutschland","","","",""
"Sehr guenstig","1987","Niedersachsen","Westdeutschland","147","0.218024573575771","0.187610069613893","0.248439077537649"
"Sehr guenstig","1987","Niedersachsen","Ostdeutschland","","","",""
"Sehr guenstig","1987","Bremen","Westdeutschland","","","",""
"Sehr guenstig","1987","Bremen","Ostdeutschland","","","",""
"Sehr guenstig","1987","Nordrhein-Westfalen","Westdeutschland","179","0.143453682285504","0.123919532312673","0.162987832258335"
"Sehr guenstig","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Sehr guenstig","1987","Hessen","Westdeutschland","65","0.159793608935773","0.125825840005095","0.193761377866451"
"Sehr guenstig","1987","Hessen","Ostdeutschland","","","",""
"Sehr guenstig","1987","Rheinland-Pfalz,Saarland","Westdeutschland","103","0.194221565100006","0.159955072378983","0.228488057821028"
"Sehr guenstig","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Sehr guenstig","1987","Baden-Wuerttemberg","Westdeutschland","126","0.134374954294318","0.113475528903622","0.155274379685013"
"Sehr guenstig","1987","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Sehr guenstig","1987","Bayern","Westdeutschland","184","0.166093039037545","0.143625148419915","0.188560929655175"
"Sehr guenstig","1987","Bayern","Ostdeutschland","","","",""
"Sehr guenstig","1987","Berlin","Westdeutschland","","","",""
"Sehr guenstig","1987","Berlin","Ostdeutschland","","","",""
"Sehr guenstig","1987","Brandenburg","Westdeutschland","","","",""
"Sehr guenstig","1987","Brandenburg","Ostdeutschland","","","",""
"Sehr guenstig","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Sehr guenstig","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Sehr guenstig","1987","Sachsen","Westdeutschland","","","",""
"Sehr guenstig","1987","Sachsen","Ostdeutschland","","","",""
"Sehr guenstig","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"Sehr guenstig","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"Sehr guenstig","1987","Thueringen","Westdeutschland","","","",""
"Sehr guenstig","1987","Thueringen","Ostdeutschland","","","",""
"Guenstig","1987","Schleswig-Holstein","Westdeutschland","53","0.228156920045354","0.17517582870994","0.281138011380768"
"Guenstig","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"Guenstig","1987","Hamburg","Westdeutschland","","","",""
"Guenstig","1987","Hamburg","Ostdeutschland","","","",""
"Guenstig","1987","Niedersachsen","Westdeutschland","219","0.308575889976134","0.274551941113393","0.342599838838876"
"Guenstig","1987","Niedersachsen","Ostdeutschland","","","",""
"Guenstig","1987","Bremen","Westdeutschland","","","",""
"Guenstig","1987","Bremen","Ostdeutschland","","","",""
"Guenstig","1987","Nordrhein-Westfalen","Westdeutschland","391","0.314431154802334","0.288557870345503","0.340304439259166"
"Guenstig","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Guenstig","1987","Hessen","Westdeutschland","143","0.344912612048441","0.300847133985708","0.388978090111175"
"Guenstig","1987","Hessen","Ostdeutschland","","","",""
"Guenstig","1987","Rheinland-Pfalz,Saarland","Westdeutschland","200","0.411101204067869","0.368481756303708","0.453720651832031"
"Guenstig","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Guenstig","1987","Baden-Wuerttemberg","Westdeutschland","377","0.382157724173676","0.352381446487376","0.411934001859976"
"Guenstig","1987","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Guenstig","1987","Bayern","Westdeutschland","336","0.334563798268012","0.306078519720005","0.36304907681602"
"Guenstig","1987","Bayern","Ostdeutschland","","","",""
"Guenstig","1987","Berlin","Westdeutschland","","","",""
"Guenstig","1987","Berlin","Ostdeutschland","","","",""
"Guenstig","1987","Brandenburg","Westdeutschland","","","",""
"Guenstig","1987","Brandenburg","Ostdeutschland","","","",""
"Guenstig","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Guenstig","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Guenstig","1987","Sachsen","Westdeutschland","","","",""
"Guenstig","1987","Sachsen","Ostdeutschland","","","",""
"Guenstig","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"Guenstig","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"Guenstig","1987","Thueringen","Westdeutschland","","","",""
"Guenstig","1987","Thueringen","Ostdeutschland","","","",""
"Angemessen","1987","Schleswig-Holstein","Westdeutschland","92","0.408555969720102","0.346494482824841","0.470617456615363"
"Angemessen","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"Angemessen","1987","Hamburg","Westdeutschland","","","",""
"Angemessen","1987","Hamburg","Ostdeutschland","","","",""
"Angemessen","1987","Niedersachsen","Westdeutschland","213","0.304821748593004","0.270913721179474","0.338729776006535"
"Angemessen","1987","Niedersachsen","Ostdeutschland","","","",""
"Angemessen","1987","Bremen","Westdeutschland","","","",""
"Angemessen","1987","Bremen","Ostdeutschland","","","",""
"Angemessen","1987","Nordrhein-Westfalen","Westdeutschland","526","0.43346231534849","0.405846789581187","0.461077841115792"
"Angemessen","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Angemessen","1987","Hessen","Westdeutschland","179","0.380338510102223","0.335333927999078","0.425343092205369"
"Angemessen","1987","Hessen","Ostdeutschland","","","",""
"Angemessen","1987","Rheinland-Pfalz,Saarland","Westdeutschland","162","0.30025376750022","0.260550374030925","0.339957160969515"
"Angemessen","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Angemessen","1987","Baden-Wuerttemberg","Westdeutschland","394","0.377923947739275","0.348211787959507","0.407636107519042"
"Angemessen","1987","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Angemessen","1987","Bayern","Westdeutschland","452","0.420856691329996","0.39105177374178","0.450661608918211"
"Angemessen","1987","Bayern","Ostdeutschland","","","",""
"Angemessen","1987","Berlin","Westdeutschland","","","",""
"Angemessen","1987","Berlin","Ostdeutschland","","","",""
"Angemessen","1987","Brandenburg","Westdeutschland","","","",""
"Angemessen","1987","Brandenburg","Ostdeutschland","","","",""
"Angemessen","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Angemessen","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Angemessen","1987","Sachsen","Westdeutschland","","","",""
"Angemessen","1987","Sachsen","Ostdeutschland","","","",""
"Angemessen","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"Angemessen","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"Angemessen","1987","Thueringen","Westdeutschland","","","",""
"Angemessen","1987","Thueringen","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Schleswig-Holstein","Westdeutschland","33","0.0971916245355581","0.059793331509649","0.134589917561467"
"Etwas zu hoch","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Hamburg","Westdeutschland","","","",""
"Etwas zu hoch","1987","Hamburg","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Niedersachsen","Westdeutschland","86","0.110194124850794","0.0871288668572501","0.133259382844337"
"Etwas zu hoch","1987","Niedersachsen","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Bremen","Westdeutschland","","","",""
"Etwas zu hoch","1987","Bremen","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Nordrhein-Westfalen","Westdeutschland","109","0.0796108771153058","0.0645262289761159","0.0946955252544957"
"Etwas zu hoch","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Hessen","Westdeutschland","52","0.098459539972019","0.0708400380996053","0.126079041844433"
"Etwas zu hoch","1987","Hessen","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Etwas zu hoch","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Baden-Wuerttemberg","Westdeutschland","103","0.0834486071999062","0.0665013964100007","0.100395817989812"
"Etwas zu hoch","1987","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Bayern","Westdeutschland","68","0.0636362207721052","0.0488994516892132","0.0783729898549971"
"Etwas zu hoch","1987","Bayern","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Berlin","Westdeutschland","","","",""
"Etwas zu hoch","1987","Berlin","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Brandenburg","Westdeutschland","","","",""
"Etwas zu hoch","1987","Brandenburg","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Etwas zu hoch","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Sachsen","Westdeutschland","","","",""
"Etwas zu hoch","1987","Sachsen","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"Etwas zu hoch","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"Etwas zu hoch","1987","Thueringen","Westdeutschland","","","",""
"Etwas zu hoch","1987","Thueringen","Ostdeutschland","","","",""
"Viel zu hoch","1987","Schleswig-Holstein","Westdeutschland","","","",""
"Viel zu hoch","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"Viel zu hoch","1987","Hamburg","Westdeutschland","","","",""
"Viel zu hoch","1987","Hamburg","Ostdeutschland","","","",""
"Viel zu hoch","1987","Niedersachsen","Westdeutschland","43","0.0583836630042968","0.041112796621492","0.0756545293871016"
"Viel zu hoch","1987","Niedersachsen","Ostdeutschland","","","",""
"Viel zu hoch","1987","Bremen","Westdeutschland","","","",""
"Viel zu hoch","1987","Bremen","Ostdeutschland","","","",""
"Viel zu hoch","1987","Nordrhein-Westfalen","Westdeutschland","32","0.0290419704483662","0.0196841111805311","0.0383998297162013"
"Viel zu hoch","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Viel zu hoch","1987","Hessen","Westdeutschland","","","",""
"Viel zu hoch","1987","Hessen","Ostdeutschland","","","",""
"Viel zu hoch","1987","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Viel zu hoch","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
