,Unnamed: 0,year,pgisced97,quintil_oecd,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
832,832,2005,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.10098,37,19611,0.07109,0.13863
833,833,2005,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.34374,131,19611,0.30164,0.389
834,834,2005,Post-secondary Non-tertiary Level,5th Quintile,Never,0.55528,182,19611,0.47597,0.63462
835,835,2005,First Stage of Tertiary Education,1st Quintile,Seldom,0.29675,34,19611,0.21799,0.38003
836,836,2005,First Stage of Tertiary Education,1st Quintile,Never,0.70325,62,19611,0.58807,0.81759
837,837,2005,First Stage of Tertiary Education,2nd Quintile,Seldom,0.30451,60,19611,0.25138,0.36624
838,838,2005,First Stage of Tertiary Education,2nd Quintile,Never,0.69549,131,19611,0.62654,0.79362
839,839,2005,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.11016,34,19611,0.09052,0.13481
840,840,2005,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.11024,31,19611,0.0777,0.13996
841,841,2005,First Stage of Tertiary Education,3rd Quintile,Seldom,0.34638,100,19611,0.28878,0.4025
842,842,2005,First Stage of Tertiary Education,3rd Quintile,Never,0.43321,136,19611,0.38249,0.50427
843,843,2005,First Stage of Tertiary Education,4th Quintile,At least once per week,0.08345,34,19611,0.05905,0.10865
844,844,2005,First Stage of Tertiary Education,4th Quintile,At least once per month,0.06513,42,19611,0.05209,0.07987
845,845,2005,First Stage of Tertiary Education,4th Quintile,Seldom,0.38016,141,19611,0.33392,0.43394
846,846,2005,First Stage of Tertiary Education,4th Quintile,Never,0.47127,199,19611,0.41169,0.52851
847,847,2005,First Stage of Tertiary Education,5th Quintile,At least once per week,0.08004,43,19611,0.05925,0.10554
848,848,2005,First Stage of Tertiary Education,5th Quintile,At least once per month,0.11178,48,19611,0.08825,0.14081
849,849,2005,First Stage of Tertiary Education,5th Quintile,Seldom,0.36186,183,19611,0.31753,0.41222
850,850,2005,First Stage of Tertiary Education,5th Quintile,Never,0.44632,214,19611,0.38648,0.4903
851,851,2005,Second Stage of Tertiary Education,1st Quintile,Seldom,0.25192,50,19611,0.19558,0.31883
852,852,2005,Second Stage of Tertiary Education,1st Quintile,Never,0.74808,130,19611,0.64953,0.85729
853,853,2005,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.34107,85,19611,0.29366,0.40024
854,854,2005,Second Stage of Tertiary Education,2nd Quintile,Never,0.65893,173,19611,0.5827,0.73951
855,855,2005,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.07004,38,19611,0.04883,0.09195
856,856,2005,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.08516,35,19611,0.06541,0.10683
857,857,2005,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.24027,112,19611,0.20648,0.27047
858,858,2005,Second Stage of Tertiary Education,3rd Quintile,Never,0.60453,286,19611,0.56189,0.65488
859,859,2005,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.08185,68,19611,0.0652,0.10019
860,860,2005,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.08871,66,19611,0.07125,0.10918
861,861,2005,Second Stage of Tertiary Education,4th Quintile,Seldom,0.3122,232,19611,0.27687,0.35011
862,862,2005,Second Stage of Tertiary Education,4th Quintile,Never,0.51724,403,19611,0.47435,0.55712
863,863,2005,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.09416,194,19611,0.08094,0.10815
864,864,2005,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.10618,254,19611,0.09274,0.1208
865,865,2005,Second Stage of Tertiary Education,5th Quintile,Seldom,0.34174,824,19611,0.31696,0.36611
866,866,2005,Second Stage of Tertiary Education,5th Quintile,Never,0.45792,1113,19611,0.4325,0.49151
867,867,2007,Pre-primary Level,1st Quintile,Never,1.0,31,19429,0.74808,1.32824
868,868,2007,Pre-primary Level,2nd Quintile,Never,1.0,33,19429,0.78361,1.23594
869,869,2007,Pre-primary Level,3rd Quintile,Never,1.0,46,19429,0.75946,1.24778
870,870,2007,Pre-primary Level,4th Quintile,Never,1.0,32,19429,0.66666,1.38715
871,871,2007,Pre-primary Level,5th Quintile,Seldom,0.48581,41,19429,0.3652,0.6192
872,872,2007,Pre-primary Level,5th Quintile,Never,0.51419,39,19429,0.39248,0.65427
873,873,2007,Primary Level,1st Quintile,Never,1.0,72,19429,0.81596,1.18817
874,874,2007,Lower Secondary Level,1st Quintile,At least once per week,0.10081,74,19429,0.08607,0.11521
875,875,2007,Lower Secondary Level,1st Quintile,At least once per month,0.08009,63,19429,0.06987,0.09011
876,876,2007,Lower Secondary Level,1st Quintile,Seldom,0.19039,134,19429,0.16247,0.2167
877,877,2007,Lower Secondary Level,1st Quintile,Never,0.62871,388,19429,0.58429,0.67376
878,878,2007,Lower Secondary Level,2nd Quintile,At least once per week,0.14996,86,19429,0.13077,0.17098
879,879,2007,Lower Secondary Level,2nd Quintile,At least once per month,0.10139,54,19429,0.08357,0.11879
880,880,2007,Lower Secondary Level,2nd Quintile,Seldom,0.29813,163,19429,0.26843,0.32926
881,881,2007,Lower Secondary Level,2nd Quintile,Never,0.45052,259,19429,0.41191,0.48781
882,882,2007,Lower Secondary Level,3rd Quintile,At least once per week,0.10845,44,19429,0.08653,0.13385
883,883,2007,Lower Secondary Level,3rd Quintile,At least once per month,0.08478,42,19429,0.07128,0.10379
884,884,2007,Lower Secondary Level,3rd Quintile,Seldom,0.32205,149,19429,0.28475,0.3655
885,885,2007,Lower Secondary Level,3rd Quintile,Never,0.48472,205,19429,0.4314,0.52873
886,886,2007,Lower Secondary Level,4th Quintile,At least once per week,0.11862,43,19429,0.09465,0.14579
887,887,2007,Lower Secondary Level,4th Quintile,At least once per month,0.10931,35,19429,0.08461,0.13365
888,888,2007,Lower Secondary Level,4th Quintile,Seldom,0.25964,94,19429,0.22132,0.29477
889,889,2007,Lower Secondary Level,4th Quintile,Never,0.51243,170,19429,0.44882,0.56967
890,890,2007,Lower Secondary Level,5th Quintile,Seldom,0.37886,60,19429,0.29165,0.48178
891,891,2007,Lower Secondary Level,5th Quintile,Never,0.62114,88,19429,0.52604,0.76739
892,892,2007,Upper Secondary Level,1st Quintile,At least once per week,0.07374,132,19429,0.06457,0.08336
893,893,2007,Upper Secondary Level,1st Quintile,At least once per month,0.06713,101,19429,0.05969,0.07565
894,894,2007,Upper Secondary Level,1st Quintile,Seldom,0.21076,373,19429,0.19565,0.22668
895,895,2007,Upper Secondary Level,1st Quintile,Never,0.64837,1136,19429,0.61934,0.67602
896,896,2007,Upper Secondary Level,2nd Quintile,At least once per week,0.0766,144,19429,0.06743,0.08479
897,897,2007,Upper Secondary Level,2nd Quintile,At least once per month,0.0654,140,19429,0.05937,0.07222
898,898,2007,Upper Secondary Level,2nd Quintile,Seldom,0.28217,587,19429,0.26591,0.29733
899,899,2007,Upper Secondary Level,2nd Quintile,Never,0.57583,1182,19429,0.55116,0.59931
900,900,2007,Upper Secondary Level,3rd Quintile,At least once per week,0.08538,180,19429,0.07739,0.09437
901,901,2007,Upper Secondary Level,3rd Quintile,At least once per month,0.09069,211,19429,0.08237,0.09973
902,902,2007,Upper Secondary Level,3rd Quintile,Seldom,0.29918,630,19429,0.2819,0.3138
903,903,2007,Upper Secondary Level,3rd Quintile,Never,0.52475,1131,19429,0.50027,0.54879
904,904,2007,Upper Secondary Level,4th Quintile,At least once per week,0.09151,197,19429,0.0825,0.10151
905,905,2007,Upper Secondary Level,4th Quintile,At least once per month,0.09726,219,19429,0.08694,0.10718
906,906,2007,Upper Secondary Level,4th Quintile,Seldom,0.32726,749,19429,0.30739,0.34841
907,907,2007,Upper Secondary Level,4th Quintile,Never,0.48397,1080,19429,0.46458,0.50684
908,908,2007,Upper Secondary Level,5th Quintile,At least once per week,0.07143,172,19429,0.06136,0.0802
909,909,2007,Upper Secondary Level,5th Quintile,At least once per month,0.08791,209,19429,0.07622,0.09905
910,910,2007,Upper Secondary Level,5th Quintile,Seldom,0.33551,687,19429,0.31589,0.35799
911,911,2007,Upper Secondary Level,5th Quintile,Never,0.50515,1007,19429,0.4743,0.53501
912,912,2007,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.39786,49,19429,0.31293,0.49501
913,913,2007,Post-secondary Non-tertiary Level,1st Quintile,Never,0.60214,81,19429,0.50562,0.71236
914,914,2007,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.43564,68,19429,0.35984,0.52372
915,915,2007,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.56436,92,19429,0.47615,0.65522
916,916,2007,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.40995,72,19429,0.34555,0.47789
917,917,2007,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.59005,115,19429,0.48917,0.69087
918,918,2007,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.3738,95,19429,0.31479,0.42303
919,919,2007,Post-secondary Non-tertiary Level,4th Quintile,Never,0.6262,135,19429,0.54846,0.70432
920,920,2007,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.38173,104,19429,0.2941,0.46475
921,921,2007,Post-secondary Non-tertiary Level,5th Quintile,Never,0.61827,189,19429,0.53127,0.69809
922,922,2007,First Stage of Tertiary Education,1st Quintile,Never,1.0,79,19429,0.88309,1.1509
923,923,2007,First Stage of Tertiary Education,2nd Quintile,Seldom,0.36665,69,19429,0.29573,0.435
924,924,2007,First Stage of Tertiary Education,2nd Quintile,Never,0.63335,122,19429,0.52465,0.73897
925,925,2007,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.10986,33,19429,0.07654,0.14716
926,926,2007,First Stage of Tertiary Education,3rd Quintile,Seldom,0.34757,103,19429,0.31035,0.40168
927,927,2007,First Stage of Tertiary Education,3rd Quintile,Never,0.54257,164,19429,0.47923,0.62674
928,928,2007,First Stage of Tertiary Education,4th Quintile,At least once per week,0.08392,37,19429,0.0614,0.10543
929,929,2007,First Stage of Tertiary Education,4th Quintile,At least once per month,0.11633,40,19429,0.09082,0.14585
930,930,2007,First Stage of Tertiary Education,4th Quintile,Seldom,0.32249,126,19429,0.28354,0.36724
931,931,2007,First Stage of Tertiary Education,4th Quintile,Never,0.47725,188,19429,0.41517,0.53917
932,932,2007,First Stage of Tertiary Education,5th Quintile,At least once per week,0.07323,40,19429,0.05297,0.09753
933,933,2007,First Stage of Tertiary Education,5th Quintile,At least once per month,0.0916,48,19429,0.0685,0.11675
934,934,2007,First Stage of Tertiary Education,5th Quintile,Seldom,0.36247,157,19429,0.31569,0.40894
935,935,2007,First Stage of Tertiary Education,5th Quintile,Never,0.4727,196,19429,0.4148,0.53523
936,936,2007,Second Stage of Tertiary Education,1st Quintile,Seldom,0.24497,43,19429,0.19951,0.3038
937,937,2007,Second Stage of Tertiary Education,1st Quintile,Never,0.75503,135,19429,0.65291,0.84672
938,938,2007,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.14472,38,19429,0.11183,0.18774
939,939,2007,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.21543,72,19429,0.17767,0.25285
940,940,2007,Second Stage of Tertiary Education,2nd Quintile,Never,0.63985,201,19429,0.57705,0.70678
941,941,2007,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.064,43,19429,0.04717,0.08199
942,942,2007,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.10052,54,19429,0.08604,0.11493
943,943,2007,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.24623,135,19429,0.21272,0.2821
944,944,2007,Second Stage of Tertiary Education,3rd Quintile,Never,0.58925,307,19429,0.54144,0.64258
945,945,2007,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.0849,87,19429,0.06622,0.1028
946,946,2007,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.10265,93,19429,0.08008,0.12314
947,947,2007,Second Stage of Tertiary Education,4th Quintile,Seldom,0.25257,247,19429,0.22203,0.28018
948,948,2007,Second Stage of Tertiary Education,4th Quintile,Never,0.55987,489,19429,0.51447,0.61104
949,949,2007,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.07962,203,19429,0.0703,0.09116
950,950,2007,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.10755,236,19429,0.09423,0.12485
951,951,2007,Second Stage of Tertiary Education,5th Quintile,Seldom,0.33258,795,19429,0.31014,0.36263
952,952,2007,Second Stage of Tertiary Education,5th Quintile,Never,0.48025,1137,19429,0.44923,0.51163
953,953,2008,Pre-primary Level,1st Quintile,Never,1.0,32,18213,0.77323,1.24103
954,954,2008,Pre-primary Level,2nd Quintile,Never,1.0,31,18213,0.75951,1.29632
955,955,2008,Pre-primary Level,3rd Quintile,Never,1.0,42,18213,0.74446,1.26052
956,956,2008,Pre-primary Level,4th Quintile,Seldom,1.0,35,18213,0.70844,1.34017
957,957,2008,Pre-primary Level,5th Quintile,Seldom,0.5783,40,18213,0.42053,0.77954
958,958,2008,Pre-primary Level,5th Quintile,Never,0.4217,37,18213,0.28713,0.61799
959,959,2008,Primary Level,1st Quintile,Never,1.0,56,18213,0.80658,1.24436
960,960,2008,Lower Secondary Level,1st Quintile,At least once per week,0.10692,68,18213,0.08986,0.12338
961,961,2008,Lower Secondary Level,1st Quintile,At least once per month,0.07438,52,18213,0.06103,0.08661
962,962,2008,Lower Secondary Level,1st Quintile,Seldom,0.24153,153,18213,0.21919,0.26567
963,963,2008,Lower Secondary Level,1st Quintile,Never,0.57716,360,18213,0.51978,0.62347
964,964,2008,Lower Secondary Level,2nd Quintile,At least once per week,0.13004,70,18213,0.10967,0.15478
965,965,2008,Lower Secondary Level,2nd Quintile,At least once per month,0.08787,52,18213,0.06833,0.10681
966,966,2008,Lower Secondary Level,2nd Quintile,Seldom,0.27989,138,18213,0.25173,0.31223
967,967,2008,Lower Secondary Level,2nd Quintile,Never,0.5022,267,18213,0.46401,0.54228
968,968,2008,Lower Secondary Level,3rd Quintile,At least once per week,0.09173,43,18213,0.07567,0.10725
969,969,2008,Lower Secondary Level,3rd Quintile,At least once per month,0.1397,50,18213,0.1198,0.16598
970,970,2008,Lower Secondary Level,3rd Quintile,Seldom,0.2743,113,18213,0.23817,0.32759
971,971,2008,Lower Secondary Level,3rd Quintile,Never,0.49427,206,18213,0.44093,0.54534
972,972,2008,Lower Secondary Level,4th Quintile,Seldom,0.34655,83,18213,0.2929,0.41351
973,973,2008,Lower Secondary Level,4th Quintile,Never,0.65345,134,18213,0.57095,0.75652
974,974,2008,Lower Secondary Level,5th Quintile,Seldom,0.39703,51,18213,0.27977,0.47792
975,975,2008,Lower Secondary Level,5th Quintile,Never,0.60297,71,18213,0.47469,0.70949
976,976,2008,Upper Secondary Level,1st Quintile,At least once per week,0.06338,104,18213,0.05587,0.07186
977,977,2008,Upper Secondary Level,1st Quintile,At least once per month,0.04975,82,18213,0.04243,0.05645
978,978,2008,Upper Secondary Level,1st Quintile,Seldom,0.21684,360,18213,0.19935,0.23596
979,979,2008,Upper Secondary Level,1st Quintile,Never,0.67003,1074,18213,0.63975,0.7025
980,980,2008,Upper Secondary Level,2nd Quintile,At least once per week,0.08085,155,18213,0.07135,0.09228
981,981,2008,Upper Secondary Level,2nd Quintile,At least once per month,0.08161,161,18213,0.07275,0.09169
982,982,2008,Upper Secondary Level,2nd Quintile,Seldom,0.27868,554,18213,0.26366,0.29793
983,983,2008,Upper Secondary Level,2nd Quintile,Never,0.55886,1094,18213,0.53255,0.58302
984,984,2008,Upper Secondary Level,3rd Quintile,At least once per week,0.08574,173,18213,0.07645,0.09647
985,985,2008,Upper Secondary Level,3rd Quintile,At least once per month,0.10084,205,18213,0.09093,0.10975
986,986,2008,Upper Secondary Level,3rd Quintile,Seldom,0.30316,619,18213,0.28423,0.32223
987,987,2008,Upper Secondary Level,3rd Quintile,Never,0.51027,1073,18213,0.48513,0.53427
988,988,2008,Upper Secondary Level,4th Quintile,At least once per week,0.08325,168,18213,0.0741,0.09327
989,989,2008,Upper Secondary Level,4th Quintile,At least once per month,0.09169,211,18213,0.08349,0.10234
990,990,2008,Upper Secondary Level,4th Quintile,Seldom,0.32706,715,18213,0.30909,0.34647
991,991,2008,Upper Secondary Level,4th Quintile,Never,0.498,1024,18213,0.47301,0.52237
992,992,2008,Upper Secondary Level,5th Quintile,At least once per week,0.06173,140,18213,0.05349,0.07527
993,993,2008,Upper Secondary Level,5th Quintile,At least once per month,0.08581,185,18213,0.07349,0.0977
994,994,2008,Upper Secondary Level,5th Quintile,Seldom,0.35335,663,18213,0.32711,0.37938
995,995,2008,Upper Secondary Level,5th Quintile,Never,0.49911,915,18213,0.47085,0.5285
996,996,2008,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.365,43,18213,0.28299,0.4607
997,997,2008,Post-secondary Non-tertiary Level,1st Quintile,Never,0.635,77,18213,0.53534,0.72522
998,998,2008,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.48663,67,18213,0.39834,0.57602
999,999,2008,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.51337,77,18213,0.43186,0.59817
1000,1000,2008,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.37024,61,18213,0.28786,0.46027
1001,1001,2008,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.62976,104,18213,0.54963,0.74802
1002,1002,2008,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.45489,92,18213,0.38624,0.52929
1003,1003,2008,Post-secondary Non-tertiary Level,4th Quintile,Never,0.54511,122,18213,0.47796,0.62649
1004,1004,2008,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.41719,111,18213,0.34471,0.4936
1005,1005,2008,Post-secondary Non-tertiary Level,5th Quintile,Never,0.58281,171,18213,0.51667,0.66069
1006,1006,2008,First Stage of Tertiary Education,1st Quintile,Seldom,0.41002,37,18213,0.31786,0.51617
1007,1007,2008,First Stage of Tertiary Education,1st Quintile,Never,0.58998,72,18213,0.50109,0.6909
1008,1008,2008,First Stage of Tertiary Education,2nd Quintile,Seldom,0.39312,64,18213,0.32062,0.45744
1009,1009,2008,First Stage of Tertiary Education,2nd Quintile,Never,0.60688,109,18213,0.50184,0.70119
1010,1010,2008,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.10856,35,18213,0.07842,0.14048
1011,1011,2008,First Stage of Tertiary Education,3rd Quintile,Seldom,0.28615,81,18213,0.23549,0.33582
1012,1012,2008,First Stage of Tertiary Education,3rd Quintile,Never,0.60529,168,18213,0.53951,0.69466
1013,1013,2008,First Stage of Tertiary Education,4th Quintile,At least once per week,0.09226,33,18213,0.06198,0.12204
1014,1014,2008,First Stage of Tertiary Education,4th Quintile,At least once per month,0.11812,39,18213,0.08773,0.14978
1015,1015,2008,First Stage of Tertiary Education,4th Quintile,Seldom,0.35776,133,18213,0.31293,0.41497
1016,1016,2008,First Stage of Tertiary Education,4th Quintile,Never,0.43187,151,18213,0.37593,0.4938
1017,1017,2008,First Stage of Tertiary Education,5th Quintile,At least once per month,0.13633,48,18213,0.10087,0.17175
1018,1018,2008,First Stage of Tertiary Education,5th Quintile,Seldom,0.30787,147,18213,0.27215,0.3554
1019,1019,2008,First Stage of Tertiary Education,5th Quintile,Never,0.5558,194,18213,0.48574,0.63834
1020,1020,2008,Second Stage of Tertiary Education,1st Quintile,Seldom,0.37334,55,18213,0.30467,0.44478
1021,1021,2008,Second Stage of Tertiary Education,1st Quintile,Never,0.62666,119,18213,0.52923,0.7163
1022,1022,2008,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.12289,31,18213,0.08252,0.15475
1023,1023,2008,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.27246,80,18213,0.22967,0.32893
1024,1024,2008,Second Stage of Tertiary Education,2nd Quintile,Never,0.60465,198,18213,0.53616,0.68323
1025,1025,2008,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.05703,44,18213,0.04145,0.07872
1026,1026,2008,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.09386,52,18213,0.07448,0.11725
1027,1027,2008,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.29578,168,18213,0.25551,0.33146
1028,1028,2008,Second Stage of Tertiary Education,3rd Quintile,Never,0.55333,333,18213,0.50754,0.60816
1029,1029,2008,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.07875,65,18213,0.06122,0.09656
1030,1030,2008,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.09051,85,18213,0.0706,0.10927
1031,1031,2008,Second Stage of Tertiary Education,4th Quintile,Seldom,0.28792,218,18213,0.25998,0.32812
1032,1032,2008,Second Stage of Tertiary Education,4th Quintile,Never,0.54281,410,18213,0.49,0.5914
1033,1033,2008,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.07511,182,18213,0.06471,0.08582
1034,1034,2008,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.10593,229,18213,0.08948,0.12223
1035,1035,2008,Second Stage of Tertiary Education,5th Quintile,Seldom,0.32721,738,18213,0.29637,0.35023
1036,1036,2008,Second Stage of Tertiary Education,5th Quintile,Never,0.49175,1111,18213,0.45623,0.52434
1037,1037,2009,Pre-primary Level,3rd Quintile,Seldom,1.0,31,16868,0.72898,1.33963
1038,1038,2009,Pre-primary Level,4th Quintile,Never,1.0,32,16868,0.70234,1.333
1039,1039,2009,Pre-primary Level,5th Quintile,Never,1.0,31,16868,0.65803,1.51373
1040,1040,2009,Primary Level,1st Quintile,Never,1.0,63,16868,0.7556,1.22984
1041,1041,2009,Lower Secondary Level,1st Quintile,At least once per week,0.12787,72,16868,0.11065,0.14682
1042,1042,2009,Lower Secondary Level,1st Quintile,At least once per month,0.10245,61,16868,0.08524,0.12186
1043,1043,2009,Lower Secondary Level,1st Quintile,Seldom,0.21491,125,16868,0.1855,0.2491
1044,1044,2009,Lower Secondary Level,1st Quintile,Never,0.55477,336,16868,0.51494,0.59777
1045,1045,2009,Lower Secondary Level,2nd Quintile,At least once per week,0.07975,39,16868,0.06411,0.10316
1046,1046,2009,Lower Secondary Level,2nd Quintile,At least once per month,0.13036,60,16868,0.10605,0.15451
1047,1047,2009,Lower Secondary Level,2nd Quintile,Seldom,0.28213,136,16868,0.24496,0.32652
1048,1048,2009,Lower Secondary Level,2nd Quintile,Never,0.50776,227,16868,0.46116,0.55818
1049,1049,2009,Lower Secondary Level,3rd Quintile,At least once per week,0.09047,36,16868,0.0708,0.11166
1050,1050,2009,Lower Secondary Level,3rd Quintile,At least once per month,0.08181,32,16868,0.06191,0.10435
1051,1051,2009,Lower Secondary Level,3rd Quintile,Seldom,0.28355,104,16868,0.2436,0.33305
1052,1052,2009,Lower Secondary Level,3rd Quintile,Never,0.54417,191,16868,0.47682,0.61678
1053,1053,2009,Lower Secondary Level,4th Quintile,At least once per week,0.14024,32,16868,0.09309,0.18544
1054,1054,2009,Lower Secondary Level,4th Quintile,Seldom,0.28612,71,16868,0.22518,0.36129
1055,1055,2009,Lower Secondary Level,4th Quintile,Never,0.57364,106,16868,0.46476,0.69546
1056,1056,2009,Lower Secondary Level,5th Quintile,Seldom,0.43795,40,16868,0.34184,0.55741
1057,1057,2009,Lower Secondary Level,5th Quintile,Never,0.56205,65,16868,0.46735,0.67428
1058,1058,2009,Upper Secondary Level,1st Quintile,At least once per week,0.07093,108,16868,0.06227,0.0815
1059,1059,2009,Upper Secondary Level,1st Quintile,At least once per month,0.05122,89,16868,0.0446,0.05952
1060,1060,2009,Upper Secondary Level,1st Quintile,Seldom,0.21234,348,16868,0.1939,0.23253
1061,1061,2009,Upper Secondary Level,1st Quintile,Never,0.66552,1015,16868,0.63137,0.7014
1062,1062,2009,Upper Secondary Level,2nd Quintile,At least once per week,0.07517,134,16868,0.06269,0.08844
1063,1063,2009,Upper Secondary Level,2nd Quintile,At least once per month,0.07396,144,16868,0.06331,0.08374
1064,1064,2009,Upper Secondary Level,2nd Quintile,Seldom,0.27491,500,16868,0.25697,0.29543
1065,1065,2009,Upper Secondary Level,2nd Quintile,Never,0.57596,1094,16868,0.54334,0.6109
1066,1066,2009,Upper Secondary Level,3rd Quintile,At least once per week,0.07113,133,16868,0.06229,0.0825
1067,1067,2009,Upper Secondary Level,3rd Quintile,At least once per month,0.08507,171,16868,0.07435,0.09599
1068,1068,2009,Upper Secondary Level,3rd Quintile,Seldom,0.28902,543,16868,0.26414,0.31246
1069,1069,2009,Upper Secondary Level,3rd Quintile,Never,0.55477,1024,16868,0.52395,0.58664
1070,1070,2009,Upper Secondary Level,4th Quintile,At least once per week,0.07585,165,16868,0.06599,0.08523
1071,1071,2009,Upper Secondary Level,4th Quintile,At least once per month,0.08389,180,16868,0.07301,0.09594
1072,1072,2009,Upper Secondary Level,4th Quintile,Seldom,0.33164,657,16868,0.30592,0.35739
1073,1073,2009,Upper Secondary Level,4th Quintile,Never,0.50862,968,16868,0.48262,0.53498
1074,1074,2009,Upper Secondary Level,5th Quintile,At least once per week,0.06423,124,16868,0.05115,0.07992
1075,1075,2009,Upper Secondary Level,5th Quintile,At least once per month,0.07974,150,16868,0.06473,0.09614
1076,1076,2009,Upper Secondary Level,5th Quintile,Seldom,0.34112,586,16868,0.31726,0.37177
1077,1077,2009,Upper Secondary Level,5th Quintile,Never,0.51492,873,16868,0.48096,0.54972
1078,1078,2009,Post-secondary Non-tertiary Level,1st Quintile,Never,1.0,63,16868,0.82164,1.19002
1079,1079,2009,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.3526,52,16868,0.27898,0.44375
1080,1080,2009,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.6474,84,16868,0.53523,0.77109
1081,1081,2009,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.48069,79,16868,0.36795,0.59026
1082,1082,2009,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.51931,90,16868,0.42155,0.61852
1083,1083,2009,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.40307,86,16868,0.32829,0.47689
1084,1084,2009,Post-secondary Non-tertiary Level,4th Quintile,Never,0.59693,112,16868,0.48653,0.70958
1085,1085,2009,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.42745,94,16868,0.3454,0.52511
1086,1086,2009,Post-secondary Non-tertiary Level,5th Quintile,Never,0.57255,171,16868,0.4857,0.66079
1087,1087,2009,First Stage of Tertiary Education,1st Quintile,Seldom,0.34992,36,16868,0.26008,0.43632
1088,1088,2009,First Stage of Tertiary Education,1st Quintile,Never,0.65008,70,16868,0.50795,0.78929
1089,1089,2009,First Stage of Tertiary Education,2nd Quintile,Seldom,0.36101,55,16868,0.2677,0.47718
1090,1090,2009,First Stage of Tertiary Education,2nd Quintile,Never,0.63899,110,16868,0.55518,0.74853
1091,1091,2009,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.10733,32,16868,0.07123,0.15058
1092,1092,2009,First Stage of Tertiary Education,3rd Quintile,Seldom,0.34751,95,16868,0.2888,0.40428
1093,1093,2009,First Stage of Tertiary Education,3rd Quintile,Never,0.54517,151,16868,0.45421,0.62344
1094,1094,2009,First Stage of Tertiary Education,4th Quintile,At least once per month,0.14132,38,16868,0.09255,0.18229
1095,1095,2009,First Stage of Tertiary Education,4th Quintile,Seldom,0.418,122,16868,0.34965,0.51293
1096,1096,2009,First Stage of Tertiary Education,4th Quintile,Never,0.44068,147,16868,0.39078,0.51696
1097,1097,2009,First Stage of Tertiary Education,5th Quintile,At least once per month,0.08337,37,16868,0.06168,0.11322
1098,1098,2009,First Stage of Tertiary Education,5th Quintile,Seldom,0.41199,142,16868,0.34601,0.48966
1099,1099,2009,First Stage of Tertiary Education,5th Quintile,Never,0.50464,165,16868,0.41933,0.57637
1100,1100,2009,Second Stage of Tertiary Education,1st Quintile,Seldom,0.36075,59,16868,0.2913,0.42723
