"pli0098_h","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Seltener","2016","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Seltener","2016","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Seltener","2016","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nie","2016","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Nie","2016","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Nie","2016","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Nie","2016","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Taeglich","2017","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Taeglich","2017","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2017","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2017","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2017","Westdeutschland, alte Bundeslaender","maennlich","1454","0.0789911399614405","0.0742806064275123","0.0837016734953687"
"Min 1x pro Woche","2017","Westdeutschland, alte Bundeslaender","weiblich","1229","0.0986756958158427","0.0935879756494529","0.103763415982232"
"Min 1x pro Woche","2017","Ostdeutschland, neue Bundeslaender","maennlich","203","0.0292921820937913","0.0232861135822047","0.0352982506053779"
"Min 1x pro Woche","2017","Ostdeutschland, neue Bundeslaender","weiblich","144","0.0292073432659365","0.0234829844017663","0.0349317021301068"
"Min 1x pro Monat","2017","Westdeutschland, alte Bundeslaender","maennlich","1065","0.0718771902917364","0.0673664557012577","0.0763879248822152"
"Min 1x pro Monat","2017","Westdeutschland, alte Bundeslaender","weiblich","1420","0.109664018416794","0.10433328926634","0.114994747567249"
"Min 1x pro Monat","2017","Ostdeutschland, neue Bundeslaender","maennlich","137","0.0351554925421044","0.0285956198129583","0.0417153652712506"
"Min 1x pro Monat","2017","Ostdeutschland, neue Bundeslaender","weiblich","173","0.0463569058666237","0.0392091824667371","0.0535046292665103"
"Seltener","2017","Westdeutschland, alte Bundeslaender","maennlich","3061","0.252277718403361","0.244692665509622","0.2598627712971"
"Seltener","2017","Westdeutschland, alte Bundeslaender","weiblich","3536","0.270719979538741","0.263139705807903","0.278300253269579"
"Seltener","2017","Ostdeutschland, neue Bundeslaender","maennlich","419","0.133239466550644","0.121135264562878","0.14534366853841"
"Seltener","2017","Ostdeutschland, neue Bundeslaender","weiblich","478","0.150278809913728","0.138130812763057","0.162426807064399"
"Nie","2017","Westdeutschland, alte Bundeslaender","maennlich","6987","0.596603489135358","0.588035913081531","0.605171065189184"
"Nie","2017","Westdeutschland, alte Bundeslaender","weiblich","7010","0.520902496369592","0.512379981847321","0.529425010891862"
"Nie","2017","Ostdeutschland, neue Bundeslaender","maennlich","2262","0.802111784475887","0.787921288652477","0.816302280299296"
"Nie","2017","Ostdeutschland, neue Bundeslaender","weiblich","2529","0.774156940953712","0.759942314109137","0.788371567798286"
"Taeglich","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Taeglich","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2018","Westdeutschland, alte Bundeslaender","maennlich","426","0.241857431659122","0.223307413925987","0.260407449392257"
"Min 1x pro Woche","2018","Westdeutschland, alte Bundeslaender","weiblich","142","0.15280326935188","0.132889302422933","0.172717236280828"
"Min 1x pro Woche","2018","Ostdeutschland, neue Bundeslaender","maennlich","83","0.215554433717627","0.171909806540798","0.259199060894456"
"Min 1x pro Woche","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Monat","2018","Westdeutschland, alte Bundeslaender","maennlich","211","0.108948983910822","0.0954515239855663","0.122446443836077"
"Min 1x pro Monat","2018","Westdeutschland, alte Bundeslaender","weiblich","119","0.1068143341409","0.0897187098851752","0.123909958396624"
"Min 1x pro Monat","2018","Ostdeutschland, neue Bundeslaender","maennlich","30","0.13846572916935","0.101806922041515","0.175124536297184"
"Min 1x pro Monat","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Seltener","2018","Westdeutschland, alte Bundeslaender","maennlich","386","0.180926967513295","0.164250573971305","0.197603361055285"
"Seltener","2018","Westdeutschland, alte Bundeslaender","weiblich","229","0.169295720898215","0.148539631283329","0.1900518105131"
"Seltener","2018","Ostdeutschland, neue Bundeslaender","maennlich","46","0.146590285828036","0.109049592573843","0.18413097908223"
"Seltener","2018","Ostdeutschland, neue Bundeslaender","weiblich","32","0.198310854045993","0.144510750977324","0.252110957114663"
"Nie","2018","Westdeutschland, alte Bundeslaender","maennlich","1008","0.458235781375726","0.4366514386727","0.479820124078751"
"Nie","2018","Westdeutschland, alte Bundeslaender","weiblich","759","0.566729522660359","0.539303249950443","0.594155795370274"
"Nie","2018","Ostdeutschland, neue Bundeslaender","maennlich","180","0.490237958910198","0.437179074342685","0.543296843477711"
"Nie","2018","Ostdeutschland, neue Bundeslaender","weiblich","145","0.594766332259447","0.528524427511388","0.661008237007506"
"Taeglich","2019","Westdeutschland, alte Bundeslaender","maennlich","40","0.00309501415395213","0.00208059425991781","0.00410943404798645"
"Taeglich","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Taeglich","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Taeglich","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Min 1x pro Woche","2019","Westdeutschland, alte Bundeslaender","maennlich","1090","0.0742081713259467","0.0694214065080813","0.078994936143812"
"Min 1x pro Woche","2019","Westdeutschland, alte Bundeslaender","weiblich","938","0.088743659276677","0.0835879844651572","0.0938993340881969"
"Min 1x pro Woche","2019","Ostdeutschland, neue Bundeslaender","maennlich","156","0.0292084858238742","0.0231008353871837","0.0353161362605648"
"Min 1x pro Woche","2019","Ostdeutschland, neue Bundeslaender","weiblich","126","0.0273409187598143","0.021608675594096","0.0330731619255327"
"Min 1x pro Monat","2019","Westdeutschland, alte Bundeslaender","maennlich","962","0.0714723626696022","0.066767726525315","0.0761769988138894"
"Min 1x pro Monat","2019","Westdeutschland, alte Bundeslaender","weiblich","1129","0.0895986093575448","0.0844205901179735","0.0947766285971161"
"Min 1x pro Monat","2019","Ostdeutschland, neue Bundeslaender","maennlich","137","0.0368273196944521","0.02999617005175","0.0436584693371542"
"Min 1x pro Monat","2019","Ostdeutschland, neue Bundeslaender","weiblich","151","0.046243479393967","0.0388613484961798","0.0536256102917542"
"Seltener","2019","Westdeutschland, alte Bundeslaender","maennlich","3096","0.267256197830093","0.259174557405195","0.275337838254992"
"Seltener","2019","Westdeutschland, alte Bundeslaender","weiblich","3378","0.287018992728562","0.278817538461557","0.295220446995567"
"Seltener","2019","Ostdeutschland, neue Bundeslaender","maennlich","499","0.146117337673106","0.133305641280933","0.158929034065278"
"Seltener","2019","Ostdeutschland, neue Bundeslaender","weiblich","530","0.152899862623501","0.140249334580329","0.165550390666672"
"Nie","2019","Westdeutschland, alte Bundeslaender","maennlich","6330","0.583968254020406","0.574966701726142","0.59296980631467"
"Nie","2019","Westdeutschland, alte Bundeslaender","weiblich","6219","0.532149372619367","0.523103156598882","0.541195588639852"
"Nie","2019","Ostdeutschland, neue Bundeslaender","maennlich","2123","0.787229638666516","0.772385228386696","0.802074048946337"
"Nie","2019","Ostdeutschland, neue Bundeslaender","weiblich","2298","0.772495928426696","0.757759901165347","0.787231955688045"
