"pli0098_h","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Nie","2016","35-65 Jahre alt","Realschulabschluss","","","",""
"Nie","2016","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Nie","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"Nie","2016","66 und älter","(noch) kein Abschluss","","","",""
"Nie","2016","66 und älter","Hauptschulabschluss","","","",""
"Nie","2016","66 und älter","Realschulabschluss","","","",""
"Nie","2016","66 und älter","(Fach-)Abitur","","","",""
"Nie","2016","66 und älter","AkademikerInnen","","","",""
"Taeglich","2017","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2017","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2017","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2017","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2017","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2017","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2017","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2017","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2017","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2017","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2017","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2017","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2017","66 und älter","Realschulabschluss","","","",""
"Taeglich","2017","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2017","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2017","16-34 Jahre alt","(noch) kein Abschluss","252","0.0979474845970833","0.0842764077820196","0.111618561412147"
"Min 1x pro Woche","2017","16-34 Jahre alt","Hauptschulabschluss","184","0.0456240965227359","0.0357367453892746","0.0555114476561972"
"Min 1x pro Woche","2017","16-34 Jahre alt","Realschulabschluss","60","0.0252249615523121","0.0170198080225325","0.0334301150820917"
"Min 1x pro Woche","2017","16-34 Jahre alt","(Fach-)Abitur","197","0.0584233489966973","0.0484558681345912","0.0683908298588033"
"Min 1x pro Woche","2017","16-34 Jahre alt","AkademikerInnen","145","0.06098685782793","0.0491833527721844","0.0727903628836756"
"Min 1x pro Woche","2017","35-65 Jahre alt","(noch) kein Abschluss","152","0.0944220003053466","0.0779730466298645","0.110870953980829"
"Min 1x pro Woche","2017","35-65 Jahre alt","Hauptschulabschluss","338","0.065341527271733","0.057901256703645","0.072781797839821"
"Min 1x pro Woche","2017","35-65 Jahre alt","Realschulabschluss","255","0.0473617817820191","0.0412254953985563","0.053498068165482"
"Min 1x pro Woche","2017","35-65 Jahre alt","(Fach-)Abitur","291","0.0871428756152345","0.0764246073943174","0.0978611438361516"
"Min 1x pro Woche","2017","35-65 Jahre alt","AkademikerInnen","438","0.0720909083749718","0.0646248635639631","0.0795569531859804"
"Min 1x pro Woche","2017","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2017","66 und älter","Hauptschulabschluss","301","0.139667529624142","0.125850941044878","0.153484118203407"
"Min 1x pro Woche","2017","66 und älter","Realschulabschluss","98","0.12620151859627","0.105129223627221","0.14727381356532"
"Min 1x pro Woche","2017","66 und älter","(Fach-)Abitur","43","0.154244126938732","0.111399773139256","0.197088480738208"
"Min 1x pro Woche","2017","66 und älter","AkademikerInnen","145","0.122421471805769","0.104366241570429","0.140476702041108"
"Min 1x pro Monat","2017","16-34 Jahre alt","(noch) kein Abschluss","147","0.0862281742450812","0.0733179541590071","0.0991383943311553"
"Min 1x pro Monat","2017","16-34 Jahre alt","Hauptschulabschluss","102","0.0462164438827939","0.0362682036446992","0.0561646841208887"
"Min 1x pro Monat","2017","16-34 Jahre alt","Realschulabschluss","68","0.0484326126580255","0.0371992965863664","0.0596659287296846"
"Min 1x pro Monat","2017","16-34 Jahre alt","(Fach-)Abitur","167","0.0567272944919572","0.0468967173482093","0.066557871635705"
"Min 1x pro Monat","2017","16-34 Jahre alt","AkademikerInnen","112","0.0562318014696562","0.0448691236149572","0.0675944793243551"
"Min 1x pro Monat","2017","35-65 Jahre alt","(noch) kein Abschluss","89","0.128240620389607","0.109432306362862","0.147048934416353"
"Min 1x pro Monat","2017","35-65 Jahre alt","Hauptschulabschluss","345","0.0714396976802139","0.0636853998908452","0.0791939954695826"
"Min 1x pro Monat","2017","35-65 Jahre alt","Realschulabschluss","375","0.0653432506646613","0.0582039767551589","0.0724825245741638"
"Min 1x pro Monat","2017","35-65 Jahre alt","(Fach-)Abitur","257","0.0681093628012207","0.0585353687013231","0.0776833569011184"
"Min 1x pro Monat","2017","35-65 Jahre alt","AkademikerInnen","501","0.0883899022061235","0.0801957595865496","0.0965840448256974"
"Min 1x pro Monat","2017","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2017","66 und älter","Hauptschulabschluss","283","0.128922910237935","0.115565776057417","0.142280044418453"
"Min 1x pro Monat","2017","66 und älter","Realschulabschluss","97","0.109024990954238","0.089247568303589","0.128802413604888"
"Min 1x pro Monat","2017","66 und älter","(Fach-)Abitur","42","0.158741889278674","0.115393080053539","0.202090698503809"
"Min 1x pro Monat","2017","66 und älter","AkademikerInnen","125","0.121901903108499","0.103879695053931","0.139924111163066"
"Seltener","2017","16-34 Jahre alt","(noch) kein Abschluss","327","0.198547345453277","0.180200510788411","0.216894180118143"
"Seltener","2017","16-34 Jahre alt","Hauptschulabschluss","315","0.156527013629282","0.139310178324919","0.173743848933644"
"Seltener","2017","16-34 Jahre alt","Realschulabschluss","306","0.228361749821239","0.206396415877181","0.250327083765297"
"Seltener","2017","16-34 Jahre alt","(Fach-)Abitur","502","0.245759171246791","0.227462409538044","0.264055932955539"
"Seltener","2017","16-34 Jahre alt","AkademikerInnen","393","0.26356665593268","0.241836192853482","0.285297119011877"
"Seltener","2017","35-65 Jahre alt","(noch) kein Abschluss","207","0.144309712728765","0.124542527586351","0.164076897871178"
"Seltener","2017","35-65 Jahre alt","Hauptschulabschluss","988","0.24816489428937","0.235160231724553","0.261169556854187"
"Seltener","2017","35-65 Jahre alt","Realschulabschluss","1102","0.233973275776892","0.2217431001995","0.246203451354284"
"Seltener","2017","35-65 Jahre alt","(Fach-)Abitur","654","0.243016743210087","0.226717459932317","0.259316026487858"
"Seltener","2017","35-65 Jahre alt","AkademikerInnen","1232","0.261440990935656","0.248756382399667","0.274125599471645"
"Seltener","2017","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2017","66 und älter","Hauptschulabschluss","640","0.271066201913097","0.2533487333122","0.288783670513994"
"Seltener","2017","66 und älter","Realschulabschluss","237","0.235150149121556","0.20823885231761","0.262061445925502"
"Seltener","2017","66 und älter","(Fach-)Abitur","66","0.263295296090618","0.211051462305334","0.315539129875902"
"Seltener","2017","66 und älter","AkademikerInnen","296","0.227802315387366","0.204698986918078","0.250905643856654"
"Nie","2017","16-34 Jahre alt","(noch) kein Abschluss","1078","0.615987230648343","0.593618112848728","0.638356348447959"
"Nie","2017","16-34 Jahre alt","Hauptschulabschluss","1104","0.750508396906424","0.730004857802674","0.771011936010175"
"Nie","2017","16-34 Jahre alt","Realschulabschluss","969","0.697980675968424","0.673955956752121","0.722005395184726"
"Nie","2017","16-34 Jahre alt","(Fach-)Abitur","1256","0.638839067129419","0.61842589665112","0.659252237607718"
"Nie","2017","16-34 Jahre alt","AkademikerInnen","926","0.61910979699995","0.595157853124882","0.643061740875019"
"Nie","2017","35-65 Jahre alt","(noch) kein Abschluss","762","0.632110332145547","0.604983818080332","0.659236846210763"
"Nie","2017","35-65 Jahre alt","Hauptschulabschluss","2563","0.614905911604648","0.600255312827587","0.629556510381709"
"Nie","2017","35-65 Jahre alt","Realschulabschluss","2871","0.653321691776428","0.639573218404764","0.667070165148091"
"Nie","2017","35-65 Jahre alt","(Fach-)Abitur","1456","0.601610402634337","0.583005862648962","0.620214942619711"
"Nie","2017","35-65 Jahre alt","AkademikerInnen","2439","0.578078198483249","0.563821895813413","0.592334501153085"
"Nie","2017","66 und älter","(noch) kein Abschluss","63","0.617011251095263","0.520767043145186","0.71325545904534"
"Nie","2017","66 und älter","Hauptschulabschluss","1194","0.460343358224826","0.44047693666742","0.480209779782231"
"Nie","2017","66 und älter","Realschulabschluss","522","0.529623341327936","0.497950987281118","0.561295695374753"
"Nie","2017","66 und älter","(Fach-)Abitur","122","0.423718687691976","0.365101787921089","0.482335587462863"
"Nie","2017","66 und älter","AkademikerInnen","700","0.527874309698367","0.500374776749853","0.55537384264688"
"Taeglich","2018","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2018","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2018","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2018","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2018","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2018","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2018","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2018","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2018","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2018","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2018","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2018","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2018","66 und älter","Realschulabschluss","","","",""
"Taeglich","2018","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2018","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2018","16-34 Jahre alt","(noch) kein Abschluss","150","0.23996131834885","0.210275228721951","0.269647407975749"
"Min 1x pro Woche","2018","16-34 Jahre alt","Hauptschulabschluss","73","0.212700037715063","0.174593444260116","0.250806631170011"
"Min 1x pro Woche","2018","16-34 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Woche","2018","16-34 Jahre alt","(Fach-)Abitur","56","0.183774494144066","0.142300736418383","0.225248251869748"
"Min 1x pro Woche","2018","16-34 Jahre alt","AkademikerInnen","41","0.152366648293603","0.113355542005379","0.191377754581828"
"Min 1x pro Woche","2018","35-65 Jahre alt","(noch) kein Abschluss","105","0.207418133912813","0.176438193978188","0.238398073847437"
"Min 1x pro Woche","2018","35-65 Jahre alt","Hauptschulabschluss","55","0.208887578196936","0.166718957848102","0.25105619854577"
"Min 1x pro Woche","2018","35-65 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Woche","2018","35-65 Jahre alt","(Fach-)Abitur","62","0.211979834334166","0.166335311362328","0.257624357306003"
"Min 1x pro Woche","2018","35-65 Jahre alt","AkademikerInnen","62","0.232506759125871","0.186721119493069","0.278292398758672"
"Min 1x pro Woche","2018","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2018","66 und älter","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2018","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Woche","2018","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2018","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Monat","2018","16-34 Jahre alt","(noch) kein Abschluss","76","0.0975280904292603","0.0769053567380244","0.118150824120496"
"Min 1x pro Monat","2018","16-34 Jahre alt","Hauptschulabschluss","54","0.123208107695838","0.0926015748914899","0.153814640500187"
"Min 1x pro Monat","2018","16-34 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Monat","2018","16-34 Jahre alt","(Fach-)Abitur","41","0.18935577679207","0.147401125762273","0.231310427821867"
"Min 1x pro Monat","2018","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","2018","35-65 Jahre alt","(noch) kein Abschluss","52","0.0754346131203588","0.0552560938824318","0.0956131323582858"
"Min 1x pro Monat","2018","35-65 Jahre alt","Hauptschulabschluss","34","0.150218388283599","0.11315635885163","0.187280417715569"
"Min 1x pro Monat","2018","35-65 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Monat","2018","35-65 Jahre alt","(Fach-)Abitur","32","0.10023546454981","0.0666966373328326","0.133774291766788"
"Min 1x pro Monat","2018","35-65 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","2018","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2018","66 und älter","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2018","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Monat","2018","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2018","66 und älter","AkademikerInnen","","","",""
"Seltener","2018","16-34 Jahre alt","(noch) kein Abschluss","144","0.186427580582574","0.159355744168666","0.213499416996481"
"Seltener","2018","16-34 Jahre alt","Hauptschulabschluss","97","0.20756683949892","0.169800357229388","0.245333321768453"
"Seltener","2018","16-34 Jahre alt","Realschulabschluss","","","",""
"Seltener","2018","16-34 Jahre alt","(Fach-)Abitur","61","0.147065887878017","0.109139681491529","0.184992094264505"
"Seltener","2018","16-34 Jahre alt","AkademikerInnen","65","0.17479160716374","0.133564639089562","0.216018575237918"
"Seltener","2018","35-65 Jahre alt","(noch) kein Abschluss","104","0.139132592981809","0.112689167286943","0.165576018676675"
"Seltener","2018","35-65 Jahre alt","Hauptschulabschluss","58","0.146363867186728","0.109697547918861","0.183030186454595"
"Seltener","2018","35-65 Jahre alt","Realschulabschluss","","","",""
"Seltener","2018","35-65 Jahre alt","(Fach-)Abitur","47","0.149801537809797","0.109945784126913","0.18965729149268"
"Seltener","2018","35-65 Jahre alt","AkademikerInnen","69","0.189023337838593","0.146587175038249","0.231459500638937"
"Seltener","2018","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2018","66 und älter","Hauptschulabschluss","","","",""
"Seltener","2018","66 und älter","Realschulabschluss","","","",""
"Seltener","2018","66 und älter","(Fach-)Abitur","","","",""
"Seltener","2018","66 und älter","AkademikerInnen","","","",""
"Nie","2018","16-34 Jahre alt","(noch) kein Abschluss","420","0.468410879592351","0.433723934284672","0.503097824900029"
"Nie","2018","16-34 Jahre alt","Hauptschulabschluss","215","0.437813840403916","0.391615003071084","0.484012677736748"
"Nie","2018","16-34 Jahre alt","Realschulabschluss","","","",""
"Nie","2018","16-34 Jahre alt","(Fach-)Abitur","177","0.479803841185847","0.426305401192069","0.533302281179626"
"Nie","2018","16-34 Jahre alt","AkademikerInnen","195","0.606759480101239","0.55373496483033","0.659783995372148"
"Nie","2018","35-65 Jahre alt","(noch) kein Abschluss","394","0.566057458518935","0.528188660818789","0.603926256219082"
"Nie","2018","35-65 Jahre alt","Hauptschulabschluss","206","0.483791548605595","0.431952660599711","0.535630436611479"
"Nie","2018","35-65 Jahre alt","Realschulabschluss","","","",""
"Nie","2018","35-65 Jahre alt","(Fach-)Abitur","165","0.52613413954837","0.470370811552989","0.581897467543751"
"Nie","2018","35-65 Jahre alt","AkademikerInnen","171","0.4846707426656","0.430503089916258","0.538838395414942"
"Nie","2018","66 und älter","(noch) kein Abschluss","","","",""
"Nie","2018","66 und älter","Hauptschulabschluss","","","",""
"Nie","2018","66 und älter","Realschulabschluss","","","",""
"Nie","2018","66 und älter","(Fach-)Abitur","","","",""
"Nie","2018","66 und älter","AkademikerInnen","","","",""
"Taeglich","2019","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2019","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2019","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2019","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2019","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2019","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2019","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2019","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2019","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2019","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2019","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2019","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2019","66 und älter","Realschulabschluss","","","",""
"Taeglich","2019","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2019","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2019","16-34 Jahre alt","(noch) kein Abschluss","127","0.109338754322748","0.09074454141613","0.127932967229367"
"Min 1x pro Woche","2019","16-34 Jahre alt","Hauptschulabschluss","101","0.0385871661044958","0.0274599421491389","0.0497143900598527"
"Min 1x pro Woche","2019","16-34 Jahre alt","Realschulabschluss","43","0.0273171094773803","0.0179082615911181","0.0367259573636426"
