"pli0098_h","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Seltener","2012","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2012","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Seltener","2012","35-65 Jahre alt","Realschulabschluss","","","",""
"Seltener","2012","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Seltener","2012","35-65 Jahre alt","AkademikerInnen","","","",""
"Seltener","2012","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2012","66 und älter","Hauptschulabschluss","","","",""
"Seltener","2012","66 und älter","Realschulabschluss","","","",""
"Seltener","2012","66 und älter","(Fach-)Abitur","","","",""
"Seltener","2012","66 und älter","AkademikerInnen","","","",""
"Nie","2012","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Nie","2012","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Nie","2012","16-34 Jahre alt","Realschulabschluss","","","",""
"Nie","2012","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Nie","2012","16-34 Jahre alt","AkademikerInnen","","","",""
"Nie","2012","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Nie","2012","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Nie","2012","35-65 Jahre alt","Realschulabschluss","","","",""
"Nie","2012","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Nie","2012","35-65 Jahre alt","AkademikerInnen","","","",""
"Nie","2012","66 und älter","(noch) kein Abschluss","","","",""
"Nie","2012","66 und älter","Hauptschulabschluss","","","",""
"Nie","2012","66 und älter","Realschulabschluss","","","",""
"Nie","2012","66 und älter","(Fach-)Abitur","","","",""
"Nie","2012","66 und älter","AkademikerInnen","","","",""
"Taeglich","2013","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2013","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2013","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2013","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2013","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2013","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2013","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2013","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2013","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2013","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2013","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2013","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2013","66 und älter","Realschulabschluss","","","",""
"Taeglich","2013","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2013","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2013","16-34 Jahre alt","(noch) kein Abschluss","34","0.0473067171385435","0.0295968008121933","0.0650166334648937"
"Min 1x pro Woche","2013","16-34 Jahre alt","Hauptschulabschluss","35","0.0283987252679417","0.0181443009041819","0.0386531496317014"
"Min 1x pro Woche","2013","16-34 Jahre alt","Realschulabschluss","71","0.0288813163195324","0.0205278045381565","0.0372348281009083"
"Min 1x pro Woche","2013","16-34 Jahre alt","(Fach-)Abitur","69","0.0464413692367981","0.0344698590331474","0.0584128794404487"
"Min 1x pro Woche","2013","16-34 Jahre alt","AkademikerInnen","33","0.0308349449741223","0.0188708082068712","0.0427990817413734"
"Min 1x pro Woche","2013","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2013","35-65 Jahre alt","Hauptschulabschluss","299","0.0651619858399498","0.0575607200760829","0.0727632516038166"
"Min 1x pro Woche","2013","35-65 Jahre alt","Realschulabschluss","351","0.0638286277974339","0.0569483269090907","0.070708928685777"
"Min 1x pro Woche","2013","35-65 Jahre alt","(Fach-)Abitur","153","0.0609672182511833","0.0500670438030567","0.0718673926993099"
"Min 1x pro Woche","2013","35-65 Jahre alt","AkademikerInnen","347","0.074275823970354","0.0660122218125362","0.0825394261281718"
"Min 1x pro Woche","2013","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2013","66 und älter","Hauptschulabschluss","387","0.153519493461359","0.139894291922207","0.167144695000511"
"Min 1x pro Woche","2013","66 und älter","Realschulabschluss","89","0.129322435873291","0.106055439814838","0.152589431931743"
"Min 1x pro Woche","2013","66 und älter","(Fach-)Abitur","38","0.168416757013857","0.120260844865167","0.216572669162547"
"Min 1x pro Woche","2013","66 und älter","AkademikerInnen","125","0.117548463361177","0.0988932913581231","0.13620363536423"
"Min 1x pro Monat","2013","16-34 Jahre alt","(noch) kein Abschluss","40","0.0602348604015165","0.0403870696943117","0.0800826511087213"
"Min 1x pro Monat","2013","16-34 Jahre alt","Hauptschulabschluss","46","0.0286529440855038","0.0183540719745979","0.0389518161964097"
"Min 1x pro Monat","2013","16-34 Jahre alt","Realschulabschluss","99","0.0483152535331161","0.037619457098976","0.0590110499672562"
"Min 1x pro Monat","2013","16-34 Jahre alt","(Fach-)Abitur","83","0.0594504442314564","0.0459983120850596","0.0729025763778532"
"Min 1x pro Monat","2013","16-34 Jahre alt","AkademikerInnen","60","0.0497726174895902","0.0347214593882542","0.0648237755909263"
"Min 1x pro Monat","2013","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2013","35-65 Jahre alt","Hauptschulabschluss","362","0.0779839914236737","0.069725655587092","0.0862423272602554"
"Min 1x pro Monat","2013","35-65 Jahre alt","Realschulabschluss","404","0.0659565597105556","0.0589704639597154","0.0729426554613958"
"Min 1x pro Monat","2013","35-65 Jahre alt","(Fach-)Abitur","214","0.0865029517500867","0.0736969393083822","0.0993089641917911"
"Min 1x pro Monat","2013","35-65 Jahre alt","AkademikerInnen","470","0.106396681127818","0.0966794779082505","0.116113884347386"
"Min 1x pro Monat","2013","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2013","66 und älter","Hauptschulabschluss","297","0.116285763773778","0.104169411533585","0.12840211601397"
"Min 1x pro Monat","2013","66 und älter","Realschulabschluss","87","0.123410797235299","0.10060478574479","0.146216808725808"
"Min 1x pro Monat","2013","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2013","66 und älter","AkademikerInnen","136","0.133357475973053","0.113666192297821","0.153048759648285"
"Seltener","2013","16-34 Jahre alt","(noch) kein Abschluss","135","0.228740350645691","0.193701467983039","0.263779233308343"
"Seltener","2013","16-34 Jahre alt","Hauptschulabschluss","195","0.21303545694085","0.187758699917089","0.238312213964612"
"Seltener","2013","16-34 Jahre alt","Realschulabschluss","365","0.218220371875221","0.197618140349786","0.238822603400656"
"Seltener","2013","16-34 Jahre alt","(Fach-)Abitur","329","0.270702033259365","0.245425297300238","0.295978769218492"
"Seltener","2013","16-34 Jahre alt","AkademikerInnen","254","0.327180571901249","0.294708954425646","0.359652189376851"
"Seltener","2013","35-65 Jahre alt","(noch) kein Abschluss","36","0.148124234196586","0.0974813560346032","0.198767112358569"
"Seltener","2013","35-65 Jahre alt","Hauptschulabschluss","1156","0.294794536122163","0.280752239953444","0.308836832290881"
"Seltener","2013","35-65 Jahre alt","Realschulabschluss","1224","0.241141024294122","0.229100702691916","0.253181345896328"
"Seltener","2013","35-65 Jahre alt","(Fach-)Abitur","588","0.271824252120654","0.251556429825502","0.292092074415807"
"Seltener","2013","35-65 Jahre alt","AkademikerInnen","1140","0.283576600550757","0.269372133772932","0.297781067328581"
"Seltener","2013","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2013","66 und älter","Hauptschulabschluss","722","0.269996749839869","0.253216657171783","0.286776842507955"
"Seltener","2013","66 und älter","Realschulabschluss","228","0.278737277022191","0.247647402339866","0.309827151704517"
"Seltener","2013","66 und älter","(Fach-)Abitur","72","0.310293462494972","0.250765285521676","0.369821639468269"
"Seltener","2013","66 und älter","AkademikerInnen","295","0.261075875096338","0.235635199400733","0.286516550791943"
"Nie","2013","16-34 Jahre alt","(noch) kein Abschluss","341","0.662282428088648","0.622829703805768","0.701735152371529"
"Nie","2013","16-34 Jahre alt","Hauptschulabschluss","728","0.722899804707316","0.695270160362913","0.750529449051719"
"Nie","2013","16-34 Jahre alt","Realschulabschluss","1008","0.704357336452895","0.68159564576078","0.72711902714501"
"Nie","2013","16-34 Jahre alt","(Fach-)Abitur","704","0.622540585802812","0.594963923725738","0.650117247879887"
"Nie","2013","16-34 Jahre alt","AkademikerInnen","452","0.590553144596995","0.55652101157524","0.62458527761875"
"Nie","2013","35-65 Jahre alt","(noch) kein Abschluss","125","0.690709316760192","0.624814953617406","0.756603679902977"
"Nie","2013","35-65 Jahre alt","Hauptschulabschluss","2222","0.559589024096432","0.544299842459754","0.57487820573311"
"Nie","2013","35-65 Jahre alt","Realschulabschluss","2866","0.6286954964555","0.615096486802565","0.642294506108434"
"Nie","2013","35-65 Jahre alt","(Fach-)Abitur","893","0.575553894185534","0.553037483740522","0.598070304630546"
"Nie","2013","35-65 Jahre alt","AkademikerInnen","1903","0.534232527266688","0.518512452772229","0.549952601761147"
"Nie","2013","66 und älter","(noch) kein Abschluss","40","0.612101509480791","0.495425528849019","0.728777490112563"
"Nie","2013","66 und älter","Hauptschulabschluss","1277","0.457976756798983","0.439145324043167","0.476808189554798"
"Nie","2013","66 und älter","Realschulabschluss","395","0.468529489869219","0.433928959744987","0.503130019993451"
"Nie","2013","66 und älter","(Fach-)Abitur","100","0.404912440763946","0.34174764527184","0.468077236256052"
"Nie","2013","66 und älter","AkademikerInnen","584","0.482377186745057","0.453434060944815","0.511320312545298"
"Taeglich","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2014","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2014","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2014","66 und älter","Realschulabschluss","","","",""
"Taeglich","2014","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2014","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Woche","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Woche","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","2014","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2014","66 und älter","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2014","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Woche","2014","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2014","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Monat","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Monat","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Monat","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","2014","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2014","66 und älter","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2014","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Monat","2014","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2014","66 und älter","AkademikerInnen","","","",""
"Seltener","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Seltener","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"Seltener","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Seltener","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"Seltener","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Seltener","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"Seltener","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Seltener","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"Seltener","2014","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2014","66 und älter","Hauptschulabschluss","","","",""
"Seltener","2014","66 und älter","Realschulabschluss","","","",""
"Seltener","2014","66 und älter","(Fach-)Abitur","","","",""
"Seltener","2014","66 und älter","AkademikerInnen","","","",""
"Nie","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Nie","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Nie","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"Nie","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Nie","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"Nie","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Nie","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Nie","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"Nie","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Nie","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"Nie","2014","66 und älter","(noch) kein Abschluss","","","",""
"Nie","2014","66 und älter","Hauptschulabschluss","","","",""
"Nie","2014","66 und älter","Realschulabschluss","","","",""
"Nie","2014","66 und älter","(Fach-)Abitur","","","",""
"Nie","2014","66 und älter","AkademikerInnen","","","",""
"Taeglich","2015","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2015","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2015","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2015","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2015","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2015","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2015","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2015","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2015","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2015","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2015","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2015","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2015","66 und älter","Realschulabschluss","","","",""
"Taeglich","2015","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2015","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2015","16-34 Jahre alt","(noch) kein Abschluss","37","0.0688776223752503","0.0473377420481151","0.0904175027023855"
"Min 1x pro Woche","2015","16-34 Jahre alt","Hauptschulabschluss","49","0.0412463759914423","0.0302267756546083","0.0522659763282763"
"Min 1x pro Woche","2015","16-34 Jahre alt","Realschulabschluss","59","0.026198426916235","0.0179053918417834","0.0344914619906866"
"Min 1x pro Woche","2015","16-34 Jahre alt","(Fach-)Abitur","115","0.0511536712963735","0.0405234461251625","0.0617838964675845"
"Min 1x pro Woche","2015","16-34 Jahre alt","AkademikerInnen","75","0.0451089705872557","0.0332772551041431","0.0569406860703682"
"Min 1x pro Woche","2015","35-65 Jahre alt","(noch) kein Abschluss","46","0.123415656318462","0.0901699050046717","0.156661407632252"
"Min 1x pro Woche","2015","35-65 Jahre alt","Hauptschulabschluss","279","0.0702849306283675","0.0623838389712489","0.0781860222854861"
"Min 1x pro Woche","2015","35-65 Jahre alt","Realschulabschluss","279","0.0512260642393808","0.0446504906925995","0.0578016377861622"
"Min 1x pro Woche","2015","35-65 Jahre alt","(Fach-)Abitur","190","0.0668090239805112","0.0565442071988635","0.0770738407621589"
"Min 1x pro Woche","2015","35-65 Jahre alt","AkademikerInnen","359","0.0716917681817627","0.063763255019239","0.0796202813442864"
"Min 1x pro Woche","2015","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2015","66 und älter","Hauptschulabschluss","320","0.136818436939585","0.123529524833966","0.150107349045204"
"Min 1x pro Woche","2015","66 und älter","Realschulabschluss","91","0.141744108534133","0.118001319651778","0.165486897416489"
"Min 1x pro Woche","2015","66 und älter","(Fach-)Abitur","43","0.15119475296815","0.10731132997695","0.19507817595935"
"Min 1x pro Woche","2015","66 und älter","AkademikerInnen","132","0.131315864230101","0.112102108068978","0.150529620391225"
"Min 1x pro Monat","2015","16-34 Jahre alt","(noch) kein Abschluss","42","0.083200626321266","0.0597096383628508","0.106691614279681"
"Min 1x pro Monat","2015","16-34 Jahre alt","Hauptschulabschluss","79","0.0458697491423514","0.034276999647148","0.0574624986375547"
"Min 1x pro Monat","2015","16-34 Jahre alt","Realschulabschluss","84","0.0395550689126145","0.0294351282515604","0.0496750095736685"
"Min 1x pro Monat","2015","16-34 Jahre alt","(Fach-)Abitur","139","0.050563151095461","0.0399911736916311","0.061135128499291"
"Min 1x pro Monat","2015","16-34 Jahre alt","AkademikerInnen","104","0.0601945286833835","0.0466352418958544","0.0737538154709127"
"Min 1x pro Monat","2015","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2015","35-65 Jahre alt","Hauptschulabschluss","355","0.0686197940554912","0.0608058686394016","0.0764337194715808"
"Min 1x pro Monat","2015","35-65 Jahre alt","Realschulabschluss","350","0.0622290519958205","0.0550237572419547","0.0694343467496862"
"Min 1x pro Monat","2015","35-65 Jahre alt","(Fach-)Abitur","258","0.0820661911664719","0.0707828896194178","0.093349492713526"
"Min 1x pro Monat","2015","35-65 Jahre alt","AkademikerInnen","445","0.0841732201507154","0.0756401631813237","0.092706277120107"
"Min 1x pro Monat","2015","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2015","66 und älter","Hauptschulabschluss","283","0.110744009676626","0.0986090158281132","0.122879003525139"
"Min 1x pro Monat","2015","66 und älter","Realschulabschluss","86","0.11317381271235","0.0916081378220229","0.134739487602678"
"Min 1x pro Monat","2015","66 und älter","(Fach-)Abitur","34","0.143122439659682","0.100224013568579","0.186020865750784"
"Min 1x pro Monat","2015","66 und älter","AkademikerInnen","126","0.118383967064511","0.100005515591474","0.136762418537548"
"Seltener","2015","16-34 Jahre alt","(noch) kein Abschluss","131","0.24834741692025","0.211598949542153","0.285095884298347"
"Seltener","2015","16-34 Jahre alt","Hauptschulabschluss","241","0.201677387774891","0.179442381554882","0.2239123939949"
"Seltener","2015","16-34 Jahre alt","Realschulabschluss","327","0.216742695214062","0.195350018874393","0.238135371553731"
"Seltener","2015","16-34 Jahre alt","(Fach-)Abitur","409","0.254325312134755","0.233312914411305","0.275337709858206"
"Seltener","2015","16-34 Jahre alt","AkademikerInnen","300","0.273495265625145","0.248083579436435","0.298906951813856"
"Seltener","2015","35-65 Jahre alt","(noch) kein Abschluss","76","0.183759414427","0.144613354168451","0.222905474685549"
"Seltener","2015","35-65 Jahre alt","Hauptschulabschluss","1064","0.262314163768518","0.248717647473146","0.27591068006389"
"Seltener","2015","35-65 Jahre alt","Realschulabschluss","1101","0.239251877288118","0.226526962178347","0.251976792397889"
"Seltener","2015","35-65 Jahre alt","(Fach-)Abitur","644","0.28154885029239","0.263059405324635","0.300038295260144"
"Seltener","2015","35-65 Jahre alt","AkademikerInnen","1166","0.283132164742386","0.269286138292807","0.296978191191965"
"Seltener","2015","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2015","66 und älter","Hauptschulabschluss","651","0.262336526749761","0.245325733717862","0.279347319781661"
"Seltener","2015","66 und älter","Realschulabschluss","217","0.2665525136085","0.236453883545113","0.296651143671887"
"Seltener","2015","66 und älter","(Fach-)Abitur","67","0.287253586128148","0.231825694597737","0.342681477658559"
"Seltener","2015","66 und älter","AkademikerInnen","294","0.241307843519468","0.216966684816617","0.265649002222319"
"Nie","2015","16-34 Jahre alt","(noch) kein Abschluss","321","0.599574334383234","0.557898596244956","0.641250072521511"
"Nie","2015","16-34 Jahre alt","Hauptschulabschluss","882","0.711206487091315","0.686092769419981","0.73632020476265"
"Nie","2015","16-34 Jahre alt","Realschulabschluss","955","0.717503808957089","0.694128408348722","0.740879209565455"
"Nie","2015","16-34 Jahre alt","(Fach-)Abitur","987","0.64395786547341","0.620853952340785","0.667061778606036"
"Nie","2015","16-34 Jahre alt","AkademikerInnen","703","0.621201235104215","0.593547118790657","0.648855351417774"
"Nie","2015","35-65 Jahre alt","(noch) kein Abschluss","227","0.624797420109713","0.575858239877732","0.673736600341694"
"Nie","2015","35-65 Jahre alt","Hauptschulabschluss","2323","0.598781111547623","0.583631350401042","0.613930872694205"
"Nie","2015","35-65 Jahre alt","Realschulabschluss","2588","0.647293006476681","0.633041385460532","0.66154462749283"
"Nie","2015","35-65 Jahre alt","(Fach-)Abitur","1181","0.569575934560627","0.549220871065018","0.589930998056236"
"Nie","2015","35-65 Jahre alt","AkademikerInnen","2097","0.561002846925136","0.545750931466328","0.576254762383944"
"Nie","2015","66 und älter","(noch) kein Abschluss","36","0.566427243232098","0.439975405678395","0.692879080785801"
"Nie","2015","66 und älter","Hauptschulabschluss","1315","0.490101026634027","0.470770178285103","0.509431874982952"
"Nie","2015","66 und älter","Realschulabschluss","435","0.478529565145016","0.444524778156255","0.512534352133777"
"Nie","2015","66 und älter","(Fach-)Abitur","112","0.41842922124402","0.358000917994419","0.478857524493622"
"Nie","2015","66 und älter","AkademikerInnen","635","0.50899232518592","0.480552790345717","0.537431860026122"
"Taeglich","2016","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2016","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2016","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2016","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2016","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2016","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2016","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2016","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2016","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2016","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2016","66 und älter","Realschulabschluss","","","",""
"Taeglich","2016","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2016","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2016","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2016","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2016","16-34 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Woche","2016","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","2016","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2016","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2016","35-65 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Woche","2016","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","2016","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2016","66 und älter","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2016","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Woche","2016","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2016","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Monat","2016","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2016","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2016","16-34 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Monat","2016","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","2016","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2016","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2016","35-65 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Monat","2016","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","2016","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2016","66 und älter","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2016","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Monat","2016","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2016","66 und älter","AkademikerInnen","","","",""
"Seltener","2016","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2016","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Seltener","2016","16-34 Jahre alt","Realschulabschluss","","","",""
"Seltener","2016","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Seltener","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"Seltener","2016","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2016","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Seltener","2016","35-65 Jahre alt","Realschulabschluss","","","",""
"Seltener","2016","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Seltener","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"Seltener","2016","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2016","66 und älter","Hauptschulabschluss","","","",""
"Seltener","2016","66 und älter","Realschulabschluss","","","",""
"Seltener","2016","66 und älter","(Fach-)Abitur","","","",""
"Seltener","2016","66 und älter","AkademikerInnen","","","",""
"Nie","2016","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Nie","2016","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Nie","2016","16-34 Jahre alt","Realschulabschluss","","","",""
"Nie","2016","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Nie","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"Nie","2016","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Nie","2016","35-65 Jahre alt","Hauptschulabschluss","","","",""
