,Unnamed: 0,year,bula_h,pgisced97,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1170,1170,2005,Bavaria,Post-secondary Non-tertiary Level,Never,0.57007,60,18122,0.43097,0.70323
1171,1171,2005,Bavaria,First Stage of Tertiary Education,At least once per month,0.14223,32,18122,0.11162,0.17578
1172,1172,2005,Bavaria,First Stage of Tertiary Education,Seldom,0.43775,95,18122,0.36799,0.51296
1173,1173,2005,Bavaria,First Stage of Tertiary Education,Never,0.42002,72,18122,0.34608,0.4973
1174,1174,2005,Bavaria,Second Stage of Tertiary Education,At least once per week,0.12662,69,18122,0.0961,0.15706
1175,1175,2005,Bavaria,Second Stage of Tertiary Education,At least once per month,0.13997,87,18122,0.11491,0.16984
1176,1176,2005,Bavaria,Second Stage of Tertiary Education,Seldom,0.32324,199,18122,0.27572,0.36907
1177,1177,2005,Bavaria,Second Stage of Tertiary Education,Never,0.41017,202,18122,0.36455,0.46844
1178,1178,2005,Berlin,Lower Secondary Level,Never,1.0,48,18122,0.79966,1.20856
1179,1179,2005,Berlin,Upper Secondary Level,Seldom,0.1469,46,18122,0.1115,0.18407
1180,1180,2005,Berlin,Upper Secondary Level,Never,0.8531,244,18122,0.78209,0.91785
1181,1181,2005,Berlin,Post-secondary Non-tertiary Level,Never,1.0,32,18122,0.76018,1.32105
1182,1182,2005,Berlin,First Stage of Tertiary Education,Never,1.0,34,18122,0.70463,1.24455
1183,1183,2005,Berlin,Second Stage of Tertiary Education,Seldom,0.20867,48,18122,0.15,0.27242
1184,1184,2005,Berlin,Second Stage of Tertiary Education,Never,0.79133,165,18122,0.68774,0.91469
1185,1185,2005,Brandenburg,Lower Secondary Level,Never,1.0,44,18122,0.85995,1.14198
1186,1186,2005,Brandenburg,Upper Secondary Level,Seldom,0.15707,59,18122,0.12653,0.18263
1187,1187,2005,Brandenburg,Upper Secondary Level,Never,0.84293,348,18122,0.77506,0.92271
1188,1188,2005,Brandenburg,First Stage of Tertiary Education,Never,1.0,50,18122,0.82679,1.2419
1189,1189,2005,Brandenburg,Second Stage of Tertiary Education,Seldom,0.18139,44,18122,0.13195,0.22718
1190,1190,2005,Brandenburg,Second Stage of Tertiary Education,Never,0.81861,186,18122,0.72614,0.90611
1191,1191,2005,Mecklenburg-Western Pomerania,Lower Secondary Level,Never,1.0,31,18122,0.79468,1.18034
1192,1192,2005,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.19267,47,18122,0.15256,0.23987
1193,1193,2005,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.80733,200,18122,0.72337,0.90345
1194,1194,2005,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,1.0,98,18122,0.84821,1.18764
1195,1195,2005,Saxony,Lower Secondary Level,Never,1.0,70,18122,0.83789,1.17519
1196,1196,2005,Saxony,Upper Secondary Level,At least once per month,0.05031,36,18122,0.03842,0.06659
1197,1197,2005,Saxony,Upper Secondary Level,Seldom,0.15297,135,18122,0.13648,0.17337
1198,1198,2005,Saxony,Upper Secondary Level,Never,0.79672,620,18122,0.75472,0.84677
1199,1199,2005,Saxony,Post-secondary Non-tertiary Level,Never,1.0,35,18122,0.71252,1.32741
1200,1200,2005,Saxony,First Stage of Tertiary Education,Seldom,0.28703,32,18122,0.22031,0.37151
1201,1201,2005,Saxony,First Stage of Tertiary Education,Never,0.71297,77,18122,0.61598,0.83271
1202,1202,2005,Saxony,Second Stage of Tertiary Education,Seldom,0.23296,65,18122,0.18347,0.29354
1203,1203,2005,Saxony,Second Stage of Tertiary Education,Never,0.76704,258,18122,0.68447,0.84695
1204,1204,2005,Saxony-Anhalt,Lower Secondary Level,Never,1.0,57,18122,0.79209,1.20945
1205,1205,2005,Saxony-Anhalt,Upper Secondary Level,Seldom,0.13009,59,18122,0.09934,0.16179
1206,1206,2005,Saxony-Anhalt,Upper Secondary Level,Never,0.86991,332,18122,0.80153,0.94005
1207,1207,2005,Saxony-Anhalt,First Stage of Tertiary Education,Never,1.0,75,18122,0.82718,1.22787
1208,1208,2005,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.16399,38,18122,0.11765,0.20652
1209,1209,2005,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.83601,168,18122,0.72429,0.93379
1210,1210,2005,Thuringa,Lower Secondary Level,Never,1.0,38,18122,0.76547,1.21059
1211,1211,2005,Thuringa,Upper Secondary Level,Seldom,0.2129,119,18122,0.17954,0.24908
1212,1212,2005,Thuringa,Upper Secondary Level,Never,0.7871,370,18122,0.71833,0.85673
1213,1213,2005,Thuringa,First Stage of Tertiary Education,Never,1.0,39,18122,0.81206,1.19246
1214,1214,2005,Thuringa,Second Stage of Tertiary Education,Seldom,0.2713,44,18122,0.1955,0.36411
1215,1215,2005,Thuringa,Second Stage of Tertiary Education,Never,0.7287,100,18122,0.60798,0.85917
1216,1216,2007,Schleswig-Holstein,Lower Secondary Level,Never,1.0,44,17905,0.81683,1.16176
1217,1217,2007,Schleswig-Holstein,Upper Secondary Level,Seldom,0.2595,79,17905,0.22167,0.29285
1218,1218,2007,Schleswig-Holstein,Upper Secondary Level,Never,0.7405,225,17905,0.67757,0.80675
1219,1219,2007,Schleswig-Holstein,First Stage of Tertiary Education,Never,1.0,31,17905,0.71926,1.3177
1220,1220,2007,Schleswig-Holstein,Second Stage of Tertiary Education,Never,1.0,61,17905,0.73674,1.28726
1221,1221,2007,Hamburg,Upper Secondary Level,Seldom,0.28752,32,17905,0.21632,0.35548
1222,1222,2007,Hamburg,Upper Secondary Level,Never,0.71248,81,17905,0.60076,0.83103
1223,1223,2007,Hamburg,Second Stage of Tertiary Education,Never,1.0,35,17905,0.71897,1.37147
1224,1224,2007,Lower Saxony,Lower Secondary Level,Seldom,0.39315,72,17905,0.32521,0.45695
1225,1225,2007,Lower Saxony,Lower Secondary Level,Never,0.60685,103,17905,0.5102,0.70551
1226,1226,2007,Lower Saxony,Upper Secondary Level,At least once per week,0.0692,68,17905,0.05928,0.08556
1227,1227,2007,Lower Saxony,Upper Secondary Level,At least once per month,0.08126,85,17905,0.06831,0.09446
1228,1228,2007,Lower Saxony,Upper Secondary Level,Seldom,0.35631,369,17905,0.33115,0.38418
1229,1229,2007,Lower Saxony,Upper Secondary Level,Never,0.49323,442,17905,0.45621,0.52188
1230,1230,2007,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.43308,49,17905,0.35796,0.52809
1231,1231,2007,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.56692,52,17905,0.4438,0.71613
1232,1232,2007,Lower Saxony,First Stage of Tertiary Education,Seldom,0.43938,51,17905,0.34955,0.53997
1233,1233,2007,Lower Saxony,First Stage of Tertiary Education,Never,0.56062,41,17905,0.41185,0.71799
1234,1234,2007,Lower Saxony,Second Stage of Tertiary Education,At least once per month,0.09282,35,17905,0.07106,0.12103
1235,1235,2007,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.40866,129,17905,0.34777,0.45733
1236,1236,2007,Lower Saxony,Second Stage of Tertiary Education,Never,0.49852,125,17905,0.43884,0.57221
1237,1237,2007,Bremen,Upper Secondary Level,Never,1.0,42,17905,0.78645,1.27071
1238,1238,2007,North Rhine-Westphalia,Pre-primary Level,Never,1.0,36,17905,0.72964,1.34097
1239,1239,2007,North Rhine-Westphalia,Primary Level,Never,1.0,41,17905,0.71394,1.24532
1240,1240,2007,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.14493,73,17905,0.12316,0.16741
1241,1241,2007,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.08988,44,17905,0.07566,0.10752
1242,1242,2007,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.19501,122,17905,0.17462,0.21574
1243,1243,2007,North Rhine-Westphalia,Lower Secondary Level,Never,0.57018,268,17905,0.52068,0.61398
1244,1244,2007,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.1008,214,17905,0.0914,0.11052
1245,1245,2007,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.07318,167,17905,0.06408,0.08138
1246,1246,2007,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.29262,636,17905,0.27721,0.30728
1247,1247,2007,North Rhine-Westphalia,Upper Secondary Level,Never,0.5334,994,17905,0.50848,0.55816
1248,1248,2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.43069,125,17905,0.36351,0.49515
1249,1249,2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.56931,153,17905,0.50653,0.6429
1250,1250,2007,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per week,0.1012,32,17905,0.07112,0.13442
1251,1251,2007,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.33611,98,17905,0.28188,0.38987
1252,1252,2007,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.56268,136,17905,0.48876,0.65139
1253,1253,2007,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.11622,102,17905,0.09456,0.13922
1254,1254,2007,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.11019,95,17905,0.09069,0.13209
1255,1255,2007,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.32855,297,17905,0.29296,0.37028
1256,1256,2007,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.44505,343,17905,0.3983,0.49557
1257,1257,2007,Hesse,Lower Secondary Level,Seldom,0.39702,46,17905,0.32264,0.48361
1258,1258,2007,Hesse,Lower Secondary Level,Never,0.60298,70,17905,0.5158,0.69686
1259,1259,2007,Hesse,Upper Secondary Level,At least once per week,0.07541,42,17905,0.06134,0.09021
1260,1260,2007,Hesse,Upper Secondary Level,At least once per month,0.09691,67,17905,0.07941,0.11446
1261,1261,2007,Hesse,Upper Secondary Level,Seldom,0.3543,241,17905,0.31797,0.38985
1262,1262,2007,Hesse,Upper Secondary Level,Never,0.47338,305,17905,0.43222,0.51202
1263,1263,2007,Hesse,Post-secondary Non-tertiary Level,Seldom,0.40052,35,17905,0.3036,0.53133
1264,1264,2007,Hesse,Post-secondary Non-tertiary Level,Never,0.59948,59,17905,0.47309,0.7251
1265,1265,2007,Hesse,First Stage of Tertiary Education,Seldom,0.51544,34,17905,0.37698,0.65606
1266,1266,2007,Hesse,First Stage of Tertiary Education,Never,0.48456,35,17905,0.38012,0.58687
1267,1267,2007,Hesse,Second Stage of Tertiary Education,At least once per month,0.07871,31,17905,0.06203,0.10375
1268,1268,2007,Hesse,Second Stage of Tertiary Education,Seldom,0.36681,106,17905,0.30712,0.4344
1269,1269,2007,Hesse,Second Stage of Tertiary Education,Never,0.55448,166,17905,0.4665,0.63662
1270,1270,2007,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.46391,61,17905,0.39207,0.53326
1271,1271,2007,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.53609,64,17905,0.43567,0.66098
1272,1272,2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.08084,50,17905,0.06842,0.09432
1273,1273,2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.09952,65,17905,0.08128,0.11857
1274,1274,2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.41266,246,17905,0.37952,0.44814
1275,1275,2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.40699,245,17905,0.36379,0.44643
1276,1276,2007,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.38677,35,17905,0.2959,0.48093
1277,1277,2007,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,0.61323,45,17905,0.47037,0.76055
1278,1278,2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.38558,68,17905,0.2959,0.47214
1279,1279,2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.61442,71,17905,0.51896,0.7262
1280,1280,2007,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.15212,51,17905,0.12006,0.18322
1281,1281,2007,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.09417,35,17905,0.0732,0.1167
1282,1282,2007,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.36334,123,17905,0.30957,0.41383
1283,1283,2007,Baden-Wuerttemberg,Lower Secondary Level,Never,0.39037,129,17905,0.33687,0.44591
1284,1284,2007,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.10328,133,17905,0.08409,0.11842
1285,1285,2007,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.11525,130,17905,0.10167,0.13299
1286,1286,2007,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.34795,400,17905,0.31863,0.38132
1287,1287,2007,Baden-Wuerttemberg,Upper Secondary Level,Never,0.43352,511,17905,0.40376,0.4625
1288,1288,2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.49887,54,17905,0.38483,0.61759
1289,1289,2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.50113,65,17905,0.39508,0.59414
1290,1290,2007,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.59307,85,17905,0.50294,0.68805
1291,1291,2007,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.40693,56,17905,0.31459,0.51238
1292,1292,2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.085,53,17905,0.06021,0.10973
1293,1293,2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.13845,53,17905,0.11011,0.16985
1294,1294,2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.34828,182,17905,0.29366,0.39875
1295,1295,2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.42827,198,17905,0.36779,0.48553
1296,1296,2007,Bavaria,Lower Secondary Level,At least once per week,0.1433,58,17905,0.12171,0.16518
1297,1297,2007,Bavaria,Lower Secondary Level,At least once per month,0.10586,38,17905,0.0856,0.1303
1298,1298,2007,Bavaria,Lower Secondary Level,Seldom,0.28748,106,17905,0.24454,0.32458
1299,1299,2007,Bavaria,Lower Secondary Level,Never,0.46335,127,17905,0.40865,0.52469
1300,1300,2007,Bavaria,Upper Secondary Level,At least once per week,0.14186,219,17905,0.12676,0.15605
1301,1301,2007,Bavaria,Upper Secondary Level,At least once per month,0.1285,223,17905,0.1143,0.14029
1302,1302,2007,Bavaria,Upper Secondary Level,Seldom,0.33442,544,17905,0.31139,0.35766
1303,1303,2007,Bavaria,Upper Secondary Level,Never,0.39522,575,17905,0.37127,0.42244
1304,1304,2007,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.42349,49,17905,0.33874,0.52144
1305,1305,2007,Bavaria,Post-secondary Non-tertiary Level,Never,0.57651,72,17905,0.47239,0.68385
1306,1306,2007,Bavaria,First Stage of Tertiary Education,At least once per month,0.15713,37,17905,0.12771,0.19983
1307,1307,2007,Bavaria,First Stage of Tertiary Education,Seldom,0.34946,74,17905,0.29426,0.40326
1308,1308,2007,Bavaria,First Stage of Tertiary Education,Never,0.49341,90,17905,0.39889,0.58093
1309,1309,2007,Bavaria,Second Stage of Tertiary Education,At least once per week,0.11055,81,17905,0.09251,0.13296
1310,1310,2007,Bavaria,Second Stage of Tertiary Education,At least once per month,0.14039,80,17905,0.112,0.16904
1311,1311,2007,Bavaria,Second Stage of Tertiary Education,Seldom,0.31427,186,17905,0.27705,0.36196
1312,1312,2007,Bavaria,Second Stage of Tertiary Education,Never,0.43479,227,17905,0.38927,0.48259
1313,1313,2007,Berlin,Lower Secondary Level,Never,1.0,47,17905,0.83666,1.20783
1314,1314,2007,Berlin,Upper Secondary Level,Seldom,0.14295,48,17905,0.11289,0.17221
1315,1315,2007,Berlin,Upper Secondary Level,Never,0.85705,232,17905,0.79154,0.92827
1316,1316,2007,Berlin,First Stage of Tertiary Education,Never,1.0,40,17905,0.77223,1.22243
1317,1317,2007,Berlin,Second Stage of Tertiary Education,Seldom,0.15113,49,17905,0.11237,0.18679
1318,1318,2007,Berlin,Second Stage of Tertiary Education,Never,0.84887,193,17905,0.74067,0.96662
1319,1319,2007,Brandenburg,Lower Secondary Level,Never,1.0,49,17905,0.83167,1.17822
1320,1320,2007,Brandenburg,Upper Secondary Level,Seldom,0.16455,62,17905,0.12991,0.18727
1321,1321,2007,Brandenburg,Upper Secondary Level,Never,0.83545,332,17905,0.76657,0.91662
1322,1322,2007,Brandenburg,First Stage of Tertiary Education,Never,1.0,48,17905,0.80526,1.23283
1323,1323,2007,Brandenburg,Second Stage of Tertiary Education,Seldom,0.15813,42,17905,0.11595,0.21041
1324,1324,2007,Brandenburg,Second Stage of Tertiary Education,Never,0.84187,186,17905,0.74661,0.95245
1325,1325,2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.15593,37,17905,0.12472,0.19159
1326,1326,2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.84407,210,17905,0.75296,0.93291
1327,1327,2007,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,1.0,103,17905,0.85918,1.18215
1328,1328,2007,Saxony,Lower Secondary Level,Never,1.0,69,17905,0.83788,1.18154
1329,1329,2007,Saxony,Upper Secondary Level,At least once per month,0.05622,42,17905,0.0406,0.0752
1330,1330,2007,Saxony,Upper Secondary Level,Seldom,0.14746,133,17905,0.12963,0.1643
1331,1331,2007,Saxony,Upper Secondary Level,Never,0.79632,608,17905,0.7446,0.85415
1332,1332,2007,Saxony,Post-secondary Non-tertiary Level,Never,1.0,42,17905,0.73536,1.33104
1333,1333,2007,Saxony,First Stage of Tertiary Education,Never,1.0,83,17905,0.8022,1.21642
1334,1334,2007,Saxony,Second Stage of Tertiary Education,Seldom,0.17719,63,17905,0.1458,0.20582
1335,1335,2007,Saxony,Second Stage of Tertiary Education,Never,0.82281,275,17905,0.72926,0.90209
1336,1336,2007,Saxony-Anhalt,Lower Secondary Level,Never,1.0,48,17905,0.78136,1.3007
1337,1337,2007,Saxony-Anhalt,Upper Secondary Level,Seldom,0.10978,59,17905,0.08447,0.13749
1338,1338,2007,Saxony-Anhalt,Upper Secondary Level,Never,0.89022,344,17905,0.8183,0.96612
1339,1339,2007,Saxony-Anhalt,First Stage of Tertiary Education,Never,1.0,62,17905,0.76884,1.23402
1340,1340,2007,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.20687,41,17905,0.14727,0.27255
1341,1341,2007,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.79313,155,17905,0.69187,0.91079
1342,1342,2007,Thuringa,Lower Secondary Level,Never,1.0,45,17905,0.81304,1.18527
1343,1343,2007,Thuringa,Upper Secondary Level,Seldom,0.19894,117,17905,0.17219,0.2323
1344,1344,2007,Thuringa,Upper Secondary Level,Never,0.80106,392,17905,0.74163,0.85949
1345,1345,2007,Thuringa,First Stage of Tertiary Education,Never,1.0,38,17905,0.78021,1.2433
1346,1346,2007,Thuringa,Second Stage of Tertiary Education,Seldom,0.22168,43,17905,0.16201,0.28583
1347,1347,2007,Thuringa,Second Stage of Tertiary Education,Never,0.77832,110,17905,0.67303,0.8797
1348,1348,2008,Schleswig-Holstein,Lower Secondary Level,Never,1.0,38,16728,0.82879,1.1549
1349,1349,2008,Schleswig-Holstein,Upper Secondary Level,Seldom,0.31964,74,16728,0.2764,0.35679
1350,1350,2008,Schleswig-Holstein,Upper Secondary Level,Never,0.68036,190,16728,0.59974,0.77007
1351,1351,2008,Schleswig-Holstein,Second Stage of Tertiary Education,Never,1.0,50,16728,0.75286,1.28268
1352,1352,2008,Hamburg,Upper Secondary Level,Never,1.0,74,16728,0.8617,1.14539
1353,1353,2008,Hamburg,Second Stage of Tertiary Education,Never,1.0,33,16728,0.7146,1.47042
1354,1354,2008,Lower Saxony,Lower Secondary Level,Seldom,0.33207,61,16728,0.27874,0.38948
1355,1355,2008,Lower Saxony,Lower Secondary Level,Never,0.66793,93,16728,0.57141,0.77195
1356,1356,2008,Lower Saxony,Upper Secondary Level,At least once per week,0.06524,66,16728,0.05149,0.0756
1357,1357,2008,Lower Saxony,Upper Secondary Level,At least once per month,0.07616,83,16728,0.06128,0.09085
1358,1358,2008,Lower Saxony,Upper Secondary Level,Seldom,0.36368,369,16728,0.33754,0.38923
1359,1359,2008,Lower Saxony,Upper Secondary Level,Never,0.49492,407,16728,0.45852,0.52779
1360,1360,2008,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.42351,45,16728,0.31951,0.53024
1361,1361,2008,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.57649,45,16728,0.45042,0.74246
1362,1362,2008,Lower Saxony,First Stage of Tertiary Education,Seldom,0.37777,50,16728,0.28794,0.46624
1363,1363,2008,Lower Saxony,First Stage of Tertiary Education,Never,0.62223,41,16728,0.47634,0.76542
1364,1364,2008,Lower Saxony,Second Stage of Tertiary Education,At least once per month,0.10839,34,16728,0.07864,0.14669
1365,1365,2008,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.43568,127,16728,0.37598,0.49894
1366,1366,2008,Lower Saxony,Second Stage of Tertiary Education,Never,0.45593,123,16728,0.3789,0.52937
1367,1367,2008,Bremen,Upper Secondary Level,Never,1.0,44,16728,0.78574,1.21313
1368,1368,2008,North Rhine-Westphalia,Pre-primary Level,Seldom,1.0,32,16728,0.76311,1.25387
1369,1369,2008,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.1129,58,16728,0.09451,0.1315
1370,1370,2008,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.09977,46,16728,0.08117,0.11891
1371,1371,2008,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.23381,120,16728,0.20603,0.26757
1372,1372,2008,North Rhine-Westphalia,Lower Secondary Level,Never,0.55352,244,16728,0.50015,0.61621
1373,1373,2008,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.0975,203,16728,0.08929,0.10902
1374,1374,2008,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.07712,149,16728,0.06781,0.08515
1375,1375,2008,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.29263,613,16728,0.27696,0.31289
1376,1376,2008,North Rhine-Westphalia,Upper Secondary Level,Never,0.53275,926,16728,0.50845,0.56231
1377,1377,2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per month,0.09952,34,16728,0.07469,0.12523
1378,1378,2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.39752,110,16728,0.33084,0.47488
1379,1379,2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.50296,137,16728,0.4446,0.57855
1380,1380,2008,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.39814,97,16728,0.32755,0.47811
1381,1381,2008,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.60186,122,16728,0.50081,0.70028
1382,1382,2008,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.09735,88,16728,0.08041,0.11869
1383,1383,2008,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.09928,85,16728,0.08064,0.12811
1384,1384,2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.34766,277,16728,0.30718,0.38756
1385,1385,2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.45572,331,16728,0.40232,0.50104
1386,1386,2008,Hesse,Lower Secondary Level,Seldom,0.42756,45,16728,0.34549,0.51347
1387,1387,2008,Hesse,Lower Secondary Level,Never,0.57244,67,16728,0.47066,0.65809
1388,1388,2008,Hesse,Upper Secondary Level,At least once per week,0.07295,41,16728,0.05822,0.09016
1389,1389,2008,Hesse,Upper Secondary Level,At least once per month,0.09703,60,16728,0.07814,0.11574
1390,1390,2008,Hesse,Upper Secondary Level,Seldom,0.34564,227,16728,0.31072,0.37825
1391,1391,2008,Hesse,Upper Secondary Level,Never,0.48437,293,16728,0.43787,0.53017
1392,1392,2008,Hesse,Post-secondary Non-tertiary Level,Seldom,0.42314,38,16728,0.30168,0.54906
1393,1393,2008,Hesse,Post-secondary Non-tertiary Level,Never,0.57686,46,16728,0.44529,0.71649
1394,1394,2008,Hesse,First Stage of Tertiary Education,Seldom,1.0,35,16728,0.74595,1.22843
1395,1395,2008,Hesse,Second Stage of Tertiary Education,At least once per month,0.10805,36,16728,0.07617,0.13993
1396,1396,2008,Hesse,Second Stage of Tertiary Education,Seldom,0.34346,108,16728,0.28473,0.40616
1397,1397,2008,Hesse,Second Stage of Tertiary Education,Never,0.54849,160,16728,0.47141,0.62887
1398,1398,2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.48804,58,16728,0.39115,0.59218
1399,1399,2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.51196,56,16728,0.42825,0.60737
1400,1400,2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.08013,54,16728,0.06947,0.09213
1401,1401,2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.13487,65,16728,0.10877,0.15809
1402,1402,2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.36065,211,16728,0.32599,0.39644
1403,1403,2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.42435,232,16728,0.37982,0.46985
1404,1404,2008,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.42059,34,16728,0.31848,0.55368
1405,1405,2008,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,0.57941,34,16728,0.43402,0.73461
1406,1406,2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.50234,70,16728,0.38011,0.62734
1407,1407,2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.49766,59,16728,0.37419,0.63322
1408,1408,2008,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.14321,44,16728,0.11416,0.17345
1409,1409,2008,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.33445,91,16728,0.28617,0.38759
1410,1410,2008,Baden-Wuerttemberg,Lower Secondary Level,Never,0.52234,141,16728,0.46259,0.60145
1411,1411,2008,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.0782,93,16728,0.06508,0.09806
1412,1412,2008,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.09811,116,16728,0.08319,0.11027
1413,1413,2008,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.36398,422,16728,0.34407,0.39481
1414,1414,2008,Baden-Wuerttemberg,Upper Secondary Level,Never,0.45971,500,16728,0.42791,0.4985
1415,1415,2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.55765,51,16728,0.42952,0.6717
1416,1416,2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.44235,55,16728,0.35124,0.5264
1417,1417,2008,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.5191,75,16728,0.42672,0.60953
1418,1418,2008,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.4809,56,16728,0.37097,0.58797
1419,1419,2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.07614,41,16728,0.05463,0.09975
1420,1420,2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.14438,60,16728,0.11256,0.185
1421,1421,2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.31636,151,16728,0.26404,0.37604
1422,1422,2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.46312,205,16728,0.39756,0.52122
1423,1423,2008,Bavaria,Lower Secondary Level,At least once per week,0.13603,48,16728,0.11547,0.16287
1424,1424,2008,Bavaria,Lower Secondary Level,At least once per month,0.13161,39,16728,0.106,0.16608
