"plh0038","year","bula_h","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Einige Sorgen","1987","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","1987","Niedersachsen","Westdeutschland","494","0.452345534689427","0.422757113701155","0.481933955677699"
"Einige Sorgen","1987","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","1987","Bremen","Westdeutschland","32","0.306644508302275","0.216718983786315","0.396570032818236"
"Einige Sorgen","1987","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","1987","Nordrhein-Westfalen","Westdeutschland","1225","0.428937402390093","0.410589095229055","0.447285709551131"
"Einige Sorgen","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","1987","Hessen","Westdeutschland","430","0.403270479185892","0.373485231983989","0.433055726387794"
"Einige Sorgen","1987","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","1987","Rheinland-Pfalz,Saarland","Westdeutschland","358","0.470783190021696","0.435107986473161","0.506458393570232"
"Einige Sorgen","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1987","Baden-Wuerttemberg","Westdeutschland","858","0.436185522062414","0.414202953054424","0.458168091070403"
"Einige Sorgen","1987","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Einige Sorgen","1987","Bayern","Westdeutschland","705","0.395067499557905","0.371862850204596","0.418272148911214"
"Einige Sorgen","1987","Bayern","Ostdeutschland","","","",""
"Einige Sorgen","1987","Saarland","Westdeutschland","","","",""
"Einige Sorgen","1987","Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1987","Berlin","Westdeutschland","122","0.33090820144393","0.282166218147269","0.379650184740592"
"Einige Sorgen","1987","Berlin","Ostdeutschland","","","",""
"Einige Sorgen","1987","Brandenburg","Westdeutschland","","","",""
"Einige Sorgen","1987","Brandenburg","Ostdeutschland","","","",""
"Einige Sorgen","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Einige Sorgen","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Einige Sorgen","1987","Sachsen","Westdeutschland","","","",""
"Einige Sorgen","1987","Sachsen","Ostdeutschland","","","",""
"Einige Sorgen","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"Einige Sorgen","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"Einige Sorgen","1987","Thueringen","Westdeutschland","","","",""
"Einige Sorgen","1987","Thueringen","Ostdeutschland","","","",""
"Keine Sorgen","1987","Schleswig-Holstein","Westdeutschland","40","0.118263195095932","0.0828270037461287","0.153699386445735"
"Keine Sorgen","1987","Schleswig-Holstein","Ostdeutschland","","","",""
"Keine Sorgen","1987","Hamburg","Westdeutschland","22","","",""
"Keine Sorgen","1987","Hamburg","Ostdeutschland","","","",""
"Keine Sorgen","1987","Niedersachsen","Westdeutschland","133","0.110676946442401","0.0920263949427104","0.129327497942092"
"Keine Sorgen","1987","Niedersachsen","Ostdeutschland","","","",""
"Keine Sorgen","1987","Bremen","Westdeutschland","10","","",""
"Keine Sorgen","1987","Bremen","Ostdeutschland","","","",""
"Keine Sorgen","1987","Nordrhein-Westfalen","Westdeutschland","375","0.12151668123832","0.109403955203142","0.133629407273499"
"Keine Sorgen","1987","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Keine Sorgen","1987","Hessen","Westdeutschland","143","0.129239346670894","0.108870754774872","0.149607938566916"
"Keine Sorgen","1987","Hessen","Ostdeutschland","","","",""
"Keine Sorgen","1987","Rheinland-Pfalz,Saarland","Westdeutschland","61","0.0856415265904291","0.0656410834728097","0.105641969708048"
"Keine Sorgen","1987","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Keine Sorgen","1987","Baden-Wuerttemberg","Westdeutschland","261","0.103071031788207","0.0895931374518055","0.116548926124609"
"Keine Sorgen","1987","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Keine Sorgen","1987","Bayern","Westdeutschland","194","0.104680926325021","0.0901494882257791","0.119212364424263"
"Keine Sorgen","1987","Bayern","Ostdeutschland","","","",""
"Keine Sorgen","1987","Saarland","Westdeutschland","","","",""
"Keine Sorgen","1987","Saarland","Ostdeutschland","","","",""
"Keine Sorgen","1987","Berlin","Westdeutschland","39","0.152760837902398","0.115494595492879","0.190027080311917"
"Keine Sorgen","1987","Berlin","Ostdeutschland","","","",""
"Keine Sorgen","1987","Brandenburg","Westdeutschland","","","",""
"Keine Sorgen","1987","Brandenburg","Ostdeutschland","","","",""
"Keine Sorgen","1987","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Keine Sorgen","1987","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Keine Sorgen","1987","Sachsen","Westdeutschland","","","",""
"Keine Sorgen","1987","Sachsen","Ostdeutschland","","","",""
"Keine Sorgen","1987","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","1987","Sachsen-Anhalt","Ostdeutschland","","","",""
"Keine Sorgen","1987","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","1987","Thueringen","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Schleswig-Holstein","Westdeutschland","110","0.343188647720133","0.291169901090871","0.395207394349394"
"Grosse Sorgen","1988","Schleswig-Holstein","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Hamburg","Westdeutschland","82","0.391836039946456","0.324181706030294","0.459490373862618"
"Grosse Sorgen","1988","Hamburg","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Niedersachsen","Westdeutschland","395","0.396043254126569","0.366218823688405","0.425867684564734"
"Grosse Sorgen","1988","Niedersachsen","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Bremen","Westdeutschland","43","0.422317517108581","0.325509296376474","0.519125737840689"
"Grosse Sorgen","1988","Bremen","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Nordrhein-Westfalen","Westdeutschland","1066","0.409990090932269","0.391344981159373","0.428635200705166"
"Grosse Sorgen","1988","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Hessen","Westdeutschland","383","0.376698788269099","0.346575595846473","0.406821980691724"
"Grosse Sorgen","1988","Hessen","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Rheinland-Pfalz,Saarland","Westdeutschland","322","0.442154347760639","0.406077683265244","0.478231012256034"
"Grosse Sorgen","1988","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Baden-Wuerttemberg","Westdeutschland","723","0.406617541782949","0.384407718248934","0.428827365316963"
"Grosse Sorgen","1988","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Bayern","Westdeutschland","716","0.432376579158669","0.40826731807635","0.456485840240987"
"Grosse Sorgen","1988","Bayern","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Saarland","Westdeutschland","","","",""
"Grosse Sorgen","1988","Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Berlin","Westdeutschland","139","0.380673949394751","0.328046724749339","0.433301174040164"
"Grosse Sorgen","1988","Berlin","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Brandenburg","Westdeutschland","","","",""
"Grosse Sorgen","1988","Brandenburg","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Grosse Sorgen","1988","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Sachsen","Westdeutschland","","","",""
"Grosse Sorgen","1988","Sachsen","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Sachsen-Anhalt","Westdeutschland","","","",""
"Grosse Sorgen","1988","Sachsen-Anhalt","Ostdeutschland","","","",""
"Grosse Sorgen","1988","Thueringen","Westdeutschland","","","",""
"Grosse Sorgen","1988","Thueringen","Ostdeutschland","","","",""
"Einige Sorgen","1988","Schleswig-Holstein","Westdeutschland","157","0.492877490727234","0.438100390486915","0.547654590967552"
"Einige Sorgen","1988","Schleswig-Holstein","Ostdeutschland","","","",""
"Einige Sorgen","1988","Hamburg","Westdeutschland","99","0.514603067732791","0.445337437162293","0.583868698303289"
"Einige Sorgen","1988","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","1988","Niedersachsen","Westdeutschland","516","0.493067025341725","0.462579218738327","0.523554831945122"
"Einige Sorgen","1988","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","1988","Bremen","Westdeutschland","36","0.327146248418498","0.235190390134022","0.419102106702975"
"Einige Sorgen","1988","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","1988","Nordrhein-Westfalen","Westdeutschland","1274","0.46969095232983","0.450771035313738","0.488610869345922"
"Einige Sorgen","1988","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","1988","Hessen","Westdeutschland","472","0.473564113512752","0.442524447868203","0.504603779157301"
"Einige Sorgen","1988","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","1988","Rheinland-Pfalz,Saarland","Westdeutschland","352","0.491642679592149","0.455327204444342","0.527958154739956"
"Einige Sorgen","1988","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1988","Baden-Wuerttemberg","Westdeutschland","877","0.46676502682537","0.444207412455851","0.489322641194889"
"Einige Sorgen","1988","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Einige Sorgen","1988","Bayern","Westdeutschland","706","0.434461063675932","0.410338172813766","0.458583954538099"
"Einige Sorgen","1988","Bayern","Ostdeutschland","","","",""
"Einige Sorgen","1988","Saarland","Westdeutschland","","","",""
"Einige Sorgen","1988","Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1988","Berlin","Westdeutschland","139","0.417380452456228","0.363932288220509","0.470828616691947"
"Einige Sorgen","1988","Berlin","Ostdeutschland","","","",""
"Einige Sorgen","1988","Brandenburg","Westdeutschland","","","",""
"Einige Sorgen","1988","Brandenburg","Ostdeutschland","","","",""
"Einige Sorgen","1988","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Einige Sorgen","1988","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Einige Sorgen","1988","Sachsen","Westdeutschland","","","",""
"Einige Sorgen","1988","Sachsen","Ostdeutschland","","","",""
"Einige Sorgen","1988","Sachsen-Anhalt","Westdeutschland","","","",""
"Einige Sorgen","1988","Sachsen-Anhalt","Ostdeutschland","","","",""
"Einige Sorgen","1988","Thueringen","Westdeutschland","","","",""
"Einige Sorgen","1988","Thueringen","Ostdeutschland","","","",""
"Keine Sorgen","1988","Schleswig-Holstein","Westdeutschland","53","0.163933861552634","0.123371077671856","0.204496645433411"
"Keine Sorgen","1988","Schleswig-Holstein","Ostdeutschland","","","",""
"Keine Sorgen","1988","Hamburg","Westdeutschland","19","","",""
"Keine Sorgen","1988","Hamburg","Ostdeutschland","","","",""
"Keine Sorgen","1988","Niedersachsen","Westdeutschland","122","0.110889720531706","0.0917418099627489","0.130037631100664"
"Keine Sorgen","1988","Niedersachsen","Ostdeutschland","","","",""
"Keine Sorgen","1988","Bremen","Westdeutschland","21","","",""
"Keine Sorgen","1988","Bremen","Ostdeutschland","","","",""
"Keine Sorgen","1988","Nordrhein-Westfalen","Westdeutschland","333","0.1203189567379","0.107985686230689","0.132652227245112"
"Keine Sorgen","1988","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Keine Sorgen","1988","Hessen","Westdeutschland","139","0.149737098218149","0.127555327064839","0.17191886937146"
"Keine Sorgen","1988","Hessen","Ostdeutschland","","","",""
"Keine Sorgen","1988","Rheinland-Pfalz,Saarland","Westdeutschland","54","0.0662029726472118","0.0481417398600683","0.0842642054343553"
"Keine Sorgen","1988","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Keine Sorgen","1988","Baden-Wuerttemberg","Westdeutschland","279","0.126617431391682","0.111581383151776","0.141653479631587"
"Keine Sorgen","1988","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Keine Sorgen","1988","Bayern","Westdeutschland","200","0.133162357165399","0.116628191512717","0.149696522818081"
"Keine Sorgen","1988","Bayern","Ostdeutschland","","","",""
"Keine Sorgen","1988","Saarland","Westdeutschland","","","",""
"Keine Sorgen","1988","Saarland","Ostdeutschland","","","",""
"Keine Sorgen","1988","Berlin","Westdeutschland","49","0.201945598149021","0.158433737094663","0.245457459203378"
"Keine Sorgen","1988","Berlin","Ostdeutschland","","","",""
"Keine Sorgen","1988","Brandenburg","Westdeutschland","","","",""
"Keine Sorgen","1988","Brandenburg","Ostdeutschland","","","",""
"Keine Sorgen","1988","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Keine Sorgen","1988","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Keine Sorgen","1988","Sachsen","Westdeutschland","","","",""
"Keine Sorgen","1988","Sachsen","Ostdeutschland","","","",""
"Keine Sorgen","1988","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","1988","Sachsen-Anhalt","Ostdeutschland","","","",""
"Keine Sorgen","1988","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","1988","Thueringen","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Schleswig-Holstein","Westdeutschland","73","0.236319442692592","0.187923625301869","0.284715260083314"
"Grosse Sorgen","1989","Schleswig-Holstein","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Hamburg","Westdeutschland","65","0.312186662983106","0.246811632310688","0.377561693655523"
"Grosse Sorgen","1989","Hamburg","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Niedersachsen","Westdeutschland","344","0.356490767391341","0.326640276348864","0.386341258433818"
"Grosse Sorgen","1989","Niedersachsen","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Bremen","Westdeutschland","41","0.372725481098287","0.280676597967131","0.464774364229443"
"Grosse Sorgen","1989","Bremen","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Nordrhein-Westfalen","Westdeutschland","853","0.346753712099668","0.328410184161268","0.365097240038067"
"Grosse Sorgen","1989","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Hessen","Westdeutschland","384","0.384524507170536","0.354205334966012","0.41484367937506"
"Grosse Sorgen","1989","Hessen","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Rheinland-Pfalz,Saarland","Westdeutschland","233","0.334888632430297","0.299648634980967","0.370128629879628"
"Grosse Sorgen","1989","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Baden-Wuerttemberg","Westdeutschland","618","0.34103871337596","0.319077649931723","0.362999776820198"
"Grosse Sorgen","1989","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Bayern","Westdeutschland","545","0.324954835561294","0.301933662685908","0.347976008436679"
"Grosse Sorgen","1989","Bayern","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Saarland","Westdeutschland","","","",""
"Grosse Sorgen","1989","Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Berlin","Westdeutschland","115","0.31556042295654","0.264956474141281","0.3661643717718"
"Grosse Sorgen","1989","Berlin","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Brandenburg","Westdeutschland","","","",""
"Grosse Sorgen","1989","Brandenburg","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Grosse Sorgen","1989","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Sachsen","Westdeutschland","","","",""
"Grosse Sorgen","1989","Sachsen","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Sachsen-Anhalt","Westdeutschland","","","",""
"Grosse Sorgen","1989","Sachsen-Anhalt","Ostdeutschland","","","",""
"Grosse Sorgen","1989","Thueringen","Westdeutschland","","","",""
"Grosse Sorgen","1989","Thueringen","Ostdeutschland","","","",""
"Einige Sorgen","1989","Schleswig-Holstein","Westdeutschland","145","0.494554069687949","0.43759715215655","0.551510987219348"
"Einige Sorgen","1989","Schleswig-Holstein","Ostdeutschland","","","",""
"Einige Sorgen","1989","Hamburg","Westdeutschland","79","0.43721064472655","0.367228421161075","0.507192868292025"
"Einige Sorgen","1989","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","1989","Niedersachsen","Westdeutschland","478","0.466825358709234","0.435732410193976","0.497918307224491"
"Einige Sorgen","1989","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","1989","Bremen","Westdeutschland","45","0.395587358020292","0.302501623453716","0.488673092586869"
"Einige Sorgen","1989","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","1989","Nordrhein-Westfalen","Westdeutschland","1257","0.484430103697819","0.465168467844612","0.503691739551026"
"Einige Sorgen","1989","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","1989","Hessen","Westdeutschland","452","0.453922384011417","0.42289337308155","0.484951394941284"
"Einige Sorgen","1989","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","1989","Rheinland-Pfalz,Saarland","Westdeutschland","358","0.514093022385788","0.476773514993749","0.551412529777828"
"Einige Sorgen","1989","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1989","Baden-Wuerttemberg","Westdeutschland","821","0.474822412918652","0.451688970022765","0.497955855814538"
"Einige Sorgen","1989","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Einige Sorgen","1989","Bayern","Westdeutschland","750","0.481660825015154","0.457100890299681","0.506220759730626"
"Einige Sorgen","1989","Bayern","Ostdeutschland","","","",""
"Einige Sorgen","1989","Saarland","Westdeutschland","","","",""
"Einige Sorgen","1989","Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1989","Berlin","Westdeutschland","141","0.451065733612586","0.396883653406258","0.505247813818913"
"Einige Sorgen","1989","Berlin","Ostdeutschland","","","",""
"Einige Sorgen","1989","Brandenburg","Westdeutschland","","","",""
"Einige Sorgen","1989","Brandenburg","Ostdeutschland","","","",""
"Einige Sorgen","1989","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Einige Sorgen","1989","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Einige Sorgen","1989","Sachsen","Westdeutschland","","","",""
