year,bula_h,sex,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Baden-Wuerttemberg,female,At least once per week,0.23201,435,1616,0.21142,0.25260
2019,Baden-Wuerttemberg,female,At least once per month,0.35536,668,1616,0.33202,0.37870
2019,Baden-Wuerttemberg,female,Seldom,0.20392,425,1616,0.18427,0.22357
2019,Baden-Wuerttemberg,female,Never,0.04093,88,1616,0.03127,0.05059
2019,Bavaria,male,Daily,0.02146,73,2111,0.01527,0.02764
2019,Bavaria,male,At least once per week,0.30182,731,2111,0.28223,0.32141
2019,Bavaria,male,At least once per month,0.28267,707,2111,0.26346,0.30188
2019,Bavaria,male,Seldom,0.17727,467,2111,0.16098,0.19357
2019,Bavaria,male,Never,0.03198,133,2111,0.02447,0.03948
2019,Bavaria,female,At least once per week,0.22127,564,2155,0.20374,0.23880
2019,Bavaria,female,At least once per month,0.32626,904,2155,0.30646,0.34606
2019,Bavaria,female,Seldom,0.24021,563,2155,0.22217,0.25825
2019,Bavaria,female,Never,0.04996,124,2155,0.04076,0.05916
2019,Berlin,male,Daily,0.04967,35,579,0.03196,0.06738
2019,Berlin,male,At least once per week,0.30400,219,579,0.26650,0.34150
2019,Berlin,male,At least once per month,0.24774,152,579,0.21255,0.28294
2019,Berlin,male,Seldom,0.19608,127,579,0.16372,0.22845
2019,Berlin,male,Never,0.04525,46,579,0.02830,0.06219
2019,Berlin,female,At least once per week,0.24596,176,534,0.20940,0.28252
2019,Berlin,female,At least once per month,0.30011,181,534,0.26120,0.33902
2019,Berlin,female,Seldom,0.22841,139,534,0.19277,0.26405
2019,Berlin,female,Never,0.06393,38,534,0.04316,0.08470
2019,Brandenburg,male,At least once per week,0.11450,87,574,0.08842,0.14057
2019,Brandenburg,male,At least once per month,0.23321,195,574,0.19858,0.26783
2019,Brandenburg,male,Seldom,0.35837,226,574,0.31911,0.39764
2019,Brandenburg,male,Never,0.07801,66,574,0.05605,0.09997
2019,Brandenburg,female,At least once per week,0.11729,80,616,0.09186,0.14272
2019,Brandenburg,female,At least once per month,0.22100,204,616,0.18821,0.25380
2019,Brandenburg,female,Seldom,0.40113,255,616,0.36239,0.43987
2019,Brandenburg,female,Never,0.09978,77,616,0.07609,0.12347
2019,Mecklenburg-Western Pomerania,male,At least once per week,0.10263,53,312,0.06890,0.13636
2019,Mecklenburg-Western Pomerania,male,At least once per month,0.30605,111,312,0.25483,0.35727
2019,Mecklenburg-Western Pomerania,male,Seldom,0.36362,115,312,0.31016,0.41709
2019,Mecklenburg-Western Pomerania,male,Never,0.06983,33,312,0.04150,0.09816
2019,Mecklenburg-Western Pomerania,female,At least once per week,0.16006,60,332,0.12056,0.19956
2019,Mecklenburg-Western Pomerania,female,At least once per month,0.29371,131,332,0.24464,0.34277
2019,Mecklenburg-Western Pomerania,female,Seldom,0.30238,108,332,0.25290,0.35186
2019,Mecklenburg-Western Pomerania,female,Never,0.06838,33,332,0.04119,0.09557
2019,Saxony,male,At least once per week,0.14613,164,837,0.12218,0.17007
2019,Saxony,male,At least once per month,0.29630,289,837,0.26534,0.32725
2019,Saxony,male,Seldom,0.34502,318,837,0.31280,0.37725
2019,Saxony,male,Never,0.07578,66,837,0.05784,0.09372
2019,Saxony,female,At least once per week,0.09458,119,882,0.07525,0.11390
2019,Saxony,female,At least once per month,0.34823,342,882,0.31677,0.37969
2019,Saxony,female,Seldom,0.35292,349,882,0.32136,0.38447
2019,Saxony,female,Never,0.04987,72,882,0.03550,0.06425
2019,Saxony-Anhalt,male,At least once per week,0.12337,72,449,0.09292,0.15383
2019,Saxony-Anhalt,male,At least once per month,0.24873,143,449,0.20870,0.28876
2019,Saxony-Anhalt,male,Seldom,0.28556,165,449,0.24373,0.32738
2019,Saxony-Anhalt,male,Never,0.19510,69,449,0.15840,0.23179
2019,Saxony-Anhalt,female,At least once per week,0.12121,70,526,0.09330,0.14913
2019,Saxony-Anhalt,female,At least once per month,0.28006,182,526,0.24165,0.31847
2019,Saxony-Anhalt,female,Seldom,0.32880,205,526,0.28861,0.36898
2019,Saxony-Anhalt,female,Never,0.11338,69,526,0.08625,0.14050
2019,Thuringa,male,At least once per week,0.15253,95,472,0.12006,0.18500
2019,Thuringa,male,At least once per month,0.35118,179,472,0.30807,0.39429
2019,Thuringa,male,Seldom,0.23486,152,472,0.19658,0.27315
2019,Thuringa,male,Never,0.09386,46,472,0.06752,0.12019
2019,Thuringa,female,At least once per week,0.10490,74,515,0.07841,0.13139
2019,Thuringa,female,At least once per month,0.29716,182,515,0.25765,0.33667
2019,Thuringa,female,Seldom,0.33209,204,515,0.29137,0.37280
2019,Thuringa,female,Never,0.13973,55,515,0.10976,0.16970
