"plh0040","year","bula_h","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Grosse Sorgen","2017","Baden-Wuerttemberg","Laendlicher Raum","121","0.359769216504218","0.308604565389568","0.410933867618868"
"Grosse Sorgen","2017","Bayern","Staedtischer Raum","666","0.372866533439328","0.350972791795358","0.394760275083298"
"Grosse Sorgen","2017","Bayern","Laendlicher Raum","959","0.445546949105022","0.425221192567808","0.465872705642236"
"Grosse Sorgen","2017","Saarland","Staedtischer Raum","","","",""
"Grosse Sorgen","2017","Saarland","Laendlicher Raum","","","",""
"Grosse Sorgen","2017","Berlin","Staedtischer Raum","404","0.447148392760434","0.416082726872764","0.478214058648104"
"Grosse Sorgen","2017","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","2017","Brandenburg","Staedtischer Raum","34","0.388704170827204","0.286858617603945","0.490549724050463"
"Grosse Sorgen","2017","Brandenburg","Laendlicher Raum","543","0.621323659238551","0.590331894197364","0.652315424279739"
"Grosse Sorgen","2017","Mecklenburg-Vorpommern","Staedtischer Raum","32","0.306042379319513","0.204419427668306","0.40766533097072"
"Grosse Sorgen","2017","Mecklenburg-Vorpommern","Laendlicher Raum","268","0.587638131403356","0.544185221468882","0.63109104133783"
"Grosse Sorgen","2017","Sachsen","Staedtischer Raum","453","0.508548954731563","0.475480998995382","0.541616910467744"
"Grosse Sorgen","2017","Sachsen","Laendlicher Raum","424","0.551586690491437","0.516390428202147","0.586782952780727"
"Grosse Sorgen","2017","Sachsen-Anhalt","Staedtischer Raum","100","0.567197411617437","0.494816527550029","0.639578295684845"
"Grosse Sorgen","2017","Sachsen-Anhalt","Laendlicher Raum","434","0.620842364084265","0.585838137574498","0.655846590594031"
"Grosse Sorgen","2017","Thueringen","Staedtischer Raum","132","0.454520153942787","0.397212184684157","0.511828123201416"
"Grosse Sorgen","2017","Thueringen","Laendlicher Raum","352","0.495413091702705","0.457971480089638","0.532854703315772"
"Einige Sorgen","2017","Schleswig-Holstein","Staedtischer Raum","140","0.476807160764456","0.419322579487147","0.534291742041765"
"Einige Sorgen","2017","Schleswig-Holstein","Laendlicher Raum","302","0.479126736926666","0.440898223751881","0.517355250101452"
"Einige Sorgen","2017","Hamburg","Staedtischer Raum","199","0.414642467097588","0.369815784868771","0.459469149326405"
"Einige Sorgen","2017","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","2017","Niedersachsen","Staedtischer Raum","534","0.463554029970088","0.434138496543412","0.492969563396765"
"Einige Sorgen","2017","Niedersachsen","Laendlicher Raum","706","0.440868261692304","0.416402635189832","0.465333888194777"
"Einige Sorgen","2017","Bremen","Staedtischer Raum","79","0.331307537986827","0.26911108427993","0.393503991693724"
"Einige Sorgen","2017","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","2017","Nordrhein-Westfalen","Staedtischer Raum","2168","0.388390147844761","0.375375094815398","0.401405200874124"
"Einige Sorgen","2017","Nordrhein-Westfalen","Laendlicher Raum","49","0.422941603392316","0.332254453865097","0.513628752919534"
"Einige Sorgen","2017","Hessen","Staedtischer Raum","628","0.40819161810577","0.382681590682197","0.433701645529342"
"Einige Sorgen","2017","Hessen","Laendlicher Raum","158","0.472752483694835","0.420522641501101","0.52498232588857"
"Einige Sorgen","2017","Rheinland-Pfalz,Saarland","Staedtischer Raum","480","0.43243465716823","0.403263988027615","0.461605326308846"
"Einige Sorgen","2017","Rheinland-Pfalz,Saarland","Laendlicher Raum","176","0.380571890918765","0.333343963953937","0.427799817883594"
"Einige Sorgen","2017","Baden-Wuerttemberg","Staedtischer Raum","1178","0.430393835898424","0.411616606647308","0.449171065149541"
"Einige Sorgen","2017","Baden-Wuerttemberg","Laendlicher Raum","171","0.505892740314955","0.452592449096423","0.559193031533487"
"Einige Sorgen","2017","Bayern","Staedtischer Raum","857","0.443556884994935","0.421063835093175","0.466049934896695"
"Einige Sorgen","2017","Bayern","Laendlicher Raum","990","0.417153787754457","0.396989045356759","0.437318530152154"
"Einige Sorgen","2017","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","2017","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","2017","Berlin","Staedtischer Raum","400","0.379046405853154","0.348733588279237","0.409359223427071"
"Einige Sorgen","2017","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","2017","Brandenburg","Staedtischer Raum","43","0.402090654368842","0.299646680816414","0.504534627921269"
"Einige Sorgen","2017","Brandenburg","Laendlicher Raum","343","0.327970854995397","0.297974743484247","0.357966966506548"
"Einige Sorgen","2017","Mecklenburg-Vorpommern","Staedtischer Raum","39","0.575022163746854","0.46601376050255","0.684030566991158"
"Einige Sorgen","2017","Mecklenburg-Vorpommern","Laendlicher Raum","192","0.340130186719401","0.298310926027099","0.381949447411702"
"Einige Sorgen","2017","Sachsen","Staedtischer Raum","336","0.383948315961214","0.351778706311342","0.416117925611085"
"Einige Sorgen","2017","Sachsen","Laendlicher Raum","273","0.371523955236017","0.337326941396836","0.405720969075198"
"Einige Sorgen","2017","Sachsen-Anhalt","Staedtischer Raum","63","0.305101077671385","0.237835244107935","0.372366911234834"
"Einige Sorgen","2017","Sachsen-Anhalt","Laendlicher Raum","246","0.308719949931519","0.275390413791094","0.342049486071944"
"Einige Sorgen","2017","Thueringen","Staedtischer Raum","115","0.325952197586834","0.272004688438762","0.379899706734907"
"Einige Sorgen","2017","Thueringen","Laendlicher Raum","248","0.361446133853678","0.325469264714293","0.397423002993062"
"Keine Sorgen","2017","Schleswig-Holstein","Staedtischer Raum","36","0.137234069435903","0.0976312088895453","0.176836929982261"
"Keine Sorgen","2017","Schleswig-Holstein","Laendlicher Raum","69","0.118785770313271","0.0940275666452333","0.143543973981308"
"Keine Sorgen","2017","Hamburg","Staedtischer Raum","108","0.207469198204398","0.170573648090132","0.244364748318664"
"Keine Sorgen","2017","Hamburg","Laendlicher Raum","","","",""
"Keine Sorgen","2017","Niedersachsen","Staedtischer Raum","151","0.154916959043434","0.133573602016707","0.176260316070162"
"Keine Sorgen","2017","Niedersachsen","Laendlicher Raum","178","0.100653270881004","0.0858273261281867","0.115479215633821"
"Keine Sorgen","2017","Bremen","Staedtischer Raum","22","","",""
"Keine Sorgen","2017","Bremen","Laendlicher Raum","","","",""
"Keine Sorgen","2017","Nordrhein-Westfalen","Staedtischer Raum","661","0.118090603392459","0.109472846090864","0.126708360694053"
"Keine Sorgen","2017","Nordrhein-Westfalen","Laendlicher Raum","11","","",""
"Keine Sorgen","2017","Hessen","Staedtischer Raum","226","0.160497296618118","0.141445618360864","0.179548974875372"
"Keine Sorgen","2017","Hessen","Laendlicher Raum","40","0.106008614275152","0.0738029858006234","0.13821424274968"
"Keine Sorgen","2017","Rheinland-Pfalz,Saarland","Staedtischer Raum","125","0.120811810660078","0.101621861235254","0.140001760084901"
"Keine Sorgen","2017","Rheinland-Pfalz,Saarland","Laendlicher Raum","49","0.140308164640863","0.106525185333944","0.174091143947781"
"Keine Sorgen","2017","Baden-Wuerttemberg","Staedtischer Raum","409","0.130806295782271","0.118018851433775","0.143593740130766"
"Keine Sorgen","2017","Baden-Wuerttemberg","Laendlicher Raum","46","0.134338043180827","0.097983104551344","0.170692981810311"
"Keine Sorgen","2017","Bayern","Staedtischer Raum","351","0.183576581565737","0.166048690567789","0.201104472563685"
"Keine Sorgen","2017","Bayern","Laendlicher Raum","348","0.137299263140521","0.123224801842909","0.151373724438133"
"Keine Sorgen","2017","Saarland","Staedtischer Raum","","","",""
"Keine Sorgen","2017","Saarland","Laendlicher Raum","","","",""
"Keine Sorgen","2017","Berlin","Staedtischer Raum","180","0.173805201386412","0.150128393261423","0.197482009511401"
"Keine Sorgen","2017","Berlin","Laendlicher Raum","","","",""
"Keine Sorgen","2017","Brandenburg","Staedtischer Raum","11","","",""
"Keine Sorgen","2017","Brandenburg","Laendlicher Raum","55","0.0507054857660513","0.0366876412436185","0.0647233302884841"
"Keine Sorgen","2017","Mecklenburg-Vorpommern","Staedtischer Raum","8","","",""
"Keine Sorgen","2017","Mecklenburg-Vorpommern","Laendlicher Raum","33","0.0722316818772434","0.0493805212026814","0.0950828425518053"
"Keine Sorgen","2017","Sachsen","Staedtischer Raum","89","0.107502729307223","0.0870140470864415","0.127991411528005"
"Keine Sorgen","2017","Sachsen","Laendlicher Raum","70","0.0768893542725466","0.0580350550306441","0.0957436535144492"
"Keine Sorgen","2017","Sachsen-Anhalt","Staedtischer Raum","17","","",""
"Keine Sorgen","2017","Sachsen-Anhalt","Laendlicher Raum","58","0.0704376859842166","0.0519764104426205","0.0888989615258128"
"Keine Sorgen","2017","Thueringen","Staedtischer Raum","43","0.219527648470379","0.171887570228154","0.267167726712604"
"Keine Sorgen","2017","Thueringen","Laendlicher Raum","85","0.143140774443617","0.116914341569917","0.169367207317317"
"Grosse Sorgen","2018","Schleswig-Holstein","Staedtischer Raum","109","0.373893570739937","0.320798912476158","0.426988229003717"
"Grosse Sorgen","2018","Schleswig-Holstein","Laendlicher Raum","203","0.314973491001587","0.277990462692537","0.351956519310636"
"Grosse Sorgen","2018","Hamburg","Staedtischer Raum","139","0.294487646857123","0.253879678473217","0.335095615241029"
"Grosse Sorgen","2018","Hamburg","Laendlicher Raum","","","",""
"Grosse Sorgen","2018","Niedersachsen","Staedtischer Raum","313","0.314923210993942","0.286828445999185","0.3430179759887"
"Grosse Sorgen","2018","Niedersachsen","Laendlicher Raum","515","0.360071051751977","0.335557474085835","0.384584629418119"
"Grosse Sorgen","2018","Bremen","Staedtischer Raum","99","0.488151780099244","0.422837992547664","0.553465567650825"
"Grosse Sorgen","2018","Bremen","Laendlicher Raum","","","",""
"Grosse Sorgen","2018","Nordrhein-Westfalen","Staedtischer Raum","2090","0.404081351084166","0.390882725088704","0.417279977079628"
"Grosse Sorgen","2018","Nordrhein-Westfalen","Laendlicher Raum","32","0.298177972096058","0.20896280769552","0.387393136496595"
"Grosse Sorgen","2018","Hessen","Staedtischer Raum","443","0.322349668310334","0.297491756237555","0.347207580383112"
"Grosse Sorgen","2018","Hessen","Laendlicher Raum","121","0.409592242080006","0.357397976581311","0.461786507578702"
"Grosse Sorgen","2018","Rheinland-Pfalz,Saarland","Staedtischer Raum","430","0.411030468814056","0.381794528561854","0.440266409066259"
"Grosse Sorgen","2018","Rheinland-Pfalz,Saarland","Laendlicher Raum","151","0.337875832618683","0.291172457761564","0.384579207475802"
"Grosse Sorgen","2018","Baden-Wuerttemberg","Staedtischer Raum","716","0.322586703487912","0.30410271869835","0.341070688277473"
"Grosse Sorgen","2018","Baden-Wuerttemberg","Laendlicher Raum","92","0.289040176513782","0.239294609430127","0.338785743597436"
"Grosse Sorgen","2018","Bayern","Staedtischer Raum","524","0.310882532768019","0.289398430586115","0.332366634949924"
"Grosse Sorgen","2018","Bayern","Laendlicher Raum","767","0.36483904504132","0.344603687947816","0.385074402134823"
"Grosse Sorgen","2018","Saarland","Staedtischer Raum","","","",""
"Grosse Sorgen","2018","Saarland","Laendlicher Raum","","","",""
"Grosse Sorgen","2018","Berlin","Staedtischer Raum","353","0.367888865635093","0.337865020875485","0.397912710394701"
"Grosse Sorgen","2018","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","2018","Brandenburg","Staedtischer Raum","29","","",""
"Grosse Sorgen","2018","Brandenburg","Laendlicher Raum","440","0.501896994718287","0.469796848292113","0.533997141144461"
"Grosse Sorgen","2018","Mecklenburg-Vorpommern","Staedtischer Raum","39","0.384666048768502","0.286833435215971","0.482498662321034"
"Grosse Sorgen","2018","Mecklenburg-Vorpommern","Laendlicher Raum","219","0.460226684223999","0.416539435798099","0.5039139326499"
"Grosse Sorgen","2018","Sachsen","Staedtischer Raum","421","0.499567728821639","0.466131187230447","0.533004270412831"
"Grosse Sorgen","2018","Sachsen","Laendlicher Raum","374","0.535457626615861","0.499976089602066","0.570939163629656"
"Grosse Sorgen","2018","Sachsen-Anhalt","Staedtischer Raum","84","0.449864770299217","0.37875244381214","0.520977096786294"
"Grosse Sorgen","2018","Sachsen-Anhalt","Laendlicher Raum","355","0.519894897418974","0.483452626654431","0.556337168183517"
"Grosse Sorgen","2018","Thueringen","Staedtischer Raum","132","0.442198460898432","0.385427938150458","0.498968983646406"
"Grosse Sorgen","2018","Thueringen","Laendlicher Raum","287","0.434202726501959","0.395772374693836","0.472633078310081"
"Einige Sorgen","2018","Schleswig-Holstein","Staedtischer Raum","148","0.483557814093035","0.428719031162177","0.538396597023893"
"Einige Sorgen","2018","Schleswig-Holstein","Laendlicher Raum","302","0.50810372301859","0.468299904700881","0.547907541336299"
"Einige Sorgen","2018","Hamburg","Staedtischer Raum","224","0.43806974678341","0.393868120517922","0.482271373048898"
"Einige Sorgen","2018","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","2018","Niedersachsen","Staedtischer Raum","502","0.466303432917584","0.436129289341278","0.49647757649389"
"Einige Sorgen","2018","Niedersachsen","Laendlicher Raum","721","0.480725520705738","0.455210625067062","0.506240416344415"
"Einige Sorgen","2018","Bremen","Staedtischer Raum","89","0.397742566296128","0.333791328860683","0.461693803731573"
"Einige Sorgen","2018","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","2018","Nordrhein-Westfalen","Staedtischer Raum","2366","0.443824455981742","0.430461196872279","0.457187715091205"
"Einige Sorgen","2018","Nordrhein-Westfalen","Laendlicher Raum","58","0.62194751742124","0.527380363102855","0.716514671739626"
"Einige Sorgen","2018","Hessen","Staedtischer Raum","615","0.464790831984324","0.438263794282119","0.491317869686529"
"Einige Sorgen","2018","Hessen","Laendlicher Raum","166","0.435215992309775","0.382594335283726","0.487837649335825"
"Einige Sorgen","2018","Rheinland-Pfalz,Saarland","Staedtischer Raum","484","0.448683647051827","0.419130468255592","0.478236825848061"
"Einige Sorgen","2018","Rheinland-Pfalz,Saarland","Laendlicher Raum","184","0.487107497722399","0.437753133413099","0.536461862031698"
"Einige Sorgen","2018","Baden-Wuerttemberg","Staedtischer Raum","1227","0.505711768755154","0.485942656013721","0.525480881496587"
"Einige Sorgen","2018","Baden-Wuerttemberg","Laendlicher Raum","153","0.504414083713098","0.449547764049283","0.559280403376913"
"Einige Sorgen","2018","Bayern","Staedtischer Raum","816","0.454573090895378","0.431460823075286","0.477685358715469"
"Einige Sorgen","2018","Bayern","Laendlicher Raum","978","0.466212649640485","0.445242840075975","0.487182459204994"
"Einige Sorgen","2018","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","2018","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","2018","Berlin","Staedtischer Raum","421","0.410303393553158","0.379678250040736","0.44092853706558"
"Einige Sorgen","2018","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","2018","Brandenburg","Staedtischer Raum","38","0.299712909400189","0.206602678909886","0.392823139890493"
"Einige Sorgen","2018","Brandenburg","Laendlicher Raum","398","0.428468164495433","0.396697987991403","0.460238340999463"
"Einige Sorgen","2018","Mecklenburg-Vorpommern","Staedtischer Raum","44","0.476703459693722","0.376268624319839","0.577138295067606"
"Einige Sorgen","2018","Mecklenburg-Vorpommern","Laendlicher Raum","223","0.452017560791311","0.408393703581397","0.495641418001224"
"Einige Sorgen","2018","Sachsen","Staedtischer Raum","319","0.365547932284279","0.33334294859814","0.397752915970417"
"Einige Sorgen","2018","Sachsen","Laendlicher Raum","279","0.3622217847306","0.328027830460174","0.396415739001026"
"Einige Sorgen","2018","Sachsen-Anhalt","Staedtischer Raum","80","0.385470858750691","0.31589858724193","0.455043130259453"
"Einige Sorgen","2018","Sachsen-Anhalt","Laendlicher Raum","295","0.386462845225872","0.350944412034088","0.421981278417655"
"Einige Sorgen","2018","Thueringen","Staedtischer Raum","116","0.376549874258582","0.321165591264065","0.431934157253098"
"Einige Sorgen","2018","Thueringen","Laendlicher Raum","238","0.413343289893889","0.375162480648587","0.45152409913919"
"Keine Sorgen","2018","Schleswig-Holstein","Staedtischer Raum","62","0.142548615167028","0.104183279364609","0.180913950969447"
"Keine Sorgen","2018","Schleswig-Holstein","Laendlicher Raum","101","0.176922785979823","0.146540254738299","0.207305317221347"
"Keine Sorgen","2018","Hamburg","Staedtischer Raum","121","0.267442606359467","0.228009450418683","0.306875762300252"
