"plh0040","year","bula_h","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Einige Sorgen","2014","Baden-Wuerttemberg","Staedtischer Raum","1397","0.482035113330655","0.463712708771836","0.500357517889473"
"Einige Sorgen","2014","Baden-Wuerttemberg","Laendlicher Raum","182","0.437605975019871","0.385781044340641","0.489430905699101"
"Einige Sorgen","2014","Bayern","Staedtischer Raum","991","0.512486106480622","0.490312173480346","0.534660039480899"
"Einige Sorgen","2014","Bayern","Laendlicher Raum","1220","0.501109008148245","0.481146803397955","0.521071212898535"
"Einige Sorgen","2014","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","2014","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","2014","Berlin","Staedtischer Raum","438","0.454260672305455","0.423166774188942","0.485354570421968"
"Einige Sorgen","2014","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","2014","Brandenburg","Staedtischer Raum","47","0.640722361875679","0.538725064954326","0.742719658797032"
"Einige Sorgen","2014","Brandenburg","Laendlicher Raum","440","0.453119554470792","0.421228948880721","0.485010160060863"
"Einige Sorgen","2014","Mecklenburg-Vorpommern","Staedtischer Raum","29","","",""
"Einige Sorgen","2014","Mecklenburg-Vorpommern","Laendlicher Raum","246","0.483977975957397","0.439909144478514","0.52804680743628"
"Einige Sorgen","2014","Sachsen","Staedtischer Raum","403","0.441170407426072","0.407492295345507","0.474848519506636"
"Einige Sorgen","2014","Sachsen","Laendlicher Raum","387","0.477403956338096","0.442305795630739","0.512502117045453"
"Einige Sorgen","2014","Sachsen-Anhalt","Staedtischer Raum","100","0.474326452939649","0.40849268859957","0.540160217279728"
"Einige Sorgen","2014","Sachsen-Anhalt","Laendlicher Raum","360","0.485975494622064","0.450037587555029","0.521913401689099"
"Einige Sorgen","2014","Thueringen","Staedtischer Raum","150","0.504097991430413","0.447894057266714","0.560301925594111"
"Einige Sorgen","2014","Thueringen","Laendlicher Raum","319","0.438136229785565","0.400953596955172","0.475318862615958"
"Keine Sorgen","2014","Schleswig-Holstein","Staedtischer Raum","49","0.19491712352616","0.147926407882077","0.241907839170244"
"Keine Sorgen","2014","Schleswig-Holstein","Laendlicher Raum","114","0.197520216539624","0.16684280041938","0.228197632659868"
"Keine Sorgen","2014","Hamburg","Staedtischer Raum","134","0.310311736052126","0.267280668119522","0.35334280398473"
"Keine Sorgen","2014","Hamburg","Laendlicher Raum","","","",""
"Keine Sorgen","2014","Niedersachsen","Staedtischer Raum","229","0.219544903621235","0.194719397848545","0.244370409393925"
"Keine Sorgen","2014","Niedersachsen","Laendlicher Raum","266","0.155703780092636","0.137512308827354","0.173895251357917"
"Keine Sorgen","2014","Bremen","Staedtischer Raum","34","0.133600307028301","0.0880171839266793","0.179183430129922"
"Keine Sorgen","2014","Bremen","Laendlicher Raum","","","",""
"Keine Sorgen","2014","Nordrhein-Westfalen","Staedtischer Raum","849","0.153353198782096","0.143833867652377","0.162872529911814"
"Keine Sorgen","2014","Nordrhein-Westfalen","Laendlicher Raum","12","","",""
"Keine Sorgen","2014","Hessen","Staedtischer Raum","388","0.26070567160083","0.238779053249343","0.282632289952317"
"Keine Sorgen","2014","Hessen","Laendlicher Raum","62","0.191940731462552","0.150079325234129","0.233802137690975"
"Keine Sorgen","2014","Rheinland-Pfalz,Saarland","Staedtischer Raum","208","0.174910754849794","0.153272065109338","0.19654944459025"
"Keine Sorgen","2014","Rheinland-Pfalz,Saarland","Laendlicher Raum","98","0.25420352349702","0.211045588265756","0.297361458728285"
"Keine Sorgen","2014","Baden-Wuerttemberg","Staedtischer Raum","698","0.243060486229694","0.227332224032113","0.258788748427276"
"Keine Sorgen","2014","Baden-Wuerttemberg","Laendlicher Raum","81","0.291160850042948","0.243702012473173","0.338619687612723"
"Keine Sorgen","2014","Bayern","Staedtischer Raum","538","0.271444349306368","0.251716490432024","0.291172208180711"
"Keine Sorgen","2014","Bayern","Laendlicher Raum","537","0.212571252420991","0.196237067483659","0.228905437358324"
"Keine Sorgen","2014","Saarland","Staedtischer Raum","","","",""
"Keine Sorgen","2014","Saarland","Laendlicher Raum","","","",""
"Keine Sorgen","2014","Berlin","Staedtischer Raum","221","0.217885632862967","0.192105841111616","0.243665424614318"
"Keine Sorgen","2014","Berlin","Laendlicher Raum","","","",""
"Keine Sorgen","2014","Brandenburg","Staedtischer Raum","21","","",""
"Keine Sorgen","2014","Brandenburg","Laendlicher Raum","95","0.0855108117744059","0.067596094074153","0.103425529474659"
"Keine Sorgen","2014","Mecklenburg-Vorpommern","Staedtischer Raum","13","","",""
"Keine Sorgen","2014","Mecklenburg-Vorpommern","Laendlicher Raum","70","0.135039818242005","0.104901875977156","0.165177760506854"
"Keine Sorgen","2014","Sachsen","Staedtischer Raum","143","0.190871053852582","0.164215742606673","0.21752636509849"
"Keine Sorgen","2014","Sachsen","Laendlicher Raum","125","0.135054442749862","0.111038086543772","0.159070798955952"
"Keine Sorgen","2014","Sachsen-Anhalt","Staedtischer Raum","28","","",""
"Keine Sorgen","2014","Sachsen-Anhalt","Laendlicher Raum","99","0.114701086500128","0.0917880622033665","0.137614110796889"
"Keine Sorgen","2014","Thueringen","Staedtischer Raum","64","0.176239418083013","0.133407913793636","0.21907092237239"
"Keine Sorgen","2014","Thueringen","Laendlicher Raum","146","0.239439518145244","0.207459048803872","0.271419987486616"
"Grosse Sorgen","2015","Schleswig-Holstein","Staedtischer Raum","78","0.318090067666678","0.259044445533732","0.377135689799623"
"Grosse Sorgen","2015","Schleswig-Holstein","Laendlicher Raum","218","0.3167210208068","0.28033741452357","0.35310462709003"
"Grosse Sorgen","2015","Hamburg","Staedtischer Raum","114","0.277507184996394","0.234785758287471","0.320228611705318"
"Grosse Sorgen","2015","Hamburg","Laendlicher Raum","","","",""
"Grosse Sorgen","2015","Niedersachsen","Staedtischer Raum","306","0.331429634461731","0.301745201456204","0.361114067467258"
"Grosse Sorgen","2015","Niedersachsen","Laendlicher Raum","496","0.375541537933327","0.350468568938389","0.400614506928265"
"Grosse Sorgen","2015","Bremen","Staedtischer Raum","81","0.543425530764668","0.468984959354962","0.617866102174374"
"Grosse Sorgen","2015","Bremen","Laendlicher Raum","","","",""
"Grosse Sorgen","2015","Nordrhein-Westfalen","Staedtischer Raum","2055","0.42481218145506","0.411159795698067","0.438464567212053"
"Grosse Sorgen","2015","Nordrhein-Westfalen","Laendlicher Raum","43","0.455639388343932","0.361274554625701","0.550004222062164"
"Grosse Sorgen","2015","Hessen","Staedtischer Raum","374","0.287805464022464","0.263840421731026","0.311770506313902"
"Grosse Sorgen","2015","Hessen","Laendlicher Raum","120","0.400575971139355","0.347465061956495","0.453686880322215"
"Grosse Sorgen","2015","Rheinland-Pfalz,Saarland","Staedtischer Raum","351","0.326596875848664","0.298845254980533","0.354348496716795"
"Grosse Sorgen","2015","Rheinland-Pfalz,Saarland","Laendlicher Raum","133","0.426067235051928","0.376799546565419","0.475334923538437"
"Grosse Sorgen","2015","Baden-Wuerttemberg","Staedtischer Raum","875","0.354368492097595","0.336129468176029","0.372607516019161"
"Grosse Sorgen","2015","Baden-Wuerttemberg","Laendlicher Raum","93","0.286881449766561","0.23785772390413","0.335905175628992"
"Grosse Sorgen","2015","Bayern","Staedtischer Raum","426","0.266944192883204","0.246306816056083","0.287581569710324"
"Grosse Sorgen","2015","Bayern","Laendlicher Raum","762","0.359671355701206","0.339703849370808","0.379638862031604"
"Grosse Sorgen","2015","Saarland","Staedtischer Raum","","","",""
"Grosse Sorgen","2015","Saarland","Laendlicher Raum","","","",""
"Grosse Sorgen","2015","Berlin","Staedtischer Raum","328","0.384032493121991","0.352397477431667","0.415667508812315"
"Grosse Sorgen","2015","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","2015","Brandenburg","Staedtischer Raum","17","","",""
"Grosse Sorgen","2015","Brandenburg","Laendlicher Raum","437","0.505342462087023","0.472750606484924","0.537934317689121"
"Grosse Sorgen","2015","Mecklenburg-Vorpommern","Staedtischer Raum","22","","",""
"Grosse Sorgen","2015","Mecklenburg-Vorpommern","Laendlicher Raum","200","0.407629059881838","0.364075555703336","0.451182564060339"
"Grosse Sorgen","2015","Sachsen","Staedtischer Raum","354","0.483245960085088","0.448661025133632","0.517830895036544"
"Grosse Sorgen","2015","Sachsen","Laendlicher Raum","303","0.485492619262193","0.448281854632155","0.522703383892231"
"Grosse Sorgen","2015","Sachsen-Anhalt","Staedtischer Raum","101","0.543460111259635","0.475439946142036","0.611480276377234"
"Grosse Sorgen","2015","Sachsen-Anhalt","Laendlicher Raum","313","0.508336625637364","0.470594376912242","0.546078874362486"
"Grosse Sorgen","2015","Thueringen","Staedtischer Raum","109","0.418405473035262","0.361433575960857","0.475377370109666"
"Grosse Sorgen","2015","Thueringen","Laendlicher Raum","238","0.359361898617541","0.321865015845213","0.396858781389868"
"Einige Sorgen","2015","Schleswig-Holstein","Staedtischer Raum","122","0.542534090345796","0.479374104390018","0.605694076301573"
"Einige Sorgen","2015","Schleswig-Holstein","Laendlicher Raum","312","0.513348085108545","0.474256483815289","0.552439686401802"
"Einige Sorgen","2015","Hamburg","Staedtischer Raum","192","0.469227648696944","0.421613304325202","0.516841993068686"
"Einige Sorgen","2015","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","2015","Niedersachsen","Staedtischer Raum","473","0.462638216560249","0.431195962779914","0.494080470340584"
"Einige Sorgen","2015","Niedersachsen","Laendlicher Raum","715","0.484934570911676","0.459058533555065","0.510810608268287"
"Einige Sorgen","2015","Bremen","Staedtischer Raum","70","0.352716352711732","0.281308827362729","0.424123878060735"
"Einige Sorgen","2015","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","2015","Nordrhein-Westfalen","Staedtischer Raum","2272","0.424004143502181","0.410355170954043","0.437653116050318"
"Einige Sorgen","2015","Nordrhein-Westfalen","Laendlicher Raum","52","0.491037370682592","0.396314157287173","0.585760584078011"
"Einige Sorgen","2015","Hessen","Staedtischer Raum","699","0.482352028186886","0.455901845468909","0.508802210904863"
"Einige Sorgen","2015","Hessen","Laendlicher Raum","153","0.406582828900408","0.353343964195818","0.459821693604997"
"Einige Sorgen","2015","Rheinland-Pfalz,Saarland","Staedtischer Raum","573","0.518638411028613","0.48907103175007","0.548205790307155"
"Einige Sorgen","2015","Rheinland-Pfalz,Saarland","Laendlicher Raum","207","0.489346637114164","0.439542661625932","0.539150612602396"
"Einige Sorgen","2015","Baden-Wuerttemberg","Staedtischer Raum","1279","0.473563179499334","0.45452419514437","0.492602163854298"
"Einige Sorgen","2015","Baden-Wuerttemberg","Laendlicher Raum","170","0.511643846975157","0.457465415882938","0.565822278067376"
"Einige Sorgen","2015","Bayern","Staedtischer Raum","892","0.487982465856717","0.464662910695947","0.511302021017487"
"Einige Sorgen","2015","Bayern","Laendlicher Raum","1053","0.458737736865588","0.438005051914656","0.479470421816521"
"Einige Sorgen","2015","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","2015","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","2015","Berlin","Staedtischer Raum","395","0.416226309344047","0.384164192678999","0.448288426009096"
"Einige Sorgen","2015","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","2015","Brandenburg","Staedtischer Raum","39","0.510158056108545","0.397022837895735","0.623293274321356"
"Einige Sorgen","2015","Brandenburg","Laendlicher Raum","387","0.434100606536198","0.401791221914931","0.466409991157465"
"Einige Sorgen","2015","Mecklenburg-Vorpommern","Staedtischer Raum","34","0.426545855952894","0.307227204994968","0.545864506910821"
"Einige Sorgen","2015","Mecklenburg-Vorpommern","Laendlicher Raum","227","0.479834622984595","0.435554361879166","0.524114884090024"
"Einige Sorgen","2015","Sachsen","Staedtischer Raum","333","0.401402539483119","0.367477653262028","0.43532742570421"
"Einige Sorgen","2015","Sachsen","Laendlicher Raum","299","0.403099175110648","0.366578523479922","0.439619826741374"
"Einige Sorgen","2015","Sachsen-Anhalt","Staedtischer Raum","80","0.331571478460786","0.267283384456237","0.395859572465335"
"Einige Sorgen","2015","Sachsen-Anhalt","Laendlicher Raum","290","0.398783493807584","0.361817517784879","0.435749469830289"
"Einige Sorgen","2015","Thueringen","Staedtischer Raum","120","0.41744801490041","0.360494518537221","0.474401511263599"
"Einige Sorgen","2015","Thueringen","Laendlicher Raum","279","0.457563484662796","0.418630033146149","0.496496936179443"
"Keine Sorgen","2015","Schleswig-Holstein","Staedtischer Raum","39","0.139375841987526","0.0954672350299487","0.183284448945104"
"Keine Sorgen","2015","Schleswig-Holstein","Laendlicher Raum","98","0.169930894084655","0.140556997230832","0.199304790938478"
"Keine Sorgen","2015","Hamburg","Staedtischer Raum","116","0.253265166306662","0.211773316057726","0.294757016555597"
"Keine Sorgen","2015","Hamburg","Laendlicher Raum","","","",""
"Keine Sorgen","2015","Niedersachsen","Staedtischer Raum","187","0.20593214897802","0.180431548317664","0.231432749638376"
"Keine Sorgen","2015","Niedersachsen","Laendlicher Raum","222","0.139523891154997","0.121584045842507","0.157463736467487"
"Keine Sorgen","2015","Bremen","Staedtischer Raum","21","","",""
"Keine Sorgen","2015","Bremen","Laendlicher Raum","","","",""
"Keine Sorgen","2015","Nordrhein-Westfalen","Staedtischer Raum","709","0.151183675042759","0.141289842825647","0.161077507259872"
"Keine Sorgen","2015","Nordrhein-Westfalen","Laendlicher Raum","12","","",""
"Keine Sorgen","2015","Hessen","Staedtischer Raum","298","0.22984250779065","0.207571785022925","0.252113230558375"
"Keine Sorgen","2015","Hessen","Laendlicher Raum","54","0.192841199960237","0.150079632099622","0.235602767820853"
"Keine Sorgen","2015","Rheinland-Pfalz,Saarland","Staedtischer Raum","173","0.154764713122723","0.133361964012143","0.176167462233304"
"Keine Sorgen","2015","Rheinland-Pfalz,Saarland","Laendlicher Raum","47","0.0845861278339081","0.0568624447669543","0.112309810900862"
"Keine Sorgen","2015","Baden-Wuerttemberg","Staedtischer Raum","488","0.172068328403071","0.157676054937088","0.186460601869054"
"Keine Sorgen","2015","Baden-Wuerttemberg","Laendlicher Raum","64","0.201474703258282","0.158000781791309","0.244948624725255"
"Keine Sorgen","2015","Bayern","Staedtischer Raum","447","0.245073341260079","0.225006632246324","0.265140050273835"
"Keine Sorgen","2015","Bayern","Laendlicher Raum","404","0.181590907433206","0.165551005370484","0.197630809495927"
"Keine Sorgen","2015","Saarland","Staedtischer Raum","","","",""
"Keine Sorgen","2015","Saarland","Laendlicher Raum","","","",""
"Keine Sorgen","2015","Berlin","Staedtischer Raum","185","0.199741197533962","0.173736355418652","0.225746039649271"
"Keine Sorgen","2015","Berlin","Laendlicher Raum","","","",""
"Keine Sorgen","2015","Brandenburg","Staedtischer Raum","19","","",""
"Keine Sorgen","2015","Brandenburg","Laendlicher Raum","80","0.0605569313767788","0.0450086984205281","0.0761051643330295"
"Keine Sorgen","2015","Mecklenburg-Vorpommern","Staedtischer Raum","10","","",""
"Keine Sorgen","2015","Mecklenburg-Vorpommern","Laendlicher Raum","62","0.112536317133567","0.0845261754590201","0.140546458808114"
"Keine Sorgen","2015","Sachsen","Staedtischer Raum","115","0.115351500431793","0.0932430703990149","0.137459930464571"
"Keine Sorgen","2015","Sachsen","Laendlicher Raum","91","0.111408205627159","0.0879825792310321","0.134833832023285"
"Keine Sorgen","2015","Sachsen-Anhalt","Staedtischer Raum","25","","",""
"Keine Sorgen","2015","Sachsen-Anhalt","Laendlicher Raum","71","0.0928798805550523","0.0709663998064686","0.114793361303636"
"Keine Sorgen","2015","Thueringen","Staedtischer Raum","59","0.164146512064328","0.121367302469934","0.206925721658722"
"Keine Sorgen","2015","Thueringen","Laendlicher Raum","112","0.183074616719663","0.152852280665412","0.213296952773914"
"Grosse Sorgen","2016","Schleswig-Holstein","Staedtischer Raum","110","0.489323097398836","0.424005861515403","0.554640333282268"
"Grosse Sorgen","2016","Schleswig-Holstein","Laendlicher Raum","299","0.475325411264295","0.435131406834273","0.515519415694317"
"Grosse Sorgen","2016","Hamburg","Staedtischer Raum","144","0.352045134856502","0.306476772980548","0.397613496732455"
"Grosse Sorgen","2016","Hamburg","Laendlicher Raum","","","",""
"Grosse Sorgen","2016","Niedersachsen","Staedtischer Raum","390","0.416155015513799","0.384727609938562","0.447582421089035"
"Grosse Sorgen","2016","Niedersachsen","Laendlicher Raum","635","0.456264623820865","0.430266576600848","0.482262671040883"
"Grosse Sorgen","2016","Bremen","Staedtischer Raum","94","0.542280659805488","0.468466317211451","0.616095002399525"
"Grosse Sorgen","2016","Bremen","Laendlicher Raum","","","",""
"Grosse Sorgen","2016","Nordrhein-Westfalen","Staedtischer Raum","2606","0.534300533136597","0.520359354151644","0.548241712121549"
"Grosse Sorgen","2016","Nordrhein-Westfalen","Laendlicher Raum","54","0.512934375866316","0.415934171879666","0.609934579852966"
"Grosse Sorgen","2016","Hessen","Staedtischer Raum","523","0.398642532481823","0.372078071633281","0.425206993330366"
"Grosse Sorgen","2016","Hessen","Laendlicher Raum","118","0.437208788168802","0.37991995956938","0.494497616768223"
"Grosse Sorgen","2016","Rheinland-Pfalz,Saarland","Staedtischer Raum","464","0.446377078498444","0.416549097659873","0.476205059337015"
"Grosse Sorgen","2016","Rheinland-Pfalz,Saarland","Laendlicher Raum","168","0.41481822490563","0.367127878937692","0.462508570873569"
"Grosse Sorgen","2016","Baden-Wuerttemberg","Staedtischer Raum","1059","0.431485636298672","0.41213655382914","0.450834718768204"
"Grosse Sorgen","2016","Baden-Wuerttemberg","Laendlicher Raum","120","0.404886497440585","0.350243590782303","0.459529404098867"
"Grosse Sorgen","2016","Bayern","Staedtischer Raum","646","0.38850881823225","0.365593877169572","0.411423759294927"
"Grosse Sorgen","2016","Bayern","Laendlicher Raum","916","0.452685061443898","0.431446573419576","0.473923549468221"
"Grosse Sorgen","2016","Saarland","Staedtischer Raum","","","",""
"Grosse Sorgen","2016","Saarland","Laendlicher Raum","","","",""
"Grosse Sorgen","2016","Berlin","Staedtischer Raum","381","0.404001608443898","0.372031957659655","0.43597125922814"
"Grosse Sorgen","2016","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","2016","Brandenburg","Staedtischer Raum","22","","",""
"Grosse Sorgen","2016","Brandenburg","Laendlicher Raum","516","0.61918699481804","0.586864465274359","0.651509524361722"
"Grosse Sorgen","2016","Mecklenburg-Vorpommern","Staedtischer Raum","27","","",""
"Grosse Sorgen","2016","Mecklenburg-Vorpommern","Laendlicher Raum","257","0.628344084643424","0.583794037923058","0.672894131363789"
"Grosse Sorgen","2016","Sachsen","Staedtischer Raum","411","0.533375912789458","0.497907514955156","0.56884431062376"
"Grosse Sorgen","2016","Sachsen","Laendlicher Raum","378","0.590800063094024","0.55381713871942","0.627782987468628"
"Grosse Sorgen","2016","Sachsen-Anhalt","Staedtischer Raum","108","0.611834016685654","0.542172213362506","0.681495820008802"
"Grosse Sorgen","2016","Sachsen-Anhalt","Laendlicher Raum","354","0.595600104722304","0.557607245692786","0.633592963751823"
"Grosse Sorgen","2016","Thueringen","Staedtischer Raum","143","0.523299081589185","0.464587514334614","0.582010648843756"
"Grosse Sorgen","2016","Thueringen","Laendlicher Raum","303","0.501859467719759","0.462407151079558","0.541311784359959"
"Einige Sorgen","2016","Schleswig-Holstein","Staedtischer Raum","89","0.392822882304569","0.329009330309718","0.456636434299419"
"Einige Sorgen","2016","Schleswig-Holstein","Laendlicher Raum","240","0.443478484148545","0.403493401205538","0.483463567091551"
"Einige Sorgen","2016","Hamburg","Staedtischer Raum","175","0.408741710255569","0.36183824111155","0.455645179399588"
"Einige Sorgen","2016","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","2016","Niedersachsen","Staedtischer Raum","438","0.46821704589976","0.436402699665954","0.500031392133567"
"Einige Sorgen","2016","Niedersachsen","Laendlicher Raum","623","0.451202656242388","0.425229163243861","0.477176149240916"
"Einige Sorgen","2016","Bremen","Staedtischer Raum","63","0.387955583201728","0.315759848540201","0.460151317863255"
"Einige Sorgen","2016","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","2016","Nordrhein-Westfalen","Staedtischer Raum","1871","0.384296538683531","0.370701737433404","0.397891339933657"
"Einige Sorgen","2016","Nordrhein-Westfalen","Laendlicher Raum","41","0.429992728002076","0.333915877337085","0.526069578667067"
"Einige Sorgen","2016","Hessen","Staedtischer Raum","552","0.423426448148239","0.396618771009609","0.45023412528687"
"Einige Sorgen","2016","Hessen","Laendlicher Raum","135","0.417974584216411","0.361010940789915","0.474938227642907"
"Einige Sorgen","2016","Rheinland-Pfalz,Saarland","Staedtischer Raum","474","0.419182905963614","0.389576386273556","0.448789425653672"
"Einige Sorgen","2016","Rheinland-Pfalz,Saarland","Laendlicher Raum","203","0.47093782564437","0.422621788547083","0.519253862741657"
"Einige Sorgen","2016","Baden-Wuerttemberg","Staedtischer Raum","1109","0.433694661062388","0.414333836519538","0.453055485605237"
"Einige Sorgen","2016","Baden-Wuerttemberg","Laendlicher Raum","152","0.479472215879388","0.423859907159891","0.535084524598886"
"Einige Sorgen","2016","Bayern","Staedtischer Raum","773","0.436184363091178","0.412869825334713","0.459498900847643"
"Einige Sorgen","2016","Bayern","Laendlicher Raum","854","0.389127927777698","0.368324820947674","0.409931034607721"
"Einige Sorgen","2016","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","2016","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","2016","Berlin","Staedtischer Raum","377","0.424548756250298","0.39234608826496","0.456751424235635"
"Einige Sorgen","2016","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","2016","Brandenburg","Staedtischer Raum","41","0.433131070837038","0.319463217767514","0.546798923906561"
"Einige Sorgen","2016","Brandenburg","Laendlicher Raum","307","0.337473678575415","0.305999089881341","0.36894826726949"
"Einige Sorgen","2016","Mecklenburg-Vorpommern","Staedtischer Raum","29","","",""
"Einige Sorgen","2016","Mecklenburg-Vorpommern","Laendlicher Raum","163","0.312790497248955","0.270048951241973","0.355532043255936"
"Einige Sorgen","2016","Sachsen","Staedtischer Raum","279","0.373437643311891","0.339047618326845","0.407827668296937"
"Einige Sorgen","2016","Sachsen","Laendlicher Raum","235","0.347977300707649","0.312149510786752","0.383805090628547"
"Einige Sorgen","2016","Sachsen-Anhalt","Staedtischer Raum","69","0.302779179282369","0.237101568753881","0.368456789810856"
"Einige Sorgen","2016","Sachsen-Anhalt","Laendlicher Raum","236","0.353423550844103","0.316417157544021","0.390429944144184"
"Einige Sorgen","2016","Thueringen","Staedtischer Raum","101","0.357400924793264","0.30106653724792","0.413735312338608"
"Einige Sorgen","2016","Thueringen","Laendlicher Raum","235","0.36393814227504","0.325974403830702","0.401901880719377"
"Keine Sorgen","2016","Schleswig-Holstein","Staedtischer Raum","26","","",""
"Keine Sorgen","2016","Schleswig-Holstein","Laendlicher Raum","54","0.0811961045871608","0.0592124568995592","0.103179752274762"
"Keine Sorgen","2016","Hamburg","Staedtischer Raum","103","0.239213154887929","0.198511141554037","0.279915168221822"
"Keine Sorgen","2016","Hamburg","Laendlicher Raum","","","",""
"Keine Sorgen","2016","Niedersachsen","Staedtischer Raum","117","0.115627938586441","0.0952396352965516","0.13601624187633"
"Keine Sorgen","2016","Niedersachsen","Laendlicher Raum","152","0.0925327199367462","0.0774075004263985","0.107657939447094"
"Keine Sorgen","2016","Bremen","Staedtischer Raum","18","","",""
"Keine Sorgen","2016","Bremen","Laendlicher Raum","","","",""
"Keine Sorgen","2016","Nordrhein-Westfalen","Staedtischer Raum","441","0.0814029281798725","0.0737604119293979","0.0890454444303471"
"Keine Sorgen","2016","Nordrhein-Westfalen","Laendlicher Raum","7","","",""
"Keine Sorgen","2016","Hessen","Staedtischer Raum","230","0.177931019369937","0.157180794898366","0.198681243841509"
"Keine Sorgen","2016","Hessen","Laendlicher Raum","35","0.144816627614787","0.104173166351203","0.185460088878371"
"Keine Sorgen","2016","Rheinland-Pfalz,Saarland","Staedtischer Raum","129","0.134440015537942","0.113971858350519","0.154908172725365"
"Keine Sorgen","2016","Rheinland-Pfalz,Saarland","Laendlicher Raum","39","0.11424394945","0.0834525214331941","0.145035377466805"
"Keine Sorgen","2016","Baden-Wuerttemberg","Staedtischer Raum","349","0.13481970263894","0.121477225232005","0.148162180045876"
"Keine Sorgen","2016","Baden-Wuerttemberg","Laendlicher Raum","38","0.115641286680027","0.0800422757980983","0.151240297561956"
"Keine Sorgen","2016","Bayern","Staedtischer Raum","319","0.175306818676572","0.157430881852013","0.193182755501131"
"Keine Sorgen","2016","Bayern","Laendlicher Raum","340","0.158187010778404","0.142616599494077","0.173757422062731"
"Keine Sorgen","2016","Saarland","Staedtischer Raum","","","",""
"Keine Sorgen","2016","Saarland","Laendlicher Raum","","","",""
"Keine Sorgen","2016","Berlin","Staedtischer Raum","147","0.171449635305804","0.146893979309965","0.196005291301644"
"Keine Sorgen","2016","Berlin","Laendlicher Raum","","","",""
"Keine Sorgen","2016","Brandenburg","Staedtischer Raum","10","","",""
"Keine Sorgen","2016","Brandenburg","Laendlicher Raum","44","0.0433393266065445","0.0297856043297756","0.0568930488833133"
"Keine Sorgen","2016","Mecklenburg-Vorpommern","Staedtischer Raum","9","","",""
"Keine Sorgen","2016","Mecklenburg-Vorpommern","Laendlicher Raum","32","0.0588654181076216","0.0371666611183739","0.0805641750968694"
"Keine Sorgen","2016","Sachsen","Staedtischer Raum","70","0.0931864438986507","0.0725194806949103","0.113853407102391"
"Keine Sorgen","2016","Sachsen","Laendlicher Raum","66","0.0612226361983266","0.0431903612170534","0.0792549111795997"
"Keine Sorgen","2016","Sachsen-Anhalt","Staedtischer Raum","11","","",""
"Keine Sorgen","2016","Sachsen-Anhalt","Laendlicher Raum","51","0.0509763444335934","0.0339491953147416","0.0680034935524452"
"Keine Sorgen","2016","Thueringen","Staedtischer Raum","34","0.119299993617552","0.0811969293706994","0.157403057864404"
"Keine Sorgen","2016","Thueringen","Laendlicher Raum","79","0.134202390005201","0.107306010410628","0.161098769599775"
"Grosse Sorgen","2017","Schleswig-Holstein","Staedtischer Raum","114","0.385958769799641","0.329929067447907","0.441988472151375"
"Grosse Sorgen","2017","Schleswig-Holstein","Laendlicher Raum","285","0.402087492760063","0.364566417771137","0.439608567748988"
"Grosse Sorgen","2017","Hamburg","Staedtischer Raum","157","0.377888334698014","0.333771431843267","0.422005237552761"
"Grosse Sorgen","2017","Hamburg","Laendlicher Raum","","","",""
"Grosse Sorgen","2017","Niedersachsen","Staedtischer Raum","419","0.381529010986478","0.352874895688349","0.410183126284606"
"Grosse Sorgen","2017","Niedersachsen","Laendlicher Raum","698","0.458478467426692","0.433925036364849","0.483031898488535"
"Grosse Sorgen","2017","Bremen","Staedtischer Raum","119","0.593883956996864","0.52898875025079","0.658779163742938"
"Grosse Sorgen","2017","Bremen","Laendlicher Raum","","","",""
"Grosse Sorgen","2017","Nordrhein-Westfalen","Staedtischer Raum","2558","0.49351924876278","0.480168423136611","0.50687007438895"
"Grosse Sorgen","2017","Nordrhein-Westfalen","Laendlicher Raum","54","0.490169661983011","0.398403679881284","0.581935644084738"
"Grosse Sorgen","2017","Hessen","Staedtischer Raum","572","0.431311085276112","0.405605883351823","0.457016287200401"
"Grosse Sorgen","2017","Hessen","Laendlicher Raum","153","0.421238902030013","0.369584369594131","0.472893434465895"
"Grosse Sorgen","2017","Rheinland-Pfalz,Saarland","Staedtischer Raum","503","0.446753532171692","0.417480242304448","0.476026822038936"
"Grosse Sorgen","2017","Rheinland-Pfalz,Saarland","Laendlicher Raum","181","0.479119944440372","0.430526681346413","0.527713207534331"
"Grosse Sorgen","2017","Baden-Wuerttemberg","Staedtischer Raum","1084","0.438799868319305","0.419980576639666","0.457619159998943"
