year,pgisced97,quintil_oecd,pli0092_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1985,Upper Secondary Level,3rd Quintile,At least once per week,0.026631083249512865,249,9833,0.026584290153597163,0.026677876345428567
1985,Upper Secondary Level,3rd Quintile,At least once per month,0.006626613091066364,68,9833,0.006603032716771026,0.006650193465361701
1985,Upper Secondary Level,3rd Quintile,Seldom,0.01600113585800828,155,9833,0.015964667069874306,0.01603760464614225
1985,Upper Secondary Level,3rd Quintile,Never,0.06539338621367846,578,9833,0.06532153568544857,0.06546523674190835
1985,Upper Secondary Level,4th Quintile,At least once per week,0.03436214915295905,297,9833,0.03430920769140541,0.034415090614512686
1985,Upper Secondary Level,4th Quintile,At least once per month,0.006817755822775335,64,9833,0.006793840082857627,0.006841671562693043
1985,Upper Secondary Level,4th Quintile,Seldom,0.020415730047818274,185,9833,0.02037462908595311,0.020456831009683436
1985,Upper Secondary Level,4th Quintile,Never,0.06657069835934147,605,9833,0.06649824960906611,0.06664314710961683
1985,Upper Secondary Level,5th Quintile,At least once per week,0.03604846276636494,325,9833,0.035994285186388135,0.036102640346341745
1985,Upper Secondary Level,5th Quintile,At least once per month,0.006772473360151576,64,9833,0.0067486366314650275,0.006796310088838125
1985,Upper Secondary Level,5th Quintile,Seldom,0.016146887066768444,144,9833,0.016110255274906157,0.01618351885863073
1985,Upper Secondary Level,5th Quintile,Never,0.06160844631355069,539,9833,0.06153856504174574,0.06167832758535564
1985,First Stage of Tertiary Education,1st Quintile,Never,0.004412442886946515,31,9833,0.004393179710371309,0.004431706063521721
1985,First Stage of Tertiary Education,2nd Quintile,Never,0.004129318984922194,32,9833,0.0041106814136704735,0.004147956556173915
1985,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.003976063282424237,31,9833,0.003957773431790415,0.0039943531330580585
1985,First Stage of Tertiary Education,3rd Quintile,Never,0.007253291089297229,58,9833,0.00722862868525726,0.007277953493337198
1985,First Stage of Tertiary Education,4th Quintile,At least once per week,0.0054777426028741185,45,9833,0.005456291151015829,0.0054991940547324085
1985,First Stage of Tertiary Education,4th Quintile,Never,0.008678355531399699,73,9833,0.00865139834011223,0.008705312722687169
1985,First Stage of Tertiary Education,5th Quintile,At least once per week,0.00789560868994772,67,9833,0.007869885778590128,0.007921331601305313
1985,First Stage of Tertiary Education,5th Quintile,Seldom,0.003434718612033817,36,9833,0.0034177147690791438,0.0034517224549884904
1985,First Stage of Tertiary Education,5th Quintile,Never,0.01179671322783155,95,9833,0.011765333275102357,0.011828093180560745
1985,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.004000130213630515,38,9833,0.0039817853143263365,0.004018475112934694
1985,Second Stage of Tertiary Education,3rd Quintile,Never,0.003836657141809152,34,9833,0.0038186895281601065,0.0038546247554581974
1985,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.007361079630233843,71,9833,0.007336236001262328,0.007385923259205358
1985,Second Stage of Tertiary Education,4th Quintile,Seldom,0.0035109423244169863,35,9833,0.0034937514985318454,0.0035281331503021272
1985,Second Stage of Tertiary Education,4th Quintile,Never,0.006090949232284783,54,9833,0.006068335906501026,0.006113562558068539
1985,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.017872142912006138,157,9833,0.017833637572582346,0.01791064825142993
1985,Second Stage of Tertiary Education,5th Quintile,Seldom,0.007692371256142613,71,9833,0.007666978963754836,0.00771776354853039
1985,Second Stage of Tertiary Education,5th Quintile,Never,0.014672177309280849,121,9833,0.014637232209619324,0.014707122408942374
1986,Pre-primary Level,3rd Quintile,At least once per week,0.003172660175257407,33,9430,0.0031563235911087127,0.0031889967594061013
1986,Primary Level,1st Quintile,Never,0.008700508994080827,226,9430,0.008673530712893562,0.008727487275268092
1986,Primary Level,2nd Quintile,Never,0.004918078028417587,166,9430,0.004897756019822412,0.0049384000370127626
1986,Primary Level,3rd Quintile,Never,0.0031989937597727922,118,9430,0.0031825897342826546,0.00321539778526293
1986,Primary Level,4th Quintile,Never,0.002691066782332784,101,9430,0.002676017472014818,0.0027061160926507496
1986,Primary Level,5th Quintile,Never,0.001091848551350347,37,9430,0.0010822549098651942,0.0011014421928354997
1986,Lower Secondary Level,1st Quintile,At least once per week,0.009734526859540748,105,9430,0.00970600533422918,0.009763048384852317
1986,Lower Secondary Level,1st Quintile,Seldom,0.005097432147303737,58,9430,0.005076744766548207,0.005118119528059266
1986,Lower Secondary Level,1st Quintile,Never,0.06321030513474919,567,9430,0.06313961570131474,0.06328099456818365
1986,Lower Secondary Level,2nd Quintile,At least once per week,0.010300094290351806,115,9430,0.010270764303399054,0.010329424277304558
1986,Lower Secondary Level,2nd Quintile,At least once per month,0.0023876711757515883,33,9430,0.0023734934142205268,0.0024018489372826498
1986,Lower Secondary Level,2nd Quintile,Seldom,0.004854728842120955,62,9430,0.004834537497755321,0.00487492018648659
1986,Lower Secondary Level,2nd Quintile,Never,0.056172394531140535,489,9430,0.05610550666955777,0.0562392823927233
1986,Lower Secondary Level,3rd Quintile,At least once per week,0.012166685205989921,132,9430,0.012134838283179988,0.012198532128799854
1986,Lower Secondary Level,3rd Quintile,Seldom,0.005800131962761016,57,9430,0.005778072481629989,0.005822191443892043
1986,Lower Secondary Level,3rd Quintile,Never,0.03951341978239735,382,9430,0.039456827466722875,0.03957001209807182
1986,Lower Secondary Level,4th Quintile,At least once per week,0.010179206576652935,107,9430,0.01015004743366087,0.010208365719645
1986,Lower Secondary Level,4th Quintile,Seldom,0.004464673316574323,52,9430,0.0044453063016898975,0.004484040331458748
1986,Lower Secondary Level,4th Quintile,Never,0.030507858006069994,325,9430,0.030457898572014724,0.030557817440125264
1986,Lower Secondary Level,5th Quintile,At least once per week,0.008745628589054723,81,9430,0.008718581061134201,0.008772676116975246
1986,Lower Secondary Level,5th Quintile,Never,0.020113094700151754,186,9430,0.020072312849358658,0.02015387655094485
1986,Upper Secondary Level,1st Quintile,At least once per week,0.01528719113708116,136,9430,0.01525154945873451,0.015322832815427808
1986,Upper Secondary Level,1st Quintile,At least once per month,0.004056985916431541,44,9430,0.004038520525777975,0.004075451307085106
1986,Upper Secondary Level,1st Quintile,Seldom,0.009147380778526568,93,9430,0.009119724584402335,0.009175036972650801
1986,Upper Secondary Level,1st Quintile,Never,0.061616123672169495,512,9430,0.061546271975388464,0.06168597536895053
1986,Upper Secondary Level,2nd Quintile,At least once per week,0.022499279821638237,202,9430,0.02245619916078869,0.022542360482487783
1986,Upper Secondary Level,2nd Quintile,At least once per month,0.004539588464314612,47,9430,0.004520060375408338,0.004559116553220885
1986,Upper Secondary Level,2nd Quintile,Seldom,0.010195658394558452,99,9430,0.010166475939836325,0.010224840849280579
1986,Upper Secondary Level,2nd Quintile,Never,0.06906670440598676,594,9430,0.06899304416188633,0.0691403646500872
1986,Upper Secondary Level,3rd Quintile,At least once per week,0.028818908457639535,253,9430,0.02877030934070379,0.02886750757457528
1986,Upper Secondary Level,3rd Quintile,At least once per month,0.006480644427886776,61,9430,0.0064573347233724265,0.006503954132401126
1986,Upper Secondary Level,3rd Quintile,Seldom,0.01665020318438843,146,9430,0.01661303226610869,0.01668737410266817
1986,Upper Secondary Level,3rd Quintile,Never,0.06601298480695507,553,9430,0.06594085336578408,0.06608511624812606
1986,Upper Secondary Level,4th Quintile,At least once per week,0.03960628532338632,350,9430,0.03954962928344045,0.0396629413633322
1986,Upper Secondary Level,4th Quintile,At least once per month,0.007769504014875555,73,9430,0.007743998010004339,0.007795010019746771
1986,Upper Secondary Level,4th Quintile,Seldom,0.01943509589636459,175,9430,0.01939499343568711,0.01947519835704207
1986,Upper Secondary Level,4th Quintile,Never,0.06458980875987652,560,9430,0.06451840475794163,0.06466121276181142
1986,Upper Secondary Level,5th Quintile,At least once per week,0.03477151529936932,297,9430,0.034718296339950806,0.03482473425878783
1986,Upper Secondary Level,5th Quintile,At least once per month,0.00874386663173611,73,9430,0.008716821804511617,0.008770911458960605
1986,Upper Secondary Level,5th Quintile,Seldom,0.0177378266407299,160,9430,0.017699482110800035,0.017776171170659768
1986,Upper Secondary Level,5th Quintile,Never,0.06093259143054966,516,9430,0.06086310296628643,0.06100207989481289
1986,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.002996597562226148,37,9430,0.002980719334135422,0.003012475790316874
1986,First Stage of Tertiary Education,1st Quintile,Never,0.0050000640705761285,33,9430,0.00497957421882283,0.005020553922329427
1986,First Stage of Tertiary Education,2nd Quintile,Never,0.005149192526680945,44,9430,0.005128400920108527,0.005169984133253363
1986,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.004071877432275705,33,9430,0.004053378321563703,0.004090376542987707
1986,First Stage of Tertiary Education,3rd Quintile,Never,0.005871166235305203,45,9430,0.005848972876792095,0.005893359593818311
1986,First Stage of Tertiary Education,4th Quintile,At least once per week,0.006013527378217838,48,9430,0.005991068172742836,0.006035986583692841
1986,First Stage of Tertiary Education,4th Quintile,Never,0.01004043612746054,75,9430,0.0100114743960343,0.01006939785888678
1986,First Stage of Tertiary Education,5th Quintile,At least once per week,0.006394827155508323,56,9430,0.006371671299925377,0.006417983011091269
1986,First Stage of Tertiary Education,5th Quintile,Seldom,0.0037346298829710675,31,9430,0.003716910409760309,0.003752349356181826
1986,First Stage of Tertiary Education,5th Quintile,Never,0.00946063860126241,78,9430,0.009432517287863922,0.009488759914660898
1986,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.0034891433837692335,34,9430,0.0034720140713361282,0.0035062726962023388
1986,Second Stage of Tertiary Education,3rd Quintile,Never,0.003226349898996835,35,9430,0.003209876109506658,0.0032428236884870123
1986,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.006867810879420892,62,9430,0.006843819666891448,0.006891802091950336
1986,Second Stage of Tertiary Education,4th Quintile,Never,0.007591479107276641,64,9430,0.007566264747349387,0.007616693467203894
1986,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.018319182931313127,162,9430,0.01828022663081934,0.018358139231806913
1986,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.003888768966982323,31,9430,0.0038706889224978244,0.003906849011466822
1986,Second Stage of Tertiary Education,5th Quintile,Seldom,0.006011345635281988,54,9430,0.0059888904796983515,0.0060338007908656245
1986,Second Stage of Tertiary Education,5th Quintile,Never,0.0168938073481878,132,9430,0.016856370136971152,0.016931244559404444
1988,Primary Level,1st Quintile,Never,0.008369699468714147,203,8737,0.008343037548274894,0.0083963613891534
1988,Primary Level,2nd Quintile,Never,0.0038954105344127243,149,8737,0.003877180365633089,0.00391364070319236
1988,Primary Level,3rd Quintile,Never,0.0033539826927908834,119,8737,0.00333706222061289,0.003370903164968877
1988,Primary Level,4th Quintile,Never,0.0028572138883250536,93,8737,0.002841592786841711,0.002872834989808396
1988,Primary Level,5th Quintile,Never,0.0009371031473970339,34,8737,0.000928148433488899,0.0009460578613051688
1988,Lower Secondary Level,1st Quintile,At least once per week,0.008431646191539613,102,8737,0.008404886622320602,0.008458405760758625
1988,Lower Secondary Level,1st Quintile,Seldom,0.005163941178819399,62,8737,0.00514296492138868,0.005184917436250119
1988,Lower Secondary Level,1st Quintile,Never,0.06557760211653996,555,8737,0.06550515668765133,0.06565004754542858
1988,Lower Secondary Level,2nd Quintile,At least once per week,0.010634955041556359,111,8737,0.01060493524725655,0.010664974835856168
1988,Lower Secondary Level,2nd Quintile,At least once per month,0.0019389055810355123,31,8737,0.0019260314330949281,0.0019517797289760966
1988,Lower Secondary Level,2nd Quintile,Seldom,0.004793397673298498,62,8737,0.004773184246019252,0.004813611100577745
1988,Lower Secondary Level,2nd Quintile,Never,0.04724088188910639,425,8737,0.04717879324771486,0.04730297053049792
1988,Lower Secondary Level,3rd Quintile,At least once per week,0.011600236626100555,123,8737,0.011568899342912557,0.011631573909288553
1988,Lower Secondary Level,3rd Quintile,Seldom,0.006278060506771423,66,8737,0.00625494482061257,0.006301176192930275
1988,Lower Secondary Level,3rd Quintile,Never,0.03974874962320916,359,8737,0.03969157335870116,0.039805925887717156
1988,Lower Secondary Level,4th Quintile,At least once per week,0.009486854954822564,100,8737,0.00945848537825203,0.009515224531393099
1988,Lower Secondary Level,4th Quintile,Seldom,0.003382591204037303,42,8737,0.0033655989655848365,0.0033995834424897695
1988,Lower Secondary Level,4th Quintile,Never,0.029473482785038547,288,8737,0.02942398553926375,0.029522980030813342
1988,Lower Secondary Level,5th Quintile,At least once per week,0.009759076253023363,87,8737,0.009730306482841027,0.009787846023205699
1988,Lower Secondary Level,5th Quintile,Seldom,0.00480498247385396,36,8737,0.004784744752953619,0.0048252201947543
1988,Lower Secondary Level,5th Quintile,Never,0.015917218099546424,148,8737,0.01588059028539814,0.015953845913694708
1988,Upper Secondary Level,1st Quintile,At least once per week,0.015563558736864672,125,8737,0.015527333611496084,0.01559978386223326
1988,Upper Secondary Level,1st Quintile,At least once per month,0.00377958616175314,31,8737,0.003761628017937368,0.003797544305568912
1988,Upper Secondary Level,1st Quintile,Seldom,0.012145040850386547,101,8737,0.012112984971844775,0.012177096728928319
1988,Upper Secondary Level,1st Quintile,Never,0.0603692237376453,469,8737,0.060299521292388705,0.06043892618290189
1988,Upper Secondary Level,2nd Quintile,At least once per week,0.024619303089326465,207,8737,0.02457395212172892,0.02466465405692401
1988,Upper Secondary Level,2nd Quintile,At least once per month,0.006979000134090371,50,8737,0.006954636760684162,0.00700336350749658
1988,Upper Secondary Level,2nd Quintile,Seldom,0.01386101554894848,122,8737,0.01382679963137527,0.013895231466521689
1988,Upper Secondary Level,2nd Quintile,Never,0.06955492827827481,548,8737,0.06948047721144364,0.06962937934510598
1988,Upper Secondary Level,3rd Quintile,At least once per week,0.030715144388454064,246,8737,0.030664647618872047,0.03076564115803608
1988,Upper Secondary Level,3rd Quintile,At least once per month,0.007246181828901018,57,8737,0.007221359815909486,0.00727100384189255
1988,Upper Secondary Level,3rd Quintile,Seldom,0.01897228747690627,162,8737,0.01893236089905711,0.01901221405475543
1988,Upper Secondary Level,3rd Quintile,Never,0.06509501215728737,511,8737,0.06502281514986341,0.06516720916471133
1988,Upper Secondary Level,4th Quintile,At least once per week,0.03650088487177395,295,8737,0.03644600173078471,0.03655576801276319
1988,Upper Secondary Level,4th Quintile,At least once per month,0.008372254942703614,74,8737,0.008345588986666465,0.008398920898740763
1988,Upper Secondary Level,4th Quintile,Seldom,0.022171384634678937,175,8737,0.02212829335603319,0.022214475913324684
1988,Upper Secondary Level,4th Quintile,Never,0.06813553258937965,550,8737,0.06806178890953667,0.06820927626922264
1988,Upper Secondary Level,5th Quintile,At least once per week,0.03987884982513236,296,8737,0.039821583946023045,0.03993611570424167
1988,Upper Secondary Level,5th Quintile,At least once per month,0.008077787732864791,62,8737,0.00805159103037909,0.008103984435350492
1988,Upper Secondary Level,5th Quintile,Seldom,0.01994946733229289,153,8737,0.019908545837596332,0.019990388826989447
1988,Upper Secondary Level,5th Quintile,Never,0.05919892790343746,448,8737,0.0591298614072432,0.05926799439963172
1988,First Stage of Tertiary Education,1st Quintile,Never,0.005397187819975465,32,8737,0.005375745577197278,0.005418630062753651
1988,First Stage of Tertiary Education,2nd Quintile,Never,0.005200718868433299,40,8737,0.005179668435985151,0.005221769300881448
1988,First Stage of Tertiary Education,3rd Quintile,Never,0.0067340445082039934,47,8737,0.006710109566829452,0.006757979449578535
1988,First Stage of Tertiary Education,4th Quintile,At least once per week,0.005165131964596553,39,8737,0.005144153301336864,0.005186110627856242
1988,First Stage of Tertiary Education,4th Quintile,Never,0.00796304155530319,54,8737,0.007937030077967928,0.00798905303263845
1988,First Stage of Tertiary Education,5th Quintile,At least once per week,0.008133776513671365,62,8737,0.008107489922538222,0.008160063104804507
1988,First Stage of Tertiary Education,5th Quintile,Never,0.008777856956200588,64,8737,0.008750558294973237,0.008805155617427939
1988,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.0033041117104724437,33,8737,0.0032873170860501684,0.003320906334894719
1988,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.007375129146859854,60,8737,0.007350088877697987,0.007400169416021722
1988,Second Stage of Tertiary Education,4th Quintile,Seldom,0.004124290440831596,31,8737,0.004105534502663741,0.004143046378999452
1988,Second Stage of Tertiary Education,4th Quintile,Never,0.007798452041451298,61,8737,0.007772708650346986,0.00782419543255561
1988,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.020548548959062028,160,8737,0.020507030269415395,0.02059006764870866
1988,Second Stage of Tertiary Education,5th Quintile,Seldom,0.008484984520872901,68,8737,0.00845814116699847,0.008511827874747333
1988,Second Stage of Tertiary Education,5th Quintile,Never,0.016161360843024355,109,8737,0.016124457772533844,0.016198263913514865
1990,Pre-primary Level,2nd Quintile,At least once per week,0.0031283906662875477,31,8162,0.0031121276955445314,0.003144653637030564
1990,Primary Level,1st Quintile,Never,0.009148542150452554,196,8162,0.009120815334526711,0.009176268966378397
1990,Primary Level,2nd Quintile,Never,0.004312425391019638,122,8162,0.0042933425902055445,0.004331508191833731
1990,Primary Level,3rd Quintile,Never,0.002795139888227316,89,8162,0.0027797649371208324,0.002810514839333799
1990,Primary Level,4th Quintile,Never,0.002087088420485794,62,8162,0.002073798067328532,0.0021003787736430563
1990,Lower Secondary Level,1st Quintile,At least once per week,0.009525264145488703,95,8162,0.009496977594844943,0.009553550696132463
1990,Lower Secondary Level,1st Quintile,At least once per month,0.004037223290028631,40,8162,0.004018756869777722,0.0040556897102795395
1990,Lower Secondary Level,1st Quintile,Seldom,0.010232369641330239,94,8162,0.010203062429077012,0.010261676853583465
1990,Lower Secondary Level,1st Quintile,Never,0.05996905830777844,492,8162,0.05989991431331383,0.06003820230224305
1990,Lower Secondary Level,2nd Quintile,At least once per week,0.01343684779680363,127,8162,0.013403318000085719,0.013470377593521541
1990,Lower Secondary Level,2nd Quintile,At least once per month,0.003184598837468751,33,8162,0.003168190880364067,0.003201006794573435
1990,Lower Secondary Level,2nd Quintile,Seldom,0.009497090740136936,94,8162,0.009468845651128247,0.009525335829145625
1990,Lower Secondary Level,2nd Quintile,Never,0.037880300958851684,317,8162,0.03782470527969136,0.03793589663801201
1990,Lower Secondary Level,3rd Quintile,At least once per week,0.011533320311520533,111,8162,0.011502226213008247,0.011564414410032819
1990,Lower Secondary Level,3rd Quintile,At least once per month,0.0023715544231895386,36,8162,0.002357389287606038,0.0023857195587730392
1990,Lower Secondary Level,3rd Quintile,Seldom,0.007271907200284654,71,8162,0.007247163816224321,0.0072966505843449865
1990,Lower Secondary Level,3rd Quintile,Never,0.03288082291016164,295,8162,0.03282889138077759,0.032932754439545686
1990,Lower Secondary Level,4th Quintile,At least once per week,0.011095728060219426,94,8162,0.011065222795026291,0.01112623332541256
1990,Lower Secondary Level,4th Quintile,Seldom,0.00848999536807122,73,8162,0.008463276254054884,0.008516714482087556
1990,Lower Secondary Level,4th Quintile,Never,0.024448549489075166,217,8162,0.024403574463949775,0.024493524514200556
1990,Lower Secondary Level,5th Quintile,At least once per week,0.007724628158314838,64,8162,0.007699132004306652,0.007750124312323023
1990,Lower Secondary Level,5th Quintile,Seldom,0.004247678967982231,36,8162,0.004228739347033239,0.004266618588931223
1990,Lower Secondary Level,5th Quintile,Never,0.011638554552640882,105,8162,0.01160732058202439,0.011669788523257374
1990,Upper Secondary Level,1st Quintile,At least once per week,0.01634200123669103,128,8162,0.01630507845099387,0.016378924022388188
1990,Upper Secondary Level,1st Quintile,At least once per month,0.00677211282609721,51,8162,0.006748228866869307,0.006795996785325113
1990,Upper Secondary Level,1st Quintile,Seldom,0.016096050971094133,121,8162,0.01605940250540529,0.016132699436782975
1990,Upper Secondary Level,1st Quintile,Never,0.05236050189502786,399,8162,0.0522956319912715,0.052425371798784225
1990,Upper Secondary Level,2nd Quintile,At least once per week,0.031900677250975895,251,8162,0.03184949967803424,0.03195185482391755
1990,Upper Secondary Level,2nd Quintile,At least once per month,0.008433741940358045,70,8162,0.008407110736434981,0.008460373144281108
1990,Upper Secondary Level,2nd Quintile,Seldom,0.024792481470971333,198,8162,0.024747199189983044,0.024837763751959622
1990,Upper Secondary Level,2nd Quintile,Never,0.04846512162750366,371,8162,0.04840258322466805,0.04852766003033927
1990,Upper Secondary Level,3rd Quintile,At least once per week,0.03880629795020627,300,8162,0.03875005393184239,0.038862541968570155
1990,Upper Secondary Level,3rd Quintile,At least once per month,0.012614710572578885,93,8162,0.01258220919658911,0.01264721194856866
1990,Upper Secondary Level,3rd Quintile,Seldom,0.024726945376641926,189,8162,0.024681721465030566,0.024772169288253286
1990,Upper Secondary Level,3rd Quintile,Never,0.05122617230897805,389,8162,0.051161970527781674,0.05129037409017443
1990,Upper Secondary Level,4th Quintile,At least once per week,0.042090272625922576,313,8162,0.04203179726146711,0.042148747990378044
1990,Upper Secondary Level,4th Quintile,At least once per month,0.015441847932727758,117,8162,0.015405940025201592,0.015477755840253923
1990,Upper Secondary Level,4th Quintile,Seldom,0.03531606254590475,257,8162,0.03526231007429307,0.035369815017516425
1990,Upper Secondary Level,4th Quintile,Never,0.04902317462491596,366,8162,0.048960295649154086,0.04908605360067784
1990,Upper Secondary Level,5th Quintile,At least once per week,0.04779684115853137,339,8162,0.04773471361492224,0.04785896870214049
1990,Upper Secondary Level,5th Quintile,At least once per month,0.014877913131504182,103,8162,0.014842656906137602,0.014913169356870763
1990,Upper Secondary Level,5th Quintile,Seldom,0.029204885384786244,202,8162,0.029155849804359497,0.029253920965212992
1990,Upper Secondary Level,5th Quintile,Never,0.03630028239678576,262,8162,0.03624581386814124,0.03635475092543028
1990,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.005069971609760669,38,8162,0.005049288358431763,0.0050906548610895755
1990,First Stage of Tertiary Education,4th Quintile,At least once per week,0.006492057900297458,41,8162,0.006468669708857021,0.006515446091737895
1990,First Stage of Tertiary Education,4th Quintile,Seldom,0.0041076751267844075,31,8162,0.004089048937460403,0.004126301316108412
1990,First Stage of Tertiary Education,5th Quintile,At least once per week,0.007632314546690508,58,8162,0.007606970018357283,0.007657659075023734
1990,First Stage of Tertiary Education,5th Quintile,Seldom,0.005752027063247169,35,8162,0.0057300040067122275,0.00577405011978211
1990,First Stage of Tertiary Education,5th Quintile,Never,0.007078928932687655,52,8162,0.007054513697287666,0.007103344168087645
1990,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.00956580582988287,70,8162,0.009537459726311955,0.009594151933453783
1990,Second Stage of Tertiary Education,4th Quintile,Seldom,0.0054528420910013664,36,8162,0.0054313962082607,0.005474287973742033
1990,Second Stage of Tertiary Education,4th Quintile,Never,0.004331602239342653,34,8162,0.004312477240284209,0.004350727238401097
1990,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.023237076943208524,162,8162,0.023193203157759527,0.02328095072865752
1990,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.0046930635110345115,31,8162,0.004673160146039027,0.004712966876029996
1990,Second Stage of Tertiary Education,5th Quintile,Seldom,0.01165311413088497,84,8162,0.011621860860065048,0.011684367401704893
1990,Second Stage of Tertiary Education,5th Quintile,Never,0.01140834517115431,77,8162,0.011377418044522533,0.011439272297786086
1992,Pre-primary Level,3rd Quintile,At least once per week,0.002188727553619838,34,12093,0.002176880364952047,0.002200574742287629
1992,Primary Level,1st Quintile,Never,0.007434164658948738,145,12093,0.00741238801259496,0.007455941305302516
1992,Primary Level,2nd Quintile,Never,0.0034172495398398653,122,12093,0.0034024553809447657,0.003432043698734965
1992,Primary Level,3rd Quintile,Never,0.0038695234300092484,121,12093,0.0038537842499719224,0.0038852626100465745
1992,Primary Level,4th Quintile,Never,0.0030557357378415,97,12093,0.003041743454679748,0.0030697280210032524
1992,Lower Secondary Level,1st Quintile,At least once per week,0.005713968383891307,85,12093,0.005694860181406551,0.005733076586376062
1992,Lower Secondary Level,1st Quintile,Seldom,0.003791950564950804,59,12093,0.0037763693397067505,0.0038075317901948577
1992,Lower Secondary Level,1st Quintile,Never,0.05009364649020755,540,12093,0.05003834625624807,0.050148946724167025
1992,Lower Secondary Level,2nd Quintile,At least once per week,0.005495605220424526,84,12093,0.005476863633301605,0.005514346807547446
1992,Lower Secondary Level,2nd Quintile,At least once per month,0.0023286000813912662,39,12093,0.0023163810588903615,0.002340819103892171
1992,Lower Secondary Level,2nd Quintile,Seldom,0.005130082570855575,82,12093,0.0051119716481833576,0.005148193493527792
1992,Lower Secondary Level,2nd Quintile,Never,0.0367984223841947,437,12093,0.0367506949110685,0.0368461498573209
1992,Lower Secondary Level,3rd Quintile,At least once per week,0.008832310098342287,104,12093,0.008808590574222416,0.008856029622462158
1992,Lower Secondary Level,3rd Quintile,Seldom,0.0071982427330851955,97,12093,0.007176811865079257,0.007219673601091134
1992,Lower Secondary Level,3rd Quintile,Never,0.02752363575616059,317,12093,0.027482160633663377,0.027565110878657803
1992,Lower Secondary Level,4th Quintile,At least once per week,0.010086853876667412,120,12093,0.010061521749488015,0.010112186003846809
1992,Lower Secondary Level,4th Quintile,At least once per month,0.0020127822567353915,32,12093,0.0020014202213830936,0.0020241442920876894
1992,Lower Secondary Level,4th Quintile,Seldom,0.00475867939710544,66,12093,0.0047412331237968765,0.004776125670414003
1992,Lower Secondary Level,4th Quintile,Never,0.026184984472082846,316,12093,0.026144502688121362,0.02622546625604433
1992,Lower Secondary Level,5th Quintile,At least once per week,0.0055727183636983865,67,12093,0.00555384647737471,0.0055915902500220625
1992,Lower Secondary Level,5th Quintile,Seldom,0.004313703172033253,47,12093,0.004297088887528464,0.004330317456538043
1992,Lower Secondary Level,5th Quintile,Never,0.013531284048787702,158,12093,0.01350199492274201,0.013560573174833395
1992,Upper Secondary Level,1st Quintile,At least once per week,0.010503917059716482,129,12093,0.010478071976746793,0.01052976214268617
1992,Upper Secondary Level,1st Quintile,At least once per month,0.0031412712585698185,46,12093,0.003127085101062127,0.00315545741607751
1992,Upper Secondary Level,1st Quintile,Seldom,0.012133031876316076,183,12093,0.012105277648399608,0.012160786104232544
1992,Upper Secondary Level,1st Quintile,Never,0.07602700304650617,1013,12093,0.07595981239932116,0.07609419369369118
1992,Upper Secondary Level,2nd Quintile,At least once per week,0.01818216588101705,234,12093,0.018148294452349088,0.018216037309685015
1992,Upper Secondary Level,2nd Quintile,At least once per month,0.0063536981813484324,80,12093,0.006333555167572248,0.006373841195124617
1992,Upper Secondary Level,2nd Quintile,Seldom,0.01697143168161995,237,12093,0.016938687242267988,0.017004176120971912
1992,Upper Secondary Level,2nd Quintile,Never,0.06568064492168918,854,12093,0.0656178446350209,0.06574344520835745
1992,Upper Secondary Level,3rd Quintile,At least once per week,0.023761592870364483,281,12093,0.02372298187752624,0.023800203863202727
1992,Upper Secondary Level,3rd Quintile,At least once per month,0.006932657208883444,73,12093,0.0069116225989629375,0.00695369181880395
1992,Upper Secondary Level,3rd Quintile,Seldom,0.018687923582777807,231,12093,0.018653593144675948,0.018722254020879667
1992,Upper Secondary Level,3rd Quintile,Never,0.06134204450261487,710,12093,0.06128121306850457,0.06140287593672517
1992,Upper Secondary Level,4th Quintile,At least once per week,0.036223386884685106,374,12093,0.0361760196568845,0.03627075411248571
1992,Upper Secondary Level,4th Quintile,At least once per month,0.008540029928681147,89,12093,0.008516702732722219,0.008563357124640075
1992,Upper Secondary Level,4th Quintile,Seldom,0.022324129173276797,246,12093,0.022286676746728552,0.022361581599825042
1992,Upper Secondary Level,4th Quintile,Never,0.06369966678011652,660,12093,0.0636377552669932,0.06376157829323983
1992,Upper Secondary Level,5th Quintile,At least once per week,0.03753891406262237,369,12093,0.037490727306479794,0.03758710081876495
1992,Upper Secondary Level,5th Quintile,At least once per month,0.008470748115894882,89,12093,0.008447514922975807,0.008493981308813958
1992,Upper Secondary Level,5th Quintile,Seldom,0.022457507879901147,224,12093,0.02241994629994465,0.022495069459857645
