,Unnamed: 0,year,bula_h,pli0092_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
677,677,2005,Thuringa,Never,0.52194,440,20498,0.48209,0.55846
678,678,2007,Schleswig-Holstein,At least once per week,0.40601,237,20308,0.36335,0.43743
679,679,2007,Schleswig-Holstein,At least once per month,0.07359,40,20308,0.05888,0.08757
680,680,2007,Schleswig-Holstein,Seldom,0.16958,94,20308,0.14348,0.19739
681,681,2007,Schleswig-Holstein,Never,0.35083,239,20308,0.32106,0.37885
682,682,2007,Hamburg,At least once per week,0.41254,120,20308,0.34927,0.48083
683,683,2007,Hamburg,Seldom,0.1232,43,20308,0.10145,0.15268
684,684,2007,Hamburg,Never,0.46426,111,20308,0.41308,0.51736
685,685,2007,Lower Saxony,At least once per week,0.36062,709,20308,0.33846,0.38222
686,686,2007,Lower Saxony,At least once per month,0.06418,109,20308,0.05406,0.07633
687,687,2007,Lower Saxony,Seldom,0.17826,311,20308,0.15988,0.19596
688,688,2007,Lower Saxony,Never,0.39694,692,20308,0.38031,0.41925
689,689,2007,Bremen,At least once per week,0.41665,52,20308,0.33573,0.51101
690,690,2007,Bremen,Never,0.58335,53,20308,0.48035,0.67683
691,691,2007,North Rhine-Westphalia,At least once per week,0.33402,1515,20308,0.31817,0.34696
692,692,2007,North Rhine-Westphalia,At least once per month,0.05899,268,20308,0.0525,0.06552
693,693,2007,North Rhine-Westphalia,Seldom,0.17242,678,20308,0.1625,0.18295
694,694,2007,North Rhine-Westphalia,Never,0.43457,1722,20308,0.41994,0.44796
695,695,2007,Hesse,At least once per week,0.38546,592,20308,0.35692,0.41653
696,696,2007,Hesse,At least once per month,0.08168,107,20308,0.06894,0.09745
697,697,2007,Hesse,Seldom,0.16124,213,20308,0.14397,0.17778
698,698,2007,Hesse,Never,0.37161,474,20308,0.34769,0.39543
699,699,2007,"Rhineland-Palatinate, Saarland",At least once per week,0.30501,382,20308,0.28043,0.32832
700,700,2007,"Rhineland-Palatinate, Saarland",At least once per month,0.08322,80,20308,0.06959,0.0969
701,701,2007,"Rhineland-Palatinate, Saarland",Seldom,0.1647,187,20308,0.14609,0.18324
702,702,2007,"Rhineland-Palatinate, Saarland",Never,0.44707,514,20308,0.42144,0.47865
703,703,2007,Baden-Wuerttemberg,At least once per week,0.34951,908,20308,0.33069,0.37063
704,704,2007,Baden-Wuerttemberg,At least once per month,0.07933,206,20308,0.06907,0.08982
705,705,2007,Baden-Wuerttemberg,Seldom,0.15895,394,20308,0.14561,0.1725
706,706,2007,Baden-Wuerttemberg,Never,0.4122,961,20308,0.38862,0.43531
707,707,2007,Bavaria,At least once per week,0.35724,1118,20308,0.33714,0.37735
708,708,2007,Bavaria,At least once per month,0.07787,275,20308,0.07085,0.08759
709,709,2007,Bavaria,Seldom,0.19289,560,20308,0.17994,0.20463
710,710,2007,Bavaria,Never,0.37201,980,20308,0.35212,0.38635
711,711,2007,Berlin,At least once per week,0.35451,268,20308,0.32338,0.38856
712,712,2007,Berlin,At least once per month,0.07857,68,20308,0.06359,0.09927
713,713,2007,Berlin,Seldom,0.20224,162,20308,0.17375,0.22684
714,714,2007,Berlin,Never,0.36468,250,20308,0.32849,0.39412
715,715,2007,Brandenburg,At least once per week,0.22945,209,20308,0.20678,0.26464
716,716,2007,Brandenburg,At least once per month,0.08147,65,20308,0.06403,0.10058
717,717,2007,Brandenburg,Seldom,0.21319,205,20308,0.18804,0.23691
718,718,2007,Brandenburg,Never,0.47589,374,20308,0.43876,0.51496
719,719,2007,Mecklenburg-Western Pomerania,At least once per week,0.27816,145,20308,0.2399,0.32097
720,720,2007,Mecklenburg-Western Pomerania,Seldom,0.18174,89,20308,0.14936,0.21915
721,721,2007,Mecklenburg-Western Pomerania,Never,0.54009,241,20308,0.4974,0.5965
722,722,2007,Saxony,At least once per week,0.28453,454,20308,0.26203,0.30681
723,723,2007,Saxony,At least once per month,0.06479,111,20308,0.05566,0.07521
724,724,2007,Saxony,Seldom,0.19661,289,20308,0.17695,0.22164
725,725,2007,Saxony,Never,0.45408,655,20308,0.42608,0.47896
726,726,2007,Saxony-Anhalt,At least once per week,0.21566,210,20308,0.18863,0.24682
727,727,2007,Saxony-Anhalt,At least once per month,0.06642,49,20308,0.05099,0.0829
728,728,2007,Saxony-Anhalt,Seldom,0.1952,178,20308,0.16958,0.22708
729,729,2007,Saxony-Anhalt,Never,0.52271,433,20308,0.48894,0.55795
730,730,2007,Thuringa,At least once per week,0.20279,197,20308,0.17389,0.23045
731,731,2007,Thuringa,At least once per month,0.0702,66,20308,0.0557,0.0867
732,732,2007,Thuringa,Seldom,0.21117,198,20308,0.18135,0.24356
733,733,2007,Thuringa,Never,0.51584,448,20308,0.48373,0.54702
734,734,2008,Schleswig-Holstein,At least once per week,0.43313,232,19160,0.38151,0.4869
735,735,2008,Schleswig-Holstein,At least once per month,0.08471,46,19160,0.06593,0.10211
736,736,2008,Schleswig-Holstein,Seldom,0.19254,89,19160,0.16669,0.2199
737,737,2008,Schleswig-Holstein,Never,0.28962,181,19160,0.2643,0.3228
738,738,2008,Hamburg,At least once per week,0.51926,149,19160,0.44104,0.59624
739,739,2008,Hamburg,Seldom,0.14798,36,19160,0.10919,0.19211
740,740,2008,Hamburg,Never,0.33275,80,19160,0.28811,0.37733
741,741,2008,Lower Saxony,At least once per week,0.41798,777,19160,0.39505,0.44229
742,742,2008,Lower Saxony,At least once per month,0.06688,119,19160,0.05621,0.08119
743,743,2008,Lower Saxony,Seldom,0.18383,284,19160,0.16726,0.20412
744,744,2008,Lower Saxony,Never,0.33131,552,19160,0.31316,0.35066
745,745,2008,Bremen,At least once per week,0.54592,64,19160,0.42092,0.65338
746,746,2008,Bremen,Never,0.45408,35,19160,0.35418,0.54277
747,747,2008,North Rhine-Westphalia,At least once per week,0.37846,1560,19160,0.36121,0.39704
748,748,2008,North Rhine-Westphalia,At least once per month,0.06915,287,19160,0.06254,0.07775
749,749,2008,North Rhine-Westphalia,Seldom,0.19216,742,19160,0.17939,0.20577
750,750,2008,North Rhine-Westphalia,Never,0.36022,1322,19160,0.34508,0.37463
751,751,2008,Hesse,At least once per week,0.43621,626,19160,0.4023,0.46071
752,752,2008,Hesse,At least once per month,0.08359,100,19160,0.07134,0.09918
753,753,2008,Hesse,Seldom,0.15595,182,19160,0.1361,0.17753
754,754,2008,Hesse,Never,0.32426,398,19160,0.30252,0.34599
755,755,2008,"Rhineland-Palatinate, Saarland",At least once per week,0.33496,390,19160,0.3087,0.36727
756,756,2008,"Rhineland-Palatinate, Saarland",At least once per month,0.07524,83,19160,0.06231,0.08657
757,757,2008,"Rhineland-Palatinate, Saarland",Seldom,0.16637,175,19160,0.14598,0.18671
758,758,2008,"Rhineland-Palatinate, Saarland",Never,0.42344,446,19160,0.39963,0.44558
759,759,2008,Baden-Wuerttemberg,At least once per week,0.42964,1026,19160,0.40411,0.45589
760,760,2008,Baden-Wuerttemberg,At least once per month,0.07992,194,19160,0.07037,0.09112
761,761,2008,Baden-Wuerttemberg,Seldom,0.17352,401,19160,0.15874,0.18867
762,762,2008,Baden-Wuerttemberg,Never,0.31692,723,19160,0.30086,0.33654
763,763,2008,Bavaria,At least once per week,0.39875,1181,19160,0.37878,0.41803
764,764,2008,Bavaria,At least once per month,0.09368,250,19160,0.08201,0.10538
765,765,2008,Bavaria,Seldom,0.19466,564,19160,0.18211,0.2102
766,766,2008,Bavaria,Never,0.31291,733,19160,0.29638,0.32845
767,767,2008,Berlin,At least once per week,0.40329,293,19160,0.36159,0.43882
768,768,2008,Berlin,At least once per month,0.10327,79,19160,0.08731,0.11775
769,769,2008,Berlin,Seldom,0.21281,165,19160,0.18784,0.24328
770,770,2008,Berlin,Never,0.28064,181,19160,0.256,0.30831
771,771,2008,Brandenburg,At least once per week,0.31272,268,19160,0.2796,0.35095
772,772,2008,Brandenburg,At least once per month,0.07281,59,19160,0.05312,0.09596
773,773,2008,Brandenburg,Seldom,0.2403,199,19160,0.21685,0.26556
774,774,2008,Brandenburg,Never,0.37417,294,19160,0.34627,0.40463
775,775,2008,Mecklenburg-Western Pomerania,At least once per week,0.30498,170,19160,0.2686,0.33909
776,776,2008,Mecklenburg-Western Pomerania,At least once per month,0.08298,37,19160,0.0628,0.101
777,777,2008,Mecklenburg-Western Pomerania,Seldom,0.15891,77,19160,0.1349,0.19183
778,778,2008,Mecklenburg-Western Pomerania,Never,0.45314,202,19160,0.40852,0.50256
779,779,2008,Saxony,At least once per week,0.36012,518,19160,0.33404,0.38903
780,780,2008,Saxony,At least once per month,0.0649,101,19160,0.05369,0.07553
781,781,2008,Saxony,Seldom,0.20189,290,19160,0.17922,0.22665
782,782,2008,Saxony,Never,0.37309,518,19160,0.35202,0.40191
783,783,2008,Saxony-Anhalt,At least once per week,0.28574,248,19160,0.25785,0.3246
784,784,2008,Saxony-Anhalt,At least once per month,0.04863,42,19160,0.03533,0.06498
785,785,2008,Saxony-Anhalt,Seldom,0.25305,207,19160,0.22208,0.28984
786,786,2008,Saxony-Anhalt,Never,0.41258,315,19160,0.37785,0.45004
787,787,2008,Thuringa,At least once per week,0.29661,265,19160,0.26187,0.33923
788,788,2008,Thuringa,At least once per month,0.06635,58,19160,0.05009,0.08243
789,789,2008,Thuringa,Seldom,0.22313,208,19160,0.19586,0.25637
790,790,2008,Thuringa,Never,0.41391,339,19160,0.38495,0.44353
791,791,2009,Schleswig-Holstein,At least once per week,0.36136,185,17878,0.31289,0.41299
792,792,2009,Schleswig-Holstein,At least once per month,0.064,38,17878,0.04538,0.08165
793,793,2009,Schleswig-Holstein,Seldom,0.19725,82,17878,0.16803,0.23702
794,794,2009,Schleswig-Holstein,Never,0.37738,204,17878,0.34164,0.41801
795,795,2009,Hamburg,At least once per week,0.45998,129,17878,0.38234,0.53121
796,796,2009,Hamburg,Seldom,0.18416,38,17878,0.12984,0.23064
797,797,2009,Hamburg,Never,0.35586,83,17878,0.30127,0.41142
798,798,2009,Lower Saxony,At least once per week,0.39812,655,17878,0.36685,0.42568
799,799,2009,Lower Saxony,At least once per month,0.07197,118,17878,0.05793,0.08812
800,800,2009,Lower Saxony,Seldom,0.17245,270,17878,0.15386,0.18794
801,801,2009,Lower Saxony,Never,0.35746,582,17878,0.33156,0.38036
802,802,2009,Bremen,At least once per week,0.49846,52,17878,0.37535,0.65069
803,803,2009,Bremen,Never,0.50154,38,17878,0.39388,0.61111
804,804,2009,North Rhine-Westphalia,At least once per week,0.35345,1347,17878,0.33282,0.37379
805,805,2009,North Rhine-Westphalia,At least once per month,0.07524,229,17878,0.06608,0.08315
806,806,2009,North Rhine-Westphalia,Seldom,0.17243,618,17878,0.15986,0.18367
807,807,2009,North Rhine-Westphalia,Never,0.39888,1423,17878,0.38086,0.41854
808,808,2009,Hesse,At least once per week,0.38393,516,17878,0.35645,0.42183
809,809,2009,Hesse,At least once per month,0.08301,95,17878,0.06565,0.10338
810,810,2009,Hesse,Seldom,0.19107,200,17878,0.16398,0.21422
811,811,2009,Hesse,Never,0.34199,398,17878,0.31732,0.36932
812,812,2009,"Rhineland-Palatinate, Saarland",At least once per week,0.32992,359,17878,0.29491,0.35903
813,813,2009,"Rhineland-Palatinate, Saarland",At least once per month,0.07184,63,17878,0.0552,0.08993
814,814,2009,"Rhineland-Palatinate, Saarland",Seldom,0.16001,155,17878,0.13955,0.1858
815,815,2009,"Rhineland-Palatinate, Saarland",Never,0.43823,445,17878,0.40716,0.46691
816,816,2009,Baden-Wuerttemberg,At least once per week,0.39897,841,17878,0.37303,0.4266
817,817,2009,Baden-Wuerttemberg,At least once per month,0.09064,197,17878,0.07884,0.10345
818,818,2009,Baden-Wuerttemberg,Seldom,0.19033,388,17878,0.16689,0.20868
819,819,2009,Baden-Wuerttemberg,Never,0.32006,668,17878,0.29921,0.3413
820,820,2009,Bavaria,At least once per week,0.37366,1030,17878,0.35117,0.39915
821,821,2009,Bavaria,At least once per month,0.08051,205,17878,0.0693,0.09252
822,822,2009,Bavaria,Seldom,0.16411,461,17878,0.14891,0.17992
823,823,2009,Bavaria,Never,0.38173,895,17878,0.36095,0.40378
824,824,2009,Berlin,At least once per week,0.36921,251,17878,0.33119,0.40982
825,825,2009,Berlin,At least once per month,0.05708,42,17878,0.04162,0.07449
826,826,2009,Berlin,Seldom,0.20292,145,17878,0.17294,0.23947
827,827,2009,Berlin,Never,0.37079,239,17878,0.33428,0.41019
828,828,2009,Brandenburg,At least once per week,0.26301,208,17878,0.22451,0.30727
829,829,2009,Brandenburg,At least once per month,0.06032,59,17878,0.04953,0.07398
830,830,2009,Brandenburg,Seldom,0.21655,166,17878,0.18817,0.24823
831,831,2009,Brandenburg,Never,0.46012,350,17878,0.42165,0.50921
832,832,2009,Mecklenburg-Western Pomerania,At least once per week,0.24985,129,17878,0.22077,0.28711
833,833,2009,Mecklenburg-Western Pomerania,At least once per month,0.08812,35,17878,0.06234,0.12309
834,834,2009,Mecklenburg-Western Pomerania,Seldom,0.18061,83,17878,0.14145,0.21601
835,835,2009,Mecklenburg-Western Pomerania,Never,0.48142,220,17878,0.4291,0.53236
836,836,2009,Saxony,At least once per week,0.31076,431,17878,0.28332,0.33842
837,837,2009,Saxony,At least once per month,0.05634,97,17878,0.04481,0.06935
838,838,2009,Saxony,Seldom,0.18308,272,17878,0.15909,0.20613
839,839,2009,Saxony,Never,0.44981,558,17878,0.40575,0.48435
840,840,2009,Saxony-Anhalt,At least once per week,0.22822,194,17878,0.19163,0.26879
841,841,2009,Saxony-Anhalt,At least once per month,0.10696,67,17878,0.08169,0.13532
842,842,2009,Saxony-Anhalt,Seldom,0.16217,140,17878,0.13315,0.19202
843,843,2009,Saxony-Anhalt,Never,0.50265,363,17878,0.45852,0.55114
844,844,2009,Thuringa,At least once per week,0.2369,188,17878,0.19652,0.27779
845,845,2009,Thuringa,At least once per month,0.08346,60,17878,0.0637,0.10376
846,846,2009,Thuringa,Seldom,0.18846,175,17878,0.15576,0.22158
847,847,2009,Thuringa,Never,0.49118,399,17878,0.44661,0.52506
848,848,2011,Schleswig-Holstein,At least once per week,0.41878,379,28210,0.37284,0.4622
849,849,2011,Schleswig-Holstein,At least once per month,0.04152,43,28210,0.03013,0.05755
850,850,2011,Schleswig-Holstein,Seldom,0.16958,171,28210,0.14302,0.20018
851,851,2011,Schleswig-Holstein,Never,0.37012,386,28210,0.33282,0.41448
852,852,2011,Hamburg,At least once per week,0.39147,176,28210,0.33125,0.44939
853,853,2011,Hamburg,Seldom,0.12277,52,28210,0.08863,0.16937
854,854,2011,Hamburg,Never,0.48576,171,28210,0.41765,0.56335
855,855,2011,Lower Saxony,At least once per week,0.38479,1014,28210,0.35983,0.41196
856,856,2011,Lower Saxony,At least once per month,0.07104,167,28210,0.05929,0.08482
857,857,2011,Lower Saxony,Seldom,0.1454,403,28210,0.12748,0.16503
858,858,2011,Lower Saxony,Never,0.39877,1046,28210,0.37288,0.42245
859,859,2011,Bremen,At least once per week,0.34711,57,28210,0.25123,0.44174
860,860,2011,Bremen,Seldom,0.16244,32,28210,0.1025,0.23727
861,861,2011,Bremen,Never,0.49045,78,28210,0.4142,0.59884
862,862,2011,North Rhine-Westphalia,At least once per week,0.36765,2143,28210,0.3524,0.38769
863,863,2011,North Rhine-Westphalia,At least once per month,0.05668,296,28210,0.05134,0.0634
864,864,2011,North Rhine-Westphalia,Seldom,0.16075,877,28210,0.14988,0.17332
865,865,2011,North Rhine-Westphalia,Never,0.41492,2390,28210,0.39787,0.43379
866,866,2011,Hesse,At least once per week,0.42013,811,28210,0.39052,0.4524
867,867,2011,Hesse,At least once per month,0.05907,132,28210,0.04729,0.07044
868,868,2011,Hesse,Seldom,0.16576,329,28210,0.14475,0.19257
869,869,2011,Hesse,Never,0.35504,684,28210,0.32911,0.38302
870,870,2011,"Rhineland-Palatinate, Saarland",At least once per week,0.33807,564,28210,0.31047,0.36936
871,871,2011,"Rhineland-Palatinate, Saarland",At least once per month,0.05408,80,28210,0.04203,0.07078
872,872,2011,"Rhineland-Palatinate, Saarland",Seldom,0.15647,249,28210,0.1338,0.1826
873,873,2011,"Rhineland-Palatinate, Saarland",Never,0.45139,708,28210,0.41973,0.48947
874,874,2011,Baden-Wuerttemberg,At least once per week,0.41015,1434,28210,0.38413,0.43642
875,875,2011,Baden-Wuerttemberg,At least once per month,0.06741,274,28210,0.05759,0.07695
876,876,2011,Baden-Wuerttemberg,Seldom,0.15106,536,28210,0.13323,0.16796
877,877,2011,Baden-Wuerttemberg,Never,0.37138,1280,28210,0.34777,0.39243
878,878,2011,Bavaria,At least once per week,0.37113,1746,28210,0.35072,0.39255
879,879,2011,Bavaria,At least once per month,0.07546,324,28210,0.0653,0.08432
880,880,2011,Bavaria,Seldom,0.17711,761,28210,0.16223,0.19249
881,881,2011,Bavaria,Never,0.37631,1578,28210,0.35513,0.39514
882,882,2011,Berlin,At least once per week,0.38914,405,28210,0.35585,0.4183
883,883,2011,Berlin,At least once per month,0.06907,75,28210,0.05045,0.083
884,884,2011,Berlin,Seldom,0.16103,171,28210,0.13724,0.18531
885,885,2011,Berlin,Never,0.38076,363,28210,0.34195,0.4289
886,886,2011,Brandenburg,At least once per week,0.27849,293,28210,0.24127,0.32091
887,887,2011,Brandenburg,At least once per month,0.05217,59,28210,0.0391,0.0678
888,888,2011,Brandenburg,Seldom,0.19994,220,28210,0.17202,0.22828
889,889,2011,Brandenburg,Never,0.4694,567,28210,0.42575,0.50706
890,890,2011,Mecklenburg-Western Pomerania,At least once per week,0.27486,187,28210,0.24327,0.30699
891,891,2011,Mecklenburg-Western Pomerania,At least once per month,0.07306,42,28210,0.04855,0.10804
892,892,2011,Mecklenburg-Western Pomerania,Seldom,0.13952,96,28210,0.10601,0.17879
893,893,2011,Mecklenburg-Western Pomerania,Never,0.51256,331,28210,0.46291,0.57756
894,894,2011,Saxony,At least once per week,0.327,570,28210,0.29929,0.35045
895,895,2011,Saxony,At least once per month,0.05839,121,28210,0.04859,0.06858
896,896,2011,Saxony,Seldom,0.19977,340,28210,0.17519,0.22369
897,897,2011,Saxony,Never,0.41485,802,28210,0.38358,0.44926
898,898,2011,Saxony-Anhalt,At least once per week,0.25432,278,28210,0.21842,0.29408
899,899,2011,Saxony-Anhalt,At least once per month,0.07069,66,28210,0.0549,0.0872
900,900,2011,Saxony-Anhalt,Seldom,0.155,168,28210,0.12702,0.18711
901,901,2011,Saxony-Anhalt,Never,0.51999,583,28210,0.48478,0.56338
902,902,2011,Thuringa,At least once per week,0.2588,290,28210,0.22122,0.29379
903,903,2011,Thuringa,At least once per month,0.06897,79,28210,0.05591,0.08607
904,904,2011,Thuringa,Seldom,0.13762,178,28210,0.11615,0.16578
905,905,2011,Thuringa,Never,0.53461,555,28210,0.49168,0.58288
906,906,2013,Schleswig-Holstein,At least once per week,0.5102,435,25327,0.45691,0.57052
907,907,2013,Schleswig-Holstein,At least once per month,0.04303,34,25327,0.02789,0.06521
908,908,2013,Schleswig-Holstein,Seldom,0.11007,110,25327,0.0889,0.12525
909,909,2013,Schleswig-Holstein,Never,0.3367,323,25327,0.29996,0.3767
910,910,2013,Hamburg,At least once per week,0.49545,200,25327,0.4247,0.57447
911,911,2013,Hamburg,Seldom,0.12369,46,25327,0.08785,0.1646
912,912,2013,Hamburg,Never,0.38085,133,25327,0.30389,0.4538
913,913,2013,Lower Saxony,At least once per week,0.52274,1225,25327,0.48734,0.5532
914,914,2013,Lower Saxony,At least once per month,0.03903,104,25327,0.03195,0.0468
915,915,2013,Lower Saxony,Seldom,0.13846,359,25327,0.12294,0.15156
916,916,2013,Lower Saxony,Never,0.29978,755,25327,0.27944,0.32232
917,917,2013,Bremen,At least once per week,0.71332,96,25327,0.51733,0.96436
918,918,2013,Bremen,Never,0.28668,50,25327,0.20305,0.37523
919,919,2013,North Rhine-Westphalia,At least once per week,0.48639,2440,25327,0.46405,0.50996
920,920,2013,North Rhine-Westphalia,At least once per month,0.04432,218,25327,0.03851,0.05078
921,921,2013,North Rhine-Westphalia,Seldom,0.14273,687,25327,0.13189,0.15917
922,922,2013,North Rhine-Westphalia,Never,0.32656,1738,25327,0.3061,0.34431
923,923,2013,Hesse,At least once per week,0.52428,924,25327,0.48878,0.56074
924,924,2013,Hesse,At least once per month,0.05533,92,25327,0.04126,0.07354
925,925,2013,Hesse,Seldom,0.1225,224,25327,0.10201,0.14369
926,926,2013,Hesse,Never,0.29788,510,25327,0.273,0.32329
927,927,2013,"Rhineland-Palatinate, Saarland",At least once per week,0.4538,619,25327,0.41591,0.48958
928,928,2013,"Rhineland-Palatinate, Saarland",At least once per month,0.05775,65,25327,0.04343,0.07226
929,929,2013,"Rhineland-Palatinate, Saarland",Seldom,0.1329,203,25327,0.11524,0.15249
930,930,2013,"Rhineland-Palatinate, Saarland",Never,0.35555,523,25327,0.32751,0.38204
931,931,2013,Baden-Wuerttemberg,At least once per week,0.53659,1593,25327,0.50111,0.56814
932,932,2013,Baden-Wuerttemberg,At least once per month,0.0486,137,25327,0.04044,0.06169
933,933,2013,Baden-Wuerttemberg,Seldom,0.12808,397,25327,0.11106,0.14683
934,934,2013,Baden-Wuerttemberg,Never,0.28673,867,25327,0.27002,0.30681
935,935,2013,Bavaria,At least once per week,0.4788,2005,25327,0.45311,0.50228
936,936,2013,Bavaria,At least once per month,0.07221,262,25327,0.06112,0.08219
937,937,2013,Bavaria,Seldom,0.14243,588,25327,0.13048,0.15528
938,938,2013,Bavaria,Never,0.30656,1140,25327,0.28989,0.32944
939,939,2013,Berlin,At least once per week,0.50248,484,25327,0.45298,0.55207
940,940,2013,Berlin,At least once per month,0.05386,55,25327,0.03656,0.07412
941,941,2013,Berlin,Seldom,0.13889,139,25327,0.11548,0.15992
942,942,2013,Berlin,Never,0.30477,303,25327,0.27658,0.33452
943,943,2013,Brandenburg,At least once per week,0.38146,396,25327,0.34866,0.4188
944,944,2013,Brandenburg,At least once per month,0.04237,41,25327,0.0274,0.06004
945,945,2013,Brandenburg,Seldom,0.19395,184,25327,0.16023,0.23063
946,946,2013,Brandenburg,Never,0.38222,393,25327,0.3463,0.42333
947,947,2013,Mecklenburg-Western Pomerania,At least once per week,0.40214,235,25327,0.34293,0.46205
948,948,2013,Mecklenburg-Western Pomerania,At least once per month,0.05921,34,25327,0.03433,0.08352
949,949,2013,Mecklenburg-Western Pomerania,Seldom,0.14661,61,25327,0.1105,0.18864
950,950,2013,Mecklenburg-Western Pomerania,Never,0.39205,256,25327,0.34048,0.44659
951,951,2013,Saxony,At least once per week,0.43933,714,25327,0.4053,0.47057
952,952,2013,Saxony,At least once per month,0.05433,100,25327,0.04019,0.06965
953,953,2013,Saxony,Seldom,0.19003,281,25327,0.16711,0.21809
954,954,2013,Saxony,Never,0.3163,605,25327,0.28959,0.34016
955,955,2013,Saxony-Anhalt,At least once per week,0.37044,343,25327,0.33543,0.41937
956,956,2013,Saxony-Anhalt,At least once per month,0.03786,34,25327,0.02673,0.04985
957,957,2013,Saxony-Anhalt,Seldom,0.17602,170,25327,0.14749,0.21053
958,958,2013,Saxony-Anhalt,Never,0.41568,410,25327,0.37389,0.46153
959,959,2013,Thuringa,At least once per week,0.32699,345,25327,0.29111,0.36511
960,960,2013,Thuringa,At least once per month,0.04906,45,25327,0.03935,0.05898
961,961,2013,Thuringa,Seldom,0.17024,175,25327,0.13424,0.19895
962,962,2013,Thuringa,Never,0.4537,422,25327,0.41027,0.50796
963,963,2015,Schleswig-Holstein,At least once per week,0.48254,386,26616,0.43858,0.54554
964,964,2015,Schleswig-Holstein,At least once per month,0.03631,44,26616,0.02631,0.04546
965,965,2015,Schleswig-Holstein,Seldom,0.17053,132,26616,0.13973,0.20076
966,966,2015,Schleswig-Holstein,Never,0.31062,333,26616,0.27624,0.3514
967,967,2015,Hamburg,At least once per week,0.48305,218,26616,0.40908,0.55558
968,968,2015,Hamburg,Seldom,0.09753,53,26616,0.06386,0.14477
969,969,2015,Hamburg,Never,0.41941,172,26616,0.35107,0.49246
970,970,2015,Lower Saxony,At least once per week,0.46367,1148,26616,0.43455,0.49405
971,971,2015,Lower Saxony,At least once per month,0.05019,120,26616,0.04126,0.06034
972,972,2015,Lower Saxony,Seldom,0.11569,343,26616,0.10199,0.13167
973,973,2015,Lower Saxony,Never,0.37045,990,26616,0.34402,0.39808
974,974,2015,Bremen,At least once per week,0.59888,87,26616,0.42258,0.79713
975,975,2015,Bremen,Never,0.40112,70,26616,0.29083,0.49502
976,976,2015,North Rhine-Westphalia,At least once per week,0.43499,2411,26616,0.41143,0.45494
977,977,2015,North Rhine-Westphalia,At least once per month,0.05483,259,26616,0.0463,0.06514
978,978,2015,North Rhine-Westphalia,Seldom,0.13084,714,26616,0.12077,0.1438
979,979,2015,North Rhine-Westphalia,Never,0.37934,2182,26616,0.36147,0.40134
980,980,2015,Hesse,At least once per week,0.47598,892,26616,0.43905,0.51101
981,981,2015,Hesse,At least once per month,0.0493,85,26616,0.03735,0.06024
982,982,2015,Hesse,Seldom,0.13461,267,26616,0.11458,0.15583
983,983,2015,Hesse,Never,0.34011,637,26616,0.31333,0.36927
984,984,2015,"Rhineland-Palatinate, Saarland",At least once per week,0.37538,603,26616,0.33928,0.4095
985,985,2015,"Rhineland-Palatinate, Saarland",At least once per month,0.04993,65,26616,0.03658,0.06447
986,986,2015,"Rhineland-Palatinate, Saarland",Seldom,0.14607,248,26616,0.12439,0.17153
987,987,2015,"Rhineland-Palatinate, Saarland",Never,0.42862,685,26616,0.39697,0.46727
988,988,2015,Baden-Wuerttemberg,At least once per week,0.46552,1434,26616,0.44307,0.49053
989,989,2015,Baden-Wuerttemberg,At least once per month,0.06301,221,26616,0.05333,0.07251
990,990,2015,Baden-Wuerttemberg,Seldom,0.13509,447,26616,0.12005,0.14934
991,991,2015,Baden-Wuerttemberg,Never,0.33637,1101,26616,0.3112,0.35721
992,992,2015,Bavaria,At least once per week,0.442,1928,26616,0.4178,0.47089
993,993,2015,Bavaria,At least once per month,0.06953,286,26616,0.06011,0.08076
994,994,2015,Bavaria,Seldom,0.14667,635,26616,0.13441,0.16056
995,995,2015,Bavaria,Never,0.34179,1511,26616,0.32339,0.3616
996,996,2015,Berlin,At least once per week,0.49676,478,26616,0.44927,0.54103
997,997,2015,Berlin,At least once per month,0.0497,50,26616,0.03573,0.06247
998,998,2015,Berlin,Seldom,0.11071,131,26616,0.08973,0.12975
999,999,2015,Berlin,Never,0.34283,329,26616,0.3085,0.37997
1000,1000,2015,Brandenburg,At least once per week,0.32215,310,26616,0.28663,0.36529
1001,1001,2015,Brandenburg,At least once per month,0.03342,54,26616,0.02201,0.04748
1002,1002,2015,Brandenburg,Seldom,0.16697,157,26616,0.143,0.19706
1003,1003,2015,Brandenburg,Never,0.47747,483,26616,0.43262,0.52078
1004,1004,2015,Mecklenburg-Western Pomerania,At least once per week,0.3458,193,26616,0.30202,0.39653
1005,1005,2015,Mecklenburg-Western Pomerania,Seldom,0.16747,68,26616,0.11676,0.21509
1006,1006,2015,Mecklenburg-Western Pomerania,Never,0.48673,267,26616,0.42604,0.54854
1007,1007,2015,Saxony,At least once per week,0.37645,567,26616,0.34852,0.41164
1008,1008,2015,Saxony,At least once per month,0.07483,116,26616,0.05819,0.09176
1009,1009,2015,Saxony,Seldom,0.14154,205,26616,0.116,0.1737
1010,1010,2015,Saxony,Never,0.40719,639,26616,0.3779,0.44494
1011,1011,2015,Saxony-Anhalt,At least once per week,0.29381,285,26616,0.25312,0.3321
1012,1012,2015,Saxony-Anhalt,At least once per month,0.05619,39,26616,0.04092,0.07496
1013,1013,2015,Saxony-Anhalt,Seldom,0.11942,106,26616,0.09545,0.14805
1014,1014,2015,Saxony-Anhalt,Never,0.53058,463,26616,0.4766,0.58418
