,Unnamed: 0,year,bula_h,pgisced97,ple0005,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
529,529,2008,Thuringa,Upper Secondary Level,Strong,0.15307,85,17117,0.12998,0.18036
530,530,2008,Thuringa,Upper Secondary Level,A Little,0.41407,221,17117,0.36901,0.46262
531,531,2008,Thuringa,Upper Secondary Level,Not at all,0.43285,209,17117,0.37855,0.49762
532,532,2008,Thuringa,Second Stage of Tertiary Education,A Little,0.47758,68,17117,0.37303,0.57977
533,533,2008,Thuringa,Second Stage of Tertiary Education,Not at all,0.52242,91,17117,0.43485,0.62414
534,534,2014,Schleswig-Holstein,Lower Secondary Level,A Little,0.51732,42,24596,0.33594,0.69414
535,535,2014,Schleswig-Holstein,Lower Secondary Level,Not at all,0.48268,54,24596,0.35949,0.61871
536,536,2014,Schleswig-Holstein,Upper Secondary Level,Strong,0.15579,72,24596,0.12131,0.19574
537,537,2014,Schleswig-Holstein,Upper Secondary Level,A Little,0.41595,181,24596,0.35341,0.47294
538,538,2014,Schleswig-Holstein,Upper Secondary Level,Not at all,0.42826,201,24596,0.36943,0.49036
539,539,2014,Schleswig-Holstein,Post-secondary Non-tertiary Level,Not at all,1.0,40,24596,0.76152,1.27587
540,540,2014,Schleswig-Holstein,First Stage of Tertiary Education,Not at all,1.0,32,24596,0.67805,1.39852
541,541,2014,Schleswig-Holstein,Second Stage of Tertiary Education,A Little,0.4435,49,24596,0.29433,0.58335
542,542,2014,Schleswig-Holstein,Second Stage of Tertiary Education,Not at all,0.5565,94,24596,0.44996,0.67067
543,543,2014,Hamburg,Upper Secondary Level,A Little,0.36117,42,24596,0.28367,0.44717
544,544,2014,Hamburg,Upper Secondary Level,Not at all,0.63883,105,24596,0.51423,0.78388
545,545,2014,Hamburg,Second Stage of Tertiary Education,A Little,0.3006,39,24596,0.20536,0.3911
546,546,2014,Hamburg,Second Stage of Tertiary Education,Not at all,0.6994,108,24596,0.51659,0.88005
547,547,2014,Lower Saxony,Pre-primary Level,Not at all,1.0,47,24596,0.68456,1.34859
548,548,2014,Lower Saxony,Primary Level,Not at all,1.0,34,24596,0.62098,1.41681
549,549,2014,Lower Saxony,Lower Secondary Level,Strong,0.21742,68,24596,0.17058,0.27882
550,550,2014,Lower Saxony,Lower Secondary Level,A Little,0.45425,127,24596,0.37755,0.53095
551,551,2014,Lower Saxony,Lower Secondary Level,Not at all,0.32833,159,24596,0.26016,0.38557
552,552,2014,Lower Saxony,Upper Secondary Level,Strong,0.18896,195,24596,0.16688,0.21796
553,553,2014,Lower Saxony,Upper Secondary Level,A Little,0.35755,434,24596,0.31931,0.39086
554,554,2014,Lower Saxony,Upper Secondary Level,Not at all,0.45349,613,24596,0.41274,0.50454
555,555,2014,Lower Saxony,Post-secondary Non-tertiary Level,A Little,0.30125,53,24596,0.22187,0.38455
556,556,2014,Lower Saxony,Post-secondary Non-tertiary Level,Not at all,0.69875,110,24596,0.53845,0.87688
557,557,2014,Lower Saxony,First Stage of Tertiary Education,A Little,0.53753,59,24596,0.39342,0.6992
558,558,2014,Lower Saxony,First Stage of Tertiary Education,Not at all,0.46247,60,24596,0.34295,0.58574
559,559,2014,Lower Saxony,Second Stage of Tertiary Education,Strong,0.08616,33,24596,0.05745,0.11681
560,560,2014,Lower Saxony,Second Stage of Tertiary Education,A Little,0.3525,171,24596,0.29833,0.41504
561,561,2014,Lower Saxony,Second Stage of Tertiary Education,Not at all,0.56134,301,24596,0.47443,0.65917
562,562,2014,Bremen,Upper Secondary Level,Not at all,1.0,45,24596,0.62136,1.4675
563,563,2014,North Rhine-Westphalia,Pre-primary Level,Not at all,1.0,91,24596,0.78551,1.22464
564,564,2014,North Rhine-Westphalia,Primary Level,Strong,0.24293,31,24596,0.15997,0.33726
565,565,2014,North Rhine-Westphalia,Primary Level,A Little,0.33322,51,24596,0.24543,0.45422
566,566,2014,North Rhine-Westphalia,Primary Level,Not at all,0.42385,71,24596,0.34515,0.53385
567,567,2014,North Rhine-Westphalia,Lower Secondary Level,Strong,0.23009,126,24596,0.18877,0.26316
568,568,2014,North Rhine-Westphalia,Lower Secondary Level,A Little,0.33803,244,24596,0.29381,0.38491
569,569,2014,North Rhine-Westphalia,Lower Secondary Level,Not at all,0.43189,398,24596,0.38068,0.49632
570,570,2014,North Rhine-Westphalia,Upper Secondary Level,Strong,0.19605,398,24596,0.18284,0.21458
571,571,2014,North Rhine-Westphalia,Upper Secondary Level,A Little,0.36539,808,24596,0.34241,0.38438
572,572,2014,North Rhine-Westphalia,Upper Secondary Level,Not at all,0.43856,1193,24596,0.40597,0.46894
573,573,2014,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Strong,0.09804,49,24596,0.07266,0.13203
574,574,2014,North Rhine-Westphalia,Post-secondary Non-tertiary Level,A Little,0.27222,167,24596,0.22342,0.32649
575,575,2014,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not at all,0.62974,381,24596,0.55954,0.72846
576,576,2014,North Rhine-Westphalia,First Stage of Tertiary Education,Strong,0.13633,36,24596,0.09914,0.17545
577,577,2014,North Rhine-Westphalia,First Stage of Tertiary Education,A Little,0.41499,107,24596,0.32988,0.50719
578,578,2014,North Rhine-Westphalia,First Stage of Tertiary Education,Not at all,0.44869,146,24596,0.37051,0.54918
579,579,2014,North Rhine-Westphalia,Second Stage of Tertiary Education,Strong,0.10573,104,24596,0.08706,0.1266
580,580,2014,North Rhine-Westphalia,Second Stage of Tertiary Education,A Little,0.28775,318,24596,0.25439,0.32705
581,581,2014,North Rhine-Westphalia,Second Stage of Tertiary Education,Not at all,0.60652,734,24596,0.5537,0.65469
582,582,2014,Hesse,Pre-primary Level,Not at all,1.0,40,24596,0.67214,1.38851
583,583,2014,Hesse,Lower Secondary Level,Strong,0.37009,61,24596,0.31207,0.45205
584,584,2014,Hesse,Lower Secondary Level,A Little,0.27281,61,24596,0.20143,0.32486
585,585,2014,Hesse,Lower Secondary Level,Not at all,0.3571,84,24596,0.27459,0.4242
586,586,2014,Hesse,Upper Secondary Level,Strong,0.18833,124,24596,0.15873,0.2212
587,587,2014,Hesse,Upper Secondary Level,A Little,0.3839,287,24596,0.34095,0.43187
588,588,2014,Hesse,Upper Secondary Level,Not at all,0.42777,363,24596,0.38197,0.481
589,589,2014,Hesse,Post-secondary Non-tertiary Level,A Little,0.30802,46,24596,0.17668,0.43554
590,590,2014,Hesse,Post-secondary Non-tertiary Level,Not at all,0.69198,98,24596,0.52932,0.89742
591,591,2014,Hesse,First Stage of Tertiary Education,A Little,0.41552,35,24596,0.2549,0.63001
592,592,2014,Hesse,First Stage of Tertiary Education,Not at all,0.58448,41,24596,0.4265,0.75158
593,593,2014,Hesse,Second Stage of Tertiary Education,Strong,0.09142,44,24596,0.06624,0.12123
594,594,2014,Hesse,Second Stage of Tertiary Education,A Little,0.27187,154,24596,0.22158,0.31421
595,595,2014,Hesse,Second Stage of Tertiary Education,Not at all,0.63671,330,24596,0.55833,0.70669
596,596,2014,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Strong,0.19603,41,24596,0.14033,0.24034
597,597,2014,"Rhineland-Palatinate, Saarland",Lower Secondary Level,A Little,0.35632,88,24596,0.29658,0.43237
598,598,2014,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not at all,0.44766,137,24596,0.36268,0.53359
599,599,2014,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Strong,0.15266,92,24596,0.13499,0.17077
600,600,2014,"Rhineland-Palatinate, Saarland",Upper Secondary Level,A Little,0.3979,263,24596,0.3513,0.44371
601,601,2014,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not at all,0.44944,392,24596,0.39386,0.4973
602,602,2014,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,A Little,0.33192,31,24596,0.20941,0.49096
603,603,2014,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not at all,0.66808,68,24596,0.46376,0.976
604,604,2014,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,A Little,0.47942,36,24596,0.34355,0.62701
605,605,2014,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Not at all,0.52058,51,24596,0.36594,0.67633
606,606,2014,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,A Little,0.33273,87,24596,0.26773,0.40902
607,607,2014,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not at all,0.66727,163,24596,0.55793,0.78555
608,608,2014,Baden-Wuerttemberg,Pre-primary Level,Not at all,1.0,44,24596,0.70855,1.29503
609,609,2014,Baden-Wuerttemberg,Lower Secondary Level,Strong,0.24195,76,24596,0.19436,0.29644
610,610,2014,Baden-Wuerttemberg,Lower Secondary Level,A Little,0.3329,118,24596,0.28177,0.38656
611,611,2014,Baden-Wuerttemberg,Lower Secondary Level,Not at all,0.42515,216,24596,0.37087,0.49771
612,612,2014,Baden-Wuerttemberg,Upper Secondary Level,Strong,0.14289,179,24596,0.12015,0.1602
613,613,2014,Baden-Wuerttemberg,Upper Secondary Level,A Little,0.3584,466,24596,0.32842,0.39117
614,614,2014,Baden-Wuerttemberg,Upper Secondary Level,Not at all,0.49871,772,24596,0.45579,0.54159
615,615,2014,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,A Little,0.43757,80,24596,0.33249,0.54171
616,616,2014,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not at all,0.56243,130,24596,0.44829,0.70743
617,617,2014,Baden-Wuerttemberg,First Stage of Tertiary Education,A Little,0.42355,73,24596,0.32641,0.53744
618,618,2014,Baden-Wuerttemberg,First Stage of Tertiary Education,Not at all,0.57645,112,24596,0.46942,0.69723
619,619,2014,Baden-Wuerttemberg,Second Stage of Tertiary Education,Strong,0.06199,50,24596,0.04619,0.07707
620,620,2014,Baden-Wuerttemberg,Second Stage of Tertiary Education,A Little,0.29261,221,24596,0.24677,0.34059
621,621,2014,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not at all,0.6454,527,24596,0.58038,0.7295
622,622,2014,Bavaria,Pre-primary Level,Not at all,1.0,62,24596,0.76847,1.24555
623,623,2014,Bavaria,Lower Secondary Level,Strong,0.23934,96,24596,0.19481,0.28525
624,624,2014,Bavaria,Lower Secondary Level,A Little,0.33295,152,24596,0.28796,0.39726
625,625,2014,Bavaria,Lower Secondary Level,Not at all,0.42771,244,24596,0.35971,0.49559
626,626,2014,Bavaria,Upper Secondary Level,Strong,0.1582,287,24596,0.14309,0.17499
627,627,2014,Bavaria,Upper Secondary Level,A Little,0.35068,700,24596,0.31896,0.38019
628,628,2014,Bavaria,Upper Secondary Level,Not at all,0.49113,1175,24596,0.46092,0.52101
629,629,2014,Bavaria,Post-secondary Non-tertiary Level,A Little,0.26282,80,24596,0.18338,0.34043
630,630,2014,Bavaria,Post-secondary Non-tertiary Level,Not at all,0.73718,188,24596,0.58581,0.86448
631,631,2014,Bavaria,First Stage of Tertiary Education,Strong,0.12124,36,24596,0.08975,0.15908
632,632,2014,Bavaria,First Stage of Tertiary Education,A Little,0.41826,110,24596,0.33383,0.54735
633,633,2014,Bavaria,First Stage of Tertiary Education,Not at all,0.4605,132,24596,0.37828,0.5861
634,634,2014,Bavaria,Second Stage of Tertiary Education,Strong,0.08956,77,24596,0.07144,0.11289
635,635,2014,Bavaria,Second Stage of Tertiary Education,A Little,0.27052,255,24596,0.23054,0.3115
636,636,2014,Bavaria,Second Stage of Tertiary Education,Not at all,0.63992,618,24596,0.58957,0.70368
637,637,2014,Berlin,Upper Secondary Level,Strong,0.24561,75,24596,0.20786,0.29088
638,638,2014,Berlin,Upper Secondary Level,A Little,0.40367,147,24596,0.35751,0.45683
639,639,2014,Berlin,Upper Secondary Level,Not at all,0.35072,152,24596,0.29483,0.42269
640,640,2014,Berlin,Post-secondary Non-tertiary Level,Not at all,1.0,46,24596,0.70293,1.32182
641,641,2014,Berlin,Second Stage of Tertiary Education,Strong,0.13885,43,24596,0.1053,0.17768
642,642,2014,Berlin,Second Stage of Tertiary Education,A Little,0.30551,118,24596,0.24519,0.37644
643,643,2014,Berlin,Second Stage of Tertiary Education,Not at all,0.55563,219,24596,0.4807,0.63181
644,644,2014,Brandenburg,Upper Secondary Level,Strong,0.21021,106,24596,0.18114,0.24123
645,645,2014,Brandenburg,Upper Secondary Level,A Little,0.45469,217,24596,0.38813,0.5185
646,646,2014,Brandenburg,Upper Secondary Level,Not at all,0.3351,168,24596,0.29146,0.39012
647,647,2014,Brandenburg,Post-secondary Non-tertiary Level,Not at all,1.0,47,24596,0.6712,1.32513
648,648,2014,Brandenburg,Second Stage of Tertiary Education,Strong,0.17832,42,24596,0.14202,0.22378
649,649,2014,Brandenburg,Second Stage of Tertiary Education,A Little,0.50193,124,24596,0.40867,0.60486
650,650,2014,Brandenburg,Second Stage of Tertiary Education,Not at all,0.31975,94,24596,0.25315,0.38248
651,651,2014,Mecklenburg-Western Pomerania,Upper Secondary Level,Strong,0.20103,50,24596,0.15012,0.25718
652,652,2014,Mecklenburg-Western Pomerania,Upper Secondary Level,A Little,0.39778,106,24596,0.32833,0.48809
653,653,2014,Mecklenburg-Western Pomerania,Upper Secondary Level,Not at all,0.40119,126,24596,0.32435,0.484
654,654,2014,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,A Little,0.53305,61,24596,0.39214,0.71911
655,655,2014,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not at all,0.46695,57,24596,0.35991,0.5807
656,656,2014,Saxony,Lower Secondary Level,A Little,0.42159,41,24596,0.26342,0.58999
657,657,2014,Saxony,Lower Secondary Level,Not at all,0.57841,41,24596,0.36608,0.77917
658,658,2014,Saxony,Upper Secondary Level,Strong,0.15671,117,24596,0.14131,0.18094
659,659,2014,Saxony,Upper Secondary Level,A Little,0.44939,352,24596,0.39822,0.51059
660,660,2014,Saxony,Upper Secondary Level,Not at all,0.39391,371,24596,0.35102,0.43932
661,661,2014,Saxony,Post-secondary Non-tertiary Level,Not at all,1.0,48,24596,0.60561,1.43427
662,662,2014,Saxony,First Stage of Tertiary Education,A Little,0.43921,46,24596,0.32645,0.54839
663,663,2014,Saxony,First Stage of Tertiary Education,Not at all,0.56079,59,24596,0.36346,0.74189
664,664,2014,Saxony,Second Stage of Tertiary Education,Strong,0.1295,53,24596,0.10361,0.15628
665,665,2014,Saxony,Second Stage of Tertiary Education,A Little,0.35569,151,24596,0.30171,0.40707
666,666,2014,Saxony,Second Stage of Tertiary Education,Not at all,0.51481,234,24596,0.42651,0.61157
667,667,2014,Saxony-Anhalt,Lower Secondary Level,Not at all,1.0,41,24596,0.52063,1.73833
668,668,2014,Saxony-Anhalt,Upper Secondary Level,Strong,0.16087,74,24596,0.13506,0.19429
669,669,2014,Saxony-Anhalt,Upper Secondary Level,A Little,0.42673,222,24596,0.37331,0.48188
670,670,2014,Saxony-Anhalt,Upper Secondary Level,Not at all,0.4124,213,24596,0.35838,0.49123
671,671,2014,Saxony-Anhalt,Second Stage of Tertiary Education,A Little,0.49751,97,24596,0.41621,0.57406
672,672,2014,Saxony-Anhalt,Second Stage of Tertiary Education,Not at all,0.50249,101,24596,0.40583,0.59584
673,673,2014,Thuringa,Upper Secondary Level,Strong,0.17471,94,24596,0.15012,0.19955
674,674,2014,Thuringa,Upper Secondary Level,A Little,0.4454,255,24596,0.38743,0.51548
675,675,2014,Thuringa,Upper Secondary Level,Not at all,0.37989,216,24596,0.33387,0.42925
676,676,2014,Thuringa,Post-secondary Non-tertiary Level,Not at all,1.0,31,24596,0.74365,1.25812
677,677,2014,Thuringa,First Stage of Tertiary Education,A Little,1.0,34,24596,0.61804,1.46584
678,678,2014,Thuringa,Second Stage of Tertiary Education,A Little,0.40844,72,24596,0.31066,0.50643
679,679,2014,Thuringa,Second Stage of Tertiary Education,Not at all,0.59156,121,24596,0.49416,0.71564
680,680,2016,Schleswig-Holstein,Primary Level,Not at all,1.0,33,24448,0.33404,2.0423
681,681,2016,Schleswig-Holstein,Lower Secondary Level,A Little,0.5201,53,24448,0.3518,0.71239
682,682,2016,Schleswig-Holstein,Lower Secondary Level,Not at all,0.4799,66,24448,0.33101,0.71283
683,683,2016,Schleswig-Holstein,Upper Secondary Level,Strong,0.13213,64,24448,0.10306,0.16497
684,684,2016,Schleswig-Holstein,Upper Secondary Level,A Little,0.40685,149,24448,0.32605,0.4923
685,685,2016,Schleswig-Holstein,Upper Secondary Level,Not at all,0.46102,201,24448,0.37954,0.54051
686,686,2016,Schleswig-Holstein,Post-secondary Non-tertiary Level,Not at all,1.0,39,24448,0.70126,1.33863
687,687,2016,Schleswig-Holstein,Second Stage of Tertiary Education,A Little,0.41749,60,24448,0.27918,0.58057
688,688,2016,Schleswig-Holstein,Second Stage of Tertiary Education,Not at all,0.58251,116,24448,0.44806,0.72809
689,689,2016,Hamburg,Upper Secondary Level,A Little,0.38045,44,24448,0.29269,0.48622
690,690,2016,Hamburg,Upper Secondary Level,Not at all,0.61955,85,24448,0.47603,0.76
691,691,2016,Hamburg,Second Stage of Tertiary Education,A Little,0.25902,36,24448,0.16748,0.34618
692,692,2016,Hamburg,Second Stage of Tertiary Education,Not at all,0.74098,114,24448,0.57351,0.85913
693,693,2016,Lower Saxony,Pre-primary Level,Not at all,1.0,31,24448,0.59244,1.65662
694,694,2016,Lower Saxony,Primary Level,A Little,0.50128,55,24448,0.22232,0.82934
695,695,2016,Lower Saxony,Primary Level,Not at all,0.49872,114,24448,0.27797,0.80807
696,696,2016,Lower Saxony,Lower Secondary Level,Strong,0.25895,63,24448,0.19811,0.32128
697,697,2016,Lower Saxony,Lower Secondary Level,A Little,0.38253,116,24448,0.30077,0.46824
698,698,2016,Lower Saxony,Lower Secondary Level,Not at all,0.35852,180,24448,0.2667,0.44737
699,699,2016,Lower Saxony,Upper Secondary Level,Strong,0.16849,175,24448,0.15019,0.19124
700,700,2016,Lower Saxony,Upper Secondary Level,A Little,0.3937,419,24448,0.34643,0.43419
701,701,2016,Lower Saxony,Upper Secondary Level,Not at all,0.4378,545,24448,0.39403,0.49595
702,702,2016,Lower Saxony,Post-secondary Non-tertiary Level,A Little,0.34592,63,24448,0.24616,0.45087
703,703,2016,Lower Saxony,Post-secondary Non-tertiary Level,Not at all,0.65408,133,24448,0.52655,0.77629
704,704,2016,Lower Saxony,First Stage of Tertiary Education,A Little,0.53717,49,24448,0.37632,0.76398
705,705,2016,Lower Saxony,First Stage of Tertiary Education,Not at all,0.46283,45,24448,0.33792,0.65183
706,706,2016,Lower Saxony,Second Stage of Tertiary Education,Strong,0.10377,41,24448,0.06566,0.1463
707,707,2016,Lower Saxony,Second Stage of Tertiary Education,A Little,0.3078,166,24448,0.25213,0.35747
708,708,2016,Lower Saxony,Second Stage of Tertiary Education,Not at all,0.58844,362,24448,0.49495,0.67888
709,709,2016,Bremen,Upper Secondary Level,Not at all,1.0,56,24448,0.53109,1.66543
710,710,2016,Bremen,Second Stage of Tertiary Education,Not at all,1.0,34,24448,0.50795,1.48479
711,711,2016,North Rhine-Westphalia,Pre-primary Level,Not at all,1.0,83,24448,0.71703,1.36583
712,712,2016,North Rhine-Westphalia,Primary Level,Strong,0.2204,46,24448,0.13354,0.30359
713,713,2016,North Rhine-Westphalia,Primary Level,A Little,0.27791,97,24448,0.13742,0.45876
714,714,2016,North Rhine-Westphalia,Primary Level,Not at all,0.50168,206,24448,0.40166,0.62785
715,715,2016,North Rhine-Westphalia,Lower Secondary Level,Strong,0.21029,110,24448,0.17228,0.25235
716,716,2016,North Rhine-Westphalia,Lower Secondary Level,A Little,0.33372,203,24448,0.28253,0.39886
717,717,2016,North Rhine-Westphalia,Lower Secondary Level,Not at all,0.45599,405,24448,0.3848,0.5146
718,718,2016,North Rhine-Westphalia,Upper Secondary Level,Strong,0.19424,339,24448,0.17676,0.21363
719,719,2016,North Rhine-Westphalia,Upper Secondary Level,A Little,0.35894,722,24448,0.33166,0.38702
720,720,2016,North Rhine-Westphalia,Upper Secondary Level,Not at all,0.44682,1199,24448,0.41538,0.47369
721,721,2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Strong,0.11567,58,24448,0.08269,0.15706
722,722,2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,A Little,0.2679,157,24448,0.22163,0.31988
723,723,2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not at all,0.61643,355,24448,0.52698,0.7031
724,724,2016,North Rhine-Westphalia,First Stage of Tertiary Education,Strong,0.15756,38,24448,0.11074,0.20756
725,725,2016,North Rhine-Westphalia,First Stage of Tertiary Education,A Little,0.42181,99,24448,0.33185,0.51226
726,726,2016,North Rhine-Westphalia,First Stage of Tertiary Education,Not at all,0.42064,111,24448,0.31923,0.53311
727,727,2016,North Rhine-Westphalia,Second Stage of Tertiary Education,Strong,0.09325,99,24448,0.07463,0.11628
728,728,2016,North Rhine-Westphalia,Second Stage of Tertiary Education,A Little,0.30917,346,24448,0.26853,0.35137
729,729,2016,North Rhine-Westphalia,Second Stage of Tertiary Education,Not at all,0.59757,772,24448,0.54352,0.65508
730,730,2016,Hesse,Primary Level,Not at all,1.0,58,24448,0.28769,1.91548
731,731,2016,Hesse,Lower Secondary Level,Strong,0.27827,49,24448,0.21504,0.33503
732,732,2016,Hesse,Lower Secondary Level,A Little,0.27095,65,24448,0.1956,0.36193
733,733,2016,Hesse,Lower Secondary Level,Not at all,0.45078,98,24448,0.34542,0.59402
734,734,2016,Hesse,Upper Secondary Level,Strong,0.18305,101,24448,0.14654,0.21956
735,735,2016,Hesse,Upper Secondary Level,A Little,0.36814,266,24448,0.32495,0.42498
736,736,2016,Hesse,Upper Secondary Level,Not at all,0.44881,348,24448,0.39204,0.5128
737,737,2016,Hesse,Post-secondary Non-tertiary Level,A Little,0.2344,36,24448,0.12205,0.37908
738,738,2016,Hesse,Post-secondary Non-tertiary Level,Not at all,0.7656,94,24448,0.60211,0.92179
739,739,2016,Hesse,First Stage of Tertiary Education,Not at all,1.0,32,24448,0.72733,1.32243
740,740,2016,Hesse,Second Stage of Tertiary Education,Strong,0.08649,42,24448,0.05255,0.11803
741,741,2016,Hesse,Second Stage of Tertiary Education,A Little,0.32933,166,24448,0.2765,0.40721
742,742,2016,Hesse,Second Stage of Tertiary Education,Not at all,0.58418,292,24448,0.51039,0.66474
743,743,2016,"Rhineland-Palatinate, Saarland",Primary Level,Not at all,1.0,47,24448,0.61021,1.51309
744,744,2016,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Strong,0.19321,43,24448,0.13641,0.24728
745,745,2016,"Rhineland-Palatinate, Saarland",Lower Secondary Level,A Little,0.35045,93,24448,0.27289,0.45167
746,746,2016,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not at all,0.45634,165,24448,0.36774,0.56652
747,747,2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Strong,0.12876,87,24448,0.10397,0.15355
748,748,2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,A Little,0.39112,257,24448,0.33536,0.44254
749,749,2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not at all,0.48012,378,24448,0.41015,0.53866
750,750,2016,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,A Little,0.26906,40,24448,0.17919,0.40205
751,751,2016,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not at all,0.73094,84,24448,0.49657,1.05678
752,752,2016,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,A Little,0.48092,36,24448,0.35193,0.62234
753,753,2016,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Not at all,0.51908,49,24448,0.401,0.65714
754,754,2016,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,A Little,0.37871,98,24448,0.28038,0.47443
755,755,2016,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not at all,0.62129,198,24448,0.52605,0.7335
756,756,2016,Baden-Wuerttemberg,Pre-primary Level,Not at all,1.0,31,24448,0.64046,1.52502
757,757,2016,Baden-Wuerttemberg,Primary Level,A Little,0.47122,51,24448,0.14623,0.90357
758,758,2016,Baden-Wuerttemberg,Primary Level,Not at all,0.52878,78,24448,0.22807,0.89756
759,759,2016,Baden-Wuerttemberg,Lower Secondary Level,Strong,0.22147,59,24448,0.17197,0.28063
760,760,2016,Baden-Wuerttemberg,Lower Secondary Level,A Little,0.38166,129,24448,0.31215,0.47135
761,761,2016,Baden-Wuerttemberg,Lower Secondary Level,Not at all,0.39687,203,24448,0.33278,0.47345
762,762,2016,Baden-Wuerttemberg,Upper Secondary Level,Strong,0.14578,149,24448,0.12043,0.16997
763,763,2016,Baden-Wuerttemberg,Upper Secondary Level,A Little,0.36815,436,24448,0.33397,0.40662
764,764,2016,Baden-Wuerttemberg,Upper Secondary Level,Not at all,0.48607,655,24448,0.44533,0.53305
765,765,2016,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Strong,0.14156,31,24448,0.09101,0.19907
766,766,2016,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,A Little,0.36731,72,24448,0.27635,0.48186
767,767,2016,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not at all,0.49114,160,24448,0.38332,0.61508
768,768,2016,Baden-Wuerttemberg,First Stage of Tertiary Education,A Little,0.36738,68,24448,0.27413,0.49202
769,769,2016,Baden-Wuerttemberg,First Stage of Tertiary Education,Not at all,0.63262,94,24448,0.52699,0.78461
770,770,2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,Strong,0.07281,54,24448,0.04957,0.09731
771,771,2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,A Little,0.32657,252,24448,0.2806,0.38722
772,772,2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not at all,0.60062,518,24448,0.52733,0.65978
773,773,2016,Bavaria,Pre-primary Level,Not at all,1.0,39,24448,0.50108,1.65911
774,774,2016,Bavaria,Primary Level,A Little,0.36825,49,24448,0.17635,0.58764
775,775,2016,Bavaria,Primary Level,Not at all,0.63175,100,24448,0.34113,1.04887
776,776,2016,Bavaria,Lower Secondary Level,Strong,0.23666,83,24448,0.19488,0.28419
777,777,2016,Bavaria,Lower Secondary Level,A Little,0.38357,153,24448,0.31106,0.46439
778,778,2016,Bavaria,Lower Secondary Level,Not at all,0.37977,221,24448,0.30368,0.46264
779,779,2016,Bavaria,Upper Secondary Level,Strong,0.16451,258,24448,0.14484,0.19261
780,780,2016,Bavaria,Upper Secondary Level,A Little,0.39888,706,24448,0.36304,0.42885
781,781,2016,Bavaria,Upper Secondary Level,Not at all,0.43661,952,24448,0.40711,0.47109
782,782,2016,Bavaria,Post-secondary Non-tertiary Level,A Little,0.38487,100,24448,0.29488,0.49571
783,783,2016,Bavaria,Post-secondary Non-tertiary Level,Not at all,0.61513,181,24448,0.47123,0.76227
784,784,2016,Bavaria,First Stage of Tertiary Education,A Little,0.51338,103,24448,0.36212,0.67653
785,785,2016,Bavaria,First Stage of Tertiary Education,Not at all,0.48662,110,24448,0.38768,0.58196
786,786,2016,Bavaria,Second Stage of Tertiary Education,Strong,0.08555,68,24448,0.06633,0.10882
787,787,2016,Bavaria,Second Stage of Tertiary Education,A Little,0.27601,255,24448,0.23392,0.31842
788,788,2016,Bavaria,Second Stage of Tertiary Education,Not at all,0.63844,649,24448,0.57232,0.6952
789,789,2016,Berlin,Lower Secondary Level,Not at all,1.0,42,24448,0.65646,1.41632
790,790,2016,Berlin,Upper Secondary Level,Strong,0.25891,72,24448,0.20069,0.31429
791,791,2016,Berlin,Upper Secondary Level,A Little,0.33256,117,24448,0.27378,0.39808
792,792,2016,Berlin,Upper Secondary Level,Not at all,0.40853,151,24448,0.34004,0.48239
793,793,2016,Berlin,Post-secondary Non-tertiary Level,Not at all,1.0,43,24448,0.70011,1.25879
