year,pgisced97,quintil_oecd,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Lower Secondary Level,5th Quintile,Not at all,0.50158,72,125,0.41357,0.58958
2020,Upper Secondary Level,1st Quintile,Strong,0.25117,497,2437,0.23394,0.26839
2020,Upper Secondary Level,1st Quintile,A Little,0.35697,895,2437,0.33794,0.37600
2020,Upper Secondary Level,1st Quintile,Not at all,0.39186,1045,2437,0.37248,0.41125
2020,Upper Secondary Level,2nd Quintile,Strong,0.18352,437,2541,0.16847,0.19858
2020,Upper Secondary Level,2nd Quintile,A Little,0.42724,1043,2541,0.40801,0.44648
2020,Upper Secondary Level,2nd Quintile,Not at all,0.38923,1061,2541,0.37027,0.40819
2020,Upper Secondary Level,3rd Quintile,Strong,0.17256,303,2053,0.15621,0.18891
2020,Upper Secondary Level,3rd Quintile,A Little,0.42962,841,2053,0.40820,0.45104
2020,Upper Secondary Level,3rd Quintile,Not at all,0.39782,909,2053,0.37664,0.41900
2020,Upper Secondary Level,4th Quintile,Strong,0.13379,236,1952,0.11868,0.14889
2020,Upper Secondary Level,4th Quintile,A Little,0.43306,827,1952,0.41108,0.45505
2020,Upper Secondary Level,4th Quintile,Not at all,0.43315,889,1952,0.41116,0.45514
2020,Upper Secondary Level,5th Quintile,Strong,0.10118,147,1635,0.08656,0.11580
2020,Upper Secondary Level,5th Quintile,A Little,0.40873,648,1635,0.38490,0.43257
2020,Upper Secondary Level,5th Quintile,Not at all,0.49008,840,1635,0.46584,0.51432
2020,Post-secondary Non-tertiary Level,1st Quintile,Strong,0.08428,49,405,0.05719,0.11137
2020,Post-secondary Non-tertiary Level,1st Quintile,A Little,0.28642,132,405,0.24233,0.33050
2020,Post-secondary Non-tertiary Level,1st Quintile,Not at all,0.62930,224,405,0.58221,0.67640
2020,Post-secondary Non-tertiary Level,2nd Quintile,Strong,0.10726,41,401,0.07694,0.13759
2020,Post-secondary Non-tertiary Level,2nd Quintile,A Little,0.38485,149,401,0.33716,0.43253
2020,Post-secondary Non-tertiary Level,2nd Quintile,Not at all,0.50789,211,401,0.45889,0.55688
2020,Post-secondary Non-tertiary Level,3rd Quintile,A Little,0.39406,160,389,0.34544,0.44269
2020,Post-secondary Non-tertiary Level,3rd Quintile,Not at all,0.54187,229,389,0.49229,0.59145
2020,Post-secondary Non-tertiary Level,4th Quintile,A Little,0.36246,151,393,0.31488,0.41005
2020,Post-secondary Non-tertiary Level,4th Quintile,Not at all,0.55464,242,393,0.50544,0.60384
2020,Post-secondary Non-tertiary Level,5th Quintile,Strong,0.07659,31,485,0.05290,0.10028
2020,Post-secondary Non-tertiary Level,5th Quintile,A Little,0.29244,161,485,0.25191,0.33297
2020,Post-secondary Non-tertiary Level,5th Quintile,Not at all,0.63097,293,485,0.58798,0.67396
2020,First Stage of Tertiary Education,1st Quintile,A Little,0.33379,33,82,0.23109,0.43649
2020,First Stage of Tertiary Education,1st Quintile,Not at all,0.39093,49,82,0.28466,0.49719
2020,First Stage of Tertiary Education,2nd Quintile,Strong,0.18333,45,232,0.13343,0.23323
2020,First Stage of Tertiary Education,2nd Quintile,A Little,0.43405,104,232,0.37013,0.49796
2020,First Stage of Tertiary Education,2nd Quintile,Not at all,0.38262,83,232,0.31995,0.44530
2020,First Stage of Tertiary Education,3rd Quintile,Strong,0.15230,39,270,0.10936,0.19524
2020,First Stage of Tertiary Education,3rd Quintile,A Little,0.43716,107,270,0.37788,0.49644
2020,First Stage of Tertiary Education,3rd Quintile,Not at all,0.41054,124,270,0.35176,0.46933
2020,First Stage of Tertiary Education,4th Quintile,A Little,0.40872,158,326,0.35527,0.46217
2020,First Stage of Tertiary Education,4th Quintile,Not at all,0.54455,168,326,0.49040,0.59869
2020,First Stage of Tertiary Education,5th Quintile,Strong,0.09271,36,494,0.06711,0.11831
2020,First Stage of Tertiary Education,5th Quintile,A Little,0.43422,214,494,0.39046,0.47797
2020,First Stage of Tertiary Education,5th Quintile,Not at all,0.47307,244,494,0.42900,0.51714
2020,Second Stage of Tertiary Education,1st Quintile,Strong,0.15351,136,876,0.12963,0.17740
2020,Second Stage of Tertiary Education,1st Quintile,A Little,0.30053,271,876,0.27015,0.33090
2020,Second Stage of Tertiary Education,1st Quintile,Not at all,0.54596,469,876,0.51297,0.57895
2020,Second Stage of Tertiary Education,2nd Quintile,Strong,0.11532,78,694,0.09154,0.13910
2020,Second Stage of Tertiary Education,2nd Quintile,A Little,0.35730,256,694,0.32162,0.39298
2020,Second Stage of Tertiary Education,2nd Quintile,Not at all,0.52739,360,694,0.49021,0.56456
2020,Second Stage of Tertiary Education,3rd Quintile,Strong,0.10383,91,968,0.08461,0.12306
2020,Second Stage of Tertiary Education,3rd Quintile,A Little,0.31458,320,968,0.28531,0.34384
2020,Second Stage of Tertiary Education,3rd Quintile,Not at all,0.58159,557,968,0.55050,0.61268
2020,Second Stage of Tertiary Education,4th Quintile,Strong,0.05672,94,1441,0.04478,0.06867
2020,Second Stage of Tertiary Education,4th Quintile,A Little,0.35705,475,1441,0.33230,0.38179
2020,Second Stage of Tertiary Education,4th Quintile,Not at all,0.58623,872,1441,0.56079,0.61167
2020,Second Stage of Tertiary Education,5th Quintile,Strong,0.06877,182,3058,0.05980,0.07774
2020,Second Stage of Tertiary Education,5th Quintile,A Little,0.33259,1021,3058,0.31589,0.34930
2020,Second Stage of Tertiary Education,5th Quintile,Not at all,0.59864,1855,3058,0.58126,0.61602
2022,No answer / don't know,1st Quintile,Strong,0.17650,74,332,0.13543,0.21757
2022,No answer / don't know,1st Quintile,A Little,0.32182,125,332,0.27149,0.37215
2022,No answer / don't know,1st Quintile,Not at all,0.50168,133,332,0.44782,0.55555
2022,No answer / don't know,2nd Quintile,A Little,0.36845,44,98,0.27245,0.46444
2022,No answer / don't know,2nd Quintile,Not at all,0.36658,54,98,0.27068,0.46248
2022,No answer / don't know,3rd Quintile,A Little,0.47673,39,83,0.36863,0.58484
2022,No answer / don't know,3rd Quintile,Not at all,0.42335,44,83,0.31640,0.53029
2022,No answer / don't know,4th Quintile,A Little,0.37118,31,69,0.25635,0.48601
2022,No answer / don't know,4th Quintile,Not at all,0.56252,38,69,0.44461,0.68043
2022,No answer / don't know,5th Quintile,A Little,0.36438,67,171,0.29203,0.43672
2022,No answer / don't know,5th Quintile,Not at all,0.51817,104,171,0.44306,0.59328
2022,Pre-primary Level,1st Quintile,Not at all,0.85555,35,35,0.73738,0.97372
2022,Primary Level,1st Quintile,Strong,0.25199,158,547,0.21557,0.28840
2022,Primary Level,1st Quintile,A Little,0.48908,216,547,0.44715,0.53101
2022,Primary Level,1st Quintile,Not at all,0.25893,173,547,0.22219,0.29568
2022,Primary Level,2nd Quintile,Strong,0.38060,33,115,0.29147,0.46973
2022,Primary Level,2nd Quintile,A Little,0.27649,40,115,0.19439,0.35860
2022,Primary Level,2nd Quintile,Not at all,0.34291,42,115,0.25577,0.43005
2022,Lower Secondary Level,1st Quintile,Strong,0.33874,174,737,0.30455,0.37294
2022,Lower Secondary Level,1st Quintile,A Little,0.37802,287,737,0.34299,0.41305
2022,Lower Secondary Level,1st Quintile,Not at all,0.28323,276,737,0.25068,0.31579
2022,Lower Secondary Level,2nd Quintile,Strong,0.28582,67,345,0.23807,0.33356
2022,Lower Secondary Level,2nd Quintile,A Little,0.47024,141,345,0.41750,0.52299
2022,Lower Secondary Level,2nd Quintile,Not at all,0.24394,137,345,0.19856,0.28932
2022,Lower Secondary Level,3rd Quintile,Strong,0.28225,39,201,0.21987,0.34463
2022,Lower Secondary Level,3rd Quintile,A Little,0.35876,82,201,0.29228,0.42523
2022,Lower Secondary Level,3rd Quintile,Not at all,0.35899,80,201,0.29251,0.42548
2022,Lower Secondary Level,4th Quintile,A Little,0.49806,47,86,0.39176,0.60435
2022,Lower Secondary Level,4th Quintile,Not at all,0.22742,39,86,0.13831,0.31653
2022,Lower Secondary Level,5th Quintile,Not at all,0.37404,39,39,0.22019,0.52789
2022,Upper Secondary Level,1st Quintile,Strong,0.28275,342,1583,0.26056,0.30494
2022,Upper Secondary Level,1st Quintile,A Little,0.39684,633,1583,0.37273,0.42095
2022,Upper Secondary Level,1st Quintile,Not at all,0.32041,608,1583,0.29741,0.34340
2022,Upper Secondary Level,2nd Quintile,Strong,0.19998,292,1582,0.18026,0.21969
2022,Upper Secondary Level,2nd Quintile,A Little,0.43675,682,1582,0.41230,0.46120
2022,Upper Secondary Level,2nd Quintile,Not at all,0.36327,608,1582,0.33957,0.38698
2022,Upper Secondary Level,3rd Quintile,Strong,0.24083,246,1289,0.21748,0.26419
2022,Upper Secondary Level,3rd Quintile,A Little,0.41024,540,1289,0.38338,0.43710
2022,Upper Secondary Level,3rd Quintile,Not at all,0.34893,503,1289,0.32289,0.37496
2022,Upper Secondary Level,4th Quintile,Strong,0.18394,163,1136,0.16140,0.20648
2022,Upper Secondary Level,4th Quintile,A Little,0.43632,480,1136,0.40747,0.46518
2022,Upper Secondary Level,4th Quintile,Not at all,0.37973,493,1136,0.35150,0.40797
2022,Upper Secondary Level,5th Quintile,Strong,0.15113,124,1023,0.12917,0.17309
2022,Upper Secondary Level,5th Quintile,A Little,0.38836,363,1023,0.35848,0.41824
2022,Upper Secondary Level,5th Quintile,Not at all,0.46051,536,1023,0.42995,0.49107
2022,Post-secondary Non-tertiary Level,1st Quintile,Strong,0.23094,50,276,0.18113,0.28076
2022,Post-secondary Non-tertiary Level,1st Quintile,A Little,0.30704,96,276,0.25252,0.36156
2022,Post-secondary Non-tertiary Level,1st Quintile,Not at all,0.46201,130,276,0.40309,0.52094
2022,Post-secondary Non-tertiary Level,2nd Quintile,Strong,0.17591,34,297,0.13254,0.21929
2022,Post-secondary Non-tertiary Level,2nd Quintile,A Little,0.35245,116,297,0.29803,0.40688
2022,Post-secondary Non-tertiary Level,2nd Quintile,Not at all,0.47163,147,297,0.41476,0.52850
2022,Post-secondary Non-tertiary Level,3rd Quintile,Strong,0.13073,37,312,0.09327,0.16820
2022,Post-secondary Non-tertiary Level,3rd Quintile,A Little,0.36364,108,312,0.31018,0.41711
2022,Post-secondary Non-tertiary Level,3rd Quintile,Not at all,0.50562,167,312,0.45006,0.56119
2022,Post-secondary Non-tertiary Level,4th Quintile,A Little,0.37725,109,272,0.31954,0.43496
2022,Post-secondary Non-tertiary Level,4th Quintile,Not at all,0.52494,163,272,0.46548,0.58440
2022,Post-secondary Non-tertiary Level,5th Quintile,A Little,0.25117,87,261,0.19845,0.30388
2022,Post-secondary Non-tertiary Level,5th Quintile,Not at all,0.61714,174,261,0.55806,0.67623
2022,First Stage of Tertiary Education,1st Quintile,A Little,0.35995,33,33,0.19364,0.52625
2022,First Stage of Tertiary Education,2nd Quintile,A Little,0.41711,66,130,0.33202,0.50220
2022,First Stage of Tertiary Education,2nd Quintile,Not at all,0.42381,64,130,0.33853,0.50909
2022,First Stage of Tertiary Education,3rd Quintile,Strong,0.23738,38,186,0.17606,0.29869
2022,First Stage of Tertiary Education,3rd Quintile,A Little,0.34314,75,186,0.27473,0.41156
2022,First Stage of Tertiary Education,3rd Quintile,Not at all,0.41948,73,186,0.34837,0.49059
2022,First Stage of Tertiary Education,4th Quintile,A Little,0.46450,109,206,0.39623,0.53278
2022,First Stage of Tertiary Education,4th Quintile,Not at all,0.39088,97,206,0.32408,0.45768
2022,First Stage of Tertiary Education,5th Quintile,A Little,0.55755,138,261,0.49717,0.61792
2022,First Stage of Tertiary Education,5th Quintile,Not at all,0.37023,123,261,0.31153,0.42892
2022,Second Stage of Tertiary Education,1st Quintile,Strong,0.13317,103,652,0.10707,0.15927
2022,Second Stage of Tertiary Education,1st Quintile,A Little,0.31150,231,652,0.27592,0.34707
2022,Second Stage of Tertiary Education,1st Quintile,Not at all,0.55533,318,652,0.51715,0.59350
2022,Second Stage of Tertiary Education,2nd Quintile,Strong,0.17572,83,578,0.14467,0.20678
2022,Second Stage of Tertiary Education,2nd Quintile,A Little,0.34028,211,578,0.30162,0.37894
2022,Second Stage of Tertiary Education,2nd Quintile,Not at all,0.48399,284,578,0.44322,0.52477
2022,Second Stage of Tertiary Education,3rd Quintile,Strong,0.09021,64,827,0.07068,0.10975
2022,Second Stage of Tertiary Education,3rd Quintile,A Little,0.40546,299,827,0.37197,0.43894
2022,Second Stage of Tertiary Education,3rd Quintile,Not at all,0.50433,464,827,0.47023,0.53843
2022,Second Stage of Tertiary Education,4th Quintile,Strong,0.09907,103,1223,0.08232,0.11582
2022,Second Stage of Tertiary Education,4th Quintile,A Little,0.34912,441,1223,0.32239,0.37585
2022,Second Stage of Tertiary Education,4th Quintile,Not at all,0.55181,679,1223,0.52393,0.57970
2022,Second Stage of Tertiary Education,5th Quintile,Strong,0.07095,140,2117,0.06001,0.08189
2022,Second Stage of Tertiary Education,5th Quintile,A Little,0.38533,744,2117,0.36460,0.40607
2022,Second Stage of Tertiary Education,5th Quintile,Not at all,0.54371,1233,2117,0.52249,0.56494
