,Unnamed: 0,year,bula_h,m11124,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
581,581,2009,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.88858,422,17935,0.81642,0.9694
582,582,2009,Mecklenburg-Western Pomerania,Disabled (> 30%),0.11142,47,17935,0.08115,0.13754
583,583,2009,Saxony,Not Disabled (<= 30%),0.90678,1240,17935,0.85722,0.95822
584,584,2009,Saxony,Disabled (> 30%),0.09322,127,17935,0.07929,0.11113
585,585,2009,Saxony-Anhalt,Not Disabled (<= 30%),0.88998,692,17935,0.82684,0.95811
586,586,2009,Saxony-Anhalt,Disabled (> 30%),0.11002,73,17935,0.0897,0.13248
587,587,2009,Thuringa,Not Disabled (<= 30%),0.87836,720,17935,0.81347,0.95467
588,588,2009,Thuringa,Disabled (> 30%),0.12164,102,17935,0.10959,0.13575
589,589,2010,Schleswig-Holstein,Not Disabled (<= 30%),0.86168,651,23885,0.78638,0.95063
590,590,2010,Schleswig-Holstein,Disabled (> 30%),0.13832,79,23885,0.11329,0.163
591,591,2010,Hamburg,Not Disabled (<= 30%),0.87435,352,23885,0.77248,0.99162
592,592,2010,Hamburg,Disabled (> 30%),0.12565,31,23885,0.10516,0.14411
593,593,2010,Lower Saxony,Not Disabled (<= 30%),0.87067,1987,23885,0.82345,0.929
594,594,2010,Lower Saxony,Disabled (> 30%),0.12933,192,23885,0.11601,0.14364
595,595,2010,Bremen,Not Disabled (<= 30%),1.0,157,23885,0.81405,1.20081
596,596,2010,North Rhine-Westphalia,Not Disabled (<= 30%),0.85842,4460,23885,0.82619,0.89332
597,597,2010,North Rhine-Westphalia,Disabled (> 30%),0.14158,509,23885,0.13026,0.15169
598,598,2010,Hesse,Not Disabled (<= 30%),0.87187,1505,23885,0.81396,0.92514
599,599,2010,Hesse,Disabled (> 30%),0.12813,165,23885,0.11153,0.14583
600,600,2010,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.8942,1217,23885,0.83707,0.94345
601,601,2010,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.1058,119,23885,0.09039,0.12345
602,602,2010,Baden-Wuerttemberg,Not Disabled (<= 30%),0.89655,2659,23885,0.85198,0.95145
603,603,2010,Baden-Wuerttemberg,Disabled (> 30%),0.10345,232,23885,0.08945,0.11653
604,604,2010,Bavaria,Not Disabled (<= 30%),0.86917,3250,23885,0.83403,0.90232
605,605,2010,Bavaria,Disabled (> 30%),0.13083,328,23885,0.11832,0.14369
606,606,2010,Berlin,Not Disabled (<= 30%),0.82859,825,23885,0.76173,0.89036
607,607,2010,Berlin,Disabled (> 30%),0.17141,97,23885,0.14273,0.19815
608,608,2010,Brandenburg,Not Disabled (<= 30%),0.88535,846,23885,0.80873,0.96437
609,609,2010,Brandenburg,Disabled (> 30%),0.11465,103,23885,0.09853,0.13346
610,610,2010,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.86138,539,23885,0.78456,0.95026
611,611,2010,Mecklenburg-Western Pomerania,Disabled (> 30%),0.13862,46,23885,0.10457,0.17595
612,612,2010,Saxony,Not Disabled (<= 30%),0.90297,1540,23885,0.84799,0.96785
613,613,2010,Saxony,Disabled (> 30%),0.09703,133,23885,0.08227,0.10914
614,614,2010,Saxony-Anhalt,Not Disabled (<= 30%),0.88872,830,23885,0.80974,0.96278
615,615,2010,Saxony-Anhalt,Disabled (> 30%),0.11128,79,23885,0.08878,0.13341
616,616,2010,Thuringa,Not Disabled (<= 30%),0.88145,856,23885,0.8114,0.9547
617,617,2010,Thuringa,Disabled (> 30%),0.11855,98,23885,0.10266,0.13426
618,618,2011,Schleswig-Holstein,Not Disabled (<= 30%),0.8877,883,28327,0.81352,0.95107
619,619,2011,Schleswig-Holstein,Disabled (> 30%),0.1123,100,28327,0.09384,0.13333
620,620,2011,Hamburg,Not Disabled (<= 30%),0.83914,384,28327,0.75231,0.94164
621,621,2011,Hamburg,Disabled (> 30%),0.16086,45,28327,0.13762,0.18999
622,622,2011,Lower Saxony,Not Disabled (<= 30%),0.87172,2372,28327,0.82593,0.91051
623,623,2011,Lower Saxony,Disabled (> 30%),0.12828,263,28327,0.11647,0.14103
624,624,2011,Bremen,Not Disabled (<= 30%),1.0,175,28327,0.86372,1.15539
625,625,2011,North Rhine-Westphalia,Not Disabled (<= 30%),0.86134,5089,28327,0.834,0.88839
626,626,2011,North Rhine-Westphalia,Disabled (> 30%),0.13866,627,28327,0.13045,0.14856
627,627,2011,Hesse,Not Disabled (<= 30%),0.871,1753,28327,0.82615,0.91567
628,628,2011,Hesse,Disabled (> 30%),0.129,208,28327,0.11498,0.14395
629,629,2011,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.89076,1455,28327,0.84018,0.94029
630,630,2011,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.10924,153,28327,0.0946,0.12346
631,631,2011,Baden-Wuerttemberg,Not Disabled (<= 30%),0.89038,3224,28327,0.85813,0.92059
632,632,2011,Baden-Wuerttemberg,Disabled (> 30%),0.10962,309,28327,0.09945,0.12043
633,633,2011,Bavaria,Not Disabled (<= 30%),0.87746,3996,28327,0.84777,0.91033
634,634,2011,Bavaria,Disabled (> 30%),0.12254,437,28327,0.11146,0.13152
635,635,2011,Berlin,Not Disabled (<= 30%),0.8386,898,28327,0.79289,0.89478
636,636,2011,Berlin,Disabled (> 30%),0.1614,118,28327,0.13314,0.19164
637,637,2011,Brandenburg,Not Disabled (<= 30%),0.89557,1024,28327,0.8417,0.96308
638,638,2011,Brandenburg,Disabled (> 30%),0.10443,116,28327,0.09022,0.11891
639,639,2011,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.85148,587,28327,0.78938,0.92135
640,640,2011,Mecklenburg-Western Pomerania,Disabled (> 30%),0.14852,70,28327,0.1212,0.17897
641,641,2011,Saxony,Not Disabled (<= 30%),0.89751,1662,28327,0.85769,0.94505
642,642,2011,Saxony,Disabled (> 30%),0.10249,174,28327,0.09296,0.11434
643,643,2011,Saxony-Anhalt,Not Disabled (<= 30%),0.87168,988,28327,0.81056,0.93359
644,644,2011,Saxony-Anhalt,Disabled (> 30%),0.12832,111,28327,0.10712,0.14645
645,645,2011,Thuringa,Not Disabled (<= 30%),0.87449,981,28327,0.81768,0.94187
646,646,2011,Thuringa,Disabled (> 30%),0.12551,125,28327,0.10719,0.14252
647,647,2012,Schleswig-Holstein,Not Disabled (<= 30%),0.87392,873,27573,0.8118,0.94225
648,648,2012,Schleswig-Holstein,Disabled (> 30%),0.12608,109,27573,0.10493,0.14575
649,649,2012,Hamburg,Not Disabled (<= 30%),0.86726,396,27573,0.78229,0.96674
650,650,2012,Hamburg,Disabled (> 30%),0.13274,41,27573,0.11242,0.16292
651,651,2012,Lower Saxony,Not Disabled (<= 30%),0.86053,2282,27573,0.82488,0.90098
652,652,2012,Lower Saxony,Disabled (> 30%),0.13947,280,27573,0.12681,0.15602
653,653,2012,Bremen,Not Disabled (<= 30%),1.0,180,27573,0.82169,1.19056
654,654,2012,North Rhine-Westphalia,Not Disabled (<= 30%),0.86526,4911,27573,0.8426,0.89183
655,655,2012,North Rhine-Westphalia,Disabled (> 30%),0.13474,615,27573,0.12599,0.14328
656,656,2012,Hesse,Not Disabled (<= 30%),0.85567,1670,27573,0.8086,0.89899
657,657,2012,Hesse,Disabled (> 30%),0.14433,230,27573,0.12846,0.15679
658,658,2012,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.89093,1412,27573,0.84628,0.9395
659,659,2012,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.10907,155,27573,0.09538,0.12393
660,660,2012,Baden-Wuerttemberg,Not Disabled (<= 30%),0.88423,3009,27573,0.85141,0.91525
661,661,2012,Baden-Wuerttemberg,Disabled (> 30%),0.11577,325,27573,0.10459,0.12664
662,662,2012,Bavaria,Not Disabled (<= 30%),0.87402,3906,27573,0.84047,0.91061
663,663,2012,Bavaria,Disabled (> 30%),0.12598,447,27573,0.11584,0.13709
664,664,2012,Berlin,Not Disabled (<= 30%),0.81495,888,27573,0.76668,0.86946
665,665,2012,Berlin,Disabled (> 30%),0.18505,152,27573,0.15808,0.20793
666,666,2012,Brandenburg,Not Disabled (<= 30%),0.8838,972,27573,0.82031,0.9535
667,667,2012,Brandenburg,Disabled (> 30%),0.1162,125,27573,0.09654,0.13487
668,668,2012,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.82918,562,27573,0.76037,0.90809
669,669,2012,Mecklenburg-Western Pomerania,Disabled (> 30%),0.17082,77,27573,0.13589,0.20634
670,670,2012,Saxony,Not Disabled (<= 30%),0.88431,1650,27573,0.83678,0.93343
671,671,2012,Saxony,Disabled (> 30%),0.11569,194,27573,0.10217,0.13445
672,672,2012,Saxony-Anhalt,Not Disabled (<= 30%),0.86296,931,27573,0.80499,0.9417
673,673,2012,Saxony-Anhalt,Disabled (> 30%),0.13704,103,27573,0.11133,0.16406
674,674,2012,Thuringa,Not Disabled (<= 30%),0.87669,947,27573,0.81724,0.93157
675,675,2012,Thuringa,Disabled (> 30%),0.12331,131,27573,0.10798,0.13631
676,676,2013,Schleswig-Holstein,Not Disabled (<= 30%),0.86911,968,30564,0.80243,0.93813
677,677,2013,Schleswig-Holstein,Disabled (> 30%),0.13089,108,30564,0.10772,0.15686
678,678,2013,Hamburg,Not Disabled (<= 30%),0.87819,521,30564,0.78996,0.97666
679,679,2013,Hamburg,Disabled (> 30%),0.12181,42,30564,0.09647,0.14932
680,680,2013,Lower Saxony,Not Disabled (<= 30%),0.85553,2594,30564,0.81124,0.89437
681,681,2013,Lower Saxony,Disabled (> 30%),0.14447,299,30564,0.12956,0.1583
682,682,2013,Bremen,Not Disabled (<= 30%),1.0,228,30564,0.82281,1.20368
683,683,2013,North Rhine-Westphalia,Not Disabled (<= 30%),0.86298,5784,30564,0.83718,0.8902
684,684,2013,North Rhine-Westphalia,Disabled (> 30%),0.13702,630,30564,0.12651,0.14641
685,685,2013,Hesse,Not Disabled (<= 30%),0.8542,1933,30564,0.80751,0.89318
686,686,2013,Hesse,Disabled (> 30%),0.1458,262,30564,0.12832,0.16437
687,687,2013,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.88757,1606,30564,0.84356,0.94155
688,688,2013,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.11243,161,30564,0.09814,0.1276
689,689,2013,Baden-Wuerttemberg,Not Disabled (<= 30%),0.87978,3443,30564,0.84315,0.91127
690,690,2013,Baden-Wuerttemberg,Disabled (> 30%),0.12022,334,30564,0.10981,0.13009
691,691,2013,Bavaria,Not Disabled (<= 30%),0.8806,4415,30564,0.85009,0.91256
692,692,2013,Bavaria,Disabled (> 30%),0.1194,447,30564,0.10927,0.13197
693,693,2013,Berlin,Not Disabled (<= 30%),0.82403,1016,30564,0.76844,0.86732
694,694,2013,Berlin,Disabled (> 30%),0.17597,152,30564,0.1533,0.20311
695,695,2013,Brandenburg,Not Disabled (<= 30%),0.88429,993,30564,0.8243,0.94829
696,696,2013,Brandenburg,Disabled (> 30%),0.11571,130,30564,0.10195,0.13275
697,697,2013,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.85162,531,30564,0.78345,0.92095
698,698,2013,Mecklenburg-Western Pomerania,Disabled (> 30%),0.14838,72,30564,0.11498,0.18256
699,699,2013,Saxony,Not Disabled (<= 30%),0.88526,1606,30564,0.83566,0.93784
700,700,2013,Saxony,Disabled (> 30%),0.11474,176,30564,0.09623,0.12916
701,701,2013,Saxony-Anhalt,Not Disabled (<= 30%),0.87545,975,30564,0.81488,0.93595
702,702,2013,Saxony-Anhalt,Disabled (> 30%),0.12455,96,30564,0.09669,0.15342
703,703,2013,Thuringa,Not Disabled (<= 30%),0.87117,925,30564,0.80576,0.93445
704,704,2013,Thuringa,Disabled (> 30%),0.12883,117,30564,0.10698,0.15206
705,705,2014,Schleswig-Holstein,Not Disabled (<= 30%),0.86327,816,27019,0.79766,0.93061
706,706,2014,Schleswig-Holstein,Disabled (> 30%),0.13673,109,27019,0.11774,0.15786
707,707,2014,Hamburg,Not Disabled (<= 30%),0.87612,408,27019,0.79637,0.96419
708,708,2014,Hamburg,Disabled (> 30%),0.12388,37,27019,0.09429,0.15431
709,709,2014,Lower Saxony,Not Disabled (<= 30%),0.8578,2324,27019,0.81429,0.8961
710,710,2014,Lower Saxony,Disabled (> 30%),0.1422,280,27019,0.12644,0.15835
711,711,2014,Bremen,Not Disabled (<= 30%),1.0,199,27019,0.81558,1.17332
712,712,2014,North Rhine-Westphalia,Not Disabled (<= 30%),0.85076,5009,27019,0.82403,0.87836
713,713,2014,North Rhine-Westphalia,Disabled (> 30%),0.14924,623,27019,0.13807,0.16171
714,714,2014,Hesse,Not Disabled (<= 30%),0.8498,1632,27019,0.80777,0.89802
715,715,2014,Hesse,Disabled (> 30%),0.1502,247,27019,0.13291,0.17141
716,716,2014,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.88257,1422,27019,0.83129,0.93564
717,717,2014,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.11743,159,27019,0.101,0.13241
718,718,2014,Baden-Wuerttemberg,Not Disabled (<= 30%),0.87673,2912,27019,0.841,0.91958
719,719,2014,Baden-Wuerttemberg,Disabled (> 30%),0.12327,306,27019,0.1099,0.13599
720,720,2014,Bavaria,Not Disabled (<= 30%),0.8697,3942,27019,0.83523,0.89791
721,721,2014,Bavaria,Disabled (> 30%),0.1303,457,27019,0.11952,0.14085
722,722,2014,Berlin,Not Disabled (<= 30%),0.81946,856,27019,0.77125,0.86954
723,723,2014,Berlin,Disabled (> 30%),0.18054,130,27019,0.15658,0.20897
724,724,2014,Brandenburg,Not Disabled (<= 30%),0.87032,899,27019,0.80562,0.92232
725,725,2014,Brandenburg,Disabled (> 30%),0.12968,125,27019,0.11127,0.15109
726,726,2014,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.81693,485,27019,0.74344,0.88841
727,727,2014,Mecklenburg-Western Pomerania,Disabled (> 30%),0.18307,73,27019,0.15349,0.22048
728,728,2014,Saxony,Not Disabled (<= 30%),0.88209,1442,27019,0.82364,0.93945
729,729,2014,Saxony,Disabled (> 30%),0.11791,173,27019,0.104,0.131
730,730,2014,Saxony-Anhalt,Not Disabled (<= 30%),0.86768,860,27019,0.80012,0.92869
731,731,2014,Saxony-Anhalt,Disabled (> 30%),0.13232,104,27019,0.1111,0.15588
732,732,2014,Thuringa,Not Disabled (<= 30%),0.88118,871,27019,0.82592,0.95129
733,733,2014,Thuringa,Disabled (> 30%),0.11882,119,27019,0.10106,0.13736
734,734,2015,Schleswig-Holstein,Not Disabled (<= 30%),0.89061,805,26722,0.82888,0.9695
735,735,2015,Schleswig-Holstein,Disabled (> 30%),0.10939,95,26722,0.09034,0.13277
736,736,2015,Hamburg,Not Disabled (<= 30%),0.87978,428,26722,0.78383,0.98634
737,737,2015,Hamburg,Disabled (> 30%),0.12022,35,26722,0.09532,0.15667
738,738,2015,Lower Saxony,Not Disabled (<= 30%),0.85249,2347,26722,0.80426,0.89823
739,739,2015,Lower Saxony,Disabled (> 30%),0.14751,260,26722,0.13161,0.16568
740,740,2015,Bremen,Not Disabled (<= 30%),1.0,173,26722,0.8135,1.18156
741,741,2015,North Rhine-Westphalia,Not Disabled (<= 30%),0.85305,4978,26722,0.82149,0.88447
742,742,2015,North Rhine-Westphalia,Disabled (> 30%),0.14695,589,26722,0.13595,0.15831
743,743,2015,Hesse,Not Disabled (<= 30%),0.85885,1660,26722,0.80681,0.90949
744,744,2015,Hesse,Disabled (> 30%),0.14115,216,26722,0.12103,0.1561
745,745,2015,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.87831,1440,26722,0.82932,0.94224
746,746,2015,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.12169,168,26722,0.10657,0.13436
747,747,2015,Baden-Wuerttemberg,Not Disabled (<= 30%),0.87777,2922,26722,0.84005,0.91528
748,748,2015,Baden-Wuerttemberg,Disabled (> 30%),0.12223,286,26722,0.10922,0.13372
749,749,2015,Bavaria,Not Disabled (<= 30%),0.88231,3966,26722,0.84901,0.9151
750,750,2015,Bavaria,Disabled (> 30%),0.11769,404,26722,0.10637,0.12579
751,751,2015,Berlin,Not Disabled (<= 30%),0.83266,869,26722,0.78133,0.88617
752,752,2015,Berlin,Disabled (> 30%),0.16734,117,26722,0.13862,0.19164
753,753,2015,Brandenburg,Not Disabled (<= 30%),0.86534,881,26722,0.81396,0.92501
754,754,2015,Brandenburg,Disabled (> 30%),0.13466,126,26722,0.11311,0.16165
755,755,2015,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.81873,481,26722,0.74318,0.90641
756,756,2015,Mecklenburg-Western Pomerania,Disabled (> 30%),0.18127,76,26722,0.14251,0.22398
757,757,2015,Saxony,Not Disabled (<= 30%),0.88894,1372,26722,0.83705,0.94186
758,758,2015,Saxony,Disabled (> 30%),0.11106,160,26722,0.10112,0.12639
759,759,2015,Saxony-Anhalt,Not Disabled (<= 30%),0.9034,821,26722,0.8375,0.96864
760,760,2015,Saxony-Anhalt,Disabled (> 30%),0.0966,75,26722,0.07515,0.11644
761,761,2015,Thuringa,Not Disabled (<= 30%),0.87303,863,26722,0.81058,0.94127
762,762,2015,Thuringa,Disabled (> 30%),0.12697,109,26722,0.09994,0.15319
763,763,2016,Schleswig-Holstein,Not Disabled (<= 30%),0.87688,726,24221,0.80264,0.95975
764,764,2016,Schleswig-Holstein,Disabled (> 30%),0.12312,91,24221,0.10175,0.14708
765,765,2016,Hamburg,Not Disabled (<= 30%),0.88147,392,24221,0.79519,0.97511
766,766,2016,Hamburg,Disabled (> 30%),0.11853,37,24221,0.08856,0.15346
767,767,2016,Lower Saxony,Not Disabled (<= 30%),0.85847,2129,24221,0.81827,0.90594
768,768,2016,Lower Saxony,Disabled (> 30%),0.14153,246,24221,0.12622,0.15764
769,769,2016,Bremen,Not Disabled (<= 30%),1.0,168,24221,0.80572,1.23043
770,770,2016,North Rhine-Westphalia,Not Disabled (<= 30%),0.85133,4499,24221,0.82263,0.8811
771,771,2016,North Rhine-Westphalia,Disabled (> 30%),0.14867,564,24221,0.13615,0.16246
772,772,2016,Hesse,Not Disabled (<= 30%),0.85492,1410,24221,0.80424,0.89904
773,773,2016,Hesse,Disabled (> 30%),0.14508,207,24221,0.12581,0.16338
774,774,2016,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.88656,1326,24221,0.83502,0.95079
775,775,2016,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.11344,156,24221,0.10029,0.12913
776,776,2016,Baden-Wuerttemberg,Not Disabled (<= 30%),0.87759,2583,24221,0.84108,0.91675
777,777,2016,Baden-Wuerttemberg,Disabled (> 30%),0.12241,263,24221,0.11029,0.13554
778,778,2016,Bavaria,Not Disabled (<= 30%),0.8819,3516,24221,0.84262,0.91852
779,779,2016,Bavaria,Disabled (> 30%),0.1181,368,24221,0.1042,0.13375
780,780,2016,Berlin,Not Disabled (<= 30%),0.83595,792,24221,0.77141,0.89413
781,781,2016,Berlin,Disabled (> 30%),0.16405,116,24221,0.13691,0.18753
782,782,2016,Brandenburg,Not Disabled (<= 30%),0.8726,828,24221,0.79908,0.94616
783,783,2016,Brandenburg,Disabled (> 30%),0.1274,109,24221,0.10277,0.16451
784,784,2016,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.82125,448,24221,0.74337,0.92685
785,785,2016,Mecklenburg-Western Pomerania,Disabled (> 30%),0.17875,70,24221,0.14117,0.22073
786,786,2016,Saxony,Not Disabled (<= 30%),0.88733,1296,24221,0.83594,0.94096
787,787,2016,Saxony,Disabled (> 30%),0.11267,149,24221,0.09444,0.13233
788,788,2016,Saxony-Anhalt,Not Disabled (<= 30%),0.90119,758,24221,0.82546,0.98194
789,789,2016,Saxony-Anhalt,Disabled (> 30%),0.09881,73,24221,0.07673,0.12632
790,790,2016,Thuringa,Not Disabled (<= 30%),0.88215,791,24221,0.8155,0.95376
791,791,2016,Thuringa,Disabled (> 30%),0.11785,110,24221,0.09558,0.13769
792,792,2017,Schleswig-Holstein,Not Disabled (<= 30%),0.87928,844,26478,0.81696,0.93719
793,793,2017,Schleswig-Holstein,Disabled (> 30%),0.12072,105,26478,0.10267,0.14458
794,794,2017,Hamburg,Not Disabled (<= 30%),0.87657,421,26478,0.78381,0.98713
795,795,2017,Hamburg,Disabled (> 30%),0.12343,44,26478,0.09054,0.15782
796,796,2017,Lower Saxony,Not Disabled (<= 30%),0.85638,2419,26478,0.81943,0.89231
797,797,2017,Lower Saxony,Disabled (> 30%),0.14362,269,26478,0.12835,0.15816
798,798,2017,Bremen,Not Disabled (<= 30%),1.0,207,26478,0.84136,1.14641
799,799,2017,North Rhine-Westphalia,Not Disabled (<= 30%),0.84749,4862,26478,0.8214,0.87723
800,800,2017,North Rhine-Westphalia,Disabled (> 30%),0.15251,653,26478,0.14276,0.16273
801,801,2017,Hesse,Not Disabled (<= 30%),0.88405,1595,26478,0.84424,0.92568
802,802,2017,Hesse,Disabled (> 30%),0.11595,192,26478,0.09939,0.13114
803,803,2017,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.87825,1357,26478,0.82962,0.94065
804,804,2017,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.12175,163,26478,0.1043,0.13529
805,805,2017,Baden-Wuerttemberg,Not Disabled (<= 30%),0.88835,2743,26478,0.84905,0.92559
806,806,2017,Baden-Wuerttemberg,Disabled (> 30%),0.11165,272,26478,0.10001,0.12625
807,807,2017,Bavaria,Not Disabled (<= 30%),0.88239,3778,26478,0.85447,0.92123
808,808,2017,Bavaria,Disabled (> 30%),0.11761,424,26478,0.106,0.12747
809,809,2017,Berlin,Not Disabled (<= 30%),0.83427,850,26478,0.77748,0.88679
810,810,2017,Berlin,Disabled (> 30%),0.16573,133,26478,0.14096,0.18829
811,811,2017,Brandenburg,Not Disabled (<= 30%),0.87814,911,26478,0.81696,0.93786
812,812,2017,Brandenburg,Disabled (> 30%),0.12186,119,26478,0.10032,0.14929
813,813,2017,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.82179,493,26478,0.73845,0.89371
814,814,2017,Mecklenburg-Western Pomerania,Disabled (> 30%),0.17821,80,26478,0.14081,0.22003
815,815,2017,Saxony,Not Disabled (<= 30%),0.89478,1488,26478,0.85189,0.94556
816,816,2017,Saxony,Disabled (> 30%),0.10522,160,26478,0.09191,0.11846
817,817,2017,Saxony-Anhalt,Not Disabled (<= 30%),0.92084,848,26478,0.85579,0.9919
818,818,2017,Saxony-Anhalt,Disabled (> 30%),0.07916,72,26478,0.06365,0.10061
819,819,2017,Thuringa,Not Disabled (<= 30%),0.86828,850,26478,0.79187,0.94339
820,820,2017,Thuringa,Disabled (> 30%),0.13172,126,26478,0.10816,0.16438
821,821,2018,Schleswig-Holstein,Not Disabled (<= 30%),0.86613,822,25575,0.79744,0.95687
822,822,2018,Schleswig-Holstein,Disabled (> 30%),0.13387,105,25575,0.11357,0.15941
823,823,2018,Hamburg,Not Disabled (<= 30%),0.89244,440,25575,0.78662,0.9824
824,824,2018,Hamburg,Disabled (> 30%),0.10756,45,25575,0.07711,0.1452
825,825,2018,Lower Saxony,Not Disabled (<= 30%),0.85989,2271,25575,0.82988,0.90427
826,826,2018,Lower Saxony,Disabled (> 30%),0.14011,261,25575,0.12453,0.15516
827,827,2018,Bremen,Not Disabled (<= 30%),1.0,211,25575,0.81985,1.17711
828,828,2018,North Rhine-Westphalia,Not Disabled (<= 30%),0.84746,4727,25575,0.81832,0.87756
829,829,2018,North Rhine-Westphalia,Disabled (> 30%),0.15254,684,25575,0.14026,0.16462
830,830,2018,Hesse,Not Disabled (<= 30%),0.88077,1501,25575,0.83912,0.93059
831,831,2018,Hesse,Disabled (> 30%),0.11923,201,25575,0.10417,0.13453
832,832,2018,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.86207,1309,25575,0.80531,0.93066
833,833,2018,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.13793,175,25575,0.11936,0.15208
834,834,2018,Baden-Wuerttemberg,Not Disabled (<= 30%),0.88542,2511,25575,0.84561,0.91862
835,835,2018,Baden-Wuerttemberg,Disabled (> 30%),0.11458,275,25575,0.10328,0.1284
836,836,2018,Bavaria,Not Disabled (<= 30%),0.88159,3535,25575,0.84685,0.91054
837,837,2018,Bavaria,Disabled (> 30%),0.11841,434,25575,0.10693,0.13156
838,838,2018,Berlin,Not Disabled (<= 30%),0.84899,865,25575,0.79258,0.90922
839,839,2018,Berlin,Disabled (> 30%),0.15101,121,25575,0.12892,0.1765
840,840,2018,Brandenburg,Not Disabled (<= 30%),0.87425,893,25575,0.8112,0.94315
841,841,2018,Brandenburg,Disabled (> 30%),0.12575,135,25575,0.1067,0.15201
842,842,2018,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.8331,518,25575,0.75737,0.91409
843,843,2018,Mecklenburg-Western Pomerania,Disabled (> 30%),0.1669,77,25575,0.13492,0.20591
844,844,2018,Saxony,Not Disabled (<= 30%),0.89318,1442,25575,0.84036,0.94649
845,845,2018,Saxony,Disabled (> 30%),0.10682,172,25575,0.0915,0.12097
846,846,2018,Saxony-Anhalt,Not Disabled (<= 30%),0.90398,827,25575,0.83726,0.97832
847,847,2018,Saxony-Anhalt,Disabled (> 30%),0.09602,82,25575,0.07604,0.1192
848,848,2018,Thuringa,Not Disabled (<= 30%),0.8656,813,25575,0.80876,0.93654
849,849,2018,Thuringa,Disabled (> 30%),0.1344,123,25575,0.10137,0.16726
850,850,2019,Schleswig-Holstein,Not Disabled (<= 30%),0.89667,862,25657,0.80878,0.98295
851,851,2019,Schleswig-Holstein,Disabled (> 30%),0.10333,94,25657,0.08404,0.12269
852,852,2019,Hamburg,Not Disabled (<= 30%),0.89374,484,25657,0.80705,0.98535
853,853,2019,Hamburg,Disabled (> 30%),0.10626,45,25657,0.08065,0.13487
854,854,2019,Lower Saxony,Not Disabled (<= 30%),0.85973,2236,25657,0.81901,0.90288
855,855,2019,Lower Saxony,Disabled (> 30%),0.14027,252,25657,0.12393,0.15504
856,856,2019,Bremen,Not Disabled (<= 30%),1.0,205,25657,0.85478,1.18204
857,857,2019,North Rhine-Westphalia,Not Disabled (<= 30%),0.85338,4745,25657,0.8271,0.88493
858,858,2019,North Rhine-Westphalia,Disabled (> 30%),0.14662,649,25657,0.13344,0.15976
859,859,2019,Hesse,Not Disabled (<= 30%),0.88021,1519,25657,0.82677,0.93896
860,860,2019,Hesse,Disabled (> 30%),0.11979,188,25657,0.10161,0.13648
861,861,2019,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.86159,1298,25657,0.80602,0.92756
862,862,2019,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.13841,163,25657,0.11965,0.15708
863,863,2019,Baden-Wuerttemberg,Not Disabled (<= 30%),0.88609,2529,25657,0.84845,0.93458
864,864,2019,Baden-Wuerttemberg,Disabled (> 30%),0.11391,266,25657,0.10316,0.12737
865,865,2019,Bavaria,Not Disabled (<= 30%),0.8829,3534,25657,0.84909,0.91362
866,866,2019,Bavaria,Disabled (> 30%),0.1171,407,25657,0.10529,0.13141
867,867,2019,Berlin,Not Disabled (<= 30%),0.8432,895,25657,0.78394,0.91784
868,868,2019,Berlin,Disabled (> 30%),0.1568,127,25657,0.13075,0.18919
869,869,2019,Brandenburg,Not Disabled (<= 30%),0.86186,959,25657,0.79645,0.9296
870,870,2019,Brandenburg,Disabled (> 30%),0.13814,151,25657,0.11494,0.15985
871,871,2019,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.82459,538,25657,0.73856,0.94045
