"m11124","year","bildungsniveau","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nicht beeinträchtigt","2009","Realschule","Laendlicher Raum","1855","0.908537704135993","0.896016337531817","0.921059070740169"
"Nicht beeinträchtigt","2009","(Fach-)Abitur","Staedtischer Raum","1375","0.920146305435729","0.906336321168608","0.93395628970285"
"Nicht beeinträchtigt","2009","(Fach-)Abitur","Laendlicher Raum","488","0.92187627559268","0.898765687338588","0.944986863846772"
"Nicht beeinträchtigt","2009","AkademikerIn","Staedtischer Raum","2575","0.905198399645884","0.894369174293287","0.91602762499848"
"Nicht beeinträchtigt","2009","AkademikerIn","Laendlicher Raum","1101","0.915628812846297","0.900019591035093","0.9312380346575"
"Beeinträchtigt","2009","(noch) kein Abschluss","Staedtischer Raum","23","","",""
"Beeinträchtigt","2009","(noch) kein Abschluss","Laendlicher Raum","8","","",""
"Beeinträchtigt","2009","Hauptschule","Staedtischer Raum","770","0.196369605147727","0.183929140088424","0.20881007020703"
"Beeinträchtigt","2009","Hauptschule","Laendlicher Raum","381","0.162421053223864","0.147261482682343","0.177580623765385"
"Beeinträchtigt","2009","Realschule","Staedtischer Raum","266","0.101744345578699","0.0904903536516367","0.112998337505761"
"Beeinträchtigt","2009","Realschule","Laendlicher Raum","181","0.0914622958640068","0.078940929259831","0.103983662468183"
"Beeinträchtigt","2009","(Fach-)Abitur","Staedtischer Raum","105","0.0798536945642712","0.0660437102971499","0.0936636788313924"
"Beeinträchtigt","2009","(Fach-)Abitur","Laendlicher Raum","30","0.0781237244073202","0.0550131361532281","0.101234312661412"
"Beeinträchtigt","2009","AkademikerIn","Staedtischer Raum","236","0.0948016003541163","0.0839723750015198","0.105630825706713"
"Beeinträchtigt","2009","AkademikerIn","Laendlicher Raum","117","0.0843711871537031","0.0687619653424996","0.0999804089649066"
"Nicht beeinträchtigt","2010","(noch) kein Abschluss","Staedtischer Raum","506","0.918459975234586","0.895313946638761","0.941606003830411"
"Nicht beeinträchtigt","2010","(noch) kein Abschluss","Laendlicher Raum","227","0.933783590925453","0.902058854608069","0.965508327242837"
"Nicht beeinträchtigt","2010","Hauptschule","Staedtischer Raum","3964","0.805897876533289","0.794611090244667","0.817184662821911"
"Nicht beeinträchtigt","2010","Hauptschule","Laendlicher Raum","2377","0.835090719319334","0.821218367375864","0.848963071262805"
"Nicht beeinträchtigt","2010","Realschule","Staedtischer Raum","3523","0.88917046437129","0.879246694777365","0.899094233965216"
"Nicht beeinträchtigt","2010","Realschule","Laendlicher Raum","2721","0.906028844174697","0.895456306864273","0.916601381485121"
"Nicht beeinträchtigt","2010","(Fach-)Abitur","Staedtischer Raum","2139","0.926783672127369","0.916034582058582","0.937532762196155"
"Nicht beeinträchtigt","2010","(Fach-)Abitur","Laendlicher Raum","759","0.916935878977233","0.897823794639834","0.936047963314632"
"Nicht beeinträchtigt","2010","AkademikerIn","Staedtischer Raum","3644","0.907012241392793","0.897884809868707","0.91613967291688"
"Nicht beeinträchtigt","2010","AkademikerIn","Laendlicher Raum","1370","0.908912888184711","0.894258754186027","0.923567022183395"
"Beeinträchtigt","2010","(noch) kein Abschluss","Staedtischer Raum","31","0.0815400247654142","0.0583939961695893","0.104686053361239"
"Beeinträchtigt","2010","(noch) kein Abschluss","Laendlicher Raum","9","","",""
"Beeinträchtigt","2010","Hauptschule","Staedtischer Raum","753","0.194102123466711","0.182815337178089","0.205388909755333"
"Beeinträchtigt","2010","Hauptschule","Laendlicher Raum","372","0.164909280680666","0.151036928737195","0.178781632624136"
"Beeinträchtigt","2010","Realschule","Staedtischer Raum","321","0.11082953562871","0.100905766034784","0.120753305222635"
"Beeinträchtigt","2010","Realschule","Laendlicher Raum","205","0.0939711558253032","0.083398618514879","0.104543693135727"
"Beeinträchtigt","2010","(Fach-)Abitur","Staedtischer Raum","117","0.0732163278726314","0.0624672378038448","0.083965417941418"
"Beeinträchtigt","2010","(Fach-)Abitur","Laendlicher Raum","42","0.0830641210227672","0.0639520366853682","0.102176205360166"
"Beeinträchtigt","2010","AkademikerIn","Staedtischer Raum","245","0.0929877586072068","0.0838603270831202","0.102115190131293"
"Beeinträchtigt","2010","AkademikerIn","Laendlicher Raum","111","0.0910871118152887","0.0764329778166045","0.105741245813973"
"Nicht beeinträchtigt","2011","(noch) kein Abschluss","Staedtischer Raum","576","0.89790047147905","0.874067498842183","0.921733444115918"
"Nicht beeinträchtigt","2011","(noch) kein Abschluss","Laendlicher Raum","259","0.910897007553217","0.877347280675599","0.944446734430834"
"Nicht beeinträchtigt","2011","Hauptschule","Staedtischer Raum","4589","0.80671939259028","0.796287472112379","0.817151313068181"
"Nicht beeinträchtigt","2011","Hauptschule","Laendlicher Raum","2891","0.829008987385549","0.816375890079521","0.841642084691577"
"Nicht beeinträchtigt","2011","Realschule","Staedtischer Raum","3993","0.884969918808823","0.875560682865077","0.894379154752569"
"Nicht beeinträchtigt","2011","Realschule","Laendlicher Raum","3217","0.901633878587832","0.891764812139651","0.911502945036014"
"Nicht beeinträchtigt","2011","(Fach-)Abitur","Staedtischer Raum","2497","0.934361662459037","0.924904159245892","0.943819165672183"
"Nicht beeinträchtigt","2011","(Fach-)Abitur","Laendlicher Raum","952","0.940534586065262","0.925840040529733","0.95522913160079"
"Nicht beeinträchtigt","2011","AkademikerIn","Staedtischer Raum","4143","0.912625470233762","0.904325945096612","0.920924995370911"
"Nicht beeinträchtigt","2011","AkademikerIn","Laendlicher Raum","1612","0.903834629201422","0.890072812200152","0.917596446202691"
"Beeinträchtigt","2011","(noch) kein Abschluss","Staedtischer Raum","44","0.10209952852095","0.078266555884082","0.125932501157817"
"Beeinträchtigt","2011","(noch) kein Abschluss","Laendlicher Raum","18","","",""
"Beeinträchtigt","2011","Hauptschule","Staedtischer Raum","915","0.19328060740972","0.182848686931819","0.203712527887621"
"Beeinträchtigt","2011","Hauptschule","Laendlicher Raum","521","0.170991012614451","0.158357915308423","0.183624109920479"
"Beeinträchtigt","2011","Realschule","Staedtischer Raum","424","0.115030081191177","0.105620845247431","0.124439317134923"
"Beeinträchtigt","2011","Realschule","Laendlicher Raum","281","0.0983661214121677","0.0884970549639864","0.108235187860349"
"Beeinträchtigt","2011","(Fach-)Abitur","Staedtischer Raum","137","0.0656383375409627","0.0561808343278171","0.0750958407541083"
"Beeinträchtigt","2011","(Fach-)Abitur","Laendlicher Raum","43","0.0594654139347382","0.0447708683992098","0.0741599594702666"
"Beeinträchtigt","2011","AkademikerIn","Staedtischer Raum","304","0.0873745297662383","0.0790750046290888","0.0956740549033878"
"Beeinträchtigt","2011","AkademikerIn","Laendlicher Raum","151","0.0961653707985784","0.0824035537973093","0.109927187799848"
"Nicht beeinträchtigt","2012","(noch) kein Abschluss","Staedtischer Raum","558","0.880106117333567","0.854114189172178","0.906098045494956"
"Nicht beeinträchtigt","2012","(noch) kein Abschluss","Laendlicher Raum","269","0.912043825170339","0.879445888425619","0.94464176191506"
"Nicht beeinträchtigt","2012","Hauptschule","Staedtischer Raum","4343","0.806416695368715","0.795730065034443","0.817103325702987"
"Nicht beeinträchtigt","2012","Hauptschule","Laendlicher Raum","2847","0.816733931722242","0.803729542383324","0.829738321061161"
"Nicht beeinträchtigt","2012","Realschule","Staedtischer Raum","3839","0.881009047283894","0.87131580288894","0.890702291678848"
"Nicht beeinträchtigt","2012","Realschule","Laendlicher Raum","3143","0.896421735714094","0.886252413747456","0.906591057680733"
"Nicht beeinträchtigt","2012","(Fach-)Abitur","Staedtischer Raum","2385","0.918786340359397","0.908188202573139","0.929384478145656"
"Nicht beeinträchtigt","2012","(Fach-)Abitur","Laendlicher Raum","952","0.94254902325599","0.928140651264677","0.956957395247304"
"Nicht beeinträchtigt","2012","AkademikerIn","Staedtischer Raum","4056","0.910058526071074","0.9015741201623","0.918542931979848"
"Nicht beeinträchtigt","2012","AkademikerIn","Laendlicher Raum","1613","0.896007781408612","0.881791201747634","0.910224361069591"
"Beeinträchtigt","2012","(noch) kein Abschluss","Staedtischer Raum","42","0.119893882666433","0.0939019545050436","0.145885810827822"
"Beeinträchtigt","2012","(noch) kein Abschluss","Laendlicher Raum","21","","",""
"Beeinträchtigt","2012","Hauptschule","Staedtischer Raum","908","0.193583304631285","0.182896674297013","0.204269934965557"
"Beeinträchtigt","2012","Hauptschule","Laendlicher Raum","553","0.183266068277758","0.170261678938839","0.196270457616676"
"Beeinträchtigt","2012","Realschule","Staedtischer Raum","447","0.118990952716106","0.109297708321152","0.12868419711106"
"Beeinträchtigt","2012","Realschule","Laendlicher Raum","306","0.103578264285906","0.0934089423192674","0.113747586252544"
"Beeinträchtigt","2012","(Fach-)Abitur","Staedtischer Raum","167","0.0812136596406028","0.0706155218543444","0.0918117974268611"
"Beeinträchtigt","2012","(Fach-)Abitur","Laendlicher Raum","50","0.0574509767440096","0.043042604752696","0.0718593487353232"
"Beeinträchtigt","2012","AkademikerIn","Staedtischer Raum","312","0.0899414739289261","0.0814570680201523","0.0984258798376999"
"Beeinträchtigt","2012","AkademikerIn","Laendlicher Raum","158","0.103992218591388","0.0897756389304092","0.118208798252366"
"Nicht beeinträchtigt","2013","(noch) kein Abschluss","Staedtischer Raum","860","0.869256870336874","0.847578644400501","0.890935096273247"
"Nicht beeinträchtigt","2013","(noch) kein Abschluss","Laendlicher Raum","359","0.935251610209375","0.910444229613374","0.960058990805375"
"Nicht beeinträchtigt","2013","Hauptschule","Staedtischer Raum","4999","0.801694552137047","0.791536844470691","0.811852259803402"
"Nicht beeinträchtigt","2013","Hauptschule","Laendlicher Raum","2974","0.816955556347836","0.804131474274715","0.829779638420957"
"Nicht beeinträchtigt","2013","Realschule","Staedtischer Raum","4002","0.881142881250465","0.871614195958451","0.89067156654248"
"Nicht beeinträchtigt","2013","Realschule","Laendlicher Raum","3050","0.896216869719727","0.88588473227261","0.906549007166844"
"Nicht beeinträchtigt","2013","(Fach-)Abitur","Staedtischer Raum","3117","0.921568607415484","0.912398628104271","0.930738586726697"
"Nicht beeinträchtigt","2013","(Fach-)Abitur","Laendlicher Raum","1097","0.938379480272892","0.924511633686914","0.95224732685887"
"Nicht beeinträchtigt","2013","AkademikerIn","Staedtischer Raum","4641","0.909659722682116","0.901706658291759","0.917612787072472"
"Nicht beeinträchtigt","2013","AkademikerIn","Laendlicher Raum","1709","0.904439120896916","0.891093005526722","0.91778523626711"
"Beeinträchtigt","2013","(noch) kein Abschluss","Staedtischer Raum","69","0.130743129663126","0.109064903726753","0.152421355599498"
"Beeinträchtigt","2013","(noch) kein Abschluss","Laendlicher Raum","19","","",""
"Beeinträchtigt","2013","Hauptschule","Staedtischer Raum","920","0.198305447862953","0.188147740196598","0.208463155529309"
"Beeinträchtigt","2013","Hauptschule","Laendlicher Raum","519","0.183044443652164","0.170220361579043","0.195868525725285"
"Beeinträchtigt","2013","Realschule","Staedtischer Raum","429","0.118857118749534","0.10932843345752","0.128385804041549"
"Beeinträchtigt","2013","Realschule","Laendlicher Raum","297","0.103783130280273","0.0934509928331566","0.11411526772739"
"Beeinträchtigt","2013","(Fach-)Abitur","Staedtischer Raum","185","0.0784313925845163","0.0692614132733036","0.0876013718957291"
"Beeinträchtigt","2013","(Fach-)Abitur","Laendlicher Raum","58","0.0616205197271078","0.0477526731411297","0.0754883663130859"
"Beeinträchtigt","2013","AkademikerIn","Staedtischer Raum","350","0.0903402773178842","0.0823872129275277","0.0982933417082407"
"Beeinträchtigt","2013","AkademikerIn","Laendlicher Raum","155","0.095560879103084","0.0822147637328899","0.108906994473278"
"Nicht beeinträchtigt","2014","(noch) kein Abschluss","Staedtischer Raum","624","0.858427044959956","0.832263430061918","0.884590659857995"
"Nicht beeinträchtigt","2014","(noch) kein Abschluss","Laendlicher Raum","298","0.916965810281409","0.886638103081466","0.947293517481352"
"Nicht beeinträchtigt","2014","Hauptschule","Staedtischer Raum","4197","0.792634888551287","0.78147529060644","0.803794486496135"
"Nicht beeinträchtigt","2014","Hauptschule","Laendlicher Raum","2596","0.808057561627757","0.794234103901586","0.821881019353928"
"Nicht beeinträchtigt","2014","Realschule","Staedtischer Raum","3494","0.877345865922431","0.867042559172847","0.887649172672016"
"Nicht beeinträchtigt","2014","Realschule","Laendlicher Raum","2674","0.877070944987212","0.86526985172351","0.888872038250915"
"Nicht beeinträchtigt","2014","(Fach-)Abitur","Staedtischer Raum","2713","0.91050396188762","0.900107354657699","0.920900569117541"
"Nicht beeinträchtigt","2014","(Fach-)Abitur","Laendlicher Raum","985","0.944752415784794","0.930874048455452","0.958630783114136"
"Nicht beeinträchtigt","2014","AkademikerIn","Staedtischer Raum","4164","0.908672337723302","0.900255544492635","0.917089130953969"
"Nicht beeinträchtigt","2014","AkademikerIn","Laendlicher Raum","1565","0.895104394068886","0.880627574940721","0.909581213197051"
"Beeinträchtigt","2014","(noch) kein Abschluss","Staedtischer Raum","58","0.141572955040044","0.115409340142006","0.167736569938082"
"Beeinträchtigt","2014","(noch) kein Abschluss","Laendlicher Raum","20","","",""
"Beeinträchtigt","2014","Hauptschule","Staedtischer Raum","873","0.207365111448713","0.196205513503865","0.21852470939356"
"Beeinträchtigt","2014","Hauptschule","Laendlicher Raum","522","0.191942438372242","0.178118980646071","0.205765896098414"
"Beeinträchtigt","2014","Realschule","Staedtischer Raum","400","0.122654134077569","0.112350827327984","0.132957440827153"
"Beeinträchtigt","2014","Realschule","Laendlicher Raum","300","0.122929055012788","0.111127961749085","0.13473014827649"
"Beeinträchtigt","2014","(Fach-)Abitur","Staedtischer Raum","183","0.0894960381123796","0.0790994308824584","0.0998926453423009"
"Beeinträchtigt","2014","(Fach-)Abitur","Laendlicher Raum","56","0.0552475842152063","0.041369216885864","0.0691259515445486"
"Beeinträchtigt","2014","AkademikerIn","Staedtischer Raum","336","0.0913276622766978","0.0829108690460307","0.0997444555073649"
"Beeinträchtigt","2014","AkademikerIn","Laendlicher Raum","156","0.104895605931114","0.0904187868029486","0.11937242505928"
"Nicht beeinträchtigt","2015","(noch) kein Abschluss","Staedtischer Raum","620","0.867681809033077","0.842005945678093","0.893357672388061"
"Nicht beeinträchtigt","2015","(noch) kein Abschluss","Laendlicher Raum","274","0.921716872573168","0.891012001486847","0.95242174365949"
"Nicht beeinträchtigt","2015","Hauptschule","Staedtischer Raum","4018","0.7922767649758","0.780801486419249","0.803752043532352"
"Nicht beeinträchtigt","2015","Hauptschule","Laendlicher Raum","2518","0.81336737803608","0.799385721862803","0.827349034209358"
"Nicht beeinträchtigt","2015","Realschule","Staedtischer Raum","3293","0.875082196645653","0.864420256528992","0.885744136762313"
"Nicht beeinträchtigt","2015","Realschule","Laendlicher Raum","2576","0.879807459143751","0.867897941774578","0.891716976512924"
"Nicht beeinträchtigt","2015","(Fach-)Abitur","Staedtischer Raum","2884","0.923750351101063","0.914326940902064","0.933173761300062"
"Nicht beeinträchtigt","2015","(Fach-)Abitur","Laendlicher Raum","1062","0.948108142713804","0.935030017299849","0.961186268127758"
"Nicht beeinträchtigt","2015","AkademikerIn","Staedtischer Raum","4331","0.912997938175511","0.904892030436466","0.921103845914557"
"Nicht beeinträchtigt","2015","AkademikerIn","Laendlicher Raum","1617","0.905402499689227","0.891768536009973","0.919036463368481"
"Beeinträchtigt","2015","(noch) kein Abschluss","Staedtischer Raum","49","0.132318190966923","0.106642327611939","0.157994054321907"
"Beeinträchtigt","2015","(noch) kein Abschluss","Laendlicher Raum","20","","",""
"Beeinträchtigt","2015","Hauptschule","Staedtischer Raum","783","0.2077232350242","0.196247956467648","0.219198513580752"
"Beeinträchtigt","2015","Hauptschule","Laendlicher Raum","465","0.18663262196392","0.172650965790642","0.200614278137197"
"Beeinträchtigt","2015","Realschule","Staedtischer Raum","401","0.124917803354347","0.114255863237687","0.135579743471008"
"Beeinträchtigt","2015","Realschule","Laendlicher Raum","288","0.120192540856249","0.108283023487076","0.132102058225422"
"Beeinträchtigt","2015","(Fach-)Abitur","Staedtischer Raum","163","0.0762496488989368","0.066826238699938","0.0856730590979356"
"Beeinträchtigt","2015","(Fach-)Abitur","Laendlicher Raum","43","0.0518918572861963","0.0388137318722421","0.0649699827001505"
"Beeinträchtigt","2015","AkademikerIn","Staedtischer Raum","313","0.0870020618244887","0.0788961540854431","0.0951079695635343"
"Beeinträchtigt","2015","AkademikerIn","Laendlicher Raum","153","0.0945975003107733","0.0809635366315192","0.108231463990027"
"Nicht beeinträchtigt","2016","(noch) kein Abschluss","Staedtischer Raum","556","0.889291044016058","0.864058083654692","0.914524004377425"
"Nicht beeinträchtigt","2016","(noch) kein Abschluss","Laendlicher Raum","212","0.912889263916084","0.876680389712952","0.949098138119216"
"Nicht beeinträchtigt","2016","Hauptschule","Staedtischer Raum","3551","0.791937197285347","0.779757700001454","0.804116694569241"
"Nicht beeinträchtigt","2016","Hauptschule","Laendlicher Raum","2273","0.805868793832631","0.790960615020233","0.820776972645028"
"Nicht beeinträchtigt","2016","Realschule","Staedtischer Raum","2991","0.876013389421184","0.86488148935655","0.887145289485818"
"Nicht beeinträchtigt","2016","Realschule","Laendlicher Raum","2390","0.883413862096786","0.871201911777962","0.895625812415609"
"Nicht beeinträchtigt","2016","(Fach-)Abitur","Staedtischer Raum","2546","0.919548973114006","0.909297223862753","0.92980072236526"
"Nicht beeinträchtigt","2016","(Fach-)Abitur","Laendlicher Raum","940","0.936381162464485","0.921215696824853","0.951546628104117"
"Nicht beeinträchtigt","2016","AkademikerIn","Staedtischer Raum","3924","0.91041890930413","0.901819914893293","0.919017903714968"
"Nicht beeinträchtigt","2016","AkademikerIn","Laendlicher Raum","1512","0.908824986532429","0.894985797907279","0.922664175157579"
"Beeinträchtigt","2016","(noch) kein Abschluss","Staedtischer Raum","38","0.110708955983942","0.0854759956225755","0.135941916345309"
"Beeinträchtigt","2016","(noch) kein Abschluss","Laendlicher Raum","21","","",""
"Beeinträchtigt","2016","Hauptschule","Staedtischer Raum","716","0.208062802714653","0.195883305430759","0.220242299998546"
"Beeinträchtigt","2016","Hauptschule","Laendlicher Raum","431","0.194131206167369","0.179223027354972","0.209039384979767"
"Beeinträchtigt","2016","Realschule","Staedtischer Raum","376","0.123986610578816","0.112854710514182","0.13511851064345"
"Beeinträchtigt","2016","Realschule","Laendlicher Raum","263","0.116586137903214","0.104374187584391","0.128798088222038"
"Beeinträchtigt","2016","(Fach-)Abitur","Staedtischer Raum","158","0.0804510268859935","0.0701992776347401","0.090702776137247"
"Beeinträchtigt","2016","(Fach-)Abitur","Laendlicher Raum","55","0.0636188375355149","0.0484533718958829","0.0787843031751469"
"Beeinträchtigt","2016","AkademikerIn","Staedtischer Raum","313","0.0895810906958695","0.0809820962850319","0.0981800851067071"
"Beeinträchtigt","2016","AkademikerIn","Laendlicher Raum","150","0.0911750134675709","0.0773358248424209","0.105014202092721"
"Nicht beeinträchtigt","2017","(noch) kein Abschluss","Staedtischer Raum","606","0.873323381198548","0.847967241462751","0.898679520934344"
"Nicht beeinträchtigt","2017","(noch) kein Abschluss","Laendlicher Raum","251","0.921983660299882","0.890111020366717","0.953856300233046"
"Nicht beeinträchtigt","2017","Hauptschule","Staedtischer Raum","3587","0.79321587416965","0.781172242103386","0.805259506235915"
"Nicht beeinträchtigt","2017","Hauptschule","Laendlicher Raum","2334","0.816320153982097","0.801980041782117","0.830660266182076"
"Nicht beeinträchtigt","2017","Realschule","Staedtischer Raum","3417","0.874246065028917","0.863772480041665","0.884719650016169"
"Nicht beeinträchtigt","2017","Realschule","Laendlicher Raum","2757","0.87722925441843","0.865611107838463","0.888847400998396"
"Nicht beeinträchtigt","2017","(Fach-)Abitur","Staedtischer Raum","2808","0.919572394265344","0.909835952911241","0.929308835619447"
"Nicht beeinträchtigt","2017","(Fach-)Abitur","Laendlicher Raum","1078","0.925604796250579","0.910425123326482","0.940784469174677"
"Nicht beeinträchtigt","2017","AkademikerIn","Staedtischer Raum","4353","0.918890472652836","0.911068919983735","0.926712025321937"
"Nicht beeinträchtigt","2017","AkademikerIn","Laendlicher Raum","1681","0.916446905141649","0.90376870886016","0.929125101423139"
"Beeinträchtigt","2017","(noch) kein Abschluss","Staedtischer Raum","55","0.126676618801452","0.101320479065656","0.152032758537249"
"Beeinträchtigt","2017","(noch) kein Abschluss","Laendlicher Raum","21","","",""
"Beeinträchtigt","2017","Hauptschule","Staedtischer Raum","757","0.20678412583035","0.194740493764085","0.218827757896614"
"Beeinträchtigt","2017","Hauptschule","Laendlicher Raum","467","0.183679846017903","0.169339733817924","0.198019958217883"
"Beeinträchtigt","2017","Realschule","Staedtischer Raum","433","0.125753934971083","0.115280349983831","0.136227519958335"
"Beeinträchtigt","2017","Realschule","Laendlicher Raum","308","0.12277074558157","0.111152599001604","0.134388892161537"
"Beeinträchtigt","2017","(Fach-)Abitur","Staedtischer Raum","189","0.0804276057346564","0.0706911643805533","0.0901640470887595"
"Beeinträchtigt","2017","(Fach-)Abitur","Laendlicher Raum","70","0.0743952037494207","0.059215530825323","0.0895748766735184"
"Beeinträchtigt","2017","AkademikerIn","Staedtischer Raum","327","0.0811095273471643","0.0732879746780631","0.0889310800162655"
"Beeinträchtigt","2017","AkademikerIn","Laendlicher Raum","149","0.0835530948583508","0.0708748985768614","0.0962312911398401"
"Nicht beeinträchtigt","2018","(noch) kein Abschluss","Staedtischer Raum","597","0.888174293134695","0.86407605277463","0.91227253349476"
"Nicht beeinträchtigt","2018","(noch) kein Abschluss","Laendlicher Raum","216","0.856127526463839","0.811539556688523","0.900715496239155"
"Nicht beeinträchtigt","2018","Hauptschule","Staedtischer Raum","3388","0.794661816070339","0.782391071478271","0.806932560662407"
"Nicht beeinträchtigt","2018","Hauptschule","Laendlicher Raum","2150","0.802609027700896","0.787379661175316","0.817838394226477"
"Nicht beeinträchtigt","2018","Realschule","Staedtischer Raum","3265","0.87696334910882","0.86637349244514","0.887553205772501"
"Nicht beeinträchtigt","2018","Realschule","Laendlicher Raum","2632","0.881156467993167","0.869480906427625","0.89283202955871"
"Nicht beeinträchtigt","2018","(Fach-)Abitur","Staedtischer Raum","2697","0.909682158877265","0.899264203268598","0.920100114485931"
"Nicht beeinträchtigt","2018","(Fach-)Abitur","Laendlicher Raum","1058","0.93305382216203","0.918410173877787","0.947697470446273"
"Nicht beeinträchtigt","2018","AkademikerIn","Staedtischer Raum","4258","0.916807058609322","0.90881834856196","0.924795768656683"
"Nicht beeinträchtigt","2018","AkademikerIn","Laendlicher Raum","1592","0.903132866898203","0.889283016348488","0.916982717447918"
"Beeinträchtigt","2018","(noch) kein Abschluss","Staedtischer Raum","60","0.111825706865305","0.0877274665052401","0.13592394722537"
"Beeinträchtigt","2018","(noch) kein Abschluss","Laendlicher Raum","22","","",""
"Beeinträchtigt","2018","Hauptschule","Staedtischer Raum","775","0.205338183929661","0.193067439337593","0.217608928521729"
"Beeinträchtigt","2018","Hauptschule","Laendlicher Raum","474","0.197390972299104","0.182161605773523","0.212620338824684"
"Beeinträchtigt","2018","Realschule","Staedtischer Raum","431","0.12303665089118","0.1124467942275","0.133626507554861"
"Beeinträchtigt","2018","Realschule","Laendlicher Raum","319","0.118843532006833","0.10716797044129","0.130519093572375"
"Beeinträchtigt","2018","(Fach-)Abitur","Staedtischer Raum","211","0.0903178411227351","0.0798998855140686","0.100735796731401"
"Beeinträchtigt","2018","(Fach-)Abitur","Laendlicher Raum","61","0.0669461778379702","0.0523025295537272","0.0815898261222132"
"Beeinträchtigt","2018","AkademikerIn","Staedtischer Raum","333","0.0831929413906783","0.0752042313433168","0.0911816514380399"
"Beeinträchtigt","2018","AkademikerIn","Laendlicher Raum","160","0.0968671331017968","0.0830172825520819","0.110716983651512"
"Nicht beeinträchtigt","2019","(noch) kein Abschluss","Staedtischer Raum","508","0.884166734393568","0.85761366519569","0.910719803591447"
"Nicht beeinträchtigt","2019","(noch) kein Abschluss","Laendlicher Raum","189","0.856582707958862","0.809290207812551","0.903875208105174"
"Nicht beeinträchtigt","2019","Hauptschule","Staedtischer Raum","3045","0.796297932619708","0.783378167791251","0.809217697448165"
"Nicht beeinträchtigt","2019","Hauptschule","Laendlicher Raum","1982","0.812777075323455","0.797144420490847","0.828409730156063"
"Nicht beeinträchtigt","2019","Realschule","Staedtischer Raum","3238","0.872398701623609","0.861591001684597","0.88320640156262"
"Nicht beeinträchtigt","2019","Realschule","Laendlicher Raum","2620","0.871591791052819","0.859511297452484","0.883672284653154"
"Nicht beeinträchtigt","2019","(Fach-)Abitur","Staedtischer Raum","2715","0.915553767793991","0.905456359573278","0.925651176014704"
"Nicht beeinträchtigt","2019","(Fach-)Abitur","Laendlicher Raum","1034","0.917821728157615","0.901606802449677","0.934036653865552"
"Nicht beeinträchtigt","2019","AkademikerIn","Staedtischer Raum","4615","0.925330748250284","0.918005194967368","0.932656301533201"
"Nicht beeinträchtigt","2019","AkademikerIn","Laendlicher Raum","1739","0.902502131156163","0.889192053623824","0.915812208688501"
"Beeinträchtigt","2019","(noch) kein Abschluss","Staedtischer Raum","50","0.115833265606432","0.0892801964085534","0.14238633480431"
"Beeinträchtigt","2019","(noch) kein Abschluss","Laendlicher Raum","22","","",""
"Beeinträchtigt","2019","Hauptschule","Staedtischer Raum","688","0.203702067380292","0.190782302551835","0.216621832208749"
"Beeinträchtigt","2019","Hauptschule","Laendlicher Raum","410","0.187222924676545","0.171590269843937","0.202855579509153"
"Beeinträchtigt","2019","Realschule","Staedtischer Raum","423","0.127601298376391","0.11679359843738","0.138408998315403"
"Beeinträchtigt","2019","Realschule","Laendlicher Raum","326","0.128408208947181","0.116327715346846","0.140488702547516"
"Beeinträchtigt","2019","(Fach-)Abitur","Staedtischer Raum","198","0.0844462322060089","0.074348823985296","0.0945436404267217"
"Beeinträchtigt","2019","(Fach-)Abitur","Laendlicher Raum","68","0.0821782718423854","0.0659633461344476","0.0983931975503233"
"Beeinträchtigt","2019","AkademikerIn","Staedtischer Raum","331","0.0746692517497156","0.0673436984667992","0.081994805032632"
"Beeinträchtigt","2019","AkademikerIn","Laendlicher Raum","169","0.0974978688438375","0.0841877913114994","0.110807946376176"
"Nicht beeinträchtigt","2020","(noch) kein Abschluss","Staedtischer Raum","1290","0.866831930851701","0.848728257936329","0.884935603767073"
"Nicht beeinträchtigt","2020","(noch) kein Abschluss","Laendlicher Raum","528","0.866645682830052","0.838337138514852","0.894954227145251"
"Nicht beeinträchtigt","2020","Hauptschule","Staedtischer Raum","3423","0.798563120724008","0.786238268066014","0.810887973382002"
"Nicht beeinträchtigt","2020","Hauptschule","Laendlicher Raum","2075","0.807137214238783","0.791568189102322","0.822706239375244"
"Nicht beeinträchtigt","2020","Realschule","Staedtischer Raum","3041","0.868163424839628","0.856910201671595","0.879416648007661"
"Nicht beeinträchtigt","2020","Realschule","Laendlicher Raum","2448","0.869151284244633","0.856553986169356","0.88174858231991"
"Nicht beeinträchtigt","2020","(Fach-)Abitur","Staedtischer Raum","3403","0.91283955704684","0.903649658021128","0.922029456072552"
"Nicht beeinträchtigt","2020","(Fach-)Abitur","Laendlicher Raum","1228","0.919065127812832","0.904210759316116","0.933919496309548"
"Nicht beeinträchtigt","2020","AkademikerIn","Staedtischer Raum","5303","0.925646269874072","0.918808033684975","0.932484506063168"
"Nicht beeinträchtigt","2020","AkademikerIn","Laendlicher Raum","1849","0.88503486055896","0.871179351771954","0.898890369345965"
"Beeinträchtigt","2020","(noch) kein Abschluss","Staedtischer Raum","63","0.133168069148299","0.115064396232927","0.151271742063671"
"Beeinträchtigt","2020","(noch) kein Abschluss","Laendlicher Raum","26","","",""
"Beeinträchtigt","2020","Hauptschule","Staedtischer Raum","645","0.201436879275992","0.189112026617998","0.213761731933986"
"Beeinträchtigt","2020","Hauptschule","Laendlicher Raum","392","0.192862785761217","0.177293760624756","0.208431810897678"
