"m11124","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Beeinträchtigt","2013","(noch) kein Abschluss","Ostdeutschland","7","0.0636937819127377","0.0233853404139334","0.104002223411542"
"Beeinträchtigt","2013","Hauptschule","Westdeutschland","1211","","",""
"Beeinträchtigt","2013","Hauptschule","Ostdeutschland","228","","",""
"Beeinträchtigt","2013","Realschule","Westdeutschland","486","0.110259276729246","0.101926159639831","0.118592393818661"
"Beeinträchtigt","2013","Realschule","Ostdeutschland","240","","",""
"Beeinträchtigt","2013","(Fach-)Abitur","Westdeutschland","219","","",""
"Beeinträchtigt","2013","(Fach-)Abitur","Ostdeutschland","24","","",""
"Beeinträchtigt","2013","AkademikerIn","Westdeutschland","354","0.0861451230940443","0.0785941956326976","0.0936960505553909"
"Beeinträchtigt","2013","AkademikerIn","Ostdeutschland","151","","",""
"Nicht beeinträchtigt","2014","(noch) kein Abschluss","Westdeutschland","815","0.869076209115228","0.84687766472743","0.891274753503026"
"Nicht beeinträchtigt","2014","(noch) kein Abschluss","Ostdeutschland","107","","",""
"Nicht beeinträchtigt","2014","Hauptschule","Westdeutschland","5765","0.79751033623122","0.788051078017018","0.806969594445422"
"Nicht beeinträchtigt","2014","Hauptschule","Ostdeutschland","1028","","",""
"Nicht beeinträchtigt","2014","Realschule","Westdeutschland","4297","0.882332588828806","0.873181936403459","0.891483241254154"
"Nicht beeinträchtigt","2014","Realschule","Ostdeutschland","1871","","",""
"Nicht beeinträchtigt","2014","(Fach-)Abitur","Westdeutschland","3199","0.912304397558795","0.902819165683026","0.921789629434564"
"Nicht beeinträchtigt","2014","(Fach-)Abitur","Ostdeutschland","499","0.964088777711122","0.948111498059356","0.980066057362888"
"Nicht beeinträchtigt","2014","AkademikerIn","Westdeutschland","4443","0.912060942022129","0.904034912847015","0.920086971197243"
"Nicht beeinträchtigt","2014","AkademikerIn","Ostdeutschland","1286","","",""
"Beeinträchtigt","2014","(noch) kein Abschluss","Westdeutschland","72","0.130923790884772","0.108725246496974","0.15312233527257"
"Beeinträchtigt","2014","(noch) kein Abschluss","Ostdeutschland","6","0.0674514403885613","0.0212090568774603","0.113693823899662"
"Beeinträchtigt","2014","Hauptschule","Westdeutschland","1168","","",""
"Beeinträchtigt","2014","Hauptschule","Ostdeutschland","227","","",""
"Beeinträchtigt","2014","Realschule","Westdeutschland","466","0.117667411171194","0.108516758745846","0.126818063596541"
"Beeinträchtigt","2014","Realschule","Ostdeutschland","234","","",""
"Beeinträchtigt","2014","(Fach-)Abitur","Westdeutschland","217","","",""
"Beeinträchtigt","2014","(Fach-)Abitur","Ostdeutschland","22","","",""
"Beeinträchtigt","2014","AkademikerIn","Westdeutschland","340","0.0879390579778705","0.0799130288027566","0.0959650871529845"
"Beeinträchtigt","2014","AkademikerIn","Ostdeutschland","152","","",""
"Nicht beeinträchtigt","2015","(noch) kein Abschluss","Westdeutschland","784","0.874979362621571","0.852692308446236","0.897266416796905"
"Nicht beeinträchtigt","2015","(noch) kein Abschluss","Ostdeutschland","110","","",""
"Nicht beeinträchtigt","2015","Hauptschule","Westdeutschland","5528","0.79811738972859","0.78841859011128","0.807816189345901"
"Nicht beeinträchtigt","2015","Hauptschule","Ostdeutschland","1008","","",""
"Nicht beeinträchtigt","2015","Realschule","Westdeutschland","4088","0.880750436224496","0.871334803573395","0.890166068875597"
"Nicht beeinträchtigt","2015","Realschule","Ostdeutschland","1781","","",""
"Nicht beeinträchtigt","2015","(Fach-)Abitur","Westdeutschland","3442","0.924181661439676","0.91557170862281","0.932791614256542"
"Nicht beeinträchtigt","2015","(Fach-)Abitur","Ostdeutschland","504","0.969127725314564","0.954275071680564","0.983980378948565"
"Nicht beeinträchtigt","2015","AkademikerIn","Westdeutschland","4673","0.916022494351252","0.908333234817007","0.923711753885498"
"Nicht beeinträchtigt","2015","AkademikerIn","Ostdeutschland","1275","","",""
"Beeinträchtigt","2015","(noch) kein Abschluss","Westdeutschland","62","0.125020637378429","0.102733583203095","0.147307691553764"
"Beeinträchtigt","2015","(noch) kein Abschluss","Ostdeutschland","7","0.0546372637720482","0.0134560757939768","0.0958184517501197"
"Beeinträchtigt","2015","Hauptschule","Westdeutschland","1052","","",""
"Beeinträchtigt","2015","Hauptschule","Ostdeutschland","196","","",""
"Beeinträchtigt","2015","Realschule","Westdeutschland","463","0.119249563775504","0.109833931124403","0.128665196426605"
"Beeinträchtigt","2015","Realschule","Ostdeutschland","226","","",""
"Beeinträchtigt","2015","(Fach-)Abitur","Westdeutschland","189","","",""
"Beeinträchtigt","2015","(Fach-)Abitur","Ostdeutschland","17","","",""
"Beeinträchtigt","2015","AkademikerIn","Westdeutschland","325","0.0839775056487475","0.0762882461145024","0.0916667651829927"
"Beeinträchtigt","2015","AkademikerIn","Ostdeutschland","141","","",""
"Nicht beeinträchtigt","2016","(noch) kein Abschluss","Westdeutschland","680","0.892618911250836","0.870175630311586","0.915062192190087"
"Nicht beeinträchtigt","2016","(noch) kein Abschluss","Ostdeutschland","88","0.921088397535393","0.86715800743303","0.975018787637755"
"Nicht beeinträchtigt","2016","Hauptschule","Westdeutschland","4935","0.795460686798316","0.785175182149898","0.805746191446735"
"Nicht beeinträchtigt","2016","Hauptschule","Ostdeutschland","889","0.806762258104554","0.783026657688102","0.830497858521006"
"Nicht beeinträchtigt","2016","Realschule","Westdeutschland","3712","0.88473855490541","0.874997011869755","0.894480097941066"
"Nicht beeinträchtigt","2016","Realschule","Ostdeutschland","1669","","",""
"Nicht beeinträchtigt","2016","(Fach-)Abitur","Westdeutschland","3008","0.916846653452858","0.907285945426228","0.926407361479488"
"Nicht beeinträchtigt","2016","(Fach-)Abitur","Ostdeutschland","478","0.971982898286235","0.957445509449792","0.986520287122678"
"Nicht beeinträchtigt","2016","AkademikerIn","Westdeutschland","4226","0.912547852077852","0.904349414037185","0.920746290118519"
"Nicht beeinträchtigt","2016","AkademikerIn","Ostdeutschland","1210","","",""
"Beeinträchtigt","2016","(noch) kein Abschluss","Westdeutschland","51","0.107381088749164","0.0849378078099127","0.129824369688414"
"Beeinträchtigt","2016","(noch) kein Abschluss","Ostdeutschland","8","0.0789116024646074","0.0249812123622446","0.13284199256697"
"Beeinträchtigt","2016","Hauptschule","Westdeutschland","973","0.204539313201684","0.194253808553265","0.214824817850102"
"Beeinträchtigt","2016","Hauptschule","Ostdeutschland","174","","",""
"Beeinträchtigt","2016","Realschule","Westdeutschland","416","0.11526144509459","0.105519902058934","0.125002988130245"
"Beeinträchtigt","2016","Realschule","Ostdeutschland","223","","",""
"Beeinträchtigt","2016","(Fach-)Abitur","Westdeutschland","196","","",""
"Beeinträchtigt","2016","(Fach-)Abitur","Ostdeutschland","17","","",""
"Beeinträchtigt","2016","AkademikerIn","Westdeutschland","335","0.0874521479221481","0.0792537098814813","0.0956505859628148"
"Beeinträchtigt","2016","AkademikerIn","Ostdeutschland","128","","",""
"Nicht beeinträchtigt","2017","(noch) kein Abschluss","Westdeutschland","741","0.885628835108813","0.863670699137386","0.907586971080241"
"Nicht beeinträchtigt","2017","(noch) kein Abschluss","Ostdeutschland","116","","",""
"Nicht beeinträchtigt","2017","Hauptschule","Westdeutschland","5007","0.798564378188778","0.788458047440117","0.808670708937439"
"Nicht beeinträchtigt","2017","Hauptschule","Ostdeutschland","914","0.820939922531825","0.798231022238706","0.843648822824944"
"Nicht beeinträchtigt","2017","Realschule","Westdeutschland","4249","0.880468163620191","0.871221989696052","0.889714337544329"
"Nicht beeinträchtigt","2017","Realschule","Ostdeutschland","1925","","",""
"Nicht beeinträchtigt","2017","(Fach-)Abitur","Westdeutschland","3315","0.91475697754334","0.905571194156384","0.923942760930296"
"Nicht beeinträchtigt","2017","(Fach-)Abitur","Ostdeutschland","571","0.965146995290419","0.950410084581803","0.979883905999034"
"Nicht beeinträchtigt","2017","AkademikerIn","Westdeutschland","4732","0.920620961749213","0.913185720085881","0.928056203412545"
"Nicht beeinträchtigt","2017","AkademikerIn","Ostdeutschland","1302","","",""
"Beeinträchtigt","2017","(noch) kein Abschluss","Westdeutschland","66","0.114371164891187","0.0924130289197595","0.136329300862614"
"Beeinträchtigt","2017","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Beeinträchtigt","2017","Hauptschule","Westdeutschland","1043","","",""
"Beeinträchtigt","2017","Hauptschule","Ostdeutschland","181","","",""
"Beeinträchtigt","2017","Realschule","Westdeutschland","480","0.119531836379809","0.110285662455671","0.128778010303948"
"Beeinträchtigt","2017","Realschule","Ostdeutschland","261","","",""
"Beeinträchtigt","2017","(Fach-)Abitur","Westdeutschland","235","","",""
"Beeinträchtigt","2017","(Fach-)Abitur","Ostdeutschland","24","","",""
"Beeinträchtigt","2017","AkademikerIn","Westdeutschland","346","0.0793790382507871","0.0719437965874549","0.0868142799141193"
"Beeinträchtigt","2017","AkademikerIn","Ostdeutschland","130","","",""
"Nicht beeinträchtigt","2018","(noch) kein Abschluss","Westdeutschland","697","0.882080304757831","0.859255995367048","0.904904614148613"
"Nicht beeinträchtigt","2018","(noch) kein Abschluss","Ostdeutschland","116","","",""
"Nicht beeinträchtigt","2018","Hauptschule","Westdeutschland","4665","0.794497705153758","0.784033620415034","0.804961789892481"
"Nicht beeinträchtigt","2018","Hauptschule","Ostdeutschland","873","0.81987004525965","0.796724597300128","0.843015493219172"
"Nicht beeinträchtigt","2018","Realschule","Westdeutschland","4006","0.885163911291671","0.875833132083408","0.894494690499933"
"Nicht beeinträchtigt","2018","Realschule","Ostdeutschland","1891","","",""
"Nicht beeinträchtigt","2018","(Fach-)Abitur","Westdeutschland","3191","0.912926097727854","0.903502997329232","0.922349198126476"
"Nicht beeinträchtigt","2018","(Fach-)Abitur","Ostdeutschland","564","0.931305031768533","0.91086093790634","0.951749125630726"
"Nicht beeinträchtigt","2018","AkademikerIn","Westdeutschland","4597","0.915200923606098","0.907447298070055","0.92295454914214"
"Nicht beeinträchtigt","2018","AkademikerIn","Ostdeutschland","1253","","",""
"Beeinträchtigt","2018","(noch) kein Abschluss","Westdeutschland","70","0.117919695242169","0.0950953858513873","0.140744004632952"
"Beeinträchtigt","2018","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Beeinträchtigt","2018","Hauptschule","Westdeutschland","1063","","",""
"Beeinträchtigt","2018","Hauptschule","Ostdeutschland","186","","",""
"Beeinträchtigt","2018","Realschule","Westdeutschland","479","0.114836088708329","0.105505309500067","0.124166867916592"
"Beeinträchtigt","2018","Realschule","Ostdeutschland","271","","",""
"Beeinträchtigt","2018","(Fach-)Abitur","Westdeutschland","248","","",""
"Beeinträchtigt","2018","(Fach-)Abitur","Ostdeutschland","24","","",""
"Beeinträchtigt","2018","AkademikerIn","Westdeutschland","362","0.0847990763939026","0.0770454508578604","0.0925527019299447"
"Beeinträchtigt","2018","AkademikerIn","Ostdeutschland","131","","",""
"Nicht beeinträchtigt","2019","(noch) kein Abschluss","Westdeutschland","611","0.876036308420998","0.851102125881154","0.900970490960841"
"Nicht beeinträchtigt","2019","(noch) kein Abschluss","Ostdeutschland","92","0.90197412149623","0.844826411572435","0.959121831420024"
"Nicht beeinträchtigt","2019","Hauptschule","Westdeutschland","4298","0.798963286435381","0.788127440277482","0.80979913259328"
"Nicht beeinträchtigt","2019","Hauptschule","Ostdeutschland","782","0.824483709811961","0.800139458266391","0.84882796135753"
"Nicht beeinträchtigt","2019","Realschule","Westdeutschland","4078","0.878834892587948","0.869378130952846","0.888291654223049"
"Nicht beeinträchtigt","2019","Realschule","Ostdeutschland","1871","","",""
"Nicht beeinträchtigt","2019","(Fach-)Abitur","Westdeutschland","3285","0.913031678132639","0.90374513609346","0.922318220171818"
"Nicht beeinträchtigt","2019","(Fach-)Abitur","Ostdeutschland","574","0.937387143913944","0.918050518299831","0.956723769528058"
"Nicht beeinträchtigt","2019","AkademikerIn","Westdeutschland","5055","0.924613081310695","0.91758111350739","0.931645049114"
"Nicht beeinträchtigt","2019","AkademikerIn","Ostdeutschland","1431","","",""
"Beeinträchtigt","2019","(noch) kein Abschluss","Westdeutschland","60","0.123963691579002","0.0990295090391589","0.148897874118846"
"Beeinträchtigt","2019","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Beeinträchtigt","2019","Hauptschule","Westdeutschland","957","0.201036713564619","0.19020086740672","0.211872559722518"
"Beeinträchtigt","2019","Hauptschule","Ostdeutschland","156","","",""
"Beeinträchtigt","2019","Realschule","Westdeutschland","496","0.121165107412052","0.111708345776951","0.130621869047154"
"Beeinträchtigt","2019","Realschule","Ostdeutschland","281","","",""
"Beeinträchtigt","2019","(Fach-)Abitur","Westdeutschland","252","","",""
"Beeinträchtigt","2019","(Fach-)Abitur","Ostdeutschland","29","","",""
"Beeinträchtigt","2019","AkademikerIn","Westdeutschland","360","0.0753869186893049","0.068354950886","0.0824188864926099"
"Beeinträchtigt","2019","AkademikerIn","Ostdeutschland","160","","",""
"Nicht beeinträchtigt","2020","(noch) kein Abschluss","Westdeutschland","1576","","",""
"Nicht beeinträchtigt","2020","(noch) kein Abschluss","Ostdeutschland","242","","",""
"Nicht beeinträchtigt","2020","Hauptschule","Westdeutschland","4676","0.799820348966866","0.789303689004392","0.81033700892934"
"Nicht beeinträchtigt","2020","Hauptschule","Ostdeutschland","822","0.815117334532191","0.790737723405855","0.839496945658526"
"Nicht beeinträchtigt","2020","Realschule","Westdeutschland","3778","0.876512709546751","0.866627439260058","0.886397979833443"
"Nicht beeinträchtigt","2020","Realschule","Ostdeutschland","1711","","",""
"Nicht beeinträchtigt","2020","(Fach-)Abitur","Westdeutschland","3969","0.909723782896391","0.901081517744188","0.918366048048594"
"Nicht beeinträchtigt","2020","(Fach-)Abitur","Ostdeutschland","662","0.945441761308327","0.928495608928781","0.962387913687872"
"Nicht beeinträchtigt","2020","AkademikerIn","Westdeutschland","5672","0.922287327083742","0.915539047558146","0.929035606609337"
"Nicht beeinträchtigt","2020","AkademikerIn","Ostdeutschland","1480","","",""
"Beeinträchtigt","2020","(noch) kein Abschluss","Westdeutschland","75","0.133791053905269","0.117370060595117","0.15021204721542"
"Beeinträchtigt","2020","(noch) kein Abschluss","Ostdeutschland","14","","",""
"Beeinträchtigt","2020","Hauptschule","Westdeutschland","885","0.200179651033134","0.18966299107066","0.210696310995608"
"Beeinträchtigt","2020","Hauptschule","Ostdeutschland","152","","",""
"Beeinträchtigt","2020","Realschule","Westdeutschland","477","0.123487290453249","0.113602020166557","0.133372560739942"
"Beeinträchtigt","2020","Realschule","Ostdeutschland","259","","",""
"Beeinträchtigt","2020","(Fach-)Abitur","Westdeutschland","255","","",""
"Beeinträchtigt","2020","(Fach-)Abitur","Ostdeutschland","28","","",""
"Beeinträchtigt","2020","AkademikerIn","Westdeutschland","374","0.0777126729162585","0.0709643933906625","0.0844609524418545"
"Beeinträchtigt","2020","AkademikerIn","Ostdeutschland","164","","",""
