"m11124","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nicht beeinträchtigt","2010","Realschule","weiblich","3842","0.898191904199386","0.888968284780262","0.907415523618511"
"Nicht beeinträchtigt","2010","(Fach-)Abitur","maennlich","1161","0.911851164747885","0.896102864617028","0.927599464878741"
"Nicht beeinträchtigt","2010","(Fach-)Abitur","weiblich","1737","0.936118342220845","0.924858755226679","0.947377929215011"
"Nicht beeinträchtigt","2010","AkademikerIn","maennlich","2561","0.902254480495813","0.891189351920595","0.91331960907103"
"Nicht beeinträchtigt","2010","AkademikerIn","weiblich","2453","0.913949725646527","0.903176437147149","0.924723014145906"
"Beeinträchtigt","2010","(noch) kein Abschluss","maennlich","17","","",""
"Beeinträchtigt","2010","(noch) kein Abschluss","weiblich","23","","",""
"Beeinträchtigt","2010","Hauptschule","maennlich","616","0.199124943895365","0.186108897227585","0.212140990563146"
"Beeinträchtigt","2010","Hauptschule","weiblich","509","0.170607748503125","0.158725542187326","0.182489954818924"
"Beeinträchtigt","2010","Realschule","maennlich","239","0.107311163732648","0.09550696820832","0.119115359256977"
"Beeinträchtigt","2010","Realschule","weiblich","287","0.101808095800613","0.0925844763814886","0.111031715219738"
"Beeinträchtigt","2010","(Fach-)Abitur","maennlich","84","0.0881488352521153","0.0724005351212589","0.103897135382972"
"Beeinträchtigt","2010","(Fach-)Abitur","weiblich","75","0.0638816577791551","0.0526220707849895","0.0751412447733207"
"Beeinträchtigt","2010","AkademikerIn","maennlich","206","0.0977455195041873","0.0866803909289699","0.108810648079405"
"Beeinträchtigt","2010","AkademikerIn","weiblich","150","0.0860502743534726","0.0752769858540946","0.0968235628528507"
"Nicht beeinträchtigt","2011","(noch) kein Abschluss","maennlich","398","0.930828865809409","0.906532660474929","0.955125071143889"
"Nicht beeinträchtigt","2011","(noch) kein Abschluss","weiblich","437","0.87407950908327","0.844338355038354","0.903820663128186"
"Nicht beeinträchtigt","2011","Hauptschule","maennlich","3503","0.808175801906455","0.796363337776611","0.819988266036298"
"Nicht beeinträchtigt","2011","Hauptschule","weiblich","3977","0.820156390438395","0.809115327814674","0.831197453062116"
"Nicht beeinträchtigt","2011","Realschule","maennlich","2735","0.88582963741093","0.874552619320299","0.897106655501561"
"Nicht beeinträchtigt","2011","Realschule","weiblich","4475","0.896313297575103","0.887742496655283","0.904884098494923"
"Nicht beeinträchtigt","2011","(Fach-)Abitur","maennlich","1360","0.933545596567871","0.920712145038094","0.946379048097649"
"Nicht beeinträchtigt","2011","(Fach-)Abitur","weiblich","2089","0.937989750534548","0.927870426482846","0.948109074586251"
"Nicht beeinträchtigt","2011","AkademikerIn","maennlich","2944","0.905652425054848","0.895534010232984","0.915770839876713"
"Nicht beeinträchtigt","2011","AkademikerIn","weiblich","2811","0.91594007058552","0.906017454994047","0.925862686176993"
"Beeinträchtigt","2011","(noch) kein Abschluss","maennlich","21","","",""
"Beeinträchtigt","2011","(noch) kein Abschluss","weiblich","41","0.12592049091673","0.0961793368718145","0.155661644961646"
"Beeinträchtigt","2011","Hauptschule","maennlich","765","0.191824198093545","0.180011733963702","0.203636662223389"
"Beeinträchtigt","2011","Hauptschule","weiblich","671","0.179843609561605","0.168802546937884","0.190884672185326"
"Beeinträchtigt","2011","Realschule","maennlich","320","0.11417036258907","0.102893344498439","0.125447380679701"
"Beeinträchtigt","2011","Realschule","weiblich","385","0.103686702424897","0.095115901505077","0.112257503344716"
"Beeinträchtigt","2011","(Fach-)Abitur","maennlich","87","0.0664544034321286","0.0536209519023511","0.079287854961906"
"Beeinträchtigt","2011","(Fach-)Abitur","weiblich","93","0.0620102494654515","0.0518909254137488","0.0721295735171541"
"Beeinträchtigt","2011","AkademikerIn","maennlich","262","0.0943475749451515","0.0842291601232867","0.104465989767016"
"Beeinträchtigt","2011","AkademikerIn","weiblich","193","0.0840599294144803","0.074137313823007","0.0939825450059535"
"Nicht beeinträchtigt","2012","(noch) kein Abschluss","maennlich","382","0.898950249020072","0.869740899242895","0.92815959879725"
"Nicht beeinträchtigt","2012","(noch) kein Abschluss","weiblich","445","0.878836811909228","0.849674965459446","0.907998658359011"
"Nicht beeinträchtigt","2012","Hauptschule","maennlich","3407","0.796231296761886","0.784039322907494","0.808423270616278"
"Nicht beeinträchtigt","2012","Hauptschule","weiblich","3783","0.82331981641504","0.812123987221343","0.834515645608737"
"Nicht beeinträchtigt","2012","Realschule","maennlich","2703","0.88341821338287","0.872008328343309","0.894828098422431"
"Nicht beeinträchtigt","2012","Realschule","weiblich","4279","0.890201007760893","0.881259160139896","0.89914285538189"
"Nicht beeinträchtigt","2012","(Fach-)Abitur","maennlich","1317","0.917362684664906","0.903062167900538","0.931663201429274"
"Nicht beeinträchtigt","2012","(Fach-)Abitur","weiblich","2020","0.931247771980494","0.920502082142512","0.941993461818475"
"Nicht beeinträchtigt","2012","AkademikerIn","maennlich","2880","0.9001824636573","0.889706198945532","0.910658728369068"
"Nicht beeinträchtigt","2012","AkademikerIn","weiblich","2789","0.913936905315018","0.903891006959355","0.923982803670681"
"Beeinträchtigt","2012","(noch) kein Abschluss","maennlich","27","","",""
"Beeinträchtigt","2012","(noch) kein Abschluss","weiblich","36","0.121163188090772","0.092001341640989","0.150325034540554"
"Beeinträchtigt","2012","Hauptschule","maennlich","786","0.203768703238114","0.191576729383722","0.215960677092506"
"Beeinträchtigt","2012","Hauptschule","weiblich","675","0.17668018358496","0.165484354391263","0.187876012778657"
"Beeinträchtigt","2012","Realschule","maennlich","336","0.11658178661713","0.105171901577569","0.127991671656691"
"Beeinträchtigt","2012","Realschule","weiblich","417","0.109798992239107","0.10085714461811","0.118740839860104"
"Beeinträchtigt","2012","(Fach-)Abitur","maennlich","107","0.0826373153350937","0.0683367985707256","0.0969378320994619"
"Beeinträchtigt","2012","(Fach-)Abitur","weiblich","110","0.0687522280195064","0.0580065381815247","0.079497917857488"
"Beeinträchtigt","2012","AkademikerIn","maennlich","265","0.0998175363427","0.0893412716309321","0.110293801054468"
"Beeinträchtigt","2012","AkademikerIn","weiblich","205","0.086063094684982","0.0760171963293188","0.0961089930406451"
"Nicht beeinträchtigt","2013","(noch) kein Abschluss","maennlich","573","0.908933938212287","0.886287668055122","0.931580208369453"
"Nicht beeinträchtigt","2013","(noch) kein Abschluss","weiblich","646","0.864336025678723","0.838729933900358","0.889942117457089"
"Nicht beeinträchtigt","2013","Hauptschule","maennlich","3819","0.795009202744478","0.783341922047576","0.80667648344138"
"Nicht beeinträchtigt","2013","Hauptschule","weiblich","4154","0.81882562485896","0.807944237796269","0.82970701192165"
"Nicht beeinträchtigt","2013","Realschule","maennlich","2746","0.882961444843234","0.871591888223047","0.894331001463421"
"Nicht beeinträchtigt","2013","Realschule","weiblich","4306","0.89058475770914","0.881667064364902","0.899502451053378"
"Nicht beeinträchtigt","2013","(Fach-)Abitur","maennlich","1742","0.925412185125533","0.913472491912568","0.937351878338497"
"Nicht beeinträchtigt","2013","(Fach-)Abitur","weiblich","2472","0.925770178939047","0.915688034462096","0.935852323415999"
"Nicht beeinträchtigt","2013","AkademikerIn","maennlich","3148","0.901010463696572","0.891026157596496","0.910994769796649"
"Nicht beeinträchtigt","2013","AkademikerIn","weiblich","3202","0.916939835332426","0.907687979090006","0.926191691574846"
"Beeinträchtigt","2013","(noch) kein Abschluss","maennlich","47","0.0910660617877125","0.0684197916305471","0.113712331944878"
"Beeinträchtigt","2013","(noch) kein Abschluss","weiblich","41","0.135663974321277","0.110057882542911","0.161270066099642"
"Beeinträchtigt","2013","Hauptschule","maennlich","780","0.204990797255522","0.19332351655862","0.216658077952424"
"Beeinträchtigt","2013","Hauptschule","weiblich","659","0.18117437514104","0.17029298807835","0.192055762203731"
"Beeinträchtigt","2013","Realschule","maennlich","325","0.117038555156766","0.105668998536579","0.128408111776953"
"Beeinträchtigt","2013","Realschule","weiblich","401","0.10941524229086","0.100497548946622","0.118332935635098"
"Beeinträchtigt","2013","(Fach-)Abitur","maennlich","118","0.0745878148744674","0.0626481216615032","0.0865275080874316"
"Beeinträchtigt","2013","(Fach-)Abitur","weiblich","125","0.0742298210609525","0.0641476765840013","0.0843119655379037"
"Beeinträchtigt","2013","AkademikerIn","maennlich","289","0.0989895363034278","0.0890052302033513","0.108973842403504"
"Beeinträchtigt","2013","AkademikerIn","weiblich","216","0.083060164667574","0.0738083084251544","0.0923120209099936"
"Nicht beeinträchtigt","2014","(noch) kein Abschluss","maennlich","420","0.894583392754377","0.866428432142996","0.922738353365758"
"Nicht beeinträchtigt","2014","(noch) kein Abschluss","weiblich","502","0.858493398201312","0.829177378357041","0.887809418045583"
"Nicht beeinträchtigt","2014","Hauptschule","maennlich","3251","0.787289079013848","0.774605716764739","0.799972441262957"
"Nicht beeinträchtigt","2014","Hauptschule","weiblich","3542","0.80876314485076","0.796853758521095","0.820672531180424"
"Nicht beeinträchtigt","2014","Realschule","maennlich","2447","0.876569178471959","0.86426641335979","0.888871943584127"
"Nicht beeinträchtigt","2014","Realschule","weiblich","3721","0.877768616641291","0.867769181095558","0.887768052187024"
"Nicht beeinträchtigt","2014","(Fach-)Abitur","maennlich","1576","0.92437648772404","0.911767328369464","0.936985647078616"
"Nicht beeinträchtigt","2014","(Fach-)Abitur","weiblich","2122","0.912570041475352","0.90089352820006","0.924246554750644"
"Nicht beeinträchtigt","2014","AkademikerIn","maennlich","2817","0.896482842972595","0.885750490593106","0.907215195352085"
"Nicht beeinträchtigt","2014","AkademikerIn","weiblich","2912","0.914976172602993","0.905198650148978","0.924753695057007"
"Beeinträchtigt","2014","(noch) kein Abschluss","maennlich","37","0.105416607245623","0.0772616466342416","0.133571567857004"
"Beeinträchtigt","2014","(noch) kein Abschluss","weiblich","41","0.141506601798688","0.112190581954417","0.170822621642959"
"Beeinträchtigt","2014","Hauptschule","maennlich","748","0.212710920986152","0.200027558737043","0.225394283235261"
"Beeinträchtigt","2014","Hauptschule","weiblich","647","0.19123685514924","0.179327468819576","0.203146241478905"
"Beeinträchtigt","2014","Realschule","maennlich","299","0.123430821528041","0.111128056415873","0.13573358664021"
"Beeinträchtigt","2014","Realschule","weiblich","401","0.122231383358709","0.112231947812976","0.132230818904442"
"Beeinträchtigt","2014","(Fach-)Abitur","maennlich","113","0.0756235122759597","0.0630143529213836","0.0882326716305358"
"Beeinträchtigt","2014","(Fach-)Abitur","weiblich","126","0.0874299585246478","0.075753445249356","0.0991064717999395"
"Beeinträchtigt","2014","AkademikerIn","maennlich","278","0.103517157027405","0.092784804647915","0.114249509406895"
"Beeinträchtigt","2014","AkademikerIn","weiblich","214","0.0850238273970075","0.0752463049429926","0.0948013498510223"
"Nicht beeinträchtigt","2015","(noch) kein Abschluss","maennlich","386","0.88710653694999","0.856805090026083","0.917407983873898"
"Nicht beeinträchtigt","2015","(noch) kein Abschluss","weiblich","508","0.879744959464204","0.852412502101643","0.907077416826766"
"Nicht beeinträchtigt","2015","Hauptschule","maennlich","3188","0.78398143702579","0.770980562655614","0.796982311395967"
"Nicht beeinträchtigt","2015","Hauptschule","weiblich","3348","0.815326178390709","0.803202229850921","0.827450126930497"
"Nicht beeinträchtigt","2015","Realschule","maennlich","2346","0.879053210556719","0.866593945604562","0.891512475508875"
"Nicht beeinträchtigt","2015","Realschule","weiblich","3523","0.875314671224153","0.864982123457603","0.885647218990702"
"Nicht beeinträchtigt","2015","(Fach-)Abitur","maennlich","1663","0.92750596033833","0.915405321311228","0.939606599365432"
"Nicht beeinträchtigt","2015","(Fach-)Abitur","weiblich","2283","0.930731444944448","0.92054761385573","0.940915276033166"
"Nicht beeinträchtigt","2015","AkademikerIn","maennlich","2945","0.908801141890673","0.898815459143225","0.918786824638121"
"Nicht beeinträchtigt","2015","AkademikerIn","weiblich","3003","0.913683458790463","0.903985113894239","0.923381803686688"
"Beeinträchtigt","2015","(noch) kein Abschluss","maennlich","33","0.11289346305001","0.0825920161261023","0.143194909973917"
"Beeinträchtigt","2015","(noch) kein Abschluss","weiblich","36","0.120255040535796","0.0929225831732343","0.147587497898357"
"Beeinträchtigt","2015","Hauptschule","maennlich","661","0.216018562974209","0.203017688604033","0.229019437344386"
"Beeinträchtigt","2015","Hauptschule","weiblich","587","0.184673821609291","0.172549873069503","0.196797770149079"
"Beeinträchtigt","2015","Realschule","maennlich","285","0.120946789443281","0.108487524491124","0.133406054395438"
"Beeinträchtigt","2015","Realschule","weiblich","404","0.124685328775847","0.114352781009298","0.135017876542397"
"Beeinträchtigt","2015","(Fach-)Abitur","maennlich","101","0.0724940396616697","0.0603934006345676","0.0845946786887717"
"Beeinträchtigt","2015","(Fach-)Abitur","weiblich","105","0.0692685550555522","0.0590847239668343","0.07945238614427"
"Beeinträchtigt","2015","AkademikerIn","maennlich","248","0.0911988581093267","0.0812131753618787","0.101184540856775"
"Beeinträchtigt","2015","AkademikerIn","weiblich","218","0.0863165412095369","0.0766181963133123","0.0960148861057614"
"Nicht beeinträchtigt","2016","(noch) kein Abschluss","maennlich","328","0.913817815655911","0.88474780862865","0.942887822683173"
"Nicht beeinträchtigt","2016","(noch) kein Abschluss","weiblich","440","0.880658079739547","0.851317962668061","0.909998196811033"
"Nicht beeinträchtigt","2016","Hauptschule","maennlich","2847","0.780139599447334","0.766329915665395","0.793949283229272"
"Nicht beeinträchtigt","2016","Hauptschule","weiblich","2977","0.813716630876748","0.800847556942725","0.826585704810771"
"Nicht beeinträchtigt","2016","Realschule","maennlich","2122","0.869838910782578","0.856388335422424","0.883289486142732"
"Nicht beeinträchtigt","2016","Realschule","weiblich","3259","0.886694397149056","0.876363297390858","0.897025496907253"
"Nicht beeinträchtigt","2016","(Fach-)Abitur","maennlich","1451","0.924460242784618","0.911321479280507","0.937599006288729"
"Nicht beeinträchtigt","2016","(Fach-)Abitur","weiblich","2035","0.922362605496502","0.911038060478756","0.933687150514248"
"Nicht beeinträchtigt","2016","AkademikerIn","maennlich","2681","0.906998371282959","0.896471290936637","0.917525451629282"
"Nicht beeinträchtigt","2016","AkademikerIn","weiblich","2755","0.913341564137782","0.903232134825344","0.923450993450219"
"Beeinträchtigt","2016","(noch) kein Abschluss","maennlich","30","0.0861821843440886","0.0571121773168266","0.115252191371351"
"Beeinträchtigt","2016","(noch) kein Abschluss","weiblich","29","","",""
"Beeinträchtigt","2016","Hauptschule","maennlich","608","0.219860400552666","0.206050716770728","0.233670084334605"
"Beeinträchtigt","2016","Hauptschule","weiblich","539","0.186283369123252","0.173414295189229","0.199152443057275"
"Beeinträchtigt","2016","Realschule","maennlich","282","0.130161089217422","0.116710513857268","0.143611664577576"
"Beeinträchtigt","2016","Realschule","weiblich","357","0.113305602850944","0.102974503092747","0.123636702609142"
"Beeinträchtigt","2016","(Fach-)Abitur","maennlich","103","0.0755397572153822","0.0624009937112713","0.0886785207194931"
"Beeinträchtigt","2016","(Fach-)Abitur","weiblich","110","0.0776373945034982","0.0663128494857523","0.0889619395212442"
"Beeinträchtigt","2016","AkademikerIn","maennlich","243","0.0930016287170406","0.0824745483707181","0.103528709063363"
"Beeinträchtigt","2016","AkademikerIn","weiblich","220","0.0866584358622184","0.0765490065497808","0.096767865174656"
"Nicht beeinträchtigt","2017","(noch) kein Abschluss","maennlich","384","0.880290392984978","0.849355017552747","0.911225768417209"
"Nicht beeinträchtigt","2017","(noch) kein Abschluss","weiblich","473","0.888588361203209","0.86128107170818","0.915895650698238"
"Nicht beeinträchtigt","2017","Hauptschule","maennlich","2898","0.781272320297721","0.767694964588068","0.794849676007373"
"Nicht beeinträchtigt","2017","Hauptschule","weiblich","3023","0.820982121366283","0.808431097843961","0.833533144888606"
"Nicht beeinträchtigt","2017","Realschule","maennlich","2478","0.877655497533705","0.865509483576642","0.889801511490768"
"Nicht beeinträchtigt","2017","Realschule","weiblich","3696","0.873644605493197","0.86349810013923","0.883791110847164"
"Nicht beeinträchtigt","2017","(Fach-)Abitur","maennlich","1658","0.929371225937762","0.917445655321871","0.941296796553653"
"Nicht beeinträchtigt","2017","(Fach-)Abitur","weiblich","2228","0.91327894923096","0.901953518241135","0.924604380220785"
"Nicht beeinträchtigt","2017","AkademikerIn","maennlich","2998","0.912182944444304","0.902456895091664","0.921908993796945"
"Nicht beeinträchtigt","2017","AkademikerIn","weiblich","3036","0.925152241794084","0.91611501433814","0.934189469250028"
"Beeinträchtigt","2017","(noch) kein Abschluss","maennlich","39","0.119709607015022","0.0887742315827913","0.150644982447253"
"Beeinträchtigt","2017","(noch) kein Abschluss","weiblich","37","0.111411638796791","0.084104349301762","0.13871892829182"
"Beeinträchtigt","2017","Hauptschule","maennlich","663","0.218727679702279","0.205150323992627","0.232305035411932"
"Beeinträchtigt","2017","Hauptschule","weiblich","561","0.179017878633717","0.166466855111394","0.191568902156039"
"Beeinträchtigt","2017","Realschule","maennlich","318","0.122344502466295","0.110198488509232","0.134490516423358"
"Beeinträchtigt","2017","Realschule","weiblich","423","0.126355394506803","0.116208889152836","0.13650189986077"
"Beeinträchtigt","2017","(Fach-)Abitur","maennlich","115","0.0706287740622379","0.0587032034463471","0.0825543446781286"
"Beeinträchtigt","2017","(Fach-)Abitur","weiblich","144","0.0867210507690399","0.0753956197792146","0.0980464817588651"
"Beeinträchtigt","2017","AkademikerIn","maennlich","255","0.0878170555556956","0.0780910062030553","0.0975431049083359"
"Beeinträchtigt","2017","AkademikerIn","weiblich","221","0.0748477582059164","0.0658105307499725","0.0838849856618603"
"Nicht beeinträchtigt","2018","(noch) kein Abschluss","maennlich","367","0.878644042223147","0.846841809247428","0.910446275198865"
"Nicht beeinträchtigt","2018","(noch) kein Abschluss","weiblich","446","0.883626000767126","0.855232935947748","0.912019065586505"
"Nicht beeinträchtigt","2018","Hauptschule","maennlich","2705","0.776769340926099","0.762716540486651","0.790822141365547"
"Nicht beeinträchtigt","2018","Hauptschule","weiblich","2833","0.818250582870565","0.805314701991751","0.83118646374938"
"Nicht beeinträchtigt","2018","Realschule","maennlich","2358","0.874134780489916","0.861569679762062","0.886699881217769"
"Nicht beeinträchtigt","2018","Realschule","weiblich","3539","0.882321328812162","0.872297927831827","0.892344729792498"
"Nicht beeinträchtigt","2018","(Fach-)Abitur","maennlich","1581","0.904558365979421","0.890623866033332","0.918492865925511"
"Nicht beeinträchtigt","2018","(Fach-)Abitur","weiblich","2174","0.92487568396021","0.914147414749775","0.935603953170645"
"Nicht beeinträchtigt","2018","AkademikerIn","maennlich","2889","0.912108414916959","0.902219272295386","0.921997557538533"
"Nicht beeinträchtigt","2018","AkademikerIn","weiblich","2961","0.915274589088873","0.905617123272367","0.924932054905379"
"Beeinträchtigt","2018","(noch) kein Abschluss","maennlich","38","0.121355957776853","0.0895537248011348","0.153158190752572"
"Beeinträchtigt","2018","(noch) kein Abschluss","weiblich","44","0.116373999232874","0.0879809344134948","0.144767064052252"
"Beeinträchtigt","2018","Hauptschule","maennlich","668","0.223230659073901","0.209177858634453","0.237283459513349"
"Beeinträchtigt","2018","Hauptschule","weiblich","581","0.181749417129435","0.16881353625062","0.194685298008249"
"Beeinträchtigt","2018","Realschule","maennlich","319","0.125865219510084","0.113300118782231","0.138430320237938"
"Beeinträchtigt","2018","Realschule","weiblich","431","0.117678671187838","0.107655270207502","0.127702072168173"
"Beeinträchtigt","2018","(Fach-)Abitur","maennlich","127","0.0954416340205786","0.0815071340744891","0.109376133966668"
"Beeinträchtigt","2018","(Fach-)Abitur","weiblich","145","0.07512431603979","0.0643960468293551","0.0858525852502248"
"Beeinträchtigt","2018","AkademikerIn","maennlich","260","0.0878915850830407","0.0780024424614674","0.097780727704614"
"Beeinträchtigt","2018","AkademikerIn","weiblich","233","0.0847254109111269","0.0750679450946211","0.0943828767276327"
"Nicht beeinträchtigt","2019","(noch) kein Abschluss","maennlich","332","0.86245228429244","0.827310068800732","0.897594499784149"
"Nicht beeinträchtigt","2019","(noch) kein Abschluss","weiblich","372","0.893006927140912","0.862976871931015","0.923036982350808"
"Nicht beeinträchtigt","2019","Hauptschule","maennlich","2546","0.784758407406632","0.770451375460981","0.799065439352283"
"Nicht beeinträchtigt","2019","Hauptschule","weiblich","2539","0.81946839813602","0.805770902293997","0.833165893978042"
"Nicht beeinträchtigt","2019","Realschule","maennlich","2496","0.873328859645984","0.861072560191944","0.885585159100024"
"Nicht beeinträchtigt","2019","Realschule","weiblich","3464","0.869635591517671","0.859085861655657","0.880185321379686"
"Nicht beeinträchtigt","2019","(Fach-)Abitur","maennlich","1701","0.910815424729892","0.897735786360418","0.923895063099367"
"Nicht beeinträchtigt","2019","(Fach-)Abitur","weiblich","2174","0.920957158363045","0.910008983934203","0.931905332791887"
"Nicht beeinträchtigt","2019","AkademikerIn","maennlich","3393","0.919068347012784","0.910254300490018","0.92788239353555"
"Nicht beeinträchtigt","2019","AkademikerIn","weiblich","3122","0.91978515302199","0.910599423224856","0.928970882819124"
"Beeinträchtigt","2019","(noch) kein Abschluss","maennlich","37","0.137547715707559","0.102405500215851","0.172689931199268"
"Beeinträchtigt","2019","(noch) kein Abschluss","weiblich","35","0.106993072859088","0.0769630176491919","0.137023128068985"
"Beeinträchtigt","2019","Hauptschule","maennlich","624","0.215241592593368","0.200934560647717","0.229548624539019"
"Beeinträchtigt","2019","Hauptschule","weiblich","490","0.18053160186398","0.166834106021958","0.194229097706003"
"Beeinträchtigt","2019","Realschule","maennlich","333","0.126671140354016","0.114414840899976","0.138927439808056"
"Beeinträchtigt","2019","Realschule","weiblich","449","0.130364408482329","0.119814678620314","0.140914138344343"
"Beeinträchtigt","2019","(Fach-)Abitur","maennlich","123","0.0891845752701076","0.0761049369006328","0.102264213639583"
"Beeinträchtigt","2019","(Fach-)Abitur","weiblich","159","0.079042841636955","0.0680946672081127","0.0899910160657972"
"Beeinträchtigt","2019","AkademikerIn","maennlich","285","0.0809316529872159","0.0721176064644501","0.0897456995099816"
"Beeinträchtigt","2019","AkademikerIn","weiblich","237","0.0802148469780102","0.0710291171808762","0.0894005767751442"
"Nicht beeinträchtigt","2020","(noch) kein Abschluss","maennlich","990","0.857315313321357","0.836017883941479","0.878612742701236"
"Nicht beeinträchtigt","2020","(noch) kein Abschluss","weiblich","828","0.875721171617148","0.853812274627723","0.897630068606573"
"Nicht beeinträchtigt","2020","Hauptschule","maennlich","2840","0.787445031068465","0.773703494835548","0.801186567301383"
"Nicht beeinträchtigt","2020","Hauptschule","weiblich","2658","0.81593620125635","0.802359689069918","0.829512713442782"
"Nicht beeinträchtigt","2020","Realschule","maennlich","2269","0.865779088815519","0.852632910300706","0.878925267330333"
"Nicht beeinträchtigt","2020","Realschule","weiblich","3220","0.870862188467863","0.859969397240993","0.881754979694732"
"Nicht beeinträchtigt","2020","(Fach-)Abitur","maennlich","2115","0.915193411942444","0.903658921836576","0.926727902048311"
"Nicht beeinträchtigt","2020","(Fach-)Abitur","weiblich","2514","0.913878653506869","0.903237416096895","0.924519890916842"
"Nicht beeinträchtigt","2020","AkademikerIn","maennlich","3753","0.918894984460478","0.91047375477406","0.927316214146896"
"Nicht beeinträchtigt","2020","AkademikerIn","weiblich","3397","0.912585866943615","0.903424297639469","0.921747436247761"
"Beeinträchtigt","2020","(noch) kein Abschluss","maennlich","46","0.142684686678643","0.121387257298764","0.163982116058521"
"Beeinträchtigt","2020","(noch) kein Abschluss","weiblich","43","0.124278828382852","0.102369931393427","0.146187725372277"
"Beeinträchtigt","2020","Hauptschule","maennlich","565","0.212554968931535","0.198813432698617","0.226296505164452"
"Beeinträchtigt","2020","Hauptschule","weiblich","472","0.18406379874365","0.170487286557218","0.197640310930082"
"Beeinträchtigt","2020","Realschule","maennlich","314","0.134220911184481","0.121074732669667","0.147367089699294"
"Beeinträchtigt","2020","Realschule","weiblich","421","0.129137811532137","0.118245020305268","0.140030602759007"
"Beeinträchtigt","2020","(Fach-)Abitur","maennlich","126","0.0848065880575565","0.0732720979516891","0.0963410781634239"
"Beeinträchtigt","2020","(Fach-)Abitur","weiblich","156","0.0861213464931313","0.0754801090831578","0.0967625839031048"
"Beeinträchtigt","2020","AkademikerIn","maennlich","284","0.0811050155395219","0.0726837858531038","0.08952624522594"
"Beeinträchtigt","2020","AkademikerIn","weiblich","254","0.0874141330563852","0.0782525637522393","0.096575702360531"
