,Unnamed: 0,year,bula_h,plb0037_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
661,661,2013,"Rhineland-Palatinate, Saarland",Temporary job,0.17245,171,16295,0.14153,0.20183
662,662,2013,Baden-Wuerttemberg,Permanent job,0.8419,1825,16295,0.78734,0.89332
663,663,2013,Baden-Wuerttemberg,Temporary job,0.1581,355,16295,0.13845,0.1796
664,664,2013,Bavaria,Permanent job,0.87776,2318,16295,0.82855,0.92636
665,665,2013,Bavaria,Temporary job,0.12224,388,16295,0.10211,0.13885
666,666,2013,Berlin,Permanent job,0.77812,420,16295,0.70072,0.85645
667,667,2013,Berlin,Temporary job,0.22188,127,16295,0.18123,0.26338
668,668,2013,Brandenburg,Permanent job,0.81237,421,16295,0.73258,0.89551
669,669,2013,Brandenburg,Temporary job,0.18763,114,16295,0.14487,0.23718
670,670,2013,Mecklenburg-Western Pomerania,Permanent job,0.78283,225,16295,0.67235,0.89902
671,671,2013,Mecklenburg-Western Pomerania,Temporary job,0.21717,72,16295,0.15859,0.27406
672,672,2013,Saxony,Permanent job,0.84293,796,16295,0.77065,0.92284
673,673,2013,Saxony,Temporary job,0.15707,141,16295,0.12828,0.20007
674,674,2013,Saxony-Anhalt,Permanent job,0.86685,454,16295,0.77602,0.95834
675,675,2013,Saxony-Anhalt,Temporary job,0.13315,91,16295,0.09313,0.16514
676,676,2013,Thuringa,Permanent job,0.80822,449,16295,0.72552,0.89851
677,677,2013,Thuringa,Temporary job,0.19178,89,16295,0.14224,0.25303
678,678,2014,Schleswig-Holstein,Permanent job,0.86539,408,14401,0.77049,0.95623
679,679,2014,Schleswig-Holstein,Temporary job,0.13461,69,14401,0.09612,0.17604
680,680,2014,Hamburg,Permanent job,0.88621,195,14401,0.73627,1.074
681,681,2014,Hamburg,Temporary job,0.11379,36,14401,0.08551,0.13847
682,682,2014,Lower Saxony,Permanent job,0.82116,1131,14401,0.76429,0.88165
683,683,2014,Lower Saxony,Temporary job,0.17884,244,14401,0.14525,0.21525
684,684,2014,Bremen,Permanent job,1.0,74,14401,0.73652,1.35228
685,685,2014,North Rhine-Westphalia,Permanent job,0.81868,2438,14401,0.78141,0.8701
686,686,2014,North Rhine-Westphalia,Temporary job,0.18132,554,14401,0.15688,0.20537
687,687,2014,Hesse,Permanent job,0.7963,857,14401,0.7388,0.85601
688,688,2014,Hesse,Temporary job,0.2037,193,14401,0.1629,0.24745
689,689,2014,"Rhineland-Palatinate, Saarland",Permanent job,0.82341,694,14401,0.74441,0.89457
690,690,2014,"Rhineland-Palatinate, Saarland",Temporary job,0.17659,160,14401,0.14965,0.21104
691,691,2014,Baden-Wuerttemberg,Permanent job,0.83786,1560,14401,0.78419,0.88794
692,692,2014,Baden-Wuerttemberg,Temporary job,0.16214,276,14401,0.13667,0.19208
693,693,2014,Bavaria,Permanent job,0.86639,2095,14401,0.8228,0.91921
694,694,2014,Bavaria,Temporary job,0.13361,370,14401,0.11726,0.15282
695,695,2014,Berlin,Permanent job,0.78087,384,14401,0.7072,0.86051
696,696,2014,Berlin,Temporary job,0.21913,95,14401,0.16805,0.26014
697,697,2014,Brandenburg,Permanent job,0.84323,380,14401,0.74918,0.93383
698,698,2014,Brandenburg,Temporary job,0.15677,96,14401,0.12622,0.19713
699,699,2014,Mecklenburg-Western Pomerania,Permanent job,0.7686,207,14401,0.66646,0.87254
700,700,2014,Mecklenburg-Western Pomerania,Temporary job,0.2314,62,14401,0.1754,0.2939
701,701,2014,Saxony,Permanent job,0.82474,718,14401,0.75268,0.88926
702,702,2014,Saxony,Temporary job,0.17526,131,14401,0.13194,0.21762
703,703,2014,Saxony-Anhalt,Permanent job,0.85642,405,14401,0.78254,0.94287
704,704,2014,Saxony-Anhalt,Temporary job,0.14358,70,14401,0.09792,0.19739
705,705,2014,Thuringa,Permanent job,0.80653,409,14401,0.72777,0.89219
706,706,2014,Thuringa,Temporary job,0.19347,90,14401,0.15569,0.24737
707,707,2015,Schleswig-Holstein,Permanent job,0.85931,389,14371,0.76148,0.96132
708,708,2015,Schleswig-Holstein,Temporary job,0.14069,83,14371,0.10445,0.18248
709,709,2015,Hamburg,Permanent job,0.89901,199,14371,0.73137,1.08073
710,710,2015,Hamburg,Temporary job,0.10099,39,14371,0.07614,0.12576
711,711,2015,Lower Saxony,Permanent job,0.82038,1117,14371,0.75162,0.88965
712,712,2015,Lower Saxony,Temporary job,0.17962,277,14371,0.15217,0.2152
713,713,2015,Bremen,Permanent job,1.0,67,14371,0.70538,1.41614
714,714,2015,North Rhine-Westphalia,Permanent job,0.82375,2361,14371,0.78267,0.8648
715,715,2015,North Rhine-Westphalia,Temporary job,0.17625,554,14371,0.15654,0.19674
716,716,2015,Hesse,Permanent job,0.83926,868,14371,0.77939,0.91695
717,717,2015,Hesse,Temporary job,0.16074,203,14371,0.13565,0.18625
718,718,2015,"Rhineland-Palatinate, Saarland",Permanent job,0.80495,698,14371,0.73572,0.87477
719,719,2015,"Rhineland-Palatinate, Saarland",Temporary job,0.19505,146,14371,0.15545,0.23609
720,720,2015,Baden-Wuerttemberg,Permanent job,0.82835,1581,14371,0.76978,0.88122
721,721,2015,Baden-Wuerttemberg,Temporary job,0.17165,292,14371,0.14583,0.19863
722,722,2015,Bavaria,Permanent job,0.86266,2124,14371,0.81643,0.91632
723,723,2015,Bavaria,Temporary job,0.13734,424,14371,0.12074,0.15586
724,724,2015,Berlin,Permanent job,0.77189,383,14371,0.68428,0.8602
725,725,2015,Berlin,Temporary job,0.22811,100,14371,0.1863,0.2855
726,726,2015,Brandenburg,Permanent job,0.87888,386,14371,0.77142,0.96302
727,727,2015,Brandenburg,Temporary job,0.12112,83,14371,0.08826,0.16078
728,728,2015,Mecklenburg-Western Pomerania,Permanent job,0.79322,213,14371,0.68494,0.91775
729,729,2015,Mecklenburg-Western Pomerania,Temporary job,0.20678,47,14371,0.14154,0.27322
730,730,2015,Saxony,Permanent job,0.84282,671,14371,0.77237,0.92761
731,731,2015,Saxony,Temporary job,0.15718,132,14371,0.12362,0.20641
732,732,2015,Saxony-Anhalt,Permanent job,0.80984,372,14371,0.72477,0.90337
733,733,2015,Saxony-Anhalt,Temporary job,0.19016,67,14371,0.12599,0.27144
734,734,2015,Thuringa,Permanent job,0.8377,407,14371,0.73812,0.92517
735,735,2015,Thuringa,Temporary job,0.1623,88,14371,0.13114,0.18978
736,736,2016,Schleswig-Holstein,Permanent job,0.82371,332,13382,0.70654,0.93077
737,737,2016,Schleswig-Holstein,Temporary job,0.17629,102,13382,0.13861,0.22722
738,738,2016,Hamburg,Permanent job,0.87347,187,13382,0.72842,1.04048
739,739,2016,Hamburg,Temporary job,0.12653,33,13382,0.09321,0.17626
740,740,2016,Lower Saxony,Permanent job,0.79994,1047,13382,0.73651,0.86911
741,741,2016,Lower Saxony,Temporary job,0.20006,276,13382,0.16237,0.24235
742,742,2016,Bremen,Permanent job,1.0,69,13382,0.70663,1.34421
743,743,2016,North Rhine-Westphalia,Permanent job,0.79196,2190,13382,0.748,0.83125
744,744,2016,North Rhine-Westphalia,Temporary job,0.20804,580,13382,0.18502,0.22987
745,745,2016,Hesse,Permanent job,0.83315,748,13382,0.75165,0.89682
746,746,2016,Hesse,Temporary job,0.16685,174,13382,0.13815,0.20078
747,747,2016,"Rhineland-Palatinate, Saarland",Permanent job,0.86387,673,13382,0.79606,0.93693
748,748,2016,"Rhineland-Palatinate, Saarland",Temporary job,0.13613,153,13382,0.11045,0.162
749,749,2016,Baden-Wuerttemberg,Permanent job,0.85013,1447,13382,0.8007,0.89911
750,750,2016,Baden-Wuerttemberg,Temporary job,0.14987,290,13382,0.12738,0.17172
751,751,2016,Bavaria,Permanent job,0.85705,1866,13382,0.80071,0.91183
752,752,2016,Bavaria,Temporary job,0.14295,380,13382,0.12478,0.16369
753,753,2016,Berlin,Permanent job,0.78783,365,13382,0.69426,0.87834
754,754,2016,Berlin,Temporary job,0.21217,87,13382,0.16563,0.26953
755,755,2016,Brandenburg,Permanent job,0.88459,381,13382,0.78687,0.99216
756,756,2016,Brandenburg,Temporary job,0.11541,77,13382,0.0848,0.15717
757,757,2016,Mecklenburg-Western Pomerania,Permanent job,0.83296,214,13382,0.70386,0.96785
758,758,2016,Mecklenburg-Western Pomerania,Temporary job,0.16704,49,13382,0.1218,0.21918
759,759,2016,Saxony,Permanent job,0.82657,647,13382,0.7516,0.90812
760,760,2016,Saxony,Temporary job,0.17343,126,13382,0.13547,0.22112
761,761,2016,Saxony-Anhalt,Permanent job,0.83445,344,13382,0.72928,0.93797
762,762,2016,Saxony-Anhalt,Temporary job,0.16555,82,13382,0.11305,0.23497
763,763,2016,Thuringa,Permanent job,0.79985,376,13382,0.70908,0.91878
764,764,2016,Thuringa,Temporary job,0.20015,87,13382,0.14964,0.26649
765,765,2017,Schleswig-Holstein,Permanent job,0.83971,435,15325,0.75266,0.93989
766,766,2017,Schleswig-Holstein,Temporary job,0.16029,111,15325,0.12604,0.19276
767,767,2017,Hamburg,Permanent job,0.83736,208,15325,0.73277,0.9617
768,768,2017,Hamburg,Temporary job,0.16264,44,15325,0.11008,0.21618
769,769,2017,Lower Saxony,Permanent job,0.81785,1267,15325,0.76179,0.87138
770,770,2017,Lower Saxony,Temporary job,0.18215,317,15325,0.14985,0.21706
771,771,2017,Bremen,Permanent job,0.68415,93,15325,0.53624,0.8429
772,772,2017,Bremen,Temporary job,0.31585,31,15325,0.17773,0.43523
773,773,2017,North Rhine-Westphalia,Permanent job,0.81753,2493,15325,0.7783,0.85686
774,774,2017,North Rhine-Westphalia,Temporary job,0.18247,611,15325,0.16338,0.20149
775,775,2017,Hesse,Permanent job,0.8293,871,15325,0.7664,0.89819
776,776,2017,Hesse,Temporary job,0.1707,211,15325,0.1422,0.2015
777,777,2017,"Rhineland-Palatinate, Saarland",Permanent job,0.86286,736,15325,0.78672,0.93956
778,778,2017,"Rhineland-Palatinate, Saarland",Temporary job,0.13714,157,15325,0.10938,0.15991
779,779,2017,Baden-Wuerttemberg,Permanent job,0.85159,1585,15325,0.79828,0.90241
780,780,2017,Baden-Wuerttemberg,Temporary job,0.14841,324,15325,0.12919,0.16872
781,781,2017,Bavaria,Permanent job,0.83744,2107,15325,0.79982,0.88093
782,782,2017,Bavaria,Temporary job,0.16256,451,15325,0.14641,0.17947
783,783,2017,Berlin,Permanent job,0.76918,414,15325,0.67987,0.8542
784,784,2017,Berlin,Temporary job,0.23082,116,15325,0.18771,0.28068
785,785,2017,Brandenburg,Permanent job,0.91545,447,15325,0.83234,1.00423
786,786,2017,Brandenburg,Temporary job,0.08455,73,15325,0.06692,0.10599
787,787,2017,Mecklenburg-Western Pomerania,Permanent job,0.81797,231,15325,0.66666,0.94365
788,788,2017,Mecklenburg-Western Pomerania,Temporary job,0.18203,59,15325,0.13323,0.23743
789,789,2017,Saxony,Permanent job,0.86421,771,15325,0.79423,0.93973
790,790,2017,Saxony,Temporary job,0.13579,130,15325,0.10664,0.16563
791,791,2017,Saxony-Anhalt,Permanent job,0.81473,406,15325,0.73868,0.89935
792,792,2017,Saxony-Anhalt,Temporary job,0.18527,88,15325,0.14296,0.23849
793,793,2017,Thuringa,Permanent job,0.85251,453,15325,0.75833,0.95925
794,794,2017,Thuringa,Temporary job,0.14749,85,15325,0.11966,0.17415
795,795,2018,Schleswig-Holstein,Permanent job,0.84896,439,15070,0.74577,0.94719
796,796,2018,Schleswig-Holstein,Temporary job,0.15104,110,15070,0.12087,0.18281
797,797,2018,Hamburg,Permanent job,0.84164,216,15070,0.71581,0.97152
798,798,2018,Hamburg,Temporary job,0.15836,54,15070,0.10278,0.23326
799,799,2018,Lower Saxony,Permanent job,0.8295,1231,15070,0.76623,0.88913
800,800,2018,Lower Saxony,Temporary job,0.1705,311,15070,0.13783,0.19848
801,801,2018,Bremen,Permanent job,0.73194,95,15070,0.57126,0.93475
802,802,2018,Bremen,Temporary job,0.26806,34,15070,0.12371,0.45074
803,803,2018,North Rhine-Westphalia,Permanent job,0.81307,2454,15070,0.77731,0.84749
804,804,2018,North Rhine-Westphalia,Temporary job,0.18693,661,15070,0.16825,0.20848
805,805,2018,Hesse,Permanent job,0.82609,820,15070,0.74965,0.89895
806,806,2018,Hesse,Temporary job,0.17391,246,15070,0.14732,0.20983
807,807,2018,"Rhineland-Palatinate, Saarland",Permanent job,0.8699,731,15070,0.80861,0.96041
808,808,2018,"Rhineland-Palatinate, Saarland",Temporary job,0.1301,182,15070,0.10462,0.1557
809,809,2018,Baden-Wuerttemberg,Permanent job,0.84807,1452,15070,0.79579,0.9122
810,810,2018,Baden-Wuerttemberg,Temporary job,0.15193,299,15070,0.13067,0.17224
811,811,2018,Bavaria,Permanent job,0.85637,2000,15070,0.81309,0.89937
812,812,2018,Bavaria,Temporary job,0.14363,411,15070,0.12363,0.16213
813,813,2018,Berlin,Permanent job,0.79449,438,15070,0.72369,0.87078
814,814,2018,Berlin,Temporary job,0.20551,115,15070,0.16746,0.25253
815,815,2018,Brandenburg,Permanent job,0.87436,447,15070,0.79381,0.95868
816,816,2018,Brandenburg,Temporary job,0.12564,90,15070,0.09037,0.17374
817,817,2018,Mecklenburg-Western Pomerania,Permanent job,0.87584,242,15070,0.73916,1.04019
818,818,2018,Mecklenburg-Western Pomerania,Temporary job,0.12416,50,15070,0.09453,0.16987
819,819,2018,Saxony,Permanent job,0.84166,765,15070,0.76892,0.91641
820,820,2018,Saxony,Temporary job,0.15834,154,15070,0.13001,0.19324
821,821,2018,Saxony-Anhalt,Permanent job,0.84668,414,15070,0.76155,0.93681
822,822,2018,Saxony-Anhalt,Temporary job,0.15332,81,15070,0.11055,0.2121
823,823,2018,Thuringa,Permanent job,0.86904,446,15070,0.77945,0.948
824,824,2018,Thuringa,Temporary job,0.13096,82,15070,0.08455,0.18415
825,825,2019,Schleswig-Holstein,Permanent job,0.828,428,14550,0.72335,0.93909
826,826,2019,Schleswig-Holstein,Temporary job,0.172,113,14550,0.12026,0.2257
827,827,2019,Hamburg,Permanent job,0.92754,223,14550,0.76504,1.10458
828,828,2019,Hamburg,Temporary job,0.07246,39,14550,0.05029,0.10108
829,829,2019,Lower Saxony,Permanent job,0.84768,1200,14550,0.78198,0.91441
830,830,2019,Lower Saxony,Temporary job,0.15232,312,14550,0.13027,0.17512
831,831,2019,Bremen,Permanent job,1.0,93,14550,0.77371,1.29225
832,832,2019,North Rhine-Westphalia,Permanent job,0.81294,2393,14550,0.76124,0.84699
833,833,2019,North Rhine-Westphalia,Temporary job,0.18706,689,14550,0.16739,0.20837
834,834,2019,Hesse,Permanent job,0.83616,810,14550,0.768,0.92176
835,835,2019,Hesse,Temporary job,0.16384,207,14550,0.12827,0.19883
836,836,2019,"Rhineland-Palatinate, Saarland",Permanent job,0.8475,681,14550,0.77764,0.94209
837,837,2019,"Rhineland-Palatinate, Saarland",Temporary job,0.1525,160,14550,0.12467,0.18967
838,838,2019,Baden-Wuerttemberg,Permanent job,0.85416,1398,14550,0.80812,0.91188
839,839,2019,Baden-Wuerttemberg,Temporary job,0.14584,294,14550,0.1216,0.17451
840,840,2019,Bavaria,Permanent job,0.87167,1903,14550,0.8278,0.91801
841,841,2019,Bavaria,Temporary job,0.12833,385,14550,0.11042,0.14969
842,842,2019,Berlin,Permanent job,0.77448,433,14550,0.69609,0.87049
843,843,2019,Berlin,Temporary job,0.22552,138,14550,0.18829,0.27461
844,844,2019,Brandenburg,Permanent job,0.87289,458,14550,0.76764,0.97441
845,845,2019,Brandenburg,Temporary job,0.12711,91,14550,0.09167,0.17458
846,846,2019,Mecklenburg-Western Pomerania,Permanent job,0.88431,233,14550,0.73303,1.06264
847,847,2019,Mecklenburg-Western Pomerania,Temporary job,0.11569,44,14550,0.08757,0.14981
848,848,2019,Saxony,Permanent job,0.87669,766,14550,0.79671,0.94743
849,849,2019,Saxony,Temporary job,0.12331,125,14550,0.09891,0.1456
850,850,2019,Saxony-Anhalt,Permanent job,0.82405,373,14550,0.72109,0.92952
851,851,2019,Saxony-Anhalt,Temporary job,0.17595,76,14550,0.13712,0.22276
852,852,2019,Thuringa,Permanent job,0.84858,402,14550,0.74199,0.97947
853,853,2019,Thuringa,Temporary job,0.15142,83,14550,0.09895,0.22142
854,854,2020,Schleswig-Holstein,Permanent job,0.90649,443,15541,0.79995,1.01717
855,855,2020,Schleswig-Holstein,Temporary job,0.09351,94,15541,0.06642,0.12421
856,856,2020,Hamburg,Permanent job,0.85197,226,15541,0.71331,1.02215
857,857,2020,Hamburg,Temporary job,0.14803,72,15541,0.10195,0.19931
858,858,2020,Lower Saxony,Permanent job,0.86451,1218,15541,0.79423,0.93535
859,859,2020,Lower Saxony,Temporary job,0.13549,318,15541,0.11264,0.16076
860,860,2020,Bremen,Permanent job,0.75591,92,15541,0.5504,1.03255
861,861,2020,Bremen,Temporary job,0.24409,49,15541,0.11948,0.37114
862,862,2020,North Rhine-Westphalia,Permanent job,0.82948,2541,15541,0.7801,0.87642
863,863,2020,North Rhine-Westphalia,Temporary job,0.17052,820,15541,0.14448,0.1988
864,864,2020,Hesse,Permanent job,0.83504,875,15541,0.76602,0.91137
865,865,2020,Hesse,Temporary job,0.16496,253,15541,0.13251,0.19986
866,866,2020,"Rhineland-Palatinate, Saarland",Permanent job,0.84696,661,15541,0.76563,0.94142
867,867,2020,"Rhineland-Palatinate, Saarland",Temporary job,0.15304,165,15541,0.11676,0.18663
868,868,2020,Baden-Wuerttemberg,Permanent job,0.85135,1445,15541,0.79838,0.91702
869,869,2020,Baden-Wuerttemberg,Temporary job,0.14865,365,15541,0.1257,0.17655
870,870,2020,Bavaria,Permanent job,0.86637,2093,15541,0.81441,0.92277
871,871,2020,Bavaria,Temporary job,0.13363,467,15541,0.11169,0.15641
872,872,2020,Berlin,Permanent job,0.80228,569,15541,0.71323,0.88618
873,873,2020,Berlin,Temporary job,0.19772,175,15541,0.15814,0.24196
874,874,2020,Brandenburg,Permanent job,0.89236,456,15541,0.781,1.00082
875,875,2020,Brandenburg,Temporary job,0.10764,87,15541,0.06994,0.16253
876,876,2020,Mecklenburg-Western Pomerania,Permanent job,0.89575,192,15541,0.75012,1.05876
877,877,2020,Mecklenburg-Western Pomerania,Temporary job,0.10425,50,15541,0.0715,0.14007
878,878,2020,Saxony,Permanent job,0.88492,739,15541,0.79155,0.97501
879,879,2020,Saxony,Temporary job,0.11508,123,15541,0.09443,0.14453
880,880,2020,Saxony-Anhalt,Permanent job,0.88151,392,15541,0.77001,0.99852
881,881,2020,Saxony-Anhalt,Temporary job,0.11849,70,15541,0.08147,0.16383
882,882,2020,Thuringa,Permanent job,0.84675,412,15541,0.7508,0.9561
883,883,2020,Thuringa,Temporary job,0.15325,79,15541,0.10322,0.20925
884,884,2021,Schleswig-Holstein,Permanent job,0.93151,356,10160,0.79293,1.07139
885,885,2021,Schleswig-Holstein,Temporary job,0.06849,65,10160,0.05147,0.09198
886,886,2021,Hamburg,Permanent job,0.88988,174,10160,0.70778,1.07897
887,887,2021,Hamburg,Temporary job,0.11012,42,10160,0.05467,0.16788
888,888,2021,Lower Saxony,Permanent job,0.85045,859,10160,0.77086,0.92923
889,889,2021,Lower Saxony,Temporary job,0.14955,160,10160,0.12056,0.18882
890,890,2021,Bremen,Permanent job,1.0,60,10160,0.61656,1.35708
891,891,2021,North Rhine-Westphalia,Permanent job,0.84868,1759,10160,0.7903,0.91692
892,892,2021,North Rhine-Westphalia,Temporary job,0.15132,420,10160,0.12943,0.18147
893,893,2021,Hesse,Permanent job,0.84629,563,10160,0.76323,0.92713
894,894,2021,Hesse,Temporary job,0.15371,151,10160,0.11821,0.20018
895,895,2021,"Rhineland-Palatinate, Saarland",Permanent job,0.84764,410,10160,0.72491,0.98606
896,896,2021,"Rhineland-Palatinate, Saarland",Temporary job,0.15236,110,10160,0.10969,0.20966
897,897,2021,Baden-Wuerttemberg,Permanent job,0.86402,1047,10160,0.78996,0.942
898,898,2021,Baden-Wuerttemberg,Temporary job,0.13598,197,10160,0.11284,0.16512
899,899,2021,Bavaria,Permanent job,0.86603,1346,10160,0.80024,0.93389
900,900,2021,Bavaria,Temporary job,0.13397,224,10160,0.10589,0.16263
901,901,2021,Berlin,Permanent job,0.84216,377,10160,0.73367,0.95163
902,902,2021,Berlin,Temporary job,0.15784,88,10160,0.11089,0.20169
903,903,2021,Brandenburg,Permanent job,0.89764,316,10160,0.77342,1.06616
904,904,2021,Brandenburg,Temporary job,0.10236,43,10160,0.06958,0.14189
905,905,2021,Mecklenburg-Western Pomerania,Permanent job,1.0,170,10160,0.8331,1.1748
906,906,2021,Saxony,Permanent job,0.88573,538,10160,0.78744,0.99365
907,907,2021,Saxony,Temporary job,0.11427,74,10160,0.08346,0.14502
908,908,2021,Saxony-Anhalt,Permanent job,0.87642,249,10160,0.69168,1.03528
909,909,2021,Saxony-Anhalt,Temporary job,0.12358,45,10160,0.05839,0.19543
910,910,2021,Thuringa,Permanent job,0.88189,275,10160,0.73935,1.02591
911,911,2021,Thuringa,Temporary job,0.11811,42,10160,0.08019,0.17631
