"plb0037_h","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Befristet","2017","(Fach-)Abitur","Westdeutschland","565","0.21794514812622","0.201228309244687","0.234661987007754"
"Befristet","2017","(Fach-)Abitur","Ostdeutschland","93","0.217442177797728","0.175523581230047","0.259360774365409"
"Befristet","2017","AkademikerIn","Westdeutschland","553","0.174290037215683","0.161197214865324","0.187382859566041"
"Befristet","2017","AkademikerIn","Ostdeutschland","91","0.120250014151865","0.0975261111302022","0.142973917173528"
"Unbefristet","2018","(noch) kein Abschluss","Westdeutschland","207","","",""
"Unbefristet","2018","(noch) kein Abschluss","Ostdeutschland","27","","",""
"Unbefristet","2018","Hauptschule","Westdeutschland","2343","","",""
"Unbefristet","2018","Hauptschule","Ostdeutschland","242","","",""
"Unbefristet","2018","Realschule","Westdeutschland","2516","","",""
"Unbefristet","2018","Realschule","Ostdeutschland","1207","","",""
"Unbefristet","2018","(Fach-)Abitur","Westdeutschland","1749","","",""
"Unbefristet","2018","(Fach-)Abitur","Ostdeutschland","295","","",""
"Unbefristet","2018","AkademikerIn","Westdeutschland","2649","","",""
"Unbefristet","2018","AkademikerIn","Ostdeutschland","674","0.851897878556842","0.826825513063942","0.876970244049742"
"Befristet","2018","(noch) kein Abschluss","Westdeutschland","172","","",""
"Befristet","2018","(noch) kein Abschluss","Ostdeutschland","23","","",""
"Befristet","2018","Hauptschule","Westdeutschland","482","0.125670549223276","0.113447116820379","0.137893981626172"
"Befristet","2018","Hauptschule","Ostdeutschland","94","0.197893445707329","0.15529338773371","0.240493503680949"
"Befristet","2018","Realschule","Westdeutschland","383","0.133735972728295","0.121345917453754","0.146126028002836"
"Befristet","2018","Realschule","Ostdeutschland","150","","",""
"Befristet","2018","(Fach-)Abitur","Westdeutschland","585","0.213211359098586","0.196595152818341","0.229827565378831"
"Befristet","2018","(Fach-)Abitur","Ostdeutschland","92","0.251785783855287","0.208542248814069","0.295029318896505"
"Befristet","2018","AkademikerIn","Westdeutschland","542","0.162546821886224","0.149745518281245","0.175348125491203"
"Befristet","2018","AkademikerIn","Ostdeutschland","97","0.148102121443158","0.123029755950258","0.173174486936058"
"Unbefristet","2019","(noch) kein Abschluss","Westdeutschland","234","","",""
"Unbefristet","2019","(noch) kein Abschluss","Ostdeutschland","30","0.704557879878715","0.587141513039384","0.821974246718047"
"Unbefristet","2019","Hauptschule","Westdeutschland","2082","","",""
"Unbefristet","2019","Hauptschule","Ostdeutschland","230","","",""
"Unbefristet","2019","Realschule","Westdeutschland","2431","","",""
"Unbefristet","2019","Realschule","Ostdeutschland","1111","","",""
"Unbefristet","2019","(Fach-)Abitur","Westdeutschland","1749","","",""
"Unbefristet","2019","(Fach-)Abitur","Ostdeutschland","290","","",""
"Unbefristet","2019","AkademikerIn","Westdeutschland","2645","","",""
"Unbefristet","2019","AkademikerIn","Ostdeutschland","691","0.893574411944369","0.871974319927169","0.91517450396157"
"Befristet","2019","(noch) kein Abschluss","Westdeutschland","243","","",""
"Befristet","2019","(noch) kein Abschluss","Ostdeutschland","28","","",""
"Befristet","2019","Hauptschule","Westdeutschland","457","0.126941862255799","0.113992727346527","0.139890997165071"
"Befristet","2019","Hauptschule","Ostdeutschland","71","0.156543867114852","0.115493776282216","0.197593957947489"
"Befristet","2019","Realschule","Westdeutschland","348","0.117055418742563","0.105102710965841","0.129008126519285"
"Befristet","2019","Realschule","Ostdeutschland","142","","",""
"Befristet","2019","(Fach-)Abitur","Westdeutschland","538","0.198786382322072","0.182430179593181","0.215142585050963"
"Befristet","2019","(Fach-)Abitur","Ostdeutschland","92","0.234105002336825","0.191642422840195","0.276567581833456"
"Befristet","2019","AkademikerIn","Westdeutschland","530","0.15798330844428","0.145296798073934","0.170669818814626"
"Befristet","2019","AkademikerIn","Ostdeutschland","92","0.106425588055631","0.0848254960384305","0.128025680072831"
"Unbefristet","2020","(noch) kein Abschluss","Westdeutschland","310","0.67800824061143","0.640838150819442","0.715178330403417"
"Unbefristet","2020","(noch) kein Abschluss","Ostdeutschland","36","0.872331406920668","0.794706390097887","0.949956423743448"
"Unbefristet","2020","Hauptschule","Westdeutschland","2088","","",""
"Unbefristet","2020","Hauptschule","Ostdeutschland","249","","",""
"Unbefristet","2020","Realschule","Westdeutschland","2260","","",""
"Unbefristet","2020","Realschule","Ostdeutschland","1021","","",""
"Unbefristet","2020","(Fach-)Abitur","Westdeutschland","1969","","",""
"Unbefristet","2020","(Fach-)Abitur","Ostdeutschland","325","0.8093891548364","0.77159918575266","0.847179123920139"
"Unbefristet","2020","AkademikerIn","Westdeutschland","2974","","",""
"Unbefristet","2020","AkademikerIn","Ostdeutschland","702","0.886700739738633","0.865046135747573","0.908355343729693"
"Befristet","2020","(noch) kein Abschluss","Westdeutschland","297","","",""
"Befristet","2020","(noch) kein Abschluss","Ostdeutschland","35","0.127668593079332","0.0500435762565517","0.205293609902113"
"Befristet","2020","Hauptschule","Westdeutschland","496","0.130339539242896","0.117358340779469","0.143320737706322"
"Befristet","2020","Hauptschule","Ostdeutschland","65","0.115952245555412","0.0805394092838364","0.151365081826987"
"Befristet","2020","Realschule","Westdeutschland","335","0.110144736167765","0.0980993432727931","0.122190129062736"
"Befristet","2020","Realschule","Ostdeutschland","122","","",""
"Befristet","2020","(Fach-)Abitur","Westdeutschland","714","0.182431611524718","0.16781825945978","0.197044963589657"
"Befristet","2020","(Fach-)Abitur","Ostdeutschland","90","0.1906108451636","0.152820876079861","0.22840081424734"
"Befristet","2020","AkademikerIn","Westdeutschland","621","0.15032350139797","0.138640918047153","0.162006084748786"
"Befristet","2020","AkademikerIn","Ostdeutschland","121","","",""
