"plb0037_h","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Befristet","2012","AkademikerIn","Laendlicher Raum","100","0.118336352411851","0.0982562716446233","0.138416433179079"
"Befristet","2012","AkademikerIn","Staedtischer Raum","348","0.153833588663276","0.139938808316326","0.167728369010226"
"Befristet","2012","Hauptschule","Laendlicher Raum","205","0.126919778563502","0.108968788354914","0.14487076877209"
"Befristet","2012","Hauptschule","Staedtischer Raum","282","0.117650415467821","0.10383728787888","0.131463543056762"
"Befristet","2012","Realschule","Laendlicher Raum","314","0.137554166027417","0.123122142752066","0.151986189302768"
"Befristet","2012","Realschule","Staedtischer Raum","370","0.142046822835675","0.128765382142155","0.155328263529196"
"Unbefristet","2012","(Fach-)Abitur","Laendlicher Raum","480","0.754422196309175","0.720180479613577","0.788663913004774"
"Unbefristet","2012","(Fach-)Abitur","Staedtischer Raum","1176","0.779019391084275","0.757794949133633","0.800243833034918"
"Unbefristet","2012","(noch) kein Abschluss","Laendlicher Raum","43","0.658436434130511","0.544025160604421","0.772847707656601"
"Unbefristet","2012","(noch) kein Abschluss","Staedtischer Raum","96","0.768623443614963","0.696130972406073","0.841115914823852"
"Unbefristet","2012","AkademikerIn","Laendlicher Raum","894","0.881663647588149","0.861583566820921","0.901743728355377"
"Unbefristet","2012","AkademikerIn","Staedtischer Raum","2242","0.846166411336724","0.832271630989774","0.860061191683674"
"Unbefristet","2012","Hauptschule","Laendlicher Raum","1116","0.873080221436498","0.855129231227911","0.891031211645086"
"Unbefristet","2012","Hauptschule","Staedtischer Raum","1808","0.882349584532179","0.868536456943238","0.89616271212112"
"Unbefristet","2012","Realschule","Laendlicher Raum","1874","0.862445833972583","0.848013810697232","0.876877857247934"
"Unbefristet","2012","Realschule","Staedtischer Raum","2284","0.857953177164325","0.844671736470804","0.871234617857845"
"Befristet","2013","(Fach-)Abitur","Laendlicher Raum","141","0.222731952352051","0.191820448038881","0.253643456665221"
"Befristet","2013","(Fach-)Abitur","Staedtischer Raum","433","0.233982674952102","0.215216063728705","0.252749286175498"
"Befristet","2013","(noch) kein Abschluss","Laendlicher Raum","34","0.373619494132076","0.280194439751949","0.467044548512203"
"Befristet","2013","(noch) kein Abschluss","Staedtischer Raum","70","0.341010100161088","0.277347951910666","0.40467224841151"
"Befristet","2013","AkademikerIn","Laendlicher Raum","128","0.130456873007277","0.110313833899139","0.150599912115415"
"Befristet","2013","AkademikerIn","Staedtischer Raum","455","0.155179173494133","0.142111155382125","0.168247191606141"
"Befristet","2013","Hauptschule","Laendlicher Raum","226","0.115800297901262","0.0993018082794233","0.132298787523101"
"Befristet","2013","Hauptschule","Staedtischer Raum","427","0.138318641576191","0.125066340872692","0.15157094227969"
"Befristet","2013","Realschule","Laendlicher Raum","322","0.13355499150534","0.119098433265205","0.148011549745474"
"Befristet","2013","Realschule","Staedtischer Raum","467","0.152492597521861","0.139090425040889","0.165894770002834"
"Unbefristet","2013","(Fach-)Abitur","Laendlicher Raum","555","0.777268047647949","0.746356543334779","0.808179551961119"
"Unbefristet","2013","(Fach-)Abitur","Staedtischer Raum","1522","0.766017325047898","0.747250713824502","0.784783936271295"
"Unbefristet","2013","(noch) kein Abschluss","Laendlicher Raum","69","0.626380505867924","0.532955451487797","0.719805560248051"
"Unbefristet","2013","(noch) kein Abschluss","Staedtischer Raum","143","0.658989899838912","0.59532775158849","0.722652048089334"
"Unbefristet","2013","AkademikerIn","Laendlicher Raum","946","0.869543126992723","0.849400087884585","0.889686166100861"
"Unbefristet","2013","AkademikerIn","Staedtischer Raum","2494","0.844820826505867","0.831752808393858","0.857888844617875"
"Unbefristet","2013","Hauptschule","Laendlicher Raum","1219","0.884199702098738","0.867701212476899","0.900698191720577"
"Unbefristet","2013","Hauptschule","Staedtischer Raum","2180","0.861681358423809","0.84842905772031","0.874933659127308"
"Unbefristet","2013","Realschule","Laendlicher Raum","1805","0.86644500849466","0.851988450254526","0.880901566734795"
"Unbefristet","2013","Realschule","Staedtischer Raum","2297","0.847507402478139","0.834105229997166","0.860909574959111"
"Befristet","2014","(Fach-)Abitur","Laendlicher Raum","141","0.270468875355446","0.23583747028806","0.305100280422832"
"Befristet","2014","(Fach-)Abitur","Staedtischer Raum","398","0.245023002739864","0.224991704403353","0.265054301076375"
"Befristet","2014","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"Befristet","2014","(noch) kein Abschluss","Staedtischer Raum","51","0.278538525280157","0.20796668371161","0.349110366848703"
"Befristet","2014","AkademikerIn","Laendlicher Raum","110","0.144049791298765","0.121895135753174","0.166204446844356"
"Befristet","2014","AkademikerIn","Staedtischer Raum","395","0.157752420465491","0.14384005660157","0.171664784329411"
"Befristet","2014","Hauptschule","Laendlicher Raum","178","0.113609209512863","0.0962989190031244","0.130919500022602"
"Befristet","2014","Hauptschule","Staedtischer Raum","331","0.132273273204702","0.118064737875236","0.146481808534168"
"Befristet","2014","Realschule","Laendlicher Raum","270","0.133840012859509","0.118522366789689","0.149157658929329"
"Befristet","2014","Realschule","Staedtischer Raum","386","0.161222002604054","0.146522029847339","0.175921975360768"
"Unbefristet","2014","(Fach-)Abitur","Laendlicher Raum","491","0.729531124644554","0.694899719577167","0.76416252971194"
"Unbefristet","2014","(Fach-)Abitur","Staedtischer Raum","1373","0.754976997260136","0.734945698923625","0.775008295596647"
"Unbefristet","2014","(noch) kein Abschluss","Laendlicher Raum","52","0.767318183888238","0.662979156554673","0.871657211221803"
"Unbefristet","2014","(noch) kein Abschluss","Staedtischer Raum","104","0.721461474719843","0.650889633151297","0.79203331628839"
"Unbefristet","2014","AkademikerIn","Laendlicher Raum","855","0.855950208701235","0.833795553155644","0.878104864246827"
"Unbefristet","2014","AkademikerIn","Staedtischer Raum","2242","0.842247579534509","0.828335215670589","0.85615994339843"
"Unbefristet","2014","Hauptschule","Laendlicher Raum","1113","0.886390790487137","0.869080499977398","0.903701080996876"
"Unbefristet","2014","Hauptschule","Staedtischer Raum","1853","0.867726726795298","0.853518191465832","0.881935262124765"
"Unbefristet","2014","Realschule","Laendlicher Raum","1628","0.866159987140491","0.850842341070671","0.881477633210311"
"Unbefristet","2014","Realschule","Staedtischer Raum","2018","0.838777997395946","0.824078024639232","0.853477970152661"
"Befristet","2015","(Fach-)Abitur","Laendlicher Raum","140","0.214048563706672","0.183037442426058","0.245059684987287"
"Befristet","2015","(Fach-)Abitur","Staedtischer Raum","410","0.212664858588158","0.193875948486877","0.231453768689438"
"Befristet","2015","(noch) kein Abschluss","Laendlicher Raum","15","","",""
"Befristet","2015","(noch) kein Abschluss","Staedtischer Raum","59","0.337553027294211","0.268852675567098","0.406253379021325"
"Befristet","2015","AkademikerIn","Laendlicher Raum","127","0.142060816447466","0.120466143083505","0.163655489811428"
"Befristet","2015","AkademikerIn","Staedtischer Raum","447","0.160096475831884","0.146376238454866","0.173816713208902"
"Befristet","2015","Hauptschule","Laendlicher Raum","180","0.12359032361459","0.105482631705212","0.141698015523969"
"Befristet","2015","Hauptschule","Staedtischer Raum","342","0.157969306503791","0.142200729800489","0.173737883207093"
"Befristet","2015","Realschule","Laendlicher Raum","258","0.116348624343776","0.101637774521757","0.131059474165794"
"Befristet","2015","Realschule","Staedtischer Raum","347","0.142719497946302","0.128361833628935","0.157077162263668"
"Unbefristet","2015","(Fach-)Abitur","Laendlicher Raum","532","0.785951436293328","0.754940315012713","0.816962557573942"
"Unbefristet","2015","(Fach-)Abitur","Staedtischer Raum","1412","0.787335141411843","0.768546231310562","0.806124051513123"
"Unbefristet","2015","(noch) kein Abschluss","Laendlicher Raum","54","0.699895848213844","0.591758365364381","0.808033331063306"
"Unbefristet","2015","(noch) kein Abschluss","Staedtischer Raum","123","0.662446972705789","0.593746620978675","0.731147324432902"
"Unbefristet","2015","AkademikerIn","Laendlicher Raum","877","0.857939183552534","0.836344510188572","0.879533856916495"
"Unbefristet","2015","AkademikerIn","Staedtischer Raum","2297","0.839903524168116","0.826183286791098","0.853623761545134"
"Unbefristet","2015","Hauptschule","Laendlicher Raum","1089","0.87640967638541","0.858301984476031","0.894517368294788"
"Unbefristet","2015","Hauptschule","Staedtischer Raum","1713","0.842030693496209","0.826262116792907","0.857799270199511"
"Unbefristet","2015","Realschule","Laendlicher Raum","1567","0.883651375656224","0.868940525834206","0.898362225478243"
"Unbefristet","2015","Realschule","Staedtischer Raum","1933","0.857280502053698","0.842922837736332","0.871638166371065"
"Befristet","2016","(Fach-)Abitur","Laendlicher Raum","149","0.211959516658031","0.180467775345688","0.243451257970374"
"Befristet","2016","(Fach-)Abitur","Staedtischer Raum","382","0.225837972825333","0.206146030132603","0.245529915518063"
"Befristet","2016","(noch) kein Abschluss","Laendlicher Raum","31","0.335972479946963","0.233740668361876","0.438204291532051"
"Befristet","2016","(noch) kein Abschluss","Staedtischer Raum","77","0.304684279947337","0.242872060580647","0.366496499314026"
"Befristet","2016","AkademikerIn","Laendlicher Raum","120","0.122283208858795","0.101182200266312","0.143384217451278"
"Befristet","2016","AkademikerIn","Staedtischer Raum","435","0.162495141736352","0.14814867054022","0.176841612932483"
"Befristet","2016","Hauptschule","Laendlicher Raum","194","0.116146378824676","0.0977559512929191","0.134536806356433"
"Befristet","2016","Hauptschule","Staedtischer Raum","344","0.142763242107641","0.126979109004883","0.158547375210398"
"Befristet","2016","Realschule","Laendlicher Raum","235","0.129618678405774","0.113509313052925","0.145728043758622"
"Befristet","2016","Realschule","Staedtischer Raum","314","0.156768110138979","0.141199191463137","0.17233702881482"
"Unbefristet","2016","(Fach-)Abitur","Laendlicher Raum","498","0.788040483341969","0.756548742029626","0.819532224654312"
"Unbefristet","2016","(Fach-)Abitur","Staedtischer Raum","1350","0.774162027174667","0.754470084481937","0.793853969867397"
"Unbefristet","2016","(noch) kein Abschluss","Laendlicher Raum","51","0.664027520053037","0.561795708467949","0.766259331638124"
"Unbefristet","2016","(noch) kein Abschluss","Staedtischer Raum","136","0.695315720052664","0.633503500685974","0.757127939419353"
"Unbefristet","2016","AkademikerIn","Laendlicher Raum","806","0.877716791141205","0.856615782548722","0.898817799733688"
"Unbefristet","2016","AkademikerIn","Staedtischer Raum","2105","0.837504858263648","0.823158387067517","0.85185132945978"
"Unbefristet","2016","Hauptschule","Laendlicher Raum","972","0.883853621175324","0.865463193643567","0.902244048707081"
"Unbefristet","2016","Hauptschule","Staedtischer Raum","1543","0.857236757892359","0.841452624789602","0.873020890995117"
"Unbefristet","2016","Realschule","Laendlicher Raum","1435","0.870381321594226","0.854271956241378","0.886490686947075"
"Unbefristet","2016","Realschule","Staedtischer Raum","1781","0.843231889861021","0.82766297118518","0.858800808536863"
"Befristet","2017","(Fach-)Abitur","Laendlicher Raum","178","0.215697325546329","0.18637817244186","0.245016478650798"
"Befristet","2017","(Fach-)Abitur","Staedtischer Raum","480","0.218560806978385","0.200260237240505","0.236861376716266"
"Befristet","2017","(noch) kein Abschluss","Laendlicher Raum","49","0.26569814448705","0.187319138886913","0.344077150087187"
"Befristet","2017","(noch) kein Abschluss","Staedtischer Raum","105","0.314344328735729","0.257138052167594","0.371550605303865"
"Befristet","2017","AkademikerIn","Laendlicher Raum","148","0.132686856029486","0.112389001019823","0.152984711039149"
"Befristet","2017","AkademikerIn","Staedtischer Raum","496","0.175351461982593","0.161603527928932","0.189099396036254"
"Befristet","2017","Hauptschule","Laendlicher Raum","210","0.115799624472352","0.0984917135651749","0.13310753537953"
"Befristet","2017","Hauptschule","Staedtischer Raum","336","0.120169441027806","0.105897532431171","0.134441349624441"
"Befristet","2017","Realschule","Laendlicher Raum","265","0.129113353489107","0.114369345625124","0.14385736135309"
"Befristet","2017","Realschule","Staedtischer Raum","294","0.133532062729429","0.120060352718613","0.147003772740245"
"Unbefristet","2017","(Fach-)Abitur","Laendlicher Raum","578","0.784302674453671","0.754983521349202","0.81362182755814"
"Unbefristet","2017","(Fach-)Abitur","Staedtischer Raum","1479","0.781439193021615","0.763138623283734","0.799739762759495"
"Unbefristet","2017","(noch) kein Abschluss","Laendlicher Raum","73","0.73430185551295","0.655922849912813","0.812680861113087"
"Unbefristet","2017","(noch) kein Abschluss","Staedtischer Raum","148","0.685655671264271","0.628449394696135","0.742861947832406"
"Unbefristet","2017","AkademikerIn","Laendlicher Raum","925","0.867313143970514","0.847015288960851","0.887610998980177"
"Unbefristet","2017","AkademikerIn","Staedtischer Raum","2443","0.824648538017407","0.810900603963746","0.838396472071068"
"Unbefristet","2017","Hauptschule","Laendlicher Raum","1103","0.884200375527648","0.86689246462047","0.901508286434825"
"Unbefristet","2017","Hauptschule","Staedtischer Raum","1658","0.879830558972194","0.865558650375559","0.894102467568829"
"Unbefristet","2017","Realschule","Laendlicher Raum","1722","0.870886646510893","0.85614263864691","0.885630654374876"
"Unbefristet","2017","Realschule","Staedtischer Raum","2155","0.866467937270571","0.852996227259755","0.879939647281387"
"Befristet","2018","(Fach-)Abitur","Laendlicher Raum","179","0.192509667406429","0.164858242763392","0.220161092049465"
"Befristet","2018","(Fach-)Abitur","Staedtischer Raum","498","0.226919131469351","0.208281305794837","0.245556957143866"
"Befristet","2018","(noch) kein Abschluss","Laendlicher Raum","54","0.206718050967154","0.137106805883261","0.276329296051046"
"Befristet","2018","(noch) kein Abschluss","Staedtischer Raum","141","0.267254707169317","0.21709538060451","0.317414033734123"
"Befristet","2018","AkademikerIn","Laendlicher Raum","137","0.114073729365885","0.0946500270421376","0.133497431689633"
"Befristet","2018","AkademikerIn","Staedtischer Raum","502","0.172612444347346","0.158935703962314","0.186289184732378"
"Befristet","2018","Hauptschule","Laendlicher Raum","202","0.102757338777635","0.085627398945236","0.119887278610034"
"Befristet","2018","Hauptschule","Staedtischer Raum","374","0.145518264689809","0.129883334123752","0.161153195255866"
"Befristet","2018","Realschule","Laendlicher Raum","242","0.123569840344721","0.108784082245769","0.138355598443673"
"Befristet","2018","Realschule","Staedtischer Raum","291","0.118955457819874","0.105874840316687","0.132036075323062"
"Unbefristet","2018","(Fach-)Abitur","Laendlicher Raum","602","0.807490332593571","0.779838907950535","0.835141757236608"
"Unbefristet","2018","(Fach-)Abitur","Staedtischer Raum","1442","0.773080868530649","0.754443042856134","0.791718694205163"
"Unbefristet","2018","(noch) kein Abschluss","Laendlicher Raum","76","0.793281949032846","0.723670703948954","0.862893194116739"
"Unbefristet","2018","(noch) kein Abschluss","Staedtischer Raum","158","0.732745292830683","0.682585966265877","0.78290461939549"
"Unbefristet","2018","AkademikerIn","Laendlicher Raum","892","0.885926270634115","0.866502568310367","0.905349972957862"
"Unbefristet","2018","AkademikerIn","Staedtischer Raum","2431","0.827387555652654","0.813710815267622","0.841064296037686"
"Unbefristet","2018","Hauptschule","Laendlicher Raum","1005","0.897242661222365","0.880112721389966","0.914372601054764"
"Unbefristet","2018","Hauptschule","Staedtischer Raum","1580","0.854481735310191","0.838846804744134","0.870116665876248"
"Unbefristet","2018","Realschule","Laendlicher Raum","1661","0.876430159655279","0.861644401556327","0.891215917754231"
"Unbefristet","2018","Realschule","Staedtischer Raum","2062","0.881044542180126","0.867963924676938","0.894125159683313"
"Befristet","2019","(Fach-)Abitur","Laendlicher Raum","157","0.18153107802275","0.153740187593966","0.209321968451535"
"Befristet","2019","(Fach-)Abitur","Staedtischer Raum","448","0.206719123519294","0.18826616324682","0.225172083791769"
"Befristet","2019","(noch) kein Abschluss","Laendlicher Raum","70","0.191272786604641","0.128952420388111","0.253593152821171"
"Befristet","2019","(noch) kein Abschluss","Staedtischer Raum","201","0.308668479989714","0.262222769210479","0.35511419076895"
"Befristet","2019","AkademikerIn","Laendlicher Raum","126","0.11300674469558","0.0936624569036469","0.132351032487513"
"Befristet","2019","AkademikerIn","Staedtischer Raum","477","0.158285759631443","0.144863806006132","0.171707713256753"
"Befristet","2019","Hauptschule","Laendlicher Raum","185","0.109705276410393","0.0911861674145118","0.128224385406275"
"Befristet","2019","Hauptschule","Staedtischer Raum","338","0.138320407408165","0.121981159494719","0.15465965532161"
"Befristet","2019","Realschule","Laendlicher Raum","219","0.11141346138534","0.0967428398120854","0.126084082958595"
"Befristet","2019","Realschule","Staedtischer Raum","255","0.108708154376564","0.0957158908196537","0.121700417933474"
"Unbefristet","2019","(Fach-)Abitur","Laendlicher Raum","582","0.81846892197725","0.790678031548465","0.846259812406034"
"Unbefristet","2019","(Fach-)Abitur","Staedtischer Raum","1402","0.793280876480706","0.774827916208231","0.81173383675318"
"Unbefristet","2019","(noch) kein Abschluss","Laendlicher Raum","83","0.808727213395359","0.746406847178829","0.871047579611889"
"Unbefristet","2019","(noch) kein Abschluss","Staedtischer Raum","179","0.691331520010286","0.64488580923105","0.737777230789521"
"Unbefristet","2019","AkademikerIn","Laendlicher Raum","903","0.88699325530442","0.867648967512486","0.906337543096353"
"Unbefristet","2019","AkademikerIn","Staedtischer Raum","2364","0.841714240368557","0.828292286743246","0.855136193993868"
"Unbefristet","2019","Hauptschule","Laendlicher Raum","909","0.890294723589607","0.871775614593725","0.908813832585488"
"Unbefristet","2019","Hauptschule","Staedtischer Raum","1377","0.861679592591835","0.84534034467839","0.878018840505281"
"Unbefristet","2019","Realschule","Laendlicher Raum","1548","0.88858653861466","0.873915917041405","0.903257160187914"
"Unbefristet","2019","Realschule","Staedtischer Raum","1950","0.891291845623436","0.878299582066526","0.904284109180346"
"Befristet","2020","(Fach-)Abitur","Laendlicher Raum","180","0.150189330918157","0.125884663886913","0.174493997949402"
"Befristet","2020","(Fach-)Abitur","Staedtischer Raum","624","0.194739549813005","0.178442018222658","0.211037081403352"
"Befristet","2020","(noch) kein Abschluss","Laendlicher Raum","75","0.151285513061738","0.0993694172758154","0.20320160884766"
"Befristet","2020","(noch) kein Abschluss","Staedtischer Raum","257","0.354565516827239","0.312423062788972","0.396707970865505"
"Befristet","2020","AkademikerIn","Laendlicher Raum","155","0.105553255499709","0.0874118741026816","0.123694636896736"
"Befristet","2020","AkademikerIn","Staedtischer Raum","587","0.155599982496681","0.143262694046834","0.167937270946527"
"Befristet","2020","Hauptschule","Laendlicher Raum","166","0.090045958444837","0.0732140677114474","0.106877849178227"
"Befristet","2020","Hauptschule","Staedtischer Raum","395","0.15124907075633","0.13463705617245","0.16786108534021"
"Befristet","2020","Realschule","Laendlicher Raum","197","0.100175476056727","0.0857020520768206","0.114648900036633"
"Befristet","2020","Realschule","Staedtischer Raum","260","0.113459035121529","0.0998457165311211","0.127072353711936"
"Unbefristet","2020","(Fach-)Abitur","Laendlicher Raum","650","0.849810669081843","0.825506002050598","0.874115336113087"
"Unbefristet","2020","(Fach-)Abitur","Staedtischer Raum","1644","0.805260450186995","0.788962918596648","0.821557981777342"
"Unbefristet","2020","(noch) kein Abschluss","Laendlicher Raum","108","0.848714486938262","0.79679839115234","0.900630582724185"
"Unbefristet","2020","(noch) kein Abschluss","Staedtischer Raum","238","0.645434483172761","0.603292029134495","0.687576937211028"
"Unbefristet","2020","AkademikerIn","Laendlicher Raum","947","0.894446744500291","0.876305363103264","0.912588125897318"
"Unbefristet","2020","AkademikerIn","Staedtischer Raum","2729","0.844400017503319","0.832062729053473","0.856737305953166"
"Unbefristet","2020","Hauptschule","Laendlicher Raum","945","0.909954041555163","0.893122150821773","0.926785932288553"
"Unbefristet","2020","Hauptschule","Staedtischer Raum","1392","0.84875092924367","0.83213891465979","0.86536294382755"
"Unbefristet","2020","Realschule","Laendlicher Raum","1456","0.899824523943273","0.885351099963367","0.914297947923179"
"Unbefristet","2020","Realschule","Staedtischer Raum","1825","0.886540964878471","0.872927646288064","0.900154283468879"
