year,bula_h,regtyp,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Saxony-Anhalt,Rural regions,No,0.44938,159,398,0.40045,0.49831
2002,Thuringa,Urban regions,Yes,0.34528,63,141,0.26652,0.42404
2002,Thuringa,Urban regions,No,0.65472,78,141,0.57596,0.73348
2002,Thuringa,Rural regions,Yes,0.56736,215,339,0.51454,0.62018
2002,Thuringa,Rural regions,No,0.43264,124,339,0.37982,0.48546
2003,Schleswig-Holstein,Urban regions,Yes,0.51226,95,163,0.43529,0.58923
2003,Schleswig-Holstein,Urban regions,No,0.48774,68,163,0.41077,0.56471
2003,Schleswig-Holstein,Rural regions,Yes,0.78738,166,207,0.73151,0.84326
2003,Schleswig-Holstein,Rural regions,No,0.21262,41,207,0.15674,0.26849
2003,Hamburg,Urban regions,Yes,0.28938,65,172,0.22141,0.35734
2003,Hamburg,Urban regions,No,0.71062,107,172,0.64266,0.77859
2003,Lower Saxony,Urban regions,Yes,0.61720,322,481,0.57372,0.66069
2003,Lower Saxony,Urban regions,No,0.38280,159,481,0.33931,0.42628
2003,Lower Saxony,Rural regions,Yes,0.83842,414,490,0.80579,0.87104
2003,Lower Saxony,Rural regions,No,0.16158,76,490,0.12896,0.19421
2003,Bremen,Urban regions,Yes,0.45322,50,96,0.35311,0.55332
2003,Bremen,Urban regions,No,0.54678,46,96,0.44668,0.64689
2003,North Rhine-Westphalia,Urban regions,Yes,0.55704,1490,2399,0.53716,0.57692
2003,North Rhine-Westphalia,Urban regions,No,0.44296,909,2399,0.42308,0.46284
2003,North Rhine-Westphalia,Rural regions,Yes,0.52315,33,33,0.35010,0.69621
2003,Hesse,Urban regions,Yes,0.54245,413,659,0.50438,0.58051
2003,Hesse,Urban regions,No,0.45755,246,659,0.41949,0.49562
2003,Hesse,Rural regions,Yes,0.79862,107,107,0.72227,0.87496
2003,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.65832,377,548,0.61857,0.69806
2003,"Rhineland-Palatinate, Saarland",Urban regions,No,0.34168,171,548,0.30194,0.38143
2003,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.76013,132,166,0.69497,0.82528
2003,"Rhineland-Palatinate, Saarland",Rural regions,No,0.23987,34,166,0.17472,0.30503
2003,Baden-Wuerttemberg,Urban regions,Yes,0.57462,742,1238,0.54707,0.60218
2003,Baden-Wuerttemberg,Urban regions,No,0.42538,496,1238,0.39782,0.45293
2003,Baden-Wuerttemberg,Rural regions,Yes,0.68192,87,120,0.59824,0.76560
2003,Baden-Wuerttemberg,Rural regions,No,0.31808,33,120,0.23440,0.40176
2003,Bavaria,Urban regions,Yes,0.54111,503,843,0.50745,0.57476
2003,Bavaria,Urban regions,No,0.45889,340,843,0.42524,0.49255
2003,Bavaria,Rural regions,Yes,0.74982,612,782,0.71945,0.78020
2003,Bavaria,Rural regions,No,0.25018,170,782,0.21980,0.28055
2003,Berlin,Urban regions,Yes,0.14339,91,471,0.11171,0.17508
2003,Berlin,Urban regions,No,0.85661,380,471,0.82492,0.88829
2003,Brandenburg,Rural regions,Yes,0.55510,264,448,0.50903,0.60117
2003,Brandenburg,Rural regions,No,0.44490,184,448,0.39883,0.49097
2003,Mecklenburg-Western Pomerania,Urban regions,No,0.83948,31,31,0.70812,0.97084
2003,Mecklenburg-Western Pomerania,Rural regions,Yes,0.50653,131,237,0.44274,0.57032
2003,Mecklenburg-Western Pomerania,Rural regions,No,0.49347,106,237,0.42968,0.55726
2003,Saxony,Urban regions,Yes,0.38647,182,405,0.33898,0.43395
2003,Saxony,Urban regions,No,0.61353,223,405,0.56605,0.66102
2003,Saxony,Rural regions,Yes,0.53791,247,413,0.48977,0.58605
2003,Saxony,Rural regions,No,0.46209,166,413,0.41395,0.51023
2003,Saxony-Anhalt,Urban regions,Yes,0.36972,46,100,0.27463,0.46482
2003,Saxony-Anhalt,Urban regions,No,0.63028,54,100,0.53518,0.72537
2003,Saxony-Anhalt,Rural regions,Yes,0.53343,222,383,0.48340,0.58346
2003,Saxony-Anhalt,Rural regions,No,0.46657,161,383,0.41654,0.51660
2003,Thuringa,Urban regions,Yes,0.37282,65,140,0.29243,0.45321
2003,Thuringa,Urban regions,No,0.62718,75,140,0.54679,0.70757
2003,Thuringa,Rural regions,Yes,0.58300,215,330,0.52972,0.63628
2003,Thuringa,Rural regions,No,0.41700,115,330,0.36372,0.47028
2004,Schleswig-Holstein,Urban regions,Yes,0.50411,94,158,0.42590,0.58232
2004,Schleswig-Holstein,Urban regions,No,0.49589,64,158,0.41768,0.57410
2004,Schleswig-Holstein,Rural regions,Yes,0.75941,160,204,0.70061,0.81821
2004,Schleswig-Holstein,Rural regions,No,0.24059,44,204,0.18179,0.29939
2004,Hamburg,Urban regions,Yes,0.31101,70,172,0.24163,0.38039
2004,Hamburg,Urban regions,No,0.68899,102,172,0.61961,0.75837
2004,Lower Saxony,Urban regions,Yes,0.60837,310,472,0.56429,0.65245
2004,Lower Saxony,Urban regions,No,0.39163,162,472,0.34755,0.43571
2004,Lower Saxony,Rural regions,Yes,0.83753,418,489,0.80480,0.87026
2004,Lower Saxony,Rural regions,No,0.16247,71,489,0.12974,0.19520
2004,Bremen,Urban regions,Yes,0.42177,48,94,0.32140,0.52214
2004,Bremen,Urban regions,No,0.57823,46,94,0.47786,0.67860
2004,North Rhine-Westphalia,Urban regions,Yes,0.56579,1465,2329,0.54565,0.58592
2004,North Rhine-Westphalia,Urban regions,No,0.43421,864,2329,0.41408,0.45435
2004,North Rhine-Westphalia,Rural regions,Yes,0.56208,34,34,0.39280,0.73135
2004,Hesse,Urban regions,Yes,0.55755,405,639,0.51901,0.59609
2004,Hesse,Urban regions,No,0.44245,234,639,0.40391,0.48099
2004,Hesse,Rural regions,Yes,0.76222,105,105,0.68040,0.84404
2004,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.66053,367,531,0.62022,0.70085
2004,"Rhineland-Palatinate, Saarland",Urban regions,No,0.33947,164,531,0.29915,0.37978
2004,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.76892,130,162,0.70381,0.83404
2004,"Rhineland-Palatinate, Saarland",Rural regions,No,0.23108,32,162,0.16596,0.29619
2004,Baden-Wuerttemberg,Urban regions,Yes,0.57604,726,1203,0.54811,0.60398
2004,Baden-Wuerttemberg,Urban regions,No,0.42396,477,1203,0.39602,0.45189
2004,Baden-Wuerttemberg,Rural regions,Yes,0.72578,88,88,0.63204,0.81953
2004,Bavaria,Urban regions,Yes,0.53778,492,810,0.50343,0.57214
2004,Bavaria,Urban regions,No,0.46222,318,810,0.42786,0.49657
2004,Bavaria,Rural regions,Yes,0.74350,601,767,0.71257,0.77443
2004,Bavaria,Rural regions,No,0.25650,166,767,0.22557,0.28743
2004,Berlin,Urban regions,Yes,0.12568,85,464,0.09549,0.15588
2004,Berlin,Urban regions,No,0.87432,379,464,0.84412,0.90451
2004,Brandenburg,Rural regions,Yes,0.58266,263,434,0.53621,0.62910
2004,Brandenburg,Rural regions,No,0.41734,171,434,0.37090,0.46379
2004,Mecklenburg-Western Pomerania,Urban regions,No,0.85046,33,33,0.72690,0.97402
2004,Mecklenburg-Western Pomerania,Rural regions,Yes,0.51017,131,234,0.44599,0.57436
2004,Mecklenburg-Western Pomerania,Rural regions,No,0.48983,103,234,0.42564,0.55401
2004,Saxony,Urban regions,Yes,0.36964,178,393,0.32185,0.41742
2004,Saxony,Urban regions,No,0.63036,215,393,0.58258,0.67815
2004,Saxony,Rural regions,Yes,0.53241,238,399,0.48339,0.58143
2004,Saxony,Rural regions,No,0.46759,161,399,0.41857,0.51661
2004,Saxony-Anhalt,Urban regions,Yes,0.36870,43,97,0.27219,0.46521
2004,Saxony-Anhalt,Urban regions,No,0.63130,54,97,0.53479,0.72781
2004,Saxony-Anhalt,Rural regions,Yes,0.52037,222,374,0.46967,0.57107
2004,Saxony-Anhalt,Rural regions,No,0.47963,152,374,0.42893,0.53033
2004,Thuringa,Urban regions,Yes,0.33725,62,139,0.25837,0.41613
2004,Thuringa,Urban regions,No,0.66275,77,139,0.58387,0.74163
2004,Thuringa,Rural regions,Yes,0.59762,219,328,0.54446,0.65077
2004,Thuringa,Rural regions,No,0.40238,109,328,0.34923,0.45554
2005,Schleswig-Holstein,Urban regions,Yes,0.54627,90,153,0.46713,0.62542
2005,Schleswig-Holstein,Urban regions,No,0.45373,63,153,0.37458,0.53287
2005,Schleswig-Holstein,Rural regions,Yes,0.74457,159,205,0.68473,0.80442
2005,Schleswig-Holstein,Rural regions,No,0.25543,46,205,0.19558,0.31527
2005,Hamburg,Urban regions,Yes,0.30291,64,175,0.23464,0.37119
2005,Hamburg,Urban regions,No,0.69709,111,175,0.62881,0.76536
2005,Lower Saxony,Urban regions,Yes,0.62487,314,466,0.58086,0.66887
2005,Lower Saxony,Urban regions,No,0.37513,152,466,0.33113,0.41914
2005,Lower Saxony,Rural regions,Yes,0.86984,417,478,0.83964,0.90004
2005,Lower Saxony,Rural regions,No,0.13016,61,478,0.09996,0.16036
2005,Bremen,Urban regions,Yes,0.46838,47,87,0.36292,0.57385
2005,Bremen,Urban regions,No,0.53162,40,87,0.42615,0.63708
2005,North Rhine-Westphalia,Urban regions,Yes,0.54811,1425,2304,0.52778,0.56844
2005,North Rhine-Westphalia,Urban regions,No,0.45189,879,2304,0.43156,0.47222
2005,North Rhine-Westphalia,Rural regions,Yes,0.53150,34,34,0.36125,0.70176
2005,Hesse,Urban regions,Yes,0.54817,392,632,0.50934,0.58700
2005,Hesse,Urban regions,No,0.45183,240,632,0.41300,0.49066
2005,Hesse,Rural regions,Yes,0.72421,103,103,0.63748,0.81094
2005,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.62927,342,519,0.58768,0.67087
2005,"Rhineland-Palatinate, Saarland",Urban regions,No,0.37073,177,519,0.32913,0.41232
2005,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.83600,132,132,0.77259,0.89941
2005,Baden-Wuerttemberg,Urban regions,Yes,0.54304,703,1210,0.51496,0.57112
2005,Baden-Wuerttemberg,Urban regions,No,0.45696,507,1210,0.42888,0.48504
2005,Baden-Wuerttemberg,Rural regions,Yes,0.72235,79,111,0.63866,0.80604
2005,Baden-Wuerttemberg,Rural regions,No,0.27765,32,111,0.19396,0.36134
2005,Bavaria,Urban regions,Yes,0.51797,468,795,0.48322,0.55273
2005,Bavaria,Urban regions,No,0.48203,327,795,0.44727,0.51678
2005,Bavaria,Rural regions,Yes,0.74288,591,756,0.71171,0.77406
2005,Bavaria,Rural regions,No,0.25712,165,756,0.22594,0.28829
2005,Berlin,Urban regions,Yes,0.12669,92,458,0.09619,0.15718
2005,Berlin,Urban regions,No,0.87331,366,458,0.84282,0.90381
2005,Brandenburg,Urban regions,No,0.78384,31,31,0.63654,0.93114
2005,Brandenburg,Rural regions,Yes,0.55532,246,427,0.50814,0.60251
2005,Brandenburg,Rural regions,No,0.44468,181,427,0.39749,0.49186
2005,Mecklenburg-Western Pomerania,Urban regions,No,0.89585,31,31,0.78655,1.00516
2005,Mecklenburg-Western Pomerania,Rural regions,Yes,0.53218,141,234,0.46811,0.59625
2005,Mecklenburg-Western Pomerania,Rural regions,No,0.46782,93,234,0.40375,0.53189
2005,Saxony,Urban regions,Yes,0.37644,186,414,0.32971,0.42317
2005,Saxony,Urban regions,No,0.62356,228,414,0.57683,0.67029
2005,Saxony,Rural regions,Yes,0.61232,250,396,0.56428,0.66037
2005,Saxony,Rural regions,No,0.38768,146,396,0.33963,0.43572
2005,Saxony-Anhalt,Urban regions,Yes,0.36136,42,102,0.26767,0.45505
2005,Saxony-Anhalt,Urban regions,No,0.63864,60,102,0.54495,0.73233
2005,Saxony-Anhalt,Rural regions,Yes,0.57390,230,368,0.52331,0.62449
2005,Saxony-Anhalt,Rural regions,No,0.42610,138,368,0.37551,0.47669
2005,Thuringa,Urban regions,Yes,0.34882,64,136,0.26842,0.42922
2005,Thuringa,Urban regions,No,0.65118,72,136,0.57078,0.73158
2005,Thuringa,Rural regions,Yes,0.62231,227,324,0.56943,0.67518
2005,Thuringa,Rural regions,No,0.37769,97,324,0.32482,0.43057
2006,Schleswig-Holstein,Urban regions,Yes,0.61339,105,159,0.53746,0.68933
2006,Schleswig-Holstein,Urban regions,No,0.38661,54,159,0.31067,0.46254
2006,Schleswig-Holstein,Rural regions,Yes,0.71102,168,230,0.65231,0.76973
2006,Schleswig-Holstein,Rural regions,No,0.28898,62,230,0.23027,0.34769
2006,Hamburg,Urban regions,Yes,0.26184,65,193,0.19966,0.32403
2006,Hamburg,Urban regions,No,0.73816,128,193,0.67597,0.80034
2006,Lower Saxony,Urban regions,Yes,0.60092,343,525,0.55898,0.64285
2006,Lower Saxony,Urban regions,No,0.39908,182,525,0.35715,0.44102
2006,Lower Saxony,Rural regions,Yes,0.85030,475,548,0.82041,0.88020
2006,Lower Saxony,Rural regions,No,0.14970,73,548,0.11980,0.17959
2006,Bremen,Urban regions,Yes,0.48098,46,90,0.37718,0.58479
2006,Bremen,Urban regions,No,0.51902,44,90,0.41521,0.62282
2006,North Rhine-Westphalia,Urban regions,Yes,0.53223,1525,2469,0.51254,0.55192
2006,North Rhine-Westphalia,Urban regions,No,0.46777,944,2469,0.44808,0.48746
2006,North Rhine-Westphalia,Rural regions,Yes,0.65847,47,47,0.52143,0.79551
2006,Hesse,Urban regions,Yes,0.53703,439,688,0.49974,0.57431
2006,Hesse,Urban regions,No,0.46297,249,688,0.42569,0.50026
2006,Hesse,Rural regions,Yes,0.71961,122,155,0.64867,0.79056
2006,Hesse,Rural regions,No,0.28039,33,155,0.20944,0.35133
2006,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.64288,370,550,0.60280,0.68296
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.35712,180,550,0.31704,0.39720
2006,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.80886,146,146,0.74485,0.87286
2006,Baden-Wuerttemberg,Urban regions,Yes,0.53500,794,1345,0.50833,0.56166
2006,Baden-Wuerttemberg,Urban regions,No,0.46500,551,1345,0.43834,0.49167
2006,Baden-Wuerttemberg,Rural regions,Yes,0.66448,88,124,0.58103,0.74793
2006,Baden-Wuerttemberg,Rural regions,No,0.33552,36,124,0.25207,0.41897
2006,Bavaria,Urban regions,Yes,0.51145,509,865,0.47812,0.54478
2006,Bavaria,Urban regions,No,0.48855,356,865,0.45522,0.52188
2006,Bavaria,Rural regions,Yes,0.72860,670,860,0.69886,0.75834
2006,Bavaria,Rural regions,No,0.27140,190,860,0.24166,0.30114
2006,Berlin,Urban regions,Yes,0.13082,97,483,0.10072,0.16093
2006,Berlin,Urban regions,No,0.86918,386,483,0.83907,0.89928
2006,Brandenburg,Urban regions,No,0.86203,36,36,0.74778,0.97629
2006,Brandenburg,Rural regions,Yes,0.52783,279,484,0.48331,0.57236
2006,Brandenburg,Rural regions,No,0.47217,205,484,0.42764,0.51669
2006,Mecklenburg-Western Pomerania,Rural regions,Yes,0.55091,161,264,0.49080,0.61103
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.44909,103,264,0.38897,0.50920
2006,Saxony,Urban regions,Yes,0.41470,219,452,0.36923,0.46017
2006,Saxony,Urban regions,No,0.58530,233,452,0.53983,0.63077
2006,Saxony,Rural regions,Yes,0.53118,255,422,0.48351,0.57885
2006,Saxony,Rural regions,No,0.46882,167,422,0.42115,0.51649
2006,Saxony-Anhalt,Urban regions,Yes,0.30071,41,95,0.20801,0.39342
2006,Saxony-Anhalt,Urban regions,No,0.69929,54,95,0.60658,0.79199
2006,Saxony-Anhalt,Rural regions,Yes,0.51728,235,395,0.46793,0.56662
2006,Saxony-Anhalt,Rural regions,No,0.48272,160,395,0.43338,0.53207
2006,Thuringa,Urban regions,Yes,0.43986,77,147,0.35935,0.52038
2006,Thuringa,Urban regions,No,0.56014,70,147,0.47962,0.64065
2006,Thuringa,Rural regions,Yes,0.61357,255,366,0.56361,0.66352
2006,Thuringa,Rural regions,No,0.38643,111,366,0.33648,0.43639
2007,Schleswig-Holstein,Urban regions,Yes,0.54560,89,145,0.46427,0.62692
2007,Schleswig-Holstein,Urban regions,No,0.45440,56,145,0.37308,0.53573
2007,Schleswig-Holstein,Rural regions,Yes,0.70309,157,216,0.64202,0.76417
2007,Schleswig-Holstein,Rural regions,No,0.29691,59,216,0.23583,0.35798
2007,Hamburg,Urban regions,Yes,0.27979,64,189,0.21562,0.34396
2007,Hamburg,Urban regions,No,0.72021,125,189,0.65604,0.78438
2007,Lower Saxony,Urban regions,Yes,0.64212,344,489,0.59959,0.68465
2007,Lower Saxony,Urban regions,No,0.35788,145,489,0.31535,0.40041
2007,Lower Saxony,Rural regions,Yes,0.83297,442,517,0.80078,0.86515
2007,Lower Saxony,Rural regions,No,0.16703,75,517,0.13485,0.19922
2007,Bremen,Urban regions,Yes,0.50882,46,89,0.40437,0.61327
2007,Bremen,Urban regions,No,0.49118,43,89,0.38673,0.59563
2007,North Rhine-Westphalia,Urban regions,Yes,0.56133,1442,2278,0.54095,0.58171
2007,North Rhine-Westphalia,Urban regions,No,0.43867,836,2278,0.41829,0.45905
2007,North Rhine-Westphalia,Rural regions,Yes,0.47881,36,36,0.31330,0.64431
2007,Hesse,Urban regions,Yes,0.57941,421,639,0.54111,0.61772
2007,Hesse,Urban regions,No,0.42059,218,639,0.38228,0.45889
2007,Hesse,Rural regions,Yes,0.73669,111,111,0.65438,0.81900
2007,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.64004,347,506,0.59817,0.68190
2007,"Rhineland-Palatinate, Saarland",Urban regions,No,0.35996,159,506,0.31810,0.40183
2007,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.74317,123,154,0.67395,0.81240
2007,"Rhineland-Palatinate, Saarland",Rural regions,No,0.25683,31,154,0.18760,0.32605
2007,Baden-Wuerttemberg,Urban regions,Yes,0.55387,749,1232,0.52610,0.58164
2007,Baden-Wuerttemberg,Urban regions,No,0.44613,483,1232,0.41836,0.47390
2007,Baden-Wuerttemberg,Rural regions,Yes,0.74882,91,91,0.65922,0.83842
2007,Bavaria,Urban regions,Yes,0.50831,477,819,0.47405,0.54257
2007,Bavaria,Urban regions,No,0.49169,342,819,0.45743,0.52595
2007,Bavaria,Rural regions,Yes,0.75528,655,818,0.72580,0.78476
2007,Bavaria,Rural regions,No,0.24472,163,818,0.21524,0.27420
2007,Berlin,Urban regions,Yes,0.16912,107,459,0.13479,0.20346
2007,Berlin,Urban regions,No,0.83088,352,459,0.79654,0.86521
2007,Brandenburg,Urban regions,No,0.83086,33,33,0.70097,0.96075
2007,Brandenburg,Rural regions,Yes,0.53696,259,445,0.49058,0.58334
2007,Brandenburg,Rural regions,No,0.46304,186,445,0.41666,0.50942
2007,Mecklenburg-Western Pomerania,Rural regions,Yes,0.57497,154,243,0.51268,0.63725
2007,Mecklenburg-Western Pomerania,Rural regions,No,0.42503,89,243,0.36275,0.48732
2007,Saxony,Urban regions,Yes,0.37812,189,423,0.33185,0.42439
2007,Saxony,Urban regions,No,0.62188,234,423,0.57561,0.66815
2007,Saxony,Rural regions,Yes,0.56602,258,411,0.51804,0.61399
2007,Saxony,Rural regions,No,0.43398,153,411,0.38601,0.48196
2007,Saxony-Anhalt,Urban regions,Yes,0.34048,41,93,0.24364,0.43731
2007,Saxony-Anhalt,Urban regions,No,0.65952,52,93,0.56269,0.75636
2007,Saxony-Anhalt,Rural regions,Yes,0.54389,228,370,0.49307,0.59471
2007,Saxony-Anhalt,Rural regions,No,0.45611,142,370,0.40529,0.50693
2007,Thuringa,Urban regions,Yes,0.46124,73,142,0.37896,0.54352
2007,Thuringa,Urban regions,No,0.53876,69,142,0.45648,0.62104
2007,Thuringa,Rural regions,Yes,0.61367,237,345,0.56222,0.66512
2007,Thuringa,Rural regions,No,0.38633,108,345,0.33488,0.43778
2008,Schleswig-Holstein,Urban regions,Yes,0.58971,80,127,0.50383,0.67560
2008,Schleswig-Holstein,Urban regions,No,0.41029,47,127,0.32440,0.49617
2008,Schleswig-Holstein,Rural regions,Yes,0.70663,146,201,0.64353,0.76973
2008,Schleswig-Holstein,Rural regions,No,0.29337,55,201,0.23027,0.35647
2008,Hamburg,Urban regions,Yes,0.26941,62,185,0.20531,0.33352
2008,Hamburg,Urban regions,No,0.73059,123,185,0.66648,0.79469
2008,Lower Saxony,Urban regions,Yes,0.63640,329,473,0.59301,0.67980
2008,Lower Saxony,Urban regions,No,0.36360,144,473,0.32020,0.40699
2008,Lower Saxony,Rural regions,Yes,0.80961,413,492,0.77488,0.84433
2008,Lower Saxony,Rural regions,No,0.19039,79,492,0.15567,0.22512
2008,Bremen,Urban regions,Yes,0.49901,42,83,0.39079,0.60724
2008,Bremen,Urban regions,No,0.50099,41,83,0.39276,0.60921
2008,North Rhine-Westphalia,Urban regions,Yes,0.56407,1353,2118,0.54295,0.58520
2008,North Rhine-Westphalia,Urban regions,No,0.43593,765,2118,0.41480,0.45705
2008,North Rhine-Westphalia,Rural regions,Yes,0.64687,42,42,0.50057,0.79316
2008,Hesse,Urban regions,Yes,0.55153,395,604,0.51184,0.59123
2008,Hesse,Urban regions,No,0.44847,209,604,0.40877,0.48816
2008,Hesse,Rural regions,Yes,0.73310,103,103,0.64725,0.81894
2008,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.67562,327,475,0.63347,0.71776
2008,"Rhineland-Palatinate, Saarland",Urban regions,No,0.32438,148,475,0.28224,0.36653
2008,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.73270,113,145,0.66042,0.80499
2008,"Rhineland-Palatinate, Saarland",Rural regions,No,0.26730,32,145,0.19501,0.33958
2008,Baden-Wuerttemberg,Urban regions,Yes,0.57218,715,1165,0.54376,0.60060
2008,Baden-Wuerttemberg,Urban regions,No,0.42782,450,1165,0.39940,0.45624
2008,Baden-Wuerttemberg,Rural regions,Yes,0.77979,92,92,0.69465,0.86493
2008,Bavaria,Urban regions,Yes,0.56074,470,761,0.52546,0.59603
2008,Bavaria,Urban regions,No,0.43926,291,761,0.40397,0.47454
2008,Bavaria,Rural regions,Yes,0.76883,624,770,0.73903,0.79862
2008,Bavaria,Rural regions,No,0.23117,146,770,0.20138,0.26097
2008,Berlin,Urban regions,Yes,0.15567,98,447,0.12203,0.18932
2008,Berlin,Urban regions,No,0.84433,349,447,0.81068,0.87797
2008,Brandenburg,Urban regions,No,0.84581,35,35,0.72442,0.96720
2008,Brandenburg,Rural regions,Yes,0.52359,248,426,0.47610,0.57107
2008,Brandenburg,Rural regions,No,0.47641,178,426,0.42893,0.52390
2008,Mecklenburg-Western Pomerania,Rural regions,Yes,0.57571,148,236,0.51252,0.63890
2008,Mecklenburg-Western Pomerania,Rural regions,No,0.42429,88,236,0.36110,0.48748
2008,Saxony,Urban regions,Yes,0.39723,186,411,0.34987,0.44460
2008,Saxony,Urban regions,No,0.60277,225,411,0.55540,0.65013
2008,Saxony,Rural regions,Yes,0.57543,241,389,0.52625,0.62462
2008,Saxony,Rural regions,No,0.42457,148,389,0.37538,0.47375
2008,Saxony-Anhalt,Urban regions,Yes,0.29182,39,96,0.20041,0.38324
2008,Saxony-Anhalt,Urban regions,No,0.70818,57,96,0.61676,0.79959
2008,Saxony-Anhalt,Rural regions,Yes,0.54772,215,341,0.49481,0.60063
2008,Saxony-Anhalt,Rural regions,No,0.45228,126,341,0.39937,0.50519
2008,Thuringa,Urban regions,Yes,0.43427,71,143,0.35274,0.51579
2008,Thuringa,Urban regions,No,0.56573,72,143,0.48421,0.64726
2008,Thuringa,Rural regions,Yes,0.65232,228,329,0.60078,0.70386
2008,Thuringa,Rural regions,No,0.34768,101,329,0.29614,0.39922
2009,Schleswig-Holstein,Urban regions,Yes,0.54505,66,110,0.45157,0.63854
2009,Schleswig-Holstein,Urban regions,No,0.45495,44,110,0.36146,0.54843
2009,Schleswig-Holstein,Rural regions,Yes,0.68701,134,193,0.62142,0.75260
2009,Schleswig-Holstein,Rural regions,No,0.31299,59,193,0.24740,0.37858
2009,Hamburg,Urban regions,Yes,0.30676,62,175,0.23824,0.37528
2009,Hamburg,Urban regions,No,0.69324,113,175,0.62472,0.76176
2009,Lower Saxony,Urban regions,Yes,0.63147,306,440,0.58635,0.67660
2009,Lower Saxony,Urban regions,No,0.36853,134,440,0.32340,0.41365
2009,Lower Saxony,Rural regions,Yes,0.82983,400,475,0.79600,0.86366
2009,Lower Saxony,Rural regions,No,0.17017,75,475,0.13634,0.20400
2009,Bremen,Urban regions,Yes,0.49897,38,74,0.38427,0.61367
2009,Bremen,Urban regions,No,0.50103,36,74,0.38633,0.61573
2009,North Rhine-Westphalia,Urban regions,Yes,0.58958,1286,1972,0.56786,0.61130
2009,North Rhine-Westphalia,Urban regions,No,0.41042,686,1972,0.38870,0.43214
2009,North Rhine-Westphalia,Rural regions,Yes,0.53232,36,36,0.36701,0.69762
2009,Hesse,Urban regions,Yes,0.54990,362,567,0.50892,0.59089
2009,Hesse,Urban regions,No,0.45010,205,567,0.40911,0.49108
2009,Hesse,Rural regions,Yes,0.72585,99,99,0.63753,0.81417
2009,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.69401,322,449,0.65134,0.73668
2009,"Rhineland-Palatinate, Saarland",Urban regions,No,0.30599,127,449,0.26332,0.34866
2009,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.76324,106,106,0.68193,0.84455
2009,Baden-Wuerttemberg,Urban regions,Yes,0.58472,666,1049,0.55489,0.61456
2009,Baden-Wuerttemberg,Urban regions,No,0.41528,383,1049,0.38544,0.44511
2009,Baden-Wuerttemberg,Rural regions,Yes,0.77453,82,82,0.68352,0.86554
2009,Bavaria,Urban regions,Yes,0.53880,443,722,0.50241,0.57519
2009,Bavaria,Urban regions,No,0.46120,279,722,0.42481,0.49759
2009,Bavaria,Rural regions,Yes,0.74097,575,731,0.70919,0.77275
2009,Bavaria,Rural regions,No,0.25903,156,731,0.22725,0.29081
2009,Berlin,Urban regions,Yes,0.17615,104,439,0.14048,0.21183
2009,Berlin,Urban regions,No,0.82385,335,439,0.78817,0.85952
2009,Brandenburg,Rural regions,Yes,0.56964,248,407,0.52148,0.61780
2009,Brandenburg,Rural regions,No,0.43036,159,407,0.38220,0.47852
2009,Mecklenburg-Western Pomerania,Rural regions,Yes,0.58597,151,235,0.52286,0.64908
2009,Mecklenburg-Western Pomerania,Rural regions,No,0.41403,84,235,0.35092,0.47714
2009,Saxony,Urban regions,Yes,0.41963,181,387,0.37039,0.46886
2009,Saxony,Urban regions,No,0.58037,206,387,0.53114,0.62961
2009,Saxony,Rural regions,Yes,0.58315,229,369,0.53278,0.63352
2009,Saxony,Rural regions,No,0.41685,140,369,0.36648,0.46722
2009,Saxony-Anhalt,Urban regions,Yes,0.29404,34,90,0.19938,0.38870
2009,Saxony-Anhalt,Urban regions,No,0.70596,56,90,0.61130,0.80062
2009,Saxony-Anhalt,Rural regions,Yes,0.56881,211,333,0.51554,0.62208
2009,Saxony-Anhalt,Rural regions,No,0.43119,122,333,0.37792,0.48446
2009,Thuringa,Urban regions,Yes,0.49534,78,140,0.41222,0.57846
2009,Thuringa,Urban regions,No,0.50466,62,140,0.42154,0.58778
2009,Thuringa,Rural regions,Yes,0.67710,220,312,0.62513,0.72907
2009,Thuringa,Rural regions,No,0.32290,92,312,0.27093,0.37487
2010,Schleswig-Holstein,Urban regions,Yes,0.48529,99,156,0.40661,0.56398
2010,Schleswig-Holstein,Urban regions,No,0.51471,57,156,0.43602,0.59339
2010,Schleswig-Holstein,Rural regions,Yes,0.67554,212,296,0.62211,0.72896
2010,Schleswig-Holstein,Rural regions,No,0.32446,84,296,0.27104,0.37789
