"ple0055","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"2","1987","Ostdeutschland","weiblich","","","",""
"3","1987","Westdeutschland","maennlich","12","","",""
"3","1987","Westdeutschland","weiblich","19","","",""
"3","1987","Ostdeutschland","maennlich","","","",""
"3","1987","Ostdeutschland","weiblich","","","",""
"4","1987","Westdeutschland","maennlich","3","","",""
"4","1987","Westdeutschland","weiblich","7","","",""
"4","1987","Ostdeutschland","maennlich","","","",""
"4","1987","Ostdeutschland","weiblich","","","",""
"5","1987","Westdeutschland","maennlich","3","","",""
"5","1987","Westdeutschland","weiblich","3","","",""
"5","1987","Ostdeutschland","maennlich","","","",""
"5","1987","Ostdeutschland","weiblich","","","",""
"6","1987","Westdeutschland","maennlich","2","","",""
"6","1987","Westdeutschland","weiblich","4","","",""
"6","1987","Ostdeutschland","maennlich","","","",""
"6","1987","Ostdeutschland","weiblich","","","",""
"7","1987","Westdeutschland","maennlich","5","","",""
"7","1987","Westdeutschland","weiblich","1","","",""
"7","1987","Ostdeutschland","maennlich","","","",""
"7","1987","Ostdeutschland","weiblich","","","",""
"8","1987","Westdeutschland","maennlich","","","",""
"8","1987","Westdeutschland","weiblich","1","","",""
"8","1987","Ostdeutschland","maennlich","","","",""
"8","1987","Ostdeutschland","weiblich","","","",""
"9","1987","Westdeutschland","maennlich","","","",""
"9","1987","Westdeutschland","weiblich","","","",""
"9","1987","Ostdeutschland","maennlich","","","",""
"9","1987","Ostdeutschland","weiblich","","","",""
"10","1987","Westdeutschland","maennlich","","","",""
"10","1987","Westdeutschland","weiblich","","","",""
"10","1987","Ostdeutschland","maennlich","","","",""
"10","1987","Ostdeutschland","weiblich","","","",""
"11","1987","Westdeutschland","maennlich","","","",""
"11","1987","Westdeutschland","weiblich","2","","",""
"11","1987","Ostdeutschland","maennlich","","","",""
"11","1987","Ostdeutschland","weiblich","","","",""
"12","1987","Westdeutschland","maennlich","1","","",""
"12","1987","Westdeutschland","weiblich","1","","",""
"12","1987","Ostdeutschland","maennlich","","","",""
"12","1987","Ostdeutschland","weiblich","","","",""
"13","1987","Westdeutschland","maennlich","","","",""
"13","1987","Westdeutschland","weiblich","2","","",""
"13","1987","Ostdeutschland","maennlich","","","",""
"13","1987","Ostdeutschland","weiblich","","","",""
"14","1987","Westdeutschland","maennlich","1","","",""
"14","1987","Westdeutschland","weiblich","3","","",""
"14","1987","Ostdeutschland","maennlich","","","",""
"14","1987","Ostdeutschland","weiblich","","","",""
"15","1987","Westdeutschland","maennlich","1","","",""
"15","1987","Westdeutschland","weiblich","","","",""
"15","1987","Ostdeutschland","maennlich","","","",""
"15","1987","Ostdeutschland","weiblich","","","",""
"16","1987","Westdeutschland","maennlich","1","","",""
"16","1987","Westdeutschland","weiblich","","","",""
"16","1987","Ostdeutschland","maennlich","","","",""
"16","1987","Ostdeutschland","weiblich","","","",""
"17","1987","Westdeutschland","maennlich","","","",""
"17","1987","Westdeutschland","weiblich","","","",""
"17","1987","Ostdeutschland","maennlich","","","",""
"17","1987","Ostdeutschland","weiblich","","","",""
"18","1987","Westdeutschland","maennlich","","","",""
"18","1987","Westdeutschland","weiblich","","","",""
"18","1987","Ostdeutschland","maennlich","","","",""
"18","1987","Ostdeutschland","weiblich","","","",""
"19","1987","Westdeutschland","maennlich","","","",""
"19","1987","Westdeutschland","weiblich","","","",""
"19","1987","Ostdeutschland","maennlich","","","",""
"19","1987","Ostdeutschland","weiblich","","","",""
"20","1987","Westdeutschland","maennlich","1","","",""
"20","1987","Westdeutschland","weiblich","","","",""
"20","1987","Ostdeutschland","maennlich","","","",""
"20","1987","Ostdeutschland","weiblich","","","",""
"21","1987","Westdeutschland","maennlich","","","",""
"21","1987","Westdeutschland","weiblich","","","",""
"21","1987","Ostdeutschland","maennlich","","","",""
"21","1987","Ostdeutschland","weiblich","","","",""
"22","1987","Westdeutschland","maennlich","","","",""
"22","1987","Westdeutschland","weiblich","","","",""
"22","1987","Ostdeutschland","maennlich","","","",""
"22","1987","Ostdeutschland","weiblich","","","",""
"23","1987","Westdeutschland","maennlich","","","",""
"23","1987","Westdeutschland","weiblich","","","",""
"23","1987","Ostdeutschland","maennlich","","","",""
"23","1987","Ostdeutschland","weiblich","","","",""
"24","1987","Westdeutschland","maennlich","","","",""
"24","1987","Westdeutschland","weiblich","","","",""
"24","1987","Ostdeutschland","maennlich","","","",""
"24","1987","Ostdeutschland","weiblich","","","",""
"25","1987","Westdeutschland","maennlich","","","",""
"25","1987","Westdeutschland","weiblich","","","",""
"25","1987","Ostdeutschland","maennlich","","","",""
"25","1987","Ostdeutschland","weiblich","","","",""
"26","1987","Westdeutschland","maennlich","","","",""
"26","1987","Westdeutschland","weiblich","","","",""
"26","1987","Ostdeutschland","maennlich","","","",""
"26","1987","Ostdeutschland","weiblich","","","",""
"27","1987","Westdeutschland","maennlich","","","",""
"27","1987","Westdeutschland","weiblich","","","",""
"27","1987","Ostdeutschland","maennlich","","","",""
"27","1987","Ostdeutschland","weiblich","","","",""
"28","1987","Westdeutschland","maennlich","","","",""
"28","1987","Westdeutschland","weiblich","1","","",""
"28","1987","Ostdeutschland","maennlich","","","",""
"28","1987","Ostdeutschland","weiblich","","","",""
"30","1987","Westdeutschland","maennlich","","","",""
"30","1987","Westdeutschland","weiblich","1","","",""
"30","1987","Ostdeutschland","maennlich","","","",""
"30","1987","Ostdeutschland","weiblich","","","",""
"31","1987","Westdeutschland","maennlich","","","",""
"31","1987","Westdeutschland","weiblich","","","",""
"31","1987","Ostdeutschland","maennlich","","","",""
"31","1987","Ostdeutschland","weiblich","","","",""
"32","1987","Westdeutschland","maennlich","","","",""
"32","1987","Westdeutschland","weiblich","","","",""
"32","1987","Ostdeutschland","maennlich","","","",""
"32","1987","Ostdeutschland","weiblich","","","",""
"35","1987","Westdeutschland","maennlich","1","","",""
"35","1987","Westdeutschland","weiblich","","","",""
"35","1987","Ostdeutschland","maennlich","","","",""
"35","1987","Ostdeutschland","weiblich","","","",""
"36","1987","Westdeutschland","maennlich","","","",""
"36","1987","Westdeutschland","weiblich","","","",""
"36","1987","Ostdeutschland","maennlich","","","",""
"36","1987","Ostdeutschland","weiblich","","","",""
"40","1987","Westdeutschland","maennlich","","","",""
"40","1987","Westdeutschland","weiblich","","","",""
"40","1987","Ostdeutschland","maennlich","","","",""
"40","1987","Ostdeutschland","weiblich","","","",""
"42","1987","Westdeutschland","maennlich","","","",""
"42","1987","Westdeutschland","weiblich","","","",""
"42","1987","Ostdeutschland","maennlich","","","",""
"42","1987","Ostdeutschland","weiblich","","","",""
"45","1987","Westdeutschland","maennlich","","","",""
"45","1987","Westdeutschland","weiblich","","","",""
"45","1987","Ostdeutschland","maennlich","","","",""
"45","1987","Ostdeutschland","weiblich","","","",""
"48","1987","Westdeutschland","maennlich","","","",""
"48","1987","Westdeutschland","weiblich","","","",""
"48","1987","Ostdeutschland","maennlich","","","",""
"48","1987","Ostdeutschland","weiblich","","","",""
"50","1987","Westdeutschland","maennlich","","","",""
"50","1987","Westdeutschland","weiblich","","","",""
"50","1987","Ostdeutschland","maennlich","","","",""
"50","1987","Ostdeutschland","weiblich","","","",""
"51","1987","Westdeutschland","maennlich","","","",""
"51","1987","Westdeutschland","weiblich","","","",""
"51","1987","Ostdeutschland","maennlich","","","",""
"51","1987","Ostdeutschland","weiblich","","","",""
"64","1987","Westdeutschland","maennlich","","","",""
"64","1987","Westdeutschland","weiblich","","","",""
"64","1987","Ostdeutschland","maennlich","","","",""
"64","1987","Ostdeutschland","weiblich","","","",""
"65","1987","Westdeutschland","maennlich","","","",""
"65","1987","Westdeutschland","weiblich","","","",""
"65","1987","Ostdeutschland","maennlich","","","",""
"65","1987","Ostdeutschland","weiblich","","","",""
"90","1987","Westdeutschland","maennlich","","","",""
"90","1987","Westdeutschland","weiblich","","","",""
"90","1987","Ostdeutschland","maennlich","","","",""
"90","1987","Ostdeutschland","weiblich","","","",""
"98","1987","Westdeutschland","maennlich","","","",""
"98","1987","Westdeutschland","weiblich","","","",""
"98","1987","Ostdeutschland","maennlich","","","",""
"98","1987","Ostdeutschland","weiblich","","","",""
"100","1987","Westdeutschland","maennlich","","","",""
"100","1987","Westdeutschland","weiblich","","","",""
"100","1987","Ostdeutschland","maennlich","","","",""
"100","1987","Ostdeutschland","weiblich","","","",""
"0","1988","Westdeutschland","maennlich","","","",""
"0","1988","Westdeutschland","weiblich","1","","",""
"0","1988","Ostdeutschland","maennlich","","","",""
"0","1988","Ostdeutschland","weiblich","","","",""
"1","1988","Westdeutschland","maennlich","376","0.800129904172722","0.763898987192458","0.836360821152985"
"1","1988","Westdeutschland","weiblich","516","0.785776183549826","0.75418660041558","0.817365766684072"
"1","1988","Ostdeutschland","maennlich","","","",""
"1","1988","Ostdeutschland","weiblich","","","",""
"2","1988","Westdeutschland","maennlich","55","0.118098027572728","0.0888594228841279","0.147336632261328"
"2","1988","Westdeutschland","weiblich","83","0.132574196877198","0.106464233722887","0.158684160031508"
"2","1988","Ostdeutschland","maennlich","","","",""
"2","1988","Ostdeutschland","weiblich","","","",""
"3","1988","Westdeutschland","maennlich","17","","",""
"3","1988","Westdeutschland","weiblich","23","","",""
"3","1988","Ostdeutschland","maennlich","","","",""
"3","1988","Ostdeutschland","weiblich","","","",""
"4","1988","Westdeutschland","maennlich","4","","",""
"4","1988","Westdeutschland","weiblich","3","","",""
"4","1988","Ostdeutschland","maennlich","","","",""
"4","1988","Ostdeutschland","weiblich","","","",""
"5","1988","Westdeutschland","maennlich","3","","",""
"5","1988","Westdeutschland","weiblich","4","","",""
"5","1988","Ostdeutschland","maennlich","","","",""
"5","1988","Ostdeutschland","weiblich","","","",""
"6","1988","Westdeutschland","maennlich","1","","",""
"6","1988","Westdeutschland","weiblich","5","","",""
"6","1988","Ostdeutschland","maennlich","","","",""
"6","1988","Ostdeutschland","weiblich","","","",""
"7","1988","Westdeutschland","maennlich","","","",""
"7","1988","Westdeutschland","weiblich","","","",""
"7","1988","Ostdeutschland","maennlich","","","",""
"7","1988","Ostdeutschland","weiblich","","","",""
"8","1988","Westdeutschland","maennlich","","","",""
"8","1988","Westdeutschland","weiblich","2","","",""
"8","1988","Ostdeutschland","maennlich","","","",""
"8","1988","Ostdeutschland","weiblich","","","",""
"9","1988","Westdeutschland","maennlich","1","","",""
"9","1988","Westdeutschland","weiblich","","","",""
"9","1988","Ostdeutschland","maennlich","","","",""
"9","1988","Ostdeutschland","weiblich","","","",""
"10","1988","Westdeutschland","maennlich","3","","",""
"10","1988","Westdeutschland","weiblich","4","","",""
"10","1988","Ostdeutschland","maennlich","","","",""
"10","1988","Ostdeutschland","weiblich","","","",""
"11","1988","Westdeutschland","maennlich","1","","",""
"11","1988","Westdeutschland","weiblich","","","",""
"11","1988","Ostdeutschland","maennlich","","","",""
"11","1988","Ostdeutschland","weiblich","","","",""
"12","1988","Westdeutschland","maennlich","","","",""
"12","1988","Westdeutschland","weiblich","1","","",""
"12","1988","Ostdeutschland","maennlich","","","",""
"12","1988","Ostdeutschland","weiblich","","","",""
"13","1988","Westdeutschland","maennlich","1","","",""
"13","1988","Westdeutschland","weiblich","1","","",""
"13","1988","Ostdeutschland","maennlich","","","",""
"13","1988","Ostdeutschland","weiblich","","","",""
"14","1988","Westdeutschland","maennlich","3","","",""
"14","1988","Westdeutschland","weiblich","2","","",""
"14","1988","Ostdeutschland","maennlich","","","",""
"14","1988","Ostdeutschland","weiblich","","","",""
"15","1988","Westdeutschland","maennlich","","","",""
"15","1988","Westdeutschland","weiblich","1","","",""
"15","1988","Ostdeutschland","maennlich","","","",""
"15","1988","Ostdeutschland","weiblich","","","",""
"16","1988","Westdeutschland","maennlich","","","",""
"16","1988","Westdeutschland","weiblich","1","","",""
"16","1988","Ostdeutschland","maennlich","","","",""
"16","1988","Ostdeutschland","weiblich","","","",""
"17","1988","Westdeutschland","maennlich","","","",""
"17","1988","Westdeutschland","weiblich","","","",""
"17","1988","Ostdeutschland","maennlich","","","",""
"17","1988","Ostdeutschland","weiblich","","","",""
"18","1988","Westdeutschland","maennlich","","","",""
"18","1988","Westdeutschland","weiblich","","","",""
"18","1988","Ostdeutschland","maennlich","","","",""
"18","1988","Ostdeutschland","weiblich","","","",""
"19","1988","Westdeutschland","maennlich","","","",""
"19","1988","Westdeutschland","weiblich","","","",""
"19","1988","Ostdeutschland","maennlich","","","",""
"19","1988","Ostdeutschland","weiblich","","","",""
"20","1988","Westdeutschland","maennlich","","","",""
"20","1988","Westdeutschland","weiblich","","","",""
"20","1988","Ostdeutschland","maennlich","","","",""
"20","1988","Ostdeutschland","weiblich","","","",""
"21","1988","Westdeutschland","maennlich","","","",""
"21","1988","Westdeutschland","weiblich","","","",""
"21","1988","Ostdeutschland","maennlich","","","",""
"21","1988","Ostdeutschland","weiblich","","","",""
"22","1988","Westdeutschland","maennlich","","","",""
"22","1988","Westdeutschland","weiblich","","","",""
"22","1988","Ostdeutschland","maennlich","","","",""
"22","1988","Ostdeutschland","weiblich","","","",""
"23","1988","Westdeutschland","maennlich","","","",""
"23","1988","Westdeutschland","weiblich","","","",""
"23","1988","Ostdeutschland","maennlich","","","",""
"23","1988","Ostdeutschland","weiblich","","","",""
"24","1988","Westdeutschland","maennlich","","","",""
"24","1988","Westdeutschland","weiblich","","","",""
"24","1988","Ostdeutschland","maennlich","","","",""
"24","1988","Ostdeutschland","weiblich","","","",""
"25","1988","Westdeutschland","maennlich","","","",""
"25","1988","Westdeutschland","weiblich","","","",""
"25","1988","Ostdeutschland","maennlich","","","",""
"25","1988","Ostdeutschland","weiblich","","","",""
"26","1988","Westdeutschland","maennlich","","","",""
"26","1988","Westdeutschland","weiblich","","","",""
"26","1988","Ostdeutschland","maennlich","","","",""
"26","1988","Ostdeutschland","weiblich","","","",""
"27","1988","Westdeutschland","maennlich","","","",""
