"ple0055","year","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"17","2020","männlich","1","","",""
"17","2020","weiblich","","","",""
"18","2020","männlich","","","",""
"18","2020","weiblich","","","",""
"19","2020","männlich","","","",""
"19","2020","weiblich","","","",""
"20","2020","männlich","","","",""
"20","2020","weiblich","2","","",""
"21","2020","männlich","","","",""
"21","2020","weiblich","1","","",""
"22","2020","männlich","1","","",""
"22","2020","weiblich","","","",""
"23","2020","männlich","","","",""
"23","2020","weiblich","","","",""
"24","2020","männlich","","","",""
"24","2020","weiblich","","","",""
"25","2020","männlich","","","",""
"25","2020","weiblich","","","",""
"26","2020","männlich","","","",""
"26","2020","weiblich","","","",""
"27","2020","männlich","","","",""
"27","2020","weiblich","","","",""
"28","2020","männlich","","","",""
"28","2020","weiblich","","","",""
"30","2020","männlich","","","",""
"30","2020","weiblich","","","",""
"31","2020","männlich","","","",""
"31","2020","weiblich","","","",""
"32","2020","männlich","","","",""
"32","2020","weiblich","","","",""
"35","2020","männlich","","","",""
"35","2020","weiblich","","","",""
"36","2020","männlich","","","",""
"36","2020","weiblich","","","",""
"40","2020","männlich","1","","",""
"40","2020","weiblich","","","",""
"42","2020","männlich","","","",""
"42","2020","weiblich","","","",""
"45","2020","männlich","","","",""
"45","2020","weiblich","","","",""
"48","2020","männlich","","","",""
"48","2020","weiblich","","","",""
"50","2020","männlich","","","",""
"50","2020","weiblich","","","",""
"51","2020","männlich","","","",""
"51","2020","weiblich","","","",""
"64","2020","männlich","","","",""
"64","2020","weiblich","","","",""
"65","2020","männlich","","","",""
"65","2020","weiblich","","","",""
"90","2020","männlich","","","",""
"90","2020","weiblich","","","",""
"98","2020","männlich","","","",""
"98","2020","weiblich","","","",""
"100","2020","männlich","","","",""
"100","2020","weiblich","","","",""
