"ple0055","year","age_gr","n","percent","lower_confidence_percent","upper_confidence_percent"
"28","2001","17-29","","","",""
"28","2001","30-45","","","",""
"28","2001","46-65","","","",""
"28","2001","66","","","",""
"30","2001","17-29","","","",""
"30","2001","30-45","","","",""
"30","2001","46-65","","","",""
"30","2001","66","","","",""
"31","2001","17-29","","","",""
"31","2001","30-45","","","",""
"31","2001","46-65","","","",""
"31","2001","66","","","",""
"32","2001","17-29","","","",""
"32","2001","30-45","","","",""
"32","2001","46-65","","","",""
"32","2001","66","","","",""
"35","2001","17-29","","","",""
"35","2001","30-45","","","",""
"35","2001","46-65","","","",""
"35","2001","66","","","",""
"36","2001","17-29","","","",""
"36","2001","30-45","","","",""
"36","2001","46-65","","","",""
"36","2001","66","","","",""
"40","2001","17-29","","","",""
"40","2001","30-45","","","",""
"40","2001","46-65","","","",""
"40","2001","66","","","",""
"42","2001","17-29","","","",""
"42","2001","30-45","","","",""
"42","2001","46-65","","","",""
"42","2001","66","","","",""
"45","2001","17-29","","","",""
"45","2001","30-45","","","",""
"45","2001","46-65","","","",""
"45","2001","66","","","",""
"48","2001","17-29","","","",""
"48","2001","30-45","","","",""
"48","2001","46-65","","","",""
"48","2001","66","","","",""
"50","2001","17-29","","","",""
"50","2001","30-45","","","",""
"50","2001","46-65","","","",""
"50","2001","66","","","",""
"51","2001","17-29","","","",""
"51","2001","30-45","","","",""
"51","2001","46-65","","","",""
"51","2001","66","","","",""
"64","2001","17-29","","","",""
"64","2001","30-45","","","",""
"64","2001","46-65","","","",""
"64","2001","66","","","",""
"65","2001","17-29","","","",""
"65","2001","30-45","","","",""
"65","2001","46-65","","","",""
"65","2001","66","","","",""
"90","2001","17-29","","","",""
"90","2001","30-45","","","",""
"90","2001","46-65","","","",""
"90","2001","66","","","",""
"98","2001","17-29","","","",""
"98","2001","30-45","","","",""
"98","2001","46-65","","","",""
"98","2001","66","","","",""
"100","2001","17-29","","","",""
"100","2001","30-45","","","",""
"100","2001","46-65","","","",""
"100","2001","66","","","",""
"0","2002","17-29","","","",""
"0","2002","30-45","","","",""
"0","2002","46-65","","","",""
"0","2002","66","","","",""
"1","2002","17-29","299","0.8056892719974","0.764873626430425","0.846504917564376"
"1","2002","30-45","519","0.822159232036005","0.792371333389428","0.851947130682582"
"1","2002","46-65","729","0.764546487028308","0.7373800407133","0.791712933343316"
"1","2002","66","","","",""
"2","2002","17-29","46","0.149096492898034","0.112354021830606","0.185838963965462"
"2","2002","30-45","89","0.143298792941546","0.116003849953921","0.170593735929171"
"2","2002","46-65","153","0.172930069492671","0.148715058564087","0.197145080421255"
"2","2002","66","","","",""
"3","2002","17-29","13","","",""
"3","2002","30-45","15","","",""
"3","2002","46-65","37","0.0368589376031305","0.0247948452917157","0.0489230299145454"
"3","2002","66","","","",""
"4","2002","17-29","2","","",""
"4","2002","30-45","3","","",""
"4","2002","46-65","4","","",""
"4","2002","66","","","",""
"5","2002","17-29","1","","",""
"5","2002","30-45","5","","",""
"5","2002","46-65","7","","",""
"5","2002","66","","","",""
"6","2002","17-29","","","",""
"6","2002","30-45","","","",""
"6","2002","46-65","2","","",""
"6","2002","66","","","",""
"7","2002","17-29","","","",""
"7","2002","30-45","","","",""
"7","2002","46-65","1","","",""
"7","2002","66","","","",""
"8","2002","17-29","","","",""
"8","2002","30-45","2","","",""
"8","2002","46-65","","","",""
"8","2002","66","","","",""
"9","2002","17-29","","","",""
"9","2002","30-45","","","",""
"9","2002","46-65","1","","",""
"9","2002","66","","","",""
"10","2002","17-29","","","",""
"10","2002","30-45","","","",""
"10","2002","46-65","1","","",""
"10","2002","66","","","",""
"11","2002","17-29","","","",""
"11","2002","30-45","","","",""
"11","2002","46-65","","","",""
"11","2002","66","","","",""
"12","2002","17-29","","","",""
"12","2002","30-45","","","",""
"12","2002","46-65","","","",""
"12","2002","66","","","",""
"13","2002","17-29","","","",""
"13","2002","30-45","","","",""
"13","2002","46-65","","","",""
"13","2002","66","","","",""
"14","2002","17-29","","","",""
"14","2002","30-45","","","",""
"14","2002","46-65","","","",""
"14","2002","66","","","",""
"15","2002","17-29","","","",""
"15","2002","30-45","","","",""
"15","2002","46-65","","","",""
"15","2002","66","","","",""
"16","2002","17-29","","","",""
"16","2002","30-45","","","",""
"16","2002","46-65","","","",""
"16","2002","66","","","",""
"17","2002","17-29","","","",""
"17","2002","30-45","","","",""
"17","2002","46-65","","","",""
"17","2002","66","","","",""
"18","2002","17-29","","","",""
"18","2002","30-45","","","",""
"18","2002","46-65","1","","",""
"18","2002","66","","","",""
"19","2002","17-29","","","",""
"19","2002","30-45","","","",""
"19","2002","46-65","","","",""
"19","2002","66","","","",""
"20","2002","17-29","","","",""
"20","2002","30-45","","","",""
"20","2002","46-65","","","",""
"20","2002","66","","","",""
"21","2002","17-29","","","",""
"21","2002","30-45","","","",""
"21","2002","46-65","","","",""
"21","2002","66","","","",""
"22","2002","17-29","","","",""
"22","2002","30-45","","","",""
"22","2002","46-65","","","",""
"22","2002","66","","","",""
"23","2002","17-29","","","",""
"23","2002","30-45","","","",""
"23","2002","46-65","","","",""
"23","2002","66","","","",""
"24","2002","17-29","","","",""
"24","2002","30-45","","","",""
"24","2002","46-65","","","",""
"24","2002","66","","","",""
"25","2002","17-29","","","",""
"25","2002","30-45","","","",""
"25","2002","46-65","","","",""
"25","2002","66","","","",""
"26","2002","17-29","","","",""
"26","2002","30-45","","","",""
"26","2002","46-65","","","",""
"26","2002","66","","","",""
"27","2002","17-29","","","",""
"27","2002","30-45","","","",""
"27","2002","46-65","","","",""
"27","2002","66","","","",""
"28","2002","17-29","","","",""
"28","2002","30-45","","","",""
"28","2002","46-65","","","",""
"28","2002","66","","","",""
"30","2002","17-29","","","",""
"30","2002","30-45","","","",""
"30","2002","46-65","","","",""
"30","2002","66","","","",""
"31","2002","17-29","","","",""
"31","2002","30-45","","","",""
"31","2002","46-65","","","",""
"31","2002","66","","","",""
"32","2002","17-29","","","",""
"32","2002","30-45","","","",""
"32","2002","46-65","","","",""
"32","2002","66","","","",""
"35","2002","17-29","","","",""
"35","2002","30-45","","","",""
"35","2002","46-65","","","",""
"35","2002","66","","","",""
"36","2002","17-29","","","",""
"36","2002","30-45","","","",""
"36","2002","46-65","","","",""
"36","2002","66","","","",""
"40","2002","17-29","","","",""
"40","2002","30-45","","","",""
"40","2002","46-65","","","",""
"40","2002","66","","","",""
"42","2002","17-29","","","",""
"42","2002","30-45","","","",""
"42","2002","46-65","","","",""
"42","2002","66","","","",""
"45","2002","17-29","","","",""
"45","2002","30-45","","","",""
"45","2002","46-65","","","",""
"45","2002","66","","","",""
"48","2002","17-29","","","",""
"48","2002","30-45","","","",""
"48","2002","46-65","1","","",""
"48","2002","66","","","",""
"50","2002","17-29","","","",""
"50","2002","30-45","","","",""
"50","2002","46-65","","","",""
"50","2002","66","","","",""
"51","2002","17-29","","","",""
"51","2002","30-45","","","",""
"51","2002","46-65","","","",""
"51","2002","66","","","",""
"64","2002","17-29","","","",""
"64","2002","30-45","","","",""
"64","2002","46-65","","","",""
"64","2002","66","","","",""
"65","2002","17-29","","","",""
"65","2002","30-45","","","",""
"65","2002","46-65","","","",""
"65","2002","66","","","",""
"90","2002","17-29","","","",""
"90","2002","30-45","","","",""
"90","2002","46-65","","","",""
"90","2002","66","","","",""
"98","2002","17-29","","","",""
"98","2002","30-45","","","",""
"98","2002","46-65","","","",""
"98","2002","66","","","",""
"100","2002","17-29","","","",""
"100","2002","30-45","","","",""
"100","2002","46-65","","","",""
"100","2002","66","","","",""
"0","2003","17-29","","","",""
"0","2003","30-45","","","",""
"0","2003","46-65","","","",""
"0","2003","66","","","",""
"1","2003","17-29","276","0.763856687327209","0.719105577546463","0.808607797107956"
"1","2003","30-45","537","0.83028368285253","0.801601632411998","0.858965733293063"
"1","2003","46-65","695","0.755055706576622","0.726959350620107","0.783152062533138"
"1","2003","66","","","",""
"2","2003","17-29","49","0.163333584793261","0.124382105427019","0.202285064159503"
"2","2003","30-45","89","0.125971101704007","0.10061785957532","0.151324343832693"
"2","2003","46-65","135","0.160533371583138","0.136549945786596","0.18451679737968"
"2","2003","66","","","",""
"3","2003","17-29","14","","",""
"3","2003","30-45","14","","",""
"3","2003","46-65","38","0.0383025427392944","0.0257636302004592","0.0508414552781297"
"3","2003","66","","","",""
"4","2003","17-29","1","","",""
"4","2003","30-45","11","","",""
"4","2003","46-65","12","","",""
"4","2003","66","","","",""
"5","2003","17-29","2","","",""
"5","2003","30-45","2","","",""
"5","2003","46-65","7","","",""
"5","2003","66","","","",""
"6","2003","17-29","1","","",""
"6","2003","30-45","2","","",""
"6","2003","46-65","3","","",""
"6","2003","66","","","",""
"7","2003","17-29","1","","",""
"7","2003","30-45","1","","",""
"7","2003","46-65","6","","",""
"7","2003","66","","","",""
"8","2003","17-29","1","","",""
"8","2003","30-45","","","",""
"8","2003","46-65","1","","",""
"8","2003","66","","","",""
"9","2003","17-29","","","",""
"9","2003","30-45","","","",""
"9","2003","46-65","","","",""
"9","2003","66","","","",""
"10","2003","17-29","","","",""
"10","2003","30-45","2","","",""
"10","2003","46-65","","","",""
"10","2003","66","","","",""
"11","2003","17-29","","","",""
"11","2003","30-45","","","",""
"11","2003","46-65","","","",""
"11","2003","66","","","",""
"12","2003","17-29","","","",""
"12","2003","30-45","","","",""
"12","2003","46-65","2","","",""
"12","2003","66","","","",""
"13","2003","17-29","","","",""
"13","2003","30-45","","","",""
"13","2003","46-65","","","",""
"13","2003","66","","","",""
"14","2003","17-29","1","","",""
"14","2003","30-45","","","",""
"14","2003","46-65","","","",""
"14","2003","66","","","",""
"15","2003","17-29","","","",""
"15","2003","30-45","","","",""
"15","2003","46-65","1","","",""
"15","2003","66","","","",""
"16","2003","17-29","","","",""
"16","2003","30-45","","","",""
"16","2003","46-65","","","",""
"16","2003","66","","","",""
"17","2003","17-29","","","",""
"17","2003","30-45","","","",""
"17","2003","46-65","","","",""
"17","2003","66","","","",""
"18","2003","17-29","","","",""
"18","2003","30-45","","","",""
"18","2003","46-65","","","",""
"18","2003","66","","","",""
"19","2003","17-29","","","",""
"19","2003","30-45","","","",""
"19","2003","46-65","","","",""
"19","2003","66","","","",""
"20","2003","17-29","","","",""
"20","2003","30-45","","","",""
"20","2003","46-65","","","",""
"20","2003","66","","","",""
"21","2003","17-29","","","",""
"21","2003","30-45","","","",""
"21","2003","46-65","","","",""
"21","2003","66","","","",""
"22","2003","17-29","","","",""
"22","2003","30-45","","","",""
"22","2003","46-65","","","",""
"22","2003","66","","","",""
"23","2003","17-29","","","",""
"23","2003","30-45","","","",""
"23","2003","46-65","","","",""
"23","2003","66","","","",""
"24","2003","17-29","","","",""
"24","2003","30-45","","","",""
"24","2003","46-65","","","",""
"24","2003","66","","","",""
"25","2003","17-29","","","",""
"25","2003","30-45","","","",""
"25","2003","46-65","","","",""
"25","2003","66","","","",""
"26","2003","17-29","","","",""
"26","2003","30-45","","","",""
"26","2003","46-65","","","",""
"26","2003","66","","","",""
"27","2003","17-29","","","",""
"27","2003","30-45","","","",""
"27","2003","46-65","","","",""
"27","2003","66","","","",""
"28","2003","17-29","","","",""
"28","2003","30-45","","","",""
"28","2003","46-65","","","",""
"28","2003","66","","","",""
"30","2003","17-29","","","",""
"30","2003","30-45","","","",""
"30","2003","46-65","","","",""
"30","2003","66","","","",""
"31","2003","17-29","","","",""
"31","2003","30-45","","","",""
"31","2003","46-65","","","",""
"31","2003","66","","","",""
"32","2003","17-29","","","",""
"32","2003","30-45","","","",""
"32","2003","46-65","","","",""
"32","2003","66","","","",""
"35","2003","17-29","","","",""
"35","2003","30-45","","","",""
"35","2003","46-65","","","",""
"35","2003","66","","","",""
"36","2003","17-29","","","",""
"36","2003","30-45","","","",""
"36","2003","46-65","","","",""
"36","2003","66","","","",""
"40","2003","17-29","","","",""
"40","2003","30-45","","","",""
"40","2003","46-65","","","",""
"40","2003","66","","","",""
"42","2003","17-29","","","",""
"42","2003","30-45","","","",""
"42","2003","46-65","","","",""
"42","2003","66","","","",""
"45","2003","17-29","","","",""
"45","2003","30-45","","","",""
"45","2003","46-65","","","",""
"45","2003","66","","","",""
"48","2003","17-29","","","",""
"48","2003","30-45","","","",""
"48","2003","46-65","","","",""
"48","2003","66","","","",""
"50","2003","17-29","","","",""
"50","2003","30-45","","","",""
"50","2003","46-65","","","",""
"50","2003","66","","","",""
"51","2003","17-29","","","",""
"51","2003","30-45","","","",""
"51","2003","46-65","","","",""
"51","2003","66","","","",""
"64","2003","17-29","","","",""
"64","2003","30-45","","","",""
"64","2003","46-65","","","",""
"64","2003","66","","","",""
"65","2003","17-29","","","",""
"65","2003","30-45","","","",""
"65","2003","46-65","","","",""
"65","2003","66","","","",""
"90","2003","17-29","","","",""
"90","2003","30-45","","","",""
"90","2003","46-65","","","",""
"90","2003","66","","","",""
"98","2003","17-29","","","",""
"98","2003","30-45","","","",""
"98","2003","46-65","","","",""
"98","2003","66","","","",""
"100","2003","17-29","","","",""
"100","2003","30-45","","","",""
"100","2003","46-65","","","",""
"100","2003","66","","","",""
"0","2004","17-29","","","",""
"0","2004","30-45","","","",""
"0","2004","46-65","","","",""
"0","2004","66","","","",""
"1","2004","17-29","247","0.782955885913261","0.736462917778973","0.829448854047548"
"1","2004","30-45","501","0.798564899339463","0.766789203962146","0.830340594716781"
"1","2004","46-65","670","0.764791855164737","0.736494848408149","0.793088861921324"
"1","2004","66","","","",""
"2","2004","17-29","40","0.144044661182669","0.104442512015004","0.183646810350333"
"2","2004","30-45","81","0.143778753564331","0.11598080562273","0.171576701505932"
"2","2004","46-65","132","0.168138147687683","0.143186373760731","0.193089921614635"
"2","2004","66","","","",""
"3","2004","17-29","12","","",""
"3","2004","30-45","19","","",""
"3","2004","46-65","33","0.0371878480581247","0.0245633535254244","0.0498123425908249"
"3","2004","66","","","",""
"4","2004","17-29","1","","",""
"4","2004","30-45","5","","",""
"4","2004","46-65","10","","",""
"4","2004","66","","","",""
"5","2004","17-29","","","",""
"5","2004","30-45","1","","",""
"5","2004","46-65","9","","",""
"5","2004","66","","","",""
"6","2004","17-29","1","","",""
"6","2004","30-45","2","","",""
"6","2004","46-65","2","","",""
"6","2004","66","","","",""
"7","2004","17-29","","","",""
"7","2004","30-45","","","",""
"7","2004","46-65","2","","",""
"7","2004","66","","","",""
"8","2004","17-29","1","","",""
"8","2004","30-45","1","","",""
"8","2004","46-65","1","","",""
"8","2004","66","","","",""
"9","2004","17-29","","","",""
"9","2004","30-45","","","",""
"9","2004","46-65","","","",""
"9","2004","66","","","",""
"10","2004","17-29","","","",""
"10","2004","30-45","1","","",""
"10","2004","46-65","1","","",""
"10","2004","66","","","",""
"11","2004","17-29","","","",""
"11","2004","30-45","","","",""
"11","2004","46-65","1","","",""
"11","2004","66","","","",""
"12","2004","17-29","","","",""
"12","2004","30-45","","","",""
"12","2004","46-65","1","","",""
"12","2004","66","","","",""
"13","2004","17-29","","","",""
"13","2004","30-45","1","","",""
"13","2004","46-65","1","","",""
"13","2004","66","","","",""
"14","2004","17-29","","","",""
"14","2004","30-45","","","",""
"14","2004","46-65","","","",""
"14","2004","66","","","",""
"15","2004","17-29","","","",""
"15","2004","30-45","","","",""
"15","2004","46-65","","","",""
"15","2004","66","","","",""
"16","2004","17-29","","","",""
"16","2004","30-45","","","",""
"16","2004","46-65","","","",""
"16","2004","66","","","",""
"17","2004","17-29","","","",""
"17","2004","30-45","","","",""
"17","2004","46-65","","","",""
"17","2004","66","","","",""
"18","2004","17-29","","","",""
"18","2004","30-45","","","",""
"18","2004","46-65","","","",""
"18","2004","66","","","",""
"19","2004","17-29","","","",""
"19","2004","30-45","","","",""
"19","2004","46-65","","","",""
"19","2004","66","","","",""
"20","2004","17-29","","","",""
"20","2004","30-45","","","",""
"20","2004","46-65","","","",""
"20","2004","66","","","",""
"21","2004","17-29","","","",""
"21","2004","30-45","","","",""
"21","2004","46-65","","","",""
"21","2004","66","","","",""
"22","2004","17-29","","","",""
"22","2004","30-45","","","",""
"22","2004","46-65","","","",""
"22","2004","66","","","",""
"23","2004","17-29","","","",""
"23","2004","30-45","","","",""
"23","2004","46-65","","","",""
"23","2004","66","","","",""
"24","2004","17-29","","","",""
"24","2004","30-45","","","",""
"24","2004","46-65","","","",""
"24","2004","66","","","",""
"25","2004","17-29","","","",""
"25","2004","30-45","","","",""
"25","2004","46-65","","","",""
"25","2004","66","","","",""
"26","2004","17-29","","","",""
"26","2004","30-45","","","",""
"26","2004","46-65","","","",""
"26","2004","66","","","",""
"27","2004","17-29","","","",""
"27","2004","30-45","","","",""
"27","2004","46-65","","","",""
"27","2004","66","","","",""
"28","2004","17-29","","","",""
"28","2004","30-45","","","",""
"28","2004","46-65","","","",""
"28","2004","66","","","",""
"30","2004","17-29","","","",""
"30","2004","30-45","","","",""
"30","2004","46-65","","","",""
"30","2004","66","","","",""
"31","2004","17-29","","","",""
"31","2004","30-45","","","",""
"31","2004","46-65","","","",""
"31","2004","66","","","",""
"32","2004","17-29","","","",""
"32","2004","30-45","","","",""
"32","2004","46-65","","","",""
"32","2004","66","","","",""
"35","2004","17-29","","","",""
"35","2004","30-45","","","",""
"35","2004","46-65","","","",""
"35","2004","66","","","",""
"36","2004","17-29","","","",""
"36","2004","30-45","","","",""
"36","2004","46-65","","","",""
"36","2004","66","","","",""
"40","2004","17-29","","","",""
"40","2004","30-45","","","",""
"40","2004","46-65","","","",""
"40","2004","66","","","",""
"42","2004","17-29","","","",""
"42","2004","30-45","","","",""
"42","2004","46-65","","","",""
"42","2004","66","","","",""
"45","2004","17-29","","","",""
"45","2004","30-45","","","",""
"45","2004","46-65","","","",""
"45","2004","66","","","",""
"48","2004","17-29","","","",""
"48","2004","30-45","","","",""
"48","2004","46-65","","","",""
"48","2004","66","","","",""
"50","2004","17-29","","","",""
"50","2004","30-45","","","",""
"50","2004","46-65","","","",""
"50","2004","66","","","",""
"51","2004","17-29","","","",""
"51","2004","30-45","","","",""
"51","2004","46-65","","","",""
"51","2004","66","","","",""
"64","2004","17-29","","","",""
"64","2004","30-45","","","",""
"64","2004","46-65","","","",""
"64","2004","66","","","",""
"65","2004","17-29","","","",""
"65","2004","30-45","","","",""
"65","2004","46-65","","","",""
"65","2004","66","","","",""
"90","2004","17-29","","","",""
"90","2004","30-45","","","",""
"90","2004","46-65","","","",""
"90","2004","66","","","",""
"98","2004","17-29","","","",""
"98","2004","30-45","","","",""
"98","2004","46-65","","","",""
"98","2004","66","","","",""
"100","2004","17-29","","","",""
"100","2004","30-45","","","",""
"100","2004","46-65","","","",""
"100","2004","66","","","",""
"0","2005","17-29","","","",""
"0","2005","30-45","","","",""
"0","2005","46-65","","","",""
"0","2005","66","","","",""
"1","2005","17-29","207","0.783745901747196","0.73331486189473","0.834176941599661"
"1","2005","30-45","424","0.805090990071754","0.771334390200086","0.838847589943421"
"1","2005","46-65","569","0.756782998255202","0.726220925881387","0.787345070629017"
"1","2005","66","","","",""
"2","2005","17-29","35","0.155888423404792","0.111452422290834","0.20032442451875"
"2","2005","30-45","74","0.117535970825506","0.0900915442955504","0.144980397355462"
"2","2005","46-65","133","0.157454806341447","0.131508549367346","0.183401063315547"
"2","2005","66","","","",""
"3","2005","17-29","7","","",""
"3","2005","30-45","22","","",""
"3","2005","46-65","31","0.0408681405628469","0.0267644831840135","0.0549717979416802"
"3","2005","66","","","",""
"4","2005","17-29","3","","",""
"4","2005","30-45","4","","",""
"4","2005","46-65","14","","",""
"4","2005","66","","","",""
"5","2005","17-29","1","","",""
"5","2005","30-45","4","","",""
"5","2005","46-65","5","","",""
"5","2005","66","","","",""
"6","2005","17-29","1","","",""
"6","2005","30-45","1","","",""
"6","2005","46-65","3","","",""
"6","2005","66","","","",""
"7","2005","17-29","","","",""
"7","2005","30-45","","","",""
"7","2005","46-65","1","","",""
"7","2005","66","","","",""
"8","2005","17-29","","","",""
"8","2005","30-45","","","",""
"8","2005","46-65","","","",""
"8","2005","66","","","",""
"9","2005","17-29","","","",""
"9","2005","30-45","","","",""
"9","2005","46-65","1","","",""
"9","2005","66","","","",""
"10","2005","17-29","1","","",""
"10","2005","30-45","","","",""
"10","2005","46-65","","","",""
"10","2005","66","","","",""
"11","2005","17-29","","","",""
"11","2005","30-45","","","",""
"11","2005","46-65","","","",""
"11","2005","66","","","",""
"12","2005","17-29","","","",""
"12","2005","30-45","","","",""
"12","2005","46-65","","","",""
"12","2005","66","","","",""
"13","2005","17-29","","","",""
"13","2005","30-45","","","",""
"13","2005","46-65","","","",""
"13","2005","66","","","",""
"14","2005","17-29","","","",""
"14","2005","30-45","","","",""
"14","2005","46-65","","","",""
"14","2005","66","","","",""
"15","2005","17-29","1","","",""
"15","2005","30-45","","","",""
"15","2005","46-65","","","",""
"15","2005","66","","","",""
"16","2005","17-29","","","",""
"16","2005","30-45","","","",""
"16","2005","46-65","","","",""
"16","2005","66","","","",""
"17","2005","17-29","","","",""
"17","2005","30-45","","","",""
"17","2005","46-65","","","",""
"17","2005","66","","","",""
"18","2005","17-29","","","",""
"18","2005","30-45","","","",""
"18","2005","46-65","","","",""
"18","2005","66","","","",""
"19","2005","17-29","","","",""
"19","2005","30-45","","","",""
"19","2005","46-65","","","",""
"19","2005","66","","","",""
"20","2005","17-29","","","",""
"20","2005","30-45","","","",""
"20","2005","46-65","","","",""
"20","2005","66","","","",""
"21","2005","17-29","","","",""
"21","2005","30-45","","","",""
"21","2005","46-65","","","",""
"21","2005","66","","","",""
"22","2005","17-29","","","",""
"22","2005","30-45","","","",""
"22","2005","46-65","","","",""
"22","2005","66","","","",""
"23","2005","17-29","","","",""
"23","2005","30-45","","","",""
"23","2005","46-65","","","",""
"23","2005","66","","","",""
"24","2005","17-29","","","",""
"24","2005","30-45","","","",""
"24","2005","46-65","","","",""
"24","2005","66","","","",""
"25","2005","17-29","","","",""
"25","2005","30-45","","","",""
"25","2005","46-65","","","",""
"25","2005","66","","","",""
"26","2005","17-29","","","",""
"26","2005","30-45","","","",""
"26","2005","46-65","","","",""
"26","2005","66","","","",""
"27","2005","17-29","","","",""
"27","2005","30-45","","","",""
"27","2005","46-65","","","",""
"27","2005","66","","","",""
"28","2005","17-29","","","",""
"28","2005","30-45","","","",""
"28","2005","46-65","","","",""
"28","2005","66","","","",""
"30","2005","17-29","","","",""
"30","2005","30-45","","","",""
"30","2005","46-65","","","",""
"30","2005","66","","","",""
"31","2005","17-29","","","",""
"31","2005","30-45","","","",""
"31","2005","46-65","","","",""
"31","2005","66","","","",""
"32","2005","17-29","","","",""
"32","2005","30-45","","","",""
"32","2005","46-65","","","",""
"32","2005","66","","","",""
"35","2005","17-29","","","",""
"35","2005","30-45","","","",""
"35","2005","46-65","","","",""
"35","2005","66","","","",""
"36","2005","17-29","","","",""
"36","2005","30-45","","","",""
"36","2005","46-65","","","",""
"36","2005","66","","","",""
"40","2005","17-29","","","",""
"40","2005","30-45","","","",""
"40","2005","46-65","","","",""
"40","2005","66","","","",""
"42","2005","17-29","","","",""
"42","2005","30-45","","","",""
"42","2005","46-65","","","",""
"42","2005","66","","","",""
"45","2005","17-29","","","",""
"45","2005","30-45","","","",""
"45","2005","46-65","","","",""
"45","2005","66","","","",""
"48","2005","17-29","","","",""
"48","2005","30-45","","","",""
"48","2005","46-65","","","",""
"48","2005","66","","","",""
"50","2005","17-29","","","",""
"50","2005","30-45","","","",""
"50","2005","46-65","","","",""
"50","2005","66","","","",""
"51","2005","17-29","","","",""
"51","2005","30-45","","","",""
"51","2005","46-65","","","",""
"51","2005","66","","","",""
"64","2005","17-29","","","",""
"64","2005","30-45","","","",""
"64","2005","46-65","","","",""
"64","2005","66","","","",""
"65","2005","17-29","","","",""
"65","2005","30-45","","","",""
"65","2005","46-65","","","",""
"65","2005","66","","","",""
"90","2005","17-29","","","",""
"90","2005","30-45","","","",""
"90","2005","46-65","","","",""
"90","2005","66","","","",""
"98","2005","17-29","","","",""
"98","2005","30-45","","","",""
"98","2005","46-65","","","",""
"98","2005","66","","","",""
"100","2005","17-29","","","",""
"100","2005","30-45","","","",""
"100","2005","46-65","","","",""
"100","2005","66","","","",""
"0","2006","17-29","","","",""
"0","2006","30-45","","","",""
"0","2006","46-65","","","",""
"0","2006","66","","","",""
"1","2006","17-29","236","0.835933413139844","0.793310315772742","0.878556510506946"
"1","2006","30-45","418","0.831155640240761","0.798675185723282","0.863636094758239"
"1","2006","46-65","600","0.734792881098783","0.704615104370086","0.76497065782748"
"1","2006","66","","","",""
"2","2006","17-29","35","0.107791574028105","0.0720992637967849","0.143483884259425"
"2","2006","30-45","65","0.107524944905633","0.0806659165034862","0.134383973307779"
"2","2006","46-65","154","0.173540791206917","0.147651290172832","0.199430292241002"
"2","2006","66","","","",""
"3","2006","17-29","12","","",""
"3","2006","30-45","17","","",""
"3","2006","46-65","47","0.0636062872083487","0.0469226226347091","0.0802899517819884"
"3","2006","66","","","",""
"4","2006","17-29","4","","",""
"4","2006","30-45","7","","",""
"4","2006","46-65","9","","",""
"4","2006","66","","","",""
"5","2006","17-29","","","",""
"5","2006","30-45","1","","",""
"5","2006","46-65","5","","",""
"5","2006","66","","","",""
"6","2006","17-29","","","",""
"6","2006","30-45","","","",""
"6","2006","46-65","2","","",""
"6","2006","66","","","",""
"7","2006","17-29","2","","",""
"7","2006","30-45","1","","",""
"7","2006","46-65","2","","",""
"7","2006","66","","","",""
"8","2006","17-29","","","",""
"8","2006","30-45","","","",""
"8","2006","46-65","","","",""
"8","2006","66","","","",""
"9","2006","17-29","","","",""
"9","2006","30-45","","","",""
"9","2006","46-65","","","",""
"9","2006","66","","","",""
"10","2006","17-29","","","",""
"10","2006","30-45","","","",""
"10","2006","46-65","","","",""
"10","2006","66","","","",""
"11","2006","17-29","","","",""
"11","2006","30-45","","","",""
"11","2006","46-65","","","",""
"11","2006","66","","","",""
"12","2006","17-29","","","",""
"12","2006","30-45","1","","",""
"12","2006","46-65","1","","",""
"12","2006","66","","","",""
"13","2006","17-29","","","",""
"13","2006","30-45","","","",""
"13","2006","46-65","","","",""
"13","2006","66","","","",""
"14","2006","17-29","","","",""
"14","2006","30-45","","","",""
"14","2006","46-65","","","",""
"14","2006","66","","","",""
"15","2006","17-29","","","",""
"15","2006","30-45","1","","",""
"15","2006","46-65","1","","",""
"15","2006","66","","","",""
"16","2006","17-29","","","",""
"16","2006","30-45","","","",""
"16","2006","46-65","","","",""
"16","2006","66","","","",""
"17","2006","17-29","","","",""
"17","2006","30-45","","","",""
"17","2006","46-65","","","",""
"17","2006","66","","","",""
"18","2006","17-29","","","",""
"18","2006","30-45","","","",""
"18","2006","46-65","","","",""
"18","2006","66","","","",""
"19","2006","17-29","1","","",""
"19","2006","30-45","","","",""
"19","2006","46-65","","","",""
"19","2006","66","","","",""
"20","2006","17-29","","","",""
"20","2006","30-45","","","",""
"20","2006","46-65","","","",""
"20","2006","66","","","",""
"21","2006","17-29","","","",""
"21","2006","30-45","","","",""
"21","2006","46-65","","","",""
"21","2006","66","","","",""
"22","2006","17-29","","","",""
"22","2006","30-45","","","",""
"22","2006","46-65","","","",""
"22","2006","66","","","",""
"23","2006","17-29","","","",""
"23","2006","30-45","","","",""
"23","2006","46-65","","","",""
"23","2006","66","","","",""
"24","2006","17-29","","","",""
"24","2006","30-45","","","",""
"24","2006","46-65","","","",""
"24","2006","66","","","",""
"25","2006","17-29","","","",""
"25","2006","30-45","","","",""
"25","2006","46-65","","","",""
"25","2006","66","","","",""
"26","2006","17-29","","","",""
"26","2006","30-45","","","",""
"26","2006","46-65","","","",""
"26","2006","66","","","",""
"27","2006","17-29","","","",""
"27","2006","30-45","","","",""
"27","2006","46-65","","","",""
"27","2006","66","","","",""
"28","2006","17-29","","","",""
"28","2006","30-45","","","",""
