"ple0055","year","age_gr","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"2","2006","66","Städtischer Raum","","","",""
"2","2006","66","Ländlicher Raum","","","",""
"3","2006","17-29","Städtischer Raum","6","","",""
"3","2006","17-29","Ländlicher Raum","6","","",""
"3","2006","30-45","Städtischer Raum","9","","",""
"3","2006","30-45","Ländlicher Raum","8","","",""
"3","2006","46-65","Städtischer Raum","27","","",""
"3","2006","46-65","Ländlicher Raum","20","","",""
"3","2006","66","Städtischer Raum","","","",""
"3","2006","66","Ländlicher Raum","","","",""
"4","2006","17-29","Städtischer Raum","2","","",""
"4","2006","17-29","Ländlicher Raum","2","","",""
"4","2006","30-45","Städtischer Raum","4","","",""
"4","2006","30-45","Ländlicher Raum","3","","",""
"4","2006","46-65","Städtischer Raum","4","","",""
"4","2006","46-65","Ländlicher Raum","5","","",""
"4","2006","66","Städtischer Raum","","","",""
"4","2006","66","Ländlicher Raum","","","",""
"5","2006","17-29","Städtischer Raum","","","",""
"5","2006","17-29","Ländlicher Raum","","","",""
"5","2006","30-45","Städtischer Raum","","","",""
"5","2006","30-45","Ländlicher Raum","1","","",""
"5","2006","46-65","Städtischer Raum","2","","",""
"5","2006","46-65","Ländlicher Raum","3","","",""
"5","2006","66","Städtischer Raum","","","",""
"5","2006","66","Ländlicher Raum","","","",""
"6","2006","17-29","Städtischer Raum","","","",""
"6","2006","17-29","Ländlicher Raum","","","",""
"6","2006","30-45","Städtischer Raum","","","",""
"6","2006","30-45","Ländlicher Raum","","","",""
"6","2006","46-65","Städtischer Raum","","","",""
"6","2006","46-65","Ländlicher Raum","2","","",""
"6","2006","66","Städtischer Raum","","","",""
"6","2006","66","Ländlicher Raum","","","",""
"7","2006","17-29","Städtischer Raum","2","","",""
"7","2006","17-29","Ländlicher Raum","","","",""
"7","2006","30-45","Städtischer Raum","1","","",""
"7","2006","30-45","Ländlicher Raum","","","",""
"7","2006","46-65","Städtischer Raum","2","","",""
"7","2006","46-65","Ländlicher Raum","","","",""
"7","2006","66","Städtischer Raum","","","",""
"7","2006","66","Ländlicher Raum","","","",""
"8","2006","17-29","Städtischer Raum","","","",""
"8","2006","17-29","Ländlicher Raum","","","",""
"8","2006","30-45","Städtischer Raum","","","",""
"8","2006","30-45","Ländlicher Raum","","","",""
"8","2006","46-65","Städtischer Raum","","","",""
"8","2006","46-65","Ländlicher Raum","","","",""
"8","2006","66","Städtischer Raum","","","",""
"8","2006","66","Ländlicher Raum","","","",""
"9","2006","17-29","Städtischer Raum","","","",""
"9","2006","17-29","Ländlicher Raum","","","",""
"9","2006","30-45","Städtischer Raum","","","",""
"9","2006","30-45","Ländlicher Raum","","","",""
"9","2006","46-65","Städtischer Raum","","","",""
"9","2006","46-65","Ländlicher Raum","","","",""
"9","2006","66","Städtischer Raum","","","",""
"9","2006","66","Ländlicher Raum","","","",""
"10","2006","17-29","Städtischer Raum","","","",""
"10","2006","17-29","Ländlicher Raum","","","",""
"10","2006","30-45","Städtischer Raum","","","",""
"10","2006","30-45","Ländlicher Raum","","","",""
"10","2006","46-65","Städtischer Raum","","","",""
"10","2006","46-65","Ländlicher Raum","","","",""
"10","2006","66","Städtischer Raum","","","",""
"10","2006","66","Ländlicher Raum","","","",""
"11","2006","17-29","Städtischer Raum","","","",""
"11","2006","17-29","Ländlicher Raum","","","",""
"11","2006","30-45","Städtischer Raum","","","",""
"11","2006","30-45","Ländlicher Raum","","","",""
"11","2006","46-65","Städtischer Raum","","","",""
"11","2006","46-65","Ländlicher Raum","","","",""
"11","2006","66","Städtischer Raum","","","",""
"11","2006","66","Ländlicher Raum","","","",""
"12","2006","17-29","Städtischer Raum","","","",""
"12","2006","17-29","Ländlicher Raum","","","",""
"12","2006","30-45","Städtischer Raum","1","","",""
"12","2006","30-45","Ländlicher Raum","","","",""
"12","2006","46-65","Städtischer Raum","","","",""
"12","2006","46-65","Ländlicher Raum","1","","",""
"12","2006","66","Städtischer Raum","","","",""
"12","2006","66","Ländlicher Raum","","","",""
"13","2006","17-29","Städtischer Raum","","","",""
"13","2006","17-29","Ländlicher Raum","","","",""
"13","2006","30-45","Städtischer Raum","","","",""
"13","2006","30-45","Ländlicher Raum","","","",""
"13","2006","46-65","Städtischer Raum","","","",""
"13","2006","46-65","Ländlicher Raum","","","",""
"13","2006","66","Städtischer Raum","","","",""
"13","2006","66","Ländlicher Raum","","","",""
"14","2006","17-29","Städtischer Raum","","","",""
"14","2006","17-29","Ländlicher Raum","","","",""
"14","2006","30-45","Städtischer Raum","","","",""
"14","2006","30-45","Ländlicher Raum","","","",""
"14","2006","46-65","Städtischer Raum","","","",""
"14","2006","46-65","Ländlicher Raum","","","",""
"14","2006","66","Städtischer Raum","","","",""
"14","2006","66","Ländlicher Raum","","","",""
"15","2006","17-29","Städtischer Raum","","","",""
"15","2006","17-29","Ländlicher Raum","","","",""
"15","2006","30-45","Städtischer Raum","1","","",""
"15","2006","30-45","Ländlicher Raum","","","",""
"15","2006","46-65","Städtischer Raum","","","",""
"15","2006","46-65","Ländlicher Raum","1","","",""
"15","2006","66","Städtischer Raum","","","",""
"15","2006","66","Ländlicher Raum","","","",""
"16","2006","17-29","Städtischer Raum","","","",""
"16","2006","17-29","Ländlicher Raum","","","",""
"16","2006","30-45","Städtischer Raum","","","",""
"16","2006","30-45","Ländlicher Raum","","","",""
"16","2006","46-65","Städtischer Raum","","","",""
"16","2006","46-65","Ländlicher Raum","","","",""
"16","2006","66","Städtischer Raum","","","",""
"16","2006","66","Ländlicher Raum","","","",""
"17","2006","17-29","Städtischer Raum","","","",""
"17","2006","17-29","Ländlicher Raum","","","",""
"17","2006","30-45","Städtischer Raum","","","",""
"17","2006","30-45","Ländlicher Raum","","","",""
"17","2006","46-65","Städtischer Raum","","","",""
"17","2006","46-65","Ländlicher Raum","","","",""
"17","2006","66","Städtischer Raum","","","",""
"17","2006","66","Ländlicher Raum","","","",""
"18","2006","17-29","Städtischer Raum","","","",""
"18","2006","17-29","Ländlicher Raum","","","",""
"18","2006","30-45","Städtischer Raum","","","",""
"18","2006","30-45","Ländlicher Raum","","","",""
"18","2006","46-65","Städtischer Raum","","","",""
"18","2006","46-65","Ländlicher Raum","","","",""
"18","2006","66","Städtischer Raum","","","",""
"18","2006","66","Ländlicher Raum","","","",""
"19","2006","17-29","Städtischer Raum","","","",""
"19","2006","17-29","Ländlicher Raum","1","","",""
"19","2006","30-45","Städtischer Raum","","","",""
"19","2006","30-45","Ländlicher Raum","","","",""
"19","2006","46-65","Städtischer Raum","","","",""
"19","2006","46-65","Ländlicher Raum","","","",""
"19","2006","66","Städtischer Raum","","","",""
"19","2006","66","Ländlicher Raum","","","",""
"20","2006","17-29","Städtischer Raum","","","",""
"20","2006","17-29","Ländlicher Raum","","","",""
"20","2006","30-45","Städtischer Raum","","","",""
"20","2006","30-45","Ländlicher Raum","","","",""
"20","2006","46-65","Städtischer Raum","","","",""
"20","2006","46-65","Ländlicher Raum","","","",""
"20","2006","66","Städtischer Raum","","","",""
"20","2006","66","Ländlicher Raum","","","",""
"21","2006","17-29","Städtischer Raum","","","",""
"21","2006","17-29","Ländlicher Raum","","","",""
"21","2006","30-45","Städtischer Raum","","","",""
"21","2006","30-45","Ländlicher Raum","","","",""
"21","2006","46-65","Städtischer Raum","","","",""
"21","2006","46-65","Ländlicher Raum","","","",""
"21","2006","66","Städtischer Raum","","","",""
"21","2006","66","Ländlicher Raum","","","",""
"22","2006","17-29","Städtischer Raum","","","",""
"22","2006","17-29","Ländlicher Raum","","","",""
"22","2006","30-45","Städtischer Raum","","","",""
"22","2006","30-45","Ländlicher Raum","","","",""
"22","2006","46-65","Städtischer Raum","","","",""
"22","2006","46-65","Ländlicher Raum","","","",""
"22","2006","66","Städtischer Raum","","","",""
"22","2006","66","Ländlicher Raum","","","",""
"23","2006","17-29","Städtischer Raum","","","",""
"23","2006","17-29","Ländlicher Raum","","","",""
"23","2006","30-45","Städtischer Raum","","","",""
"23","2006","30-45","Ländlicher Raum","","","",""
"23","2006","46-65","Städtischer Raum","","","",""
"23","2006","46-65","Ländlicher Raum","","","",""
"23","2006","66","Städtischer Raum","","","",""
"23","2006","66","Ländlicher Raum","","","",""
"24","2006","17-29","Städtischer Raum","","","",""
"24","2006","17-29","Ländlicher Raum","","","",""
"24","2006","30-45","Städtischer Raum","","","",""
"24","2006","30-45","Ländlicher Raum","","","",""
"24","2006","46-65","Städtischer Raum","","","",""
"24","2006","46-65","Ländlicher Raum","","","",""
"24","2006","66","Städtischer Raum","","","",""
"24","2006","66","Ländlicher Raum","","","",""
"25","2006","17-29","Städtischer Raum","","","",""
"25","2006","17-29","Ländlicher Raum","","","",""
"25","2006","30-45","Städtischer Raum","","","",""
"25","2006","30-45","Ländlicher Raum","","","",""
"25","2006","46-65","Städtischer Raum","","","",""
"25","2006","46-65","Ländlicher Raum","","","",""
"25","2006","66","Städtischer Raum","","","",""
"25","2006","66","Ländlicher Raum","","","",""
"26","2006","17-29","Städtischer Raum","","","",""
"26","2006","17-29","Ländlicher Raum","","","",""
"26","2006","30-45","Städtischer Raum","","","",""
"26","2006","30-45","Ländlicher Raum","","","",""
"26","2006","46-65","Städtischer Raum","","","",""
"26","2006","46-65","Ländlicher Raum","","","",""
"26","2006","66","Städtischer Raum","","","",""
"26","2006","66","Ländlicher Raum","","","",""
"27","2006","17-29","Städtischer Raum","","","",""
"27","2006","17-29","Ländlicher Raum","","","",""
"27","2006","30-45","Städtischer Raum","","","",""
"27","2006","30-45","Ländlicher Raum","","","",""
"27","2006","46-65","Städtischer Raum","","","",""
"27","2006","46-65","Ländlicher Raum","","","",""
"27","2006","66","Städtischer Raum","","","",""
"27","2006","66","Ländlicher Raum","","","",""
"28","2006","17-29","Städtischer Raum","","","",""
"28","2006","17-29","Ländlicher Raum","","","",""
"28","2006","30-45","Städtischer Raum","","","",""
"28","2006","30-45","Ländlicher Raum","","","",""
"28","2006","46-65","Städtischer Raum","","","",""
"28","2006","46-65","Ländlicher Raum","","","",""
"28","2006","66","Städtischer Raum","","","",""
"28","2006","66","Ländlicher Raum","","","",""
"30","2006","17-29","Städtischer Raum","","","",""
"30","2006","17-29","Ländlicher Raum","","","",""
"30","2006","30-45","Städtischer Raum","","","",""
"30","2006","30-45","Ländlicher Raum","","","",""
"30","2006","46-65","Städtischer Raum","1","","",""
"30","2006","46-65","Ländlicher Raum","","","",""
"30","2006","66","Städtischer Raum","","","",""
"30","2006","66","Ländlicher Raum","","","",""
"31","2006","17-29","Städtischer Raum","","","",""
"31","2006","17-29","Ländlicher Raum","","","",""
"31","2006","30-45","Städtischer Raum","","","",""
"31","2006","30-45","Ländlicher Raum","","","",""
"31","2006","46-65","Städtischer Raum","","","",""
"31","2006","46-65","Ländlicher Raum","","","",""
"31","2006","66","Städtischer Raum","","","",""
"31","2006","66","Ländlicher Raum","","","",""
"32","2006","17-29","Städtischer Raum","","","",""
"32","2006","17-29","Ländlicher Raum","","","",""
"32","2006","30-45","Städtischer Raum","","","",""
"32","2006","30-45","Ländlicher Raum","","","",""
"32","2006","46-65","Städtischer Raum","","","",""
"32","2006","46-65","Ländlicher Raum","","","",""
"32","2006","66","Städtischer Raum","","","",""
"32","2006","66","Ländlicher Raum","","","",""
"35","2006","17-29","Städtischer Raum","","","",""
"35","2006","17-29","Ländlicher Raum","","","",""
"35","2006","30-45","Städtischer Raum","","","",""
"35","2006","30-45","Ländlicher Raum","","","",""
"35","2006","46-65","Städtischer Raum","","","",""
"35","2006","46-65","Ländlicher Raum","","","",""
"35","2006","66","Städtischer Raum","","","",""
"35","2006","66","Ländlicher Raum","","","",""
"36","2006","17-29","Städtischer Raum","","","",""
"36","2006","17-29","Ländlicher Raum","","","",""
"36","2006","30-45","Städtischer Raum","","","",""
"36","2006","30-45","Ländlicher Raum","","","",""
"36","2006","46-65","Städtischer Raum","","","",""
"36","2006","46-65","Ländlicher Raum","","","",""
"36","2006","66","Städtischer Raum","","","",""
"36","2006","66","Ländlicher Raum","","","",""
"40","2006","17-29","Städtischer Raum","","","",""
"40","2006","17-29","Ländlicher Raum","","","",""
"40","2006","30-45","Städtischer Raum","","","",""
"40","2006","30-45","Ländlicher Raum","","","",""
"40","2006","46-65","Städtischer Raum","","","",""
"40","2006","46-65","Ländlicher Raum","","","",""
"40","2006","66","Städtischer Raum","","","",""
"40","2006","66","Ländlicher Raum","","","",""
"42","2006","17-29","Städtischer Raum","","","",""
"42","2006","17-29","Ländlicher Raum","","","",""
"42","2006","30-45","Städtischer Raum","","","",""
"42","2006","30-45","Ländlicher Raum","","","",""
"42","2006","46-65","Städtischer Raum","","","",""
"42","2006","46-65","Ländlicher Raum","","","",""
"42","2006","66","Städtischer Raum","","","",""
"42","2006","66","Ländlicher Raum","","","",""
"45","2006","17-29","Städtischer Raum","","","",""
"45","2006","17-29","Ländlicher Raum","","","",""
"45","2006","30-45","Städtischer Raum","","","",""
"45","2006","30-45","Ländlicher Raum","","","",""
"45","2006","46-65","Städtischer Raum","","","",""
"45","2006","46-65","Ländlicher Raum","","","",""
"45","2006","66","Städtischer Raum","","","",""
"45","2006","66","Ländlicher Raum","","","",""
"48","2006","17-29","Städtischer Raum","","","",""
"48","2006","17-29","Ländlicher Raum","","","",""
"48","2006","30-45","Städtischer Raum","","","",""
"48","2006","30-45","Ländlicher Raum","","","",""
"48","2006","46-65","Städtischer Raum","","","",""
"48","2006","46-65","Ländlicher Raum","","","",""
"48","2006","66","Städtischer Raum","","","",""
"48","2006","66","Ländlicher Raum","","","",""
"50","2006","17-29","Städtischer Raum","","","",""
"50","2006","17-29","Ländlicher Raum","","","",""
"50","2006","30-45","Städtischer Raum","","","",""
"50","2006","30-45","Ländlicher Raum","","","",""
"50","2006","46-65","Städtischer Raum","","","",""
"50","2006","46-65","Ländlicher Raum","","","",""
"50","2006","66","Städtischer Raum","","","",""
"50","2006","66","Ländlicher Raum","","","",""
"51","2006","17-29","Städtischer Raum","","","",""
"51","2006","17-29","Ländlicher Raum","","","",""
"51","2006","30-45","Städtischer Raum","","","",""
"51","2006","30-45","Ländlicher Raum","","","",""
"51","2006","46-65","Städtischer Raum","","","",""
"51","2006","46-65","Ländlicher Raum","","","",""
"51","2006","66","Städtischer Raum","","","",""
"51","2006","66","Ländlicher Raum","","","",""
"64","2006","17-29","Städtischer Raum","","","",""
"64","2006","17-29","Ländlicher Raum","","","",""
"64","2006","30-45","Städtischer Raum","","","",""
"64","2006","30-45","Ländlicher Raum","","","",""
"64","2006","46-65","Städtischer Raum","","","",""
"64","2006","46-65","Ländlicher Raum","","","",""
"64","2006","66","Städtischer Raum","","","",""
"64","2006","66","Ländlicher Raum","","","",""
"65","2006","17-29","Städtischer Raum","","","",""
"65","2006","17-29","Ländlicher Raum","","","",""
"65","2006","30-45","Städtischer Raum","","","",""
"65","2006","30-45","Ländlicher Raum","","","",""
"65","2006","46-65","Städtischer Raum","","","",""
"65","2006","46-65","Ländlicher Raum","","","",""
"65","2006","66","Städtischer Raum","","","",""
"65","2006","66","Ländlicher Raum","","","",""
"90","2006","17-29","Städtischer Raum","","","",""
"90","2006","17-29","Ländlicher Raum","","","",""
"90","2006","30-45","Städtischer Raum","","","",""
"90","2006","30-45","Ländlicher Raum","","","",""
"90","2006","46-65","Städtischer Raum","","","",""
"90","2006","46-65","Ländlicher Raum","","","",""
"90","2006","66","Städtischer Raum","","","",""
"90","2006","66","Ländlicher Raum","","","",""
"98","2006","17-29","Städtischer Raum","","","",""
"98","2006","17-29","Ländlicher Raum","","","",""
"98","2006","30-45","Städtischer Raum","","","",""
"98","2006","30-45","Ländlicher Raum","","","",""
"98","2006","46-65","Städtischer Raum","","","",""
"98","2006","46-65","Ländlicher Raum","","","",""
"98","2006","66","Städtischer Raum","","","",""
"98","2006","66","Ländlicher Raum","","","",""
"100","2006","17-29","Städtischer Raum","","","",""
"100","2006","17-29","Ländlicher Raum","","","",""
"100","2006","30-45","Städtischer Raum","","","",""
"100","2006","30-45","Ländlicher Raum","","","",""
"100","2006","46-65","Städtischer Raum","","","",""
"100","2006","46-65","Ländlicher Raum","","","",""
"100","2006","66","Städtischer Raum","","","",""
"100","2006","66","Ländlicher Raum","","","",""
"0","2007","17-29","Städtischer Raum","","","",""
"0","2007","17-29","Ländlicher Raum","","","",""
"0","2007","30-45","Städtischer Raum","","","",""
"0","2007","30-45","Ländlicher Raum","","","",""
"0","2007","46-65","Städtischer Raum","","","",""
"0","2007","46-65","Ländlicher Raum","","","",""
"0","2007","66","Städtischer Raum","","","",""
"0","2007","66","Ländlicher Raum","","","",""
"1","2007","17-29","Städtischer Raum","125","0.775274683146554","0.712157551820884","0.838391814472224"
"1","2007","17-29","Ländlicher Raum","88","0.758494347259946","0.678146422073944","0.838842272445947"
"1","2007","30-45","Städtischer Raum","248","0.812210527126775","0.768090601495586","0.856330452757965"
"1","2007","30-45","Ländlicher Raum","123","0.699203216158894","0.630061040431667","0.768345391886121"
"1","2007","46-65","Städtischer Raum","362","0.738101694412309","0.698810068702943","0.777393320121676"
"1","2007","46-65","Ländlicher Raum","210","0.717792411585078","0.665631058386646","0.769953764783511"
"1","2007","66","Städtischer Raum","","","",""
"1","2007","66","Ländlicher Raum","","","",""
"2","2007","17-29","Städtischer Raum","27","","",""
"2","2007","17-29","Ländlicher Raum","18","","",""
"2","2007","30-45","Städtischer Raum","39","0.118970854401759","0.0823961966136004","0.155545512189917"
"2","2007","30-45","Ländlicher Raum","36","0.234118862228063","0.170277282035067","0.297960442421059"
"2","2007","46-65","Städtischer Raum","82","0.172503372777731","0.138739095011595","0.206267650543867"
"2","2007","46-65","Ländlicher Raum","50","0.207399387655315","0.16041040837813","0.254388366932499"
"2","2007","66","Städtischer Raum","","","",""
"2","2007","66","Ländlicher Raum","","","",""
"3","2007","17-29","Städtischer Raum","10","","",""
"3","2007","17-29","Ländlicher Raum","3","","",""
"3","2007","30-45","Städtischer Raum","7","","",""
"3","2007","30-45","Ländlicher Raum","6","","",""
"3","2007","46-65","Städtischer Raum","24","","",""
"3","2007","46-65","Ländlicher Raum","15","","",""
"3","2007","66","Städtischer Raum","","","",""
"3","2007","66","Ländlicher Raum","","","",""
"4","2007","17-29","Städtischer Raum","2","","",""
"4","2007","17-29","Ländlicher Raum","","","",""
"4","2007","30-45","Städtischer Raum","3","","",""
"4","2007","30-45","Ländlicher Raum","3","","",""
"4","2007","46-65","Städtischer Raum","10","","",""
"4","2007","46-65","Ländlicher Raum","4","","",""
"4","2007","66","Städtischer Raum","","","",""
"4","2007","66","Ländlicher Raum","","","",""
"5","2007","17-29","Städtischer Raum","3","","",""
"5","2007","17-29","Ländlicher Raum","","","",""
"5","2007","30-45","Städtischer Raum","3","","",""
"5","2007","30-45","Ländlicher Raum","","","",""
"5","2007","46-65","Städtischer Raum","","","",""
"5","2007","46-65","Ländlicher Raum","3","","",""
"5","2007","66","Städtischer Raum","","","",""
"5","2007","66","Ländlicher Raum","","","",""
"6","2007","17-29","Städtischer Raum","1","","",""
"6","2007","17-29","Ländlicher Raum","","","",""
"6","2007","30-45","Städtischer Raum","","","",""
"6","2007","30-45","Ländlicher Raum","","","",""
"6","2007","46-65","Städtischer Raum","1","","",""
"6","2007","46-65","Ländlicher Raum","1","","",""
"6","2007","66","Städtischer Raum","","","",""
"6","2007","66","Ländlicher Raum","","","",""
"7","2007","17-29","Städtischer Raum","","","",""
"7","2007","17-29","Ländlicher Raum","","","",""
"7","2007","30-45","Städtischer Raum","","","",""
"7","2007","30-45","Ländlicher Raum","1","","",""
"7","2007","46-65","Städtischer Raum","","","",""
"7","2007","46-65","Ländlicher Raum","","","",""
"7","2007","66","Städtischer Raum","","","",""
"7","2007","66","Ländlicher Raum","","","",""
"8","2007","17-29","Städtischer Raum","","","",""
"8","2007","17-29","Ländlicher Raum","","","",""
"8","2007","30-45","Städtischer Raum","","","",""
"8","2007","30-45","Ländlicher Raum","","","",""
"8","2007","46-65","Städtischer Raum","","","",""
"8","2007","46-65","Ländlicher Raum","","","",""
"8","2007","66","Städtischer Raum","","","",""
"8","2007","66","Ländlicher Raum","","","",""
"9","2007","17-29","Städtischer Raum","","","",""
"9","2007","17-29","Ländlicher Raum","","","",""
"9","2007","30-45","Städtischer Raum","","","",""
"9","2007","30-45","Ländlicher Raum","","","",""
"9","2007","46-65","Städtischer Raum","1","","",""
"9","2007","46-65","Ländlicher Raum","","","",""
"9","2007","66","Städtischer Raum","","","",""
"9","2007","66","Ländlicher Raum","","","",""
"10","2007","17-29","Städtischer Raum","","","",""
"10","2007","17-29","Ländlicher Raum","","","",""
"10","2007","30-45","Städtischer Raum","1","","",""
"10","2007","30-45","Ländlicher Raum","","","",""
"10","2007","46-65","Städtischer Raum","","","",""
"10","2007","46-65","Ländlicher Raum","","","",""
"10","2007","66","Städtischer Raum","","","",""
"10","2007","66","Ländlicher Raum","","","",""
"11","2007","17-29","Städtischer Raum","","","",""
"11","2007","17-29","Ländlicher Raum","","","",""
"11","2007","30-45","Städtischer Raum","","","",""
"11","2007","30-45","Ländlicher Raum","","","",""
"11","2007","46-65","Städtischer Raum","","","",""
"11","2007","46-65","Ländlicher Raum","1","","",""
"11","2007","66","Städtischer Raum","","","",""
"11","2007","66","Ländlicher Raum","","","",""
"12","2007","17-29","Städtischer Raum","","","",""
"12","2007","17-29","Ländlicher Raum","","","",""
"12","2007","30-45","Städtischer Raum","","","",""
"12","2007","30-45","Ländlicher Raum","","","",""
"12","2007","46-65","Städtischer Raum","1","","",""
"12","2007","46-65","Ländlicher Raum","1","","",""
"12","2007","66","Städtischer Raum","","","",""
"12","2007","66","Ländlicher Raum","","","",""
"13","2007","17-29","Städtischer Raum","","","",""
"13","2007","17-29","Ländlicher Raum","","","",""
"13","2007","30-45","Städtischer Raum","","","",""
"13","2007","30-45","Ländlicher Raum","","","",""
"13","2007","46-65","Städtischer Raum","","","",""
"13","2007","46-65","Ländlicher Raum","","","",""
"13","2007","66","Städtischer Raum","","","",""
"13","2007","66","Ländlicher Raum","","","",""
"14","2007","17-29","Städtischer Raum","","","",""
"14","2007","17-29","Ländlicher Raum","","","",""
"14","2007","30-45","Städtischer Raum","","","",""
"14","2007","30-45","Ländlicher Raum","","","",""
"14","2007","46-65","Städtischer Raum","","","",""
"14","2007","46-65","Ländlicher Raum","","","",""
"14","2007","66","Städtischer Raum","","","",""
"14","2007","66","Ländlicher Raum","","","",""
"15","2007","17-29","Städtischer Raum","","","",""
"15","2007","17-29","Ländlicher Raum","","","",""
"15","2007","30-45","Städtischer Raum","","","",""
"15","2007","30-45","Ländlicher Raum","","","",""
"15","2007","46-65","Städtischer Raum","","","",""
"15","2007","46-65","Ländlicher Raum","","","",""
"15","2007","66","Städtischer Raum","","","",""
"15","2007","66","Ländlicher Raum","","","",""
"16","2007","17-29","Städtischer Raum","","","",""
"16","2007","17-29","Ländlicher Raum","","","",""
"16","2007","30-45","Städtischer Raum","","","",""
"16","2007","30-45","Ländlicher Raum","","","",""
"16","2007","46-65","Städtischer Raum","","","",""
"16","2007","46-65","Ländlicher Raum","1","","",""
"16","2007","66","Städtischer Raum","","","",""
"16","2007","66","Ländlicher Raum","","","",""
"17","2007","17-29","Städtischer Raum","","","",""
"17","2007","17-29","Ländlicher Raum","","","",""
"17","2007","30-45","Städtischer Raum","","","",""
"17","2007","30-45","Ländlicher Raum","","","",""
"17","2007","46-65","Städtischer Raum","","","",""
"17","2007","46-65","Ländlicher Raum","","","",""
"17","2007","66","Städtischer Raum","","","",""
"17","2007","66","Ländlicher Raum","","","",""
"18","2007","17-29","Städtischer Raum","","","",""
"18","2007","17-29","Ländlicher Raum","","","",""
"18","2007","30-45","Städtischer Raum","","","",""
"18","2007","30-45","Ländlicher Raum","","","",""
"18","2007","46-65","Städtischer Raum","","","",""
"18","2007","46-65","Ländlicher Raum","","","",""
"18","2007","66","Städtischer Raum","","","",""
"18","2007","66","Ländlicher Raum","","","",""
"19","2007","17-29","Städtischer Raum","","","",""
"19","2007","17-29","Ländlicher Raum","","","",""
"19","2007","30-45","Städtischer Raum","","","",""
"19","2007","30-45","Ländlicher Raum","","","",""
"19","2007","46-65","Städtischer Raum","","","",""
"19","2007","46-65","Ländlicher Raum","","","",""
"19","2007","66","Städtischer Raum","","","",""
"19","2007","66","Ländlicher Raum","","","",""
"20","2007","17-29","Städtischer Raum","","","",""
"20","2007","17-29","Ländlicher Raum","","","",""
"20","2007","30-45","Städtischer Raum","","","",""
"20","2007","30-45","Ländlicher Raum","","","",""
"20","2007","46-65","Städtischer Raum","","","",""
"20","2007","46-65","Ländlicher Raum","","","",""
"20","2007","66","Städtischer Raum","","","",""
"20","2007","66","Ländlicher Raum","","","",""
"21","2007","17-29","Städtischer Raum","","","",""
"21","2007","17-29","Ländlicher Raum","","","",""
"21","2007","30-45","Städtischer Raum","","","",""
"21","2007","30-45","Ländlicher Raum","","","",""
"21","2007","46-65","Städtischer Raum","","","",""
"21","2007","46-65","Ländlicher Raum","","","",""
"21","2007","66","Städtischer Raum","","","",""
"21","2007","66","Ländlicher Raum","","","",""
"22","2007","17-29","Städtischer Raum","","","",""
"22","2007","17-29","Ländlicher Raum","","","",""
"22","2007","30-45","Städtischer Raum","","","",""
"22","2007","30-45","Ländlicher Raum","","","",""
"22","2007","46-65","Städtischer Raum","","","",""
"22","2007","46-65","Ländlicher Raum","","","",""
"22","2007","66","Städtischer Raum","","","",""
"22","2007","66","Ländlicher Raum","","","",""
"23","2007","17-29","Städtischer Raum","","","",""
"23","2007","17-29","Ländlicher Raum","","","",""
"23","2007","30-45","Städtischer Raum","","","",""
"23","2007","30-45","Ländlicher Raum","","","",""
"23","2007","46-65","Städtischer Raum","","","",""
"23","2007","46-65","Ländlicher Raum","","","",""
"23","2007","66","Städtischer Raum","","","",""
"23","2007","66","Ländlicher Raum","","","",""
"24","2007","17-29","Städtischer Raum","","","",""
"24","2007","17-29","Ländlicher Raum","","","",""
"24","2007","30-45","Städtischer Raum","","","",""
"24","2007","30-45","Ländlicher Raum","","","",""
"24","2007","46-65","Städtischer Raum","","","",""
"24","2007","46-65","Ländlicher Raum","","","",""
"24","2007","66","Städtischer Raum","","","",""
"24","2007","66","Ländlicher Raum","","","",""
"25","2007","17-29","Städtischer Raum","","","",""
"25","2007","17-29","Ländlicher Raum","","","",""
"25","2007","30-45","Städtischer Raum","","","",""
"25","2007","30-45","Ländlicher Raum","","","",""
"25","2007","46-65","Städtischer Raum","","","",""
"25","2007","46-65","Ländlicher Raum","","","",""
"25","2007","66","Städtischer Raum","","","",""
"25","2007","66","Ländlicher Raum","","","",""
"26","2007","17-29","Städtischer Raum","","","",""
"26","2007","17-29","Ländlicher Raum","","","",""
"26","2007","30-45","Städtischer Raum","","","",""
"26","2007","30-45","Ländlicher Raum","","","",""
"26","2007","46-65","Städtischer Raum","","","",""
"26","2007","46-65","Ländlicher Raum","","","",""
"26","2007","66","Städtischer Raum","","","",""
"26","2007","66","Ländlicher Raum","","","",""
"27","2007","17-29","Städtischer Raum","","","",""
"27","2007","17-29","Ländlicher Raum","","","",""
"27","2007","30-45","Städtischer Raum","","","",""
"27","2007","30-45","Ländlicher Raum","","","",""
"27","2007","46-65","Städtischer Raum","","","",""
"27","2007","46-65","Ländlicher Raum","","","",""
"27","2007","66","Städtischer Raum","","","",""
"27","2007","66","Ländlicher Raum","","","",""
"28","2007","17-29","Städtischer Raum","","","",""
"28","2007","17-29","Ländlicher Raum","","","",""
"28","2007","30-45","Städtischer Raum","","","",""
"28","2007","30-45","Ländlicher Raum","","","",""
"28","2007","46-65","Städtischer Raum","","","",""
"28","2007","46-65","Ländlicher Raum","","","",""
"28","2007","66","Städtischer Raum","","","",""
"28","2007","66","Ländlicher Raum","","","",""
