"ple0055","year","regtyp","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"4","2000","Städtischer Raum","weiblich","7","","",""
"4","2000","Ländlicher Raum","männlich","7","","",""
"4","2000","Ländlicher Raum","weiblich","17","","",""
"5","2000","Städtischer Raum","männlich","8","","",""
"5","2000","Städtischer Raum","weiblich","8","","",""
"5","2000","Ländlicher Raum","männlich","4","","",""
"5","2000","Ländlicher Raum","weiblich","1","","",""
"6","2000","Städtischer Raum","männlich","6","","",""
"6","2000","Städtischer Raum","weiblich","9","","",""
"6","2000","Ländlicher Raum","männlich","2","","",""
"6","2000","Ländlicher Raum","weiblich","2","","",""
"7","2000","Städtischer Raum","männlich","3","","",""
"7","2000","Städtischer Raum","weiblich","5","","",""
"7","2000","Ländlicher Raum","männlich","2","","",""
"7","2000","Ländlicher Raum","weiblich","1","","",""
"8","2000","Städtischer Raum","männlich","3","","",""
"8","2000","Städtischer Raum","weiblich","4","","",""
"8","2000","Ländlicher Raum","männlich","3","","",""
"8","2000","Ländlicher Raum","weiblich","1","","",""
"9","2000","Städtischer Raum","männlich","4","","",""
"9","2000","Städtischer Raum","weiblich","1","","",""
"9","2000","Ländlicher Raum","männlich","","","",""
"9","2000","Ländlicher Raum","weiblich","3","","",""
"10","2000","Städtischer Raum","männlich","","","",""
"10","2000","Städtischer Raum","weiblich","1","","",""
"10","2000","Ländlicher Raum","männlich","3","","",""
"10","2000","Ländlicher Raum","weiblich","1","","",""
"11","2000","Städtischer Raum","männlich","1","","",""
"11","2000","Städtischer Raum","weiblich","1","","",""
"11","2000","Ländlicher Raum","männlich","","","",""
"11","2000","Ländlicher Raum","weiblich","","","",""
"12","2000","Städtischer Raum","männlich","2","","",""
"12","2000","Städtischer Raum","weiblich","1","","",""
"12","2000","Ländlicher Raum","männlich","","","",""
"12","2000","Ländlicher Raum","weiblich","","","",""
"13","2000","Städtischer Raum","männlich","1","","",""
"13","2000","Städtischer Raum","weiblich","","","",""
"13","2000","Ländlicher Raum","männlich","","","",""
"13","2000","Ländlicher Raum","weiblich","2","","",""
"14","2000","Städtischer Raum","männlich","2","","",""
"14","2000","Städtischer Raum","weiblich","1","","",""
"14","2000","Ländlicher Raum","männlich","","","",""
"14","2000","Ländlicher Raum","weiblich","1","","",""
"15","2000","Städtischer Raum","männlich","","","",""
"15","2000","Städtischer Raum","weiblich","","","",""
"15","2000","Ländlicher Raum","männlich","","","",""
"15","2000","Ländlicher Raum","weiblich","","","",""
"16","2000","Städtischer Raum","männlich","","","",""
"16","2000","Städtischer Raum","weiblich","","","",""
"16","2000","Ländlicher Raum","männlich","","","",""
"16","2000","Ländlicher Raum","weiblich","","","",""
"17","2000","Städtischer Raum","männlich","1","","",""
"17","2000","Städtischer Raum","weiblich","","","",""
"17","2000","Ländlicher Raum","männlich","","","",""
"17","2000","Ländlicher Raum","weiblich","","","",""
"18","2000","Städtischer Raum","männlich","","","",""
"18","2000","Städtischer Raum","weiblich","","","",""
"18","2000","Ländlicher Raum","männlich","","","",""
"18","2000","Ländlicher Raum","weiblich","","","",""
"19","2000","Städtischer Raum","männlich","","","",""
"19","2000","Städtischer Raum","weiblich","","","",""
"19","2000","Ländlicher Raum","männlich","","","",""
"19","2000","Ländlicher Raum","weiblich","","","",""
"20","2000","Städtischer Raum","männlich","1","","",""
"20","2000","Städtischer Raum","weiblich","1","","",""
"20","2000","Ländlicher Raum","männlich","","","",""
"20","2000","Ländlicher Raum","weiblich","","","",""
"21","2000","Städtischer Raum","männlich","1","","",""
"21","2000","Städtischer Raum","weiblich","","","",""
"21","2000","Ländlicher Raum","männlich","","","",""
"21","2000","Ländlicher Raum","weiblich","","","",""
"22","2000","Städtischer Raum","männlich","","","",""
"22","2000","Städtischer Raum","weiblich","","","",""
"22","2000","Ländlicher Raum","männlich","1","","",""
"22","2000","Ländlicher Raum","weiblich","","","",""
"23","2000","Städtischer Raum","männlich","","","",""
"23","2000","Städtischer Raum","weiblich","","","",""
"23","2000","Ländlicher Raum","männlich","","","",""
"23","2000","Ländlicher Raum","weiblich","","","",""
"24","2000","Städtischer Raum","männlich","","","",""
"24","2000","Städtischer Raum","weiblich","","","",""
"24","2000","Ländlicher Raum","männlich","","","",""
"24","2000","Ländlicher Raum","weiblich","1","","",""
"25","2000","Städtischer Raum","männlich","","","",""
"25","2000","Städtischer Raum","weiblich","","","",""
"25","2000","Ländlicher Raum","männlich","","","",""
"25","2000","Ländlicher Raum","weiblich","","","",""
"26","2000","Städtischer Raum","männlich","","","",""
"26","2000","Städtischer Raum","weiblich","","","",""
"26","2000","Ländlicher Raum","männlich","","","",""
"26","2000","Ländlicher Raum","weiblich","","","",""
"27","2000","Städtischer Raum","männlich","","","",""
"27","2000","Städtischer Raum","weiblich","","","",""
"27","2000","Ländlicher Raum","männlich","","","",""
"27","2000","Ländlicher Raum","weiblich","","","",""
"28","2000","Städtischer Raum","männlich","","","",""
"28","2000","Städtischer Raum","weiblich","","","",""
"28","2000","Ländlicher Raum","männlich","","","",""
"28","2000","Ländlicher Raum","weiblich","","","",""
"30","2000","Städtischer Raum","männlich","","","",""
"30","2000","Städtischer Raum","weiblich","1","","",""
"30","2000","Ländlicher Raum","männlich","","","",""
"30","2000","Ländlicher Raum","weiblich","","","",""
"31","2000","Städtischer Raum","männlich","","","",""
"31","2000","Städtischer Raum","weiblich","","","",""
"31","2000","Ländlicher Raum","männlich","","","",""
"31","2000","Ländlicher Raum","weiblich","","","",""
"32","2000","Städtischer Raum","männlich","","","",""
"32","2000","Städtischer Raum","weiblich","","","",""
"32","2000","Ländlicher Raum","männlich","","","",""
"32","2000","Ländlicher Raum","weiblich","","","",""
"35","2000","Städtischer Raum","männlich","","","",""
"35","2000","Städtischer Raum","weiblich","","","",""
"35","2000","Ländlicher Raum","männlich","","","",""
"35","2000","Ländlicher Raum","weiblich","","","",""
"36","2000","Städtischer Raum","männlich","","","",""
"36","2000","Städtischer Raum","weiblich","","","",""
"36","2000","Ländlicher Raum","männlich","","","",""
"36","2000","Ländlicher Raum","weiblich","","","",""
"40","2000","Städtischer Raum","männlich","","","",""
"40","2000","Städtischer Raum","weiblich","","","",""
"40","2000","Ländlicher Raum","männlich","","","",""
"40","2000","Ländlicher Raum","weiblich","","","",""
"42","2000","Städtischer Raum","männlich","","","",""
"42","2000","Städtischer Raum","weiblich","","","",""
"42","2000","Ländlicher Raum","männlich","","","",""
"42","2000","Ländlicher Raum","weiblich","","","",""
"45","2000","Städtischer Raum","männlich","","","",""
"45","2000","Städtischer Raum","weiblich","","","",""
"45","2000","Ländlicher Raum","männlich","1","","",""
"45","2000","Ländlicher Raum","weiblich","","","",""
"48","2000","Städtischer Raum","männlich","","","",""
"48","2000","Städtischer Raum","weiblich","","","",""
"48","2000","Ländlicher Raum","männlich","","","",""
"48","2000","Ländlicher Raum","weiblich","","","",""
"50","2000","Städtischer Raum","männlich","","","",""
"50","2000","Städtischer Raum","weiblich","","","",""
"50","2000","Ländlicher Raum","männlich","","","",""
"50","2000","Ländlicher Raum","weiblich","","","",""
"51","2000","Städtischer Raum","männlich","","","",""
"51","2000","Städtischer Raum","weiblich","","","",""
"51","2000","Ländlicher Raum","männlich","","","",""
"51","2000","Ländlicher Raum","weiblich","","","",""
"64","2000","Städtischer Raum","männlich","","","",""
"64","2000","Städtischer Raum","weiblich","","","",""
"64","2000","Ländlicher Raum","männlich","","","",""
"64","2000","Ländlicher Raum","weiblich","","","",""
"65","2000","Städtischer Raum","männlich","","","",""
"65","2000","Städtischer Raum","weiblich","","","",""
"65","2000","Ländlicher Raum","männlich","","","",""
"65","2000","Ländlicher Raum","weiblich","","","",""
"90","2000","Städtischer Raum","männlich","","","",""
"90","2000","Städtischer Raum","weiblich","","","",""
"90","2000","Ländlicher Raum","männlich","","","",""
"90","2000","Ländlicher Raum","weiblich","","","",""
"98","2000","Städtischer Raum","männlich","","","",""
"98","2000","Städtischer Raum","weiblich","","","",""
"98","2000","Ländlicher Raum","männlich","","","",""
"98","2000","Ländlicher Raum","weiblich","","","",""
"100","2000","Städtischer Raum","männlich","","","",""
"100","2000","Städtischer Raum","weiblich","","","",""
"100","2000","Ländlicher Raum","männlich","","","",""
"100","2000","Ländlicher Raum","weiblich","","","",""
"0","2001","Städtischer Raum","männlich","","","",""
"0","2001","Städtischer Raum","weiblich","","","",""
"0","2001","Ländlicher Raum","männlich","","","",""
"0","2001","Ländlicher Raum","weiblich","","","",""
"1","2001","Städtischer Raum","männlich","461","0.69915022968043","0.663865577795292","0.734434881565569"
"1","2001","Städtischer Raum","weiblich","783","0.776892277964324","0.750773016939773","0.803011538988875"
"1","2001","Ländlicher Raum","männlich","308","0.740022228269216","0.697771090203399","0.782273366335033"
"1","2001","Ländlicher Raum","weiblich","422","0.766191745881813","0.730689941744095","0.801693550019531"
"2","2001","Städtischer Raum","männlich","133","0.211253713923121","0.179848874101238","0.242658553745003"
"2","2001","Städtischer Raum","weiblich","144","0.173758247840616","0.149987137657245","0.197529358023988"
"2","2001","Ländlicher Raum","männlich","71","0.18449439642061","0.14713042895481","0.221858363886409"
"2","2001","Ländlicher Raum","weiblich","89","0.167397153032759","0.13608270584659","0.198711600218927"
"3","2001","Städtischer Raum","männlich","31","0.0476319692076463","0.0312458007554496","0.064018137659843"
"3","2001","Städtischer Raum","weiblich","31","0.0317442814230491","0.0207453380070154","0.0427432248390829"
"3","2001","Ländlicher Raum","männlich","24","","",""
"3","2001","Ländlicher Raum","weiblich","26","","",""
"4","2001","Städtischer Raum","männlich","11","","",""
"4","2001","Städtischer Raum","weiblich","9","","",""
"4","2001","Ländlicher Raum","männlich","4","","",""
"4","2001","Ländlicher Raum","weiblich","3","","",""
"5","2001","Städtischer Raum","männlich","7","","",""
"5","2001","Städtischer Raum","weiblich","4","","",""
"5","2001","Ländlicher Raum","männlich","3","","",""
"5","2001","Ländlicher Raum","weiblich","2","","",""
"6","2001","Städtischer Raum","männlich","3","","",""
"6","2001","Städtischer Raum","weiblich","","","",""
"6","2001","Ländlicher Raum","männlich","2","","",""
"6","2001","Ländlicher Raum","weiblich","1","","",""
"7","2001","Städtischer Raum","männlich","1","","",""
"7","2001","Städtischer Raum","weiblich","","","",""
"7","2001","Ländlicher Raum","männlich","","","",""
"7","2001","Ländlicher Raum","weiblich","","","",""
"8","2001","Städtischer Raum","männlich","","","",""
"8","2001","Städtischer Raum","weiblich","3","","",""
"8","2001","Ländlicher Raum","männlich","1","","",""
"8","2001","Ländlicher Raum","weiblich","1","","",""
"9","2001","Städtischer Raum","männlich","","","",""
"9","2001","Städtischer Raum","weiblich","","","",""
"9","2001","Ländlicher Raum","männlich","","","",""
"9","2001","Ländlicher Raum","weiblich","1","","",""
"10","2001","Städtischer Raum","männlich","","","",""
"10","2001","Städtischer Raum","weiblich","","","",""
"10","2001","Ländlicher Raum","männlich","","","",""
"10","2001","Ländlicher Raum","weiblich","1","","",""
"11","2001","Städtischer Raum","männlich","","","",""
"11","2001","Städtischer Raum","weiblich","1","","",""
"11","2001","Ländlicher Raum","männlich","","","",""
"11","2001","Ländlicher Raum","weiblich","","","",""
"12","2001","Städtischer Raum","männlich","2","","",""
"12","2001","Städtischer Raum","weiblich","1","","",""
"12","2001","Ländlicher Raum","männlich","1","","",""
"12","2001","Ländlicher Raum","weiblich","","","",""
"13","2001","Städtischer Raum","männlich","","","",""
"13","2001","Städtischer Raum","weiblich","","","",""
"13","2001","Ländlicher Raum","männlich","","","",""
"13","2001","Ländlicher Raum","weiblich","","","",""
"14","2001","Städtischer Raum","männlich","","","",""
"14","2001","Städtischer Raum","weiblich","","","",""
"14","2001","Ländlicher Raum","männlich","","","",""
"14","2001","Ländlicher Raum","weiblich","","","",""
"15","2001","Städtischer Raum","männlich","","","",""
"15","2001","Städtischer Raum","weiblich","","","",""
"15","2001","Ländlicher Raum","männlich","","","",""
"15","2001","Ländlicher Raum","weiblich","","","",""
"16","2001","Städtischer Raum","männlich","","","",""
"16","2001","Städtischer Raum","weiblich","","","",""
"16","2001","Ländlicher Raum","männlich","","","",""
"16","2001","Ländlicher Raum","weiblich","","","",""
"17","2001","Städtischer Raum","männlich","","","",""
"17","2001","Städtischer Raum","weiblich","","","",""
"17","2001","Ländlicher Raum","männlich","","","",""
"17","2001","Ländlicher Raum","weiblich","","","",""
"18","2001","Städtischer Raum","männlich","","","",""
"18","2001","Städtischer Raum","weiblich","","","",""
"18","2001","Ländlicher Raum","männlich","","","",""
"18","2001","Ländlicher Raum","weiblich","","","",""
"19","2001","Städtischer Raum","männlich","","","",""
"19","2001","Städtischer Raum","weiblich","","","",""
"19","2001","Ländlicher Raum","männlich","","","",""
"19","2001","Ländlicher Raum","weiblich","","","",""
"20","2001","Städtischer Raum","männlich","","","",""
"20","2001","Städtischer Raum","weiblich","","","",""
"20","2001","Ländlicher Raum","männlich","","","",""
"20","2001","Ländlicher Raum","weiblich","","","",""
"21","2001","Städtischer Raum","männlich","","","",""
"21","2001","Städtischer Raum","weiblich","","","",""
"21","2001","Ländlicher Raum","männlich","","","",""
"21","2001","Ländlicher Raum","weiblich","","","",""
"22","2001","Städtischer Raum","männlich","","","",""
"22","2001","Städtischer Raum","weiblich","","","",""
"22","2001","Ländlicher Raum","männlich","","","",""
"22","2001","Ländlicher Raum","weiblich","","","",""
"23","2001","Städtischer Raum","männlich","","","",""
"23","2001","Städtischer Raum","weiblich","","","",""
"23","2001","Ländlicher Raum","männlich","","","",""
"23","2001","Ländlicher Raum","weiblich","","","",""
"24","2001","Städtischer Raum","männlich","","","",""
"24","2001","Städtischer Raum","weiblich","","","",""
"24","2001","Ländlicher Raum","männlich","","","",""
"24","2001","Ländlicher Raum","weiblich","","","",""
"25","2001","Städtischer Raum","männlich","","","",""
"25","2001","Städtischer Raum","weiblich","","","",""
"25","2001","Ländlicher Raum","männlich","","","",""
"25","2001","Ländlicher Raum","weiblich","","","",""
"26","2001","Städtischer Raum","männlich","","","",""
"26","2001","Städtischer Raum","weiblich","","","",""
"26","2001","Ländlicher Raum","männlich","","","",""
"26","2001","Ländlicher Raum","weiblich","","","",""
"27","2001","Städtischer Raum","männlich","","","",""
"27","2001","Städtischer Raum","weiblich","","","",""
"27","2001","Ländlicher Raum","männlich","","","",""
"27","2001","Ländlicher Raum","weiblich","","","",""
"28","2001","Städtischer Raum","männlich","","","",""
"28","2001","Städtischer Raum","weiblich","","","",""
"28","2001","Ländlicher Raum","männlich","","","",""
"28","2001","Ländlicher Raum","weiblich","","","",""
"30","2001","Städtischer Raum","männlich","","","",""
"30","2001","Städtischer Raum","weiblich","","","",""
"30","2001","Ländlicher Raum","männlich","","","",""
"30","2001","Ländlicher Raum","weiblich","","","",""
"31","2001","Städtischer Raum","männlich","","","",""
"31","2001","Städtischer Raum","weiblich","","","",""
"31","2001","Ländlicher Raum","männlich","","","",""
"31","2001","Ländlicher Raum","weiblich","","","",""
"32","2001","Städtischer Raum","männlich","","","",""
"32","2001","Städtischer Raum","weiblich","","","",""
"32","2001","Ländlicher Raum","männlich","","","",""
"32","2001","Ländlicher Raum","weiblich","","","",""
"35","2001","Städtischer Raum","männlich","","","",""
"35","2001","Städtischer Raum","weiblich","","","",""
"35","2001","Ländlicher Raum","männlich","","","",""
"35","2001","Ländlicher Raum","weiblich","","","",""
"36","2001","Städtischer Raum","männlich","","","",""
"36","2001","Städtischer Raum","weiblich","","","",""
"36","2001","Ländlicher Raum","männlich","","","",""
"36","2001","Ländlicher Raum","weiblich","","","",""
"40","2001","Städtischer Raum","männlich","","","",""
"40","2001","Städtischer Raum","weiblich","","","",""
"40","2001","Ländlicher Raum","männlich","","","",""
"40","2001","Ländlicher Raum","weiblich","","","",""
"42","2001","Städtischer Raum","männlich","","","",""
"42","2001","Städtischer Raum","weiblich","","","",""
"42","2001","Ländlicher Raum","männlich","","","",""
"42","2001","Ländlicher Raum","weiblich","","","",""
"45","2001","Städtischer Raum","männlich","","","",""
"45","2001","Städtischer Raum","weiblich","","","",""
"45","2001","Ländlicher Raum","männlich","","","",""
"45","2001","Ländlicher Raum","weiblich","","","",""
"48","2001","Städtischer Raum","männlich","","","",""
"48","2001","Städtischer Raum","weiblich","","","",""
"48","2001","Ländlicher Raum","männlich","","","",""
"48","2001","Ländlicher Raum","weiblich","","","",""
"50","2001","Städtischer Raum","männlich","","","",""
"50","2001","Städtischer Raum","weiblich","","","",""
"50","2001","Ländlicher Raum","männlich","","","",""
"50","2001","Ländlicher Raum","weiblich","","","",""
"51","2001","Städtischer Raum","männlich","","","",""
"51","2001","Städtischer Raum","weiblich","","","",""
"51","2001","Ländlicher Raum","männlich","","","",""
"51","2001","Ländlicher Raum","weiblich","","","",""
"64","2001","Städtischer Raum","männlich","","","",""
"64","2001","Städtischer Raum","weiblich","","","",""
"64","2001","Ländlicher Raum","männlich","","","",""
"64","2001","Ländlicher Raum","weiblich","","","",""
"65","2001","Städtischer Raum","männlich","","","",""
"65","2001","Städtischer Raum","weiblich","","","",""
"65","2001","Ländlicher Raum","männlich","","","",""
"65","2001","Ländlicher Raum","weiblich","","","",""
"90","2001","Städtischer Raum","männlich","","","",""
"90","2001","Städtischer Raum","weiblich","","","",""
"90","2001","Ländlicher Raum","männlich","","","",""
"90","2001","Ländlicher Raum","weiblich","","","",""
"98","2001","Städtischer Raum","männlich","","","",""
"98","2001","Städtischer Raum","weiblich","","","",""
"98","2001","Ländlicher Raum","männlich","","","",""
"98","2001","Ländlicher Raum","weiblich","","","",""
"100","2001","Städtischer Raum","männlich","","","",""
"100","2001","Städtischer Raum","weiblich","","","",""
"100","2001","Ländlicher Raum","männlich","","","",""
"100","2001","Ländlicher Raum","weiblich","","","",""
"0","2002","Städtischer Raum","männlich","","","",""
"0","2002","Städtischer Raum","weiblich","","","",""
"0","2002","Ländlicher Raum","männlich","","","",""
"0","2002","Ländlicher Raum","weiblich","","","",""
"1","2002","Städtischer Raum","männlich","573","0.742580555072181","0.711352634644732","0.77380847549963"
"1","2002","Städtischer Raum","weiblich","775","0.790377166723263","0.764668980718452","0.816085352728073"
"1","2002","Ländlicher Raum","männlich","337","0.770562520765521","0.730866627607094","0.810258413923947"
"1","2002","Ländlicher Raum","weiblich","394","0.726890113939589","0.688483509621637","0.765296718257542"
"2","2002","Städtischer Raum","männlich","125","0.178184090702291","0.150852032448497","0.205516148956086"
"2","2002","Städtischer Raum","weiblich","135","0.159114838506433","0.136012356904126","0.182217320108739"
"2","2002","Ländlicher Raum","männlich","73","0.182057046583432","0.145625743106836","0.218488350060029"
"2","2002","Ländlicher Raum","weiblich","95","0.214215782519912","0.178850249936771","0.249581315103054"
"3","2002","Städtischer Raum","männlich","36","0.0470654548399438","0.0319391353724207","0.0621917743074669"
"3","2002","Städtischer Raum","weiblich","37","0.0314409259465718","0.0204192999844289","0.0424625519087147"
"3","2002","Ländlicher Raum","männlich","12","","",""
"3","2002","Ländlicher Raum","weiblich","20","","",""
"4","2002","Städtischer Raum","männlich","7","","",""
"4","2002","Städtischer Raum","weiblich","10","","",""
"4","2002","Ländlicher Raum","männlich","6","","",""
"4","2002","Ländlicher Raum","weiblich","","","",""
"5","2002","Städtischer Raum","männlich","8","","",""
"5","2002","Städtischer Raum","weiblich","2","","",""
"5","2002","Ländlicher Raum","männlich","2","","",""
"5","2002","Ländlicher Raum","weiblich","4","","",""
"6","2002","Städtischer Raum","männlich","1","","",""
"6","2002","Städtischer Raum","weiblich","","","",""
"6","2002","Ländlicher Raum","männlich","","","",""
"6","2002","Ländlicher Raum","weiblich","1","","",""
"7","2002","Städtischer Raum","männlich","","","",""
"7","2002","Städtischer Raum","weiblich","1","","",""
"7","2002","Ländlicher Raum","männlich","1","","",""
"7","2002","Ländlicher Raum","weiblich","","","",""
"8","2002","Städtischer Raum","männlich","","","",""
"8","2002","Städtischer Raum","weiblich","1","","",""
"8","2002","Ländlicher Raum","männlich","","","",""
"8","2002","Ländlicher Raum","weiblich","1","","",""
"9","2002","Städtischer Raum","männlich","","","",""
"9","2002","Städtischer Raum","weiblich","1","","",""
"9","2002","Ländlicher Raum","männlich","","","",""
"9","2002","Ländlicher Raum","weiblich","","","",""
"10","2002","Städtischer Raum","männlich","1","","",""
"10","2002","Städtischer Raum","weiblich","1","","",""
"10","2002","Ländlicher Raum","männlich","","","",""
"10","2002","Ländlicher Raum","weiblich","","","",""
"11","2002","Städtischer Raum","männlich","1","","",""
"11","2002","Städtischer Raum","weiblich","","","",""
"11","2002","Ländlicher Raum","männlich","","","",""
"11","2002","Ländlicher Raum","weiblich","","","",""
"12","2002","Städtischer Raum","männlich","","","",""
"12","2002","Städtischer Raum","weiblich","","","",""
"12","2002","Ländlicher Raum","männlich","","","",""
"12","2002","Ländlicher Raum","weiblich","1","","",""
"13","2002","Städtischer Raum","männlich","","","",""
"13","2002","Städtischer Raum","weiblich","","","",""
"13","2002","Ländlicher Raum","männlich","","","",""
"13","2002","Ländlicher Raum","weiblich","","","",""
"14","2002","Städtischer Raum","männlich","","","",""
"14","2002","Städtischer Raum","weiblich","","","",""
"14","2002","Ländlicher Raum","männlich","","","",""
"14","2002","Ländlicher Raum","weiblich","","","",""
"15","2002","Städtischer Raum","männlich","","","",""
"15","2002","Städtischer Raum","weiblich","","","",""
"15","2002","Ländlicher Raum","männlich","","","",""
"15","2002","Ländlicher Raum","weiblich","","","",""
"16","2002","Städtischer Raum","männlich","","","",""
"16","2002","Städtischer Raum","weiblich","","","",""
"16","2002","Ländlicher Raum","männlich","","","",""
"16","2002","Ländlicher Raum","weiblich","","","",""
"17","2002","Städtischer Raum","männlich","","","",""
"17","2002","Städtischer Raum","weiblich","","","",""
"17","2002","Ländlicher Raum","männlich","","","",""
"17","2002","Ländlicher Raum","weiblich","","","",""
"18","2002","Städtischer Raum","männlich","1","","",""
"18","2002","Städtischer Raum","weiblich","","","",""
"18","2002","Ländlicher Raum","männlich","","","",""
"18","2002","Ländlicher Raum","weiblich","","","",""
"19","2002","Städtischer Raum","männlich","","","",""
"19","2002","Städtischer Raum","weiblich","","","",""
"19","2002","Ländlicher Raum","männlich","","","",""
"19","2002","Ländlicher Raum","weiblich","","","",""
"20","2002","Städtischer Raum","männlich","","","",""
"20","2002","Städtischer Raum","weiblich","","","",""
"20","2002","Ländlicher Raum","männlich","","","",""
"20","2002","Ländlicher Raum","weiblich","","","",""
"21","2002","Städtischer Raum","männlich","","","",""
"21","2002","Städtischer Raum","weiblich","","","",""
"21","2002","Ländlicher Raum","männlich","","","",""
"21","2002","Ländlicher Raum","weiblich","","","",""
"22","2002","Städtischer Raum","männlich","","","",""
"22","2002","Städtischer Raum","weiblich","","","",""
"22","2002","Ländlicher Raum","männlich","","","",""
"22","2002","Ländlicher Raum","weiblich","","","",""
"23","2002","Städtischer Raum","männlich","","","",""
"23","2002","Städtischer Raum","weiblich","","","",""
"23","2002","Ländlicher Raum","männlich","","","",""
"23","2002","Ländlicher Raum","weiblich","","","",""
"24","2002","Städtischer Raum","männlich","","","",""
"24","2002","Städtischer Raum","weiblich","","","",""
"24","2002","Ländlicher Raum","männlich","","","",""
"24","2002","Ländlicher Raum","weiblich","","","",""
"25","2002","Städtischer Raum","männlich","","","",""
"25","2002","Städtischer Raum","weiblich","","","",""
"25","2002","Ländlicher Raum","männlich","","","",""
"25","2002","Ländlicher Raum","weiblich","","","",""
"26","2002","Städtischer Raum","männlich","","","",""
"26","2002","Städtischer Raum","weiblich","","","",""
"26","2002","Ländlicher Raum","männlich","","","",""
"26","2002","Ländlicher Raum","weiblich","","","",""
"27","2002","Städtischer Raum","männlich","","","",""
"27","2002","Städtischer Raum","weiblich","","","",""
"27","2002","Ländlicher Raum","männlich","","","",""
"27","2002","Ländlicher Raum","weiblich","","","",""
"28","2002","Städtischer Raum","männlich","","","",""
"28","2002","Städtischer Raum","weiblich","","","",""
"28","2002","Ländlicher Raum","männlich","","","",""
"28","2002","Ländlicher Raum","weiblich","","","",""
"30","2002","Städtischer Raum","männlich","","","",""
"30","2002","Städtischer Raum","weiblich","","","",""
"30","2002","Ländlicher Raum","männlich","","","",""
"30","2002","Ländlicher Raum","weiblich","","","",""
"31","2002","Städtischer Raum","männlich","","","",""
"31","2002","Städtischer Raum","weiblich","","","",""
"31","2002","Ländlicher Raum","männlich","","","",""
"31","2002","Ländlicher Raum","weiblich","","","",""
"32","2002","Städtischer Raum","männlich","","","",""
"32","2002","Städtischer Raum","weiblich","","","",""
"32","2002","Ländlicher Raum","männlich","","","",""
"32","2002","Ländlicher Raum","weiblich","","","",""
"35","2002","Städtischer Raum","männlich","","","",""
"35","2002","Städtischer Raum","weiblich","","","",""
"35","2002","Ländlicher Raum","männlich","","","",""
"35","2002","Ländlicher Raum","weiblich","","","",""
"36","2002","Städtischer Raum","männlich","","","",""
"36","2002","Städtischer Raum","weiblich","","","",""
"36","2002","Ländlicher Raum","männlich","","","",""
"36","2002","Ländlicher Raum","weiblich","","","",""
"40","2002","Städtischer Raum","männlich","","","",""
"40","2002","Städtischer Raum","weiblich","","","",""
"40","2002","Ländlicher Raum","männlich","","","",""
"40","2002","Ländlicher Raum","weiblich","","","",""
"42","2002","Städtischer Raum","männlich","","","",""
"42","2002","Städtischer Raum","weiblich","","","",""
"42","2002","Ländlicher Raum","männlich","","","",""
"42","2002","Ländlicher Raum","weiblich","","","",""
"45","2002","Städtischer Raum","männlich","","","",""
"45","2002","Städtischer Raum","weiblich","","","",""
"45","2002","Ländlicher Raum","männlich","","","",""
"45","2002","Ländlicher Raum","weiblich","","","",""
"48","2002","Städtischer Raum","männlich","","","",""
"48","2002","Städtischer Raum","weiblich","","","",""
"48","2002","Ländlicher Raum","männlich","","","",""
"48","2002","Ländlicher Raum","weiblich","1","","",""
"50","2002","Städtischer Raum","männlich","","","",""
"50","2002","Städtischer Raum","weiblich","","","",""
"50","2002","Ländlicher Raum","männlich","","","",""
"50","2002","Ländlicher Raum","weiblich","","","",""
"51","2002","Städtischer Raum","männlich","","","",""
"51","2002","Städtischer Raum","weiblich","","","",""
"51","2002","Ländlicher Raum","männlich","","","",""
"51","2002","Ländlicher Raum","weiblich","","","",""
"64","2002","Städtischer Raum","männlich","","","",""
"64","2002","Städtischer Raum","weiblich","","","",""
"64","2002","Ländlicher Raum","männlich","","","",""
"64","2002","Ländlicher Raum","weiblich","","","",""
"65","2002","Städtischer Raum","männlich","","","",""
"65","2002","Städtischer Raum","weiblich","","","",""
"65","2002","Ländlicher Raum","männlich","","","",""
"65","2002","Ländlicher Raum","weiblich","","","",""
"90","2002","Städtischer Raum","männlich","","","",""
"90","2002","Städtischer Raum","weiblich","","","",""
"90","2002","Ländlicher Raum","männlich","","","",""
"90","2002","Ländlicher Raum","weiblich","","","",""
"98","2002","Städtischer Raum","männlich","","","",""
"98","2002","Städtischer Raum","weiblich","","","",""
"98","2002","Ländlicher Raum","männlich","","","",""
"98","2002","Ländlicher Raum","weiblich","","","",""
"100","2002","Städtischer Raum","männlich","","","",""
"100","2002","Städtischer Raum","weiblich","","","",""
"100","2002","Ländlicher Raum","männlich","","","",""
"100","2002","Ländlicher Raum","weiblich","","","",""
"0","2003","Städtischer Raum","männlich","","","",""
"0","2003","Städtischer Raum","weiblich","","","",""
"0","2003","Ländlicher Raum","männlich","","","",""
"0","2003","Ländlicher Raum","weiblich","","","",""
"1","2003","Städtischer Raum","männlich","545","0.720600558956275","0.688249691105857","0.752951426806692"
"1","2003","Städtischer Raum","weiblich","729","0.744181307266504","0.716214183669128","0.77214843086388"
"1","2003","Ländlicher Raum","männlich","282","0.753326227808804","0.709579385894352","0.797073069723257"
"1","2003","Ländlicher Raum","weiblich","405","0.769574726099025","0.73362188313498","0.80552756906307"
"2","2003","Städtischer Raum","männlich","132","0.192817569562459","0.164373939333598","0.221261199791321"
