"ple0055","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"22","2013","Schleswig-Holstein","Staedtischer Raum","","","",""
"22","2013","Schleswig-Holstein","Laendlicher Raum","","","",""
"22","2013","Hamburg","Staedtischer Raum","","","",""
"22","2013","Hamburg","Laendlicher Raum","","","",""
"22","2013","Niedersachsen","Staedtischer Raum","","","",""
"22","2013","Niedersachsen","Laendlicher Raum","","","",""
"22","2013","Bremen","Staedtischer Raum","","","",""
"22","2013","Bremen","Laendlicher Raum","","","",""
"22","2013","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"22","2013","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"22","2013","Hessen","Staedtischer Raum","","","",""
"22","2013","Hessen","Laendlicher Raum","","","",""
"22","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"22","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"22","2013","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"22","2013","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"22","2013","Bayern","Staedtischer Raum","","","",""
"22","2013","Bayern","Laendlicher Raum","","","",""
"22","2013","Saarland","Staedtischer Raum","","","",""
"22","2013","Saarland","Laendlicher Raum","","","",""
"22","2013","Berlin","Staedtischer Raum","","","",""
"22","2013","Berlin","Laendlicher Raum","","","",""
"22","2013","Brandenburg","Staedtischer Raum","","","",""
"22","2013","Brandenburg","Laendlicher Raum","","","",""
"22","2013","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"22","2013","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"22","2013","Sachsen","Staedtischer Raum","","","",""
"22","2013","Sachsen","Laendlicher Raum","","","",""
"22","2013","Sachsen-Anhalt","Staedtischer Raum","","","",""
"22","2013","Sachsen-Anhalt","Laendlicher Raum","","","",""
"22","2013","Thueringen","Staedtischer Raum","","","",""
"22","2013","Thueringen","Laendlicher Raum","","","",""
"23","2013","Schleswig-Holstein","Staedtischer Raum","","","",""
"23","2013","Schleswig-Holstein","Laendlicher Raum","","","",""
"23","2013","Hamburg","Staedtischer Raum","","","",""
"23","2013","Hamburg","Laendlicher Raum","","","",""
"23","2013","Niedersachsen","Staedtischer Raum","","","",""
"23","2013","Niedersachsen","Laendlicher Raum","","","",""
"23","2013","Bremen","Staedtischer Raum","","","",""
"23","2013","Bremen","Laendlicher Raum","","","",""
"23","2013","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"23","2013","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"23","2013","Hessen","Staedtischer Raum","","","",""
"23","2013","Hessen","Laendlicher Raum","","","",""
"23","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"23","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"23","2013","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"23","2013","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"23","2013","Bayern","Staedtischer Raum","","","",""
"23","2013","Bayern","Laendlicher Raum","","","",""
"23","2013","Saarland","Staedtischer Raum","","","",""
"23","2013","Saarland","Laendlicher Raum","","","",""
"23","2013","Berlin","Staedtischer Raum","","","",""
"23","2013","Berlin","Laendlicher Raum","","","",""
"23","2013","Brandenburg","Staedtischer Raum","","","",""
"23","2013","Brandenburg","Laendlicher Raum","","","",""
"23","2013","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"23","2013","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"23","2013","Sachsen","Staedtischer Raum","","","",""
"23","2013","Sachsen","Laendlicher Raum","","","",""
"23","2013","Sachsen-Anhalt","Staedtischer Raum","","","",""
"23","2013","Sachsen-Anhalt","Laendlicher Raum","","","",""
"23","2013","Thueringen","Staedtischer Raum","","","",""
"23","2013","Thueringen","Laendlicher Raum","","","",""
"24","2013","Schleswig-Holstein","Staedtischer Raum","","","",""
"24","2013","Schleswig-Holstein","Laendlicher Raum","","","",""
"24","2013","Hamburg","Staedtischer Raum","","","",""
"24","2013","Hamburg","Laendlicher Raum","","","",""
"24","2013","Niedersachsen","Staedtischer Raum","","","",""
"24","2013","Niedersachsen","Laendlicher Raum","","","",""
"24","2013","Bremen","Staedtischer Raum","","","",""
"24","2013","Bremen","Laendlicher Raum","","","",""
"24","2013","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"24","2013","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"24","2013","Hessen","Staedtischer Raum","","","",""
"24","2013","Hessen","Laendlicher Raum","","","",""
"24","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"24","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"24","2013","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"24","2013","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"24","2013","Bayern","Staedtischer Raum","","","",""
"24","2013","Bayern","Laendlicher Raum","","","",""
"24","2013","Saarland","Staedtischer Raum","","","",""
"24","2013","Saarland","Laendlicher Raum","","","",""
"24","2013","Berlin","Staedtischer Raum","","","",""
"24","2013","Berlin","Laendlicher Raum","","","",""
"24","2013","Brandenburg","Staedtischer Raum","","","",""
"24","2013","Brandenburg","Laendlicher Raum","","","",""
"24","2013","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"24","2013","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"24","2013","Sachsen","Staedtischer Raum","","","",""
"24","2013","Sachsen","Laendlicher Raum","","","",""
"24","2013","Sachsen-Anhalt","Staedtischer Raum","","","",""
"24","2013","Sachsen-Anhalt","Laendlicher Raum","","","",""
"24","2013","Thueringen","Staedtischer Raum","","","",""
"24","2013","Thueringen","Laendlicher Raum","","","",""
"25","2013","Schleswig-Holstein","Staedtischer Raum","","","",""
"25","2013","Schleswig-Holstein","Laendlicher Raum","","","",""
"25","2013","Hamburg","Staedtischer Raum","","","",""
"25","2013","Hamburg","Laendlicher Raum","","","",""
"25","2013","Niedersachsen","Staedtischer Raum","","","",""
"25","2013","Niedersachsen","Laendlicher Raum","","","",""
"25","2013","Bremen","Staedtischer Raum","","","",""
"25","2013","Bremen","Laendlicher Raum","","","",""
"25","2013","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"25","2013","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"25","2013","Hessen","Staedtischer Raum","","","",""
"25","2013","Hessen","Laendlicher Raum","","","",""
"25","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"25","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"25","2013","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"25","2013","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"25","2013","Bayern","Staedtischer Raum","","","",""
"25","2013","Bayern","Laendlicher Raum","","","",""
"25","2013","Saarland","Staedtischer Raum","","","",""
"25","2013","Saarland","Laendlicher Raum","","","",""
"25","2013","Berlin","Staedtischer Raum","","","",""
"25","2013","Berlin","Laendlicher Raum","","","",""
"25","2013","Brandenburg","Staedtischer Raum","","","",""
"25","2013","Brandenburg","Laendlicher Raum","","","",""
"25","2013","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"25","2013","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"25","2013","Sachsen","Staedtischer Raum","","","",""
"25","2013","Sachsen","Laendlicher Raum","","","",""
"25","2013","Sachsen-Anhalt","Staedtischer Raum","","","",""
"25","2013","Sachsen-Anhalt","Laendlicher Raum","","","",""
"25","2013","Thueringen","Staedtischer Raum","","","",""
"25","2013","Thueringen","Laendlicher Raum","","","",""
"26","2013","Schleswig-Holstein","Staedtischer Raum","","","",""
"26","2013","Schleswig-Holstein","Laendlicher Raum","","","",""
"26","2013","Hamburg","Staedtischer Raum","","","",""
"26","2013","Hamburg","Laendlicher Raum","","","",""
"26","2013","Niedersachsen","Staedtischer Raum","","","",""
"26","2013","Niedersachsen","Laendlicher Raum","","","",""
"26","2013","Bremen","Staedtischer Raum","","","",""
"26","2013","Bremen","Laendlicher Raum","","","",""
"26","2013","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"26","2013","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"26","2013","Hessen","Staedtischer Raum","","","",""
"26","2013","Hessen","Laendlicher Raum","","","",""
"26","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"26","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"26","2013","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"26","2013","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"26","2013","Bayern","Staedtischer Raum","","","",""
"26","2013","Bayern","Laendlicher Raum","1","","",""
"26","2013","Saarland","Staedtischer Raum","","","",""
"26","2013","Saarland","Laendlicher Raum","","","",""
"26","2013","Berlin","Staedtischer Raum","","","",""
"26","2013","Berlin","Laendlicher Raum","","","",""
"26","2013","Brandenburg","Staedtischer Raum","","","",""
"26","2013","Brandenburg","Laendlicher Raum","","","",""
"26","2013","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"26","2013","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"26","2013","Sachsen","Staedtischer Raum","","","",""
"26","2013","Sachsen","Laendlicher Raum","","","",""
"26","2013","Sachsen-Anhalt","Staedtischer Raum","","","",""
"26","2013","Sachsen-Anhalt","Laendlicher Raum","","","",""
"26","2013","Thueringen","Staedtischer Raum","","","",""
"26","2013","Thueringen","Laendlicher Raum","","","",""
"27","2013","Schleswig-Holstein","Staedtischer Raum","","","",""
"27","2013","Schleswig-Holstein","Laendlicher Raum","","","",""
"27","2013","Hamburg","Staedtischer Raum","","","",""
"27","2013","Hamburg","Laendlicher Raum","","","",""
"27","2013","Niedersachsen","Staedtischer Raum","","","",""
"27","2013","Niedersachsen","Laendlicher Raum","","","",""
"27","2013","Bremen","Staedtischer Raum","","","",""
"27","2013","Bremen","Laendlicher Raum","","","",""
"27","2013","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"27","2013","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"27","2013","Hessen","Staedtischer Raum","","","",""
"27","2013","Hessen","Laendlicher Raum","","","",""
"27","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"27","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"27","2013","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"27","2013","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"27","2013","Bayern","Staedtischer Raum","","","",""
"27","2013","Bayern","Laendlicher Raum","","","",""
"27","2013","Saarland","Staedtischer Raum","","","",""
"27","2013","Saarland","Laendlicher Raum","","","",""
"27","2013","Berlin","Staedtischer Raum","","","",""
"27","2013","Berlin","Laendlicher Raum","","","",""
"27","2013","Brandenburg","Staedtischer Raum","","","",""
"27","2013","Brandenburg","Laendlicher Raum","","","",""
"27","2013","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"27","2013","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"27","2013","Sachsen","Staedtischer Raum","","","",""
"27","2013","Sachsen","Laendlicher Raum","","","",""
"27","2013","Sachsen-Anhalt","Staedtischer Raum","","","",""
"27","2013","Sachsen-Anhalt","Laendlicher Raum","","","",""
"27","2013","Thueringen","Staedtischer Raum","","","",""
"27","2013","Thueringen","Laendlicher Raum","","","",""
"28","2013","Schleswig-Holstein","Staedtischer Raum","","","",""
"28","2013","Schleswig-Holstein","Laendlicher Raum","","","",""
"28","2013","Hamburg","Staedtischer Raum","","","",""
"28","2013","Hamburg","Laendlicher Raum","","","",""
"28","2013","Niedersachsen","Staedtischer Raum","","","",""
"28","2013","Niedersachsen","Laendlicher Raum","","","",""
"28","2013","Bremen","Staedtischer Raum","","","",""
"28","2013","Bremen","Laendlicher Raum","","","",""
"28","2013","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"28","2013","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"28","2013","Hessen","Staedtischer Raum","","","",""
"28","2013","Hessen","Laendlicher Raum","","","",""
"28","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"28","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"28","2013","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"28","2013","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"28","2013","Bayern","Staedtischer Raum","","","",""
"28","2013","Bayern","Laendlicher Raum","","","",""
"28","2013","Saarland","Staedtischer Raum","","","",""
"28","2013","Saarland","Laendlicher Raum","","","",""
"28","2013","Berlin","Staedtischer Raum","","","",""
"28","2013","Berlin","Laendlicher Raum","","","",""
"28","2013","Brandenburg","Staedtischer Raum","","","",""
"28","2013","Brandenburg","Laendlicher Raum","","","",""
"28","2013","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"28","2013","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"28","2013","Sachsen","Staedtischer Raum","","","",""
"28","2013","Sachsen","Laendlicher Raum","","","",""
"28","2013","Sachsen-Anhalt","Staedtischer Raum","","","",""
"28","2013","Sachsen-Anhalt","Laendlicher Raum","","","",""
"28","2013","Thueringen","Staedtischer Raum","","","",""
"28","2013","Thueringen","Laendlicher Raum","","","",""
"30","2013","Schleswig-Holstein","Staedtischer Raum","","","",""
"30","2013","Schleswig-Holstein","Laendlicher Raum","","","",""
"30","2013","Hamburg","Staedtischer Raum","","","",""
"30","2013","Hamburg","Laendlicher Raum","","","",""
"30","2013","Niedersachsen","Staedtischer Raum","","","",""
"30","2013","Niedersachsen","Laendlicher Raum","","","",""
"30","2013","Bremen","Staedtischer Raum","","","",""
"30","2013","Bremen","Laendlicher Raum","","","",""
"30","2013","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"30","2013","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"30","2013","Hessen","Staedtischer Raum","","","",""
"30","2013","Hessen","Laendlicher Raum","","","",""
"30","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"30","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"30","2013","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"30","2013","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"30","2013","Bayern","Staedtischer Raum","","","",""
"30","2013","Bayern","Laendlicher Raum","","","",""
"30","2013","Saarland","Staedtischer Raum","","","",""
"30","2013","Saarland","Laendlicher Raum","","","",""
"30","2013","Berlin","Staedtischer Raum","","","",""
"30","2013","Berlin","Laendlicher Raum","","","",""
"30","2013","Brandenburg","Staedtischer Raum","","","",""
"30","2013","Brandenburg","Laendlicher Raum","","","",""
"30","2013","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"30","2013","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"30","2013","Sachsen","Staedtischer Raum","","","",""
"30","2013","Sachsen","Laendlicher Raum","","","",""
"30","2013","Sachsen-Anhalt","Staedtischer Raum","","","",""
"30","2013","Sachsen-Anhalt","Laendlicher Raum","","","",""
"30","2013","Thueringen","Staedtischer Raum","","","",""
"30","2013","Thueringen","Laendlicher Raum","","","",""
"31","2013","Schleswig-Holstein","Staedtischer Raum","","","",""
"31","2013","Schleswig-Holstein","Laendlicher Raum","","","",""
"31","2013","Hamburg","Staedtischer Raum","","","",""
"31","2013","Hamburg","Laendlicher Raum","","","",""
"31","2013","Niedersachsen","Staedtischer Raum","","","",""
"31","2013","Niedersachsen","Laendlicher Raum","","","",""
"31","2013","Bremen","Staedtischer Raum","","","",""
"31","2013","Bremen","Laendlicher Raum","","","",""
"31","2013","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"31","2013","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"31","2013","Hessen","Staedtischer Raum","","","",""
"31","2013","Hessen","Laendlicher Raum","","","",""
"31","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"31","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"31","2013","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"31","2013","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"31","2013","Bayern","Staedtischer Raum","","","",""
"31","2013","Bayern","Laendlicher Raum","","","",""
"31","2013","Saarland","Staedtischer Raum","","","",""
"31","2013","Saarland","Laendlicher Raum","","","",""
"31","2013","Berlin","Staedtischer Raum","","","",""
"31","2013","Berlin","Laendlicher Raum","","","",""
"31","2013","Brandenburg","Staedtischer Raum","","","",""
"31","2013","Brandenburg","Laendlicher Raum","","","",""
"31","2013","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"31","2013","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"31","2013","Sachsen","Staedtischer Raum","","","",""
"31","2013","Sachsen","Laendlicher Raum","","","",""
"31","2013","Sachsen-Anhalt","Staedtischer Raum","","","",""
"31","2013","Sachsen-Anhalt","Laendlicher Raum","","","",""
"31","2013","Thueringen","Staedtischer Raum","","","",""
"31","2013","Thueringen","Laendlicher Raum","","","",""
"32","2013","Schleswig-Holstein","Staedtischer Raum","","","",""
"32","2013","Schleswig-Holstein","Laendlicher Raum","","","",""
"32","2013","Hamburg","Staedtischer Raum","","","",""
"32","2013","Hamburg","Laendlicher Raum","","","",""
"32","2013","Niedersachsen","Staedtischer Raum","","","",""
"32","2013","Niedersachsen","Laendlicher Raum","","","",""
"32","2013","Bremen","Staedtischer Raum","","","",""
"32","2013","Bremen","Laendlicher Raum","","","",""
"32","2013","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"32","2013","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"32","2013","Hessen","Staedtischer Raum","","","",""
