"ple0055","year","regtyp","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"50","2015","Laendlicher Raum","Ostdeutschland","","","",""
"51","2015","Staedtischer Raum","Westdeutschland","","","",""
"51","2015","Staedtischer Raum","Ostdeutschland","","","",""
"51","2015","Laendlicher Raum","Westdeutschland","","","",""
"51","2015","Laendlicher Raum","Ostdeutschland","","","",""
"64","2015","Staedtischer Raum","Westdeutschland","","","",""
"64","2015","Staedtischer Raum","Ostdeutschland","","","",""
"64","2015","Laendlicher Raum","Westdeutschland","","","",""
"64","2015","Laendlicher Raum","Ostdeutschland","","","",""
"65","2015","Staedtischer Raum","Westdeutschland","","","",""
"65","2015","Staedtischer Raum","Ostdeutschland","","","",""
"65","2015","Laendlicher Raum","Westdeutschland","","","",""
"65","2015","Laendlicher Raum","Ostdeutschland","","","",""
"90","2015","Staedtischer Raum","Westdeutschland","","","",""
"90","2015","Staedtischer Raum","Ostdeutschland","","","",""
"90","2015","Laendlicher Raum","Westdeutschland","","","",""
"90","2015","Laendlicher Raum","Ostdeutschland","","","",""
"98","2015","Staedtischer Raum","Westdeutschland","","","",""
"98","2015","Staedtischer Raum","Ostdeutschland","","","",""
"98","2015","Laendlicher Raum","Westdeutschland","","","",""
"98","2015","Laendlicher Raum","Ostdeutschland","","","",""
"100","2015","Staedtischer Raum","Westdeutschland","","","",""
"100","2015","Staedtischer Raum","Ostdeutschland","","","",""
"100","2015","Laendlicher Raum","Westdeutschland","","","",""
"100","2015","Laendlicher Raum","Ostdeutschland","","","",""
"0","2016","Staedtischer Raum","Westdeutschland","","","",""
"0","2016","Staedtischer Raum","Ostdeutschland","","","",""
"0","2016","Laendlicher Raum","Westdeutschland","","","",""
"0","2016","Laendlicher Raum","Ostdeutschland","","","",""
"1","2016","Staedtischer Raum","Westdeutschland","1320","0.741019215880676","0.720417818107541","0.761620613653811"
"1","2016","Staedtischer Raum","Ostdeutschland","157","0.762003561470855","0.703421614451501","0.820585508490209"
"1","2016","Laendlicher Raum","Westdeutschland","560","0.760538066111829","0.729409564725659","0.791666567497998"
"1","2016","Laendlicher Raum","Ostdeutschland","334","0.73072443519721","0.690275937960404","0.771172932434017"
"2","2016","Staedtischer Raum","Westdeutschland","290","0.178043441258841","0.160053257297045","0.196033625220637"
"2","2016","Staedtischer Raum","Ostdeutschland","35","0.169434198278791","0.117829691602946","0.221038704954637"
"2","2016","Laendlicher Raum","Westdeutschland","118","0.180651879449846","0.152588823297534","0.208714935602158"
"2","2016","Laendlicher Raum","Ostdeutschland","82","0.154685235811494","0.1217120612098","0.187658410413187"
"3","2016","Staedtischer Raum","Westdeutschland","79","0.0478940686339383","0.0378518035020355","0.0579363337658411"
"3","2016","Staedtischer Raum","Ostdeutschland","6","","",""
"3","2016","Laendlicher Raum","Westdeutschland","30","0.0317645508118278","0.0189724656827368","0.0445566359409189"
"3","2016","Laendlicher Raum","Ostdeutschland","26","","",""
"4","2016","Staedtischer Raum","Westdeutschland","21","","",""
"4","2016","Staedtischer Raum","Ostdeutschland","4","","",""
"4","2016","Laendlicher Raum","Westdeutschland","9","","",""
"4","2016","Laendlicher Raum","Ostdeutschland","10","","",""
"5","2016","Staedtischer Raum","Westdeutschland","7","","",""
"5","2016","Staedtischer Raum","Ostdeutschland","","","",""
"5","2016","Laendlicher Raum","Westdeutschland","1","","",""
"5","2016","Laendlicher Raum","Ostdeutschland","4","","",""
"6","2016","Staedtischer Raum","Westdeutschland","4","","",""
"6","2016","Staedtischer Raum","Ostdeutschland","","","",""
"6","2016","Laendlicher Raum","Westdeutschland","1","","",""
"6","2016","Laendlicher Raum","Ostdeutschland","2","","",""
"7","2016","Staedtischer Raum","Westdeutschland","4","","",""
"7","2016","Staedtischer Raum","Ostdeutschland","","","",""
"7","2016","Laendlicher Raum","Westdeutschland","1","","",""
"7","2016","Laendlicher Raum","Ostdeutschland","1","","",""
"8","2016","Staedtischer Raum","Westdeutschland","2","","",""
"8","2016","Staedtischer Raum","Ostdeutschland","1","","",""
"8","2016","Laendlicher Raum","Westdeutschland","","","",""
"8","2016","Laendlicher Raum","Ostdeutschland","1","","",""
"9","2016","Staedtischer Raum","Westdeutschland","","","",""
"9","2016","Staedtischer Raum","Ostdeutschland","","","",""
"9","2016","Laendlicher Raum","Westdeutschland","","","",""
"9","2016","Laendlicher Raum","Ostdeutschland","1","","",""
"10","2016","Staedtischer Raum","Westdeutschland","5","","",""
"10","2016","Staedtischer Raum","Ostdeutschland","","","",""
"10","2016","Laendlicher Raum","Westdeutschland","1","","",""
"10","2016","Laendlicher Raum","Ostdeutschland","","","",""
"11","2016","Staedtischer Raum","Westdeutschland","1","","",""
"11","2016","Staedtischer Raum","Ostdeutschland","","","",""
"11","2016","Laendlicher Raum","Westdeutschland","","","",""
"11","2016","Laendlicher Raum","Ostdeutschland","","","",""
"12","2016","Staedtischer Raum","Westdeutschland","1","","",""
"12","2016","Staedtischer Raum","Ostdeutschland","","","",""
"12","2016","Laendlicher Raum","Westdeutschland","1","","",""
"12","2016","Laendlicher Raum","Ostdeutschland","1","","",""
"13","2016","Staedtischer Raum","Westdeutschland","1","","",""
"13","2016","Staedtischer Raum","Ostdeutschland","","","",""
"13","2016","Laendlicher Raum","Westdeutschland","","","",""
"13","2016","Laendlicher Raum","Ostdeutschland","","","",""
"14","2016","Staedtischer Raum","Westdeutschland","","","",""
"14","2016","Staedtischer Raum","Ostdeutschland","","","",""
"14","2016","Laendlicher Raum","Westdeutschland","","","",""
"14","2016","Laendlicher Raum","Ostdeutschland","","","",""
"15","2016","Staedtischer Raum","Westdeutschland","","","",""
"15","2016","Staedtischer Raum","Ostdeutschland","","","",""
"15","2016","Laendlicher Raum","Westdeutschland","","","",""
"15","2016","Laendlicher Raum","Ostdeutschland","","","",""
"16","2016","Staedtischer Raum","Westdeutschland","","","",""
"16","2016","Staedtischer Raum","Ostdeutschland","","","",""
"16","2016","Laendlicher Raum","Westdeutschland","","","",""
"16","2016","Laendlicher Raum","Ostdeutschland","","","",""
"17","2016","Staedtischer Raum","Westdeutschland","","","",""
"17","2016","Staedtischer Raum","Ostdeutschland","","","",""
"17","2016","Laendlicher Raum","Westdeutschland","","","",""
"17","2016","Laendlicher Raum","Ostdeutschland","","","",""
"18","2016","Staedtischer Raum","Westdeutschland","","","",""
"18","2016","Staedtischer Raum","Ostdeutschland","","","",""
"18","2016","Laendlicher Raum","Westdeutschland","","","",""
"18","2016","Laendlicher Raum","Ostdeutschland","","","",""
"19","2016","Staedtischer Raum","Westdeutschland","","","",""
"19","2016","Staedtischer Raum","Ostdeutschland","","","",""
"19","2016","Laendlicher Raum","Westdeutschland","","","",""
"19","2016","Laendlicher Raum","Ostdeutschland","","","",""
"20","2016","Staedtischer Raum","Westdeutschland","","","",""
"20","2016","Staedtischer Raum","Ostdeutschland","","","",""
"20","2016","Laendlicher Raum","Westdeutschland","","","",""
"20","2016","Laendlicher Raum","Ostdeutschland","","","",""
"21","2016","Staedtischer Raum","Westdeutschland","","","",""
"21","2016","Staedtischer Raum","Ostdeutschland","","","",""
"21","2016","Laendlicher Raum","Westdeutschland","","","",""
"21","2016","Laendlicher Raum","Ostdeutschland","","","",""
"22","2016","Staedtischer Raum","Westdeutschland","","","",""
"22","2016","Staedtischer Raum","Ostdeutschland","","","",""
"22","2016","Laendlicher Raum","Westdeutschland","","","",""
"22","2016","Laendlicher Raum","Ostdeutschland","","","",""
"23","2016","Staedtischer Raum","Westdeutschland","","","",""
"23","2016","Staedtischer Raum","Ostdeutschland","","","",""
"23","2016","Laendlicher Raum","Westdeutschland","","","",""
"23","2016","Laendlicher Raum","Ostdeutschland","","","",""
"24","2016","Staedtischer Raum","Westdeutschland","","","",""
"24","2016","Staedtischer Raum","Ostdeutschland","","","",""
"24","2016","Laendlicher Raum","Westdeutschland","","","",""
"24","2016","Laendlicher Raum","Ostdeutschland","","","",""
"25","2016","Staedtischer Raum","Westdeutschland","","","",""
"25","2016","Staedtischer Raum","Ostdeutschland","","","",""
"25","2016","Laendlicher Raum","Westdeutschland","","","",""
"25","2016","Laendlicher Raum","Ostdeutschland","","","",""
"26","2016","Staedtischer Raum","Westdeutschland","","","",""
"26","2016","Staedtischer Raum","Ostdeutschland","","","",""
"26","2016","Laendlicher Raum","Westdeutschland","","","",""
"26","2016","Laendlicher Raum","Ostdeutschland","","","",""
"27","2016","Staedtischer Raum","Westdeutschland","","","",""
"27","2016","Staedtischer Raum","Ostdeutschland","","","",""
"27","2016","Laendlicher Raum","Westdeutschland","","","",""
"27","2016","Laendlicher Raum","Ostdeutschland","","","",""
"28","2016","Staedtischer Raum","Westdeutschland","","","",""
"28","2016","Staedtischer Raum","Ostdeutschland","","","",""
"28","2016","Laendlicher Raum","Westdeutschland","","","",""
"28","2016","Laendlicher Raum","Ostdeutschland","","","",""
"30","2016","Staedtischer Raum","Westdeutschland","1","","",""
"30","2016","Staedtischer Raum","Ostdeutschland","","","",""
"30","2016","Laendlicher Raum","Westdeutschland","","","",""
"30","2016","Laendlicher Raum","Ostdeutschland","","","",""
"31","2016","Staedtischer Raum","Westdeutschland","","","",""
"31","2016","Staedtischer Raum","Ostdeutschland","","","",""
"31","2016","Laendlicher Raum","Westdeutschland","","","",""
"31","2016","Laendlicher Raum","Ostdeutschland","","","",""
"32","2016","Staedtischer Raum","Westdeutschland","","","",""
"32","2016","Staedtischer Raum","Ostdeutschland","","","",""
"32","2016","Laendlicher Raum","Westdeutschland","","","",""
"32","2016","Laendlicher Raum","Ostdeutschland","","","",""
"35","2016","Staedtischer Raum","Westdeutschland","","","",""
"35","2016","Staedtischer Raum","Ostdeutschland","","","",""
"35","2016","Laendlicher Raum","Westdeutschland","","","",""
"35","2016","Laendlicher Raum","Ostdeutschland","","","",""
"36","2016","Staedtischer Raum","Westdeutschland","","","",""
"36","2016","Staedtischer Raum","Ostdeutschland","","","",""
"36","2016","Laendlicher Raum","Westdeutschland","","","",""
"36","2016","Laendlicher Raum","Ostdeutschland","","","",""
"40","2016","Staedtischer Raum","Westdeutschland","","","",""
"40","2016","Staedtischer Raum","Ostdeutschland","","","",""
"40","2016","Laendlicher Raum","Westdeutschland","","","",""
"40","2016","Laendlicher Raum","Ostdeutschland","","","",""
"42","2016","Staedtischer Raum","Westdeutschland","","","",""
"42","2016","Staedtischer Raum","Ostdeutschland","","","",""
"42","2016","Laendlicher Raum","Westdeutschland","","","",""
"42","2016","Laendlicher Raum","Ostdeutschland","","","",""
"45","2016","Staedtischer Raum","Westdeutschland","","","",""
"45","2016","Staedtischer Raum","Ostdeutschland","","","",""
"45","2016","Laendlicher Raum","Westdeutschland","","","",""
"45","2016","Laendlicher Raum","Ostdeutschland","","","",""
"48","2016","Staedtischer Raum","Westdeutschland","1","","",""
"48","2016","Staedtischer Raum","Ostdeutschland","","","",""
"48","2016","Laendlicher Raum","Westdeutschland","","","",""
"48","2016","Laendlicher Raum","Ostdeutschland","","","",""
"50","2016","Staedtischer Raum","Westdeutschland","","","",""
"50","2016","Staedtischer Raum","Ostdeutschland","","","",""
"50","2016","Laendlicher Raum","Westdeutschland","","","",""
"50","2016","Laendlicher Raum","Ostdeutschland","","","",""
"51","2016","Staedtischer Raum","Westdeutschland","","","",""
"51","2016","Staedtischer Raum","Ostdeutschland","","","",""
"51","2016","Laendlicher Raum","Westdeutschland","","","",""
"51","2016","Laendlicher Raum","Ostdeutschland","","","",""
"64","2016","Staedtischer Raum","Westdeutschland","","","",""
"64","2016","Staedtischer Raum","Ostdeutschland","","","",""
"64","2016","Laendlicher Raum","Westdeutschland","","","",""
"64","2016","Laendlicher Raum","Ostdeutschland","","","",""
"65","2016","Staedtischer Raum","Westdeutschland","","","",""
"65","2016","Staedtischer Raum","Ostdeutschland","","","",""
"65","2016","Laendlicher Raum","Westdeutschland","","","",""
"65","2016","Laendlicher Raum","Ostdeutschland","","","",""
"90","2016","Staedtischer Raum","Westdeutschland","","","",""
"90","2016","Staedtischer Raum","Ostdeutschland","","","",""
"90","2016","Laendlicher Raum","Westdeutschland","","","",""
"90","2016","Laendlicher Raum","Ostdeutschland","","","",""
"98","2016","Staedtischer Raum","Westdeutschland","","","",""
"98","2016","Staedtischer Raum","Ostdeutschland","","","",""
"98","2016","Laendlicher Raum","Westdeutschland","","","",""
"98","2016","Laendlicher Raum","Ostdeutschland","","","",""
"100","2016","Staedtischer Raum","Westdeutschland","","","",""
"100","2016","Staedtischer Raum","Ostdeutschland","","","",""
"100","2016","Laendlicher Raum","Westdeutschland","","","",""
"100","2016","Laendlicher Raum","Ostdeutschland","","","",""
"0","2017","Staedtischer Raum","Westdeutschland","","","",""
"0","2017","Staedtischer Raum","Ostdeutschland","","","",""
"0","2017","Laendlicher Raum","Westdeutschland","","","",""
"0","2017","Laendlicher Raum","Ostdeutschland","","","",""
"1","2017","Staedtischer Raum","Westdeutschland","1491","0.73971313326844","0.72019756190743","0.75922870462945"
"1","2017","Staedtischer Raum","Ostdeutschland","197","0.706984646599629","0.651446879131646","0.762522414067612"
"1","2017","Laendlicher Raum","Westdeutschland","588","0.754245808217364","0.723776869396291","0.784714747038436"
"1","2017","Laendlicher Raum","Ostdeutschland","373","0.712779429092652","0.673739538719159","0.751819319466146"
"2","2017","Staedtischer Raum","Westdeutschland","306","0.16694025847515","0.150354241991859","0.183526274958442"
"2","2017","Staedtischer Raum","Ostdeutschland","41","0.206411066639866","0.157025217144827","0.255796916134905"
"2","2017","Laendlicher Raum","Westdeutschland","129","0.170834117470977","0.144198766410692","0.197469468531263"
"2","2017","Laendlicher Raum","Ostdeutschland","90","0.176017968421831","0.14315849398958","0.208877442854083"
"3","2017","Staedtischer Raum","Westdeutschland","85","0.0557007759684055","0.0455005705647457","0.0659009813720653"
"3","2017","Staedtischer Raum","Ostdeutschland","16","","",""
"3","2017","Laendlicher Raum","Westdeutschland","31","0.0534825998080857","0.0375597438904234","0.069405455725748"
"3","2017","Laendlicher Raum","Ostdeutschland","26","","",""
"4","2017","Staedtischer Raum","Westdeutschland","27","","",""
"4","2017","Staedtischer Raum","Ostdeutschland","3","","",""
"4","2017","Laendlicher Raum","Westdeutschland","8","","",""
"4","2017","Laendlicher Raum","Ostdeutschland","11","","",""
"5","2017","Staedtischer Raum","Westdeutschland","17","","",""
"5","2017","Staedtischer Raum","Ostdeutschland","","","",""
"5","2017","Laendlicher Raum","Westdeutschland","6","","",""
"5","2017","Laendlicher Raum","Ostdeutschland","6","","",""
"6","2017","Staedtischer Raum","Westdeutschland","5","","",""
"6","2017","Staedtischer Raum","Ostdeutschland","","","",""
"6","2017","Laendlicher Raum","Westdeutschland","1","","",""
"6","2017","Laendlicher Raum","Ostdeutschland","6","","",""
"7","2017","Staedtischer Raum","Westdeutschland","2","","",""
"7","2017","Staedtischer Raum","Ostdeutschland","1","","",""
"7","2017","Laendlicher Raum","Westdeutschland","1","","",""
"7","2017","Laendlicher Raum","Ostdeutschland","2","","",""
"8","2017","Staedtischer Raum","Westdeutschland","4","","",""
"8","2017","Staedtischer Raum","Ostdeutschland","","","",""
"8","2017","Laendlicher Raum","Westdeutschland","","","",""
"8","2017","Laendlicher Raum","Ostdeutschland","","","",""
"9","2017","Staedtischer Raum","Westdeutschland","3","","",""
"9","2017","Staedtischer Raum","Ostdeutschland","","","",""
"9","2017","Laendlicher Raum","Westdeutschland","","","",""
"9","2017","Laendlicher Raum","Ostdeutschland","1","","",""
"10","2017","Staedtischer Raum","Westdeutschland","2","","",""
"10","2017","Staedtischer Raum","Ostdeutschland","","","",""
