"ple0055","year","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"48","2005","Laendlicher Raum","","","",""
"50","2005","Staedtischer Raum","","","",""
"50","2005","Laendlicher Raum","","","",""
"51","2005","Staedtischer Raum","","","",""
"51","2005","Laendlicher Raum","","","",""
"64","2005","Staedtischer Raum","","","",""
"64","2005","Laendlicher Raum","","","",""
"65","2005","Staedtischer Raum","","","",""
"65","2005","Laendlicher Raum","","","",""
"90","2005","Staedtischer Raum","","","",""
"90","2005","Laendlicher Raum","","","",""
"98","2005","Staedtischer Raum","","","",""
"98","2005","Laendlicher Raum","","","",""
"100","2005","Staedtischer Raum","","","",""
"100","2005","Laendlicher Raum","","","",""
"0","2006","Staedtischer Raum","","","",""
"0","2006","Laendlicher Raum","","","",""
"1","2006","Staedtischer Raum","1201","0.751302087526025","0.730135043999017","0.772469131053032"
"1","2006","Laendlicher Raum","684","0.756911029864385","0.729010643940179","0.784811415788591"
"2","2006","Staedtischer Raum","296","0.180644562401418","0.161805232470307","0.199483892332528"
"2","2006","Laendlicher Raum","141","0.149303191568825","0.126122461262938","0.172483921874712"
"3","2006","Staedtischer Raum","67","0.0439103122736005","0.0338768825076174","0.0539437420395836"
"3","2006","Laendlicher Raum","52","0.0587534680911136","0.0434576181316949","0.0740493180505323"
"4","2006","Staedtischer Raum","21","","",""
"4","2006","Laendlicher Raum","15","","",""
"5","2006","Staedtischer Raum","5","","",""
"5","2006","Laendlicher Raum","7","","",""
"6","2006","Staedtischer Raum","1","","",""
"6","2006","Laendlicher Raum","3","","",""
"7","2006","Staedtischer Raum","6","","",""
"7","2006","Laendlicher Raum","2","","",""
"8","2006","Staedtischer Raum","","","",""
"8","2006","Laendlicher Raum","","","",""
"9","2006","Staedtischer Raum","","","",""
"9","2006","Laendlicher Raum","","","",""
"10","2006","Staedtischer Raum","","","",""
"10","2006","Laendlicher Raum","","","",""
"11","2006","Staedtischer Raum","1","","",""
"11","2006","Laendlicher Raum","","","",""
"12","2006","Staedtischer Raum","1","","",""
"12","2006","Laendlicher Raum","2","","",""
"13","2006","Staedtischer Raum","","","",""
"13","2006","Laendlicher Raum","","","",""
"14","2006","Staedtischer Raum","","","",""
"14","2006","Laendlicher Raum","","","",""
"15","2006","Staedtischer Raum","1","","",""
"15","2006","Laendlicher Raum","1","","",""
"16","2006","Staedtischer Raum","","","",""
"16","2006","Laendlicher Raum","","","",""
"17","2006","Staedtischer Raum","","","",""
"17","2006","Laendlicher Raum","","","",""
"18","2006","Staedtischer Raum","","","",""
"18","2006","Laendlicher Raum","","","",""
"19","2006","Staedtischer Raum","","","",""
"19","2006","Laendlicher Raum","1","","",""
"20","2006","Staedtischer Raum","1","","",""
"20","2006","Laendlicher Raum","","","",""
"21","2006","Staedtischer Raum","","","",""
"21","2006","Laendlicher Raum","","","",""
"22","2006","Staedtischer Raum","","","",""
"22","2006","Laendlicher Raum","","","",""
"23","2006","Staedtischer Raum","","","",""
"23","2006","Laendlicher Raum","","","",""
"24","2006","Staedtischer Raum","","","",""
"24","2006","Laendlicher Raum","","","",""
"25","2006","Staedtischer Raum","","","",""
"25","2006","Laendlicher Raum","","","",""
"26","2006","Staedtischer Raum","","","",""
"26","2006","Laendlicher Raum","","","",""
"27","2006","Staedtischer Raum","","","",""
"27","2006","Laendlicher Raum","","","",""
"28","2006","Staedtischer Raum","","","",""
"28","2006","Laendlicher Raum","","","",""
"30","2006","Staedtischer Raum","1","","",""
"30","2006","Laendlicher Raum","","","",""
"31","2006","Staedtischer Raum","","","",""
"31","2006","Laendlicher Raum","","","",""
"32","2006","Staedtischer Raum","","","",""
"32","2006","Laendlicher Raum","","","",""
"35","2006","Staedtischer Raum","","","",""
"35","2006","Laendlicher Raum","","","",""
"36","2006","Staedtischer Raum","","","",""
"36","2006","Laendlicher Raum","","","",""
"40","2006","Staedtischer Raum","","","",""
"40","2006","Laendlicher Raum","","","",""
"42","2006","Staedtischer Raum","","","",""
"42","2006","Laendlicher Raum","","","",""
"45","2006","Staedtischer Raum","","","",""
"45","2006","Laendlicher Raum","","","",""
"48","2006","Staedtischer Raum","","","",""
"48","2006","Laendlicher Raum","","","",""
"50","2006","Staedtischer Raum","","","",""
"50","2006","Laendlicher Raum","","","",""
"51","2006","Staedtischer Raum","","","",""
"51","2006","Laendlicher Raum","","","",""
"64","2006","Staedtischer Raum","","","",""
"64","2006","Laendlicher Raum","","","",""
"65","2006","Staedtischer Raum","","","",""
"65","2006","Laendlicher Raum","","","",""
"90","2006","Staedtischer Raum","","","",""
"90","2006","Laendlicher Raum","","","",""
"98","2006","Staedtischer Raum","","","",""
"98","2006","Laendlicher Raum","","","",""
"100","2006","Staedtischer Raum","","","",""
"100","2006","Laendlicher Raum","","","",""
"0","2007","Staedtischer Raum","","","",""
"0","2007","Laendlicher Raum","","","",""
"1","2007","Staedtischer Raum","1133","0.730929423446311","0.708686114217392","0.753172732675229"
"1","2007","Laendlicher Raum","644","0.716282863785617","0.686464356596398","0.746101370974836"
"2","2007","Staedtischer Raum","270","0.181836396766441","0.162490491412283","0.201182302120598"
"2","2007","Laendlicher Raum","159","0.201749631126722","0.17520499528912","0.228294266964323"
"3","2007","Staedtischer Raum","77","0.0528341238996608","0.0416139690872082","0.0640542787121133"
"3","2007","Laendlicher Raum","48","0.0518960411497152","0.0372238178597732","0.0665682644396572"
"4","2007","Staedtischer Raum","26","","",""
"4","2007","Laendlicher Raum","12","","",""
"5","2007","Staedtischer Raum","12","","",""
"5","2007","Laendlicher Raum","6","","",""
"6","2007","Staedtischer Raum","2","","",""
"6","2007","Laendlicher Raum","1","","",""
"7","2007","Staedtischer Raum","1","","",""
"7","2007","Laendlicher Raum","2","","",""
"8","2007","Staedtischer Raum","","","",""
"8","2007","Laendlicher Raum","1","","",""
"9","2007","Staedtischer Raum","1","","",""
"9","2007","Laendlicher Raum","1","","",""
"10","2007","Staedtischer Raum","1","","",""
"10","2007","Laendlicher Raum","","","",""
"11","2007","Staedtischer Raum","","","",""
"11","2007","Laendlicher Raum","1","","",""
"12","2007","Staedtischer Raum","2","","",""
"12","2007","Laendlicher Raum","1","","",""
"13","2007","Staedtischer Raum","","","",""
"13","2007","Laendlicher Raum","","","",""
"14","2007","Staedtischer Raum","1","","",""
"14","2007","Laendlicher Raum","","","",""
"15","2007","Staedtischer Raum","","","",""
"15","2007","Laendlicher Raum","","","",""
"16","2007","Staedtischer Raum","","","",""
"16","2007","Laendlicher Raum","1","","",""
"17","2007","Staedtischer Raum","","","",""
"17","2007","Laendlicher Raum","","","",""
"18","2007","Staedtischer Raum","","","",""
"18","2007","Laendlicher Raum","1","","",""
"19","2007","Staedtischer Raum","","","",""
"19","2007","Laendlicher Raum","","","",""
"20","2007","Staedtischer Raum","","","",""
"20","2007","Laendlicher Raum","","","",""
"21","2007","Staedtischer Raum","","","",""
"21","2007","Laendlicher Raum","","","",""
"22","2007","Staedtischer Raum","","","",""
"22","2007","Laendlicher Raum","","","",""
"23","2007","Staedtischer Raum","1","","",""
"23","2007","Laendlicher Raum","","","",""
"24","2007","Staedtischer Raum","","","",""
"24","2007","Laendlicher Raum","","","",""
"25","2007","Staedtischer Raum","","","",""
"25","2007","Laendlicher Raum","","","",""
"26","2007","Staedtischer Raum","","","",""
"26","2007","Laendlicher Raum","","","",""
"27","2007","Staedtischer Raum","","","",""
"27","2007","Laendlicher Raum","","","",""
"28","2007","Staedtischer Raum","","","",""
"28","2007","Laendlicher Raum","","","",""
"30","2007","Staedtischer Raum","","","",""
"30","2007","Laendlicher Raum","","","",""
"31","2007","Staedtischer Raum","","","",""
"31","2007","Laendlicher Raum","","","",""
"32","2007","Staedtischer Raum","","","",""
"32","2007","Laendlicher Raum","","","",""
"35","2007","Staedtischer Raum","","","",""
"35","2007","Laendlicher Raum","","","",""
"36","2007","Staedtischer Raum","","","",""
"36","2007","Laendlicher Raum","","","",""
"40","2007","Staedtischer Raum","","","",""
"40","2007","Laendlicher Raum","","","",""
"42","2007","Staedtischer Raum","","","",""
"42","2007","Laendlicher Raum","","","",""
"45","2007","Staedtischer Raum","","","",""
"45","2007","Laendlicher Raum","","","",""
"48","2007","Staedtischer Raum","","","",""
"48","2007","Laendlicher Raum","","","",""
"50","2007","Staedtischer Raum","","","",""
"50","2007","Laendlicher Raum","","","",""
"51","2007","Staedtischer Raum","","","",""
"51","2007","Laendlicher Raum","","","",""
"64","2007","Staedtischer Raum","","","",""
"64","2007","Laendlicher Raum","","","",""
"65","2007","Staedtischer Raum","","","",""
"65","2007","Laendlicher Raum","","","",""
"90","2007","Staedtischer Raum","","","",""
"90","2007","Laendlicher Raum","","","",""
"98","2007","Staedtischer Raum","","","",""
"98","2007","Laendlicher Raum","","","",""
"100","2007","Staedtischer Raum","","","",""
"100","2007","Laendlicher Raum","","","",""
"0","2008","Staedtischer Raum","","","",""
"0","2008","Laendlicher Raum","","","",""
"1","2008","Staedtischer Raum","1016","0.729530830914481","0.705957464078864","0.753104197750098"
"1","2008","Laendlicher Raum","608","0.736284985592686","0.706343259823247","0.766226711362126"
"2","2008","Staedtischer Raum","245","0.192090902434612","0.171184680637518","0.212997124231707"
"2","2008","Laendlicher Raum","162","0.192314771098963","0.165534570901775","0.21909497129615"
"3","2008","Staedtischer Raum","67","0.0484496249000731","0.0370549481924485","0.0598443016076977"
"3","2008","Laendlicher Raum","39","0.0445795304861378","0.0305561911315399","0.0586028698407357"
"4","2008","Staedtischer Raum","20","","",""
"4","2008","Laendlicher Raum","13","","",""
"5","2008","Staedtischer Raum","9","","",""
"5","2008","Laendlicher Raum","4","","",""
"6","2008","Staedtischer Raum","1","","",""
"6","2008","Laendlicher Raum","1","","",""
"7","2008","Staedtischer Raum","2","","",""
"7","2008","Laendlicher Raum","3","","",""
"8","2008","Staedtischer Raum","2","","",""
"8","2008","Laendlicher Raum","1","","",""
"9","2008","Staedtischer Raum","","","",""
"9","2008","Laendlicher Raum","","","",""
"10","2008","Staedtischer Raum","","","",""
"10","2008","Laendlicher Raum","1","","",""
"11","2008","Staedtischer Raum","","","",""
"11","2008","Laendlicher Raum","","","",""
"12","2008","Staedtischer Raum","1","","",""
"12","2008","Laendlicher Raum","","","",""
"13","2008","Staedtischer Raum","","","",""
"13","2008","Laendlicher Raum","","","",""
"14","2008","Staedtischer Raum","","","",""
"14","2008","Laendlicher Raum","","","",""
"15","2008","Staedtischer Raum","","","",""
"15","2008","Laendlicher Raum","","","",""
"16","2008","Staedtischer Raum","","","",""
"16","2008","Laendlicher Raum","","","",""
"17","2008","Staedtischer Raum","","","",""
"17","2008","Laendlicher Raum","","","",""
"18","2008","Staedtischer Raum","","","",""
"18","2008","Laendlicher Raum","","","",""
"19","2008","Staedtischer Raum","","","",""
"19","2008","Laendlicher Raum","","","",""
"20","2008","Staedtischer Raum","","","",""
"20","2008","Laendlicher Raum","","","",""
"21","2008","Staedtischer Raum","","","",""
"21","2008","Laendlicher Raum","","","",""
"22","2008","Staedtischer Raum","","","",""
"22","2008","Laendlicher Raum","","","",""
"23","2008","Staedtischer Raum","","","",""
"23","2008","Laendlicher Raum","","","",""
"24","2008","Staedtischer Raum","","","",""
"24","2008","Laendlicher Raum","","","",""
"25","2008","Staedtischer Raum","","","",""
"25","2008","Laendlicher Raum","","","",""
"26","2008","Staedtischer Raum","","","",""
"26","2008","Laendlicher Raum","","","",""
"27","2008","Staedtischer Raum","","","",""
"27","2008","Laendlicher Raum","","","",""
"28","2008","Staedtischer Raum","","","",""
"28","2008","Laendlicher Raum","","","",""
"30","2008","Staedtischer Raum","","","",""
"30","2008","Laendlicher Raum","","","",""
"31","2008","Staedtischer Raum","","","",""
"31","2008","Laendlicher Raum","","","",""
"32","2008","Staedtischer Raum","","","",""
"32","2008","Laendlicher Raum","","","",""
"35","2008","Staedtischer Raum","","","",""
"35","2008","Laendlicher Raum","","","",""
"36","2008","Staedtischer Raum","","","",""
"36","2008","Laendlicher Raum","","","",""
"40","2008","Staedtischer Raum","","","",""
"40","2008","Laendlicher Raum","","","",""
"42","2008","Staedtischer Raum","1","","",""
"42","2008","Laendlicher Raum","","","",""
"45","2008","Staedtischer Raum","","","",""
"45","2008","Laendlicher Raum","","","",""
"48","2008","Staedtischer Raum","","","",""
"48","2008","Laendlicher Raum","","","",""
"50","2008","Staedtischer Raum","","","",""
"50","2008","Laendlicher Raum","","","",""
"51","2008","Staedtischer Raum","","","",""
"51","2008","Laendlicher Raum","","","",""
"64","2008","Staedtischer Raum","","","",""
"64","2008","Laendlicher Raum","","","",""
"65","2008","Staedtischer Raum","","","",""
"65","2008","Laendlicher Raum","","","",""
"90","2008","Staedtischer Raum","","","",""
"90","2008","Laendlicher Raum","","","",""
"98","2008","Staedtischer Raum","","","",""
"98","2008","Laendlicher Raum","","","",""
"100","2008","Staedtischer Raum","","","",""
"100","2008","Laendlicher Raum","","","",""
"0","2009","Staedtischer Raum","","","",""
"0","2009","Laendlicher Raum","","","",""
"1","2009","Staedtischer Raum","1023","0.71829257449845","0.694720974127368","0.741864174869532"
"1","2009","Laendlicher Raum","626","0.739562250843248","0.709953764749488","0.769170736937008"
"2","2009","Staedtischer Raum","254","0.202528084546975","0.181468996509914","0.223587172584036"
"2","2009","Laendlicher Raum","150","0.182814142688295","0.156738069955622","0.208890215420968"
"3","2009","Staedtischer Raum","78","0.0450700296605372","0.0341990441315959","0.0559410151894786"
"3","2009","Laendlicher Raum","42","0.0415315586317628","0.0280712539156362","0.0549918633478895"
"4","2009","Staedtischer Raum","23","","",""
"4","2009","Laendlicher Raum","12","","",""
"5","2009","Staedtischer Raum","8","","",""
"5","2009","Laendlicher Raum","5","","",""
"6","2009","Staedtischer Raum","5","","",""
"6","2009","Laendlicher Raum","2","","",""
"7","2009","Staedtischer Raum","2","","",""
"7","2009","Laendlicher Raum","","","",""
"8","2009","Staedtischer Raum","4","","",""
"8","2009","Laendlicher Raum","1","","",""
"9","2009","Staedtischer Raum","1","","",""
"9","2009","Laendlicher Raum","","","",""
"10","2009","Staedtischer Raum","","","",""
"10","2009","Laendlicher Raum","3","","",""
"11","2009","Staedtischer Raum","1","","",""
"11","2009","Laendlicher Raum","","","",""
"12","2009","Staedtischer Raum","","","",""
"12","2009","Laendlicher Raum","1","","",""
"13","2009","Staedtischer Raum","","","",""
"13","2009","Laendlicher Raum","","","",""
"14","2009","Staedtischer Raum","","","",""
"14","2009","Laendlicher Raum","1","","",""
"15","2009","Staedtischer Raum","","","",""
"15","2009","Laendlicher Raum","","","",""
"16","2009","Staedtischer Raum","","","",""
"16","2009","Laendlicher Raum","","","",""
"17","2009","Staedtischer Raum","","","",""
"17","2009","Laendlicher Raum","","","",""
"18","2009","Staedtischer Raum","","","",""
"18","2009","Laendlicher Raum","","","",""
"19","2009","Staedtischer Raum","","","",""
"19","2009","Laendlicher Raum","","","",""
"20","2009","Staedtischer Raum","","","",""
"20","2009","Laendlicher Raum","","","",""
"21","2009","Staedtischer Raum","","","",""
"21","2009","Laendlicher Raum","","","",""
"22","2009","Staedtischer Raum","","","",""
"22","2009","Laendlicher Raum","","","",""
"23","2009","Staedtischer Raum","","","",""
"23","2009","Laendlicher Raum","","","",""
"24","2009","Staedtischer Raum","","","",""
"24","2009","Laendlicher Raum","","","",""
"25","2009","Staedtischer Raum","","","",""
"25","2009","Laendlicher Raum","","","",""
"26","2009","Staedtischer Raum","","","",""
"26","2009","Laendlicher Raum","","","",""
"27","2009","Staedtischer Raum","","","",""
"27","2009","Laendlicher Raum","","","",""
"28","2009","Staedtischer Raum","","","",""
"28","2009","Laendlicher Raum","1","","",""
"30","2009","Staedtischer Raum","","","",""
"30","2009","Laendlicher Raum","","","",""
"31","2009","Staedtischer Raum","","","",""
"31","2009","Laendlicher Raum","","","",""
"32","2009","Staedtischer Raum","","","",""
"32","2009","Laendlicher Raum","","","",""
"35","2009","Staedtischer Raum","","","",""
"35","2009","Laendlicher Raum","","","",""
"36","2009","Staedtischer Raum","","","",""
"36","2009","Laendlicher Raum","","","",""
"40","2009","Staedtischer Raum","","","",""
"40","2009","Laendlicher Raum","","","",""
"42","2009","Staedtischer Raum","","","",""
"42","2009","Laendlicher Raum","","","",""
"45","2009","Staedtischer Raum","","","",""
"45","2009","Laendlicher Raum","","","",""
"48","2009","Staedtischer Raum","","","",""
"48","2009","Laendlicher Raum","","","",""
"50","2009","Staedtischer Raum","","","",""
"50","2009","Laendlicher Raum","","","",""
"51","2009","Staedtischer Raum","","","",""
"51","2009","Laendlicher Raum","","","",""
"64","2009","Staedtischer Raum","","","",""
"64","2009","Laendlicher Raum","","","",""
"65","2009","Staedtischer Raum","","","",""
"65","2009","Laendlicher Raum","","","",""
"90","2009","Staedtischer Raum","","","",""
"90","2009","Laendlicher Raum","","","",""
"98","2009","Staedtischer Raum","","","",""
"98","2009","Laendlicher Raum","","","",""
"100","2009","Staedtischer Raum","","","",""
"100","2009","Laendlicher Raum","","","",""
"0","2010","Staedtischer Raum","","","",""
"0","2010","Laendlicher Raum","","","",""
"1","2010","Staedtischer Raum","1624","0.765263181709717","0.747062004735118","0.783464358684317"
"1","2010","Laendlicher Raum","852","0.72135496064311","0.695306795940449","0.747403125345771"
"2","2010","Staedtischer Raum","306","0.147456097687337","0.132229839121228","0.162682356253447"
"2","2010","Laendlicher Raum","195","0.197736874676781","0.174596029946245","0.220877719407318"
"3","2010","Staedtischer Raum","97","0.053747314548577","0.0440626316917217","0.0634319974054323"
"3","2010","Laendlicher Raum","53","0.0494701570121187","0.0368712902632446","0.0620690237609927"
"4","2010","Staedtischer Raum","27","","",""
"4","2010","Laendlicher Raum","20","","",""
"5","2010","Staedtischer Raum","12","","",""
"5","2010","Laendlicher Raum","9","","",""
"6","2010","Staedtischer Raum","4","","",""
"6","2010","Laendlicher Raum","1","","",""
"7","2010","Staedtischer Raum","3","","",""
"7","2010","Laendlicher Raum","4","","",""
"8","2010","Staedtischer Raum","1","","",""
"8","2010","Laendlicher Raum","2","","",""
"9","2010","Staedtischer Raum","1","","",""
"9","2010","Laendlicher Raum","","","",""
"10","2010","Staedtischer Raum","2","","",""
"10","2010","Laendlicher Raum","1","","",""
"11","2010","Staedtischer Raum","","","",""
"11","2010","Laendlicher Raum","","","",""
"12","2010","Staedtischer Raum","","","",""
"12","2010","Laendlicher Raum","","","",""
"13","2010","Staedtischer Raum","2","","",""
"13","2010","Laendlicher Raum","","","",""
"14","2010","Staedtischer Raum","1","","",""
"14","2010","Laendlicher Raum","","","",""
"15","2010","Staedtischer Raum","1","","",""
"15","2010","Laendlicher Raum","","","",""
"16","2010","Staedtischer Raum","1","","",""
"16","2010","Laendlicher Raum","","","",""
"17","2010","Staedtischer Raum","","","",""
"17","2010","Laendlicher Raum","","","",""
"18","2010","Staedtischer Raum","","","",""
"18","2010","Laendlicher Raum","","","",""
"19","2010","Staedtischer Raum","","","",""
"19","2010","Laendlicher Raum","","","",""
"20","2010","Staedtischer Raum","1","","",""
"20","2010","Laendlicher Raum","1","","",""
"21","2010","Staedtischer Raum","","","",""
"21","2010","Laendlicher Raum","","","",""
"22","2010","Staedtischer Raum","","","",""
"22","2010","Laendlicher Raum","","","",""
"23","2010","Staedtischer Raum","","","",""
"23","2010","Laendlicher Raum","","","",""
"24","2010","Staedtischer Raum","","","",""
"24","2010","Laendlicher Raum","","","",""
"25","2010","Staedtischer Raum","","","",""
"25","2010","Laendlicher Raum","","","",""
"26","2010","Staedtischer Raum","","","",""
"26","2010","Laendlicher Raum","","","",""
"27","2010","Staedtischer Raum","","","",""
"27","2010","Laendlicher Raum","","","",""
"28","2010","Staedtischer Raum","","","",""
"28","2010","Laendlicher Raum","","","",""
"30","2010","Staedtischer Raum","","","",""
"30","2010","Laendlicher Raum","","","",""
"31","2010","Staedtischer Raum","","","",""
"31","2010","Laendlicher Raum","","","",""
"32","2010","Staedtischer Raum","","","",""
"32","2010","Laendlicher Raum","","","",""
"35","2010","Staedtischer Raum","","","",""
"35","2010","Laendlicher Raum","","","",""
"36","2010","Staedtischer Raum","","","",""
"36","2010","Laendlicher Raum","","","",""
"40","2010","Staedtischer Raum","","","",""
"40","2010","Laendlicher Raum","","","",""
"42","2010","Staedtischer Raum","","","",""
"42","2010","Laendlicher Raum","","","",""
"45","2010","Staedtischer Raum","","","",""
"45","2010","Laendlicher Raum","","","",""
"48","2010","Staedtischer Raum","","","",""
"48","2010","Laendlicher Raum","","","",""
"50","2010","Staedtischer Raum","","","",""
"50","2010","Laendlicher Raum","","","",""
"51","2010","Staedtischer Raum","","","",""
"51","2010","Laendlicher Raum","","","",""
"64","2010","Staedtischer Raum","","","",""
"64","2010","Laendlicher Raum","","","",""
"65","2010","Staedtischer Raum","","","",""
"65","2010","Laendlicher Raum","","","",""
"90","2010","Staedtischer Raum","","","",""
"90","2010","Laendlicher Raum","","","",""
"98","2010","Staedtischer Raum","","","",""
"98","2010","Laendlicher Raum","","","",""
"100","2010","Staedtischer Raum","","","",""
"100","2010","Laendlicher Raum","","","",""
"0","2011","Staedtischer Raum","","","",""
"0","2011","Laendlicher Raum","","","",""
"1","2011","Staedtischer Raum","1854","0.747183913935619","0.7297810472752","0.764586780596038"
"1","2011","Laendlicher Raum","1101","0.748166419181679","0.725653080054062","0.770679758309297"
"2","2011","Staedtischer Raum","367","0.168200974850536","0.153223860627582","0.18317808907349"
"2","2011","Laendlicher Raum","215","0.162249249373601","0.143127274277233","0.181371224469969"
"3","2011","Staedtischer Raum","110","0.0519175008176415","0.043033989942626","0.060801011692657"
"3","2011","Laendlicher Raum","82","0.0699652604394072","0.0567348048183738","0.0831957160604405"
"4","2011","Staedtischer Raum","33","0.0165769994760943","0.0114645641538588","0.0216894347983298"
"4","2011","Laendlicher Raum","10","","",""
"5","2011","Staedtischer Raum","19","","",""
"5","2011","Laendlicher Raum","6","","",""
"6","2011","Staedtischer Raum","2","","",""
"6","2011","Laendlicher Raum","5","","",""
"7","2011","Staedtischer Raum","5","","",""
"7","2011","Laendlicher Raum","2","","",""
"8","2011","Staedtischer Raum","1","","",""
"8","2011","Laendlicher Raum","5","","",""
"9","2011","Staedtischer Raum","2","","",""
"9","2011","Laendlicher Raum","1","","",""
"10","2011","Staedtischer Raum","","","",""
"10","2011","Laendlicher Raum","1","","",""
"11","2011","Staedtischer Raum","","","",""
"11","2011","Laendlicher Raum","","","",""
"12","2011","Staedtischer Raum","","","",""
"12","2011","Laendlicher Raum","","","",""
"13","2011","Staedtischer Raum","1","","",""
"13","2011","Laendlicher Raum","","","",""
"14","2011","Staedtischer Raum","","","",""
"14","2011","Laendlicher Raum","","","",""
"15","2011","Staedtischer Raum","","","",""
"15","2011","Laendlicher Raum","","","",""
"16","2011","Staedtischer Raum","","","",""
"16","2011","Laendlicher Raum","","","",""
"17","2011","Staedtischer Raum","","","",""
"17","2011","Laendlicher Raum","","","",""
"18","2011","Staedtischer Raum","","","",""
"18","2011","Laendlicher Raum","","","",""
"19","2011","Staedtischer Raum","","","",""
"19","2011","Laendlicher Raum","","","",""
"20","2011","Staedtischer Raum","1","","",""
"20","2011","Laendlicher Raum","","","",""
"21","2011","Staedtischer Raum","","","",""
"21","2011","Laendlicher Raum","","","",""
"22","2011","Staedtischer Raum","","","",""
"22","2011","Laendlicher Raum","","","",""
"23","2011","Staedtischer Raum","","","",""
"23","2011","Laendlicher Raum","","","",""
"24","2011","Staedtischer Raum","","","",""
"24","2011","Laendlicher Raum","","","",""
"25","2011","Staedtischer Raum","","","",""
"25","2011","Laendlicher Raum","","","",""
"26","2011","Staedtischer Raum","","","",""
"26","2011","Laendlicher Raum","","","",""
"27","2011","Staedtischer Raum","","","",""
"27","2011","Laendlicher Raum","","","",""
"28","2011","Staedtischer Raum","","","",""
"28","2011","Laendlicher Raum","","","",""
"30","2011","Staedtischer Raum","1","","",""
"30","2011","Laendlicher Raum","","","",""
"31","2011","Staedtischer Raum","","","",""
"31","2011","Laendlicher Raum","","","",""
"32","2011","Staedtischer Raum","","","",""
"32","2011","Laendlicher Raum","","","",""
"35","2011","Staedtischer Raum","","","",""
"35","2011","Laendlicher Raum","","","",""
"36","2011","Staedtischer Raum","","","",""
"36","2011","Laendlicher Raum","","","",""
"40","2011","Staedtischer Raum","","","",""
"40","2011","Laendlicher Raum","","","",""
"42","2011","Staedtischer Raum","","","",""
"42","2011","Laendlicher Raum","","","",""
"45","2011","Staedtischer Raum","","","",""
"45","2011","Laendlicher Raum","","","",""
"48","2011","Staedtischer Raum","","","",""
"48","2011","Laendlicher Raum","","","",""
"50","2011","Staedtischer Raum","","","",""
"50","2011","Laendlicher Raum","","","",""
"51","2011","Staedtischer Raum","","","",""
"51","2011","Laendlicher Raum","","","",""
"64","2011","Staedtischer Raum","","","",""
"64","2011","Laendlicher Raum","","","",""
"65","2011","Staedtischer Raum","","","",""
"65","2011","Laendlicher Raum","","","",""
"90","2011","Staedtischer Raum","","","",""
"90","2011","Laendlicher Raum","","","",""
"98","2011","Staedtischer Raum","","","",""
"98","2011","Laendlicher Raum","","","",""
"100","2011","Staedtischer Raum","","","",""
"100","2011","Laendlicher Raum","","","",""
"0","2012","Staedtischer Raum","","","",""
"0","2012","Laendlicher Raum","","","",""
"1","2012","Staedtischer Raum","1696","0.738263009512175","0.72003069364935","0.756495325375001"
"1","2012","Laendlicher Raum","1096","0.745973499026428","0.72337968545224","0.768567312600616"
"2","2012","Staedtischer Raum","360","0.180409316903889","0.164460380843803","0.196358252963975"
"2","2012","Laendlicher Raum","210","0.161947249002935","0.142826240535833","0.181068257470037"
"3","2012","Staedtischer Raum","110","0.0510634602014837","0.0419333202499525","0.0601936001530148"
"3","2012","Laendlicher Raum","65","0.0428315388821211","0.0323224671247884","0.0533406106394538"
"4","2012","Staedtischer Raum","33","0.0111866204822682","0.00682437251655218","0.0155488684479843"
"4","2012","Laendlicher Raum","29","","",""
"5","2012","Staedtischer Raum","10","","",""
"5","2012","Laendlicher Raum","12","","",""
"6","2012","Staedtischer Raum","9","","",""
"6","2012","Laendlicher Raum","7","","",""
"7","2012","Staedtischer Raum","5","","",""
"7","2012","Laendlicher Raum","3","","",""
"8","2012","Staedtischer Raum","2","","",""
"8","2012","Laendlicher Raum","","","",""
"9","2012","Staedtischer Raum","","","",""
"9","2012","Laendlicher Raum","1","","",""
"10","2012","Staedtischer Raum","4","","",""
"10","2012","Laendlicher Raum","1","","",""
"11","2012","Staedtischer Raum","1","","",""
"11","2012","Laendlicher Raum","","","",""
"12","2012","Staedtischer Raum","1","","",""
"12","2012","Laendlicher Raum","","","",""
"13","2012","Staedtischer Raum","","","",""
"13","2012","Laendlicher Raum","","","",""
"14","2012","Staedtischer Raum","1","","",""
"14","2012","Laendlicher Raum","","","",""
"15","2012","Staedtischer Raum","","","",""
"15","2012","Laendlicher Raum","1","","",""
"16","2012","Staedtischer Raum","","","",""
"16","2012","Laendlicher Raum","","","",""
"17","2012","Staedtischer Raum","","","",""
"17","2012","Laendlicher Raum","","","",""
"18","2012","Staedtischer Raum","","","",""
"18","2012","Laendlicher Raum","","","",""
"19","2012","Staedtischer Raum","","","",""
"19","2012","Laendlicher Raum","","","",""
"20","2012","Staedtischer Raum","","","",""
"20","2012","Laendlicher Raum","1","","",""
"21","2012","Staedtischer Raum","","","",""
"21","2012","Laendlicher Raum","","","",""
"22","2012","Staedtischer Raum","","","",""
"22","2012","Laendlicher Raum","","","",""
"23","2012","Staedtischer Raum","","","",""
"23","2012","Laendlicher Raum","","","",""
"24","2012","Staedtischer Raum","","","",""
"24","2012","Laendlicher Raum","","","",""
"25","2012","Staedtischer Raum","","","",""
"25","2012","Laendlicher Raum","","","",""
"26","2012","Staedtischer Raum","1","","",""
"26","2012","Laendlicher Raum","","","",""
"27","2012","Staedtischer Raum","","","",""
