year,age_gr,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,30-45 y.,(3b) Higher Tertiary Education,0.11726,885,6502,0.10944,0.12508
2004,46-65 y.,(1a) Inadequately completed,0.01486,104,7352,0.01209,0.01762
2004,46-65 y.,(1b) General Elementary School,0.09874,574,7352,0.09192,0.10556
2004,46-65 y.,(1c) Basic Vocational Qualification,0.41314,2550,7352,0.40189,0.42440
2004,46-65 y.,(2) Intermediate General/Vocational Qualification,0.22004,1683,7352,0.21057,0.22951
2004,46-65 y.,(2c_gen) General Maturity Certificate,0.00780,58,7352,0.00579,0.00982
2004,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.05158,390,7352,0.04652,0.05664
2004,46-65 y.,(3a) Lower Tertiary Education,0.07984,747,7352,0.07364,0.08604
2004,46-65 y.,(3b) Higher Tertiary Education,0.11213,1246,7352,0.10492,0.11934
2004,66 and older,(1a) Inadequately completed,0.02018,67,3736,0.01567,0.02469
2004,66 and older,(1b) General Elementary School,0.21426,730,3736,0.20110,0.22742
2004,66 and older,(1c) Basic Vocational Qualification,0.46038,1731,3736,0.44440,0.47637
2004,66 and older,(2) Intermediate General/Vocational Qualification,0.12476,440,3736,0.11416,0.13535
2004,66 and older,(2c_voc) Vocational Maturity Certificate,0.04287,146,3736,0.03638,0.04937
2004,66 and older,(3a) Lower Tertiary Education,0.06506,277,3736,0.05715,0.07297
2004,66 and older,(3b) Higher Tertiary Education,0.06571,345,3736,0.05776,0.07366
2005,17-29 y.,(0) No qualification (yet),0.13989,654,3475,0.12836,0.15143
2005,17-29 y.,(1b) General Elementary School,0.10697,315,3475,0.09669,0.11725
2005,17-29 y.,(1c) Basic Vocational Qualification,0.10848,334,3475,0.09814,0.11882
2005,17-29 y.,(2) Intermediate General/Vocational Qualification,0.28481,1077,3475,0.26980,0.29982
2005,17-29 y.,(2c_gen) General Maturity Certificate,0.12743,585,3475,0.11634,0.13851
2005,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.07622,303,3475,0.06740,0.08505
2005,17-29 y.,(3a) Lower Tertiary Education,0.02039,80,3475,0.01569,0.02509
2005,17-29 y.,(3b) Higher Tertiary Education,0.03039,127,3475,0.02468,0.03610
2005,30-45 y.,(1a) Inadequately completed,0.01546,65,6058,0.01236,0.01857
2005,30-45 y.,(1b) General Elementary School,0.05929,340,6058,0.05334,0.06524
2005,30-45 y.,(1c) Basic Vocational Qualification,0.23285,1297,6058,0.22221,0.24350
2005,30-45 y.,(2) Intermediate General/Vocational Qualification,0.34691,2176,6058,0.33493,0.35890
2005,30-45 y.,(2c_gen) General Maturity Certificate,0.01894,119,6058,0.01551,0.02238
2005,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.11876,680,6058,0.11061,0.12690
2005,30-45 y.,(3a) Lower Tertiary Education,0.08025,549,6058,0.07340,0.08709
2005,30-45 y.,(3b) Higher Tertiary Education,0.12238,832,6058,0.11412,0.13063
2005,46-65 y.,(1a) Inadequately completed,0.01595,97,7001,0.01301,0.01888
2005,46-65 y.,(1b) General Elementary School,0.09265,505,7001,0.08586,0.09944
2005,46-65 y.,(1c) Basic Vocational Qualification,0.39921,2353,7001,0.38774,0.41068
2005,46-65 y.,(2) Intermediate General/Vocational Qualification,0.23342,1690,7001,0.22351,0.24333
2005,46-65 y.,(2c_gen) General Maturity Certificate,0.00852,58,7001,0.00637,0.01068
2005,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.05435,383,7001,0.04904,0.05966
2005,46-65 y.,(3a) Lower Tertiary Education,0.07991,728,7001,0.07356,0.08627
2005,46-65 y.,(3b) Higher Tertiary Education,0.11328,1187,7001,0.10585,0.12070
2005,66 and older,(1a) Inadequately completed,0.02002,65,3739,0.01553,0.02451
2005,66 and older,(1b) General Elementary School,0.20516,697,3739,0.19221,0.21810
2005,66 and older,(1c) Basic Vocational Qualification,0.46215,1728,3739,0.44617,0.47813
2005,66 and older,(2) Intermediate General/Vocational Qualification,0.12533,439,3739,0.11472,0.13595
2005,66 and older,(2c_voc) Vocational Maturity Certificate,0.04162,147,3739,0.03521,0.04802
2005,66 and older,(3a) Lower Tertiary Education,0.06739,294,3739,0.05935,0.07542
2005,66 and older,(3b) Higher Tertiary Education,0.07118,369,3739,0.06294,0.07943
2006,17-29 y.,(0) No qualification (yet),0.12295,635,3591,0.11221,0.13369
2006,17-29 y.,(1b) General Elementary School,0.11110,339,3591,0.10082,0.12138
2006,17-29 y.,(1c) Basic Vocational Qualification,0.10225,343,3591,0.09234,0.11216
2006,17-29 y.,(2) Intermediate General/Vocational Qualification,0.27286,1101,3591,0.25829,0.28743
2006,17-29 y.,(2c_gen) General Maturity Certificate,0.13591,616,3591,0.12470,0.14712
2006,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.07690,311,3591,0.06818,0.08561
2006,17-29 y.,(3a) Lower Tertiary Education,0.01832,88,3591,0.01394,0.02271
2006,17-29 y.,(3b) Higher Tertiary Education,0.04292,158,3591,0.03629,0.04956
2006,30-45 y.,(1a) Inadequately completed,0.01153,54,6246,0.00888,0.01418
2006,30-45 y.,(1b) General Elementary School,0.05557,325,6246,0.04988,0.06125
2006,30-45 y.,(1c) Basic Vocational Qualification,0.23487,1341,6246,0.22436,0.24539
2006,30-45 y.,(2) Intermediate General/Vocational Qualification,0.33816,2208,6246,0.32642,0.34989
2006,30-45 y.,(2c_gen) General Maturity Certificate,0.01924,122,6246,0.01583,0.02264
2006,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.12811,752,6246,0.11982,0.13640
2006,30-45 y.,(3a) Lower Tertiary Education,0.08048,572,6246,0.07373,0.08722
2006,30-45 y.,(3b) Higher Tertiary Education,0.12703,872,6246,0.11877,0.13529
2006,46-65 y.,(1a) Inadequately completed,0.01713,89,7553,0.01420,0.02005
2006,46-65 y.,(1b) General Elementary School,0.08862,519,7553,0.08221,0.09503
2006,46-65 y.,(1c) Basic Vocational Qualification,0.37211,2455,7553,0.36120,0.38301
2006,46-65 y.,(2) Intermediate General/Vocational Qualification,0.24939,1938,7553,0.23963,0.25914
2006,46-65 y.,(2c_gen) General Maturity Certificate,0.00950,62,7553,0.00731,0.01169
2006,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.05044,401,7553,0.04550,0.05538
2006,46-65 y.,(3a) Lower Tertiary Education,0.08321,788,7553,0.07698,0.08944
2006,46-65 y.,(3b) Higher Tertiary Education,0.12561,1301,7553,0.11814,0.13308
2006,66 and older,(1a) Inadequately completed,0.01951,75,4381,0.01542,0.02361
2006,66 and older,(1b) General Elementary School,0.20161,795,4381,0.18972,0.21349
2006,66 and older,(1c) Basic Vocational Qualification,0.45338,2016,4381,0.43864,0.46812
2006,66 and older,(2) Intermediate General/Vocational Qualification,0.12854,530,4381,0.11863,0.13845
2006,66 and older,(2c_voc) Vocational Maturity Certificate,0.04049,167,4381,0.03465,0.04632
2006,66 and older,(3a) Lower Tertiary Education,0.06897,359,4381,0.06146,0.07647
2006,66 and older,(3b) Higher Tertiary Education,0.07615,439,4381,0.06830,0.08401
2007,17-29 y.,(0) No qualification (yet),0.13996,629,3312,0.12814,0.15177
2007,17-29 y.,(1b) General Elementary School,0.09515,287,3312,0.08515,0.10514
2007,17-29 y.,(1c) Basic Vocational Qualification,0.09954,303,3312,0.08934,0.10974
2007,17-29 y.,(2) Intermediate General/Vocational Qualification,0.27030,976,3312,0.25518,0.28543
2007,17-29 y.,(2c_gen) General Maturity Certificate,0.14948,613,3312,0.13733,0.16162
2007,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.07108,282,3312,0.06233,0.07984
2007,17-29 y.,(3a) Lower Tertiary Education,0.02005,80,3312,0.01527,0.02482
2007,17-29 y.,(3b) Higher Tertiary Education,0.03891,142,3312,0.03233,0.04550
2007,30-45 y.,(1a) Inadequately completed,0.01137,48,5680,0.00861,0.01413
2007,30-45 y.,(1b) General Elementary School,0.05523,278,5680,0.04929,0.06117
2007,30-45 y.,(1c) Basic Vocational Qualification,0.21857,1168,5680,0.20782,0.22932
2007,30-45 y.,(2) Intermediate General/Vocational Qualification,0.33486,2004,5680,0.32258,0.34713
2007,30-45 y.,(2c_gen) General Maturity Certificate,0.02030,112,5680,0.01663,0.02397
2007,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.12768,693,5680,0.11900,0.13636
2007,30-45 y.,(3a) Lower Tertiary Education,0.08655,542,5680,0.07924,0.09386
2007,30-45 y.,(3b) Higher Tertiary Education,0.13949,835,5680,0.13048,0.14850
2007,46-65 y.,(1a) Inadequately completed,0.01732,79,7044,0.01427,0.02036
2007,46-65 y.,(1b) General Elementary School,0.08637,454,7044,0.07981,0.09293
2007,46-65 y.,(1c) Basic Vocational Qualification,0.35842,2171,7044,0.34722,0.36962
2007,46-65 y.,(2) Intermediate General/Vocational Qualification,0.25913,1901,7044,0.24890,0.26936
2007,46-65 y.,(2c_gen) General Maturity Certificate,0.00979,59,7044,0.00749,0.01209
2007,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.05623,405,7044,0.05085,0.06161
2007,46-65 y.,(3a) Lower Tertiary Education,0.08377,735,7044,0.07730,0.09024
2007,46-65 y.,(3b) Higher Tertiary Education,0.12590,1240,7044,0.11815,0.13365
2007,66 and older,(1a) Inadequately completed,0.01732,65,4308,0.01342,0.02121
2007,66 and older,(1b) General Elementary School,0.19045,730,4308,0.17872,0.20217
2007,66 and older,(1c) Basic Vocational Qualification,0.45841,1971,4308,0.44353,0.47329
2007,66 and older,(2) Intermediate General/Vocational Qualification,0.13063,550,4308,0.12057,0.14070
2007,66 and older,(2c_voc) Vocational Maturity Certificate,0.04590,177,4308,0.03965,0.05215
2007,66 and older,(3a) Lower Tertiary Education,0.06945,357,4308,0.06186,0.07705
2007,66 and older,(3b) Higher Tertiary Education,0.07898,458,4308,0.07092,0.08703
2008,17-29 y.,(0) No qualification (yet),0.13579,558,2962,0.12345,0.14813
2008,17-29 y.,(1b) General Elementary School,0.08961,251,2962,0.07932,0.09989
2008,17-29 y.,(1c) Basic Vocational Qualification,0.08737,248,2962,0.07720,0.09754
2008,17-29 y.,(2) Intermediate General/Vocational Qualification,0.27440,893,2962,0.25833,0.29048
2008,17-29 y.,(2c_gen) General Maturity Certificate,0.14840,535,2962,0.13559,0.16120
2008,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.06757,240,2962,0.05853,0.07661
2008,17-29 y.,(3a) Lower Tertiary Education,0.02571,89,2962,0.02001,0.03141
2008,17-29 y.,(3b) Higher Tertiary Education,0.03918,148,2962,0.03220,0.04617
2008,30-45 y.,(1a) Inadequately completed,0.01398,47,5148,0.01077,0.01718
2008,30-45 y.,(1b) General Elementary School,0.05781,261,5148,0.05143,0.06419
2008,30-45 y.,(1c) Basic Vocational Qualification,0.21929,1048,5148,0.20799,0.23060
2008,30-45 y.,(2) Intermediate General/Vocational Qualification,0.32741,1823,5148,0.31459,0.34023
2008,30-45 y.,(2c_gen) General Maturity Certificate,0.02479,115,5148,0.02054,0.02904
2008,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.12322,619,5148,0.11424,0.13220
2008,30-45 y.,(3a) Lower Tertiary Education,0.08503,485,5148,0.07741,0.09265
2008,30-45 y.,(3b) Higher Tertiary Education,0.14350,750,5148,0.13392,0.15307
2008,46-65 y.,(1a) Inadequately completed,0.01583,69,6680,0.01284,0.01882
2008,46-65 y.,(1b) General Elementary School,0.08317,399,6680,0.07655,0.08980
2008,46-65 y.,(1c) Basic Vocational Qualification,0.34778,2005,6680,0.33636,0.35920
2008,46-65 y.,(2) Intermediate General/Vocational Qualification,0.27269,1878,6680,0.26201,0.28338
2008,46-65 y.,(2c_gen) General Maturity Certificate,0.01024,59,6680,0.00783,0.01266
2008,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.06364,419,6680,0.05778,0.06949
2008,46-65 y.,(3a) Lower Tertiary Education,0.08020,696,6680,0.07369,0.08672
2008,46-65 y.,(3b) Higher Tertiary Education,0.12293,1155,6680,0.11506,0.13081
2008,66 and older,(1a) Inadequately completed,0.01520,55,4264,0.01152,0.01887
2008,66 and older,(1b) General Elementary School,0.18063,684,4264,0.16908,0.19217
2008,66 and older,(1c) Basic Vocational Qualification,0.45898,1941,4264,0.44402,0.47394
2008,66 and older,(2) Intermediate General/Vocational Qualification,0.13282,550,4264,0.12263,0.14301
2008,66 and older,(2c_voc) Vocational Maturity Certificate,0.04403,165,4264,0.03787,0.05019
2008,66 and older,(3a) Lower Tertiary Education,0.07526,379,4264,0.06734,0.08318
2008,66 and older,(3b) Higher Tertiary Education,0.08475,490,4264,0.07639,0.09311
2009,17-29 y.,(0) No qualification (yet),0.13607,505,2656,0.12303,0.14911
2009,17-29 y.,(1b) General Elementary School,0.08666,230,2656,0.07596,0.09736
2009,17-29 y.,(1c) Basic Vocational Qualification,0.08491,211,2656,0.07430,0.09551
2009,17-29 y.,(2) Intermediate General/Vocational Qualification,0.25367,769,2656,0.23711,0.27022
2009,17-29 y.,(2c_gen) General Maturity Certificate,0.15002,496,2656,0.13644,0.16360
2009,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.06833,199,2656,0.05873,0.07792
2009,17-29 y.,(3a) Lower Tertiary Education,0.02858,84,2656,0.02225,0.03492
2009,17-29 y.,(3b) Higher Tertiary Education,0.05174,162,2656,0.04331,0.06016
2009,30-45 y.,(1a) Inadequately completed,0.01374,47,4650,0.01039,0.01709
2009,30-45 y.,(1b) General Elementary School,0.05106,214,4650,0.04473,0.05738
2009,30-45 y.,(1c) Basic Vocational Qualification,0.20964,900,4650,0.19794,0.22134
2009,30-45 y.,(2) Intermediate General/Vocational Qualification,0.32898,1664,4650,0.31548,0.34249
2009,30-45 y.,(2c_gen) General Maturity Certificate,0.02741,107,4650,0.02271,0.03210
2009,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.12278,569,4650,0.11335,0.13222
2009,30-45 y.,(3a) Lower Tertiary Education,0.08955,462,4650,0.08134,0.09775
2009,30-45 y.,(3b) Higher Tertiary Education,0.15064,687,4650,0.14036,0.16092
2009,46-65 y.,(1a) Inadequately completed,0.01618,61,6309,0.01306,0.01929
2009,46-65 y.,(1b) General Elementary School,0.07562,351,6309,0.06909,0.08214
2009,46-65 y.,(1c) Basic Vocational Qualification,0.33521,1838,6309,0.32356,0.34686
2009,46-65 y.,(2) Intermediate General/Vocational Qualification,0.28301,1837,6309,0.27190,0.29413
2009,46-65 y.,(2c_gen) General Maturity Certificate,0.01219,58,6309,0.00948,0.01489
2009,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.06633,405,6309,0.06019,0.07247
2009,46-65 y.,(3a) Lower Tertiary Education,0.08330,668,6309,0.07648,0.09012
2009,46-65 y.,(3b) Higher Tertiary Education,0.12426,1091,6309,0.11612,0.13240
2009,66 and older,(1a) Inadequately completed,0.01638,54,4133,0.01251,0.02025
2009,66 and older,(1b) General Elementary School,0.17008,620,4133,0.15863,0.18154
2009,66 and older,(1c) Basic Vocational Qualification,0.45161,1871,4133,0.43644,0.46679
2009,66 and older,(2) Intermediate General/Vocational Qualification,0.14260,558,4133,0.13194,0.15326
2009,66 and older,(2c_voc) Vocational Maturity Certificate,0.04269,149,4133,0.03653,0.04886
2009,66 and older,(3a) Lower Tertiary Education,0.07773,377,4133,0.06957,0.08590
2009,66 and older,(3b) Higher Tertiary Education,0.09092,504,4133,0.08215,0.09969
2010,17-29 y.,(0) No qualification (yet),0.13049,709,3887,0.11990,0.14108
2010,17-29 y.,(1a) Inadequately completed,0.00853,83,3887,0.00564,0.01142
2010,17-29 y.,(1b) General Elementary School,0.08718,439,3887,0.07831,0.09605
2010,17-29 y.,(1c) Basic Vocational Qualification,0.07780,377,3887,0.06938,0.08623
2010,17-29 y.,(2) Intermediate General/Vocational Qualification,0.24905,1102,3887,0.23545,0.26265
2010,17-29 y.,(2c_gen) General Maturity Certificate,0.16237,563,3887,0.15078,0.17397
2010,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.06848,292,3887,0.06054,0.07642
2010,17-29 y.,(3a) Lower Tertiary Education,0.04070,122,3887,0.03449,0.04691
2010,17-29 y.,(3b) Higher Tertiary Education,0.04768,200,3887,0.04098,0.05438
2010,30-45 y.,(1a) Inadequately completed,0.01498,159,9022,0.01248,0.01749
2010,30-45 y.,(1b) General Elementary School,0.06280,520,9022,0.05779,0.06781
2010,30-45 y.,(1c) Basic Vocational Qualification,0.18362,1583,9022,0.17563,0.19161
2010,30-45 y.,(2) Intermediate General/Vocational Qualification,0.32111,3063,9022,0.31147,0.33074
2010,30-45 y.,(2c_gen) General Maturity Certificate,0.02963,237,9022,0.02614,0.03313
2010,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.13228,1186,9022,0.12529,0.13927
2010,30-45 y.,(3a) Lower Tertiary Education,0.08691,744,9022,0.08110,0.09273
2010,30-45 y.,(3b) Higher Tertiary Education,0.16354,1530,9022,0.15590,0.17117
2010,46-65 y.,(1a) Inadequately completed,0.01385,66,6933,0.01110,0.01660
2010,46-65 y.,(1b) General Elementary School,0.07553,381,6933,0.06931,0.08175
2010,46-65 y.,(1c) Basic Vocational Qualification,0.32706,1916,6933,0.31601,0.33810
2010,46-65 y.,(2) Intermediate General/Vocational Qualification,0.29043,2076,6933,0.27974,0.30112
2010,46-65 y.,(2c_gen) General Maturity Certificate,0.01434,88,6933,0.01154,0.01714
2010,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.07022,523,6933,0.06420,0.07623
2010,46-65 y.,(3a) Lower Tertiary Education,0.08150,712,6933,0.07506,0.08794
2010,46-65 y.,(3b) Higher Tertiary Education,0.12417,1171,6933,0.11640,0.13193
2010,66 and older,(1a) Inadequately completed,0.01634,50,3994,0.01240,0.02027
2010,66 and older,(1b) General Elementary School,0.16721,571,3994,0.15564,0.17879
2010,66 and older,(1c) Basic Vocational Qualification,0.44237,1745,3994,0.42696,0.45777
2010,66 and older,(2) Intermediate General/Vocational Qualification,0.14788,580,3994,0.13687,0.15889
2010,66 and older,(2c_voc) Vocational Maturity Certificate,0.04458,151,3994,0.03818,0.05098
2010,66 and older,(3a) Lower Tertiary Education,0.08113,386,3994,0.07266,0.08960
2010,66 and older,(3b) Higher Tertiary Education,0.09095,511,3994,0.08203,0.09987
2011,17-29 y.,(0) No qualification (yet),0.13295,894,4188,0.12267,0.14323
2011,17-29 y.,(1a) Inadequately completed,0.01044,74,4188,0.00736,0.01352
2011,17-29 y.,(1b) General Elementary School,0.07606,450,4188,0.06803,0.08409
2011,17-29 y.,(1c) Basic Vocational Qualification,0.08006,356,4188,0.07184,0.08828
2011,17-29 y.,(2) Intermediate General/Vocational Qualification,0.24308,1104,4188,0.23009,0.25608
2011,17-29 y.,(2c_gen) General Maturity Certificate,0.17470,683,4188,0.16320,0.18620
2011,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.07666,296,4188,0.06861,0.08472
2011,17-29 y.,(3a) Lower Tertiary Education,0.03676,121,4188,0.03106,0.04246
2011,17-29 y.,(3b) Higher Tertiary Education,0.05393,210,4188,0.04708,0.06077
2011,30-45 y.,(1a) Inadequately completed,0.01619,165,9761,0.01369,0.01869
2011,30-45 y.,(1b) General Elementary School,0.05425,560,9761,0.04976,0.05875
2011,30-45 y.,(1c) Basic Vocational Qualification,0.17517,1654,9761,0.16763,0.18271
2011,30-45 y.,(2) Intermediate General/Vocational Qualification,0.31623,3363,9761,0.30700,0.32545
2011,30-45 y.,(2c_gen) General Maturity Certificate,0.03096,272,9761,0.02752,0.03439
2011,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.13513,1298,9761,0.12835,0.14191
2011,30-45 y.,(3a) Lower Tertiary Education,0.08953,827,9761,0.08386,0.09519
2011,30-45 y.,(3b) Higher Tertiary Education,0.16854,1622,9761,0.16111,0.17597
2011,46-65 y.,(1a) Inadequately completed,0.01569,112,9051,0.01313,0.01825
2011,46-65 y.,(1b) General Elementary School,0.07370,541,9051,0.06832,0.07909
2011,46-65 y.,(1c) Basic Vocational Qualification,0.31305,2481,9051,0.30350,0.32260
2011,46-65 y.,(2) Intermediate General/Vocational Qualification,0.29458,2727,9051,0.28519,0.30397
2011,46-65 y.,(2c_gen) General Maturity Certificate,0.01694,126,9051,0.01428,0.01960
2011,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.07495,722,9051,0.06952,0.08037
2011,46-65 y.,(3a) Lower Tertiary Education,0.08020,872,9051,0.07461,0.08580
2011,46-65 y.,(3b) Higher Tertiary Education,0.12492,1470,9051,0.11810,0.13173
2011,66 and older,(1a) Inadequately completed,0.01884,74,5112,0.01512,0.02257
2011,66 and older,(1b) General Elementary School,0.16888,764,5112,0.15860,0.17915
2011,66 and older,(1c) Basic Vocational Qualification,0.43528,2185,5112,0.42169,0.44887
2011,66 and older,(2) Intermediate General/Vocational Qualification,0.15090,764,5112,0.14109,0.16071
2011,66 and older,(2c_gen) General Maturity Certificate,0.00738,37,5112,0.00503,0.00973
2011,66 and older,(2c_voc) Vocational Maturity Certificate,0.04250,198,5112,0.03697,0.04803
2011,66 and older,(3a) Lower Tertiary Education,0.07499,451,5112,0.06777,0.08221
2011,66 and older,(3b) Higher Tertiary Education,0.09474,639,5112,0.08671,0.10277
2012,17-29 y.,(0) No qualification (yet),0.12755,909,4038,0.11726,0.13784
2012,17-29 y.,(1a) Inadequately completed,0.00945,70,4038,0.00647,0.01244
2012,17-29 y.,(1b) General Elementary School,0.08491,428,4038,0.07632,0.09351
2012,17-29 y.,(1c) Basic Vocational Qualification,0.07831,332,4038,0.07002,0.08660
2012,17-29 y.,(2) Intermediate General/Vocational Qualification,0.24187,1034,4038,0.22866,0.25508
2012,17-29 y.,(2c_gen) General Maturity Certificate,0.16526,663,4038,0.15380,0.17671
2012,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.07639,264,4038,0.06820,0.08459
2012,17-29 y.,(3a) Lower Tertiary Education,0.04388,134,4038,0.03756,0.05020
2012,17-29 y.,(3b) Higher Tertiary Education,0.05711,204,4038,0.04995,0.06427
2012,30-45 y.,(1a) Inadequately completed,0.01686,165,9000,0.01420,0.01952
2012,30-45 y.,(1b) General Elementary School,0.05906,540,9000,0.05419,0.06393
2012,30-45 y.,(1c) Basic Vocational Qualification,0.16760,1481,9000,0.15988,0.17532
2012,30-45 y.,(2) Intermediate General/Vocational Qualification,0.31063,3090,9000,0.30107,0.32019
2012,30-45 y.,(2c_gen) General Maturity Certificate,0.03214,246,9000,0.02850,0.03579
2012,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.13615,1213,9000,0.12907,0.14324
2012,30-45 y.,(3a) Lower Tertiary Education,0.08799,756,9000,0.08213,0.09384
2012,30-45 y.,(3b) Higher Tertiary Education,0.17775,1509,9000,0.16985,0.18565
2012,46-65 y.,(1a) Inadequately completed,0.01439,105,9331,0.01198,0.01681
2012,46-65 y.,(1b) General Elementary School,0.07224,531,9331,0.06698,0.07749
2012,46-65 y.,(1c) Basic Vocational Qualification,0.30940,2491,9331,0.30002,0.31878
2012,46-65 y.,(2) Intermediate General/Vocational Qualification,0.29421,2871,9331,0.28496,0.30345
2012,46-65 y.,(2c_gen) General Maturity Certificate,0.01686,137,9331,0.01425,0.01947
2012,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.07875,798,9331,0.07329,0.08422
2012,46-65 y.,(3a) Lower Tertiary Education,0.08288,909,9331,0.07728,0.08847
2012,46-65 y.,(3b) Higher Tertiary Education,0.12521,1489,9331,0.11849,0.13192
2012,66 and older,(1a) Inadequately completed,0.02108,78,5166,0.01716,0.02500
2012,66 and older,(1b) General Elementary School,0.16088,736,5166,0.15086,0.17090
2012,66 and older,(1c) Basic Vocational Qualification,0.42726,2168,5166,0.41377,0.44075
2012,66 and older,(2) Intermediate General/Vocational Qualification,0.15537,806,5166,0.14549,0.16525
2012,66 and older,(2c_gen) General Maturity Certificate,0.00811,40,5166,0.00567,0.01056
2012,66 and older,(2c_voc) Vocational Maturity Certificate,0.04205,193,5166,0.03657,0.04752
2012,66 and older,(3a) Lower Tertiary Education,0.07872,476,5166,0.07137,0.08606
2012,66 and older,(3b) Higher Tertiary Education,0.09856,669,5166,0.09043,0.10669
2013,17-29 y.,(0) No qualification (yet),0.13625,1080,5066,0.12680,0.14569
2013,17-29 y.,(1a) Inadequately completed,0.01176,94,5066,0.00879,0.01472
2013,17-29 y.,(1b) General Elementary School,0.08095,626,5066,0.07344,0.08846
2013,17-29 y.,(1c) Basic Vocational Qualification,0.07709,384,5066,0.06974,0.08443
2013,17-29 y.,(2) Intermediate General/Vocational Qualification,0.24354,1267,5066,0.23172,0.25536
2013,17-29 y.,(2c_gen) General Maturity Certificate,0.17943,879,5066,0.16886,0.19000
2013,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.07324,301,5066,0.06607,0.08042
2013,17-29 y.,(3a) Lower Tertiary Education,0.04545,169,5066,0.03971,0.05118
2013,17-29 y.,(3b) Higher Tertiary Education,0.05993,266,5066,0.05340,0.06647
2013,30-45 y.,(1a) Inadequately completed,0.02262,294,10227,0.01973,0.02550
2013,30-45 y.,(1b) General Elementary School,0.06587,855,10227,0.06106,0.07068
2013,30-45 y.,(1c) Basic Vocational Qualification,0.15329,1660,10227,0.14630,0.16027
2013,30-45 y.,(2) Intermediate General/Vocational Qualification,0.29232,2925,10227,0.28350,0.30113
2013,30-45 y.,(2c_gen) General Maturity Certificate,0.03890,432,10227,0.03515,0.04265
2013,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.13727,1380,10227,0.13060,0.14394
2013,30-45 y.,(3a) Lower Tertiary Education,0.08646,743,10227,0.08101,0.09190
2013,30-45 y.,(3b) Higher Tertiary Education,0.18466,1938,10227,0.17714,0.19218
2013,46-65 y.,(1a) Inadequately completed,0.01644,205,10089,0.01396,0.01892
2013,46-65 y.,(1b) General Elementary School,0.07042,698,10089,0.06543,0.07541
2013,46-65 y.,(1c) Basic Vocational Qualification,0.29323,2530,10089,0.28435,0.30212
2013,46-65 y.,(2) Intermediate General/Vocational Qualification,0.30215,2858,10089,0.29319,0.31111
2013,46-65 y.,(2c_gen) General Maturity Certificate,0.01709,239,10089,0.01456,0.01962
2013,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.08485,983,10089,0.07941,0.09029
2013,46-65 y.,(3a) Lower Tertiary Education,0.08171,888,10089,0.07636,0.08705
2013,46-65 y.,(3b) Higher Tertiary Education,0.12573,1688,10089,0.11926,0.13220
2013,66 and older,(1a) Inadequately completed,0.01968,83,5014,0.01584,0.02353
2013,66 and older,(1b) General Elementary School,0.15253,681,5014,0.14258,0.16248
2013,66 and older,(1c) Basic Vocational Qualification,0.42289,2034,5014,0.40922,0.43657
2013,66 and older,(2) Intermediate General/Vocational Qualification,0.16069,797,5014,0.15052,0.17086
2013,66 and older,(2c_gen) General Maturity Certificate,0.00938,51,5014,0.00671,0.01205
2013,66 and older,(2c_voc) Vocational Maturity Certificate,0.04216,198,5014,0.03660,0.04773
2013,66 and older,(3a) Lower Tertiary Education,0.08252,475,5014,0.07490,0.09014
2013,66 and older,(3b) Higher Tertiary Education,0.10325,695,5014,0.09483,0.11167
2014,17-29 y.,(0) No qualification (yet),0.12400,892,4317,0.11417,0.13384
2014,17-29 y.,(1a) Inadequately completed,0.01193,72,4317,0.00869,0.01517
2014,17-29 y.,(1b) General Elementary School,0.08368,531,4317,0.07542,0.09194
2014,17-29 y.,(1c) Basic Vocational Qualification,0.06844,295,4317,0.06091,0.07598
2014,17-29 y.,(2) Intermediate General/Vocational Qualification,0.22523,1063,4317,0.21277,0.23770
2014,17-29 y.,(2c_gen) General Maturity Certificate,0.18573,815,4317,0.17412,0.19733
