year,age_gr,pgisced97,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.50077,70,147,0.41967,0.58188
1997,30-45 y.,Primary Level,(1a) Inadequately completed,0.89235,118,118,0.83619,0.94851
1997,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.78169,373,445,0.74326,0.82011
1997,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.21831,72,445,0.17989,0.25674
1997,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.49159,1076,2306,0.47118,0.51200
1997,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.45580,1129,2306,0.43547,0.47613
1997,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.04232,101,2306,0.03410,0.05054
1997,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.27681,74,326,0.22817,0.32545
1997,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.44293,183,326,0.38893,0.49694
1997,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.26400,69,326,0.21608,0.31193
1997,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41625,389,835,0.38280,0.44971
1997,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58375,446,835,0.55029,0.61720
1997,46-65 y.,Primary Level,(1a) Inadequately completed,0.94119,233,233,0.91092,0.97147
1997,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93414,676,708,0.91586,0.95243
1997,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06586,32,708,0.04757,0.08414
1997,46-65 y.,Upper Secondary Level,(1a) Inadequately completed,0.00918,31,1931,0.00493,0.01344
1997,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.75737,1476,1931,0.73825,0.77650
1997,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.21755,424,1931,0.19914,0.23596
1997,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.49503,120,211,0.42741,0.56265
1997,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.33833,91,211,0.27433,0.40232
1997,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.46194,313,620,0.42266,0.50121
1997,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.53806,307,620,0.49879,0.57734
1997,66 and older,Primary Level,(1a) Inadequately completed,0.93233,44,44,0.85725,1.00740
1997,66 and older,Lower Secondary Level,(1b) General Elementary School,0.92451,434,466,0.90050,0.94852
1997,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.07549,32,466,0.05148,0.09950
1997,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.78207,643,775,0.75299,0.81116
1997,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.20232,132,775,0.17402,0.23062
1997,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.59483,55,55,0.46389,0.72577
1997,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.52286,94,165,0.44642,0.59931
1997,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.47714,71,165,0.40069,0.55358
1998,17-29 y.,Pre-primary Level,(0) No qualification (yet),0.98706,326,326,0.97477,0.99935
1998,17-29 y.,Primary Level,(1a) Inadequately completed,0.54182,34,34,0.37182,0.71182
1998,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.49080,368,740,0.45475,0.52684
1998,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.50920,372,740,0.47316,0.54525
1998,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.28649,423,1345,0.26232,0.31066
1998,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.39688,589,1345,0.37072,0.42304
1998,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.26557,333,1345,0.24196,0.28918
1998,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.44612,51,89,0.34226,0.54998
1998,17-29 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.40125,38,89,0.29884,0.50366
1998,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.56160,83,152,0.48245,0.64074
1998,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.43840,69,152,0.35926,0.51755
1998,30-45 y.,Primary Level,(1a) Inadequately completed,0.87520,106,106,0.81198,0.93841
1998,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.80163,401,481,0.76596,0.83731
1998,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19837,80,481,0.16269,0.23404
1998,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.45840,1117,2491,0.43883,0.47797
1998,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.48614,1267,2491,0.46650,0.50577
1998,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.04287,107,2491,0.03491,0.05083
1998,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.25178,74,355,0.20657,0.29700
1998,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.46404,197,355,0.41209,0.51599
1998,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.27004,84,355,0.22379,0.31629
1998,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43249,433,929,0.40061,0.46436
1998,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56751,496,929,0.53564,0.59939
1998,46-65 y.,Primary Level,(1a) Inadequately completed,0.94973,225,225,0.92111,0.97834
1998,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93216,721,762,0.91430,0.95003
1998,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06784,41,762,0.04997,0.08570
1998,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.74632,1628,2125,0.72781,0.76482
1998,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.22757,497,2125,0.20974,0.24540
1998,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.52553,140,267,0.46552,0.58554
1998,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.31636,95,267,0.26047,0.37225
1998,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.15424,32,267,0.11084,0.19765
1998,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.45292,345,704,0.41613,0.48972
1998,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.54708,359,704,0.51028,0.58387
1998,66 and older,Primary Level,(1a) Inadequately completed,0.93630,47,47,0.86573,1.00688
1998,66 and older,Lower Secondary Level,(1b) General Elementary School,0.91292,511,556,0.88947,0.93638
1998,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.08708,45,556,0.06362,0.11053
1998,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.78700,708,852,0.75949,0.81451
1998,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.19091,144,852,0.16451,0.21732
1998,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.58805,54,54,0.45554,0.72056
1998,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.50428,102,184,0.43184,0.57672
1998,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.49572,82,184,0.42328,0.56816
1999,17-29 y.,Pre-primary Level,(0) No qualification (yet),0.99114,312,312,0.98073,1.00156
1999,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.45919,342,710,0.42251,0.49587
1999,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.54081,368,710,0.50413,0.57749
1999,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.30201,406,1288,0.27692,0.32709
1999,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.39083,554,1288,0.36417,0.41749
1999,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.26000,328,1288,0.23604,0.28397
1999,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.42443,48,81,0.31612,0.53274
1999,17-29 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.38807,33,81,0.28128,0.49486
1999,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42542,67,140,0.34323,0.50762
1999,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57458,73,140,0.49238,0.65677
1999,30-45 y.,Primary Level,(1a) Inadequately completed,0.86288,101,101,0.79546,0.93030
1999,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.78325,374,458,0.74548,0.82103
1999,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.21675,84,458,0.17897,0.25452
1999,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.45706,1097,2483,0.43746,0.47666
1999,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.48083,1282,2483,0.46117,0.50048
1999,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.04593,104,2483,0.03770,0.05417
1999,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.21956,68,356,0.17650,0.26262
1999,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.47801,199,356,0.42605,0.52998
1999,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.28453,89,356,0.23759,0.33147
1999,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42856,423,907,0.39634,0.46079
1999,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57144,484,907,0.53921,0.60366
1999,46-65 y.,Primary Level,(1a) Inadequately completed,0.94214,208,208,0.91034,0.97395
1999,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.92501,675,718,0.90573,0.94429
1999,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.07499,43,718,0.05571,0.09427
1999,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.74091,1596,2108,0.72220,0.75962
1999,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.23482,512,2108,0.21672,0.25292
1999,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.53588,139,237,0.47225,0.59951
1999,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.31993,98,237,0.26042,0.37944
1999,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.45432,352,716,0.41782,0.49082
1999,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.54568,364,716,0.50918,0.58218
1999,66 and older,Primary Level,(1a) Inadequately completed,0.94931,55,55,0.89080,1.00782
1999,66 and older,Lower Secondary Level,(1b) General Elementary School,0.92250,515,553,0.90020,0.94481
1999,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.07750,38,553,0.05519,0.09980
1999,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.79191,708,846,0.76454,0.81929
1999,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.18412,138,846,0.15799,0.21026
1999,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.57692,54,54,0.44391,0.70993
1999,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.51664,107,196,0.44650,0.58678
1999,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.48336,89,196,0.41322,0.55350
2000,17-29 y.,Primary Level,(1a) Inadequately completed,0.68907,42,42,0.54739,0.83076
2000,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.50069,507,1059,0.47056,0.53082
2000,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.49931,552,1059,0.46918,0.52944
2000,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.28508,588,2158,0.26603,0.30413
2000,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.43926,958,2158,0.41832,0.46021
2000,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.27349,612,2158,0.25467,0.29230
2000,17-29 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.12469,32,205,0.07936,0.17003
2000,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.53004,115,205,0.46155,0.59853
2000,17-29 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.34526,58,205,0.28002,0.41051
2000,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41146,113,263,0.35187,0.47105
2000,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58854,150,263,0.52895,0.64813
2000,30-45 y.,Primary Level,(1a) Inadequately completed,0.86758,90,90,0.79716,0.93800
2000,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.84382,504,590,0.81450,0.87314
2000,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.15618,86,590,0.12686,0.18550
2000,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.45675,1979,4463,0.44214,0.47137
2000,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.50752,2356,4463,0.49285,0.52219
2000,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03153,128,4463,0.02641,0.03666
2000,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.20241,154,786,0.17430,0.23051
2000,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.49393,412,786,0.45895,0.52890
2000,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.30232,220,786,0.27020,0.33445
2000,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41595,732,1680,0.39237,0.43952
2000,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58405,948,1680,0.56048,0.60763
2000,46-65 y.,Primary Level,(1a) Inadequately completed,0.98199,164,164,0.96158,1.00241
2000,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93381,937,991,0.91833,0.94930
2000,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06619,54,991,0.05070,0.08167
2000,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.72691,3104,4266,0.71354,0.74028
2000,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.25482,1118,4266,0.24174,0.26790
2000,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.01140,44,4266,0.00821,0.01458
2000,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.45197,291,647,0.41360,0.49035
2000,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.35756,240,647,0.32060,0.39452
2000,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18302,116,647,0.15320,0.21284
2000,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43109,647,1457,0.40565,0.45653
2000,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56891,810,1457,0.54347,0.59435
2000,66 and older,Primary Level,(1a) Inadequately completed,0.97715,61,61,0.93935,1.01496
2000,66 and older,Lower Secondary Level,(1b) General Elementary School,0.94764,871,913,0.93318,0.96209
2000,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.05236,42,913,0.03791,0.06682
2000,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.79644,1515,1826,0.77796,0.81491
2000,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.18489,311,1826,0.16707,0.20270
2000,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.54904,147,235,0.48529,0.61280
2000,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.23560,49,235,0.18123,0.28998
2000,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18561,39,235,0.13579,0.23543
2000,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.48715,207,416,0.43906,0.53524
2000,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.51285,209,416,0.46476,0.56094
2001,17-29 y.,Primary Level,(1a) Inadequately completed,0.67570,32,32,0.51091,0.84048
2001,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.49658,450,943,0.46466,0.52851
2001,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.50342,493,943,0.47149,0.53534
2001,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.27416,459,1834,0.25373,0.29458
2001,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.40984,782,1834,0.38732,0.43235
2001,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.31023,593,1834,0.28905,0.33141
2001,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.58071,83,120,0.49205,0.66937
2001,17-29 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.29816,37,120,0.21597,0.38035
2001,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43010,106,226,0.36541,0.49480
2001,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56990,120,226,0.50520,0.63459
2001,30-45 y.,Primary Level,(1a) Inadequately completed,0.88069,69,69,0.80364,0.95773
2001,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.83766,434,513,0.80572,0.86961
2001,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.16234,79,513,0.13039,0.19428
2001,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.43894,1686,3990,0.42354,0.45434
2001,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.52787,2192,3990,0.51238,0.54336
2001,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02939,112,3990,0.02414,0.03463
2001,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.18926,135,710,0.16042,0.21809
2001,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.49352,377,710,0.45672,0.53032
2001,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.31398,198,710,0.27982,0.34814
2001,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.40674,643,1497,0.38184,0.43163
2001,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.59326,854,1497,0.56837,0.61816
2001,46-65 y.,Primary Level,(1a) Inadequately completed,0.95968,119,119,0.92419,0.99517
2001,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93547,777,821,0.91865,0.95229
2001,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06453,44,821,0.04771,0.08135
2001,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.71318,2784,3931,0.69904,0.72732
2001,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.26824,1101,3931,0.25439,0.28209
2001,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.01360,46,3931,0.00998,0.01722
2001,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.43595,253,588,0.39583,0.47606
2001,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.36756,223,588,0.32855,0.40656
2001,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.18970,112,588,0.15799,0.22142
2001,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.43629,631,1405,0.41035,0.46223
2001,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56371,774,1405,0.53777,0.58965
2001,66 and older,Primary Level,(1a) Inadequately completed,0.96235,54,54,0.91111,1.01360
2001,66 and older,Lower Secondary Level,(1b) General Elementary School,0.94962,769,805,0.93450,0.96474
2001,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.05038,36,805,0.03526,0.06550
2001,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.79124,1442,1749,0.77219,0.81029
2001,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.18966,307,1749,0.17128,0.20804
2001,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.55429,137,226,0.48934,0.61924
2001,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.24548,52,226,0.18924,0.30171
2001,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.17577,37,226,0.12603,0.22550
2001,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.48748,213,422,0.43973,0.53522
2001,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.51252,209,422,0.46478,0.56027
2002,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.49487,387,872,0.46167,0.52808
2002,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.50513,485,872,0.47192,0.53833
2002,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.26434,415,1830,0.24413,0.28455
2002,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.40216,744,1830,0.37968,0.42463
2002,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.32673,671,1830,0.30523,0.34822
2002,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.62271,67,99,0.52675,0.71868
2002,17-29 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.27833,32,99,0.18959,0.36706
2002,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.49688,103,226,0.43155,0.56222
2002,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.50312,123,226,0.43778,0.56845
2002,30-45 y.,Primary Level,(1a) Inadequately completed,0.86407,67,67,0.78139,0.94676
2002,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.82448,391,470,0.79005,0.85891
2002,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.17552,79,470,0.14109,0.20995
2002,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.42796,1520,3819,0.41226,0.44365
2002,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.53547,2175,3819,0.51965,0.55129
2002,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.03076,124,3819,0.02528,0.03624
2002,30-45 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.20972,136,734,0.18025,0.23919
2002,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.48861,390,734,0.45243,0.52480
2002,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.29815,208,734,0.26504,0.33127
2002,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.41398,688,1739,0.39083,0.43714
2002,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.58602,1051,1739,0.56286,0.60917
2002,46-65 y.,Primary Level,(1a) Inadequately completed,0.94989,99,99,0.90670,0.99309
2002,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.93660,709,759,0.91925,0.95394
2002,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.06340,50,759,0.04606,0.08075
2002,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.70265,2661,4033,0.68854,0.71676
2002,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.28028,1312,4033,0.26641,0.29414
2002,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.01253,60,4033,0.00910,0.01596
2002,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.41701,251,646,0.37896,0.45506
2002,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.37927,254,646,0.34183,0.41672
2002,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.19849,141,646,0.16771,0.22928
2002,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.42267,769,2051,0.40128,0.44405
2002,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.57733,1282,2051,0.55595,0.59872
2002,66 and older,Primary Level,(1a) Inadequately completed,0.96193,56,56,0.91135,1.01250
2002,66 and older,Lower Secondary Level,(1b) General Elementary School,0.94710,752,790,0.93149,0.96272
2002,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.05290,38,790,0.03728,0.06851
2002,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.79108,1495,1827,0.77244,0.80973
2002,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.19240,332,1827,0.17432,0.21048
2002,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.56287,144,237,0.49958,0.62615
2002,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.25504,57,237,0.19943,0.31065
2002,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.15769,36,237,0.11119,0.20419
2002,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.49339,240,543,0.45130,0.53548
2002,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.50661,303,543,0.46452,0.54870
2003,17-29 y.,Lower Secondary Level,(1b) General Elementary School,0.48817,354,821,0.45396,0.52239
2003,17-29 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.51183,467,821,0.47761,0.54604
2003,17-29 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.25051,379,1726,0.23006,0.27096
2003,17-29 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.40642,689,1726,0.38324,0.42960
2003,17-29 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.32919,658,1726,0.30701,0.35136
2003,17-29 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.59719,49,84,0.49167,0.70271
2003,17-29 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.30845,35,84,0.20909,0.40781
2003,17-29 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.50444,96,203,0.43549,0.57339
2003,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.49556,107,203,0.42661,0.56451
2003,30-45 y.,Primary Level,(1a) Inadequately completed,0.88452,65,65,0.80622,0.96282
2003,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.81613,362,437,0.77976,0.85249
2003,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.18387,75,437,0.14751,0.22024
2003,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.42283,1399,3564,0.40661,0.43905
2003,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.54288,2053,3564,0.52652,0.55924
