year,age_gr,pgisced97,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,17-29 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.56551,358,532,0.52335,0.60767
2021,30-45 y.,Primary Level,(1a) Inadequately completed,0.92458,492,492,0.90123,0.94794
2021,30-45 y.,Lower Secondary Level,(1b) General Elementary School,0.73029,428,514,0.69188,0.76870
2021,30-45 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.26971,86,514,0.23130,0.30812
2021,30-45 y.,Upper Secondary Level,(1a) Inadequately completed,0.01189,38,1511,0.00642,0.01736
2021,30-45 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.29281,402,1511,0.26986,0.31577
2021,30-45 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.52267,730,1511,0.49747,0.54786
2021,30-45 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.12581,341,1511,0.10908,0.14254
2021,30-45 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.53912,93,168,0.46352,0.61472
2021,30-45 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.31311,75,168,0.24277,0.38344
2021,30-45 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.32986,459,1765,0.30792,0.35180
2021,30-45 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.67014,1306,1765,0.64820,0.69208
2021,46-65 y.,Primary Level,(1a) Inadequately completed,0.89243,244,244,0.85347,0.93139
2021,46-65 y.,Lower Secondary Level,(1b) General Elementary School,0.80764,340,433,0.77047,0.84481
2021,46-65 y.,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.19236,93,433,0.15519,0.22953
2021,46-65 y.,Upper Secondary Level,(1c) Basic Vocational Qualification,0.42342,964,2858,0.40530,0.44154
2021,46-65 y.,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.51180,1642,2858,0.49347,0.53013
2021,46-65 y.,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.04365,252,2858,0.03616,0.05114
2021,46-65 y.,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.17415,76,507,0.14111,0.20719
2021,46-65 y.,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.49647,278,507,0.45290,0.54003
2021,46-65 y.,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.31144,153,507,0.27109,0.35179
2021,46-65 y.,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.35097,703,2300,0.33146,0.37048
2021,46-65 y.,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.64903,1597,2300,0.62952,0.66854
2021,66 and older,Lower Secondary Level,(1b) General Elementary School,0.87675,253,311,0.84016,0.91334
2021,66 and older,Lower Secondary Level,(2) Intermediate General/Vocational Qualification,0.12325,58,311,0.08666,0.15984
2021,66 and older,Upper Secondary Level,(1c) Basic Vocational Qualification,0.63095,1003,1697,0.60799,0.65392
2021,66 and older,Upper Secondary Level,(2) Intermediate General/Vocational Qualification,0.33261,629,1697,0.31019,0.35504
2021,66 and older,Upper Secondary Level,(2c_gen) General Maturity Certificate,0.02801,65,1697,0.02016,0.03587
2021,66 and older,First Stage of Tertiary Education,(1c) Basic Vocational Qualification,0.45605,101,255,0.39479,0.51730
2021,66 and older,First Stage of Tertiary Education,(2) Intermediate General/Vocational Qualification,0.30388,92,255,0.24732,0.36045
2021,66 and older,First Stage of Tertiary Education,(2c_voc) Vocational Maturity Certificate,0.22481,62,255,0.17347,0.27614
2021,66 and older,Second Stage of Tertiary Education,(3a) Lower Tertiary Education,0.37767,392,1110,0.34914,0.40621
2021,66 and older,Second Stage of Tertiary Education,(3b) Higher Tertiary Education,0.62233,718,1110,0.59379,0.65086
