"m11104","year","age_gr","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal die Woche","2013","66 +","maennlich","949","0.372988825136734","0.353523221999633","0.392454428273835"
"Mindestens einmal die Woche","2013","66 +","weiblich","1080","","",""
"Fast nie oder nie","2014","17-34","maennlich","","","",""
"Fast nie oder nie","2014","17-34","weiblich","","","",""
"Fast nie oder nie","2014","35-65","maennlich","","","",""
"Fast nie oder nie","2014","35-65","weiblich","","","",""
"Fast nie oder nie","2014","66 +","maennlich","","","",""
"Fast nie oder nie","2014","66 +","weiblich","","","",""
"Mehrmals im Jahr","2014","17-34","maennlich","","","",""
"Mehrmals im Jahr","2014","17-34","weiblich","","","",""
"Mehrmals im Jahr","2014","35-65","maennlich","","","",""
"Mehrmals im Jahr","2014","35-65","weiblich","","","",""
"Mehrmals im Jahr","2014","66 +","maennlich","","","",""
"Mehrmals im Jahr","2014","66 +","weiblich","","","",""
"Mindestens einmal im Monat","2014","17-34","maennlich","","","",""
"Mindestens einmal im Monat","2014","17-34","weiblich","","","",""
"Mindestens einmal im Monat","2014","35-65","maennlich","","","",""
"Mindestens einmal im Monat","2014","35-65","weiblich","","","",""
"Mindestens einmal im Monat","2014","66 +","maennlich","","","",""
"Mindestens einmal im Monat","2014","66 +","weiblich","","","",""
"Mindestens einmal die Woche","2014","17-34","maennlich","","","",""
"Mindestens einmal die Woche","2014","17-34","weiblich","","","",""
"Mindestens einmal die Woche","2014","35-65","maennlich","","","",""
"Mindestens einmal die Woche","2014","35-65","weiblich","","","",""
"Mindestens einmal die Woche","2014","66 +","maennlich","","","",""
"Mindestens einmal die Woche","2014","66 +","weiblich","","","",""
"Fast nie oder nie","2015","17-34","maennlich","725","0.209669887895086","0.19516595020767","0.224173825582502"
"Fast nie oder nie","2015","17-34","weiblich","1195","","",""
"Fast nie oder nie","2015","35-65","maennlich","2701","","",""
"Fast nie oder nie","2015","35-65","weiblich","3173","0.363583897103454","0.353248976718586","0.373918817488322"
"Fast nie oder nie","2015","66 +","maennlich","1235","","",""
"Fast nie oder nie","2015","66 +","weiblich","1317","","",""
"Mehrmals im Jahr","2015","17-34","maennlich","428","0.129114248222915","0.117166630807331","0.141061865638499"
"Mehrmals im Jahr","2015","17-34","weiblich","544","0.15140870504908","0.139715886809551","0.16310152328861"
"Mehrmals im Jahr","2015","35-65","maennlich","1137","","",""
"Mehrmals im Jahr","2015","35-65","weiblich","1149","","",""
"Mehrmals im Jahr","2015","66 +","maennlich","247","","",""
"Mehrmals im Jahr","2015","66 +","weiblich","168","","",""
"Mindestens einmal im Monat","2015","17-34","maennlich","224","","",""
"Mindestens einmal im Monat","2015","17-34","weiblich","238","","",""
"Mindestens einmal im Monat","2015","35-65","maennlich","447","0.063200835135484","0.0574457835164984","0.0689558867544696"
"Mindestens einmal im Monat","2015","35-65","weiblich","405","0.0549459757606435","0.0500500987620787","0.0598418527592084"
"Mindestens einmal im Monat","2015","66 +","maennlich","70","0.0289723266875636","0.0222351818567732","0.0357094715183541"
"Mindestens einmal im Monat","2015","66 +","weiblich","55","0.0232834950136224","0.0173531406597735","0.0292138493674712"
"Mindestens einmal die Woche","2015","17-34","maennlich","1649","","",""
"Mindestens einmal die Woche","2015","17-34","weiblich","1633","","",""
"Mindestens einmal die Woche","2015","35-65","maennlich","2582","","",""
"Mindestens einmal die Woche","2015","35-65","weiblich","3595","0.441789309470658","0.431119887015496","0.45245873192582"
"Mindestens einmal die Woche","2015","66 +","maennlich","829","0.335843346202359","0.316873140879028","0.354813551525689"
"Mindestens einmal die Woche","2015","66 +","weiblich","944","0.362366784777802","0.343463731753766","0.381269837801839"
"Fast nie oder nie","2016","17-34","maennlich","","","",""
"Fast nie oder nie","2016","17-34","weiblich","","","",""
"Fast nie oder nie","2016","35-65","maennlich","","","",""
"Fast nie oder nie","2016","35-65","weiblich","","","",""
"Fast nie oder nie","2016","66 +","maennlich","","","",""
"Fast nie oder nie","2016","66 +","weiblich","","","",""
"Mehrmals im Jahr","2016","17-34","maennlich","","","",""
"Mehrmals im Jahr","2016","17-34","weiblich","","","",""
"Mehrmals im Jahr","2016","35-65","maennlich","","","",""
"Mehrmals im Jahr","2016","35-65","weiblich","","","",""
"Mehrmals im Jahr","2016","66 +","maennlich","","","",""
"Mehrmals im Jahr","2016","66 +","weiblich","","","",""
"Mindestens einmal im Monat","2016","17-34","maennlich","","","",""
"Mindestens einmal im Monat","2016","17-34","weiblich","","","",""
"Mindestens einmal im Monat","2016","35-65","maennlich","","","",""
"Mindestens einmal im Monat","2016","35-65","weiblich","","","",""
"Mindestens einmal im Monat","2016","66 +","maennlich","","","",""
"Mindestens einmal im Monat","2016","66 +","weiblich","","","",""
"Mindestens einmal die Woche","2016","17-34","maennlich","","","",""
"Mindestens einmal die Woche","2016","17-34","weiblich","","","",""
"Mindestens einmal die Woche","2016","35-65","maennlich","","","",""
"Mindestens einmal die Woche","2016","35-65","weiblich","","","",""
"Mindestens einmal die Woche","2016","66 +","maennlich","","","",""
"Mindestens einmal die Woche","2016","66 +","weiblich","","","",""
"Fast nie oder nie","2017","17-34","maennlich","987","0.208653826073463","0.196205136177711","0.221102515969214"
"Fast nie oder nie","2017","17-34","weiblich","1590","","",""
"Fast nie oder nie","2017","35-65","maennlich","3117","0.355277091327795","0.344751997815878","0.365802184839713"
"Fast nie oder nie","2017","35-65","weiblich","3600","0.355441446195227","0.345669252204006","0.365213640186449"
"Fast nie oder nie","2017","66 +","maennlich","1166","","",""
"Fast nie oder nie","2017","66 +","weiblich","1222","","",""
"Mehrmals im Jahr","2017","17-34","maennlich","564","0.133894456052151","0.123461823158053","0.14432708894625"
"Mehrmals im Jahr","2017","17-34","weiblich","612","0.143630832143525","0.133048103067768","0.154213561219281"
"Mehrmals im Jahr","2017","35-65","maennlich","1254","","",""
"Mehrmals im Jahr","2017","35-65","weiblich","1214","","",""
"Mehrmals im Jahr","2017","66 +","maennlich","284","","",""
"Mehrmals im Jahr","2017","66 +","weiblich","155","","",""
"Mindestens einmal im Monat","2017","17-34","maennlich","273","","",""
"Mindestens einmal im Monat","2017","17-34","weiblich","268","","",""
"Mindestens einmal im Monat","2017","35-65","maennlich","476","0.0684485309098355","0.0628953566364804","0.0740017051831906"
"Mindestens einmal im Monat","2017","35-65","weiblich","401","0.0421176985462446","0.0380169300880978","0.0462184670043913"
"Mindestens einmal im Monat","2017","66 +","maennlich","84","0.0310164278110145","0.0241475593041799","0.0378852963178492"
"Mindestens einmal im Monat","2017","66 +","weiblich","61","0.0261371090652768","0.0198980951076948","0.0323761230228588"
"Mindestens einmal die Woche","2017","17-34","maennlich","2269","","",""
"Mindestens einmal die Woche","2017","17-34","weiblich","1749","","",""
"Mindestens einmal die Woche","2017","35-65","maennlich","3096","0.410177735293571","0.399360844817931","0.420994625769211"
"Mindestens einmal die Woche","2017","35-65","weiblich","4001","0.473751562476046","0.463557492854271","0.483945632097821"
"Mindestens einmal die Woche","2017","66 +","maennlich","913","0.349580625399471","0.330687599558584","0.368473651240359"
"Mindestens einmal die Woche","2017","66 +","weiblich","1074","","",""
"Fast nie oder nie","2018","17-34","maennlich","286","","",""
"Fast nie oder nie","2018","17-34","weiblich","376","0.528799489351495","0.490803328583334","0.566795650119655"
"Fast nie oder nie","2018","35-65","maennlich","464","0.460202071956427","0.428624261501054","0.4917798824118"
"Fast nie oder nie","2018","35-65","weiblich","386","0.696290742151963","0.659857593510769","0.732723890793157"
"Fast nie oder nie","2018","66 +","maennlich","5","0.496348416375875","0.18645916471978","0.806237668031969"
"Fast nie oder nie","2018","66 +","weiblich","11","","",""
"Mehrmals im Jahr","2018","17-34","maennlich","143","","",""
"Mehrmals im Jahr","2018","17-34","weiblich","115","","",""
"Mehrmals im Jahr","2018","35-65","maennlich","161","","",""
"Mehrmals im Jahr","2018","35-65","weiblich","94","0.108455041721998","0.0838191165097334","0.133090966934262"
"Mehrmals im Jahr","2018","66 +","maennlich","1","","",""
"Mehrmals im Jahr","2018","66 +","weiblich","","","",""
"Mindestens einmal im Monat","2018","17-34","maennlich","64","0.0899549618798989","0.0713856984710798","0.108524225288718"
"Mindestens einmal im Monat","2018","17-34","weiblich","28","","",""
"Mindestens einmal im Monat","2018","35-65","maennlich","64","0.0790440178120723","0.0619499248106964","0.0961381108134482"
"Mindestens einmal im Monat","2018","35-65","weiblich","22","","",""
"Mindestens einmal im Monat","2018","66 +","maennlich","","","",""
"Mindestens einmal im Monat","2018","66 +","weiblich","1","","",""
"Mindestens einmal die Woche","2018","17-34","maennlich","419","0.464200963668671","0.431833799187366","0.496568128149976"
"Mindestens einmal die Woche","2018","17-34","weiblich","144","","",""
"Mindestens einmal die Woche","2018","35-65","maennlich","268","","",""
"Mindestens einmal die Woche","2018","35-65","weiblich","110","","",""
"Mindestens einmal die Woche","2018","66 +","maennlich","4","0.326120740613619","0.0355657455938456","0.616675735633392"
"Mindestens einmal die Woche","2018","66 +","weiblich","1","","",""
"Fast nie oder nie","2019","17-34","maennlich","666","0.155860361227782","0.143691360048543","0.16802936240702"
"Fast nie oder nie","2019","17-34","weiblich","975","0.20641484918074","0.192919277075812","0.219910421285668"
"Fast nie oder nie","2019","35-65","maennlich","2312","","",""
"Fast nie oder nie","2019","35-65","weiblich","2535","","",""
"Fast nie oder nie","2019","66 +","maennlich","966","0.392130842400799","0.373517684360276","0.410744000441322"
"Fast nie oder nie","2019","66 +","weiblich","955","0.401461139513478","0.382575404675686","0.42034687435127"
"Mehrmals im Jahr","2019","17-34","maennlich","412","0.114827718419237","0.104131821281782","0.125523615556692"
"Mehrmals im Jahr","2019","17-34","weiblich","468","0.130670127581884","0.119431726576367","0.141908528587401"
"Mehrmals im Jahr","2019","35-65","maennlich","1218","","",""
"Mehrmals im Jahr","2019","35-65","weiblich","1125","","",""
"Mehrmals im Jahr","2019","66 +","maennlich","317","0.125370050184625","0.112745713114945","0.137994387254305"
"Mehrmals im Jahr","2019","66 +","weiblich","235","","",""
"Mindestens einmal im Monat","2019","17-34","maennlich","237","","",""
"Mindestens einmal im Monat","2019","17-34","weiblich","220","","",""
"Mindestens einmal im Monat","2019","35-65","maennlich","421","0.0523624222574933","0.0475041602005326","0.0572206843144539"
"Mindestens einmal im Monat","2019","35-65","weiblich","313","0.0414439826486254","0.0372485376418956","0.0456394276553553"
"Mindestens einmal im Monat","2019","66 +","maennlich","94","0.0343508558006446","0.0274073633109723","0.0412943482903168"
"Mindestens einmal im Monat","2019","66 +","weiblich","55","0.0235923140629975","0.0177448599803315","0.0294397681456635"
"Mindestens einmal die Woche","2019","17-34","maennlich","2098","","",""
"Mindestens einmal die Woche","2019","17-34","weiblich","1792","","",""
"Mindestens einmal die Woche","2019","35-65","maennlich","4125","0.510712469553839","0.499810116528259","0.521614822579418"
"Mindestens einmal die Woche","2019","35-65","weiblich","4697","0.562779785667164","0.552338405620511","0.573221165713817"
"Mindestens einmal die Woche","2019","66 +","maennlich","1266","","",""
"Mindestens einmal die Woche","2019","66 +","weiblich","1343","","",""
