"m11104","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Fast nie oder nie","1996","Hessen","482","0.507279411016156","0.474653038136921","0.53990578389539"
"Fast nie oder nie","1996","Rheinland-Pfalz,Saarland","376","0.54480873721321","0.507597606875279","0.582019867551141"
"Fast nie oder nie","1996","Baden-Wuerttemberg","819","0.475814752833163","0.452025491315028","0.499604014351298"
"Fast nie oder nie","1996","Bayern","684","0.434773434958038","0.410759322834498","0.458787547081578"
"Fast nie oder nie","1996","Saarland","","","",""
"Fast nie oder nie","1996","Berlin","257","","",""
"Fast nie oder nie","1996","Brandenburg","355","0.62337891569403","0.584511175171693","0.662246656216366"
"Fast nie oder nie","1996","Mecklenburg-Vorpommern","208","","",""
"Fast nie oder nie","1996","Sachsen","626","0.607215483388182","0.578381417123218","0.636049549653145"
"Fast nie oder nie","1996","Sachsen-Anhalt","399","0.659857597731759","0.623877157352808","0.69583803811071"
"Fast nie oder nie","1996","Thueringen","371","0.624422049245949","0.587307142305359","0.661536956186539"
"Mehrmals im Jahr","1996","Schleswig-Holstein","53","0.193163620848028","0.14675687692034","0.239570364775717"
"Mehrmals im Jahr","1996","Hamburg","20","","",""
"Mehrmals im Jahr","1996","Niedersachsen","205","","",""
"Mehrmals im Jahr","1996","Bremen","14","","",""
"Mehrmals im Jahr","1996","Nordrhein-Westfalen","536","0.205652975525785","0.189940921881346","0.221365029170224"
"Mehrmals im Jahr","1996","Hessen","146","","",""
"Mehrmals im Jahr","1996","Rheinland-Pfalz,Saarland","126","","",""
"Mehrmals im Jahr","1996","Baden-Wuerttemberg","363","0.205157546924467","0.185922028827771","0.224393065021164"
"Mehrmals im Jahr","1996","Bayern","372","0.207841437561041","0.188185404201688","0.227497470920395"
"Mehrmals im Jahr","1996","Saarland","","","",""
"Mehrmals im Jahr","1996","Berlin","118","","",""
"Mehrmals im Jahr","1996","Brandenburg","141","","",""
"Mehrmals im Jahr","1996","Mecklenburg-Vorpommern","99","0.252813513158579","0.210060425626954","0.295566600690204"
"Mehrmals im Jahr","1996","Sachsen","216","","",""
"Mehrmals im Jahr","1996","Sachsen-Anhalt","136","","",""
"Mehrmals im Jahr","1996","Thueringen","148","","",""
"Mindestens einmal im Monat","1996","Schleswig-Holstein","28","","",""
"Mindestens einmal im Monat","1996","Hamburg","9","0.0588238588358522","0.0175756309991255","0.100072086672579"
"Mindestens einmal im Monat","1996","Niedersachsen","73","0.0632745159387823","0.048442557507815","0.0781064743697497"
"Mindestens einmal im Monat","1996","Bremen","7","0.0594090988849036","0.0116219595392691","0.107196238230538"
"Mindestens einmal im Monat","1996","Nordrhein-Westfalen","211","","",""
"Mindestens einmal im Monat","1996","Hessen","48","0.060961697219836","0.0453476675364061","0.0765757269032659"
"Mindestens einmal im Monat","1996","Rheinland-Pfalz,Saarland","43","0.0601191106786504","0.0423569188821452","0.0778813024751557"
"Mindestens einmal im Monat","1996","Baden-Wuerttemberg","129","","",""
"Mindestens einmal im Monat","1996","Bayern","144","","",""
"Mindestens einmal im Monat","1996","Saarland","","","",""
"Mindestens einmal im Monat","1996","Berlin","35","0.065490773261576","0.0445081724451701","0.0864733740779819"
"Mindestens einmal im Monat","1996","Brandenburg","25","","",""
"Mindestens einmal im Monat","1996","Mecklenburg-Vorpommern","30","0.0645399509588571","0.0403697770349236","0.0887101248827906"
"Mindestens einmal im Monat","1996","Sachsen","76","0.0548396309638184","0.0413978347430232","0.0682814271846135"
"Mindestens einmal im Monat","1996","Sachsen-Anhalt","29","","",""
"Mindestens einmal im Monat","1996","Thueringen","30","0.0399679257987325","0.0249552573473058","0.0549805942501592"
"Mindestens einmal die Woche","1996","Schleswig-Holstein","82","0.320953168813099","0.266075406990872","0.375830930635325"
"Mindestens einmal die Woche","1996","Hamburg","36","0.329837430292248","0.247417330215384","0.412257530369113"
"Mindestens einmal die Woche","1996","Niedersachsen","281","","",""
"Mindestens einmal die Woche","1996","Bremen","25","","",""
"Mindestens einmal die Woche","1996","Nordrhein-Westfalen","614","0.264067256695925","0.246930183258099","0.281204330133751"
"Mindestens einmal die Woche","1996","Hessen","226","","",""
"Mindestens einmal die Woche","1996","Rheinland-Pfalz,Saarland","143","","",""
"Mindestens einmal die Woche","1996","Baden-Wuerttemberg","382","0.253134055994114","0.232422332989373","0.273845778998855"
"Mindestens einmal die Woche","1996","Bayern","437","0.276424411564313","0.254759650611389","0.298089172517236"
"Mindestens einmal die Woche","1996","Saarland","","","",""
"Mindestens einmal die Woche","1996","Berlin","124","","",""
"Mindestens einmal die Woche","1996","Brandenburg","76","0.12479041372709","0.0982805453962487","0.151300282057931"
"Mindestens einmal die Woche","1996","Mecklenburg-Vorpommern","60","0.124005308240135","0.0915845092923043","0.156426107187966"
"Mindestens einmal die Woche","1996","Sachsen","184","","",""
"Mindestens einmal die Woche","1996","Sachsen-Anhalt","102","","",""
"Mindestens einmal die Woche","1996","Thueringen","105","","",""
"Fast nie oder nie","1997","Schleswig-Holstein","110","","",""
"Fast nie oder nie","1997","Hamburg","56","0.476480242766574","0.386744885313047","0.566215600220101"
"Fast nie oder nie","1997","Niedersachsen","469","0.473175239920805","0.442579964388018","0.503770515453592"
"Fast nie oder nie","1997","Bremen","52","0.644402915140699","0.546586437120493","0.742219393160906"
"Fast nie oder nie","1997","Nordrhein-Westfalen","1226","","",""
"Fast nie oder nie","1997","Hessen","434","0.505733180567939","0.471801410283562","0.539664950852315"
"Fast nie oder nie","1997","Rheinland-Pfalz,Saarland","393","0.552967125696487","0.516266546354727","0.589667705038247"
"Fast nie oder nie","1997","Baden-Wuerttemberg","869","0.512421316145672","0.488625577577112","0.536217054714232"
"Fast nie oder nie","1997","Bayern","683","0.437676924480803","0.413444050110183","0.461909798851423"
"Fast nie oder nie","1997","Saarland","","","",""
"Fast nie oder nie","1997","Berlin","246","","",""
"Fast nie oder nie","1997","Brandenburg","359","0.617388114827911","0.578269893014136","0.656506336641686"
"Fast nie oder nie","1997","Mecklenburg-Vorpommern","214","","",""
"Fast nie oder nie","1997","Sachsen","608","0.610334326808766","0.581113925577581","0.639554728039951"
"Fast nie oder nie","1997","Sachsen-Anhalt","402","0.655646002457302","0.619312883601955","0.691979121312649"
"Fast nie oder nie","1997","Thueringen","380","0.621825162874489","0.584716386705897","0.658933939043081"
"Mehrmals im Jahr","1997","Schleswig-Holstein","50","0.173682848178126","0.128156887113073","0.21920880924318"
"Mehrmals im Jahr","1997","Hamburg","13","","",""
"Mehrmals im Jahr","1997","Niedersachsen","191","","",""
"Mehrmals im Jahr","1997","Bremen","7","0.052185915462882","0.00674025603037003","0.0976315748953939"
"Mehrmals im Jahr","1997","Nordrhein-Westfalen","468","0.189519021246627","0.17410041853241","0.204937623960844"
"Mehrmals im Jahr","1997","Hessen","128","","",""
"Mehrmals im Jahr","1997","Rheinland-Pfalz,Saarland","122","","",""
"Mehrmals im Jahr","1997","Baden-Wuerttemberg","313","0.176748973330055","0.158589308433199","0.194908638226911"
"Mehrmals im Jahr","1997","Bayern","362","0.216331968119892","0.196219675957981","0.236444260281804"
"Mehrmals im Jahr","1997","Saarland","","","",""
"Mehrmals im Jahr","1997","Berlin","98","0.190098516736948","0.155774216371671","0.224422817102225"
"Mehrmals im Jahr","1997","Brandenburg","131","","",""
"Mehrmals im Jahr","1997","Mecklenburg-Vorpommern","82","0.226834686679694","0.184948252247369","0.268721121112019"
"Mehrmals im Jahr","1997","Sachsen","214","","",""
"Mehrmals im Jahr","1997","Sachsen-Anhalt","135","","",""
"Mehrmals im Jahr","1997","Thueringen","158","","",""
"Mindestens einmal im Monat","1997","Schleswig-Holstein","15","","",""
"Mindestens einmal im Monat","1997","Hamburg","4","0.0229821197776001","-0.00394072256800502","0.0499049621232052"
"Mindestens einmal im Monat","1997","Niedersachsen","74","0.069350791490429","0.0537829288401229","0.0849186541407351"
"Mindestens einmal im Monat","1997","Bremen","5","0.0339873224766547","-0.00303844474348897","0.0710130896967984"
"Mindestens einmal im Monat","1997","Nordrhein-Westfalen","156","","",""
"Mindestens einmal im Monat","1997","Hessen","56","0.058004552044558","0.0421402669332095","0.0738688371559065"
"Mindestens einmal im Monat","1997","Rheinland-Pfalz,Saarland","34","0.045424022719652","0.0300530419540376","0.0607950034852664"
"Mindestens einmal im Monat","1997","Baden-Wuerttemberg","102","","",""
"Mindestens einmal im Monat","1997","Bayern","141","","",""
"Mindestens einmal im Monat","1997","Saarland","","","",""
"Mindestens einmal im Monat","1997","Berlin","29","","",""
"Mindestens einmal im Monat","1997","Brandenburg","23","","",""
"Mindestens einmal im Monat","1997","Mecklenburg-Vorpommern","23","","",""
"Mindestens einmal im Monat","1997","Sachsen","57","0.0450708230000015","0.0326402963812218","0.0575013496187813"
"Mindestens einmal im Monat","1997","Sachsen-Anhalt","22","","",""
"Mindestens einmal im Monat","1997","Thueringen","16","","",""
"Mindestens einmal die Woche","1997","Schleswig-Holstein","91","0.374444009550214","0.316282749092261","0.432605270008167"
"Mindestens einmal die Woche","1997","Hamburg","46","0.379982408311766","0.292773999655256","0.467190816968276"
"Mindestens einmal die Woche","1997","Niedersachsen","289","","",""
"Mindestens einmal die Woche","1997","Bremen","28","","",""
"Mindestens einmal die Woche","1997","Nordrhein-Westfalen","632","0.25995540675663","0.242699985158626","0.277210828354634"
"Mindestens einmal die Woche","1997","Hessen","216","","",""
"Mindestens einmal die Woche","1997","Rheinland-Pfalz,Saarland","156","","",""
"Mindestens einmal die Woche","1997","Baden-Wuerttemberg","411","0.256241852568135","0.235459048627687","0.277024656508583"
"Mindestens einmal die Woche","1997","Bayern","424","0.275866031325547","0.254034021065723","0.29769804158537"
"Mindestens einmal die Woche","1997","Saarland","","","",""
"Mindestens einmal die Woche","1997","Berlin","129","","",""
"Mindestens einmal die Woche","1997","Brandenburg","80","0.139076842854331","0.111226512514219","0.166927173194443"
"Mindestens einmal die Woche","1997","Mecklenburg-Vorpommern","65","0.15826062442686","0.12175517176291","0.194766077090811"
"Mindestens einmal die Woche","1997","Sachsen","191","","",""
"Mindestens einmal die Woche","1997","Sachsen-Anhalt","98","0.120315952019176","0.0954393893984691","0.145192514639882"
"Mindestens einmal die Woche","1997","Thueringen","102","","",""
"Fast nie oder nie","1998","Schleswig-Holstein","109","","",""
"Fast nie oder nie","1998","Hamburg","62","0.410830225394436","0.332617445836165","0.489043004952707"
"Fast nie oder nie","1998","Niedersachsen","448","0.377482274797364","0.349905283998687","0.40505926559604"
"Fast nie oder nie","1998","Bremen","44","0.547499287617541","0.449452830185453","0.645545745049629"
"Fast nie oder nie","1998","Nordrhein-Westfalen","1129","","",""
"Fast nie oder nie","1998","Hessen","425","0.446108711049473","0.414314510139068","0.477902911959879"
"Fast nie oder nie","1998","Rheinland-Pfalz,Saarland","381","0.480636961469952","0.445993697455125","0.515280225484779"
"Fast nie oder nie","1998","Baden-Wuerttemberg","808","0.431522973622859","0.408603993297171","0.454441953948547"
"Fast nie oder nie","1998","Bayern","673","0.37398223992829","0.351987075523425","0.395977404333155"
"Fast nie oder nie","1998","Saarland","","","",""
"Fast nie oder nie","1998","Berlin","190","","",""
"Fast nie oder nie","1998","Brandenburg","278","","",""
"Fast nie oder nie","1998","Mecklenburg-Vorpommern","177","","",""
"Fast nie oder nie","1998","Sachsen","512","0.476476794605941","0.447821722304298","0.505131866907583"
"Fast nie oder nie","1998","Sachsen-Anhalt","328","0.513371770749143","0.475941975911286","0.550801565587"
"Fast nie oder nie","1998","Thueringen","320","0.50583037045327","0.469462300238352","0.542198440668189"
"Mehrmals im Jahr","1998","Schleswig-Holstein","72","0.20001815053955","0.157499115190811","0.242537185888289"
"Mehrmals im Jahr","1998","Hamburg","25","","",""
"Mehrmals im Jahr","1998","Niedersachsen","232","","",""
"Mehrmals im Jahr","1998","Bremen","12","","",""
"Mehrmals im Jahr","1998","Nordrhein-Westfalen","625","0.214695759450591","0.199532751170948","0.229858767730233"
"Mehrmals im Jahr","1998","Hessen","177","","",""
"Mehrmals im Jahr","1998","Rheinland-Pfalz,Saarland","152","","",""
"Mehrmals im Jahr","1998","Baden-Wuerttemberg","324","0.168073584252304","0.150770279382701","0.185376889121906"
"Mehrmals im Jahr","1998","Bayern","479","0.241463902735041","0.22200928819398","0.260918517276102"
"Mehrmals im Jahr","1998","Saarland","","","",""
"Mehrmals im Jahr","1998","Berlin","122","","",""
"Mehrmals im Jahr","1998","Brandenburg","177","","",""
"Mehrmals im Jahr","1998","Mecklenburg-Vorpommern","104","","",""
"Mehrmals im Jahr","1998","Sachsen","307","0.248515398442863","0.223721240821355","0.273309556064372"
"Mehrmals im Jahr","1998","Sachsen-Anhalt","187","","",""
"Mehrmals im Jahr","1998","Thueringen","196","","",""
"Mindestens einmal im Monat","1998","Schleswig-Holstein","36","0.0926494278704527","0.0618304974662125","0.123468358274693"
"Mindestens einmal im Monat","1998","Hamburg","10","","",""
"Mindestens einmal im Monat","1998","Niedersachsen","97","0.0791282597499524","0.0637719058742602","0.0944846136256447"
"Mindestens einmal im Monat","1998","Bremen","8","0.0569235031341252","0.0112830692817043","0.102563936986546"
"Mindestens einmal im Monat","1998","Nordrhein-Westfalen","238","","",""
"Mindestens einmal im Monat","1998","Hessen","70","0.0720076187355007","0.0554736647420717","0.0885415727289297"
"Mindestens einmal im Monat","1998","Rheinland-Pfalz,Saarland","42","0.0577105479287388","0.0415411270689929","0.0738799687884847"
"Mindestens einmal im Monat","1998","Baden-Wuerttemberg","152","","",""
"Mindestens einmal im Monat","1998","Bayern","168","","",""
"Mindestens einmal im Monat","1998","Saarland","","","",""
"Mindestens einmal im Monat","1998","Berlin","49","0.0857859350773867","0.0618307002050507","0.109741169949723"
"Mindestens einmal im Monat","1998","Brandenburg","30","0.0479072118013374","0.0310826852402535","0.0647317383624214"
"Mindestens einmal im Monat","1998","Mecklenburg-Vorpommern","20","","",""
"Mindestens einmal im Monat","1998","Sachsen","91","0.0728255880096637","0.0579170388497948","0.0877341371695327"
"Mindestens einmal im Monat","1998","Sachsen-Anhalt","37","0.0486011570240267","0.0324981338122173","0.0647041802358362"
"Mindestens einmal im Monat","1998","Thueringen","54","0.0633184254062834","0.0456034390366426","0.0810334117759242"
"Mindestens einmal die Woche","1998","Schleswig-Holstein","123","","",""
"Mindestens einmal die Woche","1998","Hamburg","55","0.342962663392937","0.267497808150969","0.418427518634905"
"Mindestens einmal die Woche","1998","Niedersachsen","410","0.350343254101181","0.323203145102433","0.377483363099929"
"Mindestens einmal die Woche","1998","Bremen","35","0.285534779118044","0.1965633539404","0.374506204295688"
"Mindestens einmal die Woche","1998","Nordrhein-Westfalen","825","0.310659488883796","0.293570597865798","0.327748379901794"
"Mindestens einmal die Woche","1998","Hessen","267","","",""
"Mindestens einmal die Woche","1998","Rheinland-Pfalz,Saarland","224","","",""
"Mindestens einmal die Woche","1998","Baden-Wuerttemberg","510","0.313465299585868","0.291998719839943","0.334931879331794"
"Mindestens einmal die Woche","1998","Bayern","539","0.305385457712007","0.284448937150075","0.32632197827394"
"Mindestens einmal die Woche","1998","Saarland","","","",""
"Mindestens einmal die Woche","1998","Berlin","164","","",""
"Mindestens einmal die Woche","1998","Brandenburg","134","","",""
"Mindestens einmal die Woche","1998","Mecklenburg-Vorpommern","102","","",""
"Mindestens einmal die Woche","1998","Sachsen","257","","",""
"Mindestens einmal die Woche","1998","Sachsen-Anhalt","133","","",""
"Mindestens einmal die Woche","1998","Thueringen","156","","",""
"Fast nie oder nie","1999","Schleswig-Holstein","117","","",""
"Fast nie oder nie","1999","Hamburg","62","0.459414293038882","0.376567591593883","0.542260994483882"
"Fast nie oder nie","1999","Niedersachsen","488","0.425634877222098","0.397120116418777","0.454149638025419"
"Fast nie oder nie","1999","Bremen","42","0.538212665802863","0.43405176661464","0.642373564991086"
"Fast nie oder nie","1999","Nordrhein-Westfalen","1243","","",""
"Fast nie oder nie","1999","Hessen","441","0.507412147585557","0.474418063465103","0.540406231706011"
"Fast nie oder nie","1999","Rheinland-Pfalz,Saarland","421","0.55585342576452","0.520620824132343","0.591086027396697"
"Fast nie oder nie","1999","Baden-Wuerttemberg","853","0.505056462513336","0.481386886559599","0.528726038467074"
"Fast nie oder nie","1999","Bayern","727","0.423159919803339","0.400195145050189","0.446124694556489"
"Fast nie oder nie","1999","Saarland","","","",""
"Fast nie oder nie","1999","Berlin","210","","",""
"Fast nie oder nie","1999","Brandenburg","335","0.586512198812223","0.546809116329567","0.626215281294879"
"Fast nie oder nie","1999","Mecklenburg-Vorpommern","211","","",""
"Fast nie oder nie","1999","Sachsen","622","0.572590324456959","0.543860669761002","0.601319979152916"
"Fast nie oder nie","1999","Sachsen-Anhalt","401","0.620235231656135","0.583864202326831","0.65660626098544"
"Fast nie oder nie","1999","Thueringen","399","0.621609564116229","0.585935890383747","0.657283237848712"
"Mehrmals im Jahr","1999","Schleswig-Holstein","74","0.221135400873443","0.175593320189175","0.266677481557711"
"Mehrmals im Jahr","1999","Hamburg","21","","",""
"Mehrmals im Jahr","1999","Niedersachsen","233","","",""
"Mehrmals im Jahr","1999","Bremen","14","","",""
"Mehrmals im Jahr","1999","Nordrhein-Westfalen","556","0.193429881595266","0.178453299506341","0.208406463684191"
"Mehrmals im Jahr","1999","Hessen","136","","",""
"Mehrmals im Jahr","1999","Rheinland-Pfalz,Saarland","125","","",""
"Mehrmals im Jahr","1999","Baden-Wuerttemberg","307","0.16319619093988","0.145701369453176","0.180691012426585"
"Mehrmals im Jahr","1999","Bayern","407","0.21938483239905","0.200149309144948","0.238620355653152"
"Mehrmals im Jahr","1999","Saarland","","","",""
"Mehrmals im Jahr","1999","Berlin","145","","",""
"Mehrmals im Jahr","1999","Brandenburg","149","","",""
"Mehrmals im Jahr","1999","Mecklenburg-Vorpommern","82","0.243385807720781","0.200959358840861","0.2858122566007"
"Mehrmals im Jahr","1999","Sachsen","229","","",""
"Mehrmals im Jahr","1999","Sachsen-Anhalt","142","","",""
"Mehrmals im Jahr","1999","Thueringen","155","","",""
"Mindestens einmal im Monat","1999","Schleswig-Holstein","26","","",""
"Mindestens einmal im Monat","1999","Hamburg","14","","",""
"Mindestens einmal im Monat","1999","Niedersachsen","101","","",""
"Mindestens einmal im Monat","1999","Bremen","2","","",""
"Mindestens einmal im Monat","1999","Nordrhein-Westfalen","194","","",""
"Mindestens einmal im Monat","1999","Hessen","55","0.0551625350114172","0.0400959627325846","0.0702291072902498"
"Mindestens einmal im Monat","1999","Rheinland-Pfalz,Saarland","34","0.0542938603176474","0.0382261173182916","0.0703616033170032"
"Mindestens einmal im Monat","1999","Baden-Wuerttemberg","108","","",""
"Mindestens einmal im Monat","1999","Bayern","157","","",""
"Mindestens einmal im Monat","1999","Saarland","","","",""
"Mindestens einmal im Monat","1999","Berlin","31","0.0634578285680374","0.0422584804077307","0.0846571767283441"
"Mindestens einmal im Monat","1999","Brandenburg","30","0.0472277043275563","0.0301256875319742","0.0643297211231385"
"Mindestens einmal im Monat","1999","Mecklenburg-Vorpommern","14","","",""
"Mindestens einmal im Monat","1999","Sachsen","77","0.0663548020335271","0.0518999602708586","0.0808096437961957"
"Mindestens einmal im Monat","1999","Sachsen-Anhalt","20","","",""
"Mindestens einmal im Monat","1999","Thueringen","56","0.0699926981184239","0.0512259742667847","0.0887594219700632"
"Mindestens einmal die Woche","1999","Schleswig-Holstein","102","","",""
"Mindestens einmal die Woche","1999","Hamburg","42","0.300339223422709","0.224132992658023","0.376545454187395"
"Mindestens einmal die Woche","1999","Niedersachsen","333","0.29457970324126","0.26829019365436","0.320869212828159"
"Mindestens einmal die Woche","1999","Bremen","30","0.320971025566042","0.223430784860386","0.418511266271698"
"Mindestens einmal die Woche","1999","Nordrhein-Westfalen","679","0.263523783053476","0.246819834809202","0.28022773129775"
"Mindestens einmal die Woche","1999","Hessen","250","","",""
"Mindestens einmal die Woche","1999","Rheinland-Pfalz,Saarland","184","","",""
"Mindestens einmal die Woche","1999","Baden-Wuerttemberg","446","0.278393261041693","0.257174387158237","0.299612134925149"
"Mindestens einmal die Woche","1999","Bayern","487","0.279374837749748","0.258518859365697","0.3002308161338"
"Mindestens einmal die Woche","1999","Saarland","","","",""
"Mindestens einmal die Woche","1999","Berlin","122","","",""
"Mindestens einmal die Woche","1999","Brandenburg","77","0.134239892717066","0.106755007095798","0.161724778338334"
"Mindestens einmal die Woche","1999","Mecklenburg-Vorpommern","86","0.191201450122319","0.15232222607562","0.230080674169018"
"Mindestens einmal die Woche","1999","Sachsen","211","","",""
"Mindestens einmal die Woche","1999","Sachsen-Anhalt","121","","",""
"Mindestens einmal die Woche","1999","Thueringen","100","","",""
"Fast nie oder nie","2000","Schleswig-Holstein","","","",""
"Fast nie oder nie","2000","Hamburg","","","",""
"Fast nie oder nie","2000","Niedersachsen","","","",""
"Fast nie oder nie","2000","Bremen","","","",""
"Fast nie oder nie","2000","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2000","Hessen","","","",""
"Fast nie oder nie","2000","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2000","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2000","Bayern","","","",""
"Fast nie oder nie","2000","Saarland","","","",""
"Fast nie oder nie","2000","Berlin","","","",""
"Fast nie oder nie","2000","Brandenburg","","","",""
"Fast nie oder nie","2000","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2000","Sachsen","","","",""
"Fast nie oder nie","2000","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2000","Thueringen","","","",""
"Mehrmals im Jahr","2000","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2000","Hamburg","","","",""
"Mehrmals im Jahr","2000","Niedersachsen","","","",""
"Mehrmals im Jahr","2000","Bremen","","","",""
"Mehrmals im Jahr","2000","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2000","Hessen","","","",""
"Mehrmals im Jahr","2000","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2000","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2000","Bayern","","","",""
"Mehrmals im Jahr","2000","Saarland","","","",""
"Mehrmals im Jahr","2000","Berlin","","","",""
"Mehrmals im Jahr","2000","Brandenburg","","","",""
"Mehrmals im Jahr","2000","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2000","Sachsen","","","",""
"Mehrmals im Jahr","2000","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2000","Thueringen","","","",""
"Mindestens einmal im Monat","2000","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2000","Hamburg","","","",""
"Mindestens einmal im Monat","2000","Niedersachsen","","","",""
"Mindestens einmal im Monat","2000","Bremen","","","",""
"Mindestens einmal im Monat","2000","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2000","Hessen","","","",""
"Mindestens einmal im Monat","2000","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2000","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2000","Bayern","","","",""
"Mindestens einmal im Monat","2000","Saarland","","","",""
"Mindestens einmal im Monat","2000","Berlin","","","",""
"Mindestens einmal im Monat","2000","Brandenburg","","","",""
"Mindestens einmal im Monat","2000","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2000","Sachsen","","","",""
"Mindestens einmal im Monat","2000","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2000","Thueringen","","","",""
"Mindestens einmal die Woche","2000","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2000","Hamburg","","","",""
"Mindestens einmal die Woche","2000","Niedersachsen","","","",""
"Mindestens einmal die Woche","2000","Bremen","","","",""
"Mindestens einmal die Woche","2000","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2000","Hessen","","","",""
"Mindestens einmal die Woche","2000","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2000","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2000","Bayern","","","",""
"Mindestens einmal die Woche","2000","Saarland","","","",""
"Mindestens einmal die Woche","2000","Berlin","","","",""
"Mindestens einmal die Woche","2000","Brandenburg","","","",""
"Mindestens einmal die Woche","2000","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2000","Sachsen","","","",""
"Mindestens einmal die Woche","2000","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2000","Thueringen","","","",""
"Fast nie oder nie","2001","Schleswig-Holstein","287","","",""
"Fast nie oder nie","2001","Hamburg","130","","",""
"Fast nie oder nie","2001","Niedersachsen","853","0.472031861033542","0.449184400296376","0.494879321770708"
"Fast nie oder nie","2001","Bremen","67","0.469825993976936","0.391507644221836","0.548144343732037"
"Fast nie oder nie","2001","Nordrhein-Westfalen","2199","","",""
"Fast nie oder nie","2001","Hessen","757","0.527233922675261","0.501737952427322","0.552729892923199"
"Fast nie oder nie","2001","Rheinland-Pfalz,Saarland","732","0.552538054011734","0.525974589823767","0.579101518199701"
"Fast nie oder nie","2001","Baden-Wuerttemberg","1253","","",""
"Fast nie oder nie","2001","Bayern","1403","","",""
"Fast nie oder nie","2001","Saarland","","","",""
"Fast nie oder nie","2001","Berlin","305","0.410515145362789","0.376124705077597","0.444905585647981"
"Fast nie oder nie","2001","Brandenburg","507","0.554259672103911","0.522585875234309","0.585933468973512"
"Fast nie oder nie","2001","Mecklenburg-Vorpommern","273","","",""
"Fast nie oder nie","2001","Sachsen","901","0.569468642027025","0.545453105122566","0.593484178931484"
"Fast nie oder nie","2001","Sachsen-Anhalt","602","0.652918387434124","0.623294809740714","0.682541965127534"
"Fast nie oder nie","2001","Thueringen","563","0.63223116124136","0.601712589819496","0.662749732663225"
"Mehrmals im Jahr","2001","Schleswig-Holstein","137","","",""
"Mehrmals im Jahr","2001","Hamburg","36","0.128953274234916","0.0888280375507527","0.16907851091908"
"Mehrmals im Jahr","2001","Niedersachsen","313","0.161215307305536","0.144385590381233","0.178045024229839"
"Mehrmals im Jahr","2001","Bremen","29","","",""
"Mehrmals im Jahr","2001","Nordrhein-Westfalen","734","0.153943916789907","0.143509067632766","0.164378765947049"
"Mehrmals im Jahr","2001","Hessen","197","","",""
"Mehrmals im Jahr","2001","Rheinland-Pfalz,Saarland","202","","",""
"Mehrmals im Jahr","2001","Baden-Wuerttemberg","389","0.14841846117357","0.134702976160229","0.162133946186911"
"Mehrmals im Jahr","2001","Bayern","529","0.166946616156053","0.153617338834103","0.180275893478003"
"Mehrmals im Jahr","2001","Saarland","","","",""
"Mehrmals im Jahr","2001","Berlin","182","","",""
"Mehrmals im Jahr","2001","Brandenburg","194","","",""
"Mehrmals im Jahr","2001","Mecklenburg-Vorpommern","92","0.160930733649351","0.129007446647735","0.192854020650967"
"Mehrmals im Jahr","2001","Sachsen","300","0.167210461490323","0.149111470998964","0.185309451981682"
"Mehrmals im Jahr","2001","Sachsen-Anhalt","157","","",""
"Mehrmals im Jahr","2001","Thueringen","184","","",""
"Mindestens einmal im Monat","2001","Schleswig-Holstein","61","0.0881430376255932","0.0661271732730174","0.110158901978169"
"Mindestens einmal im Monat","2001","Hamburg","9","0.0303461288721909","0.00980895354467342","0.0508833041997084"
"Mindestens einmal im Monat","2001","Niedersachsen","126","","",""
"Mindestens einmal im Monat","2001","Bremen","11","","",""
"Mindestens einmal im Monat","2001","Nordrhein-Westfalen","294","","",""
"Mindestens einmal im Monat","2001","Hessen","75","0.0516226494387959","0.0403231956747062","0.0629221032028856"
"Mindestens einmal im Monat","2001","Rheinland-Pfalz,Saarland","50","0.0351677365750572","0.0253270889980562","0.0450083841520582"
"Mindestens einmal im Monat","2001","Baden-Wuerttemberg","184","","",""
"Mindestens einmal im Monat","2001","Bayern","233","","",""
"Mindestens einmal im Monat","2001","Saarland","","","",""
