"m11104","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","2019","Sachsen-Anhalt","138","","",""
"Mehrmals im Jahr","2019","Thueringen","146","","",""
"Mindestens einmal im Monat","2019","Schleswig-Holstein","48","0.0420738631407087","0.0303634200857009","0.0537843061957165"
"Mindestens einmal im Monat","2019","Hamburg","22","","",""
"Mindestens einmal im Monat","2019","Niedersachsen","142","","",""
"Mindestens einmal im Monat","2019","Bremen","21","","",""
"Mindestens einmal im Monat","2019","Nordrhein-Westfalen","231","","",""
"Mindestens einmal im Monat","2019","Hessen","97","0.045758617551155","0.0365753704507606","0.0549418646515493"
"Mindestens einmal im Monat","2019","Rheinland-Pfalz,Saarland","57","0.0310705690907677","0.022690994538114","0.0394501436434213"
"Mindestens einmal im Monat","2019","Baden-Wuerttemberg","160","","",""
"Mindestens einmal im Monat","2019","Bayern","213","","",""
"Mindestens einmal im Monat","2019","Saarland","","","",""
"Mindestens einmal im Monat","2019","Berlin","60","0.053358178440853","0.0402946288029865","0.0664217280787196"
"Mindestens einmal im Monat","2019","Brandenburg","60","0.0461697677653197","0.0342915061497346","0.0580480293809049"
"Mindestens einmal im Monat","2019","Mecklenburg-Vorpommern","26","","",""
"Mindestens einmal im Monat","2019","Sachsen","99","0.0581748188905399","0.0471922725554229","0.0691573652256569"
"Mindestens einmal im Monat","2019","Sachsen-Anhalt","47","0.0716088883225862","0.0555069214593158","0.0877108551858565"
"Mindestens einmal im Monat","2019","Thueringen","57","0.0386554214405473","0.0266594063906831","0.0506514364904115"
"Mindestens einmal die Woche","2019","Schleswig-Holstein","597","0.568265021821755","0.539372516607211","0.5971575270363"
"Mindestens einmal die Woche","2019","Hamburg","294","","",""
"Mindestens einmal die Woche","2019","Niedersachsen","1545","","",""
"Mindestens einmal die Woche","2019","Bremen","140","","",""
"Mindestens einmal die Woche","2019","Nordrhein-Westfalen","3310","0.528788687810869","0.516352514048219","0.541224861573519"
"Mindestens einmal die Woche","2019","Hessen","1160","","",""
"Mindestens einmal die Woche","2019","Rheinland-Pfalz,Saarland","832","0.528678801571235","0.504571104451845","0.552786498690625"
"Mindestens einmal die Woche","2019","Baden-Wuerttemberg","1801","","",""
"Mindestens einmal die Woche","2019","Bayern","2407","","",""
"Mindestens einmal die Woche","2019","Saarland","","","",""
"Mindestens einmal die Woche","2019","Berlin","651","0.606527238343318","0.578131684094237","0.634922792592399"
"Mindestens einmal die Woche","2019","Brandenburg","535","0.443323159013936","0.415204132184555","0.471442185843317"
"Mindestens einmal die Woche","2019","Mecklenburg-Vorpommern","307","0.442834143794495","0.404410957749435","0.481257329839556"
"Mindestens einmal die Woche","2019","Sachsen","864","0.511733323792198","0.488280196140735","0.535186451443661"
"Mindestens einmal die Woche","2019","Sachsen-Anhalt","426","0.394685823028561","0.364161491485021","0.4252101545721"
"Mindestens einmal die Woche","2019","Thueringen","455","0.499442962294709","0.468328522234741","0.530557402354678"
