"m11104","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","1998","AkademikerIn","Schleswig-Holstein","6","0.162278608884314","0.0418367967096617","0.282720421058966"
"Mehrmals im Jahr","1998","AkademikerIn","Hamburg","3","","",""
"Mehrmals im Jahr","1998","AkademikerIn","Niedersachsen","24","","",""
"Mehrmals im Jahr","1998","AkademikerIn","Bremen","1","","",""
"Mehrmals im Jahr","1998","AkademikerIn","Nordrhein-Westfalen","76","0.224494400447346","0.178195996533891","0.270792804360801"
"Mehrmals im Jahr","1998","AkademikerIn","Hessen","22","","",""
"Mehrmals im Jahr","1998","AkademikerIn","Rheinland-Pfalz,Saarland","13","","",""
"Mehrmals im Jahr","1998","AkademikerIn","Baden-Wuerttemberg","34","0.171834652254361","0.110643932069616","0.233025372439105"
"Mehrmals im Jahr","1998","AkademikerIn","Bayern","41","0.176251295175389","0.123177636536008","0.22932495381477"
"Mehrmals im Jahr","1998","AkademikerIn","Saarland","","","",""
"Mehrmals im Jahr","1998","AkademikerIn","Berlin","48","0.261838433464344","0.193503631448088","0.3301732354806"
"Mehrmals im Jahr","1998","AkademikerIn","Brandenburg","57","0.344941148107685","0.269865274806684","0.420017021408686"
"Mehrmals im Jahr","1998","AkademikerIn","Mecklenburg-Vorpommern","30","0.333641176075959","0.239320615614571","0.427961736537347"
"Mehrmals im Jahr","1998","AkademikerIn","Sachsen","74","0.302303111245727","0.244200296525559","0.360405925965895"
"Mehrmals im Jahr","1998","AkademikerIn","Sachsen-Anhalt","46","0.286349000680309","0.214006546725472","0.358691454635147"
"Mehrmals im Jahr","1998","AkademikerIn","Thueringen","36","0.260011049321784","0.185182100414678","0.334839998228889"
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Schleswig-Holstein","5","0.237747229463509","0.0410858520688706","0.434408606858147"
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Hamburg","","","",""
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Niedersachsen","1","","",""
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Bremen","","","",""
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Nordrhein-Westfalen","8","0.054404494787555","0.0232033763177905","0.0856056132573195"
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Hessen","3","","",""
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Baden-Wuerttemberg","4","0.0124773982946121","-0.00445980343897038","0.0294146000281946"
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Bayern","7","0.076053776858143","0.0230268797621785","0.129080673954107"
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Saarland","","","",""
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Berlin","2","","",""
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Brandenburg","","","",""
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Sachsen","6","0.121058898791764","0.0114143918876257","0.230703405695901"
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Sachsen-Anhalt","2","","",""
"Mindestens einmal im Monat","1998","(noch) kein Abschluss","Thueringen","","","",""
"Mindestens einmal im Monat","1998","Hauptschule","Schleswig-Holstein","8","0.0422466013345695","0.00868587998359868","0.0758073226855402"
"Mindestens einmal im Monat","1998","Hauptschule","Hamburg","5","0.0893093879423979","0.0247660464453514","0.153852729439444"
"Mindestens einmal im Monat","1998","Hauptschule","Niedersachsen","36","0.0605342892309723","0.040096287240959","0.0809722912209855"
"Mindestens einmal im Monat","1998","Hauptschule","Bremen","3","","",""
"Mindestens einmal im Monat","1998","Hauptschule","Nordrhein-Westfalen","82","0.0627001900178582","0.0495272372171887","0.0758731428185276"
"Mindestens einmal im Monat","1998","Hauptschule","Hessen","19","","",""
"Mindestens einmal im Monat","1998","Hauptschule","Rheinland-Pfalz,Saarland","25","","",""
"Mindestens einmal im Monat","1998","Hauptschule","Baden-Wuerttemberg","71","0.0724737158351256","0.0557925085117602","0.0891549231584911"
"Mindestens einmal im Monat","1998","Hauptschule","Bayern","72","0.0677587794586274","0.05158836910164","0.0839291898156149"
"Mindestens einmal im Monat","1998","Hauptschule","Saarland","","","",""
"Mindestens einmal im Monat","1998","Hauptschule","Berlin","9","0.0610105351747587","0.0200236211943502","0.101997449155167"
"Mindestens einmal im Monat","1998","Hauptschule","Brandenburg","4","0.0146453208377808","-0.00266511344662731","0.0319557551221889"
"Mindestens einmal im Monat","1998","Hauptschule","Mecklenburg-Vorpommern","2","","",""
"Mindestens einmal im Monat","1998","Hauptschule","Sachsen","23","","",""
"Mindestens einmal im Monat","1998","Hauptschule","Sachsen-Anhalt","5","0.0283539733067398","0.00735473835197916","0.0493532082615004"
"Mindestens einmal im Monat","1998","Hauptschule","Thueringen","3","","",""
"Mindestens einmal im Monat","1998","Realschule","Schleswig-Holstein","12","","",""
"Mindestens einmal im Monat","1998","Realschule","Hamburg","1","","",""
"Mindestens einmal im Monat","1998","Realschule","Niedersachsen","23","","",""
"Mindestens einmal im Monat","1998","Realschule","Bremen","3","","",""
"Mindestens einmal im Monat","1998","Realschule","Nordrhein-Westfalen","61","0.0982210252762445","0.0726656940872231","0.123776356465266"
"Mindestens einmal im Monat","1998","Realschule","Hessen","20","","",""
"Mindestens einmal im Monat","1998","Realschule","Rheinland-Pfalz,Saarland","7","0.0504585619823102","0.0129753465549783","0.0879417774096421"
"Mindestens einmal im Monat","1998","Realschule","Baden-Wuerttemberg","33","0.0885300403193155","0.0550172907767547","0.122042789861876"
"Mindestens einmal im Monat","1998","Realschule","Bayern","33","0.0653680410674313","0.0404833911808225","0.0902526909540401"
"Mindestens einmal im Monat","1998","Realschule","Saarland","","","",""
"Mindestens einmal im Monat","1998","Realschule","Berlin","18","","",""
"Mindestens einmal im Monat","1998","Realschule","Brandenburg","14","","",""
"Mindestens einmal im Monat","1998","Realschule","Mecklenburg-Vorpommern","11","","",""
"Mindestens einmal im Monat","1998","Realschule","Sachsen","37","0.0842246876654675","0.0580355988819662","0.110413776448969"
"Mindestens einmal im Monat","1998","Realschule","Sachsen-Anhalt","16","","",""
"Mindestens einmal im Monat","1998","Realschule","Thueringen","24","","",""
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Schleswig-Holstein","3","","",""
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Hamburg","3","","",""
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Niedersachsen","18","","",""
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Bremen","","","",""
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Nordrhein-Westfalen","38","0.13691765627435","0.0988346024495093","0.175000710099191"
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Hessen","13","","",""
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Rheinland-Pfalz,Saarland","3","","",""
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Baden-Wuerttemberg","24","","",""
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Bayern","11","","",""
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Saarland","","","",""
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Berlin","4","0.0805207111575187","-0.0071535279668784","0.168194950281916"
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Brandenburg","","","",""
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Mecklenburg-Vorpommern","1","","",""
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Sachsen","5","0.0623040039163239","0.000628728923146395","0.123979278909501"
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Sachsen-Anhalt","1","","",""
"Mindestens einmal im Monat","1998","(Fach-)Abitur","Thueringen","7","0.205253547742491","0.0469328402726412","0.36357425521234"
"Mindestens einmal im Monat","1998","AkademikerIn","Schleswig-Holstein","8","0.137473296491039","0.0249888983796101","0.249957694602468"
"Mindestens einmal im Monat","1998","AkademikerIn","Hamburg","1","","",""
"Mindestens einmal im Monat","1998","AkademikerIn","Niedersachsen","14","","",""
"Mindestens einmal im Monat","1998","AkademikerIn","Bremen","2","","",""
"Mindestens einmal im Monat","1998","AkademikerIn","Nordrhein-Westfalen","32","0.125760902124965","0.088968450407687","0.162553353842242"
"Mindestens einmal im Monat","1998","AkademikerIn","Hessen","14","","",""
"Mindestens einmal im Monat","1998","AkademikerIn","Rheinland-Pfalz,Saarland","6","0.146696049096795","0.0600159915590255","0.233376106634565"
"Mindestens einmal im Monat","1998","AkademikerIn","Baden-Wuerttemberg","12","","",""
"Mindestens einmal im Monat","1998","AkademikerIn","Bayern","31","0.134186694748028","0.0867097950279805","0.181663594468076"
"Mindestens einmal im Monat","1998","AkademikerIn","Saarland","","","",""
"Mindestens einmal im Monat","1998","AkademikerIn","Berlin","14","","",""
"Mindestens einmal im Monat","1998","AkademikerIn","Brandenburg","12","","",""
"Mindestens einmal im Monat","1998","AkademikerIn","Mecklenburg-Vorpommern","4","0.029194188279291","-0.00448230486816631","0.0628706814267483"
"Mindestens einmal im Monat","1998","AkademikerIn","Sachsen","16","","",""
"Mindestens einmal im Monat","1998","AkademikerIn","Sachsen-Anhalt","13","","",""
"Mindestens einmal im Monat","1998","AkademikerIn","Thueringen","16","","",""
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Schleswig-Holstein","9","0.606500947400606","0.380817646232701","0.83218424856851"
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Hamburg","3","","",""
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Niedersachsen","27","","",""
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Bremen","1","","",""
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Nordrhein-Westfalen","49","0.288381984818404","0.226064832062846","0.350699137573962"
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Hessen","14","","",""
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","11","","",""
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Baden-Wuerttemberg","32","0.292197084385281","0.222806550071897","0.361587618698666"
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Bayern","24","","",""
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Saarland","","","",""
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Berlin","15","","",""
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Brandenburg","13","","",""
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Mecklenburg-Vorpommern","9","0.401340295459744","0.168332727523543","0.634347863395945"
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Sachsen","15","","",""
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Sachsen-Anhalt","12","","",""
"Mindestens einmal die Woche","1998","(noch) kein Abschluss","Thueringen","15","","",""
"Mindestens einmal die Woche","1998","Hauptschule","Schleswig-Holstein","31","0.275532590102949","0.200990002914044","0.350075177291854"
"Mindestens einmal die Woche","1998","Hauptschule","Hamburg","16","","",""
"Mindestens einmal die Woche","1998","Hauptschule","Niedersachsen","123","","",""
"Mindestens einmal die Woche","1998","Hauptschule","Bremen","13","","",""
"Mindestens einmal die Woche","1998","Hauptschule","Nordrhein-Westfalen","265","","",""
"Mindestens einmal die Woche","1998","Hauptschule","Hessen","79","0.186021166671855","0.149579454508262","0.222462878835449"
"Mindestens einmal die Woche","1998","Hauptschule","Rheinland-Pfalz,Saarland","109","","",""
"Mindestens einmal die Woche","1998","Hauptschule","Baden-Wuerttemberg","198","","",""
"Mindestens einmal die Woche","1998","Hauptschule","Bayern","206","","",""
"Mindestens einmal die Woche","1998","Hauptschule","Saarland","","","",""
"Mindestens einmal die Woche","1998","Hauptschule","Berlin","22","","",""
"Mindestens einmal die Woche","1998","Hauptschule","Brandenburg","25","","",""
"Mindestens einmal die Woche","1998","Hauptschule","Mecklenburg-Vorpommern","10","","",""
"Mindestens einmal die Woche","1998","Hauptschule","Sachsen","36","0.0847127722589561","0.0561464186996101","0.113279125818302"
"Mindestens einmal die Woche","1998","Hauptschule","Sachsen-Anhalt","16","","",""
"Mindestens einmal die Woche","1998","Hauptschule","Thueringen","30","0.120438875331605","0.0796003984214936","0.161277352241717"
"Mindestens einmal die Woche","1998","Realschule","Schleswig-Holstein","37","0.46141284347916","0.357844763854495","0.564980923103824"
"Mindestens einmal die Woche","1998","Realschule","Hamburg","15","","",""
"Mindestens einmal die Woche","1998","Realschule","Niedersachsen","127","","",""
"Mindestens einmal die Woche","1998","Realschule","Bremen","8","0.307319681994426","0.105113371703249","0.509525992285602"
"Mindestens einmal die Woche","1998","Realschule","Nordrhein-Westfalen","202","","",""
"Mindestens einmal die Woche","1998","Realschule","Hessen","58","0.346537140141715","0.273031527596444","0.420042752686986"
"Mindestens einmal die Woche","1998","Realschule","Rheinland-Pfalz,Saarland","52","0.403976402544329","0.319948761962855","0.488004043125804"
"Mindestens einmal die Woche","1998","Realschule","Baden-Wuerttemberg","121","","",""
"Mindestens einmal die Woche","1998","Realschule","Bayern","139","","",""
"Mindestens einmal die Woche","1998","Realschule","Saarland","","","",""
"Mindestens einmal die Woche","1998","Realschule","Berlin","48","0.277978949479754","0.207222079177635","0.348735819781872"
"Mindestens einmal die Woche","1998","Realschule","Brandenburg","44","0.210054189895568","0.15547770902","0.264630670771135"
"Mindestens einmal die Woche","1998","Realschule","Mecklenburg-Vorpommern","41","0.240251043717365","0.173843529114178","0.306658558320551"
"Mindestens einmal die Woche","1998","Realschule","Sachsen","100","","",""
"Mindestens einmal die Woche","1998","Realschule","Sachsen-Anhalt","55","0.258235798240838","0.200792837298811","0.315678759182864"
"Mindestens einmal die Woche","1998","Realschule","Thueringen","75","0.266286645720237","0.214327309004157","0.318245982436316"
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Schleswig-Holstein","19","","",""
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Hamburg","9","0.603381721628052","0.377389091830588","0.829374351425515"
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Niedersachsen","38","0.357544353358923","0.268383721255538","0.446704985462308"
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Bremen","6","0.602587718707488","0.240069488529296","0.965105948885679"
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Nordrhein-Westfalen","121","","",""
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Hessen","38","0.476729064310792","0.375219786425107","0.578238342196477"
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Rheinland-Pfalz,Saarland","16","","",""
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Baden-Wuerttemberg","63","0.410815810953626","0.337714934549393","0.483916687357858"
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Bayern","61","0.411447233551233","0.330509005031281","0.492385462071184"
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Saarland","","","",""
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Berlin","16","","",""
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Brandenburg","11","","",""
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Mecklenburg-Vorpommern","11","","",""
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Sachsen","20","","",""
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Sachsen-Anhalt","12","","",""
"Mindestens einmal die Woche","1998","(Fach-)Abitur","Thueringen","6","0.199212709986427","0.0426475254815154","0.355777894491338"
"Mindestens einmal die Woche","1998","AkademikerIn","Schleswig-Holstein","17","","",""
"Mindestens einmal die Woche","1998","AkademikerIn","Hamburg","7","0.398824929010937","0.121780706405523","0.675869151616352"
"Mindestens einmal die Woche","1998","AkademikerIn","Niedersachsen","67","0.57875420864846","0.493876961911223","0.663631455385697"
"Mindestens einmal die Woche","1998","AkademikerIn","Bremen","4","0.489588593896544","0.17975826918424","0.799418918608848"
"Mindestens einmal die Woche","1998","AkademikerIn","Nordrhein-Westfalen","144","","",""
"Mindestens einmal die Woche","1998","AkademikerIn","Hessen","56","0.476237289380705","0.384956758460235","0.567517820301175"
"Mindestens einmal die Woche","1998","AkademikerIn","Rheinland-Pfalz,Saarland","28","","",""
"Mindestens einmal die Woche","1998","AkademikerIn","Baden-Wuerttemberg","64","0.484491129719507","0.403426267389451","0.565555992049563"
"Mindestens einmal die Woche","1998","AkademikerIn","Bayern","84","0.429931952672269","0.360974897414555","0.498889007929984"
"Mindestens einmal die Woche","1998","AkademikerIn","Saarland","","","",""
"Mindestens einmal die Woche","1998","AkademikerIn","Berlin","57","0.413263353746684","0.336724036509338","0.48980267098403"
"Mindestens einmal die Woche","1998","AkademikerIn","Brandenburg","39","0.252700286887889","0.18406649304895","0.321334080726828"
"Mindestens einmal die Woche","1998","AkademikerIn","Mecklenburg-Vorpommern","27","","",""
"Mindestens einmal die Woche","1998","AkademikerIn","Sachsen","78","0.301837972011478","0.243760524693476","0.359915419329479"
"Mindestens einmal die Woche","1998","AkademikerIn","Sachsen-Anhalt","35","0.202643067815239","0.138315856500853","0.266970279129624"
"Mindestens einmal die Woche","1998","AkademikerIn","Thueringen","26","","",""
"Fast nie oder nie","1999","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Fast nie oder nie","1999","(noch) kein Abschluss","Hamburg","4","0.393010412704725","0.0545594556382234","0.731461369771227"
"Fast nie oder nie","1999","(noch) kein Abschluss","Niedersachsen","29","","",""
"Fast nie oder nie","1999","(noch) kein Abschluss","Bremen","1","","",""
"Fast nie oder nie","1999","(noch) kein Abschluss","Nordrhein-Westfalen","125","","",""
"Fast nie oder nie","1999","(noch) kein Abschluss","Hessen","46","0.611715551434508","0.498353244365813","0.725077858503203"
"Fast nie oder nie","1999","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","20","","",""
"Fast nie oder nie","1999","(noch) kein Abschluss","Baden-Wuerttemberg","113","","",""
"Fast nie oder nie","1999","(noch) kein Abschluss","Bayern","42","0.542557732169725","0.427484856321171","0.657630608018279"
"Fast nie oder nie","1999","(noch) kein Abschluss","Saarland","","","",""
"Fast nie oder nie","1999","(noch) kein Abschluss","Berlin","5","0.212278447126009","0.0519843971583631","0.372572497093655"
"Fast nie oder nie","1999","(noch) kein Abschluss","Brandenburg","4","0.223914610557995","0.0196542615262713","0.428174959589719"
"Fast nie oder nie","1999","(noch) kein Abschluss","Mecklenburg-Vorpommern","3","","",""
"Fast nie oder nie","1999","(noch) kein Abschluss","Sachsen","10","","",""
"Fast nie oder nie","1999","(noch) kein Abschluss","Sachsen-Anhalt","5","0.150345342970474","0.00735435023850203","0.293336335702446"
"Fast nie oder nie","1999","(noch) kein Abschluss","Thueringen","4","0.256629376287338","0.065208643340867","0.448050109233809"
"Fast nie oder nie","1999","Hauptschule","Schleswig-Holstein","70","0.518150720381125","0.4353817155825","0.600919725179749"
"Fast nie oder nie","1999","Hauptschule","Hamburg","39","0.587783762174647","0.471640268584115","0.703927255765178"
"Fast nie oder nie","1999","Hauptschule","Niedersachsen","302","0.584986037165064","0.542798268894014","0.627173805436114"
"Fast nie oder nie","1999","Hauptschule","Bremen","27","","",""
"Fast nie oder nie","1999","Hauptschule","Nordrhein-Westfalen","762","0.616069201052489","0.589097514928196","0.643040887176783"
"Fast nie oder nie","1999","Hauptschule","Hessen","278","","",""
"Fast nie oder nie","1999","Hauptschule","Rheinland-Pfalz,Saarland","292","","",""
"Fast nie oder nie","1999","Hauptschule","Baden-Wuerttemberg","531","0.620243435245508","0.588623750570362","0.651863119920654"
"Fast nie oder nie","1999","Hauptschule","Bayern","461","0.529490379826709","0.49729003435011","0.561690725303308"
"Fast nie oder nie","1999","Hauptschule","Saarland","","","",""
"Fast nie oder nie","1999","Hauptschule","Berlin","77","0.647105582573156","0.562654445264349","0.731556719881962"
"Fast nie oder nie","1999","Hauptschule","Brandenburg","137","","",""
"Fast nie oder nie","1999","Hauptschule","Mecklenburg-Vorpommern","81","0.79245673696879","0.712970819363851","0.87194265457373"
"Fast nie oder nie","1999","Hauptschule","Sachsen","264","","",""
"Fast nie oder nie","1999","Hauptschule","Sachsen-Anhalt","193","","",""
"Fast nie oder nie","1999","Hauptschule","Thueringen","197","","",""
"Fast nie oder nie","1999","Realschule","Schleswig-Holstein","26","","",""
"Fast nie oder nie","1999","Realschule","Hamburg","12","","",""
"Fast nie oder nie","1999","Realschule","Niedersachsen","93","0.31174043805446","0.260093860348714","0.363387015760205"
"Fast nie oder nie","1999","Realschule","Bremen","9","0.568807217150276","0.340020856924342","0.797593577376211"
"Fast nie oder nie","1999","Realschule","Nordrhein-Westfalen","154","","",""
"Fast nie oder nie","1999","Realschule","Hessen","45","0.314701053642874","0.243842016051429","0.385560091234318"
"Fast nie oder nie","1999","Realschule","Rheinland-Pfalz,Saarland","52","0.406840621620072","0.321738387485789","0.491942855754356"
"Fast nie oder nie","1999","Realschule","Baden-Wuerttemberg","80","0.348488194426569","0.292476221137522","0.404500167715615"
"Fast nie oder nie","1999","Realschule","Bayern","123","","",""
"Fast nie oder nie","1999","Realschule","Saarland","","","",""
"Fast nie oder nie","1999","Realschule","Berlin","64","0.438196384248762","0.35879480848091","0.517597960016614"
"Fast nie oder nie","1999","Realschule","Brandenburg","110","","",""
"Fast nie oder nie","1999","Realschule","Mecklenburg-Vorpommern","69","0.380837135339294","0.304879688188137","0.456794582490451"
"Fast nie oder nie","1999","Realschule","Sachsen","222","","",""
"Fast nie oder nie","1999","Realschule","Sachsen-Anhalt","106","","",""
"Fast nie oder nie","1999","Realschule","Thueringen","125","","",""
"Fast nie oder nie","1999","(Fach-)Abitur","Schleswig-Holstein","10","","",""
"Fast nie oder nie","1999","(Fach-)Abitur","Hamburg","5","0.239492048354835","0.0524537588830485","0.426530337826622"
"Fast nie oder nie","1999","(Fach-)Abitur","Niedersachsen","33","0.302921452632257","0.215852749394875","0.38999015586964"
"Fast nie oder nie","1999","(Fach-)Abitur","Bremen","2","","",""
"Fast nie oder nie","1999","(Fach-)Abitur","Nordrhein-Westfalen","77","0.280093806581484","0.229863178206865","0.330324434956104"
"Fast nie oder nie","1999","(Fach-)Abitur","Hessen","25","","",""
"Fast nie oder nie","1999","(Fach-)Abitur","Rheinland-Pfalz,Saarland","24","","",""
"Fast nie oder nie","1999","(Fach-)Abitur","Baden-Wuerttemberg","54","0.367880151643984","0.291469259977835","0.444291043310133"
"Fast nie oder nie","1999","(Fach-)Abitur","Bayern","32","0.237763181624815","0.166477046316054","0.309049316933577"
"Fast nie oder nie","1999","(Fach-)Abitur","Saarland","","","",""
"Fast nie oder nie","1999","(Fach-)Abitur","Berlin","6","0.159497014048782","0.0513118615475966","0.267682166549968"
"Fast nie oder nie","1999","(Fach-)Abitur","Brandenburg","6","0.198525505893959","0.0451999931346731","0.351851018653245"
"Fast nie oder nie","1999","(Fach-)Abitur","Mecklenburg-Vorpommern","6","0.158354123709517","0.00580274421812174","0.310905503200912"
"Fast nie oder nie","1999","(Fach-)Abitur","Sachsen","20","","",""
"Fast nie oder nie","1999","(Fach-)Abitur","Sachsen-Anhalt","14","","",""
"Fast nie oder nie","1999","(Fach-)Abitur","Thueringen","5","0.28507588333871","0.120767657923192","0.449384108754227"
"Fast nie oder nie","1999","AkademikerIn","Schleswig-Holstein","7","0.199313971625938","0.0669669825040429","0.331660960747833"
"Fast nie oder nie","1999","AkademikerIn","Hamburg","2","","",""
"Fast nie oder nie","1999","AkademikerIn","Niedersachsen","24","","",""
"Fast nie oder nie","1999","AkademikerIn","Bremen","2","","",""
"Fast nie oder nie","1999","AkademikerIn","Nordrhein-Westfalen","86","0.310902575489346","0.25904169916715","0.362763451811542"
"Fast nie oder nie","1999","AkademikerIn","Hessen","32","0.308922247076345","0.225906083560887","0.391938410591803"
"Fast nie oder nie","1999","AkademikerIn","Rheinland-Pfalz,Saarland","20","","",""
"Fast nie oder nie","1999","AkademikerIn","Baden-Wuerttemberg","47","0.303495100247747","0.230162421861756","0.376827778633737"
"Fast nie oder nie","1999","AkademikerIn","Bayern","44","0.24360892987005","0.18455893413937","0.302658925600731"
"Fast nie oder nie","1999","AkademikerIn","Saarland","","","",""
"Fast nie oder nie","1999","AkademikerIn","Berlin","52","0.34954286548772","0.273236279492827","0.425849451482612"
"Fast nie oder nie","1999","AkademikerIn","Brandenburg","73","0.548077517103844","0.467896751136406","0.628258283071283"
"Fast nie oder nie","1999","AkademikerIn","Mecklenburg-Vorpommern","50","0.54164226736","0.44197075927545","0.641313775444549"
"Fast nie oder nie","1999","AkademikerIn","Sachsen","102","","",""
"Fast nie oder nie","1999","AkademikerIn","Sachsen-Anhalt","80","0.604558121197563","0.525785083467321","0.683331158927805"
"Fast nie oder nie","1999","AkademikerIn","Thueringen","64","0.509203452912322","0.4242426339908","0.594164271833844"
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Hamburg","1","","",""
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Niedersachsen","8","0.179747026639647","0.0833889910333201","0.276105062245973"
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Bremen","1","","",""
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Nordrhein-Westfalen","31","0.158876691938389","0.109551726285357","0.208201657591422"
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Hessen","4","0.0450523805283965","-0.00319431392663357","0.0932990749834266"
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","8","0.21405651585928","0.0869470246400716","0.341166007078489"
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Baden-Wuerttemberg","19","","",""
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Bayern","16","","",""
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Saarland","","","",""
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Berlin","9","0.302626183380144","0.122546733298092","0.482705633462196"
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Brandenburg","5","0.429064549834246","0.186547139846123","0.67158195982237"
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Mecklenburg-Vorpommern","4","0.309325345118701","0.0672065043353052","0.551444185902096"
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Sachsen","7","0.169813792945193","0.0504340798708703","0.289193506019517"
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Sachsen-Anhalt","8","0.40215638733907","0.20598586322043","0.598326911457709"
"Mehrmals im Jahr","1999","(noch) kein Abschluss","Thueringen","4","0.165203487400826","0.00244898496958507","0.327957989832067"
"Mehrmals im Jahr","1999","Hauptschule","Schleswig-Holstein","33","0.228802968095403","0.159220861177454","0.298385075013351"
"Mehrmals im Jahr","1999","Hauptschule","Hamburg","9","0.101821912543867","0.030466750205913","0.173177074881821"
"Mehrmals im Jahr","1999","Hauptschule","Niedersachsen","92","0.173335863597655","0.140924954691638","0.205746772503672"
"Mehrmals im Jahr","1999","Hauptschule","Bremen","8","0.129597712465775","0.02921185267219","0.229983572259359"
"Mehrmals im Jahr","1999","Hauptschule","Nordrhein-Westfalen","210","","",""
"Mehrmals im Jahr","1999","Hauptschule","Hessen","50","0.115286565213402","0.0843353932436818","0.146237737183123"
"Mehrmals im Jahr","1999","Hauptschule","Rheinland-Pfalz,Saarland","66","0.114110470284096","0.0853048191585826","0.14291612140961"
"Mehrmals im Jahr","1999","Hauptschule","Baden-Wuerttemberg","159","","",""
"Mehrmals im Jahr","1999","Hauptschule","Bayern","204","","",""
"Mehrmals im Jahr","1999","Hauptschule","Saarland","","","",""
"Mehrmals im Jahr","1999","Hauptschule","Berlin","26","","",""
"Mehrmals im Jahr","1999","Hauptschule","Brandenburg","22","","",""
