"m11104","year","age_gr","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal die Woche","2011","35-65","Westdeutschland","5150","0.384055065699688","0.375672708857815","0.392437422541561"
"Mindestens einmal die Woche","2011","35-65","Ostdeutschland","981","0.281341490799142","0.266352355508109","0.296330626090174"
"Mindestens einmal die Woche","2011","66 +","Westdeutschland","1218","","",""
"Mindestens einmal die Woche","2011","66 +","Ostdeutschland","324","0.259398232523027","0.235225692157975","0.283570772888079"
"Fast nie oder nie","2012","17-34","Westdeutschland","","","",""
"Fast nie oder nie","2012","17-34","Ostdeutschland","","","",""
"Fast nie oder nie","2012","35-65","Westdeutschland","","","",""
"Fast nie oder nie","2012","35-65","Ostdeutschland","","","",""
"Fast nie oder nie","2012","66 +","Westdeutschland","","","",""
"Fast nie oder nie","2012","66 +","Ostdeutschland","","","",""
"Mehrmals im Jahr","2012","17-34","Westdeutschland","","","",""
"Mehrmals im Jahr","2012","17-34","Ostdeutschland","","","",""
"Mehrmals im Jahr","2012","35-65","Westdeutschland","","","",""
"Mehrmals im Jahr","2012","35-65","Ostdeutschland","","","",""
"Mehrmals im Jahr","2012","66 +","Westdeutschland","","","",""
"Mehrmals im Jahr","2012","66 +","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2012","17-34","Westdeutschland","","","",""
"Mindestens einmal im Monat","2012","17-34","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2012","35-65","Westdeutschland","","","",""
"Mindestens einmal im Monat","2012","35-65","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2012","66 +","Westdeutschland","","","",""
"Mindestens einmal im Monat","2012","66 +","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2012","17-34","Westdeutschland","","","",""
"Mindestens einmal die Woche","2012","17-34","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2012","35-65","Westdeutschland","","","",""
"Mindestens einmal die Woche","2012","35-65","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2012","66 +","Westdeutschland","","","",""
"Mindestens einmal die Woche","2012","66 +","Ostdeutschland","","","",""
"Fast nie oder nie","2013","17-34","Westdeutschland","1052","","",""
"Fast nie oder nie","2013","17-34","Ostdeutschland","405","0.24818297592284","0.223732879780782","0.272633072064898"
"Fast nie oder nie","2013","35-65","Westdeutschland","3513","0.292719746129464","0.284443824791506","0.300995667467422"
"Fast nie oder nie","2013","35-65","Ostdeutschland","1221","","",""
"Fast nie oder nie","2013","66 +","Westdeutschland","1628","","",""
"Fast nie oder nie","2013","66 +","Ostdeutschland","609","0.508378998220184","0.480210452877623","0.536547543562746"
"Mehrmals im Jahr","2013","17-34","Westdeutschland","614","0.130460180822","0.120510553880871","0.14040980776313"
"Mehrmals im Jahr","2013","17-34","Ostdeutschland","205","","",""
"Mehrmals im Jahr","2013","35-65","Westdeutschland","1760","","",""
"Mehrmals im Jahr","2013","35-65","Ostdeutschland","586","0.189030812685943","0.175623410970889","0.202438214400997"
"Mehrmals im Jahr","2013","66 +","Westdeutschland","346","0.0912091877485555","0.0819135197778249","0.100504855719286"
"Mehrmals im Jahr","2013","66 +","Ostdeutschland","143","","",""
"Mindestens einmal im Monat","2013","17-34","Westdeutschland","307","0.0794325381426889","0.0714443165790929","0.0874207597062849"
"Mindestens einmal im Monat","2013","17-34","Ostdeutschland","82","0.0794798173981546","0.0641695213943334","0.0947901134019758"
"Mindestens einmal im Monat","2013","35-65","Westdeutschland","549","0.0510063773418376","0.0470047332087517","0.0550080214749235"
"Mindestens einmal im Monat","2013","35-65","Ostdeutschland","170","","",""
"Mindestens einmal im Monat","2013","66 +","Westdeutschland","112","","",""
"Mindestens einmal im Monat","2013","66 +","Ostdeutschland","28","","",""
"Mindestens einmal die Woche","2013","17-34","Westdeutschland","2429","","",""
"Mindestens einmal die Woche","2013","17-34","Ostdeutschland","507","0.487541074795904","0.45924842425575","0.515833725336059"
"Mindestens einmal die Woche","2013","35-65","Westdeutschland","5790","0.495288415664747","0.486194617746998","0.504382213582497"
"Mindestens einmal die Woche","2013","35-65","Ostdeutschland","1299","","",""
"Mindestens einmal die Woche","2013","66 +","Westdeutschland","1599","","",""
"Mindestens einmal die Woche","2013","66 +","Ostdeutschland","430","0.330365916917421","0.303864334966753","0.356867498868089"
"Fast nie oder nie","2014","17-34","Westdeutschland","","","",""
"Fast nie oder nie","2014","17-34","Ostdeutschland","","","",""
"Fast nie oder nie","2014","35-65","Westdeutschland","","","",""
"Fast nie oder nie","2014","35-65","Ostdeutschland","","","",""
"Fast nie oder nie","2014","66 +","Westdeutschland","","","",""
"Fast nie oder nie","2014","66 +","Ostdeutschland","","","",""
"Mehrmals im Jahr","2014","17-34","Westdeutschland","","","",""
"Mehrmals im Jahr","2014","17-34","Ostdeutschland","","","",""
"Mehrmals im Jahr","2014","35-65","Westdeutschland","","","",""
"Mehrmals im Jahr","2014","35-65","Ostdeutschland","","","",""
"Mehrmals im Jahr","2014","66 +","Westdeutschland","","","",""
"Mehrmals im Jahr","2014","66 +","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2014","17-34","Westdeutschland","","","",""
"Mindestens einmal im Monat","2014","17-34","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2014","35-65","Westdeutschland","","","",""
"Mindestens einmal im Monat","2014","35-65","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2014","66 +","Westdeutschland","","","",""
"Mindestens einmal im Monat","2014","66 +","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2014","17-34","Westdeutschland","","","",""
"Mindestens einmal die Woche","2014","17-34","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2014","35-65","Westdeutschland","","","",""
"Mindestens einmal die Woche","2014","35-65","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2014","66 +","Westdeutschland","","","",""
"Mindestens einmal die Woche","2014","66 +","Ostdeutschland","","","",""
"Fast nie oder nie","2015","17-34","Westdeutschland","1506","","",""
"Fast nie oder nie","2015","17-34","Ostdeutschland","414","0.308104166521959","0.281027783573418","0.335180549470501"
"Fast nie oder nie","2015","35-65","Westdeutschland","4511","0.353285837879756","0.344781363041342","0.36179031271817"
"Fast nie oder nie","2015","35-65","Ostdeutschland","1363","","",""
"Fast nie oder nie","2015","66 +","Westdeutschland","1835","","",""
"Fast nie oder nie","2015","66 +","Ostdeutschland","717","0.613292281311293","0.585863836162897","0.640720726459688"
"Mehrmals im Jahr","2015","17-34","Westdeutschland","815","0.138270123441443","0.12916328474085","0.147376962142036"
"Mehrmals im Jahr","2015","17-34","Ostdeutschland","157","","",""
"Mehrmals im Jahr","2015","35-65","Westdeutschland","1820","","",""
"Mehrmals im Jahr","2015","35-65","Ostdeutschland","466","0.15847581817371","0.145524070463972","0.171427565883449"
"Mehrmals im Jahr","2015","66 +","Westdeutschland","299","","",""
"Mehrmals im Jahr","2015","66 +","Ostdeutschland","116","","",""
"Mindestens einmal im Monat","2015","17-34","Westdeutschland","374","0.0826160594639616","0.0753528979994257","0.0898792209284974"
"Mindestens einmal im Monat","2015","17-34","Ostdeutschland","88","0.0758683389048025","0.0603402246813984","0.0913964531282066"
"Mindestens einmal im Monat","2015","35-65","Westdeutschland","658","0.0579300244398123","0.053773583269698","0.0620864656099266"
"Mindestens einmal im Monat","2015","35-65","Ostdeutschland","194","","",""
"Mindestens einmal im Monat","2015","66 +","Westdeutschland","94","0.0255793957103453","0.0204604303697236","0.030698361050967"
"Mindestens einmal im Monat","2015","66 +","Ostdeutschland","31","0.0269218883358213","0.017805923723859","0.0360378529477836"
"Mindestens einmal die Woche","2015","17-34","Westdeutschland","2824","","",""
"Mindestens einmal die Woche","2015","17-34","Ostdeutschland","458","0.467664457790486","0.438403979639787","0.496924935941185"
"Mindestens einmal die Woche","2015","35-65","Westdeutschland","5146","0.432768617690829","0.423953335769736","0.441583899611922"
"Mindestens einmal die Woche","2015","35-65","Ostdeutschland","1031","","",""
"Mindestens einmal die Woche","2015","66 +","Westdeutschland","1426","","",""
"Mindestens einmal die Woche","2015","66 +","Ostdeutschland","347","0.264050907045084","0.239222792606968","0.2888790214832"
"Fast nie oder nie","2016","17-34","Westdeutschland","","","",""
"Fast nie oder nie","2016","17-34","Ostdeutschland","","","",""
"Fast nie oder nie","2016","35-65","Westdeutschland","","","",""
"Fast nie oder nie","2016","35-65","Ostdeutschland","","","",""
"Fast nie oder nie","2016","66 +","Westdeutschland","","","",""
"Fast nie oder nie","2016","66 +","Ostdeutschland","","","",""
"Mehrmals im Jahr","2016","17-34","Westdeutschland","","","",""
"Mehrmals im Jahr","2016","17-34","Ostdeutschland","","","",""
"Mehrmals im Jahr","2016","35-65","Westdeutschland","","","",""
"Mehrmals im Jahr","2016","35-65","Ostdeutschland","","","",""
"Mehrmals im Jahr","2016","66 +","Westdeutschland","","","",""
"Mehrmals im Jahr","2016","66 +","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2016","17-34","Westdeutschland","","","",""
"Mindestens einmal im Monat","2016","17-34","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2016","35-65","Westdeutschland","","","",""
"Mindestens einmal im Monat","2016","35-65","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2016","66 +","Westdeutschland","","","",""
"Mindestens einmal im Monat","2016","66 +","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2016","17-34","Westdeutschland","","","",""
"Mindestens einmal die Woche","2016","17-34","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2016","35-65","Westdeutschland","","","",""
"Mindestens einmal die Woche","2016","35-65","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2016","66 +","Westdeutschland","","","",""
"Mindestens einmal die Woche","2016","66 +","Ostdeutschland","","","",""
"Fast nie oder nie","2017","17-34","Westdeutschland","2078","","",""
"Fast nie oder nie","2017","17-34","Ostdeutschland","499","0.289997123904762","0.26637946342932","0.313614784380204"
"Fast nie oder nie","2017","35-65","Westdeutschland","5144","0.341506425033252","0.333545282976605","0.349467567089899"
"Fast nie oder nie","2017","35-65","Ostdeutschland","1573","","",""
"Fast nie oder nie","2017","66 +","Westdeutschland","1740","","",""
"Fast nie oder nie","2017","66 +","Ostdeutschland","648","0.565280075616953","0.537337170732481","0.593222980501425"
"Mehrmals im Jahr","2017","17-34","Westdeutschland","966","0.139397780133234","0.131221766416833","0.147573793849635"
"Mehrmals im Jahr","2017","17-34","Ostdeutschland","210","","",""
"Mehrmals im Jahr","2017","35-65","Westdeutschland","1921","","",""
"Mehrmals im Jahr","2017","35-65","Ostdeutschland","547","0.165851342244792","0.153579677422763","0.178123007066821"
"Mehrmals im Jahr","2017","66 +","Westdeutschland","330","0.0856155385067349","0.0766603821681198","0.0945706948453499"
"Mehrmals im Jahr","2017","66 +","Ostdeutschland","109","","",""
"Mindestens einmal im Monat","2017","17-34","Westdeutschland","449","0.06457236233014","0.0587708544350246","0.0703738702252554"
"Mindestens einmal im Monat","2017","17-34","Ostdeutschland","92","0.0839268333213084","0.0694948680511411","0.0983587985914758"
"Mindestens einmal im Monat","2017","35-65","Westdeutschland","686","0.0547580632280965","0.0509386583956945","0.0585774680604984"
"Mindestens einmal im Monat","2017","35-65","Ostdeutschland","191","","",""
"Mindestens einmal im Monat","2017","66 +","Westdeutschland","115","","",""
"Mindestens einmal im Monat","2017","66 +","Ostdeutschland","30","0.019053716703936","0.0113473901986379","0.0267600432092341"
"Mindestens einmal die Woche","2017","17-34","Westdeutschland","3401","0.5754362637662","0.563768637392746","0.587103890139654"
"Mindestens einmal die Woche","2017","17-34","Ostdeutschland","617","0.491567422912667","0.465546768951891","0.517588076873443"
"Mindestens einmal die Woche","2017","35-65","Westdeutschland","5879","0.460294225930312","0.451926711715535","0.468661740145089"
"Mindestens einmal die Woche","2017","35-65","Ostdeutschland","1218","","",""
"Mindestens einmal die Woche","2017","66 +","Westdeutschland","1565","","",""
"Mindestens einmal die Woche","2017","66 +","Ostdeutschland","422","0.325849217632812","0.299429887407657","0.352268547857967"
"Fast nie oder nie","2018","17-34","Westdeutschland","560","0.378294554752407","0.352328673153491","0.404260436351323"
"Fast nie oder nie","2018","17-34","Ostdeutschland","102","","",""
"Fast nie oder nie","2018","35-65","Westdeutschland","718","0.544392154021459","0.517626750430163","0.571157557612755"
"Fast nie oder nie","2018","35-65","Ostdeutschland","132","","",""
"Fast nie oder nie","2018","66 +","Westdeutschland","16","","",""
"Fast nie oder nie","2018","66 +","Ostdeutschland","","","",""
"Mehrmals im Jahr","2018","17-34","Westdeutschland","237","","",""
"Mehrmals im Jahr","2018","17-34","Ostdeutschland","21","","",""
"Mehrmals im Jahr","2018","35-65","Westdeutschland","222","","",""
"Mehrmals im Jahr","2018","35-65","Ostdeutschland","33","0.105412262297044","0.0664803104086845","0.144344214185404"
"Mehrmals im Jahr","2018","66 +","Westdeutschland","1","","",""
"Mehrmals im Jahr","2018","66 +","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2018","17-34","Westdeutschland","84","0.0784846438444158","0.0640854119438382","0.0928838757449933"
"Mindestens einmal im Monat","2018","17-34","Ostdeutschland","8","0.0385959270555914","0.0139674318607381","0.0632244222504448"
"Mindestens einmal im Monat","2018","35-65","Westdeutschland","83","0.074545374422534","0.0604294219979003","0.0886613268471677"
"Mindestens einmal im Monat","2018","35-65","Ostdeutschland","3","","",""
"Mindestens einmal im Monat","2018","66 +","Westdeutschland","1","","",""
"Mindestens einmal im Monat","2018","66 +","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2018","17-34","Westdeutschland","459","0.364524635896244","0.338754987467804","0.390294284324684"
"Mindestens einmal die Woche","2018","17-34","Ostdeutschland","104","","",""
"Mindestens einmal die Woche","2018","35-65","Westdeutschland","307","0.236736513038523","0.213891461755219","0.259581564321827"
"Mindestens einmal die Woche","2018","35-65","Ostdeutschland","71","0.302562874835546","0.244324467414601","0.360801282256491"
"Mindestens einmal die Woche","2018","66 +","Westdeutschland","5","0.165071398572029","0.0133507265303229","0.316792070613734"
"Mindestens einmal die Woche","2018","66 +","Ostdeutschland","","","",""
"Fast nie oder nie","2019","17-34","Westdeutschland","1330","","",""
"Fast nie oder nie","2019","17-34","Ostdeutschland","311","0.208964204998132","0.185627860176169","0.232300549820096"
"Fast nie oder nie","2019","35-65","Westdeutschland","3711","0.266969352245893","0.259421295370165","0.274517409121622"
"Fast nie oder nie","2019","35-65","Ostdeutschland","1126","","",""
"Fast nie oder nie","2019","66 +","Westdeutschland","1393","","",""
"Fast nie oder nie","2019","66 +","Ostdeutschland","524","0.444790357386521","0.417859486307593","0.47172122846545"
"Mehrmals im Jahr","2019","17-34","Westdeutschland","691","0.120182785317694","0.111729992651339","0.128635577984049"
"Mehrmals im Jahr","2019","17-34","Ostdeutschland","188","","",""
"Mehrmals im Jahr","2019","35-65","Westdeutschland","1782","","",""
"Mehrmals im Jahr","2019","35-65","Ostdeutschland","558","0.173623597343108","0.161088964209842","0.186158230476374"
"Mehrmals im Jahr","2019","66 +","Westdeutschland","392","0.10912184160239","0.0993526603758686","0.118891022828912"
"Mehrmals im Jahr","2019","66 +","Ostdeutschland","160","","",""
"Mindestens einmal im Monat","2019","17-34","Westdeutschland","363","0.0639782852048545","0.0576170402953163","0.0703395301143927"
"Mindestens einmal im Monat","2019","17-34","Ostdeutschland","92","0.0827782250743267","0.0669623200254326","0.0985941301232208"
"Mindestens einmal im Monat","2019","35-65","Westdeutschland","559","0.0452719700687917","0.0417246700005344","0.048819270137049"
"Mindestens einmal im Monat","2019","35-65","Ostdeutschland","175","","",""
"Mindestens einmal im Monat","2019","66 +","Westdeutschland","100","","",""
"Mindestens einmal im Monat","2019","66 +","Ostdeutschland","49","0.0450750876387789","0.0338317016425886","0.0563184736349691"
"Mindestens einmal die Woche","2019","17-34","Westdeutschland","3301","0.640560802020732","0.628087663242339","0.653033940799124"
"Mindestens einmal die Woche","2019","17-34","Ostdeutschland","575","0.573216142408174","0.544826363252699","0.60160592156365"
"Mindestens einmal die Woche","2019","35-65","Westdeutschland","7143","0.547791461444393","0.539299257758393","0.556283665130393"
"Mindestens einmal die Woche","2019","35-65","Ostdeutschland","1649","","",""
"Mindestens einmal die Woche","2019","66 +","Westdeutschland","2028","","",""
"Mindestens einmal die Woche","2019","66 +","Ostdeutschland","575","0.382620058493417","0.356280751537763","0.40895936544907"
