"m11104","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Mehrmals im Jahr","1998","35-65","Bayern","248","0.264604341462182","0.236344535195299","0.292864147729065"
"Mehrmals im Jahr","1998","35-65","Berlin","76","0.234839770282632","0.186302393760424","0.28337714680484"
"Mehrmals im Jahr","1998","35-65","Brandenburg","103","0.259611199704035","0.214447923557505","0.304774475850566"
"Mehrmals im Jahr","1998","35-65","Mecklenburg-Vorpommern","67","0.319742225068369","0.259469486235209","0.380014963901528"
"Mehrmals im Jahr","1998","35-65","Sachsen","186","0.293035779176954","0.258152423236718","0.327919135117191"
"Mehrmals im Jahr","1998","35-65","Sachsen-Anhalt","113","0.258493985852566","0.215427900364973","0.301560071340159"
"Mehrmals im Jahr","1998","35-65","Thueringen","119","0.267955812914833","0.224279116425215","0.311632509404452"
"Mehrmals im Jahr","1998","66 +","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","1998","66 +","Hamburg","","","",""
"Mehrmals im Jahr","1998","66 +","Niedersachsen","","","",""
"Mehrmals im Jahr","1998","66 +","Bremen","","","",""
"Mehrmals im Jahr","1998","66 +","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","1998","66 +","Hessen","","","",""
"Mehrmals im Jahr","1998","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","1998","66 +","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","1998","66 +","Bayern","36","0.152326432128115","0.109464853295073","0.195188010961157"
"Mehrmals im Jahr","1998","66 +","Berlin","","","",""
"Mehrmals im Jahr","1998","66 +","Brandenburg","","","",""
"Mehrmals im Jahr","1998","66 +","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","1998","66 +","Sachsen","","","",""
"Mehrmals im Jahr","1998","66 +","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","1998","66 +","Thueringen","","","",""
"Mindestens einmal im Monat","1998","17-34","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","1998","17-34","Hamburg","","","",""
"Mindestens einmal im Monat","1998","17-34","Niedersachsen","47","0.110411490477016","0.0814551581203723","0.139367822833661"
"Mindestens einmal im Monat","1998","17-34","Bremen","","","",""
"Mindestens einmal im Monat","1998","17-34","Nordrhein-Westfalen","114","0.130150604563295","0.108976387943008","0.151324821183583"
"Mindestens einmal im Monat","1998","17-34","Hessen","31","0.0877880157268467","0.0562864059619673","0.119289625491726"
"Mindestens einmal im Monat","1998","17-34","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","1998","17-34","Baden-Wuerttemberg","76","0.110805687573636","0.0875027288164535","0.134108646330819"
"Mindestens einmal im Monat","1998","17-34","Bayern","86","0.134999884029429","0.108789928689534","0.161209839369324"
"Mindestens einmal im Monat","1998","17-34","Berlin","","","",""
"Mindestens einmal im Monat","1998","17-34","Brandenburg","","","",""
"Mindestens einmal im Monat","1998","17-34","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1998","17-34","Sachsen","46","0.130818147745683","0.0963193165398538","0.165316978951513"
"Mindestens einmal im Monat","1998","17-34","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1998","17-34","Thueringen","32","0.120324045246507","0.0789910207769186","0.161657069716096"
"Mindestens einmal im Monat","1998","35-65","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","1998","35-65","Hamburg","","","",""
"Mindestens einmal im Monat","1998","35-65","Niedersachsen","44","0.0752773632262234","0.0540420491794272","0.0965126772730195"
"Mindestens einmal im Monat","1998","35-65","Bremen","","","",""
"Mindestens einmal im Monat","1998","35-65","Nordrhein-Westfalen","114","0.0871227999414013","0.0728606428080603","0.101384957074742"
"Mindestens einmal im Monat","1998","35-65","Hessen","37","0.0859154242019903","0.0614251945169562","0.110405653887024"
"Mindestens einmal im Monat","1998","35-65","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","1998","35-65","Baden-Wuerttemberg","71","0.0909132281487477","0.0720153336897068","0.109811122607789"
"Mindestens einmal im Monat","1998","35-65","Bayern","75","0.0753327458172144","0.058424645949256","0.0922408456851727"
"Mindestens einmal im Monat","1998","35-65","Berlin","30","0.0974640433897778","0.0635039598727469","0.131424126906809"
"Mindestens einmal im Monat","1998","35-65","Brandenburg","","","",""
"Mindestens einmal im Monat","1998","35-65","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1998","35-65","Sachsen","41","0.0587681487040369","0.0407430135633767","0.076793283844697"
"Mindestens einmal im Monat","1998","35-65","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1998","35-65","Thueringen","","","",""
"Mindestens einmal im Monat","1998","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","1998","66 +","Hamburg","","","",""
"Mindestens einmal im Monat","1998","66 +","Niedersachsen","","","",""
"Mindestens einmal im Monat","1998","66 +","Bremen","","","",""
"Mindestens einmal im Monat","1998","66 +","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","1998","66 +","Hessen","","","",""
"Mindestens einmal im Monat","1998","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","1998","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","1998","66 +","Bayern","","","",""
"Mindestens einmal im Monat","1998","66 +","Berlin","","","",""
"Mindestens einmal im Monat","1998","66 +","Brandenburg","","","",""
"Mindestens einmal im Monat","1998","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1998","66 +","Sachsen","","","",""
"Mindestens einmal im Monat","1998","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1998","66 +","Thueringen","","","",""
"Mindestens einmal die Woche","1998","17-34","Schleswig-Holstein","49","0.517822148591319","0.424016545067205","0.611627752115432"
"Mindestens einmal die Woche","1998","17-34","Hamburg","","","",""
"Mindestens einmal die Woche","1998","17-34","Niedersachsen","187","0.45444576076162","0.408441100292659","0.50045042123058"
"Mindestens einmal die Woche","1998","17-34","Bremen","","","",""
"Mindestens einmal die Woche","1998","17-34","Nordrhein-Westfalen","369","0.420243552260343","0.389181113707044","0.451305990813643"
"Mindestens einmal die Woche","1998","17-34","Hessen","129","0.457420931011777","0.401963879095672","0.512877982927882"
"Mindestens einmal die Woche","1998","17-34","Rheinland-Pfalz,Saarland","101","0.415694400734275","0.356131295882124","0.475257505586425"
"Mindestens einmal die Woche","1998","17-34","Baden-Wuerttemberg","260","0.423121952690264","0.38644388164891","0.459800023731619"
"Mindestens einmal die Woche","1998","17-34","Bayern","254","0.428752786890159","0.390794463147263","0.466711110633054"
"Mindestens einmal die Woche","1998","17-34","Berlin","75","0.427740368520329","0.351788062556627","0.503692674484032"
"Mindestens einmal die Woche","1998","17-34","Brandenburg","65","0.349716031283468","0.281548359572529","0.417883702994407"
"Mindestens einmal die Woche","1998","17-34","Mecklenburg-Vorpommern","49","0.356271713299718","0.275785665057231","0.436757761542204"
"Mindestens einmal die Woche","1998","17-34","Sachsen","119","0.300066492613002","0.253179518921477","0.346953466304526"
"Mindestens einmal die Woche","1998","17-34","Sachsen-Anhalt","67","0.344173133976675","0.278493133487305","0.409853134466045"
"Mindestens einmal die Woche","1998","17-34","Thueringen","78","0.284566979776849","0.22724299722238","0.341890962331319"
"Mindestens einmal die Woche","1998","35-65","Schleswig-Holstein","63","0.392291434029051","0.320962796251635","0.463620071806468"
"Mindestens einmal die Woche","1998","35-65","Hamburg","30","0.395582087550503","0.286365223942871","0.504798951158135"
"Mindestens einmal die Woche","1998","35-65","Niedersachsen","191","0.343976399706139","0.30574283430313","0.382209965109149"
"Mindestens einmal die Woche","1998","35-65","Bremen","","","",""
"Mindestens einmal die Woche","1998","35-65","Nordrhein-Westfalen","406","0.3063825835758","0.283069208198105","0.329695958953495"
"Mindestens einmal die Woche","1998","35-65","Hessen","125","0.296224305387955","0.256322589184455","0.336126021591455"
"Mindestens einmal die Woche","1998","35-65","Rheinland-Pfalz,Saarland","111","0.301907234176662","0.257360964898396","0.346453503454928"
"Mindestens einmal die Woche","1998","35-65","Baden-Wuerttemberg","229","0.31649078534489","0.28591694928868","0.3470646214011"
"Mindestens einmal die Woche","1998","35-65","Bayern","249","0.302924992269153","0.273486370379894","0.332363614158412"
"Mindestens einmal die Woche","1998","35-65","Berlin","79","0.315190359926612","0.26199353934474","0.368387180508483"
"Mindestens einmal die Woche","1998","35-65","Brandenburg","60","0.156466425328918","0.119041962733913","0.193890887923922"
"Mindestens einmal die Woche","1998","35-65","Mecklenburg-Vorpommern","50","0.183152762748367","0.133165272510678","0.233140252986057"
"Mindestens einmal die Woche","1998","35-65","Sachsen","123","0.190270023710444","0.160187483103394","0.220352564317495"
"Mindestens einmal die Woche","1998","35-65","Sachsen-Anhalt","58","0.125200523858779","0.0926460884484828","0.157754959269075"
"Mindestens einmal die Woche","1998","35-65","Thueringen","69","0.182373299763581","0.144292355924963","0.220454243602199"
"Mindestens einmal die Woche","1998","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","1998","66 +","Hamburg","","","",""
"Mindestens einmal die Woche","1998","66 +","Niedersachsen","32","0.191467106803039","0.127203842987915","0.255730370618163"
"Mindestens einmal die Woche","1998","66 +","Bremen","","","",""
"Mindestens einmal die Woche","1998","66 +","Nordrhein-Westfalen","50","0.15742626300612","0.11899531518009","0.195857210832149"
"Mindestens einmal die Woche","1998","66 +","Hessen","","","",""
"Mindestens einmal die Woche","1998","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","1998","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","1998","66 +","Bayern","36","0.151366898531991","0.108616354185957","0.194117442878024"
"Mindestens einmal die Woche","1998","66 +","Berlin","","","",""
"Mindestens einmal die Woche","1998","66 +","Brandenburg","","","",""
"Mindestens einmal die Woche","1998","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","1998","66 +","Sachsen","","","",""
"Mindestens einmal die Woche","1998","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","1998","66 +","Thueringen","","","",""
"Fast nie oder nie","1999","17-34","Schleswig-Holstein","","","",""
"Fast nie oder nie","1999","17-34","Hamburg","","","",""
"Fast nie oder nie","1999","17-34","Niedersachsen","114","0.231550733574704","0.191910688164498","0.271190778984909"
"Fast nie oder nie","1999","17-34","Bremen","","","",""
"Fast nie oder nie","1999","17-34","Nordrhein-Westfalen","277","0.280684959472079","0.251618248523964","0.309751670420194"
"Fast nie oder nie","1999","17-34","Hessen","75","0.248224546391552","0.197983884245549","0.298465208537556"
"Fast nie oder nie","1999","17-34","Rheinland-Pfalz,Saarland","90","0.336260573210521","0.276861217179182","0.395659929241859"
"Fast nie oder nie","1999","17-34","Baden-Wuerttemberg","203","0.321366058610721","0.285602128903261","0.357129988318181"
"Fast nie oder nie","1999","17-34","Bayern","126","0.183855296675131","0.152808331449865","0.214902261900397"
"Fast nie oder nie","1999","17-34","Berlin","33","0.216584792268065","0.151314981437392","0.281854603098739"
"Fast nie oder nie","1999","17-34","Brandenburg","63","0.346876449820147","0.276755702249943","0.416997197390351"
"Fast nie oder nie","1999","17-34","Mecklenburg-Vorpommern","48","0.291785853316655","0.215941550646722","0.367630155986588"
"Fast nie oder nie","1999","17-34","Sachsen","128","0.380831943029941","0.330460436663512","0.431203449396369"
"Fast nie oder nie","1999","17-34","Sachsen-Anhalt","65","0.279118876172502","0.218012103244147","0.340225649100857"
"Fast nie oder nie","1999","17-34","Thueringen","81","0.387469923065461","0.324094938000676","0.450844908130247"
"Fast nie oder nie","1999","35-65","Schleswig-Holstein","66","0.365814610865759","0.295645262501904","0.435983959229614"
"Fast nie oder nie","1999","35-65","Hamburg","36","0.494776032213767","0.378479914759583","0.611072149667951"
"Fast nie oder nie","1999","35-65","Niedersachsen","270","0.424693067525436","0.384430988332066","0.464955146718805"
"Fast nie oder nie","1999","35-65","Bremen","","","",""
"Fast nie oder nie","1999","35-65","Nordrhein-Westfalen","702","0.451920947860737","0.426144123041524","0.477697772679949"
"Fast nie oder nie","1999","35-65","Hessen","267","0.516493729970742","0.471647856886351","0.561339603055133"
"Fast nie oder nie","1999","35-65","Rheinland-Pfalz,Saarland","223","0.51938622200898","0.470423966480031","0.568348477537929"
"Fast nie oder nie","1999","35-65","Baden-Wuerttemberg","467","0.485654221260864","0.45207470118011","0.519233741341618"
"Fast nie oder nie","1999","35-65","Bayern","402","0.409701695832662","0.377923895940271","0.441479495725053"
"Fast nie oder nie","1999","35-65","Berlin","130","0.447875291646651","0.390838668038305","0.504911915254997"
"Fast nie oder nie","1999","35-65","Brandenburg","209","0.614828290606097","0.563253300907114","0.66640328030508"
"Fast nie oder nie","1999","35-65","Mecklenburg-Vorpommern","132","0.595127305848691","0.529816896398074","0.660437715299308"
"Fast nie oder nie","1999","35-65","Sachsen","368","0.563282810797656","0.524736490530443","0.601829131064869"
"Fast nie oder nie","1999","35-65","Sachsen-Anhalt","258","0.697032840334602","0.651541424328062","0.742524256341142"
"Fast nie oder nie","1999","35-65","Thueringen","232","0.629320940094007","0.581386141677656","0.677255738510358"
"Fast nie oder nie","1999","66 +","Schleswig-Holstein","30","0.705749595719732","0.564527728796131","0.846971462643332"
"Fast nie oder nie","1999","66 +","Hamburg","","","",""
"Fast nie oder nie","1999","66 +","Niedersachsen","104","0.750841354502586","0.679449180424618","0.822233528580554"
"Fast nie oder nie","1999","66 +","Bremen","","","",""
"Fast nie oder nie","1999","66 +","Nordrhein-Westfalen","264","0.814878267976329","0.772455868864015","0.857300667088643"
"Fast nie oder nie","1999","66 +","Hessen","99","0.806683805354164","0.736321316343948","0.877046294364381"
"Fast nie oder nie","1999","66 +","Rheinland-Pfalz,Saarland","108","0.892089172700838","0.836806115603184","0.947372229798492"
"Fast nie oder nie","1999","66 +","Baden-Wuerttemberg","183","0.860364208916785","0.81326040654858","0.907468011284991"
"Fast nie oder nie","1999","66 +","Bayern","199","0.745660339675717","0.692725819266797","0.798594860084637"
"Fast nie oder nie","1999","66 +","Berlin","47","0.759133413372586","0.653542839777567","0.864723986967606"
"Fast nie oder nie","1999","66 +","Brandenburg","63","0.864222016590518","0.785097843757333","0.943346189423704"
"Fast nie oder nie","1999","66 +","Mecklenburg-Vorpommern","31","0.83822413382348","0.721141296065227","0.955306971581732"
"Fast nie oder nie","1999","66 +","Sachsen","126","0.862043537477286","0.806105491938112","0.917981583016459"
"Fast nie oder nie","1999","66 +","Sachsen-Anhalt","78","0.895787761640204","0.830834561546535","0.960740961733872"
"Fast nie oder nie","1999","66 +","Thueringen","86","0.934375231730755","0.884048217335985","0.984702246125524"
"Mehrmals im Jahr","1999","17-34","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","1999","17-34","Hamburg","","","",""
"Mehrmals im Jahr","1999","17-34","Niedersachsen","100","0.228461008090437","0.18900724371488","0.267914772465995"
"Mehrmals im Jahr","1999","17-34","Bremen","","","",""
"Mehrmals im Jahr","1999","17-34","Nordrhein-Westfalen","241","0.246681429671793","0.218795552150065","0.274567307193521"
"Mehrmals im Jahr","1999","17-34","Hessen","62","0.209433057338941","0.162109120879153","0.256756993798728"
"Mehrmals im Jahr","1999","17-34","Rheinland-Pfalz,Saarland","67","0.27265388856119","0.21666248389483","0.328645293227551"
"Mehrmals im Jahr","1999","17-34","Baden-Wuerttemberg","156","0.209889155519597","0.178702668806635","0.241075642232559"
"Mehrmals im Jahr","1999","17-34","Bayern","179","0.291968150045668","0.255527036849161","0.328409263242174"
"Mehrmals im Jahr","1999","17-34","Berlin","59","0.396842043008494","0.319319725963175","0.474364360053813"
"Mehrmals im Jahr","1999","17-34","Brandenburg","65","0.361475054419223","0.290698476886435","0.432251631952011"
"Mehrmals im Jahr","1999","17-34","Mecklenburg-Vorpommern","39","0.327426554823887","0.249131315630655","0.405721794017119"
"Mehrmals im Jahr","1999","17-34","Sachsen","90","0.232904694187161","0.189058917618434","0.276750470755888"
"Mehrmals im Jahr","1999","17-34","Sachsen-Anhalt","70","0.377389191767679","0.311355439653283","0.443422943882074"
"Mehrmals im Jahr","1999","17-34","Thueringen","71","0.288430586544726","0.229496785190963","0.34736438789849"
"Mehrmals im Jahr","1999","35-65","Schleswig-Holstein","44","0.241826254769316","0.179446322464751","0.304206187073882"
"Mehrmals im Jahr","1999","35-65","Hamburg","","","",""
"Mehrmals im Jahr","1999","35-65","Niedersachsen","122","0.222507311866099","0.188628426811401","0.256386196920797"
"Mehrmals im Jahr","1999","35-65","Bremen","","","",""
"Mehrmals im Jahr","1999","35-65","Nordrhein-Westfalen","294","0.21359463051139","0.192367319521964","0.234821941500816"
"Mehrmals im Jahr","1999","35-65","Hessen","73","0.156416825569087","0.123818552766217","0.189015098371958"
"Mehrmals im Jahr","1999","35-65","Rheinland-Pfalz,Saarland","53","0.0985994064877259","0.0693838498279421","0.12781496314751"
"Mehrmals im Jahr","1999","35-65","Baden-Wuerttemberg","146","0.180036298105354","0.154221979735765","0.205850616474943"
"Mehrmals im Jahr","1999","35-65","Bayern","206","0.232740644380219","0.205434436641038","0.260046852119399"
"Mehrmals im Jahr","1999","35-65","Berlin","78","0.252975338496169","0.203114080922742","0.302836596069596"
"Mehrmals im Jahr","1999","35-65","Brandenburg","80","0.223128066945462","0.179002849840641","0.267253284050283"
"Mehrmals im Jahr","1999","35-65","Mecklenburg-Vorpommern","42","0.246743308710295","0.189382876472146","0.304103740948444"
"Mehrmals im Jahr","1999","35-65","Sachsen","132","0.221121710524298","0.188868717321671","0.253374703726926"
"Mehrmals im Jahr","1999","35-65","Sachsen-Anhalt","69","0.153365790372937","0.117694632016727","0.189036948729147"
"Mehrmals im Jahr","1999","35-65","Thueringen","83","0.18589840329059","0.147289015032006","0.224507791549175"
"Mehrmals im Jahr","1999","66 +","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","1999","66 +","Hamburg","","","",""
"Mehrmals im Jahr","1999","66 +","Niedersachsen","","","",""
"Mehrmals im Jahr","1999","66 +","Bremen","","","",""
"Mehrmals im Jahr","1999","66 +","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","1999","66 +","Hessen","","","",""
"Mehrmals im Jahr","1999","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","1999","66 +","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","1999","66 +","Bayern","","","",""
"Mehrmals im Jahr","1999","66 +","Berlin","","","",""
"Mehrmals im Jahr","1999","66 +","Brandenburg","","","",""
"Mehrmals im Jahr","1999","66 +","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","1999","66 +","Sachsen","","","",""
"Mehrmals im Jahr","1999","66 +","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","1999","66 +","Thueringen","","","",""
"Mindestens einmal im Monat","1999","17-34","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","1999","17-34","Hamburg","","","",""
"Mindestens einmal im Monat","1999","17-34","Niedersachsen","63","0.14149907295095","0.108746106221869","0.174252039680032"
"Mindestens einmal im Monat","1999","17-34","Bremen","","","",""
"Mindestens einmal im Monat","1999","17-34","Nordrhein-Westfalen","96","0.106977142344858","0.0869829652603086","0.126971319429408"
"Mindestens einmal im Monat","1999","17-34","Hessen","","","",""
"Mindestens einmal im Monat","1999","17-34","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","1999","17-34","Baden-Wuerttemberg","62","0.0829964607450264","0.0618692223200078","0.104123699170045"
"Mindestens einmal im Monat","1999","17-34","Bayern","74","0.117406543353949","0.0916062881603877","0.143206798547511"
"Mindestens einmal im Monat","1999","17-34","Berlin","","","",""
"Mindestens einmal im Monat","1999","17-34","Brandenburg","","","",""
"Mindestens einmal im Monat","1999","17-34","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1999","17-34","Sachsen","36","0.105137172074488","0.0733193563154307","0.136954987833545"
"Mindestens einmal im Monat","1999","17-34","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1999","17-34","Thueringen","32","0.151844675919245","0.105160183289923","0.198529168548567"
"Mindestens einmal im Monat","1999","35-65","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","1999","35-65","Hamburg","","","",""
"Mindestens einmal im Monat","1999","35-65","Niedersachsen","34","0.0635369015222094","0.0436683064218716","0.0834054966225473"
"Mindestens einmal im Monat","1999","35-65","Bremen","","","",""
"Mindestens einmal im Monat","1999","35-65","Nordrhein-Westfalen","94","0.0707984315834532","0.0575139880390786","0.0840828751278278"
"Mindestens einmal im Monat","1999","35-65","Hessen","","","",""
"Mindestens einmal im Monat","1999","35-65","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","1999","35-65","Baden-Wuerttemberg","44","0.051364366211984","0.0365335861346868","0.0661951462892811"
"Mindestens einmal im Monat","1999","35-65","Bayern","70","0.0703476901754846","0.0538227698283166","0.0868726105226527"
"Mindestens einmal im Monat","1999","35-65","Berlin","","","",""
"Mindestens einmal im Monat","1999","35-65","Brandenburg","","","",""
"Mindestens einmal im Monat","1999","35-65","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1999","35-65","Sachsen","39","0.0649236767185112","0.0457747420812519","0.0840726113557705"
"Mindestens einmal im Monat","1999","35-65","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1999","35-65","Thueringen","","","",""
"Mindestens einmal im Monat","1999","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","1999","66 +","Hamburg","","","",""
"Mindestens einmal im Monat","1999","66 +","Niedersachsen","","","",""
"Mindestens einmal im Monat","1999","66 +","Bremen","","","",""
"Mindestens einmal im Monat","1999","66 +","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","1999","66 +","Hessen","","","",""
"Mindestens einmal im Monat","1999","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","1999","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","1999","66 +","Bayern","","","",""
"Mindestens einmal im Monat","1999","66 +","Berlin","","","",""
"Mindestens einmal im Monat","1999","66 +","Brandenburg","","","",""
"Mindestens einmal im Monat","1999","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1999","66 +","Sachsen","","","",""
"Mindestens einmal im Monat","1999","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1999","66 +","Thueringen","","","",""
"Mindestens einmal die Woche","1999","17-34","Schleswig-Holstein","43","0.487359917295531","0.388398424640059","0.586321409951002"
"Mindestens einmal die Woche","1999","17-34","Hamburg","","","",""
"Mindestens einmal die Woche","1999","17-34","Niedersachsen","158","0.398489185383908","0.352481175032472","0.444497195735345"
"Mindestens einmal die Woche","1999","17-34","Bremen","","","",""
"Mindestens einmal die Woche","1999","17-34","Nordrhein-Westfalen","304","0.36565646851127","0.334501620383184","0.396811316639355"
"Mindestens einmal die Woche","1999","17-34","Hessen","120","0.467352860326238","0.409325719362543","0.525380001289932"
"Mindestens einmal die Woche","1999","17-34","Rheinland-Pfalz,Saarland","71","0.321013325940078","0.262313459884418","0.379713191995737"
"Mindestens einmal die Woche","1999","17-34","Baden-Wuerttemberg","234","0.385748325124656","0.348470322014045","0.423026328235267"
"Mindestens einmal die Woche","1999","17-34","Bayern","219","0.406770009925252","0.367398369406656","0.446141650443848"
"Mindestens einmal die Woche","1999","17-34","Berlin","48","0.294143739485362","0.221943221090279","0.366344257880445"
"Mindestens einmal die Woche","1999","17-34","Brandenburg","34","0.189421385025068","0.131695110199303","0.247147659850833"
"Mindestens einmal die Woche","1999","17-34","Mecklenburg-Vorpommern","45","0.327698892087414","0.24938695838459","0.406010825790237"
"Mindestens einmal die Woche","1999","17-34","Sachsen","103","0.28112619070841","0.234493447111468","0.327758934305353"
"Mindestens einmal die Woche","1999","17-34","Sachsen-Anhalt","61","0.298930253699864","0.236567042934156","0.361293464465572"
"Mindestens einmal die Woche","1999","17-34","Thueringen","43","0.172254814470568","0.123133590616266","0.221376038324869"
"Mindestens einmal die Woche","1999","35-65","Schleswig-Holstein","53","0.302097058356581","0.235204228910385","0.368989887802777"
"Mindestens einmal die Woche","1999","35-65","Hamburg","","","",""
"Mindestens einmal die Woche","1999","35-65","Niedersachsen","153","0.289262719086256","0.252330143993293","0.32619529417922"
"Mindestens einmal die Woche","1999","35-65","Bremen","","","",""
"Mindestens einmal die Woche","1999","35-65","Nordrhein-Westfalen","342","0.26368599004442","0.240864098250146","0.286507881838695"
"Mindestens einmal die Woche","1999","35-65","Hessen","112","0.271011281494334","0.231123214543092","0.310899348445576"
"Mindestens einmal die Woche","1999","35-65","Rheinland-Pfalz,Saarland","106","0.317506012315525","0.271887251173569","0.363124773457481"
"Mindestens einmal die Woche","1999","35-65","Baden-Wuerttemberg","194","0.282945114421798","0.252682209718207","0.313208019125389"
"Mindestens einmal die Woche","1999","35-65","Bayern","242","0.287209969611635","0.257972839448633","0.316447099774637"
"Mindestens einmal die Woche","1999","35-65","Berlin","68","0.239988027919522","0.191003190546042","0.288972865293003"
"Mindestens einmal die Woche","1999","35-65","Brandenburg","39","0.13081671433618","0.0950793648218874","0.166554063850473"
"Mindestens einmal die Woche","1999","35-65","Mecklenburg-Vorpommern","36","0.137736624487266","0.0918841358611444","0.183589113113387"
"Mindestens einmal die Woche","1999","35-65","Sachsen","97","0.150671801959535","0.122869977565365","0.178473626353704"
"Mindestens einmal die Woche","1999","35-65","Sachsen-Anhalt","56","0.131303911423463","0.0978707209711093","0.164737101875816"
"Mindestens einmal die Woche","1999","35-65","Thueringen","52","0.13590778749525","0.101896896902736","0.169918678087764"
"Mindestens einmal die Woche","1999","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","1999","66 +","Hamburg","","","",""
"Mindestens einmal die Woche","1999","66 +","Niedersachsen","","","",""
"Mindestens einmal die Woche","1999","66 +","Bremen","","","",""
"Mindestens einmal die Woche","1999","66 +","Nordrhein-Westfalen","33","0.115906655136931","0.0809424707089503","0.150870839564911"
"Mindestens einmal die Woche","1999","66 +","Hessen","","","",""
"Mindestens einmal die Woche","1999","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","1999","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","1999","66 +","Bayern","","","",""
"Mindestens einmal die Woche","1999","66 +","Berlin","","","",""
"Mindestens einmal die Woche","1999","66 +","Brandenburg","","","",""
"Mindestens einmal die Woche","1999","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","1999","66 +","Sachsen","","","",""
"Mindestens einmal die Woche","1999","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","1999","66 +","Thueringen","","","",""
"Fast nie oder nie","2000","17-34","Schleswig-Holstein","","","",""
"Fast nie oder nie","2000","17-34","Hamburg","","","",""
"Fast nie oder nie","2000","17-34","Niedersachsen","","","",""
"Fast nie oder nie","2000","17-34","Bremen","","","",""
"Fast nie oder nie","2000","17-34","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2000","17-34","Hessen","","","",""
"Fast nie oder nie","2000","17-34","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2000","17-34","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2000","17-34","Bayern","","","",""
"Fast nie oder nie","2000","17-34","Berlin","","","",""
"Fast nie oder nie","2000","17-34","Brandenburg","","","",""
"Fast nie oder nie","2000","17-34","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2000","17-34","Sachsen","","","",""
"Fast nie oder nie","2000","17-34","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2000","17-34","Thueringen","","","",""
"Fast nie oder nie","2000","35-65","Schleswig-Holstein","","","",""
