"m11104","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal im Monat","1986","Hessen","weiblich","19","","",""
"Mindestens einmal im Monat","1986","Rheinland-Pfalz,Saarland","maennlich","27","","",""
"Mindestens einmal im Monat","1986","Rheinland-Pfalz,Saarland","weiblich","15","","",""
"Mindestens einmal im Monat","1986","Baden-Wuerttemberg","maennlich","69","0.0652521807637088","0.0499220712448622","0.0805822902825554"
"Mindestens einmal im Monat","1986","Baden-Wuerttemberg","weiblich","42","0.0488167158896114","0.0352631097723902","0.0623703220068326"
"Mindestens einmal im Monat","1986","Bayern","maennlich","56","0.0628251980807843","0.0464062872062509","0.0792441089553176"
"Mindestens einmal im Monat","1986","Bayern","weiblich","52","0.0557664735945648","0.0408572957763184","0.0706756514128112"
"Mindestens einmal im Monat","1986","Saarland","maennlich","","","",""
"Mindestens einmal im Monat","1986","Saarland","weiblich","","","",""
"Mindestens einmal im Monat","1986","Berlin","maennlich","15","","",""
"Mindestens einmal im Monat","1986","Berlin","weiblich","10","","",""
"Mindestens einmal im Monat","1986","Brandenburg","maennlich","","","",""
"Mindestens einmal im Monat","1986","Brandenburg","weiblich","","","",""
"Mindestens einmal im Monat","1986","Mecklenburg-Vorpommern","maennlich","","","",""
"Mindestens einmal im Monat","1986","Mecklenburg-Vorpommern","weiblich","","","",""
"Mindestens einmal im Monat","1986","Sachsen","maennlich","","","",""
"Mindestens einmal im Monat","1986","Sachsen","weiblich","","","",""
"Mindestens einmal im Monat","1986","Sachsen-Anhalt","maennlich","","","",""
"Mindestens einmal im Monat","1986","Sachsen-Anhalt","weiblich","","","",""
"Mindestens einmal im Monat","1986","Thueringen","maennlich","","","",""
"Mindestens einmal im Monat","1986","Thueringen","weiblich","","","",""
"Mindestens einmal die Woche","1986","Schleswig-Holstein","maennlich","44","0.290969326175375","0.219920913285777","0.362017739064973"
"Mindestens einmal die Woche","1986","Schleswig-Holstein","weiblich","38","0.228596063318245","0.163931569444385","0.293260557192105"
"Mindestens einmal die Woche","1986","Hamburg","maennlich","35","0.288518443328539","0.209408434691616","0.367628451965462"
"Mindestens einmal die Woche","1986","Hamburg","weiblich","27","","",""
"Mindestens einmal die Woche","1986","Niedersachsen","maennlich","161","","",""
"Mindestens einmal die Woche","1986","Niedersachsen","weiblich","134","","",""
"Mindestens einmal die Woche","1986","Bremen","maennlich","3","","",""
"Mindestens einmal die Woche","1986","Bremen","weiblich","11","","",""
"Mindestens einmal die Woche","1986","Nordrhein-Westfalen","maennlich","420","0.309868975493424","0.285654010408779","0.334083940578069"
"Mindestens einmal die Woche","1986","Nordrhein-Westfalen","weiblich","288","","",""
"Mindestens einmal die Woche","1986","Hessen","maennlich","157","","",""
"Mindestens einmal die Woche","1986","Hessen","weiblich","91","0.19483688702717","0.160728534943805","0.228945239110536"
"Mindestens einmal die Woche","1986","Rheinland-Pfalz,Saarland","maennlich","93","0.229068359662879","0.186592257507521","0.271544461818236"
"Mindestens einmal die Woche","1986","Rheinland-Pfalz,Saarland","weiblich","59","0.157325103365644","0.121048914892533","0.193601291838754"
"Mindestens einmal die Woche","1986","Baden-Wuerttemberg","maennlich","263","","",""
"Mindestens einmal die Woche","1986","Baden-Wuerttemberg","weiblich","161","","",""
"Mindestens einmal die Woche","1986","Bayern","maennlich","264","","",""
"Mindestens einmal die Woche","1986","Bayern","weiblich","213","","",""
"Mindestens einmal die Woche","1986","Saarland","maennlich","","","",""
"Mindestens einmal die Woche","1986","Saarland","weiblich","","","",""
"Mindestens einmal die Woche","1986","Berlin","maennlich","44","0.284986963476996","0.21772113174791","0.352252795206082"
"Mindestens einmal die Woche","1986","Berlin","weiblich","26","","",""
"Mindestens einmal die Woche","1986","Brandenburg","maennlich","","","",""
"Mindestens einmal die Woche","1986","Brandenburg","weiblich","","","",""
"Mindestens einmal die Woche","1986","Mecklenburg-Vorpommern","maennlich","","","",""
"Mindestens einmal die Woche","1986","Mecklenburg-Vorpommern","weiblich","","","",""
"Mindestens einmal die Woche","1986","Sachsen","maennlich","","","",""
"Mindestens einmal die Woche","1986","Sachsen","weiblich","","","",""
"Mindestens einmal die Woche","1986","Sachsen-Anhalt","maennlich","","","",""
"Mindestens einmal die Woche","1986","Sachsen-Anhalt","weiblich","","","",""
"Mindestens einmal die Woche","1986","Thueringen","maennlich","","","",""
"Mindestens einmal die Woche","1986","Thueringen","weiblich","","","",""
"Fast nie oder nie","1987","Schleswig-Holstein","maennlich","","","",""
"Fast nie oder nie","1987","Schleswig-Holstein","weiblich","","","",""
"Fast nie oder nie","1987","Hamburg","maennlich","","","",""
"Fast nie oder nie","1987","Hamburg","weiblich","","","",""
"Fast nie oder nie","1987","Niedersachsen","maennlich","","","",""
"Fast nie oder nie","1987","Niedersachsen","weiblich","","","",""
"Fast nie oder nie","1987","Bremen","maennlich","","","",""
"Fast nie oder nie","1987","Bremen","weiblich","","","",""
"Fast nie oder nie","1987","Nordrhein-Westfalen","maennlich","","","",""
"Fast nie oder nie","1987","Nordrhein-Westfalen","weiblich","","","",""
"Fast nie oder nie","1987","Hessen","maennlich","","","",""
"Fast nie oder nie","1987","Hessen","weiblich","","","",""
"Fast nie oder nie","1987","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Fast nie oder nie","1987","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Fast nie oder nie","1987","Baden-Wuerttemberg","maennlich","","","",""
"Fast nie oder nie","1987","Baden-Wuerttemberg","weiblich","","","",""
"Fast nie oder nie","1987","Bayern","maennlich","","","",""
"Fast nie oder nie","1987","Bayern","weiblich","","","",""
"Fast nie oder nie","1987","Saarland","maennlich","","","",""
"Fast nie oder nie","1987","Saarland","weiblich","","","",""
"Fast nie oder nie","1987","Berlin","maennlich","","","",""
"Fast nie oder nie","1987","Berlin","weiblich","","","",""
"Fast nie oder nie","1987","Brandenburg","maennlich","","","",""
"Fast nie oder nie","1987","Brandenburg","weiblich","","","",""
"Fast nie oder nie","1987","Mecklenburg-Vorpommern","maennlich","","","",""
"Fast nie oder nie","1987","Mecklenburg-Vorpommern","weiblich","","","",""
"Fast nie oder nie","1987","Sachsen","maennlich","","","",""
"Fast nie oder nie","1987","Sachsen","weiblich","","","",""
"Fast nie oder nie","1987","Sachsen-Anhalt","maennlich","","","",""
"Fast nie oder nie","1987","Sachsen-Anhalt","weiblich","","","",""
"Fast nie oder nie","1987","Thueringen","maennlich","","","",""
"Fast nie oder nie","1987","Thueringen","weiblich","","","",""
"Mehrmals im Jahr","1987","Schleswig-Holstein","maennlich","","","",""
"Mehrmals im Jahr","1987","Schleswig-Holstein","weiblich","","","",""
"Mehrmals im Jahr","1987","Hamburg","maennlich","","","",""
"Mehrmals im Jahr","1987","Hamburg","weiblich","","","",""
"Mehrmals im Jahr","1987","Niedersachsen","maennlich","","","",""
"Mehrmals im Jahr","1987","Niedersachsen","weiblich","","","",""
"Mehrmals im Jahr","1987","Bremen","maennlich","","","",""
"Mehrmals im Jahr","1987","Bremen","weiblich","","","",""
"Mehrmals im Jahr","1987","Nordrhein-Westfalen","maennlich","","","",""
"Mehrmals im Jahr","1987","Nordrhein-Westfalen","weiblich","","","",""
"Mehrmals im Jahr","1987","Hessen","maennlich","","","",""
"Mehrmals im Jahr","1987","Hessen","weiblich","","","",""
"Mehrmals im Jahr","1987","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Mehrmals im Jahr","1987","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Mehrmals im Jahr","1987","Baden-Wuerttemberg","maennlich","","","",""
"Mehrmals im Jahr","1987","Baden-Wuerttemberg","weiblich","","","",""
"Mehrmals im Jahr","1987","Bayern","maennlich","","","",""
"Mehrmals im Jahr","1987","Bayern","weiblich","","","",""
"Mehrmals im Jahr","1987","Saarland","maennlich","","","",""
"Mehrmals im Jahr","1987","Saarland","weiblich","","","",""
"Mehrmals im Jahr","1987","Berlin","maennlich","","","",""
"Mehrmals im Jahr","1987","Berlin","weiblich","","","",""
"Mehrmals im Jahr","1987","Brandenburg","maennlich","","","",""
"Mehrmals im Jahr","1987","Brandenburg","weiblich","","","",""
"Mehrmals im Jahr","1987","Mecklenburg-Vorpommern","maennlich","","","",""
"Mehrmals im Jahr","1987","Mecklenburg-Vorpommern","weiblich","","","",""
"Mehrmals im Jahr","1987","Sachsen","maennlich","","","",""
"Mehrmals im Jahr","1987","Sachsen","weiblich","","","",""
"Mehrmals im Jahr","1987","Sachsen-Anhalt","maennlich","","","",""
"Mehrmals im Jahr","1987","Sachsen-Anhalt","weiblich","","","",""
"Mehrmals im Jahr","1987","Thueringen","maennlich","","","",""
"Mehrmals im Jahr","1987","Thueringen","weiblich","","","",""
"Mindestens einmal im Monat","1987","Schleswig-Holstein","maennlich","","","",""
"Mindestens einmal im Monat","1987","Schleswig-Holstein","weiblich","","","",""
"Mindestens einmal im Monat","1987","Hamburg","maennlich","","","",""
"Mindestens einmal im Monat","1987","Hamburg","weiblich","","","",""
"Mindestens einmal im Monat","1987","Niedersachsen","maennlich","","","",""
"Mindestens einmal im Monat","1987","Niedersachsen","weiblich","","","",""
"Mindestens einmal im Monat","1987","Bremen","maennlich","","","",""
"Mindestens einmal im Monat","1987","Bremen","weiblich","","","",""
"Mindestens einmal im Monat","1987","Nordrhein-Westfalen","maennlich","","","",""
"Mindestens einmal im Monat","1987","Nordrhein-Westfalen","weiblich","","","",""
"Mindestens einmal im Monat","1987","Hessen","maennlich","","","",""
"Mindestens einmal im Monat","1987","Hessen","weiblich","","","",""
"Mindestens einmal im Monat","1987","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Mindestens einmal im Monat","1987","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Mindestens einmal im Monat","1987","Baden-Wuerttemberg","maennlich","","","",""
"Mindestens einmal im Monat","1987","Baden-Wuerttemberg","weiblich","","","",""
"Mindestens einmal im Monat","1987","Bayern","maennlich","","","",""
"Mindestens einmal im Monat","1987","Bayern","weiblich","","","",""
"Mindestens einmal im Monat","1987","Saarland","maennlich","","","",""
"Mindestens einmal im Monat","1987","Saarland","weiblich","","","",""
"Mindestens einmal im Monat","1987","Berlin","maennlich","","","",""
"Mindestens einmal im Monat","1987","Berlin","weiblich","","","",""
"Mindestens einmal im Monat","1987","Brandenburg","maennlich","","","",""
"Mindestens einmal im Monat","1987","Brandenburg","weiblich","","","",""
"Mindestens einmal im Monat","1987","Mecklenburg-Vorpommern","maennlich","","","",""
"Mindestens einmal im Monat","1987","Mecklenburg-Vorpommern","weiblich","","","",""
"Mindestens einmal im Monat","1987","Sachsen","maennlich","","","",""
"Mindestens einmal im Monat","1987","Sachsen","weiblich","","","",""
"Mindestens einmal im Monat","1987","Sachsen-Anhalt","maennlich","","","",""
"Mindestens einmal im Monat","1987","Sachsen-Anhalt","weiblich","","","",""
"Mindestens einmal im Monat","1987","Thueringen","maennlich","","","",""
"Mindestens einmal im Monat","1987","Thueringen","weiblich","","","",""
"Mindestens einmal die Woche","1987","Schleswig-Holstein","maennlich","","","",""
"Mindestens einmal die Woche","1987","Schleswig-Holstein","weiblich","","","",""
"Mindestens einmal die Woche","1987","Hamburg","maennlich","","","",""
"Mindestens einmal die Woche","1987","Hamburg","weiblich","","","",""
"Mindestens einmal die Woche","1987","Niedersachsen","maennlich","","","",""
"Mindestens einmal die Woche","1987","Niedersachsen","weiblich","","","",""
"Mindestens einmal die Woche","1987","Bremen","maennlich","","","",""
"Mindestens einmal die Woche","1987","Bremen","weiblich","","","",""
"Mindestens einmal die Woche","1987","Nordrhein-Westfalen","maennlich","","","",""
"Mindestens einmal die Woche","1987","Nordrhein-Westfalen","weiblich","","","",""
"Mindestens einmal die Woche","1987","Hessen","maennlich","","","",""
"Mindestens einmal die Woche","1987","Hessen","weiblich","","","",""
"Mindestens einmal die Woche","1987","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Mindestens einmal die Woche","1987","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Mindestens einmal die Woche","1987","Baden-Wuerttemberg","maennlich","","","",""
"Mindestens einmal die Woche","1987","Baden-Wuerttemberg","weiblich","","","",""
"Mindestens einmal die Woche","1987","Bayern","maennlich","","","",""
"Mindestens einmal die Woche","1987","Bayern","weiblich","","","",""
"Mindestens einmal die Woche","1987","Saarland","maennlich","","","",""
"Mindestens einmal die Woche","1987","Saarland","weiblich","","","",""
"Mindestens einmal die Woche","1987","Berlin","maennlich","","","",""
"Mindestens einmal die Woche","1987","Berlin","weiblich","","","",""
"Mindestens einmal die Woche","1987","Brandenburg","maennlich","","","",""
"Mindestens einmal die Woche","1987","Brandenburg","weiblich","","","",""
"Mindestens einmal die Woche","1987","Mecklenburg-Vorpommern","maennlich","","","",""
"Mindestens einmal die Woche","1987","Mecklenburg-Vorpommern","weiblich","","","",""
"Mindestens einmal die Woche","1987","Sachsen","maennlich","","","",""
"Mindestens einmal die Woche","1987","Sachsen","weiblich","","","",""
"Mindestens einmal die Woche","1987","Sachsen-Anhalt","maennlich","","","",""
"Mindestens einmal die Woche","1987","Sachsen-Anhalt","weiblich","","","",""
"Mindestens einmal die Woche","1987","Thueringen","maennlich","","","",""
"Mindestens einmal die Woche","1987","Thueringen","weiblich","","","",""
"Fast nie oder nie","1988","Schleswig-Holstein","maennlich","60","0.385451296578618","0.308331604932971","0.462570988224266"
"Fast nie oder nie","1988","Schleswig-Holstein","weiblich","87","0.538312242853729","0.461779796366863","0.614844689340595"
"Fast nie oder nie","1988","Hamburg","maennlich","47","0.459237581528849","0.360066697345741","0.558408465711956"
"Fast nie oder nie","1988","Hamburg","weiblich","55","0.539511822453531","0.442304914380468","0.636718730526594"
"Fast nie oder nie","1988","Niedersachsen","maennlich","260","","",""
"Fast nie oder nie","1988","Niedersachsen","weiblich","296","","",""
"Fast nie oder nie","1988","Bremen","maennlich","22","","",""
"Fast nie oder nie","1988","Bremen","weiblich","37","0.677641926105601","0.554122246506289","0.801161605704913"
"Fast nie oder nie","1988","Nordrhein-Westfalen","maennlich","694","0.513849408653273","0.487088612396158","0.540610204910387"
"Fast nie oder nie","1988","Nordrhein-Westfalen","weiblich","824","0.601055634722428","0.574778156768593","0.627333112676262"
"Fast nie oder nie","1988","Hessen","maennlich","301","0.598325624660579","0.555095102471115","0.641556146850043"
"Fast nie oder nie","1988","Hessen","weiblich","334","0.623995199797121","0.581495570956967","0.666494828637275"
"Fast nie oder nie","1988","Rheinland-Pfalz,Saarland","maennlich","195","","",""
"Fast nie oder nie","1988","Rheinland-Pfalz,Saarland","weiblich","259","","",""
"Fast nie oder nie","1988","Baden-Wuerttemberg","maennlich","484","0.473543013344832","0.441742490164185","0.505343536525479"
"Fast nie oder nie","1988","Baden-Wuerttemberg","weiblich","608","0.624111534403172","0.592898367919978","0.655324700886366"
"Fast nie oder nie","1988","Bayern","maennlich","349","0.46380174276716","0.428871942915043","0.498731542619276"
"Fast nie oder nie","1988","Bayern","weiblich","479","0.58270226367827","0.549295705826755","0.616108821529785"
"Fast nie oder nie","1988","Saarland","maennlich","","","",""
"Fast nie oder nie","1988","Saarland","weiblich","","","",""
"Fast nie oder nie","1988","Berlin","maennlich","103","","",""
"Fast nie oder nie","1988","Berlin","weiblich","105","","",""
"Fast nie oder nie","1988","Brandenburg","maennlich","","","",""
"Fast nie oder nie","1988","Brandenburg","weiblich","","","",""
"Fast nie oder nie","1988","Mecklenburg-Vorpommern","maennlich","","","",""
"Fast nie oder nie","1988","Mecklenburg-Vorpommern","weiblich","","","",""
