year,age_gr,bula_h,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,66 and older,Schleswig-Holstein,No,0.70756,131,162,0.63729,0.77782
2012,66 and older,Hamburg,No,0.70409,64,64,0.59138,0.81681
2012,66 and older,Lower Saxony,Yes,0.12709,70,415,0.09500,0.15917
2012,66 and older,Lower Saxony,No,0.71918,345,415,0.67589,0.76247
2012,66 and older,North Rhine-Westphalia,Yes,0.17641,187,796,0.14991,0.20290
2012,66 and older,North Rhine-Westphalia,No,0.67033,609,796,0.63765,0.70301
2012,66 and older,Hesse,Yes,0.16493,60,253,0.11911,0.21075
2012,66 and older,Hesse,No,0.72177,193,253,0.66644,0.77710
2012,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.13483,47,239,0.09144,0.17822
2012,66 and older,"Rhineland-Palatinate, Saarland",No,0.72704,192,239,0.67045,0.78364
2012,66 and older,Baden-Wuerttemberg,Yes,0.23658,142,473,0.19824,0.27492
2012,66 and older,Baden-Wuerttemberg,No,0.61641,331,473,0.57254,0.66028
2012,66 and older,Bavaria,Yes,0.23142,179,642,0.19877,0.26407
2012,66 and older,Bavaria,No,0.61372,463,642,0.57603,0.65141
2012,66 and older,Berlin,Yes,0.23779,44,179,0.17525,0.30033
2012,66 and older,Berlin,No,0.63930,135,179,0.56875,0.70984
2012,66 and older,Brandenburg,Yes,0.11882,36,239,0.07771,0.15992
2012,66 and older,Brandenburg,No,0.86076,203,239,0.81677,0.90474
2012,66 and older,Mecklenburg-Western Pomerania,No,0.90754,117,117,0.85482,0.96025
2012,66 and older,Saxony,Yes,0.09666,40,361,0.06614,0.12719
2012,66 and older,Saxony,No,0.87778,321,361,0.84395,0.91162
2012,66 and older,Saxony-Anhalt,No,0.94474,189,189,0.91207,0.97740
2012,66 and older,Thuringa,No,0.94425,203,203,0.91261,0.97589
2013,17-29 y.,Schleswig-Holstein,No,0.52932,68,68,0.40980,0.64884
2013,17-29 y.,Lower Saxony,Yes,0.15214,42,222,0.10478,0.19949
2013,17-29 y.,Lower Saxony,No,0.50247,180,222,0.43655,0.56839
2013,17-29 y.,North Rhine-Westphalia,Yes,0.11633,98,467,0.08722,0.14544
2013,17-29 y.,North Rhine-Westphalia,No,0.47501,369,467,0.42967,0.52036
2013,17-29 y.,Hesse,No,0.43868,117,117,0.34838,0.52899
2013,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.52479,123,123,0.43617,0.61340
2013,17-29 y.,Baden-Wuerttemberg,Yes,0.11528,47,285,0.07813,0.15242
2013,17-29 y.,Baden-Wuerttemberg,No,0.48192,238,285,0.42380,0.54003
2013,17-29 y.,Bavaria,Yes,0.09633,69,363,0.06593,0.12672
2013,17-29 y.,Bavaria,No,0.52116,294,363,0.46970,0.57263
2013,17-29 y.,Berlin,No,0.47538,71,71,0.35839,0.59237
2013,17-29 y.,Brandenburg,No,0.59088,62,62,0.46750,0.71427
2013,17-29 y.,Mecklenburg-Western Pomerania,No,0.71029,44,44,0.57471,0.84588
2013,17-29 y.,Saxony,No,0.78240,141,141,0.71405,0.85075
2013,17-29 y.,Saxony-Anhalt,No,0.59644,71,71,0.48151,0.71138
2013,17-29 y.,Thuringa,No,0.70174,77,77,0.59888,0.80460
2013,30-45 y.,Schleswig-Holstein,No,0.47475,83,83,0.36667,0.58283
2013,30-45 y.,Hamburg,No,0.28031,53,53,0.15823,0.40239
2013,30-45 y.,Lower Saxony,Yes,0.15655,95,337,0.11770,0.19541
2013,30-45 y.,Lower Saxony,No,0.45358,242,337,0.40035,0.50682
2013,30-45 y.,North Rhine-Westphalia,Yes,0.16110,186,690,0.13364,0.18855
2013,30-45 y.,North Rhine-Westphalia,No,0.38897,504,690,0.35257,0.42538
2013,30-45 y.,Hesse,Yes,0.17535,71,234,0.12653,0.22418
2013,30-45 y.,Hesse,No,0.35918,163,234,0.29758,0.42079
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.11570,39,181,0.06897,0.16243
2013,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.45682,142,181,0.38405,0.52959
2013,30-45 y.,Baden-Wuerttemberg,Yes,0.20099,145,413,0.16229,0.23969
2013,30-45 y.,Baden-Wuerttemberg,No,0.30775,268,413,0.26318,0.35232
2013,30-45 y.,Bavaria,Yes,0.16049,171,557,0.12997,0.19100
2013,30-45 y.,Bavaria,No,0.39510,386,557,0.35447,0.43574
2013,30-45 y.,Berlin,Yes,0.18183,36,156,0.12111,0.24255
2013,30-45 y.,Berlin,No,0.49374,120,156,0.41503,0.57245
2013,30-45 y.,Brandenburg,No,0.50713,96,96,0.40659,0.60766
2013,30-45 y.,Mecklenburg-Western Pomerania,No,0.66555,72,72,0.55581,0.77530
2013,30-45 y.,Saxony,Yes,0.14049,64,272,0.09912,0.18186
2013,30-45 y.,Saxony,No,0.61229,208,272,0.55428,0.67030
2013,30-45 y.,Saxony-Anhalt,No,0.58331,124,124,0.49618,0.67044
2013,30-45 y.,Thuringa,Yes,0.17410,32,138,0.11060,0.23759
2013,30-45 y.,Thuringa,No,0.42805,106,138,0.34519,0.51090
2013,46-65 y.,Schleswig-Holstein,Yes,0.25712,49,174,0.19199,0.32225
2013,46-65 y.,Schleswig-Holstein,No,0.48915,125,174,0.41466,0.56364
2013,46-65 y.,Hamburg,No,0.42351,39,39,0.26641,0.58062
2013,46-65 y.,Lower Saxony,Yes,0.25086,172,550,0.21459,0.28712
2013,46-65 y.,Lower Saxony,No,0.50590,378,550,0.46408,0.54772
2013,46-65 y.,North Rhine-Westphalia,Yes,0.19266,335,1158,0.16993,0.21538
2013,46-65 y.,North Rhine-Westphalia,No,0.55736,823,1158,0.52874,0.58598
2013,46-65 y.,Hesse,Yes,0.22171,159,441,0.18289,0.26052
2013,46-65 y.,Hesse,No,0.49365,282,441,0.44693,0.54036
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.20315,98,360,0.16153,0.24477
2013,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.53798,262,360,0.48641,0.58955
2013,46-65 y.,Baden-Wuerttemberg,Yes,0.20437,190,632,0.17291,0.23584
2013,46-65 y.,Baden-Wuerttemberg,No,0.52887,442,632,0.48992,0.56782
2013,46-65 y.,Bavaria,Yes,0.25941,315,907,0.23087,0.28795
2013,46-65 y.,Bavaria,No,0.49469,592,907,0.46213,0.52724
2013,46-65 y.,Berlin,Yes,0.19768,68,237,0.14687,0.24849
2013,46-65 y.,Berlin,No,0.59636,169,237,0.53376,0.65896
2013,46-65 y.,Brandenburg,Yes,0.19126,65,301,0.14676,0.23577
2013,46-65 y.,Brandenburg,No,0.64689,236,301,0.59281,0.70097
2013,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.19621,37,172,0.13669,0.25573
2013,46-65 y.,Mecklenburg-Western Pomerania,No,0.69210,135,172,0.62291,0.76129
2013,46-65 y.,Saxony,Yes,0.17366,100,464,0.13916,0.20817
2013,46-65 y.,Saxony,No,0.67813,364,464,0.63557,0.72068
2013,46-65 y.,Saxony-Anhalt,Yes,0.12847,51,282,0.08934,0.16759
2013,46-65 y.,Saxony-Anhalt,No,0.73890,231,282,0.68754,0.79026
2013,46-65 y.,Thuringa,Yes,0.13505,46,310,0.09695,0.17316
2013,46-65 y.,Thuringa,No,0.74519,264,310,0.69661,0.79378
2013,66 and older,Schleswig-Holstein,Yes,0.22961,40,149,0.16185,0.29736
2013,66 and older,Schleswig-Holstein,No,0.60902,109,149,0.53041,0.68764
2013,66 and older,Hamburg,No,0.71727,66,66,0.60779,0.82675
2013,66 and older,Lower Saxony,Yes,0.13072,73,391,0.09726,0.16418
2013,66 and older,Lower Saxony,No,0.69425,318,391,0.64853,0.73998
2013,66 and older,North Rhine-Westphalia,Yes,0.19958,196,748,0.17091,0.22824
2013,66 and older,North Rhine-Westphalia,No,0.63032,552,748,0.59570,0.66494
2013,66 and older,Hesse,Yes,0.21560,70,242,0.16368,0.26752
2013,66 and older,Hesse,No,0.66384,172,242,0.60420,0.72348
2013,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.15281,50,227,0.10590,0.19972
2013,66 and older,"Rhineland-Palatinate, Saarland",No,0.67272,177,227,0.61155,0.73390
2013,66 and older,Baden-Wuerttemberg,Yes,0.23479,138,439,0.19509,0.27448
2013,66 and older,Baden-Wuerttemberg,No,0.60856,301,439,0.56285,0.65427
2013,66 and older,Bavaria,Yes,0.24682,178,605,0.21244,0.28121
2013,66 and older,Bavaria,No,0.57606,427,605,0.53665,0.61547
2013,66 and older,Berlin,Yes,0.26046,51,170,0.19429,0.32664
2013,66 and older,Berlin,No,0.61030,119,170,0.53677,0.68383
2013,66 and older,Brandenburg,Yes,0.09510,33,235,0.05751,0.13268
2013,66 and older,Brandenburg,No,0.88509,202,235,0.84423,0.92595
2013,66 and older,Mecklenburg-Western Pomerania,No,0.90261,103,103,0.84507,0.96015
2013,66 and older,Saxony,Yes,0.12595,44,337,0.09047,0.16142
2013,66 and older,Saxony,No,0.83388,293,337,0.79408,0.87368
2013,66 and older,Saxony-Anhalt,No,0.91317,177,177,0.87157,0.95477
2013,66 and older,Thuringa,No,0.93144,189,189,0.89532,0.96757
2014,17-29 y.,Schleswig-Holstein,No,0.69507,127,127,0.61468,0.77546
2014,17-29 y.,Hamburg,No,0.68142,48,48,0.54821,0.81462
2014,17-29 y.,Lower Saxony,Yes,0.14989,55,430,0.11611,0.18367
2014,17-29 y.,Lower Saxony,No,0.72843,375,430,0.68634,0.77052
2014,17-29 y.,Bremen,No,0.83774,45,45,0.72880,0.94668
2014,17-29 y.,North Rhine-Westphalia,Yes,0.10924,105,883,0.08865,0.12983
2014,17-29 y.,North Rhine-Westphalia,No,0.73479,778,883,0.70565,0.76392
2014,17-29 y.,Hesse,No,0.70255,241,241,0.64472,0.76039
2014,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.74643,224,224,0.68933,0.80354
2014,17-29 y.,Baden-Wuerttemberg,Yes,0.13871,68,488,0.10801,0.16941
2014,17-29 y.,Baden-Wuerttemberg,No,0.72090,420,488,0.68106,0.76074
2014,17-29 y.,Bavaria,Yes,0.16142,113,639,0.13287,0.18997
2014,17-29 y.,Bavaria,No,0.69103,526,639,0.65518,0.72689
2014,17-29 y.,Berlin,No,0.70510,116,116,0.62175,0.78844
2014,17-29 y.,Brandenburg,No,0.74151,87,87,0.64898,0.83404
2014,17-29 y.,Mecklenburg-Western Pomerania,No,0.83450,64,64,0.74273,0.92627
2014,17-29 y.,Saxony,No,0.83256,176,176,0.77724,0.88788
2014,17-29 y.,Saxony-Anhalt,No,0.84546,123,123,0.78132,0.90960
2014,17-29 y.,Thuringa,No,0.86052,118,118,0.79774,0.92329
2014,30-45 y.,Schleswig-Holstein,Yes,0.28336,73,279,0.23039,0.33633
2014,30-45 y.,Schleswig-Holstein,No,0.62678,206,279,0.56992,0.68363
2014,30-45 y.,Hamburg,No,0.54864,110,110,0.45522,0.64206
2014,30-45 y.,Lower Saxony,Yes,0.24964,178,722,0.21804,0.28123
2014,30-45 y.,Lower Saxony,No,0.66109,544,722,0.62654,0.69564
2014,30-45 y.,Bremen,No,0.78282,56,56,0.67384,0.89179
2014,30-45 y.,North Rhine-Westphalia,Yes,0.23262,327,1630,0.21211,0.25314
2014,30-45 y.,North Rhine-Westphalia,No,0.63145,1303,1630,0.60803,0.65488
2014,30-45 y.,Hesse,Yes,0.22694,137,500,0.19019,0.26369
2014,30-45 y.,Hesse,No,0.61209,363,500,0.56934,0.65484
2014,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.16954,90,432,0.13411,0.20496
2014,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.71989,342,432,0.67749,0.76228
2014,30-45 y.,Baden-Wuerttemberg,Yes,0.30899,292,991,0.28020,0.33777
2014,30-45 y.,Baden-Wuerttemberg,No,0.54560,699,991,0.51458,0.57661
2014,30-45 y.,Bavaria,Yes,0.24611,337,1264,0.22236,0.26987
2014,30-45 y.,Bavaria,No,0.63127,927,1264,0.60466,0.65788
2014,30-45 y.,Berlin,Yes,0.19324,54,282,0.14707,0.23940
2014,30-45 y.,Berlin,No,0.72909,228,282,0.67713,0.78105
2014,30-45 y.,Brandenburg,Yes,0.16466,52,248,0.11841,0.21091
2014,30-45 y.,Brandenburg,No,0.71741,196,248,0.66126,0.77356
2014,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.18197,31,143,0.11851,0.24543
2014,30-45 y.,Mecklenburg-Western Pomerania,No,0.74501,112,143,0.67332,0.81670
2014,30-45 y.,Saxony,Yes,0.26339,103,437,0.22204,0.30473
2014,30-45 y.,Saxony,No,0.67066,334,437,0.62655,0.71478
2014,30-45 y.,Saxony-Anhalt,Yes,0.18321,44,264,0.13646,0.22997
2014,30-45 y.,Saxony-Anhalt,No,0.74550,220,264,0.69285,0.79814
2014,30-45 y.,Thuringa,Yes,0.23189,44,264,0.18088,0.28290
2014,30-45 y.,Thuringa,No,0.67296,220,264,0.61626,0.72966
2014,46-65 y.,Schleswig-Holstein,Yes,0.22929,57,237,0.17565,0.28292
2014,46-65 y.,Schleswig-Holstein,No,0.61681,180,237,0.55478,0.67883
2014,46-65 y.,Hamburg,No,0.67429,83,83,0.57286,0.77573
2014,46-65 y.,Lower Saxony,Yes,0.29376,219,749,0.26112,0.32641
2014,46-65 y.,Lower Saxony,No,0.55341,530,749,0.51778,0.58903
2014,46-65 y.,Bremen,No,0.78145,41,41,0.65338,0.90952
2014,46-65 y.,North Rhine-Westphalia,Yes,0.20408,419,1626,0.18449,0.22368
2014,46-65 y.,North Rhine-Westphalia,No,0.64878,1207,1626,0.62557,0.67199
2014,46-65 y.,Hesse,Yes,0.20951,171,595,0.17678,0.24224
2014,46-65 y.,Hesse,No,0.59676,424,595,0.55731,0.63621
2014,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.26072,139,469,0.22094,0.30049
2014,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.57635,330,469,0.53158,0.62112
2014,46-65 y.,Baden-Wuerttemberg,Yes,0.25463,275,847,0.22528,0.28399
2014,46-65 y.,Baden-Wuerttemberg,No,0.59518,572,847,0.56211,0.62826
2014,46-65 y.,Bavaria,Yes,0.27960,417,1254,0.25475,0.30445
2014,46-65 y.,Bavaria,No,0.54566,837,1254,0.51809,0.57323
2014,46-65 y.,Berlin,Yes,0.23082,76,264,0.17989,0.28174
2014,46-65 y.,Berlin,No,0.62251,188,264,0.56392,0.68109
2014,46-65 y.,Brandenburg,Yes,0.16920,68,372,0.13105,0.20735
2014,46-65 y.,Brandenburg,No,0.73452,304,372,0.68959,0.77946
2014,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.16431,33,188,0.11120,0.21742
2014,46-65 y.,Mecklenburg-Western Pomerania,No,0.77420,155,188,0.71428,0.83413
2014,46-65 y.,Saxony,Yes,0.18251,92,519,0.14925,0.21578
2014,46-65 y.,Saxony,No,0.73919,427,519,0.70137,0.77700
2014,46-65 y.,Saxony-Anhalt,Yes,0.15490,47,301,0.11396,0.19585
2014,46-65 y.,Saxony-Anhalt,No,0.75732,254,301,0.70880,0.80583
2014,46-65 y.,Thuringa,Yes,0.09503,43,332,0.06344,0.12663
2014,46-65 y.,Thuringa,No,0.81320,289,332,0.77122,0.85519
2014,66 and older,Schleswig-Holstein,Yes,0.21579,36,160,0.15185,0.27974
2014,66 and older,Schleswig-Holstein,No,0.63625,124,160,0.56147,0.71102
2014,66 and older,Hamburg,No,0.57761,54,54,0.44462,0.71059
2014,66 and older,Lower Saxony,Yes,0.16733,80,386,0.13004,0.20461
2014,66 and older,Lower Saxony,No,0.64941,306,386,0.60175,0.69708
2014,66 and older,North Rhine-Westphalia,Yes,0.18468,187,739,0.15668,0.21267
2014,66 and older,North Rhine-Westphalia,No,0.64180,552,739,0.60720,0.67639
2014,66 and older,Hesse,Yes,0.16858,62,233,0.12040,0.21675
2014,66 and older,Hesse,No,0.68656,171,233,0.62687,0.74626
2014,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.16814,52,227,0.11938,0.21690
2014,66 and older,"Rhineland-Palatinate, Saarland",No,0.66077,175,227,0.59904,0.72250
2014,66 and older,Baden-Wuerttemberg,Yes,0.25188,140,449,0.21168,0.29207
2014,66 and older,Baden-Wuerttemberg,No,0.61710,309,449,0.57209,0.66212
2014,66 and older,Bavaria,Yes,0.25542,192,605,0.22064,0.29020
2014,66 and older,Bavaria,No,0.54665,413,605,0.50695,0.58636
2014,66 and older,Berlin,Yes,0.24126,48,174,0.17750,0.30502
2014,66 and older,Berlin,No,0.66941,126,174,0.59931,0.73952
2014,66 and older,Brandenburg,Yes,0.13827,37,233,0.09385,0.18269
2014,66 and older,Brandenburg,No,0.84577,196,233,0.79929,0.89224
2014,66 and older,Mecklenburg-Western Pomerania,No,0.85912,102,102,0.79127,0.92697
2014,66 and older,Saxony,Yes,0.11176,48,337,0.07807,0.14545
2014,66 and older,Saxony,No,0.84303,289,337,0.80413,0.88193
2014,66 and older,Saxony-Anhalt,No,0.87630,180,180,0.82807,0.92453
2014,66 and older,Thuringa,No,0.92289,182,182,0.88402,0.96175
2016,17-29 y.,Schleswig-Holstein,No,0.62759,107,107,0.53556,0.71963
2016,17-29 y.,Hamburg,No,0.55309,48,48,0.41095,0.69523
2016,17-29 y.,Lower Saxony,Yes,0.11699,40,403,0.08557,0.14841
2016,17-29 y.,Lower Saxony,No,0.74059,363,403,0.69774,0.78343
2016,17-29 y.,Bremen,No,0.88953,37,37,0.78713,0.99193
2016,17-29 y.,North Rhine-Westphalia,Yes,0.08665,87,794,0.06707,0.10623
2016,17-29 y.,North Rhine-Westphalia,No,0.73554,707,794,0.70485,0.76624
2016,17-29 y.,Hesse,No,0.73593,210,210,0.67617,0.79570
2016,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.72076,196,196,0.65780,0.78373
2016,17-29 y.,Baden-Wuerttemberg,Yes,0.09296,56,424,0.06529,0.12063
2016,17-29 y.,Baden-Wuerttemberg,No,0.74317,368,424,0.70154,0.78481
2016,17-29 y.,Bavaria,Yes,0.10219,77,556,0.07699,0.12739
2016,17-29 y.,Bavaria,No,0.72736,479,556,0.69031,0.76441
2016,17-29 y.,Berlin,No,0.73606,114,114,0.65479,0.81733
2016,17-29 y.,Brandenburg,No,0.76588,92,92,0.67887,0.85288
2016,17-29 y.,Mecklenburg-Western Pomerania,No,0.82741,59,59,0.73015,0.92466
2016,17-29 y.,Saxony,No,0.84507,167,167,0.79003,0.90012
2016,17-29 y.,Saxony-Anhalt,No,0.78068,101,101,0.69958,0.86178
2016,17-29 y.,Thuringa,No,0.79023,97,97,0.70879,0.87168
2016,30-45 y.,Schleswig-Holstein,Yes,0.19204,50,240,0.14210,0.24198
2016,30-45 y.,Schleswig-Holstein,No,0.69596,190,240,0.63764,0.75428
2016,30-45 y.,Hamburg,No,0.59683,92,92,0.49604,0.69762
2016,30-45 y.,Lower Saxony,Yes,0.27288,138,581,0.23663,0.30913
2016,30-45 y.,Lower Saxony,No,0.60840,443,581,0.56867,0.64812
2016,30-45 y.,Bremen,No,0.90340,46,46,0.81709,0.98971
2016,30-45 y.,North Rhine-Westphalia,Yes,0.20277,242,1393,0.18165,0.22389
2016,30-45 y.,North Rhine-Westphalia,No,0.66522,1151,1393,0.64043,0.69001
2016,30-45 y.,Hesse,Yes,0.16970,87,397,0.13273,0.20667
2016,30-45 y.,Hesse,No,0.66748,310,397,0.62108,0.71388
2016,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.17109,66,371,0.13271,0.20946
2016,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.69276,305,371,0.64575,0.73977
2016,30-45 y.,Baden-Wuerttemberg,Yes,0.28385,229,839,0.25332,0.31437
2016,30-45 y.,Baden-Wuerttemberg,No,0.59256,610,839,0.55929,0.62583
2016,30-45 y.,Bavaria,Yes,0.27445,274,1044,0.24737,0.30154
2016,30-45 y.,Bavaria,No,0.60520,770,1044,0.57554,0.63487
2016,30-45 y.,Berlin,Yes,0.20160,47,249,0.15167,0.25153
2016,30-45 y.,Berlin,No,0.72142,202,249,0.66563,0.77722
2016,30-45 y.,Brandenburg,Yes,0.12412,34,204,0.07877,0.16948
2016,30-45 y.,Brandenburg,No,0.74822,170,204,0.68851,0.80793
2016,30-45 y.,Mecklenburg-Western Pomerania,No,0.83830,110,110,0.76918,0.90742
2016,30-45 y.,Saxony,Yes,0.25244,95,362,0.20762,0.29725
2016,30-45 y.,Saxony,No,0.66615,267,362,0.61751,0.71480
2016,30-45 y.,Saxony-Anhalt,No,0.82938,192,192,0.77603,0.88273
2016,30-45 y.,Thuringa,Yes,0.18244,46,234,0.13285,0.23203
2016,30-45 y.,Thuringa,No,0.73292,188,234,0.67611,0.78973
2016,46-65 y.,Schleswig-Holstein,Yes,0.24456,58,229,0.18877,0.30035
2016,46-65 y.,Schleswig-Holstein,No,0.59680,171,229,0.53313,0.66048
2016,46-65 y.,Hamburg,No,0.69252,89,89,0.59611,0.78894
2016,46-65 y.,Lower Saxony,Yes,0.33234,200,724,0.29801,0.36668
2016,46-65 y.,Lower Saxony,No,0.53779,524,724,0.50145,0.57413
2016,46-65 y.,Bremen,No,0.72256,37,37,0.57630,0.86882
2016,46-65 y.,North Rhine-Westphalia,Yes,0.18899,353,1488,0.16909,0.20889
2016,46-65 y.,North Rhine-Westphalia,No,0.65406,1135,1488,0.62988,0.67824
2016,46-65 y.,Hesse,Yes,0.20024,136,518,0.16575,0.23474
2016,46-65 y.,Hesse,No,0.63139,382,518,0.58981,0.67298
2016,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.19484,109,475,0.15918,0.23050
2016,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.65729,366,475,0.61456,0.70002
2016,46-65 y.,Baden-Wuerttemberg,Yes,0.24062,231,781,0.21062,0.27062
2016,46-65 y.,Baden-Wuerttemberg,No,0.59898,550,781,0.56458,0.63337
2016,46-65 y.,Bavaria,Yes,0.26984,365,1169,0.24438,0.29530
2016,46-65 y.,Bavaria,No,0.57943,804,1169,0.55112,0.60774
2016,46-65 y.,Berlin,Yes,0.21250,59,253,0.16199,0.26301
2016,46-65 y.,Berlin,No,0.68457,194,253,0.62719,0.74194
2016,46-65 y.,Brandenburg,Yes,0.13563,55,337,0.09902,0.17224
2016,46-65 y.,Brandenburg,No,0.74763,282,337,0.70118,0.79408
2016,46-65 y.,Mecklenburg-Western Pomerania,No,0.70817,143,143,0.63340,0.78294
2016,46-65 y.,Saxony,Yes,0.15135,85,472,0.11899,0.18372
2016,46-65 y.,Saxony,No,0.76654,387,472,0.72834,0.80475
2016,46-65 y.,Saxony-Anhalt,Yes,0.13214,41,276,0.09212,0.17217
2016,46-65 y.,Saxony-Anhalt,No,0.76173,235,276,0.71137,0.81208
2016,46-65 y.,Thuringa,Yes,0.11732,52,301,0.08090,0.15373
2016,46-65 y.,Thuringa,No,0.76555,249,301,0.71761,0.81349
2016,66 and older,Schleswig-Holstein,Yes,0.18673,31,139,0.12171,0.25175
2016,66 and older,Schleswig-Holstein,No,0.70323,108,139,0.62701,0.77945
2016,66 and older,Hamburg,No,0.61522,62,62,0.49312,0.73732
2016,66 and older,Lower Saxony,Yes,0.14640,69,369,0.11028,0.18252
2016,66 and older,Lower Saxony,No,0.65265,300,369,0.60400,0.70130
2016,66 and older,North Rhine-Westphalia,Yes,0.16893,168,690,0.14095,0.19691
2016,66 and older,North Rhine-Westphalia,No,0.64806,522,690,0.61240,0.68372
2016,66 and older,Hesse,Yes,0.14463,50,207,0.09659,0.19266
2016,66 and older,Hesse,No,0.66528,157,207,0.60084,0.72972
2016,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.14437,44,226,0.09845,0.19030
2016,66 and older,"Rhineland-Palatinate, Saarland",No,0.68718,182,226,0.62660,0.74776
2016,66 and older,Baden-Wuerttemberg,Yes,0.19943,107,399,0.16017,0.23869
2016,66 and older,Baden-Wuerttemberg,No,0.63749,292,399,0.59026,0.68472
2016,66 and older,Bavaria,Yes,0.23466,159,576,0.20002,0.26929
2016,66 and older,Bavaria,No,0.58823,417,576,0.54800,0.62846
2016,66 and older,Berlin,Yes,0.18063,37,167,0.12211,0.23916
2016,66 and older,Berlin,No,0.72157,130,167,0.65339,0.78976
2016,66 and older,Brandenburg,No,0.90551,201,201,0.86497,0.94605
2016,66 and older,Mecklenburg-Western Pomerania,No,0.88313,101,101,0.82016,0.94610
2016,66 and older,Saxony,Yes,0.10502,39,325,0.07163,0.13840
2016,66 and older,Saxony,No,0.86423,286,325,0.82693,0.90153
2016,66 and older,Saxony-Anhalt,No,0.89410,160,160,0.84627,0.94193
2016,66 and older,Thuringa,No,0.92127,181,181,0.88193,0.96062
2018,17-29 y.,Schleswig-Holstein,No,0.63944,125,125,0.55492,0.72395
2018,17-29 y.,Hamburg,No,0.71750,61,61,0.60357,0.83142
2018,17-29 y.,Lower Saxony,Yes,0.11973,51,462,0.09009,0.14936
2018,17-29 y.,Lower Saxony,No,0.72649,411,462,0.68580,0.76719
2018,17-29 y.,Bremen,No,0.78491,38,38,0.65251,0.91730
2018,17-29 y.,North Rhine-Westphalia,Yes,0.10234,102,937,0.08293,0.12176
2018,17-29 y.,North Rhine-Westphalia,No,0.72880,835,937,0.70031,0.75728
2018,17-29 y.,Hesse,Yes,0.09930,31,286,0.06458,0.13402
2018,17-29 y.,Hesse,No,0.76045,255,286,0.71090,0.81001
2018,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.69676,197,197,0.63241,0.76112
2018,17-29 y.,Baden-Wuerttemberg,Yes,0.16107,57,404,0.12518,0.19696
2018,17-29 y.,Baden-Wuerttemberg,No,0.65052,347,404,0.60397,0.69707
2018,17-29 y.,Bavaria,Yes,0.17485,100,563,0.14345,0.20626
2018,17-29 y.,Bavaria,No,0.67277,463,563,0.63398,0.71157
2018,17-29 y.,Berlin,No,0.73350,116,116,0.65269,0.81431
2018,17-29 y.,Brandenburg,No,0.75819,105,105,0.67590,0.84049
2018,17-29 y.,Mecklenburg-Western Pomerania,No,0.80156,69,69,0.70676,0.89635
2018,17-29 y.,Saxony,No,0.70888,193,193,0.64462,0.77314
2018,17-29 y.,Saxony-Anhalt,No,0.77160,122,122,0.69680,0.84640
2018,17-29 y.,Thuringa,No,0.80173,113,113,0.72790,0.87557
2018,30-45 y.,Schleswig-Holstein,Yes,0.15278,46,246,0.10773,0.19783
2018,30-45 y.,Schleswig-Holstein,No,0.73661,200,246,0.68146,0.79177
2018,30-45 y.,Hamburg,No,0.58756,112,112,0.49598,0.67914
2018,30-45 y.,Lower Saxony,Yes,0.21898,125,526,0.18360,0.25436
2018,30-45 y.,Lower Saxony,No,0.65474,401,526,0.61407,0.69541
2018,30-45 y.,Bremen,No,0.78853,41,41,0.66198,0.91508
2018,30-45 y.,North Rhine-Westphalia,Yes,0.19309,235,1311,0.17172,0.21447
2018,30-45 y.,North Rhine-Westphalia,No,0.68644,1076,1311,0.66131,0.71156
2018,30-45 y.,Hesse,Yes,0.17885,80,374,0.13996,0.21774
2018,30-45 y.,Hesse,No,0.68994,294,374,0.64300,0.73688
2018,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.13814,55,329,0.10080,0.17548
2018,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.71995,274,329,0.67136,0.76855
2018,30-45 y.,Baden-Wuerttemberg,Yes,0.26184,199,710,0.22948,0.29420
2018,30-45 y.,Baden-Wuerttemberg,No,0.61888,511,710,0.58313,0.65463
2018,30-45 y.,Bavaria,Yes,0.24622,259,976,0.21918,0.27327
2018,30-45 y.,Bavaria,No,0.65294,717,976,0.62306,0.68282
