"pli0093_h","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","1990","Hauptschule","Schleswig-Holstein","89","0.513294182558743","0.437029659497302","0.589558705620185"
"Nie","1990","Hauptschule","Hamburg","49","0.57292989574117","0.468385876392147","0.677473915090194"
"Nie","1990","Hauptschule","Niedersachsen","295","","",""
"Nie","1990","Hauptschule","Bremen","36","0.607175168653455","0.484617739894411","0.729732597412498"
"Nie","1990","Hauptschule","Nordrhein-Westfalen","793","0.581240057917325","0.554873873641916","0.607606242192733"
"Nie","1990","Hauptschule","Hessen","341","0.580470384434923","0.538096275874118","0.622844492995728"
"Nie","1990","Hauptschule","Rheinland-Pfalz,Saarland","289","","",""
"Nie","1990","Hauptschule","Baden-Wuerttemberg","573","0.503477320513201","0.473249541794548","0.533705099231854"
"Nie","1990","Hauptschule","Bayern","519","0.540680272295365","0.508839683465523","0.572520861125207"
"Nie","1990","Hauptschule","Saarland","","","",""
"Nie","1990","Hauptschule","Berlin","82","0.545380115317656","0.465959457327347","0.624800773307965"
"Nie","1990","Hauptschule","Brandenburg","","","",""
"Nie","1990","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nie","1990","Hauptschule","Sachsen","","","",""
"Nie","1990","Hauptschule","Sachsen-Anhalt","","","",""
"Nie","1990","Hauptschule","Thueringen","","","",""
"Nie","1990","Realschule","Schleswig-Holstein","19","","",""
"Nie","1990","Realschule","Hamburg","12","","",""
"Nie","1990","Realschule","Niedersachsen","62","0.302870195991264","0.240424642699317","0.36531574928321"
"Nie","1990","Realschule","Bremen","12","","",""
"Nie","1990","Realschule","Nordrhein-Westfalen","160","","",""
"Nie","1990","Realschule","Hessen","60","0.420566111158206","0.345470746549218","0.495661475767194"
"Nie","1990","Realschule","Rheinland-Pfalz,Saarland","39","0.433158737574184","0.3296299750595","0.536687500088869"
"Nie","1990","Realschule","Baden-Wuerttemberg","65","0.27941602301163","0.224663240850212","0.334168805173049"
"Nie","1990","Realschule","Bayern","74","0.271872984889388","0.220035792256649","0.323710177522127"
"Nie","1990","Realschule","Saarland","","","",""
"Nie","1990","Realschule","Berlin","18","","",""
"Nie","1990","Realschule","Brandenburg","","","",""
"Nie","1990","Realschule","Mecklenburg-Vorpommern","","","",""
"Nie","1990","Realschule","Sachsen","","","",""
"Nie","1990","Realschule","Sachsen-Anhalt","","","",""
"Nie","1990","Realschule","Thueringen","","","",""
"Nie","1990","(Fach-)Abitur","Schleswig-Holstein","7","0.275617426078566","0.0797913928833668","0.471443459273766"
"Nie","1990","(Fach-)Abitur","Hamburg","4","0.113326502324832","-0.0331134048338235","0.259766409483488"
"Nie","1990","(Fach-)Abitur","Niedersachsen","21","","",""
"Nie","1990","(Fach-)Abitur","Bremen","4","0.504388471867803","0.19450289238291","0.814274051352695"
"Nie","1990","(Fach-)Abitur","Nordrhein-Westfalen","83","0.286281345472472","0.229212430100222","0.343350260844722"
"Nie","1990","(Fach-)Abitur","Hessen","38","0.439917470599234","0.331146071367915","0.548688869830553"
"Nie","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","16","","",""
"Nie","1990","(Fach-)Abitur","Baden-Wuerttemberg","35","0.155157101704023","0.092189081509231","0.218125121898816"
"Nie","1990","(Fach-)Abitur","Bayern","22","","",""
"Nie","1990","(Fach-)Abitur","Saarland","","","",""
"Nie","1990","(Fach-)Abitur","Berlin","14","","",""
"Nie","1990","(Fach-)Abitur","Brandenburg","","","",""
"Nie","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nie","1990","(Fach-)Abitur","Sachsen","","","",""
"Nie","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nie","1990","(Fach-)Abitur","Thueringen","","","",""
"Nie","1990","AkademikerIn","Schleswig-Holstein","1","","",""
"Nie","1990","AkademikerIn","Hamburg","2","","",""
"Nie","1990","AkademikerIn","Niedersachsen","16","","",""
"Nie","1990","AkademikerIn","Bremen","1","","",""
"Nie","1990","AkademikerIn","Nordrhein-Westfalen","48","0.237900495471746","0.178289885166201","0.297511105777291"
"Nie","1990","AkademikerIn","Hessen","29","","",""
"Nie","1990","AkademikerIn","Rheinland-Pfalz,Saarland","12","","",""
"Nie","1990","AkademikerIn","Baden-Wuerttemberg","17","","",""
"Nie","1990","AkademikerIn","Bayern","28","","",""
"Nie","1990","AkademikerIn","Saarland","","","",""
"Nie","1990","AkademikerIn","Berlin","4","0.0839314724234381","-0.00927263139013458","0.177135576237011"
"Nie","1990","AkademikerIn","Brandenburg","","","",""
"Nie","1990","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nie","1990","AkademikerIn","Sachsen","","","",""
"Nie","1990","AkademikerIn","Sachsen-Anhalt","","","",""
"Nie","1990","AkademikerIn","Thueringen","","","",""
"Taeglich","1991","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Taeglich","1991","(noch) kein Abschluss","Hamburg","","","",""
"Taeglich","1991","(noch) kein Abschluss","Niedersachsen","","","",""
"Taeglich","1991","(noch) kein Abschluss","Bremen","","","",""
"Taeglich","1991","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Taeglich","1991","(noch) kein Abschluss","Hessen","","","",""
"Taeglich","1991","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1991","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Taeglich","1991","(noch) kein Abschluss","Bayern","","","",""
"Taeglich","1991","(noch) kein Abschluss","Saarland","","","",""
"Taeglich","1991","(noch) kein Abschluss","Berlin","","","",""
"Taeglich","1991","(noch) kein Abschluss","Brandenburg","","","",""
"Taeglich","1991","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Taeglich","1991","(noch) kein Abschluss","Sachsen","","","",""
"Taeglich","1991","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Taeglich","1991","(noch) kein Abschluss","Thueringen","","","",""
"Taeglich","1991","Hauptschule","Schleswig-Holstein","","","",""
"Taeglich","1991","Hauptschule","Hamburg","","","",""
"Taeglich","1991","Hauptschule","Niedersachsen","","","",""
"Taeglich","1991","Hauptschule","Bremen","","","",""
"Taeglich","1991","Hauptschule","Nordrhein-Westfalen","","","",""
"Taeglich","1991","Hauptschule","Hessen","","","",""
"Taeglich","1991","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1991","Hauptschule","Baden-Wuerttemberg","","","",""
"Taeglich","1991","Hauptschule","Bayern","","","",""
"Taeglich","1991","Hauptschule","Saarland","","","",""
"Taeglich","1991","Hauptschule","Berlin","","","",""
"Taeglich","1991","Hauptschule","Brandenburg","","","",""
"Taeglich","1991","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","1991","Hauptschule","Sachsen","","","",""
"Taeglich","1991","Hauptschule","Sachsen-Anhalt","","","",""
"Taeglich","1991","Hauptschule","Thueringen","","","",""
"Taeglich","1991","Realschule","Schleswig-Holstein","","","",""
"Taeglich","1991","Realschule","Hamburg","","","",""
"Taeglich","1991","Realschule","Niedersachsen","","","",""
"Taeglich","1991","Realschule","Bremen","","","",""
"Taeglich","1991","Realschule","Nordrhein-Westfalen","","","",""
"Taeglich","1991","Realschule","Hessen","","","",""
"Taeglich","1991","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1991","Realschule","Baden-Wuerttemberg","","","",""
"Taeglich","1991","Realschule","Bayern","","","",""
"Taeglich","1991","Realschule","Saarland","","","",""
"Taeglich","1991","Realschule","Berlin","","","",""
"Taeglich","1991","Realschule","Brandenburg","","","",""
"Taeglich","1991","Realschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","1991","Realschule","Sachsen","","","",""
"Taeglich","1991","Realschule","Sachsen-Anhalt","","","",""
"Taeglich","1991","Realschule","Thueringen","","","",""
"Taeglich","1991","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Taeglich","1991","(Fach-)Abitur","Hamburg","","","",""
"Taeglich","1991","(Fach-)Abitur","Niedersachsen","","","",""
"Taeglich","1991","(Fach-)Abitur","Bremen","","","",""
"Taeglich","1991","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Taeglich","1991","(Fach-)Abitur","Hessen","","","",""
"Taeglich","1991","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1991","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Taeglich","1991","(Fach-)Abitur","Bayern","","","",""
"Taeglich","1991","(Fach-)Abitur","Saarland","","","",""
"Taeglich","1991","(Fach-)Abitur","Berlin","","","",""
"Taeglich","1991","(Fach-)Abitur","Brandenburg","","","",""
"Taeglich","1991","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Taeglich","1991","(Fach-)Abitur","Sachsen","","","",""
"Taeglich","1991","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Taeglich","1991","(Fach-)Abitur","Thueringen","","","",""
"Taeglich","1991","AkademikerIn","Schleswig-Holstein","","","",""
"Taeglich","1991","AkademikerIn","Hamburg","","","",""
"Taeglich","1991","AkademikerIn","Niedersachsen","","","",""
"Taeglich","1991","AkademikerIn","Bremen","","","",""
"Taeglich","1991","AkademikerIn","Nordrhein-Westfalen","","","",""
"Taeglich","1991","AkademikerIn","Hessen","","","",""
"Taeglich","1991","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1991","AkademikerIn","Baden-Wuerttemberg","","","",""
"Taeglich","1991","AkademikerIn","Bayern","","","",""
"Taeglich","1991","AkademikerIn","Saarland","","","",""
"Taeglich","1991","AkademikerIn","Berlin","","","",""
"Taeglich","1991","AkademikerIn","Brandenburg","","","",""
"Taeglich","1991","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Taeglich","1991","AkademikerIn","Sachsen","","","",""
"Taeglich","1991","AkademikerIn","Sachsen-Anhalt","","","",""
"Taeglich","1991","AkademikerIn","Thueringen","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Niedersachsen","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Hessen","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Bayern","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Woche","1991","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1991","Hauptschule","Hamburg","","","",""
"Min 1x pro Woche","1991","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Woche","1991","Hauptschule","Bremen","","","",""
"Min 1x pro Woche","1991","Hauptschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1991","Hauptschule","Hessen","","","",""
"Min 1x pro Woche","1991","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1991","Hauptschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1991","Hauptschule","Bayern","","","",""
"Min 1x pro Woche","1991","Hauptschule","Saarland","","","",""
"Min 1x pro Woche","1991","Hauptschule","Berlin","","","",""
"Min 1x pro Woche","1991","Hauptschule","Brandenburg","","","",""
"Min 1x pro Woche","1991","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1991","Hauptschule","Sachsen","","","",""
"Min 1x pro Woche","1991","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1991","Hauptschule","Thueringen","","","",""
"Min 1x pro Woche","1991","Realschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1991","Realschule","Hamburg","","","",""
"Min 1x pro Woche","1991","Realschule","Niedersachsen","","","",""
"Min 1x pro Woche","1991","Realschule","Bremen","","","",""
"Min 1x pro Woche","1991","Realschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1991","Realschule","Hessen","","","",""
"Min 1x pro Woche","1991","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1991","Realschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1991","Realschule","Bayern","","","",""
"Min 1x pro Woche","1991","Realschule","Saarland","","","",""
"Min 1x pro Woche","1991","Realschule","Berlin","","","",""
"Min 1x pro Woche","1991","Realschule","Brandenburg","","","",""
"Min 1x pro Woche","1991","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1991","Realschule","Sachsen","","","",""
"Min 1x pro Woche","1991","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1991","Realschule","Thueringen","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Niedersachsen","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Hessen","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Bayern","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Berlin","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Hamburg","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Niedersachsen","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Bremen","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Hessen","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Bayern","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Saarland","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Berlin","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Sachsen","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Thueringen","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Niedersachsen","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Hessen","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Bayern","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Monat","1991","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1991","Hauptschule","Hamburg","","","",""
"Min 1x pro Monat","1991","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Monat","1991","Hauptschule","Bremen","","","",""
"Min 1x pro Monat","1991","Hauptschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1991","Hauptschule","Hessen","","","",""
"Min 1x pro Monat","1991","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1991","Hauptschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1991","Hauptschule","Bayern","","","",""
"Min 1x pro Monat","1991","Hauptschule","Saarland","","","",""
"Min 1x pro Monat","1991","Hauptschule","Berlin","","","",""
"Min 1x pro Monat","1991","Hauptschule","Brandenburg","","","",""
"Min 1x pro Monat","1991","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1991","Hauptschule","Sachsen","","","",""
"Min 1x pro Monat","1991","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1991","Hauptschule","Thueringen","","","",""
"Min 1x pro Monat","1991","Realschule","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1991","Realschule","Hamburg","","","",""
