"pli0093_h","year","bula_h","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Seltener","2017","Schleswig-Holstein","weiblich","154","0.276060826365482","0.240700412768649","0.311421239962315"
"Seltener","2017","Hamburg","maennlich","49","0.22270045451329","0.17081395492118","0.274586954105399"
"Seltener","2017","Hamburg","weiblich","63","0.24685423967896","0.196969586659414","0.296738892698506"
"Seltener","2017","Niedersachsen","maennlich","345","0.23308038550157","0.211929834413387","0.254230936589753"
"Seltener","2017","Niedersachsen","weiblich","432","0.284026660603796","0.262385624621231","0.305667696586361"
"Seltener","2017","Bremen","maennlich","36","0.209605039992006","0.142421717699044","0.276788362284968"
"Seltener","2017","Bremen","weiblich","39","0.122012757504999","0.0685546513721083","0.17547086363789"
"Seltener","2017","Nordrhein-Westfalen","maennlich","638","0.231346609279989","0.21648056467772","0.246212653882258"
"Seltener","2017","Nordrhein-Westfalen","weiblich","750","0.243120528027734","0.228646156019949","0.257594900035519"
"Seltener","2017","Hessen","maennlich","214","0.239130171587034","0.213118377977184","0.265141965196884"
"Seltener","2017","Hessen","weiblich","248","0.249908884813298","0.224495733855829","0.275322035770767"
"Seltener","2017","Rheinland-Pfalz,Saarland","maennlich","184","0.197715137887636","0.171158353984557","0.224271921790716"
"Seltener","2017","Rheinland-Pfalz,Saarland","weiblich","226","0.251671890722923","0.223537444031358","0.279806337414488"
"Seltener","2017","Baden-Wuerttemberg","maennlich","459","0.288423744855202","0.266424195824001","0.310423293886402"
"Seltener","2017","Baden-Wuerttemberg","weiblich","491","0.250162294590969","0.230362079826249","0.269962509355688"
"Seltener","2017","Bayern","maennlich","501","0.253174859312755","0.234879624939679","0.271470093685832"
"Seltener","2017","Bayern","weiblich","617","0.251952067629038","0.234680296293641","0.269223838964435"
"Seltener","2017","Saarland","maennlich","","","",""
"Seltener","2017","Saarland","weiblich","","","",""
"Seltener","2017","Berlin","maennlich","117","0.205999289697197","0.17147012357145","0.240528455822944"
"Seltener","2017","Berlin","weiblich","142","0.242960856343127","0.207376565577531","0.278545147108723"
"Seltener","2017","Brandenburg","maennlich","108","0.20908575910133","0.175100258539564","0.243071259663097"
"Seltener","2017","Brandenburg","weiblich","140","0.240880193743908","0.206834084664472","0.274926302823344"
"Seltener","2017","Mecklenburg-Vorpommern","maennlich","69","0.231713102153657","0.182983949856117","0.280442254451196"
"Seltener","2017","Mecklenburg-Vorpommern","weiblich","94","0.250181189491225","0.203380135455894","0.296982243526556"
"Seltener","2017","Sachsen","maennlich","214","0.266276551617289","0.236803583041512","0.295749520193066"
"Seltener","2017","Sachsen","weiblich","257","0.307304595438","0.277683861482499","0.336925329393502"
"Seltener","2017","Sachsen-Anhalt","maennlich","91","0.190279986216823","0.154679687400982","0.225880285032663"
"Seltener","2017","Sachsen-Anhalt","weiblich","107","0.203489236205759","0.170233969211331","0.236744503200187"
"Seltener","2017","Thueringen","maennlich","101","0.204461927768177","0.169111082812296","0.239812772724059"
"Seltener","2017","Thueringen","weiblich","137","0.197641679462197","0.165035926920363","0.230247432004031"
"Nie","2017","Schleswig-Holstein","maennlich","354","0.572555215457485","0.532119710828632","0.612990720086337"
"Nie","2017","Schleswig-Holstein","weiblich","321","0.478801346105788","0.439288052685139","0.518314639526437"
"Nie","2017","Hamburg","maennlich","150","0.598463821708491","0.537330090127151","0.65959755328983"
"Nie","2017","Hamburg","weiblich","144","0.470871636009365","0.413123372541822","0.528619899476909"
"Nie","2017","Niedersachsen","maennlich","929","0.591811208775842","0.567223614862183","0.6163988026895"
"Nie","2017","Niedersachsen","weiblich","860","0.479597914539178","0.455622936115713","0.503572892962643"
"Nie","2017","Bremen","maennlich","67","0.521890088545808","0.439439846925762","0.604340330165855"
"Nie","2017","Bremen","weiblich","68","0.557268258657405","0.47614052794234","0.638395989372469"
"Nie","2017","Nordrhein-Westfalen","maennlich","1959","0.609090857965673","0.591888913445477","0.626292802485869"
"Nie","2017","Nordrhein-Westfalen","weiblich","1887","0.541316317774415","0.52450283216536","0.55812980338347"
"Nie","2017","Hessen","maennlich","616","0.547660473493653","0.517308572382202","0.578012374605103"
"Nie","2017","Hessen","weiblich","620","0.54076700340374","0.511516570910013","0.570017435897467"
"Nie","2017","Rheinland-Pfalz,Saarland","maennlich","537","0.6447043902673","0.612791476834069","0.676617303700531"
"Nie","2017","Rheinland-Pfalz,Saarland","weiblich","474","0.503735964878303","0.471321946510849","0.536149983245757"
"Nie","2017","Baden-Wuerttemberg","maennlich","853","0.508785873132797","0.484509125978507","0.533062620287087"
"Nie","2017","Baden-Wuerttemberg","weiblich","839","0.467735983058204","0.444925247916293","0.490546718200114"
"Nie","2017","Bayern","maennlich","1203","0.527158676934187","0.506152519517579","0.548164834350795"
"Nie","2017","Bayern","weiblich","1160","0.486277662108249","0.466392937161213","0.506162387055284"
"Nie","2017","Saarland","maennlich","","","",""
"Nie","2017","Saarland","weiblich","","","",""
"Nie","2017","Berlin","maennlich","276","0.511448872657097","0.468771379033158","0.554126366281037"
"Nie","2017","Berlin","weiblich","268","0.500816777046333","0.459330886573574","0.542302667519091"
"Nie","2017","Brandenburg","maennlich","382","0.700865207513452","0.662598820338632","0.739131594688272"
"Nie","2017","Brandenburg","weiblich","358","0.60211661720504","0.563146654849275","0.641086579560804"
"Nie","2017","Mecklenburg-Vorpommern","maennlich","181","0.600599878427397","0.544034777874947","0.657164978979847"
"Nie","2017","Mecklenburg-Vorpommern","weiblich","157","0.436554839133098","0.382963405876091","0.490146272390105"
"Nie","2017","Sachsen","maennlich","489","0.555479691696012","0.522345901640112","0.588613481751912"
"Nie","2017","Sachsen","weiblich","435","0.419114252439968","0.387436693316811","0.450791811563125"
"Nie","2017","Sachsen-Anhalt","maennlich","317","0.714178996835879","0.673201987631958","0.755156006039801"
"Nie","2017","Sachsen-Anhalt","weiblich","357","0.596036499389536","0.555504186663705","0.636568812115366"
"Nie","2017","Thueringen","maennlich","332","0.640629490639863","0.598572541044976","0.682686440234751"
"Nie","2017","Thueringen","weiblich","314","0.543507569411917","0.502723517701604","0.584291621122231"
"Taeglich","2018","Schleswig-Holstein","maennlich","1","","",""
"Taeglich","2018","Schleswig-Holstein","weiblich","","","",""
"Taeglich","2018","Hamburg","maennlich","1","","",""
"Taeglich","2018","Hamburg","weiblich","1","","",""
"Taeglich","2018","Niedersachsen","maennlich","","","",""
"Taeglich","2018","Niedersachsen","weiblich","4","","",""
"Taeglich","2018","Bremen","maennlich","","","",""
"Taeglich","2018","Bremen","weiblich","","","",""
"Taeglich","2018","Nordrhein-Westfalen","maennlich","6","","",""
"Taeglich","2018","Nordrhein-Westfalen","weiblich","3","","",""
"Taeglich","2018","Hessen","maennlich","1","","",""
"Taeglich","2018","Hessen","weiblich","","","",""
"Taeglich","2018","Rheinland-Pfalz,Saarland","maennlich","1","","",""
"Taeglich","2018","Rheinland-Pfalz,Saarland","weiblich","1","","",""
"Taeglich","2018","Baden-Wuerttemberg","maennlich","6","","",""
"Taeglich","2018","Baden-Wuerttemberg","weiblich","5","","",""
"Taeglich","2018","Bayern","maennlich","4","","",""
"Taeglich","2018","Bayern","weiblich","2","","",""
"Taeglich","2018","Saarland","maennlich","","","",""
"Taeglich","2018","Saarland","weiblich","","","",""
"Taeglich","2018","Berlin","maennlich","1","","",""
"Taeglich","2018","Berlin","weiblich","","","",""
"Taeglich","2018","Brandenburg","maennlich","1","","",""
"Taeglich","2018","Brandenburg","weiblich","","","",""
"Taeglich","2018","Mecklenburg-Vorpommern","maennlich","4","","",""
"Taeglich","2018","Mecklenburg-Vorpommern","weiblich","","","",""
"Taeglich","2018","Sachsen","maennlich","1","","",""
"Taeglich","2018","Sachsen","weiblich","","","",""
"Taeglich","2018","Sachsen-Anhalt","maennlich","1","","",""
"Taeglich","2018","Sachsen-Anhalt","weiblich","","","",""
"Taeglich","2018","Thueringen","maennlich","6","","",""
"Taeglich","2018","Thueringen","weiblich","4","","",""
"Min 1x pro Woche","2018","Schleswig-Holstein","maennlich","4","","",""
"Min 1x pro Woche","2018","Schleswig-Holstein","weiblich","2","","",""
"Min 1x pro Woche","2018","Hamburg","maennlich","3","","",""
"Min 1x pro Woche","2018","Hamburg","weiblich","2","","",""
"Min 1x pro Woche","2018","Niedersachsen","maennlich","5","","",""
"Min 1x pro Woche","2018","Niedersachsen","weiblich","3","","",""
"Min 1x pro Woche","2018","Bremen","maennlich","1","","",""
"Min 1x pro Woche","2018","Bremen","weiblich","3","","",""
"Min 1x pro Woche","2018","Nordrhein-Westfalen","maennlich","23","","",""
"Min 1x pro Woche","2018","Nordrhein-Westfalen","weiblich","16","","",""
"Min 1x pro Woche","2018","Hessen","maennlich","8","","",""
"Min 1x pro Woche","2018","Hessen","weiblich","5","","",""
"Min 1x pro Woche","2018","Rheinland-Pfalz,Saarland","maennlich","7","","",""
"Min 1x pro Woche","2018","Rheinland-Pfalz,Saarland","weiblich","7","","",""
"Min 1x pro Woche","2018","Baden-Wuerttemberg","maennlich","10","","",""
"Min 1x pro Woche","2018","Baden-Wuerttemberg","weiblich","11","","",""
"Min 1x pro Woche","2018","Bayern","maennlich","7","","",""
"Min 1x pro Woche","2018","Bayern","weiblich","5","","",""
"Min 1x pro Woche","2018","Saarland","maennlich","","","",""
"Min 1x pro Woche","2018","Saarland","weiblich","","","",""
"Min 1x pro Woche","2018","Berlin","maennlich","5","","",""
"Min 1x pro Woche","2018","Berlin","weiblich","3","","",""
"Min 1x pro Woche","2018","Brandenburg","maennlich","5","","",""
"Min 1x pro Woche","2018","Brandenburg","weiblich","4","","",""
"Min 1x pro Woche","2018","Mecklenburg-Vorpommern","maennlich","5","","",""
"Min 1x pro Woche","2018","Mecklenburg-Vorpommern","weiblich","2","","",""
"Min 1x pro Woche","2018","Sachsen","maennlich","6","","",""
"Min 1x pro Woche","2018","Sachsen","weiblich","","","",""
"Min 1x pro Woche","2018","Sachsen-Anhalt","maennlich","1","","",""
"Min 1x pro Woche","2018","Sachsen-Anhalt","weiblich","2","","",""
"Min 1x pro Woche","2018","Thueringen","maennlich","9","","",""
"Min 1x pro Woche","2018","Thueringen","weiblich","7","","",""
"Min 1x pro Monat","2018","Schleswig-Holstein","maennlich","14","","",""
"Min 1x pro Monat","2018","Schleswig-Holstein","weiblich","4","","",""
"Min 1x pro Monat","2018","Hamburg","maennlich","3","","",""
"Min 1x pro Monat","2018","Hamburg","weiblich","","","",""
"Min 1x pro Monat","2018","Niedersachsen","maennlich","9","","",""
"Min 1x pro Monat","2018","Niedersachsen","weiblich","10","","",""
"Min 1x pro Monat","2018","Bremen","maennlich","5","","",""
"Min 1x pro Monat","2018","Bremen","weiblich","2","","",""
"Min 1x pro Monat","2018","Nordrhein-Westfalen","maennlich","29","","",""
"Min 1x pro Monat","2018","Nordrhein-Westfalen","weiblich","21","","",""
"Min 1x pro Monat","2018","Hessen","maennlich","7","","",""
"Min 1x pro Monat","2018","Hessen","weiblich","6","","",""
"Min 1x pro Monat","2018","Rheinland-Pfalz,Saarland","maennlich","9","","",""
"Min 1x pro Monat","2018","Rheinland-Pfalz,Saarland","weiblich","2","","",""
"Min 1x pro Monat","2018","Baden-Wuerttemberg","maennlich","22","","",""
"Min 1x pro Monat","2018","Baden-Wuerttemberg","weiblich","15","","",""
"Min 1x pro Monat","2018","Bayern","maennlich","9","","",""
"Min 1x pro Monat","2018","Bayern","weiblich","4","","",""
"Min 1x pro Monat","2018","Saarland","maennlich","","","",""
"Min 1x pro Monat","2018","Saarland","weiblich","","","",""
"Min 1x pro Monat","2018","Berlin","maennlich","7","","",""
"Min 1x pro Monat","2018","Berlin","weiblich","4","","",""
"Min 1x pro Monat","2018","Brandenburg","maennlich","","","",""
"Min 1x pro Monat","2018","Brandenburg","weiblich","7","","",""
"Min 1x pro Monat","2018","Mecklenburg-Vorpommern","maennlich","1","","",""
"Min 1x pro Monat","2018","Mecklenburg-Vorpommern","weiblich","","","",""
"Min 1x pro Monat","2018","Sachsen","maennlich","3","","",""
"Min 1x pro Monat","2018","Sachsen","weiblich","6","","",""
"Min 1x pro Monat","2018","Sachsen-Anhalt","maennlich","2","","",""
"Min 1x pro Monat","2018","Sachsen-Anhalt","weiblich","","","",""
"Min 1x pro Monat","2018","Thueringen","maennlich","7","","",""
"Min 1x pro Monat","2018","Thueringen","weiblich","2","","",""
"Seltener","2018","Schleswig-Holstein","maennlich","16","","",""
"Seltener","2018","Schleswig-Holstein","weiblich","6","","",""
"Seltener","2018","Hamburg","maennlich","4","","",""
"Seltener","2018","Hamburg","weiblich","3","","",""
"Seltener","2018","Niedersachsen","maennlich","63","0.309613580716421","0.248099527363128","0.371127634069713"
"Seltener","2018","Niedersachsen","weiblich","52","0.264628990656781","0.201402474820861","0.327855506492701"
"Seltener","2018","Bremen","maennlich","10","","",""
"Seltener","2018","Bremen","weiblich","5","","",""
"Seltener","2018","Nordrhein-Westfalen","maennlich","94","0.195189792412062","0.158406046774262","0.231973538049861"
"Seltener","2018","Nordrhein-Westfalen","weiblich","53","0.179511700610164","0.135791231599473","0.223232169620855"
"Seltener","2018","Hessen","maennlich","30","0.185282015322423","0.130750060031784","0.239813970613063"
"Seltener","2018","Hessen","weiblich","14","","",""
"Seltener","2018","Rheinland-Pfalz,Saarland","maennlich","29","","",""
"Seltener","2018","Rheinland-Pfalz,Saarland","weiblich","11","","",""
"Seltener","2018","Baden-Wuerttemberg","maennlich","45","0.210452967846538","0.155320812186823","0.265585123506253"
"Seltener","2018","Baden-Wuerttemberg","weiblich","24","","",""
"Seltener","2018","Bayern","maennlich","28","","",""
"Seltener","2018","Bayern","weiblich","6","","",""
"Seltener","2018","Saarland","maennlich","","","",""
"Seltener","2018","Saarland","weiblich","","","",""
"Seltener","2018","Berlin","maennlich","10","","",""
"Seltener","2018","Berlin","weiblich","10","","",""
"Seltener","2018","Brandenburg","maennlich","","","",""
"Seltener","2018","Brandenburg","weiblich","1","","",""
"Seltener","2018","Mecklenburg-Vorpommern","maennlich","4","","",""
"Seltener","2018","Mecklenburg-Vorpommern","weiblich","3","","",""
"Seltener","2018","Sachsen","maennlich","4","","",""
"Seltener","2018","Sachsen","weiblich","9","","",""
"Seltener","2018","Sachsen-Anhalt","maennlich","4","","",""
"Seltener","2018","Sachsen-Anhalt","weiblich","4","","",""
"Seltener","2018","Thueringen","maennlich","12","","",""
"Seltener","2018","Thueringen","weiblich","3","","",""
"Nie","2018","Schleswig-Holstein","maennlich","54","0.525456297447066","0.421713131910812","0.629199462983321"
"Nie","2018","Schleswig-Holstein","weiblich","42","0.738824268234721","0.621661884959414","0.855986651510027"
"Nie","2018","Hamburg","maennlich","18","","",""
"Nie","2018","Hamburg","weiblich","10","","",""
"Nie","2018","Niedersachsen","maennlich","140","0.629459080388989","0.565202136980967","0.693716023797011"
"Nie","2018","Niedersachsen","weiblich","118","0.562508311587169","0.491407155383947","0.633609467790391"
"Nie","2018","Bremen","maennlich","25","","",""
"Nie","2018","Bremen","weiblich","11","","",""
"Nie","2018","Nordrhein-Westfalen","maennlich","294","0.67012011490818","0.626485122361945","0.713755107454416"
"Nie","2018","Nordrhein-Westfalen","weiblich","203","0.686021823171213","0.633150408265705","0.73889323807672"
"Nie","2018","Hessen","maennlich","149","0.712198831648405","0.648654372132981","0.775743291163829"
"Nie","2018","Hessen","weiblich","132","0.795486826699719","0.732394665453074","0.858578987946364"
"Nie","2018","Rheinland-Pfalz,Saarland","maennlich","85","0.602745646072364","0.518951473463183","0.686539818681544"
"Nie","2018","Rheinland-Pfalz,Saarland","weiblich","49","0.790093772792724","0.694693184709234","0.885494360876214"
"Nie","2018","Baden-Wuerttemberg","maennlich","127","0.47636718743591","0.408817586166006","0.543916788705814"
"Nie","2018","Baden-Wuerttemberg","weiblich","80","0.58038998868957","0.497143852781451","0.663636124597688"
"Nie","2018","Bayern","maennlich","147","0.721371484146436","0.658446509175452","0.78429645911742"
"Nie","2018","Bayern","weiblich","108","0.858513254371122","0.797415610113946","0.919610898628299"
"Nie","2018","Saarland","maennlich","","","",""
"Nie","2018","Saarland","weiblich","","","",""
"Nie","2018","Berlin","maennlich","52","0.693781527106674","0.589467066080584","0.798095988132765"
