"pli0093_h","year","bula_h","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Min 1x pro Woche","2015","Sachsen-Anhalt","maennlich","31","0.0552278565360826","0.0327582497983917","0.0776974632737735"
"Min 1x pro Woche","2015","Sachsen-Anhalt","weiblich","54","0.115974231737665","0.0877671143540665","0.144181349121264"
"Min 1x pro Woche","2015","Thueringen","maennlich","32","0.0521286056496483","0.0315679157400009","0.0726892955592957"
"Min 1x pro Woche","2015","Thueringen","weiblich","57","0.14452275104104","0.114359011535462","0.174686490546617"
"Min 1x pro Monat","2015","Schleswig-Holstein","maennlich","18","","",""
"Min 1x pro Monat","2015","Schleswig-Holstein","weiblich","29","","",""
"Min 1x pro Monat","2015","Hamburg","maennlich","14","","",""
"Min 1x pro Monat","2015","Hamburg","weiblich","25","","",""
"Min 1x pro Monat","2015","Niedersachsen","maennlich","67","0.0558094689806241","0.0428484742794597","0.0687704636817885"
"Min 1x pro Monat","2015","Niedersachsen","weiblich","108","0.0719699788757461","0.0584324070588636","0.0855075506926287"
"Min 1x pro Monat","2015","Bremen","maennlich","6","","",""
"Min 1x pro Monat","2015","Bremen","weiblich","6","","",""
"Min 1x pro Monat","2015","Nordrhein-Westfalen","maennlich","140","0.0645411193853293","0.054994825600962","0.0740874131696967"
"Min 1x pro Monat","2015","Nordrhein-Westfalen","weiblich","224","0.0653598854936029","0.0565390388385809","0.0741807321486249"
"Min 1x pro Monat","2015","Hessen","maennlich","67","0.0743503655947346","0.0569080928225327","0.0917926383669365"
"Min 1x pro Monat","2015","Hessen","weiblich","89","0.080548209343815","0.0637731162199628","0.0973233024676671"
"Min 1x pro Monat","2015","Rheinland-Pfalz,Saarland","maennlich","30","0.0425745425698427","0.0279786081897959","0.0571704769498894"
"Min 1x pro Monat","2015","Rheinland-Pfalz,Saarland","weiblich","60","0.0658133439482977","0.049308464716864","0.0823182231797313"
"Min 1x pro Monat","2015","Baden-Wuerttemberg","maennlich","124","0.0800149987292694","0.0662202192873321","0.0938097781712067"
"Min 1x pro Monat","2015","Baden-Wuerttemberg","weiblich","173","0.099843377620167","0.0856632017870646","0.114023553453269"
"Min 1x pro Monat","2015","Bayern","maennlich","160","0.076528889638972","0.0648925801001885","0.0881651991777555"
"Min 1x pro Monat","2015","Bayern","weiblich","233","0.0994766279979508","0.0873781761981786","0.111575079797723"
"Min 1x pro Monat","2015","Saarland","maennlich","","","",""
"Min 1x pro Monat","2015","Saarland","weiblich","","","",""
"Min 1x pro Monat","2015","Berlin","maennlich","36","0.0867097796827826","0.0606804271446272","0.112739132220938"
"Min 1x pro Monat","2015","Berlin","weiblich","53","0.101451457565504","0.0760095672494593","0.126893347881548"
"Min 1x pro Monat","2015","Brandenburg","maennlich","18","","",""
"Min 1x pro Monat","2015","Brandenburg","weiblich","48","0.0699397223392074","0.0487018645340971","0.0911775801443176"
"Min 1x pro Monat","2015","Mecklenburg-Vorpommern","maennlich","11","","",""
"Min 1x pro Monat","2015","Mecklenburg-Vorpommern","weiblich","24","","",""
"Min 1x pro Monat","2015","Sachsen","maennlich","41","0.0509630764116031","0.0349656856331998","0.0669604671900064"
"Min 1x pro Monat","2015","Sachsen","weiblich","72","0.0926314215038879","0.0725291222586179","0.112733720749158"
"Min 1x pro Monat","2015","Sachsen-Anhalt","maennlich","19","","",""
"Min 1x pro Monat","2015","Sachsen-Anhalt","weiblich","35","0.0886407225691463","0.0636023011432125","0.11367914399508"
"Min 1x pro Monat","2015","Thueringen","maennlich","26","","",""
"Min 1x pro Monat","2015","Thueringen","weiblich","39","0.070733096101355","0.0487395930111461","0.0927265991915639"
"Seltener","2015","Schleswig-Holstein","maennlich","83","0.264904667792156","0.221927556859843","0.30788177872447"
"Seltener","2015","Schleswig-Holstein","weiblich","104","0.222144258924599","0.185338385465985","0.258950132383212"
"Seltener","2015","Hamburg","maennlich","54","0.225356083532933","0.169113422422391","0.281598744643474"
"Seltener","2015","Hamburg","weiblich","59","0.214762099483683","0.163857440342189","0.265666758625177"
"Seltener","2015","Niedersachsen","maennlich","283","0.219140520664683","0.195784311517127","0.242496729812238"
"Seltener","2015","Niedersachsen","weiblich","347","0.230259101462905","0.208206249749705","0.252311953176106"
"Seltener","2015","Bremen","maennlich","16","","",""
"Seltener","2015","Bremen","weiblich","24","","",""
"Seltener","2015","Nordrhein-Westfalen","maennlich","503","0.214877715339371","0.198920079914348","0.230835350764393"
"Seltener","2015","Nordrhein-Westfalen","weiblich","669","0.221234557906634","0.206420902377858","0.236048213435411"
"Seltener","2015","Hessen","maennlich","192","0.24097747643912","0.212542441868888","0.269412511009352"
"Seltener","2015","Hessen","weiblich","253","0.226384435616412","0.20058807763759","0.252180793595233"
"Seltener","2015","Rheinland-Pfalz,Saarland","maennlich","163","0.212215246637339","0.182655786469928","0.24177470680475"
"Seltener","2015","Rheinland-Pfalz,Saarland","weiblich","208","0.238381464894406","0.210019028381383","0.26674390140743"
"Seltener","2015","Baden-Wuerttemberg","maennlich","375","0.243176348632374","0.22136428777678","0.264988409487967"
"Seltener","2015","Baden-Wuerttemberg","weiblich","436","0.243853150112392","0.223542201744189","0.264164098480594"
"Seltener","2015","Bayern","maennlich","485","0.245552658624562","0.226712797848638","0.264392519400487"
"Seltener","2015","Bayern","weiblich","589","0.257088254223615","0.239422527560193","0.274753980887036"
"Seltener","2015","Saarland","maennlich","","","",""
"Seltener","2015","Saarland","weiblich","","","",""
"Seltener","2015","Berlin","maennlich","113","0.234553705876402","0.195361163875","0.273746247877803"
"Seltener","2015","Berlin","weiblich","122","0.203699917370018","0.169762150245868","0.237637684494168"
"Seltener","2015","Brandenburg","maennlich","96","0.219840758690531","0.181577005212053","0.258104512169009"
"Seltener","2015","Brandenburg","weiblich","98","0.178739051522504","0.146835170332211","0.210642932712798"
"Seltener","2015","Mecklenburg-Vorpommern","maennlich","69","0.256940549857782","0.202227219045129","0.311653880670435"
"Seltener","2015","Mecklenburg-Vorpommern","weiblich","96","0.345765681369514","0.292649072994795","0.398882289744234"
"Seltener","2015","Sachsen","maennlich","179","0.230428328619439","0.199796547377372","0.261060109861506"
"Seltener","2015","Sachsen","weiblich","214","0.29199123842109","0.260464508417983","0.323517968424197"
"Seltener","2015","Sachsen-Anhalt","maennlich","82","0.204593943629672","0.164911932810632","0.244275954448712"
"Seltener","2015","Sachsen-Anhalt","weiblich","98","0.1850360807909","0.150826882769158","0.219245278812641"
"Seltener","2015","Thueringen","maennlich","83","0.199581424674986","0.162611926191308","0.236550923158664"
"Seltener","2015","Thueringen","weiblich","116","0.194389160758935","0.160441370339315","0.228336951178556"
"Nie","2015","Schleswig-Holstein","maennlich","267","0.614392874078423","0.566988743049836","0.661797005107009"
"Nie","2015","Schleswig-Holstein","weiblich","297","0.552810110646148","0.508786665344366","0.596833555947931"
"Nie","2015","Hamburg","maennlich","110","0.614511324855147","0.548994790258804","0.680027859451491"
"Nie","2015","Hamburg","weiblich","124","0.554024416118705","0.492407766444684","0.615641065792725"
"Nie","2015","Niedersachsen","maennlich","726","0.617150245132831","0.589705183705153","0.644595306560508"
"Nie","2015","Niedersachsen","weiblich","757","0.569492202035317","0.543555277689978","0.595429126380655"
"Nie","2015","Bremen","maennlich","49","0.544814098849389","0.437028749255004","0.652599448443774"
"Nie","2015","Bremen","weiblich","60","0.511549354843492","0.415938421905619","0.607160287781366"
"Nie","2015","Nordrhein-Westfalen","maennlich","1661","0.621314972929358","0.60246984133606","0.640160104522655"
"Nie","2015","Nordrhein-Westfalen","weiblich","1719","0.57988224563116","0.562267034772671","0.597497456489649"
"Nie","2015","Hessen","maennlich","515","0.592816261965087","0.56015044911466","0.625482074815513"
"Nie","2015","Hessen","weiblich","512","0.533542966777833","0.502791698242277","0.56429423531339"
"Nie","2015","Rheinland-Pfalz,Saarland","maennlich","473","0.647101542571172","0.612554130589458","0.681648954552886"
"Nie","2015","Rheinland-Pfalz,Saarland","weiblich","478","0.516924651266133","0.483661790183938","0.550187512348327"
"Nie","2015","Baden-Wuerttemberg","maennlich","803","0.525823526034732","0.500435514071012","0.551211537998452"
"Nie","2015","Baden-Wuerttemberg","weiblich","826","0.488049662104994","0.464406319869841","0.511693004340148"
"Nie","2015","Bayern","maennlich","1141","0.580900711335198","0.559303368687419","0.602498053982976"
"Nie","2015","Bayern","weiblich","1189","0.521027825281467","0.500834521567504","0.54122112899543"
"Nie","2015","Saarland","maennlich","","","",""
"Nie","2015","Saarland","weiblich","","","",""
"Nie","2015","Berlin","maennlich","224","0.465960412795169","0.419819502641633","0.512101322948705"
"Nie","2015","Berlin","weiblich","275","0.532383744697036","0.490339490643319","0.574427998750754"
"Nie","2015","Brandenburg","maennlich","307","0.688831002981949","0.64605538062347","0.731606625340429"
"Nie","2015","Brandenburg","weiblich","348","0.61605527601706","0.575556919306206","0.656553632727914"
"Nie","2015","Mecklenburg-Vorpommern","maennlich","147","0.633354598990057","0.573013719765361","0.693695478214754"
"Nie","2015","Mecklenburg-Vorpommern","weiblich","145","0.417977982264925","0.362894784770153","0.473061179759697"
"Nie","2015","Sachsen","maennlich","426","0.62862209374065","0.593475549254353","0.663768638226947"
"Nie","2015","Sachsen","weiblich","406","0.504327150324191","0.469659177980799","0.538995122667582"
"Nie","2015","Sachsen-Anhalt","maennlich","265","0.701022049198032","0.655988284209372","0.746055814186693"
"Nie","2015","Sachsen-Anhalt","weiblich","308","0.610348964902289","0.567388149585052","0.653309780219526"
"Nie","2015","Thueringen","maennlich","308","0.687949269377064","0.645092865192408","0.730805673561721"
"Nie","2015","Thueringen","weiblich","310","0.59035499209867","0.548168511794605","0.632541472402736"
"Taeglich","2016","Schleswig-Holstein","maennlich","","","",""
"Taeglich","2016","Schleswig-Holstein","weiblich","","","",""
"Taeglich","2016","Hamburg","maennlich","","","",""
"Taeglich","2016","Hamburg","weiblich","","","",""
"Taeglich","2016","Niedersachsen","maennlich","","","",""
"Taeglich","2016","Niedersachsen","weiblich","","","",""
"Taeglich","2016","Bremen","maennlich","","","",""
"Taeglich","2016","Bremen","weiblich","","","",""
"Taeglich","2016","Nordrhein-Westfalen","maennlich","","","",""
"Taeglich","2016","Nordrhein-Westfalen","weiblich","","","",""
"Taeglich","2016","Hessen","maennlich","","","",""
"Taeglich","2016","Hessen","weiblich","","","",""
"Taeglich","2016","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Taeglich","2016","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Taeglich","2016","Baden-Wuerttemberg","maennlich","","","",""
"Taeglich","2016","Baden-Wuerttemberg","weiblich","","","",""
"Taeglich","2016","Bayern","maennlich","","","",""
"Taeglich","2016","Bayern","weiblich","","","",""
"Taeglich","2016","Saarland","maennlich","","","",""
"Taeglich","2016","Saarland","weiblich","","","",""
"Taeglich","2016","Berlin","maennlich","","","",""
"Taeglich","2016","Berlin","weiblich","","","",""
"Taeglich","2016","Brandenburg","maennlich","","","",""
"Taeglich","2016","Brandenburg","weiblich","","","",""
"Taeglich","2016","Mecklenburg-Vorpommern","maennlich","","","",""
"Taeglich","2016","Mecklenburg-Vorpommern","weiblich","","","",""
"Taeglich","2016","Sachsen","maennlich","","","",""
"Taeglich","2016","Sachsen","weiblich","","","",""
"Taeglich","2016","Sachsen-Anhalt","maennlich","","","",""
"Taeglich","2016","Sachsen-Anhalt","weiblich","","","",""
"Taeglich","2016","Thueringen","maennlich","","","",""
"Taeglich","2016","Thueringen","weiblich","","","",""
"Min 1x pro Woche","2016","Schleswig-Holstein","maennlich","","","",""
"Min 1x pro Woche","2016","Schleswig-Holstein","weiblich","","","",""
"Min 1x pro Woche","2016","Hamburg","maennlich","","","",""
"Min 1x pro Woche","2016","Hamburg","weiblich","","","",""
"Min 1x pro Woche","2016","Niedersachsen","maennlich","","","",""
"Min 1x pro Woche","2016","Niedersachsen","weiblich","","","",""
"Min 1x pro Woche","2016","Bremen","maennlich","","","",""
"Min 1x pro Woche","2016","Bremen","weiblich","","","",""
"Min 1x pro Woche","2016","Nordrhein-Westfalen","maennlich","","","",""
"Min 1x pro Woche","2016","Nordrhein-Westfalen","weiblich","","","",""
"Min 1x pro Woche","2016","Hessen","maennlich","","","",""
"Min 1x pro Woche","2016","Hessen","weiblich","","","",""
"Min 1x pro Woche","2016","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Min 1x pro Woche","2016","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Min 1x pro Woche","2016","Baden-Wuerttemberg","maennlich","","","",""
"Min 1x pro Woche","2016","Baden-Wuerttemberg","weiblich","","","",""
"Min 1x pro Woche","2016","Bayern","maennlich","","","",""
"Min 1x pro Woche","2016","Bayern","weiblich","","","",""
"Min 1x pro Woche","2016","Saarland","maennlich","","","",""
"Min 1x pro Woche","2016","Saarland","weiblich","","","",""
"Min 1x pro Woche","2016","Berlin","maennlich","","","",""
"Min 1x pro Woche","2016","Berlin","weiblich","","","",""
"Min 1x pro Woche","2016","Brandenburg","maennlich","","","",""
"Min 1x pro Woche","2016","Brandenburg","weiblich","","","",""
"Min 1x pro Woche","2016","Mecklenburg-Vorpommern","maennlich","","","",""
"Min 1x pro Woche","2016","Mecklenburg-Vorpommern","weiblich","","","",""
"Min 1x pro Woche","2016","Sachsen","maennlich","","","",""
"Min 1x pro Woche","2016","Sachsen","weiblich","","","",""
"Min 1x pro Woche","2016","Sachsen-Anhalt","maennlich","","","",""
"Min 1x pro Woche","2016","Sachsen-Anhalt","weiblich","","","",""
"Min 1x pro Woche","2016","Thueringen","maennlich","","","",""
"Min 1x pro Woche","2016","Thueringen","weiblich","","","",""
"Min 1x pro Monat","2016","Schleswig-Holstein","maennlich","","","",""
"Min 1x pro Monat","2016","Schleswig-Holstein","weiblich","","","",""
"Min 1x pro Monat","2016","Hamburg","maennlich","","","",""
"Min 1x pro Monat","2016","Hamburg","weiblich","","","",""
"Min 1x pro Monat","2016","Niedersachsen","maennlich","","","",""
"Min 1x pro Monat","2016","Niedersachsen","weiblich","","","",""
"Min 1x pro Monat","2016","Bremen","maennlich","","","",""
"Min 1x pro Monat","2016","Bremen","weiblich","","","",""
"Min 1x pro Monat","2016","Nordrhein-Westfalen","maennlich","","","",""
"Min 1x pro Monat","2016","Nordrhein-Westfalen","weiblich","","","",""
"Min 1x pro Monat","2016","Hessen","maennlich","","","",""
"Min 1x pro Monat","2016","Hessen","weiblich","","","",""
"Min 1x pro Monat","2016","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Min 1x pro Monat","2016","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Min 1x pro Monat","2016","Baden-Wuerttemberg","maennlich","","","",""
"Min 1x pro Monat","2016","Baden-Wuerttemberg","weiblich","","","",""
"Min 1x pro Monat","2016","Bayern","maennlich","","","",""
"Min 1x pro Monat","2016","Bayern","weiblich","","","",""
"Min 1x pro Monat","2016","Saarland","maennlich","","","",""
"Min 1x pro Monat","2016","Saarland","weiblich","","","",""
"Min 1x pro Monat","2016","Berlin","maennlich","","","",""
"Min 1x pro Monat","2016","Berlin","weiblich","","","",""
"Min 1x pro Monat","2016","Brandenburg","maennlich","","","",""
"Min 1x pro Monat","2016","Brandenburg","weiblich","","","",""
"Min 1x pro Monat","2016","Mecklenburg-Vorpommern","maennlich","","","",""
"Min 1x pro Monat","2016","Mecklenburg-Vorpommern","weiblich","","","",""
"Min 1x pro Monat","2016","Sachsen","maennlich","","","",""
"Min 1x pro Monat","2016","Sachsen","weiblich","","","",""
"Min 1x pro Monat","2016","Sachsen-Anhalt","maennlich","","","",""
"Min 1x pro Monat","2016","Sachsen-Anhalt","weiblich","","","",""
"Min 1x pro Monat","2016","Thueringen","maennlich","","","",""
"Min 1x pro Monat","2016","Thueringen","weiblich","","","",""
"Seltener","2016","Schleswig-Holstein","maennlich","","","",""
"Seltener","2016","Schleswig-Holstein","weiblich","","","",""
"Seltener","2016","Hamburg","maennlich","","","",""
"Seltener","2016","Hamburg","weiblich","","","",""
"Seltener","2016","Niedersachsen","maennlich","","","",""
"Seltener","2016","Niedersachsen","weiblich","","","",""
"Seltener","2016","Bremen","maennlich","","","",""
"Seltener","2016","Bremen","weiblich","","","",""
"Seltener","2016","Nordrhein-Westfalen","maennlich","","","",""
"Seltener","2016","Nordrhein-Westfalen","weiblich","","","",""
"Seltener","2016","Hessen","maennlich","","","",""
"Seltener","2016","Hessen","weiblich","","","",""
"Seltener","2016","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Seltener","2016","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Seltener","2016","Baden-Wuerttemberg","maennlich","","","",""
"Seltener","2016","Baden-Wuerttemberg","weiblich","","","",""
"Seltener","2016","Bayern","maennlich","","","",""
"Seltener","2016","Bayern","weiblich","","","",""
"Seltener","2016","Saarland","maennlich","","","",""
"Seltener","2016","Saarland","weiblich","","","",""
"Seltener","2016","Berlin","maennlich","","","",""
"Seltener","2016","Berlin","weiblich","","","",""
"Seltener","2016","Brandenburg","maennlich","","","",""
"Seltener","2016","Brandenburg","weiblich","","","",""
"Seltener","2016","Mecklenburg-Vorpommern","maennlich","","","",""
"Seltener","2016","Mecklenburg-Vorpommern","weiblich","","","",""
"Seltener","2016","Sachsen","maennlich","","","",""
"Seltener","2016","Sachsen","weiblich","","","",""
"Seltener","2016","Sachsen-Anhalt","maennlich","","","",""
"Seltener","2016","Sachsen-Anhalt","weiblich","","","",""
"Seltener","2016","Thueringen","maennlich","","","",""
"Seltener","2016","Thueringen","weiblich","","","",""
"Nie","2016","Schleswig-Holstein","maennlich","","","",""
"Nie","2016","Schleswig-Holstein","weiblich","","","",""
"Nie","2016","Hamburg","maennlich","","","",""
"Nie","2016","Hamburg","weiblich","","","",""
"Nie","2016","Niedersachsen","maennlich","","","",""
"Nie","2016","Niedersachsen","weiblich","","","",""
"Nie","2016","Bremen","maennlich","","","",""
"Nie","2016","Bremen","weiblich","","","",""
"Nie","2016","Nordrhein-Westfalen","maennlich","","","",""
"Nie","2016","Nordrhein-Westfalen","weiblich","","","",""
"Nie","2016","Hessen","maennlich","","","",""
"Nie","2016","Hessen","weiblich","","","",""
"Nie","2016","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Nie","2016","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nie","2016","Baden-Wuerttemberg","maennlich","","","",""
"Nie","2016","Baden-Wuerttemberg","weiblich","","","",""
"Nie","2016","Bayern","maennlich","","","",""
"Nie","2016","Bayern","weiblich","","","",""
"Nie","2016","Saarland","maennlich","","","",""
"Nie","2016","Saarland","weiblich","","","",""
"Nie","2016","Berlin","maennlich","","","",""
"Nie","2016","Berlin","weiblich","","","",""
"Nie","2016","Brandenburg","maennlich","","","",""
"Nie","2016","Brandenburg","weiblich","","","",""
"Nie","2016","Mecklenburg-Vorpommern","maennlich","","","",""
"Nie","2016","Mecklenburg-Vorpommern","weiblich","","","",""
"Nie","2016","Sachsen","maennlich","","","",""
"Nie","2016","Sachsen","weiblich","","","",""
"Nie","2016","Sachsen-Anhalt","maennlich","","","",""
"Nie","2016","Sachsen-Anhalt","weiblich","","","",""
"Nie","2016","Thueringen","maennlich","","","",""
"Nie","2016","Thueringen","weiblich","","","",""
"Taeglich","2017","Schleswig-Holstein","maennlich","8","","",""
"Taeglich","2017","Schleswig-Holstein","weiblich","3","","",""
"Taeglich","2017","Hamburg","maennlich","1","","",""
"Taeglich","2017","Hamburg","weiblich","","","",""
"Taeglich","2017","Niedersachsen","maennlich","7","","",""
"Taeglich","2017","Niedersachsen","weiblich","6","","",""
"Taeglich","2017","Bremen","maennlich","","","",""
"Taeglich","2017","Bremen","weiblich","1","","",""
"Taeglich","2017","Nordrhein-Westfalen","maennlich","15","","",""
"Taeglich","2017","Nordrhein-Westfalen","weiblich","16","","",""
"Taeglich","2017","Hessen","maennlich","2","","",""
"Taeglich","2017","Hessen","weiblich","2","","",""
"Taeglich","2017","Rheinland-Pfalz,Saarland","maennlich","3","","",""
"Taeglich","2017","Rheinland-Pfalz,Saarland","weiblich","2","","",""
"Taeglich","2017","Baden-Wuerttemberg","maennlich","9","","",""
"Taeglich","2017","Baden-Wuerttemberg","weiblich","3","","",""
"Taeglich","2017","Bayern","maennlich","7","","",""
"Taeglich","2017","Bayern","weiblich","3","","",""
"Taeglich","2017","Saarland","maennlich","","","",""
"Taeglich","2017","Saarland","weiblich","","","",""
"Taeglich","2017","Berlin","maennlich","1","","",""
"Taeglich","2017","Berlin","weiblich","3","","",""
"Taeglich","2017","Brandenburg","maennlich","1","","",""
"Taeglich","2017","Brandenburg","weiblich","1","","",""
"Taeglich","2017","Mecklenburg-Vorpommern","maennlich","","","",""
"Taeglich","2017","Mecklenburg-Vorpommern","weiblich","","","",""
"Taeglich","2017","Sachsen","maennlich","1","","",""
"Taeglich","2017","Sachsen","weiblich","","","",""
"Taeglich","2017","Sachsen-Anhalt","maennlich","","","",""
"Taeglich","2017","Sachsen-Anhalt","weiblich","","","",""
"Taeglich","2017","Thueringen","maennlich","1","","",""
"Taeglich","2017","Thueringen","weiblich","","","",""
"Min 1x pro Woche","2017","Schleswig-Holstein","maennlich","49","0.11661672053478","0.0903824394091077","0.142851001660453"
"Min 1x pro Woche","2017","Schleswig-Holstein","weiblich","90","0.146373639512053","0.118414149201521","0.174333129822585"
"Min 1x pro Woche","2017","Hamburg","maennlich","27","","",""
"Min 1x pro Woche","2017","Hamburg","weiblich","40","0.128356473119987","0.0896587435801261","0.167054202659847"
"Min 1x pro Woche","2017","Niedersachsen","maennlich","154","0.119221594567509","0.103010785401022","0.135432403733996"
"Min 1x pro Woche","2017","Niedersachsen","weiblich","236","0.139777196246638","0.123136415218957","0.156417977274319"
"Min 1x pro Woche","2017","Bremen","maennlich","24","","",""
"Min 1x pro Woche","2017","Bremen","weiblich","21","","",""
"Min 1x pro Woche","2017","Nordrhein-Westfalen","maennlich","295","0.0964166636421649","0.0860112644835041","0.106822062800826"
"Min 1x pro Woche","2017","Nordrhein-Westfalen","weiblich","479","0.149919758529435","0.137873977897663","0.161965539161208"
"Min 1x pro Woche","2017","Hessen","maennlich","120","0.133076807459691","0.112363978074262","0.153789636845121"
"Min 1x pro Woche","2017","Hessen","weiblich","163","0.137286337776672","0.117086045410106","0.157486630143238"
"Min 1x pro Woche","2017","Rheinland-Pfalz,Saarland","maennlich","89","0.110257151355253","0.0893725179363244","0.131141784774181"
"Min 1x pro Woche","2017","Rheinland-Pfalz,Saarland","weiblich","134","0.175381216536691","0.150726889995255","0.200035543078127"
"Min 1x pro Woche","2017","Baden-Wuerttemberg","maennlich","187","0.133164309663562","0.116665604486275","0.149663014840849"
"Min 1x pro Woche","2017","Baden-Wuerttemberg","weiblich","325","0.1854382843819","0.167670346180133","0.203206222583668"
"Min 1x pro Woche","2017","Bayern","maennlich","263","0.127218448998043","0.113198512352933","0.141238385643153"
"Min 1x pro Woche","2017","Bayern","weiblich","389","0.144331642897571","0.13035036988122","0.158312915913921"
"Min 1x pro Woche","2017","Saarland","maennlich","","","",""
"Min 1x pro Woche","2017","Saarland","weiblich","","","",""
"Min 1x pro Woche","2017","Berlin","maennlich","91","0.203075663225575","0.168729338755585","0.237421987695565"
"Min 1x pro Woche","2017","Berlin","weiblich","91","0.141027902479776","0.112149508092129","0.169906296867422"
"Min 1x pro Woche","2017","Brandenburg","maennlich","31","0.051832800599537","0.0333055256126233","0.0703600755864507"
"Min 1x pro Woche","2017","Brandenburg","weiblich","66","0.0818855741407969","0.060055064036823","0.103716084244771"
"Min 1x pro Woche","2017","Mecklenburg-Vorpommern","maennlich","27","","",""
"Min 1x pro Woche","2017","Mecklenburg-Vorpommern","weiblich","48","0.157646697937593","0.118269961151722","0.197023434723464"
"Min 1x pro Woche","2017","Sachsen","maennlich","104","0.127036954601501","0.104831780302787","0.149242128900215"
"Min 1x pro Woche","2017","Sachsen","weiblich","142","0.152062682701434","0.12900937042143","0.175115994981439"
"Min 1x pro Woche","2017","Sachsen-Anhalt","maennlich","33","0.0503394273550751","0.0305091864603471","0.0701696682498031"
"Min 1x pro Woche","2017","Sachsen-Anhalt","weiblich","62","0.108852036101283","0.0831251584185338","0.134578913784031"
"Min 1x pro Woche","2017","Thueringen","maennlich","46","0.104130903437633","0.0773592505871932","0.130902556288074"
"Min 1x pro Woche","2017","Thueringen","weiblich","74","0.149431476955412","0.120240644657717","0.178622309253108"
"Min 1x pro Monat","2017","Schleswig-Holstein","maennlich","33","0.056890380245479","0.037957587782276","0.075823172708682"
"Min 1x pro Monat","2017","Schleswig-Holstein","weiblich","46","0.0986412004548565","0.075055871855374","0.122226529054339"
"Min 1x pro Monat","2017","Hamburg","maennlich","20","","",""
"Min 1x pro Monat","2017","Hamburg","weiblich","40","0.153917651191688","0.112167536419064","0.195667765964312"
"Min 1x pro Monat","2017","Niedersachsen","maennlich","100","0.0556013853604624","0.0441379607792365","0.0670648099416883"
"Min 1x pro Monat","2017","Niedersachsen","weiblich","134","0.0964663366770627","0.0822982850721995","0.110634388281926"
"Min 1x pro Monat","2017","Bremen","maennlich","14","","",""
"Min 1x pro Monat","2017","Bremen","weiblich","15","","",""
"Min 1x pro Monat","2017","Nordrhein-Westfalen","maennlich","184","0.0627819056552246","0.054230526401813","0.0713332849086361"
"Min 1x pro Monat","2017","Nordrhein-Westfalen","weiblich","242","0.0653460743611573","0.0570071368308342","0.0736850118914804"
"Min 1x pro Monat","2017","Hessen","maennlich","81","0.0800832294842123","0.0635315149440805","0.0966349440243441"
"Min 1x pro Monat","2017","Hessen","weiblich","82","0.0719724214941534","0.056802820562598","0.0871420224257089"
"Min 1x pro Monat","2017","Rheinland-Pfalz,Saarland","maennlich","51","0.0471449635309481","0.0330123563188846","0.0612775707430115"
"Min 1x pro Monat","2017","Rheinland-Pfalz,Saarland","weiblich","78","0.0691600387886415","0.0527110154447593","0.0856090621325237"
"Min 1x pro Monat","2017","Baden-Wuerttemberg","maennlich","121","0.0692996710149489","0.0569669738017577","0.0816323682281402"
"Min 1x pro Monat","2017","Baden-Wuerttemberg","weiblich","180","0.0965143880710181","0.0830144433981201","0.110014332743916"
"Min 1x pro Monat","2017","Bayern","maennlich","196","0.0923329404792482","0.080152588324927","0.104513292633569"
"Min 1x pro Monat","2017","Bayern","weiblich","258","0.117398845674444","0.104592436853064","0.130205254495823"
"Min 1x pro Monat","2017","Saarland","maennlich","","","",""
"Min 1x pro Monat","2017","Saarland","weiblich","","","",""
"Min 1x pro Monat","2017","Berlin","maennlich","42","0.0791220013412333","0.0560761655057152","0.102167837176751"
"Min 1x pro Monat","2017","Berlin","weiblich","54","0.115036668032139","0.0885631427589586","0.141510193305319"
"Min 1x pro Monat","2017","Brandenburg","maennlich","28","","",""
"Min 1x pro Monat","2017","Brandenburg","weiblich","41","0.0750760494004185","0.0540955656586038","0.0960565331422332"
"Min 1x pro Monat","2017","Mecklenburg-Vorpommern","maennlich","11","","",""
"Min 1x pro Monat","2017","Mecklenburg-Vorpommern","weiblich","30","0.155617273438084","0.116447711625451","0.194786835250718"
"Min 1x pro Monat","2017","Sachsen","maennlich","56","0.051153076856506","0.0364629624726613","0.0658431912403506"
"Min 1x pro Monat","2017","Sachsen","weiblich","98","0.121518469420597","0.100542231619981","0.142494707221214"
"Min 1x pro Monat","2017","Sachsen-Anhalt","maennlich","26","","",""
"Min 1x pro Monat","2017","Sachsen-Anhalt","weiblich","37","0.0916222283034228","0.0677920348646709","0.115452421742175"
"Min 1x pro Monat","2017","Thueringen","maennlich","20","","",""
"Min 1x pro Monat","2017","Thueringen","weiblich","48","0.109419274170473","0.0838596572352754","0.134978891105671"
"Seltener","2017","Schleswig-Holstein","maennlich","131","0.252269319692975","0.216770085281985","0.287768554103965"
