year,bula_h,quintil_oecd,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Saxony,1st Quintile,Full-time,0.25935,54,113,0.17818,0.34052
2019,Saxony,1st Quintile,Part-time,0.33912,59,113,0.25144,0.42680
2019,Saxony-Anhalt,1st Quintile,Full-time,0.49989,60,104,0.40333,0.59645
2019,Saxony-Anhalt,1st Quintile,Part-time,0.26571,44,104,0.18041,0.35102
2019,Thuringa,1st Quintile,Part-time,0.19530,31,31,0.05344,0.33716
2020,Schleswig-Holstein,1st Quintile,Full-time,0.38508,46,46,0.24290,0.52726
2020,Lower Saxony,1st Quintile,Full-time,0.24426,126,306,0.19604,0.29248
2020,Lower Saxony,1st Quintile,Part-time,0.32788,104,306,0.27520,0.38057
2020,Lower Saxony,1st Quintile,Either,0.31064,40,306,0.25871,0.36258
2020,Lower Saxony,1st Quintile,I'm not sure yet,0.11722,36,306,0.08112,0.15332
2020,Lower Saxony,2nd Quintile,Full-time,0.50664,37,37,0.34332,0.66995
2020,North Rhine-Westphalia,1st Quintile,Full-time,0.36110,273,667,0.32462,0.39758
2020,North Rhine-Westphalia,1st Quintile,Part-time,0.41844,257,667,0.38097,0.45590
2020,North Rhine-Westphalia,1st Quintile,Either,0.09508,67,667,0.07280,0.11736
2020,North Rhine-Westphalia,1st Quintile,I'm not sure yet,0.12538,70,667,0.10023,0.15054
2020,North Rhine-Westphalia,2nd Quintile,Full-time,0.37987,56,106,0.28704,0.47271
2020,North Rhine-Westphalia,2nd Quintile,Part-time,0.29204,50,106,0.20506,0.37901
2020,North Rhine-Westphalia,3rd Quintile,Full-time,0.43309,38,38,0.27342,0.59275
2020,Hesse,1st Quintile,Full-time,0.21806,72,140,0.14942,0.28671
2020,Hesse,1st Quintile,Part-time,0.36672,68,140,0.28661,0.44684
2020,"Rhineland-Palatinate, Saarland",1st Quintile,Full-time,0.27292,51,138,0.19833,0.34752
2020,"Rhineland-Palatinate, Saarland",1st Quintile,Part-time,0.33786,56,138,0.25866,0.41706
2020,"Rhineland-Palatinate, Saarland",1st Quintile,Either,0.28819,31,138,0.21235,0.36403
2020,Baden-Wuerttemberg,1st Quintile,Full-time,0.31537,78,181,0.24749,0.38326
2020,Baden-Wuerttemberg,1st Quintile,Part-time,0.44250,103,181,0.36994,0.51506
2020,Baden-Wuerttemberg,2nd Quintile,Full-time,0.43153,33,33,0.25992,0.60314
2020,Bavaria,1st Quintile,Full-time,0.45007,78,167,0.37439,0.52575
2020,Bavaria,1st Quintile,Part-time,0.36735,89,167,0.29402,0.44069
2020,Bavaria,2nd Quintile,Part-time,0.43475,32,32,0.26025,0.60926
2020,Berlin,1st Quintile,Full-time,0.32008,35,67,0.20753,0.43263
2020,Berlin,1st Quintile,Part-time,0.38449,32,67,0.26712,0.50186
2020,Brandenburg,1st Quintile,Full-time,0.41570,34,34,0.24755,0.58386
2020,Saxony,1st Quintile,Full-time,0.33168,48,96,0.23700,0.42636
2020,Saxony,1st Quintile,Part-time,0.32341,48,96,0.22934,0.41747
2020,Saxony-Anhalt,1st Quintile,Full-time,0.41813,52,91,0.31622,0.52003
2020,Saxony-Anhalt,1st Quintile,Part-time,0.22002,39,91,0.13444,0.30561
2020,Thuringa,1st Quintile,Full-time,0.37902,32,67,0.26197,0.49606
2020,Thuringa,1st Quintile,Part-time,0.37066,35,67,0.25413,0.48718
2021,Schleswig-Holstein,1st Quintile,Part-time,0.35311,46,46,0.21347,0.49275
2021,Lower Saxony,1st Quintile,Full-time,0.34629,65,123,0.26186,0.43071
2021,Lower Saxony,1st Quintile,Part-time,0.35989,58,123,0.27472,0.44506
2021,Lower Saxony,2nd Quintile,Full-time,0.70760,31,31,0.54483,0.87037
2021,North Rhine-Westphalia,1st Quintile,Full-time,0.33599,120,413,0.29038,0.38160
2021,North Rhine-Westphalia,1st Quintile,Part-time,0.34964,184,413,0.30359,0.39569
2021,North Rhine-Westphalia,1st Quintile,Either,0.18718,69,413,0.14952,0.22485
2021,North Rhine-Westphalia,1st Quintile,I'm not sure yet,0.12719,40,413,0.09502,0.15936
2021,North Rhine-Westphalia,2nd Quintile,Full-time,0.41312,40,90,0.31082,0.51542
2021,North Rhine-Westphalia,2nd Quintile,Part-time,0.52211,50,90,0.41833,0.62589
2021,Hesse,1st Quintile,Part-time,0.32071,52,105,0.23100,0.41041
2021,Hesse,1st Quintile,Either,0.31534,53,105,0.22604,0.40464
2021,"Rhineland-Palatinate, Saarland",1st Quintile,Part-time,0.30444,39,39,0.15813,0.45075
2021,Baden-Wuerttemberg,1st Quintile,Full-time,0.38404,46,102,0.28918,0.47889
2021,Baden-Wuerttemberg,1st Quintile,Part-time,0.38180,56,102,0.28705,0.47655
2021,Bavaria,1st Quintile,Full-time,0.45732,42,92,0.35497,0.55968
2021,Bavaria,1st Quintile,Part-time,0.26499,50,92,0.17431,0.35567
2021,Bavaria,2nd Quintile,Part-time,0.36481,35,35,0.20300,0.52662
2022,Lower Saxony,1st Quintile,Full-time,0.29297,46,122,0.21188,0.37407
2022,Lower Saxony,1st Quintile,Part-time,0.40773,76,122,0.32017,0.49529
2022,North Rhine-Westphalia,1st Quintile,Full-time,0.39027,122,412,0.34311,0.43744
2022,North Rhine-Westphalia,1st Quintile,Part-time,0.40070,175,412,0.35332,0.44807
2022,North Rhine-Westphalia,1st Quintile,Either,0.06332,62,412,0.03977,0.08686
2022,North Rhine-Westphalia,1st Quintile,I'm not sure yet,0.14571,53,412,0.11160,0.17982
2022,North Rhine-Westphalia,2nd Quintile,Full-time,0.32876,36,83,0.22708,0.43044
2022,North Rhine-Westphalia,2nd Quintile,Part-time,0.48864,47,83,0.38045,0.59684
2022,Hesse,1st Quintile,Part-time,0.34793,49,49,0.21318,0.48268
2022,"Rhineland-Palatinate, Saarland",1st Quintile,Part-time,0.50448,39,39,0.34551,0.66345
2022,Baden-Wuerttemberg,1st Quintile,Full-time,0.32967,33,81,0.22666,0.43268
2022,Baden-Wuerttemberg,1st Quintile,Part-time,0.40190,48,81,0.29446,0.50934
2022,Bavaria,1st Quintile,Part-time,0.36746,41,41,0.21805,0.51687
2022,Berlin,1st Quintile,Part-time,0.36222,32,32,0.19302,0.53142
