"plb0196_h","year","age_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Ja","2015","17-34","(Fach-)Abitur","368","0.688042664632345","0.647595497610733","0.728489831653957"
"Ja","2015","17-34","AkademikerIn","480","0.825000783102527","0.794546896094553","0.855454670110501"
"Ja","2015","35-65","(noch) kein Abschluss","51","0.780687997649816","0.687042390305718","0.874333604993913"
"Ja","2015","35-65","Hauptschule","1108","0.718299680061837","0.695596121870936","0.741003238252737"
"Ja","2015","35-65","Realschule","1659","0.756163095368293","0.73822013045979","0.774106060276795"
"Ja","2015","35-65","(Fach-)Abitur","823","0.777104998015038","0.752050530640733","0.802159465389343"
"Ja","2015","35-65","AkademikerIn","1736","0.820978255613432","0.804701228543947","0.837255282682916"
"Ja","2015","66 +","(noch) kein Abschluss","","","",""
"Ja","2015","66 +","Hauptschule","14","","",""
"Ja","2015","66 +","Realschule","3","","",""
"Ja","2015","66 +","(Fach-)Abitur","3","","",""
"Ja","2015","66 +","AkademikerIn","6","","",""
"Nein","2015","17-34","(noch) kein Abschluss","11","","",""
"Nein","2015","17-34","Hauptschule","126","0.277504186510394","0.234732194181657","0.32027617883913"
"Nein","2015","17-34","Realschule","171","0.235952646019918","0.203874214671657","0.268031077368179"
"Nein","2015","17-34","(Fach-)Abitur","136","0.311957335367655","0.271510168346043","0.352404502389267"
"Nein","2015","17-34","AkademikerIn","118","0.174999216897473","0.144545329889499","0.205453103905447"
"Nein","2015","35-65","(noch) kein Abschluss","24","","",""
"Nein","2015","35-65","Hauptschule","400","0.281700319938163","0.258996761747263","0.304403878129064"
"Nein","2015","35-65","Realschule","541","0.243836904631707","0.225893939723205","0.26177986954021"
"Nein","2015","35-65","(Fach-)Abitur","237","0.222895001984962","0.197840534610657","0.247949469359268"
"Nein","2015","35-65","AkademikerIn","395","0.179021744386568","0.162744717317084","0.195298771456053"
"Nein","2015","66 +","(noch) kein Abschluss","","","",""
"Nein","2015","66 +","Hauptschule","15","","",""
"Nein","2015","66 +","Realschule","2","","",""
"Nein","2015","66 +","(Fach-)Abitur","1","","",""
"Nein","2015","66 +","AkademikerIn","4","","",""
"Ja","2016","17-34","(noch) kein Abschluss","23","","",""
"Ja","2016","17-34","Hauptschule","250","0.648284486264121","0.597824462973894","0.698744509554349"
"Ja","2016","17-34","Realschule","426","0.76408292437266","0.729289272660538","0.798876576084782"
"Ja","2016","17-34","(Fach-)Abitur","360","0.748722542422143","0.709674781167874","0.787770303676412"
"Ja","2016","17-34","AkademikerIn","418","0.835333636912822","0.803145530040105","0.86752174378554"
"Ja","2016","35-65","(noch) kein Abschluss","44","0.673168506726605","0.560006675356173","0.786330338097038"
"Ja","2016","35-65","Hauptschule","1049","0.722465890581376","0.699338123655621","0.74559365750713"
"Ja","2016","35-65","Realschule","1598","0.748070630344573","0.729677658477046","0.766463602212101"
"Ja","2016","35-65","(Fach-)Abitur","834","0.790265287251036","0.765860172776624","0.814670401725447"
"Ja","2016","35-65","AkademikerIn","1656","0.807102656146583","0.790210699274683","0.823994613018483"
"Ja","2016","66 +","(noch) kein Abschluss","","","",""
"Ja","2016","66 +","Hauptschule","13","","",""
"Ja","2016","66 +","Realschule","8","","",""
"Ja","2016","66 +","(Fach-)Abitur","3","","",""
"Ja","2016","66 +","AkademikerIn","11","","",""
"Nein","2016","17-34","(noch) kein Abschluss","8","","",""
"Nein","2016","17-34","Hauptschule","94","0.351715513735879","0.301255490445651","0.402175537026106"
"Nein","2016","17-34","Realschule","146","0.23591707562734","0.201123423915218","0.270710727339462"
"Nein","2016","17-34","(Fach-)Abitur","114","0.251277457577857","0.212229696323588","0.290325218832126"
"Nein","2016","17-34","AkademikerIn","92","0.164666363087178","0.13247825621446","0.196854469959895"
"Nein","2016","35-65","(noch) kein Abschluss","22","","",""
"Nein","2016","35-65","Hauptschule","391","0.277534109418624","0.25440634249287","0.300661876344379"
"Nein","2016","35-65","Realschule","542","0.251929369655427","0.2335363977879","0.270322341522954"
"Nein","2016","35-65","(Fach-)Abitur","235","0.209734712748964","0.185329598274553","0.234139827223376"
"Nein","2016","35-65","AkademikerIn","440","0.192897343853417","0.176005386981517","0.209789300725317"
"Nein","2016","66 +","(noch) kein Abschluss","","","",""
"Nein","2016","66 +","Hauptschule","7","","",""
"Nein","2016","66 +","Realschule","2","","",""
"Nein","2016","66 +","(Fach-)Abitur","","","",""
"Nein","2016","66 +","AkademikerIn","3","","",""
"Ja","2017","17-34","(noch) kein Abschluss","29","","",""
"Ja","2017","17-34","Hauptschule","270","0.745252395405012","0.700674269785517","0.789830521024507"
"Ja","2017","17-34","Realschule","500","0.824944163916031","0.79519910079591","0.854689227036153"
"Ja","2017","17-34","(Fach-)Abitur","425","0.75687070564215","0.721467871373255","0.792273539911045"
"Ja","2017","17-34","AkademikerIn","454","0.804983984610769","0.772255744484493","0.837712224737045"
"Ja","2017","35-65","(noch) kein Abschluss","47","0.638627136990826","0.532016081665692","0.745238192315961"
"Ja","2017","35-65","Hauptschule","1033","0.689935559642548","0.666291629399503","0.713579489885593"
"Ja","2017","35-65","Realschule","1736","0.747434396181829","0.729841570923128","0.765027221440531"
"Ja","2017","35-65","(Fach-)Abitur","843","0.740519740456568","0.714927599744132","0.766111881169005"
"Ja","2017","35-65","AkademikerIn","1830","0.819859525432075","0.804011857948602","0.835707192915547"
"Ja","2017","66 +","(noch) kein Abschluss","","","",""
"Ja","2017","66 +","Hauptschule","12","","",""
"Ja","2017","66 +","Realschule","9","","",""
"Ja","2017","66 +","(Fach-)Abitur","5","","",""
"Ja","2017","66 +","AkademikerIn","8","","",""
"Nein","2017","17-34","(noch) kein Abschluss","13","","",""
"Nein","2017","17-34","Hauptschule","97","0.254747604594988","0.210169478975493","0.299325730214483"
"Nein","2017","17-34","Realschule","127","0.175055836083969","0.145310772963847","0.20480089920409"
"Nein","2017","17-34","(Fach-)Abitur","139","0.24312929435785","0.207726460088955","0.278532128626745"
"Nein","2017","17-34","AkademikerIn","109","0.195016015389231","0.162287775262955","0.227744255515507"
"Nein","2017","35-65","(noch) kein Abschluss","31","0.361372863009174","0.254761807684039","0.467983918334308"
"Nein","2017","35-65","Hauptschule","437","0.310064440357452","0.286420510114407","0.333708370600497"
"Nein","2017","35-65","Realschule","607","0.252565603818171","0.234972778559469","0.270158429076872"
"Nein","2017","35-65","(Fach-)Abitur","284","0.259480259543432","0.233888118830995","0.285072400255868"
"Nein","2017","35-65","AkademikerIn","429","0.180140474567925","0.164292807084453","0.195988142051398"
"Nein","2017","66 +","(noch) kein Abschluss","","","",""
"Nein","2017","66 +","Hauptschule","16","","",""
"Nein","2017","66 +","Realschule","3","","",""
"Nein","2017","66 +","(Fach-)Abitur","","","",""
"Nein","2017","66 +","AkademikerIn","5","","",""
"Ja","2018","17-34","(noch) kein Abschluss","45","0.643910757786683","0.528387775899149","0.759433739674218"
"Ja","2018","17-34","Hauptschule","273","0.745021246376543","0.701314071514233","0.788728421238853"
"Ja","2018","17-34","Realschule","477","0.801817167096485","0.76984061625286","0.83379371794011"
"Ja","2018","17-34","(Fach-)Abitur","443","0.736496053861367","0.701479365167106","0.771512742555629"
"Ja","2018","17-34","AkademikerIn","504","0.800037934288019","0.768879521023093","0.831196347552946"
"Ja","2018","35-65","(noch) kein Abschluss","54","0.615334603101038","0.506667032552003","0.724002173650072"
"Ja","2018","35-65","Hauptschule","1034","0.702409878891932","0.679357252097611","0.725462505686252"
"Ja","2018","35-65","Realschule","1733","0.741064347788122","0.723524388945915","0.758604306630328"
"Ja","2018","35-65","(Fach-)Abitur","862","0.783017033931967","0.759296878958596","0.806737188905338"
"Ja","2018","35-65","AkademikerIn","1766","0.769077528138127","0.752013557056259","0.786141499219994"
"Ja","2018","66 +","(noch) kein Abschluss","","","",""
"Ja","2018","66 +","Hauptschule","14","","",""
"Ja","2018","66 +","Realschule","6","","",""
"Ja","2018","66 +","(Fach-)Abitur","5","","",""
"Ja","2018","66 +","AkademikerIn","10","","",""
"Nein","2018","17-34","(noch) kein Abschluss","21","","",""
"Nein","2018","17-34","Hauptschule","109","0.254978753623457","0.211271578761147","0.298685928485767"
"Nein","2018","17-34","Realschule","120","0.198182832903515","0.16620628205989","0.23015938374714"
"Nein","2018","17-34","(Fach-)Abitur","165","0.263503946138633","0.228487257444371","0.298520634832894"
"Nein","2018","17-34","AkademikerIn","129","0.199962065711981","0.168803652447054","0.231120478976907"
"Nein","2018","35-65","(noch) kein Abschluss","23","","",""
"Nein","2018","35-65","Hauptschule","477","0.297590121108069","0.274537494313748","0.320642747902389"
"Nein","2018","35-65","Realschule","663","0.258935652211878","0.241395693369672","0.276475611054085"
"Nein","2018","35-65","(Fach-)Abitur","298","0.216982966068033","0.193262811094662","0.240703121041404"
"Nein","2018","35-65","AkademikerIn","577","0.230922471861873","0.213858500780006","0.247986442943741"
"Nein","2018","66 +","(noch) kein Abschluss","","","",""
"Nein","2018","66 +","Hauptschule","20","","",""
"Nein","2018","66 +","Realschule","6","","",""
"Nein","2018","66 +","(Fach-)Abitur","1","","",""
"Nein","2018","66 +","AkademikerIn","9","","",""
"Ja","2019","17-34","(noch) kein Abschluss","50","0.761628373078356","0.66454808224443","0.858708663912282"
"Ja","2019","17-34","Hauptschule","223","0.781169421763434","0.735218469289388","0.82712037423748"
"Ja","2019","17-34","Realschule","408","0.7784657927722","0.743043938315768","0.813887647228632"
"Ja","2019","17-34","(Fach-)Abitur","407","0.778794903135778","0.743787465311578","0.813802340959978"
"Ja","2019","17-34","AkademikerIn","480","0.822872465029212","0.792222197780358","0.853522732278067"
"Ja","2019","35-65","(noch) kein Abschluss","57","0.789500426716934","0.702321756055281","0.876679097378586"
"Ja","2019","35-65","Hauptschule","887","0.72199535484032","0.696937601169078","0.747053108511563"
"Ja","2019","35-65","Realschule","1628","0.764110753225874","0.746231429311456","0.781990077140292"
"Ja","2019","35-65","(Fach-)Abitur","836","0.760620345105752","0.735449885746284","0.78579080446522"
"Ja","2019","35-65","AkademikerIn","1777","0.797256223220717","0.780677056427863","0.813835390013571"
"Ja","2019","66 +","(noch) kein Abschluss","1","","",""
"Ja","2019","66 +","Hauptschule","16","","",""
"Ja","2019","66 +","Realschule","11","","",""
"Ja","2019","66 +","(Fach-)Abitur","8","","",""
"Ja","2019","66 +","AkademikerIn","19","","",""
"Nein","2019","17-34","(noch) kein Abschluss","24","","",""
"Nein","2019","17-34","Hauptschule","88","0.218830578236566","0.17287962576252","0.264781530710612"
"Nein","2019","17-34","Realschule","120","0.2215342072278","0.186112352771368","0.256956061684232"
"Nein","2019","17-34","(Fach-)Abitur","133","0.221205096864222","0.186197659040022","0.256212534688422"
"Nein","2019","17-34","AkademikerIn","116","0.177127534970788","0.146477267721933","0.207777802219642"
"Nein","2019","35-65","(noch) kein Abschluss","27","","",""
"Nein","2019","35-65","Hauptschule","341","0.27800464515968","0.252946891488437","0.303062398830922"
"Nein","2019","35-65","Realschule","538","0.235889246774126","0.218009922859708","0.253768570688544"
"Nein","2019","35-65","(Fach-)Abitur","268","0.239379654894248","0.21420919553478","0.264550114253716"
"Nein","2019","35-65","AkademikerIn","482","0.202743776779283","0.186164609986429","0.219322943572137"
"Nein","2019","66 +","(noch) kein Abschluss","","","",""
"Nein","2019","66 +","Hauptschule","7","","",""
"Nein","2019","66 +","Realschule","5","","",""
"Nein","2019","66 +","(Fach-)Abitur","2","","",""
"Nein","2019","66 +","AkademikerIn","12","","",""
"Ja","2020","17-34","(noch) kein Abschluss","50","0.453758465404687","0.352026155093045","0.555490775716329"
"Ja","2020","17-34","Hauptschule","221","0.64627374111307","0.597223226919943","0.695324255306196"
"Ja","2020","17-34","Realschule","356","0.651293636430737","0.611246912393608","0.691340360467867"
"Ja","2020","17-34","(Fach-)Abitur","430","0.690117669648435","0.655736894114774","0.724498445182095"
"Ja","2020","17-34","AkademikerIn","557","0.686311231372862","0.654649755555519","0.717972707190205"
"Ja","2020","35-65","(noch) kein Abschluss","57","0.657508794665999","0.562582185133941","0.752435404198057"
"Ja","2020","35-65","Hauptschule","760","0.601308105758827","0.574411274312043","0.62820493720561"
"Ja","2020","35-65","Realschule","1408","0.624570379066568","0.604472481949173","0.644668276183962"
"Ja","2020","35-65","(Fach-)Abitur","809","0.663478894015519","0.637178820755261","0.689778967275776"
"Ja","2020","35-65","AkademikerIn","1620","0.70176090605374","0.68356012296714","0.71996168914034"
"Ja","2020","66 +","(noch) kein Abschluss","","","",""
"Ja","2020","66 +","Hauptschule","14","","",""
"Ja","2020","66 +","Realschule","8","","",""
"Ja","2020","66 +","(Fach-)Abitur","4","","",""
"Ja","2020","66 +","AkademikerIn","21","","",""
"Nein","2020","17-34","(noch) kein Abschluss","42","0.546241534595313","0.444509224283671","0.647973844906955"
"Nein","2020","17-34","Hauptschule","144","0.35372625888693","0.304675744693804","0.402776773080056"
"Nein","2020","17-34","Realschule","188","0.348706363569262","0.308659639532133","0.388753087606392"
"Nein","2020","17-34","(Fach-)Abitur","265","0.309882330351566","0.275501554817905","0.344263105885226"
"Nein","2020","17-34","AkademikerIn","268","0.313688768627138","0.282027292809795","0.345350244444481"
"Nein","2020","35-65","(noch) kein Abschluss","39","0.342491205334001","0.247564595801943","0.437417814866059"
"Nein","2020","35-65","Hauptschule","513","0.398691894241173","0.37179506279439","0.425588725687957"
"Nein","2020","35-65","Realschule","822","0.375429620933432","0.355331723816038","0.395527518050827"
"Nein","2020","35-65","(Fach-)Abitur","431","0.336521105984481","0.310221032724224","0.362821179244739"
"Nein","2020","35-65","AkademikerIn","807","0.29823909394626","0.28003831085966","0.31643987703286"
"Nein","2020","66 +","(noch) kein Abschluss","","","",""
"Nein","2020","66 +","Hauptschule","19","","",""
"Nein","2020","66 +","Realschule","11","","",""
"Nein","2020","66 +","(Fach-)Abitur","2","","",""
"Nein","2020","66 +","AkademikerIn","12","","",""
