year,bula_h,hhtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Thuringa,Couple with children,5 rooms,0.24097,42,145,0.17112,0.31082
2011,Schleswig-Holstein,Single-person household,2 rooms,0.33000,37,69,0.21824,0.44177
2011,Schleswig-Holstein,Single-person household,3 rooms,0.26353,32,69,0.15882,0.36824
2011,Schleswig-Holstein,Couple without children,3 rooms,0.25271,49,129,0.17743,0.32800
2011,Schleswig-Holstein,Couple without children,4 rooms,0.23269,40,129,0.15949,0.30589
2011,Schleswig-Holstein,Couple without children,5 rooms,0.23683,40,129,0.16318,0.31048
2011,Schleswig-Holstein,Single parent,3 rooms,0.36627,37,37,0.20889,0.52365
2011,Schleswig-Holstein,Couple with children,3 rooms,0.24681,41,180,0.18364,0.30997
2011,Schleswig-Holstein,Couple with children,4 rooms,0.18187,54,180,0.12536,0.23838
2011,Schleswig-Holstein,Couple with children,5 rooms,0.22766,48,180,0.16623,0.28909
2011,Schleswig-Holstein,Couple with children,6 rooms,0.17176,37,180,0.11650,0.22701
2011,Hamburg,Single-person household,2 rooms,0.50295,39,39,0.34398,0.66193
2011,Lower Saxony,Single-person household,2 rooms,0.27440,74,206,0.21332,0.33549
2011,Lower Saxony,Single-person household,3 rooms,0.31679,82,206,0.25310,0.38047
2011,Lower Saxony,Single-person household,4 rooms,0.15610,50,206,0.10642,0.20579
2011,Lower Saxony,Couple without children,3 rooms,0.29870,103,352,0.25082,0.34659
2011,Lower Saxony,Couple without children,4 rooms,0.26050,124,352,0.21458,0.30641
2011,Lower Saxony,Couple without children,5 rooms,0.17930,74,352,0.13917,0.21943
2011,Lower Saxony,Couple without children,6 rooms,0.09943,51,352,0.06812,0.13073
2011,Lower Saxony,Single parent,3 rooms,0.37239,77,138,0.29143,0.45334
2011,Lower Saxony,Single parent,4 rooms,0.29474,61,138,0.21840,0.37109
2011,Lower Saxony,Couple with children,3 rooms,0.13455,62,553,0.10609,0.16302
2011,Lower Saxony,Couple with children,4 rooms,0.23699,140,553,0.20151,0.27246
2011,Lower Saxony,Couple with children,5 rooms,0.25757,136,553,0.22109,0.29405
2011,Lower Saxony,Couple with children,6 rooms,0.19894,113,553,0.16564,0.23225
2011,Lower Saxony,Couple with children,7 rooms,0.07900,62,553,0.05649,0.10150
2011,Lower Saxony,Couple with children,8 rooms,0.04926,40,553,0.03121,0.06731
2011,North Rhine-Westphalia,Single-person household,1 room,0.05890,41,603,0.04009,0.07770
2011,North Rhine-Westphalia,Single-person household,2 rooms,0.38336,236,603,0.34452,0.42220
2011,North Rhine-Westphalia,Single-person household,3 rooms,0.34885,218,603,0.31078,0.38693
2011,North Rhine-Westphalia,Single-person household,4 rooms,0.08742,61,603,0.06485,0.10998
2011,North Rhine-Westphalia,Single-person household,5 rooms,0.08149,47,603,0.05963,0.10334
2011,North Rhine-Westphalia,Couple without children,2 rooms,0.10851,93,814,0.08713,0.12989
2011,North Rhine-Westphalia,Couple without children,3 rooms,0.38687,291,814,0.35339,0.42035
2011,North Rhine-Westphalia,Couple without children,4 rooms,0.22015,185,814,0.19167,0.24863
2011,North Rhine-Westphalia,Couple without children,5 rooms,0.14543,138,814,0.12119,0.16966
2011,North Rhine-Westphalia,Couple without children,6 rooms,0.06834,75,814,0.05100,0.08569
2011,North Rhine-Westphalia,Couple without children,7 rooms,0.03341,32,814,0.02106,0.04576
2011,North Rhine-Westphalia,Single parent,2 rooms,0.15726,55,424,0.12257,0.19195
2011,North Rhine-Westphalia,Single parent,3 rooms,0.48876,233,424,0.44112,0.53639
2011,North Rhine-Westphalia,Single parent,4 rooms,0.20587,94,424,0.16734,0.24440
2011,North Rhine-Westphalia,Single parent,5 rooms,0.09302,42,424,0.06534,0.12070
2011,North Rhine-Westphalia,Couple with children,3 rooms,0.20197,280,1246,0.17967,0.22427
2011,North Rhine-Westphalia,Couple with children,4 rooms,0.30383,340,1246,0.27828,0.32938
2011,North Rhine-Westphalia,Couple with children,5 rooms,0.23551,292,1246,0.21194,0.25908
2011,North Rhine-Westphalia,Couple with children,6 rooms,0.12783,189,1246,0.10928,0.14637
2011,North Rhine-Westphalia,Couple with children,7 rooms,0.07067,102,1246,0.05643,0.08491
2011,North Rhine-Westphalia,Couple with children,8 rooms,0.02391,43,1246,0.01542,0.03239
2011,Hesse,Single-person household,2 rooms,0.40665,85,155,0.32907,0.48424
2011,Hesse,Single-person household,3 rooms,0.27452,70,155,0.20403,0.34500
2011,Hesse,Couple without children,3 rooms,0.37755,96,236,0.31557,0.43954
2011,Hesse,Couple without children,4 rooms,0.22338,61,236,0.17013,0.27663
2011,Hesse,Couple without children,5 rooms,0.16430,48,236,0.11692,0.21168
2011,Hesse,Couple without children,6 rooms,0.09258,31,236,0.05552,0.12964
2011,Hesse,Single parent,3 rooms,0.39125,70,108,0.29878,0.48372
2011,Hesse,Single parent,4 rooms,0.21518,38,108,0.13731,0.29304
2011,Hesse,Couple with children,3 rooms,0.21563,102,419,0.17621,0.25506
2011,Hesse,Couple with children,4 rooms,0.24667,124,419,0.20535,0.28800
2011,Hesse,Couple with children,5 rooms,0.20883,85,419,0.16986,0.24780
2011,Hesse,Couple with children,6 rooms,0.16664,70,419,0.13092,0.20237
2011,Hesse,Couple with children,7 rooms,0.04116,38,419,0.02212,0.06021
2011,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.27933,66,159,0.20937,0.34929
2011,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.29037,59,159,0.21959,0.36115
2011,"Rhineland-Palatinate, Saarland",Single-person household,4 rooms,0.13596,34,159,0.08251,0.18940
2011,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.19785,47,147,0.13323,0.26248
2011,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.22669,48,147,0.15877,0.29461
2011,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.22896,52,147,0.16080,0.29711
2011,"Rhineland-Palatinate, Saarland",Single parent,3 rooms,0.47167,50,50,0.33189,0.61144
2011,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.14110,53,310,0.10228,0.17992
2011,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.17550,70,310,0.13308,0.21791
2011,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.21271,71,310,0.16708,0.25834
2011,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.24937,78,310,0.20113,0.29761
2011,"Rhineland-Palatinate, Saarland",Couple with children,7 rooms,0.10224,38,310,0.06846,0.13602
2011,Baden-Wuerttemberg,Single-person household,2 rooms,0.35999,141,307,0.30621,0.41377
2011,Baden-Wuerttemberg,Single-person household,3 rooms,0.26639,103,307,0.21686,0.31592
2011,Baden-Wuerttemberg,Single-person household,4 rooms,0.15244,63,307,0.11217,0.19272
2011,Baden-Wuerttemberg,Couple without children,2 rooms,0.05322,32,435,0.03210,0.07434
2011,Baden-Wuerttemberg,Couple without children,3 rooms,0.35564,145,435,0.31060,0.40068
2011,Baden-Wuerttemberg,Couple without children,4 rooms,0.20704,99,435,0.16892,0.24516
2011,Baden-Wuerttemberg,Couple without children,5 rooms,0.21468,113,435,0.17605,0.25331
2011,Baden-Wuerttemberg,Couple without children,6 rooms,0.08631,46,435,0.05989,0.11273
2011,Baden-Wuerttemberg,Single parent,2 rooms,0.12264,36,190,0.07588,0.16941
2011,Baden-Wuerttemberg,Single parent,3 rooms,0.35807,95,190,0.28972,0.42642
2011,Baden-Wuerttemberg,Single parent,4 rooms,0.21489,59,190,0.15633,0.27345
2011,Baden-Wuerttemberg,Couple with children,3 rooms,0.16734,138,800,0.14146,0.19322
2011,Baden-Wuerttemberg,Couple with children,4 rooms,0.24242,201,800,0.21271,0.27214
2011,Baden-Wuerttemberg,Couple with children,5 rooms,0.23613,175,800,0.20668,0.26558
2011,Baden-Wuerttemberg,Couple with children,6 rooms,0.16554,151,800,0.13977,0.19131
2011,Baden-Wuerttemberg,Couple with children,7 rooms,0.09742,80,800,0.07686,0.11798
2011,Baden-Wuerttemberg,Couple with children,8 rooms,0.05759,55,800,0.04143,0.07374
2011,Bavaria,Single-person household,1 room,0.09282,42,479,0.06680,0.11883
2011,Bavaria,Single-person household,2 rooms,0.34329,171,479,0.30072,0.38586
2011,Bavaria,Single-person household,3 rooms,0.30694,161,479,0.26559,0.34829
2011,Bavaria,Single-person household,4 rooms,0.13991,70,479,0.10881,0.17101
2011,Bavaria,Single-person household,5 rooms,0.05507,35,479,0.03462,0.07552
2011,Bavaria,Couple without children,2 rooms,0.15549,79,629,0.12715,0.18384
2011,Bavaria,Couple without children,3 rooms,0.30390,188,629,0.26793,0.33987
2011,Bavaria,Couple without children,4 rooms,0.20625,141,629,0.17461,0.23790
2011,Bavaria,Couple without children,5 rooms,0.16932,115,629,0.13999,0.19865
2011,Bavaria,Couple without children,6 rooms,0.07971,65,629,0.05853,0.10090
2011,Bavaria,Couple without children,7 rooms,0.04807,41,629,0.03134,0.06480
2011,Bavaria,Single parent,2 rooms,0.11319,34,314,0.07809,0.14829
2011,Bavaria,Single parent,3 rooms,0.42052,155,314,0.36583,0.47521
2011,Bavaria,Single parent,4 rooms,0.22297,82,314,0.17686,0.26909
2011,Bavaria,Single parent,5 rooms,0.12662,43,314,0.08978,0.16346
2011,Bavaria,Couple with children,3 rooms,0.17465,175,944,0.15042,0.19889
2011,Bavaria,Couple with children,4 rooms,0.24465,216,944,0.21721,0.27208
2011,Bavaria,Couple with children,5 rooms,0.23336,235,944,0.20637,0.26036
2011,Bavaria,Couple with children,6 rooms,0.13888,165,944,0.11681,0.16096
2011,Bavaria,Couple with children,7 rooms,0.10647,102,944,0.08678,0.12615
2011,Bavaria,Couple with children,8 rooms,0.04276,51,944,0.02984,0.05567
2011,Berlin,Single-person household,1 room,0.18292,38,194,0.12838,0.23747
2011,Berlin,Single-person household,2 rooms,0.48986,99,194,0.41934,0.56039
2011,Berlin,Single-person household,3 rooms,0.25755,57,194,0.19585,0.31924
2011,Berlin,Couple without children,3 rooms,0.48928,80,118,0.39870,0.57986
2011,Berlin,Couple without children,4 rooms,0.24025,38,118,0.16284,0.31767
2011,Berlin,Single parent,3 rooms,0.55966,58,58,0.43079,0.68854
2011,Berlin,Couple with children,3 rooms,0.45131,63,118,0.36114,0.54148
2011,Berlin,Couple with children,4 rooms,0.25994,55,118,0.18047,0.33942
2011,Brandenburg,Single-person household,2 rooms,0.48086,66,117,0.38993,0.57178
2011,Brandenburg,Single-person household,3 rooms,0.27086,51,117,0.18999,0.35174
2011,Brandenburg,Couple without children,3 rooms,0.39563,87,140,0.31433,0.47692
2011,Brandenburg,Couple without children,4 rooms,0.31609,53,140,0.23880,0.39339
2011,Brandenburg,Single parent,3 rooms,0.47944,53,53,0.34365,0.61522
2011,Brandenburg,Couple with children,3 rooms,0.36846,55,160,0.29348,0.44344
2011,Brandenburg,Couple with children,4 rooms,0.27222,67,160,0.20303,0.34140
2011,Brandenburg,Couple with children,5 rooms,0.17327,38,160,0.11444,0.23210
2011,Mecklenburg-Western Pomerania,Single-person household,2 rooms,0.54277,51,51,0.40468,0.68085
2011,Mecklenburg-Western Pomerania,Couple without children,3 rooms,0.38278,48,48,0.24382,0.52175
2011,Mecklenburg-Western Pomerania,Single parent,3 rooms,0.62221,47,47,0.48210,0.76232
2011,Saxony,Single-person household,2 rooms,0.40036,89,171,0.32670,0.47401
2011,Saxony,Single-person household,3 rooms,0.34479,82,171,0.27334,0.41624
2011,Saxony,Couple without children,2 rooms,0.20486,49,263,0.15599,0.25374
2011,Saxony,Couple without children,3 rooms,0.47136,150,263,0.41092,0.53181
2011,Saxony,Couple without children,4 rooms,0.19247,64,263,0.14473,0.24021
2011,Saxony,Single parent,3 rooms,0.59620,81,81,0.48868,0.70372
2011,Saxony,Couple with children,3 rooms,0.36281,99,337,0.31140,0.41422
2011,Saxony,Couple with children,4 rooms,0.25740,121,337,0.21065,0.30415
2011,Saxony,Couple with children,5 rooms,0.21114,76,337,0.16750,0.25477
2011,Saxony,Couple with children,6 rooms,0.07373,41,337,0.04579,0.10167
2011,Saxony-Anhalt,Single-person household,2 rooms,0.41667,62,110,0.32411,0.50922
2011,Saxony-Anhalt,Single-person household,3 rooms,0.31173,48,110,0.22477,0.39869
2011,Saxony-Anhalt,Couple without children,3 rooms,0.38167,74,125,0.29616,0.46718
2011,Saxony-Anhalt,Couple without children,4 rooms,0.28417,51,125,0.20478,0.36355
2011,Saxony-Anhalt,Single parent,3 rooms,0.47863,42,42,0.32572,0.63154
2011,Saxony-Anhalt,Couple with children,3 rooms,0.21783,53,164,0.15446,0.28120
2011,Saxony-Anhalt,Couple with children,4 rooms,0.35906,79,164,0.28541,0.43271
2011,Saxony-Anhalt,Couple with children,5 rooms,0.19417,32,164,0.13345,0.25490
2011,Thuringa,Single-person household,1 room,0.16457,39,140,0.10293,0.22622
2011,Thuringa,Single-person household,2 rooms,0.40097,57,140,0.31950,0.48245
2011,Thuringa,Single-person household,3 rooms,0.28161,44,140,0.20683,0.35638
2011,Thuringa,Couple without children,3 rooms,0.35658,68,125,0.27227,0.44089
2011,Thuringa,Couple without children,4 rooms,0.28972,57,125,0.20988,0.36957
2011,Thuringa,Single parent,3 rooms,0.64339,45,45,0.50186,0.78493
2011,Thuringa,Couple with children,3 rooms,0.28770,55,149,0.21477,0.36063
2011,Thuringa,Couple with children,4 rooms,0.27784,55,149,0.20567,0.35001
2011,Thuringa,Couple with children,5 rooms,0.22301,39,149,0.15594,0.29007
2012,Schleswig-Holstein,Single-person household,2 rooms,0.31792,40,84,0.21774,0.41811
2012,Schleswig-Holstein,Single-person household,3 rooms,0.31176,44,84,0.21210,0.41141
2012,Schleswig-Holstein,Couple without children,3 rooms,0.28174,55,132,0.20470,0.35877
2012,Schleswig-Holstein,Couple without children,4 rooms,0.27594,45,132,0.19940,0.35249
2012,Schleswig-Holstein,Couple without children,5 rooms,0.20397,32,132,0.13497,0.27298
2012,Schleswig-Holstein,Single parent,3 rooms,0.38085,34,34,0.21517,0.54653
2012,Schleswig-Holstein,Couple with children,3 rooms,0.20599,35,173,0.14555,0.26643
2012,Schleswig-Holstein,Couple with children,4 rooms,0.20269,58,173,0.14261,0.26277
2012,Schleswig-Holstein,Couple with children,5 rooms,0.28239,47,173,0.21511,0.34966
2012,Schleswig-Holstein,Couple with children,6 rooms,0.16038,33,173,0.10554,0.21522
2012,Hamburg,Single-person household,2 rooms,0.45799,37,37,0.29523,0.62075
2012,Hamburg,Couple without children,3 rooms,0.49685,31,31,0.31793,0.67576
2012,Lower Saxony,Single-person household,2 rooms,0.31534,89,260,0.25875,0.37193
2012,Lower Saxony,Single-person household,3 rooms,0.33391,93,260,0.27647,0.39134
2012,Lower Saxony,Single-person household,4 rooms,0.14614,47,260,0.10312,0.18916
2012,Lower Saxony,Single-person household,5 rooms,0.10319,31,260,0.06614,0.14024
2012,Lower Saxony,Couple without children,3 rooms,0.26395,94,340,0.21703,0.31087
2012,Lower Saxony,Couple without children,4 rooms,0.27994,117,340,0.23214,0.32773
2012,Lower Saxony,Couple without children,5 rooms,0.16318,72,340,0.12384,0.20252
2012,Lower Saxony,Couple without children,6 rooms,0.13024,57,340,0.09441,0.16607
2012,Lower Saxony,Single parent,3 rooms,0.39493,69,157,0.31822,0.47164
2012,Lower Saxony,Single parent,4 rooms,0.22422,55,157,0.15877,0.28966
2012,Lower Saxony,Single parent,5 rooms,0.20124,33,157,0.13832,0.26416
2012,Lower Saxony,Couple with children,3 rooms,0.13350,64,528,0.10446,0.16253
2012,Lower Saxony,Couple with children,4 rooms,0.23628,133,528,0.20001,0.27255
2012,Lower Saxony,Couple with children,5 rooms,0.26963,129,528,0.23174,0.30752
2012,Lower Saxony,Couple with children,6 rooms,0.17437,103,528,0.14198,0.20677
2012,Lower Saxony,Couple with children,7 rooms,0.10904,59,528,0.08243,0.13565
2012,Lower Saxony,Couple with children,8 rooms,0.05186,40,528,0.03293,0.07079
2012,North Rhine-Westphalia,Single-person household,1 room,0.06909,52,626,0.04921,0.08898
2012,North Rhine-Westphalia,Single-person household,2 rooms,0.37670,236,626,0.33871,0.41469
2012,North Rhine-Westphalia,Single-person household,3 rooms,0.34062,226,626,0.30347,0.37778
2012,North Rhine-Westphalia,Single-person household,4 rooms,0.09309,64,626,0.07031,0.11587
2012,North Rhine-Westphalia,Single-person household,5 rooms,0.08366,48,626,0.06195,0.10537
2012,North Rhine-Westphalia,Couple without children,2 rooms,0.10991,84,817,0.08845,0.13137
2012,North Rhine-Westphalia,Couple without children,3 rooms,0.37100,297,817,0.33786,0.40415
2012,North Rhine-Westphalia,Couple without children,4 rooms,0.21155,183,817,0.18353,0.23957
2012,North Rhine-Westphalia,Couple without children,5 rooms,0.14948,139,817,0.12502,0.17395
2012,North Rhine-Westphalia,Couple without children,6 rooms,0.08929,79,817,0.06972,0.10885
2012,North Rhine-Westphalia,Couple without children,7 rooms,0.03692,35,817,0.02398,0.04986
2012,North Rhine-Westphalia,Single parent,2 rooms,0.14487,50,406,0.11059,0.17915
2012,North Rhine-Westphalia,Single parent,3 rooms,0.49945,222,406,0.45075,0.54814
2012,North Rhine-Westphalia,Single parent,4 rooms,0.19578,87,406,0.15713,0.23443
2012,North Rhine-Westphalia,Single parent,5 rooms,0.10174,47,406,0.07230,0.13118
2012,North Rhine-Westphalia,Couple with children,3 rooms,0.20815,248,1163,0.18481,0.23149
2012,North Rhine-Westphalia,Couple with children,4 rooms,0.30267,337,1163,0.27625,0.32908
2012,North Rhine-Westphalia,Couple with children,5 rooms,0.23723,268,1163,0.21277,0.26169
2012,North Rhine-Westphalia,Couple with children,6 rooms,0.11512,176,1163,0.09677,0.13347
2012,North Rhine-Westphalia,Couple with children,7 rooms,0.07414,97,1163,0.05907,0.08920
2012,North Rhine-Westphalia,Couple with children,8 rooms,0.02577,37,1163,0.01666,0.03488
2012,Hesse,Single-person household,2 rooms,0.37361,90,161,0.29865,0.44857
2012,Hesse,Single-person household,3 rooms,0.30472,71,161,0.23340,0.37604
2012,Hesse,Couple without children,3 rooms,0.34033,95,247,0.28112,0.39954
2012,Hesse,Couple without children,4 rooms,0.22254,68,247,0.17056,0.27452
2012,Hesse,Couple without children,5 rooms,0.13404,48,247,0.09146,0.17661
2012,Hesse,Couple without children,6 rooms,0.11970,36,247,0.07913,0.16026
2012,Hesse,Single parent,3 rooms,0.43584,69,109,0.34232,0.52936
2012,Hesse,Single parent,4 rooms,0.23331,40,109,0.15355,0.31308
2012,Hesse,Couple with children,3 rooms,0.19772,85,406,0.15893,0.23651
2012,Hesse,Couple with children,4 rooms,0.25677,104,406,0.21422,0.29931
2012,Hesse,Couple with children,5 rooms,0.22459,87,406,0.18395,0.26523
2012,Hesse,Couple with children,6 rooms,0.17644,67,406,0.13931,0.21356
2012,Hesse,Couple with children,7 rooms,0.03391,32,406,0.01628,0.05154
2012,Hesse,Couple with children,8 rooms,0.06072,31,406,0.03746,0.08398
2012,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.31548,72,136,0.23709,0.39387
2012,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.26538,64,136,0.19090,0.33987
2012,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.18945,48,182,0.13236,0.24654
2012,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.22028,50,182,0.15990,0.28065
2012,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.21833,49,182,0.15814,0.27851
2012,"Rhineland-Palatinate, Saarland",Couple without children,6 rooms,0.11501,35,182,0.06853,0.16149
2012,"Rhineland-Palatinate, Saarland",Single parent,3 rooms,0.38358,45,78,0.27497,0.49219
2012,"Rhineland-Palatinate, Saarland",Single parent,4 rooms,0.31619,33,78,0.21233,0.42005
2012,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.12020,44,289,0.08265,0.15776
2012,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.19038,65,289,0.14504,0.23573
2012,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.20474,67,289,0.15814,0.25135
2012,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.27442,76,289,0.22288,0.32595
2012,"Rhineland-Palatinate, Saarland",Couple with children,7 rooms,0.07973,37,289,0.04845,0.11102
2012,Baden-Wuerttemberg,Single-person household,1 room,0.09212,36,342,0.06143,0.12282
2012,Baden-Wuerttemberg,Single-person household,2 rooms,0.31868,124,342,0.26922,0.36814
2012,Baden-Wuerttemberg,Single-person household,3 rooms,0.31041,118,342,0.26130,0.35951
2012,Baden-Wuerttemberg,Single-person household,4 rooms,0.15454,64,342,0.11618,0.19291
2012,Baden-Wuerttemberg,Couple without children,3 rooms,0.33498,140,438,0.29072,0.37923
2012,Baden-Wuerttemberg,Couple without children,4 rooms,0.24791,102,438,0.20742,0.28840
2012,Baden-Wuerttemberg,Couple without children,5 rooms,0.22022,117,438,0.18137,0.25908
2012,Baden-Wuerttemberg,Couple without children,6 rooms,0.06720,48,438,0.04373,0.09068
2012,Baden-Wuerttemberg,Couple without children,7 rooms,0.03989,31,438,0.02154,0.05824
2012,Baden-Wuerttemberg,Single parent,3 rooms,0.38963,86,143,0.30942,0.46984
2012,Baden-Wuerttemberg,Single parent,4 rooms,0.19194,57,143,0.12716,0.25671
2012,Baden-Wuerttemberg,Couple with children,3 rooms,0.14266,106,729,0.11725,0.16806
2012,Baden-Wuerttemberg,Couple with children,4 rooms,0.24313,184,729,0.21197,0.27430
2012,Baden-Wuerttemberg,Couple with children,5 rooms,0.25606,172,729,0.22435,0.28776
2012,Baden-Wuerttemberg,Couple with children,6 rooms,0.15381,141,729,0.12760,0.18002
2012,Baden-Wuerttemberg,Couple with children,7 rooms,0.10550,79,729,0.08318,0.12781
2012,Baden-Wuerttemberg,Couple with children,8 rooms,0.04263,47,729,0.02796,0.05731
2012,Bavaria,Single-person household,1 room,0.08690,45,507,0.06235,0.11144
2012,Bavaria,Single-person household,2 rooms,0.35051,181,507,0.30893,0.39208
2012,Bavaria,Single-person household,3 rooms,0.32336,176,507,0.28261,0.36412
2012,Bavaria,Single-person household,4 rooms,0.12933,69,507,0.10009,0.15857
2012,Bavaria,Single-person household,5 rooms,0.05437,36,507,0.03461,0.07412
2012,Bavaria,Couple without children,2 rooms,0.14742,80,629,0.11970,0.17515
2012,Bavaria,Couple without children,3 rooms,0.30741,184,629,0.27132,0.34350
2012,Bavaria,Couple without children,4 rooms,0.19722,133,629,0.16610,0.22834
2012,Bavaria,Couple without children,5 rooms,0.17463,119,629,0.14494,0.20433
2012,Bavaria,Couple without children,6 rooms,0.08311,72,629,0.06152,0.10470
2012,Bavaria,Couple without children,7 rooms,0.05596,41,629,0.03798,0.07393
2012,Bavaria,Single parent,2 rooms,0.10474,36,288,0.06931,0.14017
2012,Bavaria,Single parent,3 rooms,0.40739,141,288,0.35054,0.46424
2012,Bavaria,Single parent,4 rooms,0.23335,79,288,0.18441,0.28228
2012,Bavaria,Single parent,5 rooms,0.10250,32,288,0.06741,0.13759
2012,Bavaria,Couple with children,3 rooms,0.17776,166,936,0.15326,0.20227
2012,Bavaria,Couple with children,4 rooms,0.26200,210,936,0.23382,0.29019
2012,Bavaria,Couple with children,5 rooms,0.21899,215,936,0.19248,0.24549
2012,Bavaria,Couple with children,6 rooms,0.13812,169,936,0.11601,0.16024
2012,Bavaria,Couple with children,7 rooms,0.09267,92,936,0.07408,0.11125
2012,Bavaria,Couple with children,8 rooms,0.03975,52,936,0.02723,0.05228
2012,Bavaria,Couple with children,10 or more rooms,0.02534,32,936,0.01526,0.03541
2012,Berlin,Single-person household,1 room,0.15043,36,211,0.10208,0.19879
2012,Berlin,Single-person household,2 rooms,0.52822,117,211,0.46070,0.59574
2012,Berlin,Single-person household,3 rooms,0.24854,58,211,0.19008,0.30699
2012,Berlin,Couple without children,3 rooms,0.44817,84,130,0.36235,0.53398
2012,Berlin,Couple without children,4 rooms,0.25917,46,130,0.18355,0.33479
2012,Berlin,Single parent,3 rooms,0.51192,52,52,0.37474,0.64911
2012,Berlin,Couple with children,3 rooms,0.37987,53,116,0.29116,0.46858
2012,Berlin,Couple with children,4 rooms,0.31441,63,116,0.22955,0.39926
2012,Brandenburg,Single-person household,2 rooms,0.45376,65,119,0.36393,0.54359
2012,Brandenburg,Single-person household,3 rooms,0.33182,54,119,0.24686,0.41678
2012,Brandenburg,Couple without children,3 rooms,0.39029,87,146,0.31088,0.46969
2012,Brandenburg,Couple without children,4 rooms,0.29319,59,146,0.21910,0.36729
2012,Brandenburg,Single parent,3 rooms,0.48888,47,47,0.34442,0.63334
2012,Brandenburg,Couple with children,3 rooms,0.28771,50,146,0.21403,0.36140
2012,Brandenburg,Couple with children,4 rooms,0.30115,55,146,0.22648,0.37583
2012,Brandenburg,Couple with children,5 rooms,0.22758,41,146,0.15934,0.29583
2012,Mecklenburg-Western Pomerania,Single-person household,2 rooms,0.57173,58,58,0.44327,0.70020
2012,Mecklenburg-Western Pomerania,Couple without children,3 rooms,0.37405,48,79,0.26667,0.48144
2012,Mecklenburg-Western Pomerania,Couple without children,4 rooms,0.29341,31,79,0.19236,0.39446
2012,Mecklenburg-Western Pomerania,Single parent,3 rooms,0.68749,39,39,0.54012,0.83487
2012,Mecklenburg-Western Pomerania,Couple with children,4 rooms,0.39041,33,33,0.22138,0.55944
2012,Saxony,Single-person household,1 room,0.10301,32,221,0.06284,0.14318
2012,Saxony,Single-person household,2 rooms,0.36954,94,221,0.30576,0.43332
2012,Saxony,Single-person household,3 rooms,0.37279,95,221,0.30890,0.43669
2012,Saxony,Couple without children,2 rooms,0.20665,54,298,0.16060,0.25270
2012,Saxony,Couple without children,3 rooms,0.44853,155,298,0.39197,0.50510
2012,Saxony,Couple without children,4 rooms,0.17352,57,298,0.13045,0.21658
2012,Saxony,Couple without children,5 rooms,0.09427,32,298,0.06104,0.12751
2012,Saxony,Single parent,3 rooms,0.58529,71,102,0.48920,0.68137
2012,Saxony,Single parent,4 rooms,0.25687,31,102,0.17166,0.34208
2012,Saxony,Couple with children,3 rooms,0.32703,91,324,0.27587,0.37820
2012,Saxony,Couple with children,4 rooms,0.31613,122,324,0.26542,0.36683
2012,Saxony,Couple with children,5 rooms,0.16247,65,324,0.12224,0.20270
2012,Saxony,Couple with children,6 rooms,0.09707,46,324,0.06479,0.12936
2012,Saxony-Anhalt,Single-person household,2 rooms,0.39314,60,115,0.30348,0.48281
2012,Saxony-Anhalt,Single-person household,3 rooms,0.32780,55,115,0.24163,0.41397
2012,Saxony-Anhalt,Couple without children,3 rooms,0.37634,74,120,0.28930,0.46339
2012,Saxony-Anhalt,Couple without children,4 rooms,0.30256,46,120,0.22002,0.38509
2012,Saxony-Anhalt,Single parent,3 rooms,0.50501,44,76,0.39185,0.61816
2012,Saxony-Anhalt,Single parent,4 rooms,0.27874,32,76,0.17726,0.38022
2012,Saxony-Anhalt,Couple with children,3 rooms,0.27705,41,138,0.20211,0.35200
2012,Saxony-Anhalt,Couple with children,4 rooms,0.35524,66,138,0.27510,0.43538
2012,Saxony-Anhalt,Couple with children,5 rooms,0.19718,31,138,0.13056,0.26381
2012,Thuringa,Single-person household,1 room,0.16219,36,132,0.09906,0.22531
2012,Thuringa,Single-person household,2 rooms,0.40663,56,132,0.32251,0.49075
2012,Thuringa,Single-person household,3 rooms,0.25608,40,132,0.18133,0.33082
2012,Thuringa,Couple without children,3 rooms,0.32728,71,140,0.24927,0.40528
2012,Thuringa,Couple without children,4 rooms,0.34821,69,140,0.26901,0.42741
2012,Thuringa,Single parent,3 rooms,0.54836,43,43,0.39785,0.69887
2012,Thuringa,Couple with children,3 rooms,0.28485,47,145,0.21113,0.35857
